,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,INDIANA_ACTION,CHARLOTTE_SCORE,INDIANA_SCORE
81,1,2:07.0,Defensive rebound by M. Williams,,20,18
82,1,1:56.0,C. Zeller misses 2-pt jump shot from 20 ft,,20,18
83,1,1:55.0,,Defensive rebound by L. Allen,20,18
84,1,1:35.0,,D. Sloan misses 3-pt jump shot from 24 ft,20,18
85,1,1:34.0,Defensive rebound by B. Biyombo,,20,18
86,1,1:16.0,K. Walker makes 2-pt jump shot from 15 ft,,22,18
87,1,1:10.0,,Indiana full timeout,22,18
88,1,1:10.0,Charlotte full timeout,,22,18
89,1,1:10.0,,I. Mahinmi enters the game for R. Hibbert,22,18
90,1,1:10.0,,A. Price enters the game for D. Sloan,22,18
91,1,0:56.0,,R. Stuckey misses 2-pt jump shot from 13 ft,22,18
92,1,0:55.0,,Offensive rebound by L. Allen,22,18
93,1,0:54.0,,L. Allen makes 2-pt hook shot from 6 ft,22,20
94,1,0:40.0,M. Williams makes 3-pt jump shot from 28 ft (assist by K. Walker),,25,20
95,1,0:26.0,,Turnover by A. Price (bad pass; steal by M. Williams),25,20
96,1,0:22.0,M. Williams misses 2-pt dunk at rim,,25,20
97,1,0:21.0,Offensive rebound by B. Roberts,,25,20
98,1,0:20.0,Personal foul by R. Stuckey (drawn by B. Roberts),,25,20
99,1,0:03.0,B. Roberts makes 3-pt jump shot from 27 ft (assist by K. Walker),,28,20
100,1,0:00.0,,A. Price misses 3-pt jump shot from 36 ft,28,20
101,1,0:00.0,,Offensive rebound by Team,28,20
102,2,11:47.0,B. Biyombo makes 2-pt dunk at rim (assist by L. Stephenson),,30,20
103,2,11:23.0,,R. Stuckey misses 3-pt jump shot from 26 ft,30,20
104,2,11:22.0,Defensive rebound by L. Stephenson,,30,20
105,2,11:14.0,L. Stephenson misses 2-pt jump shot from 18 ft,,30,20
106,2,11:13.0,Offensive rebound by B. Biyombo,,30,20
107,2,11:13.0,B. Biyombo makes 2-pt dunk at rim,,32,20
108,2,10:52.0,,Turnover by D. Rudež (bad pass; steal by C. Zeller),32,20
109,2,10:32.0,L. Stephenson misses 2-pt jump shot from 9 ft,,32,20
110,2,10:31.0,,Defensive rebound by I. Mahinmi,32,20
111,2,10:21.0,,L. Allen makes 2-pt layup from 2 ft (assist by I. Mahinmi),32,22
112,2,10:03.0,K. Walker makes 2-pt layup at rim,,34,22
113,2,9:39.0,,Shooting foul by B. Biyombo (drawn by I. Mahinmi),34,22
114,2,9:39.0,,I. Mahinmi misses free throw 1 of 2,34,22
115,2,9:39.0,,Offensive rebound by Team,34,22
116,2,9:39.0,,S. Hill enters the game for D. Rudež,34,22
117,2,9:39.0,,I. Mahinmi misses free throw 2 of 2,34,22
118,2,9:39.0,Defensive rebound by B. Biyombo,,34,22
119,2,9:24.0,Turnover by K. Walker (bad pass; steal by I. Mahinmi),,34,22
120,2,9:16.0,,S. Hill makes 2-pt layup from 2 ft,34,24
121,2,9:01.0,,Violation by R. Stuckey (kicked ball),34,24
122,2,8:54.0,C. Zeller misses 2-pt jump shot from 20 ft,,34,24
123,2,8:53.0,Offensive rebound by L. Stephenson,,34,24
124,2,8:38.0,K. Walker misses 2-pt jump shot from 15 ft,,34,24
125,2,8:37.0,,Defensive rebound by L. Allen,34,24
126,2,8:30.0,,Personal foul by B. Biyombo (drawn by R. Stuckey),34,24
127,2,8:30.0,Official timeout,,34,24
128,2,8:30.0,,Technical foul by R. Stuckey,34,24
129,2,8:30.0,Technical foul by B. Biyombo,,34,24
130,2,8:30.0,A. Jefferson enters the game for B. Roberts,,34,24
131,2,8:30.0,G. Henderson enters the game for B. Biyombo,,34,24
132,2,8:19.0,,A. Price misses 3-pt jump shot from 29 ft,34,24
133,2,8:09.0,Defensive rebound by L. Stephenson,,34,24
134,2,8:06.0,A. Jefferson makes 2-pt jump shot from 18 ft (assist by L. Stephenson),,36,24
135,2,7:49.0,,Turnover by L. Allen (bad pass; steal by K. Walker),36,24
136,2,7:32.0,Shooting foul by I. Mahinmi (drawn by A. Jefferson),,36,24
137,2,7:32.0,,Technical foul by I. Mahinmi,36,24
138,2,7:32.0,K. Walker misses technical free throw,,36,24
139,2,7:32.0,Offensive rebound by Team,,36,24
140,2,7:32.0,A. Jefferson makes free throw 1 of 2,,37,24
141,2,7:32.0,A. Jefferson makes free throw 2 of 2,,38,24
142,2,7:20.0,,Shooting foul by C. Zeller (drawn by R. Stuckey),38,24
143,2,7:20.0,,R. Stuckey makes free throw 1 of 2,38,25
144,2,7:20.0,M. Williams enters the game for C. Zeller,,38,25
145,2,7:20.0,,R. Stuckey misses free throw 2 of 2,38,25
146,2,7:20.0,Defensive rebound by G. Henderson,,38,25
147,2,7:05.0,M. Williams misses 3-pt jump shot from 23 ft,,38,25
148,2,7:03.0,,Defensive rebound by I. Mahinmi,38,25
149,2,6:57.0,,Personal foul by M. Williams (drawn by L. Allen),38,25
150,2,6:44.0,,S. Hill misses 2-pt jump shot from 16 ft,38,25
151,2,6:43.0,Defensive rebound by M. Williams,,38,25
152,2,6:35.0,Turnover by G. Henderson (lost ball),,38,25
153,2,6:20.0,,L. Allen misses 2-pt jump shot from 17 ft,38,25
154,2,6:19.0,Defensive rebound by M. Williams,,38,25
155,2,5:59.0,A. Jefferson misses 2-pt jump shot from 20 ft,,38,25
156,2,5:58.0,,Defensive rebound by R. Stuckey,38,25
157,2,5:51.0,,Indiana full timeout,38,25
158,2,5:51.0,J. Maxiell enters the game for M. Williams,,38,25
159,2,5:51.0,,R. Hibbert enters the game for I. Mahinmi,38,25
160,2,5:35.0,,R. Hibbert makes 2-pt hook shot from 7 ft,38,27
161,2,5:17.0,L. Stephenson makes 2-pt layup from 1 ft (assist by A. Jefferson),,40,27
162,2,4:56.0,,Turnover by S. Hill (bad pass),40,27
163,2,4:56.0,,D. Rudež enters the game for R. Stuckey,40,27
164,2,4:42.0,A. Jefferson makes 2-pt hook shot from 7 ft,,42,27
165,2,4:25.0,,L. Allen makes 2-pt jump shot from 19 ft (assist by A. Price),42,29
166,2,3:59.0,L. Stephenson misses 2-pt jump shot from 17 ft,,42,29
167,2,3:58.0,,Defensive rebound by R. Hibbert,42,29
168,2,3:48.0,,A. Price makes 2-pt jump shot from 17 ft,42,31
169,2,3:26.0,A. Jefferson makes 2-pt jump shot from 13 ft (assist by G. Henderson),,44,31
170,2,3:08.0,,Shooting foul by A. Jefferson (drawn by R. Hibbert),44,31
171,2,3:08.0,,R. Hibbert misses free throw 1 of 2,44,31
172,2,3:08.0,,Offensive rebound by Team,44,31
173,2,3:08.0,,D. Sloan enters the game for A. Price,44,31
174,2,3:08.0,,L. Scola enters the game for L. Allen,44,31
175,2,3:08.0,B. Biyombo enters the game for A. Jefferson,,44,31
176,2,3:08.0,B. Roberts enters the game for G. Henderson,,44,31
177,2,3:08.0,,R. Hibbert makes free throw 2 of 2,44,32
178,2,2:59.0,K. Walker misses 2-pt jump shot from 19 ft,,44,32
179,2,2:57.0,Offensive rebound by B. Biyombo,,44,32
180,2,2:57.0,B. Biyombo misses 2-pt tip-in from 1 ft,,44,32
181,2,2:55.0,,Defensive rebound by R. Hibbert,44,32
182,2,2:39.0,,D. Rudež makes 3-pt jump shot from 26 ft (assist by R. Hibbert),44,35
183,2,2:24.0,J. Maxiell makes 2-pt jump shot from 15 ft (assist by L. Stephenson),,46,35
184,2,2:17.0,,Personal foul by B. Biyombo (drawn by R. Hibbert),46,35
185,2,2:17.0,Charlotte full timeout,,46,35
186,2,2:17.0,,R. Stuckey enters the game for D. Rudež,46,35
187,2,2:17.0,,R. Hibbert makes free throw 1 of 2,46,36
188,2,2:17.0,,R. Hibbert makes free throw 2 of 2,46,37
189,2,1:57.0,Turnover by L. Stephenson (back court),,46,37
190,2,1:41.0,,Turnover by S. Hill (bad pass; steal by B. Roberts),46,37
191,2,1:34.0,B. Roberts misses 3-pt jump shot from 26 ft,,46,37
192,2,1:33.0,Offensive rebound by J. Maxiell,,46,37
193,2,1:21.0,J. Maxiell misses 2-pt jump shot from 18 ft,,46,37
194,2,1:21.0,Offensive rebound by Team,,46,37
195,2,1:21.0,Personal foul by L. Scola (drawn by K. Walker),,46,37
196,2,1:10.0,J. Maxiell misses 2-pt jump shot from 19 ft,,46,37
197,2,1:08.0,Offensive rebound by B. Biyombo,,46,37
198,2,1:08.0,B. Biyombo misses 2-pt tip-in at rim,,46,37
199,2,1:07.0,,Defensive rebound by L. Scola,46,37
200,2,1:00.0,,D. Sloan makes 2-pt layup from 1 ft,46,39
201,2,0:41.0,K. Walker makes 3-pt jump shot from 27 ft (assist by L. Stephenson),,49,39
202,2,0:32.0,,R. Stuckey makes 2-pt jump shot from 16 ft (assist by D. Sloan),49,41
203,2,0:08.0,L. Stephenson misses 3-pt jump shot from 30 ft,,49,41
204,2,0:07.0,,Defensive rebound by R. Hibbert,49,41
205,2,0:01.0,,Shooting foul by K. Walker (drawn by D. Sloan),49,41
206,2,0:01.0,,D. Sloan makes free throw 1 of 2,49,42
207,2,0:01.0,,D. Sloan makes free throw 2 of 2,49,43
208,3,11:40.0,L. Stephenson makes 2-pt jump shot from 18 ft,,51,43
209,3,11:20.0,,R. Hibbert makes 2-pt jump shot from 19 ft (assist by D. Sloan),51,45
210,3,11:04.0,A. Jefferson misses 2-pt jump shot from 7 ft,,51,45
211,3,11:03.0,,Defensive rebound by D. Sloan,51,45
212,3,10:57.0,,Shooting foul by G. Henderson (drawn by C. Copeland),51,45
213,3,10:57.0,,C. Copeland makes free throw 1 of 2,51,46
214,3,10:57.0,,C. Copeland makes free throw 2 of 2,51,47
215,3,10:45.0,G. Henderson misses 3-pt jump shot from 23 ft,,51,47
216,3,10:44.0,,Defensive rebound by D. Sloan,51,47
217,3,10:38.0,,D. Sloan misses 2-pt jump shot from 3 ft,51,47
218,3,10:37.0,,Offensive rebound by L. Scola,51,47
219,3,10:32.0,,L. Scola misses 2-pt jump shot from 11 ft,51,47
220,3,10:32.0,Defensive rebound by A. Jefferson,,51,47
221,3,10:08.0,Turnover by Team (shot clock),,51,47
222,3,9:52.0,,S. Hill misses 2-pt jump shot from 5 ft (block by L. Stephenson),51,47
223,3,9:51.0,,Offensive rebound by L. Scola,51,47
224,3,9:49.0,,L. Scola makes 2-pt layup from 1 ft,51,49
225,3,9:29.0,A. Jefferson misses 2-pt jump shot from 18 ft,,51,49
226,3,9:28.0,,Defensive rebound by L. Scola,51,49
227,3,9:22.0,,Offensive foul by R. Hibbert (drawn by K. Walker),51,49
228,3,9:22.0,,Turnover by R. Hibbert (offensive foul),51,49
229,3,9:11.0,Shooting foul by R. Hibbert (drawn by L. Stephenson),,51,49
230,3,9:11.0,L. Stephenson misses free throw 1 of 2,,51,49
231,3,9:11.0,Offensive rebound by Team,,51,49
232,3,9:11.0,L. Stephenson misses free throw 2 of 2,,51,49
233,3,9:11.0,,Defensive rebound by C. Copeland,51,49
234,3,8:45.0,,Turnover by Team (shot clock),51,49
235,3,8:26.0,A. Jefferson misses 2-pt layup from 2 ft,,51,49
236,3,8:25.0,,Defensive rebound by R. Hibbert,51,49
237,3,8:13.0,,Turnover by D. Sloan (lost ball; steal by K. Walker),51,49
238,3,8:04.0,L. Stephenson misses 2-pt jump shot from 8 ft,,51,49
239,3,8:02.0,,Defensive rebound by R. Hibbert,51,49
240,3,7:53.0,,R. Hibbert misses 2-pt jump shot from 19 ft,51,49
241,3,7:52.0,Defensive rebound by L. Stephenson,,51,49
242,3,7:40.0,M. Williams makes 2-pt jump shot from 19 ft (assist by L. Stephenson),,53,49
243,3,7:24.0,,Turnover by C. Copeland (traveling),53,49
244,3,7:07.0,G. Henderson misses 2-pt layup from 2 ft,,53,49
245,3,7:06.0,,Defensive rebound by R. Hibbert,53,49
246,3,6:52.0,,D. Sloan misses 3-pt jump shot from 25 ft,53,49
247,3,6:51.0,Defensive rebound by G. Henderson,,53,49
248,3,6:41.0,K. Walker misses 2-pt layup at rim,,53,49
249,3,6:40.0,Offensive rebound by A. Jefferson,,53,49
250,3,6:38.0,A. Jefferson makes 2-pt layup from 1 ft,,55,49
251,3,6:34.0,,Personal foul by L. Stephenson (drawn by R. Hibbert),55,49
252,3,6:34.0,,Indiana full timeout,55,49
253,3,6:34.0,B. Roberts enters the game for K. Walker,,55,49
254,3,6:14.0,,C. Copeland misses 2-pt jump shot from 18 ft,55,49
255,3,6:13.0,Defensive rebound by L. Stephenson,,55,49
256,3,5:54.0,G. Henderson misses 2-pt layup from 1 ft,,55,49
257,3,5:53.0,,Defensive rebound by R. Hibbert,55,49
258,3,5:39.0,,Personal foul by M. Williams (drawn by L. Scola),55,49
259,3,5:39.0,C. Zeller enters the game for M. Williams,,55,49
260,3,5:30.0,,L. Scola makes 2-pt jump shot from 19 ft (assist by D. Sloan),55,51
261,3,5:01.0,G. Henderson misses 3-pt jump shot from 29 ft,,55,51
262,3,5:00.0,,Defensive rebound by L. Scola,55,51
263,3,4:51.0,,D. Sloan makes 2-pt jump shot from 19 ft,55,53
264,3,4:33.0,A. Jefferson makes 2-pt layup from 1 ft,,57,53
265,3,4:16.0,Offensive charge foul by D. Sloan (drawn by G. Henderson),,57,53
266,3,4:16.0,,Turnover by D. Sloan (offensive foul),57,53
267,3,4:16.0,,R. Stuckey enters the game for S. Hill,57,53
268,3,4:16.0,,I. Mahinmi enters the game for R. Hibbert,57,53
269,3,4:00.0,A. Jefferson makes 2-pt jump shot from 5 ft,,59,53
270,3,3:37.0,,L. Scola makes 2-pt jump shot from 19 ft (assist by R. Stuckey),59,55
271,3,3:23.0,Personal foul by I. Mahinmi (drawn by G. Henderson),,59,55
272,3,3:09.0,A. Jefferson misses 2-pt jump shot from 15 ft,,59,55
273,3,3:08.0,,Defensive rebound by D. Sloan,59,55
274,3,2:55.0,,R. Stuckey makes 2-pt jump shot from 10 ft,59,57
275,3,2:55.0,,Shooting block foul by C. Zeller (drawn by R. Stuckey),59,57
276,3,2:55.0,Charlotte full timeout,,59,57
277,3,2:55.0,M. Williams enters the game for G. Henderson,,59,57
278,3,2:55.0,K. Walker enters the game for L. Stephenson,,59,57
279,3,2:55.0,,R. Stuckey misses free throw 1 of 1,59,57
280,3,2:54.0,,Offensive rebound by L. Scola,59,57
281,3,2:52.0,,L. Scola makes 2-pt layup at rim,59,59
282,3,2:37.0,B. Roberts misses 3-pt jump shot from 26 ft,,59,59
283,3,2:36.0,Offensive rebound by A. Jefferson,,59,59
284,3,2:27.0,A. Jefferson misses 2-pt layup from 1 ft,,59,59
285,3,2:26.0,,Defensive rebound by D. Sloan,59,59
286,3,2:18.0,,D. Sloan misses 2-pt layup from 2 ft (block by A. Jefferson),59,59
287,3,2:16.0,Defensive rebound by A. Jefferson,,59,59
288,3,2:03.0,K. Walker misses 3-pt jump shot from 25 ft,,59,59
289,3,2:02.0,,Defensive rebound by C. Copeland,59,59
290,3,1:40.0,,R. Stuckey misses 2-pt jump shot from 12 ft (block by B. Roberts),59,59
291,3,1:39.0,,Offensive rebound by L. Scola,59,59
292,3,1:37.0,,L. Scola misses 2-pt layup from 1 ft,59,59
293,3,1:36.0,,Offensive rebound by I. Mahinmi,59,59
294,3,1:36.0,,I. Mahinmi makes 2-pt tip-in from 1 ft,59,61
295,3,1:23.0,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),,61,61
296,3,1:03.0,,R. Stuckey makes 2-pt layup from 2 ft,61,63
297,3,0:38.0,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),,64,63
298,3,0:29.0,,D. Sloan makes 2-pt jump shot from 19 ft,64,65
299,3,0:09.0,A. Jefferson makes 2-pt jump shot from 14 ft (assist by K. Walker),,66,65
300,3,0:02.0,,L. Scola misses 3-pt jump shot from 26 ft,66,65
301,3,0:01.0,Defensive rebound by A. Jefferson,,66,65
302,4,11:38.0,,R. Stuckey misses 2-pt jump shot from 18 ft,66,65
303,4,11:37.0,,Offensive rebound by L. Allen,66,65
304,4,11:33.0,,A. Price makes 3-pt jump shot from 25 ft (assist by L. Allen),66,68
305,4,11:11.0,C. Zeller misses 2-pt layup from 2 ft (block by I. Mahinmi),,66,68
306,4,11:10.0,,Defensive rebound by S. Hill,66,68
307,4,11:00.0,,A. Price misses 2-pt jump shot from 19 ft,66,68
308,4,10:58.0,Defensive rebound by K. Walker,,66,68
309,4,10:45.0,K. Walker misses 2-pt jump shot from 5 ft,,66,68
310,4,10:44.0,Offensive rebound by C. Zeller,,66,68
311,4,10:43.0,Shooting foul by A. Price (drawn by C. Zeller),,66,68
312,4,10:43.0,C. Zeller misses free throw 1 of 2,,66,68
313,4,10:43.0,Offensive rebound by Team,,66,68
314,4,10:43.0,C. Zeller makes free throw 2 of 2,,67,68
315,4,10:28.0,,R. Stuckey makes 2-pt jump shot from 3 ft,67,70
316,4,10:15.0,K. Walker misses 2-pt jump shot from 12 ft,,67,70
317,4,10:12.0,,Defensive rebound by L. Allen,67,70
318,4,10:03.0,,L. Allen misses 2-pt jump shot from 19 ft,67,70
319,4,10:02.0,Defensive rebound by B. Biyombo,,67,70
320,4,9:53.0,B. Roberts makes 2-pt jump shot from 19 ft,,69,70
321,4,9:30.0,,A. Price misses 3-pt jump shot from 26 ft,69,70
322,4,9:29.0,Defensive rebound by B. Biyombo,,69,70
323,4,9:25.0,C. Zeller makes 2-pt layup from 1 ft (assist by B. Roberts),,71,70
324,4,9:25.0,Shooting foul by I. Mahinmi (drawn by C. Zeller),,71,70
325,4,9:25.0,L. Stephenson enters the game for M. Williams,,71,70
326,4,9:25.0,A. Jefferson enters the game for B. Biyombo,,71,70
327,4,9:25.0,C. Zeller misses free throw 1 of 1,,71,70
328,4,9:25.0,,Defensive rebound by I. Mahinmi,71,70
329,4,9:03.0,,I. Mahinmi makes 2-pt layup at rim,71,72
330,4,9:03.0,,Shooting foul by A. Jefferson (drawn by I. Mahinmi),71,72
331,4,9:03.0,,I. Mahinmi makes free throw 1 of 1,71,73
332,4,8:39.0,A. Jefferson misses 2-pt jump shot from 17 ft,,71,73
333,4,8:37.0,,Defensive rebound by S. Hill,71,73
334,4,8:37.0,,Personal foul by C. Zeller (drawn by S. Hill),71,73
335,4,8:37.0,Official timeout,,71,73
336,4,8:20.0,,A. Price makes 2-pt jump shot from 17 ft,71,75
337,4,8:00.0,J. Maxiell enters the game for C. Zeller,,71,75
338,4,8:00.0,Charlotte full timeout,,71,75
339,4,7:55.0,K. Walker misses 3-pt jump shot from 26 ft,,71,75
340,4,7:53.0,Offensive rebound by J. Maxiell,,71,75
341,4,7:48.0,L. Stephenson misses 2-pt jump shot from 18 ft,,71,75
342,4,7:47.0,,Defensive rebound by L. Allen,71,75
343,4,7:31.0,,A. Price misses 3-pt jump shot from 23 ft,71,75
344,4,7:30.0,,Offensive rebound by I. Mahinmi,71,75
345,4,7:27.0,,A. Price misses 2-pt jump shot from 15 ft,71,75
346,4,7:25.0,,Offensive rebound by I. Mahinmi,71,75
347,4,7:10.0,,R. Stuckey makes 2-pt jump shot from 11 ft,71,77
348,4,6:51.0,A. Jefferson makes 2-pt hook shot from 9 ft,,73,77
349,4,6:32.0,,R. Stuckey misses 2-pt jump shot from 19 ft,73,77
350,4,6:31.0,,Offensive rebound by I. Mahinmi,73,77
351,4,6:31.0,,I. Mahinmi misses 2-pt tip-in from 3 ft,73,77
352,4,6:29.0,,Offensive rebound by R. Stuckey,73,77
353,4,6:29.0,,R. Stuckey misses 2-pt tip-in from 1 ft,73,77
354,4,6:28.0,,Offensive rebound by L. Allen,73,77
355,4,6:28.0,,L. Allen misses 2-pt tip-in from 1 ft,73,77
356,4,6:26.0,,Offensive rebound by L. Allen,73,77
357,4,6:20.0,,I. Mahinmi misses 2-pt dunk at rim (block by J. Maxiell),73,77
358,4,6:17.0,Defensive rebound by J. Maxiell,,73,77
359,4,6:10.0,B. Roberts misses 2-pt layup at rim (block by L. Allen),,73,77
360,4,6:08.0,Offensive rebound by J. Maxiell,,73,77
361,4,6:06.0,J. Maxiell makes 2-pt layup at rim,,75,77
362,4,6:01.0,,Indiana full timeout,75,77
363,4,6:01.0,,L. Scola enters the game for R. Stuckey,75,77
364,4,6:01.0,,R. Hibbert enters the game for L. Allen,75,77
365,4,6:01.0,,C. Copeland enters the game for I. Mahinmi,75,77
366,4,5:45.0,,R. Hibbert makes 2-pt jump shot from 19 ft (assist by A. Price),75,79
367,4,5:23.0,Shooting block foul by L. Scola (drawn by L. Stephenson),,75,79
368,4,5:23.0,L. Stephenson makes free throw 1 of 2,,76,79
369,4,5:23.0,L. Stephenson makes free throw 2 of 2,,77,79
370,4,5:07.0,,Turnover by S. Hill (lost ball; steal by A. Jefferson),77,79
371,4,5:07.0,Personal foul by A. Price (drawn by K. Walker),,77,79
372,4,5:07.0,,D. Sloan enters the game for A. Price,77,79
373,4,4:55.0,A. Jefferson misses 2-pt jump shot from 16 ft,,77,79
374,4,4:54.0,Offensive rebound by J. Maxiell,,77,79
375,4,4:43.0,K. Walker misses 2-pt jump shot from 18 ft,,77,79
376,4,4:42.0,,Defensive rebound by D. Sloan,77,79
377,4,4:23.0,,C. Copeland misses 3-pt jump shot from 26 ft,77,79
378,4,4:22.0,Defensive rebound by A. Jefferson,,77,79
379,4,4:09.0,J. Maxiell makes 2-pt hook shot from 10 ft (assist by L. Stephenson),,79,79
380,4,3:51.0,,S. Hill makes 2-pt jump shot from 14 ft (assist by C. Copeland),79,81
381,4,3:36.0,J. Maxiell makes 2-pt jump shot from 16 ft (assist by K. Walker),,81,81
382,4,3:20.0,,R. Hibbert misses 2-pt jump shot from 8 ft,81,81
383,4,3:19.0,Defensive rebound by L. Stephenson,,81,81
384,4,3:01.0,A. Jefferson makes 2-pt jump shot from 8 ft (assist by L. Stephenson),,83,81
