,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,INDIANA_ACTION,SAN ANTONIO_SCORE,INDIANA_SCORE
29,1,6:54.0,,Defensive rebound by D. West,18,12
30,1,6:38.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by R. Stuckey),18,15
31,1,6:14.0,T. Parker makes 2-pt layup from 2 ft,,20,15
32,1,6:14.0,Shooting foul by G. Hill (drawn by T. Parker),,20,15
33,1,6:14.0,B. Diaw enters the game for M. Bonner,,20,15
34,1,6:14.0,M. Belinelli enters the game for D. Green,,20,15
35,1,6:14.0,T. Parker makes free throw 1 of 1,,21,15
36,1,5:57.0,,Turnover by R. Stuckey (bad pass; steal by K. Leonard),21,15
37,1,5:43.0,T. Parker misses 2-pt jump shot from 19 ft,,21,15
38,1,5:42.0,,Defensive rebound by D. West,21,15
39,1,5:31.0,,D. West misses 2-pt jump shot from 21 ft,21,15
40,1,5:30.0,Defensive rebound by K. Leonard,,21,15
41,1,5:19.0,T. Parker misses 2-pt jump shot from 18 ft,,21,15
42,1,5:18.0,,Defensive rebound by R. Hibbert,21,15
43,1,4:58.0,,G. Hill makes 3-pt jump shot from 25 ft,21,18
44,1,4:57.0,San Antonio full timeout,,21,18
45,1,4:57.0,P. Mills enters the game for T. Duncan,,21,18
46,1,4:57.0,T. Splitter enters the game for T. Parker,,21,18
47,1,4:57.0,,S. Hill enters the game for R. Stuckey,21,18
48,1,4:57.0,,C. Watson enters the game for G. Hill,21,18
49,1,4:44.0,K. Leonard misses 2-pt jump shot from 14 ft,,21,18
50,1,4:43.0,Offensive rebound by T. Splitter,,21,18
51,1,4:40.0,P. Mills misses 3-pt jump shot from 27 ft,,21,18
52,1,4:38.0,,Defensive rebound by D. West,21,18
53,1,4:20.0,,C. Miles misses 3-pt jump shot from 27 ft,21,18
54,1,4:19.0,Defensive rebound by T. Splitter,,21,18
55,1,4:11.0,P. Mills misses 2-pt jump shot from 20 ft,,21,18
56,1,4:10.0,,Defensive rebound by C. Watson,21,18
57,1,4:03.0,,S. Hill makes 3-pt jump shot from 27 ft (assist by C. Watson),21,21
58,1,3:50.0,K. Leonard misses 2-pt jump shot from 6 ft,,21,21
59,1,3:47.0,Offensive rebound by K. Leonard,,21,21
60,1,3:34.0,B. Diaw misses 2-pt jump shot from 17 ft,,21,21
61,1,3:33.0,,Defensive rebound by R. Hibbert,21,21
62,1,3:23.0,,R. Hibbert makes 2-pt layup from 1 ft (assist by C. Watson),21,23
63,1,3:01.0,T. Splitter makes 2-pt hook shot from 2 ft (assist by B. Diaw),,23,23
64,1,2:41.0,,C. Miles misses 2-pt jump shot from 7 ft,23,23
65,1,2:40.0,,Offensive rebound by R. Hibbert,23,23
66,1,2:40.0,,R. Hibbert misses 2-pt tip-in at rim,23,23
67,1,2:39.0,Defensive rebound by T. Splitter,,23,23
68,1,2:35.0,D. Green enters the game for K. Leonard,,23,23
69,1,2:35.0,,L. Scola enters the game for R. Hibbert,23,23
70,1,2:23.0,Turnover by T. Splitter (bad pass; steal by C. Watson),,23,23
71,1,2:18.0,,C. Watson misses 2-pt layup from 1 ft,23,23
72,1,2:17.0,Defensive rebound by B. Diaw,,23,23
73,1,2:09.0,M. Belinelli misses 3-pt jump shot from 23 ft,,23,23
74,1,2:08.0,,Defensive rebound by C. Miles,23,23
75,1,1:46.0,,L. Scola makes 3-pt jump shot from 26 ft,23,26
76,1,1:32.0,Shooting foul by L. Scola (drawn by T. Splitter),,23,26
77,1,1:32.0,T. Splitter makes free throw 1 of 2,,24,26
78,1,1:32.0,,D. Rudež enters the game for C. Miles,24,26
79,1,1:32.0,T. Splitter makes free throw 2 of 2,,25,26
80,1,1:19.0,,L. Scola misses 2-pt jump shot from 6 ft,25,26
81,1,1:18.0,,Offensive rebound by D. West,25,26
82,1,1:16.0,,L. Scola misses 2-pt jump shot from 12 ft,25,26
83,1,1:14.0,Defensive rebound by D. Green,,25,26
84,1,0:51.0,T. Splitter makes 2-pt jump shot from 7 ft (assist by P. Mills),,27,26
85,1,0:36.0,,S. Hill misses 2-pt layup from 1 ft (block by D. Green),27,26
86,1,0:35.0,Defensive rebound by B. Diaw,,27,26
87,1,0:24.0,Personal foul by S. Hill (drawn by D. Green),,27,26
88,1,0:24.0,D. Green misses free throw 1 of 2,,27,26
89,1,0:24.0,Offensive rebound by Team,,27,26
90,1,0:24.0,D. Green makes free throw 2 of 2,,28,26
91,1,0:08.0,,Shooting foul by P. Mills (drawn by C. Watson),28,26
92,1,0:08.0,,C. Watson makes free throw 1 of 2,28,27
93,1,0:08.0,,C. Watson makes free throw 2 of 2,28,28
94,1,0:03.0,P. Mills makes 2-pt jump shot from 19 ft,,30,28
95,1,0:00.0,,C. Watson misses 3-pt jump shot from 46 ft,30,28
96,1,0:00.0,,Offensive rebound by Team,30,28
97,2,11:39.0,,S. Hill misses 3-pt jump shot from 26 ft,30,28
98,2,11:38.0,,Offensive rebound by Team,30,28
99,2,11:38.0,Loose ball foul by B. Diaw (drawn by S. Whittington),,30,28
100,2,11:15.0,,L. Scola misses 2-pt jump shot from 3 ft,30,28
101,2,11:14.0,,Offensive rebound by S. Whittington,30,28
102,2,11:14.0,,S. Whittington misses 2-pt tip-in at rim,30,28
103,2,11:13.0,Defensive rebound by D. Green,,30,28
104,2,11:03.0,Shooting foul by S. Whittington (drawn by B. Diaw),,30,28
105,2,11:03.0,B. Diaw makes free throw 1 of 2,,31,28
106,2,11:03.0,B. Diaw misses free throw 2 of 2,,31,28
107,2,11:03.0,,Defensive rebound by S. Whittington,31,28
108,2,10:42.0,,S. Whittington misses 2-pt jump shot from 6 ft,31,28
109,2,10:41.0,Defensive rebound by T. Splitter,,31,28
110,2,10:35.0,Personal foul by S. Hill (drawn by M. Belinelli),,31,28
111,2,10:27.0,P. Mills makes 3-pt jump shot from 26 ft (assist by D. Green),,34,28
112,2,10:08.0,,Turnover by D. Rudež (bad pass; steal by M. Belinelli),34,28
113,2,9:59.0,B. Diaw misses 3-pt jump shot from 25 ft,,34,28
114,2,9:58.0,,Defensive rebound by L. Scola,34,28
115,2,9:47.0,,L. Scola makes 2-pt jump shot from 20 ft (assist by C. Watson),34,30
116,2,9:46.0,San Antonio full timeout,,34,30
117,2,9:46.0,,R. Stuckey enters the game for S. Hill,34,30
118,2,9:35.0,,Violation by R. Stuckey (kicked ball),34,30
119,2,9:35.0,T. Parker enters the game for P. Mills,,34,30
120,2,9:35.0,T. Duncan enters the game for T. Splitter,,34,30
121,2,9:20.0,T. Duncan misses 2-pt jump shot from 10 ft,,34,30
122,2,9:19.0,,Defensive rebound by C. Watson,34,30
123,2,9:03.0,,R. Stuckey misses 2-pt jump shot from 19 ft,34,30
124,2,9:02.0,,Offensive rebound by S. Whittington,34,30
125,2,9:01.0,,S. Whittington misses 2-pt layup at rim (block by T. Duncan),34,30
126,2,9:01.0,Defensive rebound by T. Duncan,,34,30
127,2,8:53.0,Turnover by D. Green (step out of bounds),,34,30
128,2,8:36.0,,S. Whittington makes 2-pt jump shot from 18 ft (assist by L. Scola),34,32
129,2,8:11.0,T. Parker misses 3-pt jump shot from 22 ft,,34,32
130,2,8:10.0,,Defensive rebound by C. Watson,34,32
131,2,8:04.0,,R. Stuckey makes 2-pt layup at rim (assist by C. Watson),34,34
132,2,7:52.0,T. Parker misses 2-pt layup at rim,,34,34
133,2,7:52.0,,Defensive rebound by L. Scola,34,34
134,2,7:43.0,,S. Whittington misses 2-pt layup from 1 ft (block by T. Duncan),34,34
135,2,7:42.0,Defensive rebound by B. Diaw,,34,34
136,2,7:30.0,T. Duncan makes 2-pt jump shot from 9 ft,,36,34
137,2,7:14.0,,Personal foul by D. Green (drawn by R. Stuckey),36,34
138,2,7:14.0,K. Leonard enters the game for D. Green,,36,34
139,2,7:14.0,,R. Hibbert enters the game for S. Whittington,36,34
140,2,7:05.0,,Turnover by D. Rudež (bad pass; steal by B. Diaw),36,34
141,2,7:00.0,T. Duncan makes 2-pt layup from 1 ft (assist by M. Belinelli),,38,34
142,2,6:52.0,,Indiana full timeout,38,34
143,2,6:52.0,D. Green enters the game for M. Belinelli,,38,34
144,2,6:52.0,T. Splitter enters the game for B. Diaw,,38,34
145,2,6:52.0,,G. Hill enters the game for C. Watson,38,34
146,2,6:41.0,,D. Rudež misses 3-pt jump shot from 23 ft,38,34
147,2,6:40.0,Defensive rebound by D. Green,,38,34
148,2,6:25.0,T. Duncan makes 2-pt jump shot from 20 ft (assist by T. Parker),,40,34
149,2,6:13.0,,Turnover by D. Rudež (bad pass),40,34
150,2,5:56.0,T. Duncan makes 2-pt hook shot from 7 ft,,42,34
151,2,5:41.0,Violation by K. Leonard (kicked ball),,42,34
152,2,5:41.0,,C. Miles enters the game for D. Rudež,42,34
153,2,5:39.0,,Turnover by C. Miles (bad pass; steal by T. Duncan),42,34
154,2,5:26.0,T. Splitter makes 2-pt layup from 3 ft (assist by T. Parker),,44,34
155,2,5:12.0,,L. Scola makes 2-pt jump shot from 21 ft (assist by G. Hill),44,36
156,2,4:57.0,T. Splitter misses 2-pt layup from 4 ft,,44,36
157,2,4:56.0,,Defensive rebound by R. Hibbert,44,36
158,2,4:45.0,,R. Stuckey misses 2-pt layup at rim,44,36
159,2,4:44.0,,Offensive rebound by R. Hibbert,44,36
160,2,4:44.0,,R. Hibbert makes 2-pt tip-in from 1 ft,44,38
161,2,4:27.0,K. Leonard misses 2-pt jump shot from 17 ft,,44,38
162,2,4:26.0,,Defensive rebound by L. Scola,44,38
163,2,4:22.0,,Personal foul by K. Leonard (drawn by C. Miles),44,38
164,2,4:22.0,,D. West enters the game for L. Scola,44,38
165,2,4:18.0,,R. Stuckey makes 2-pt layup from 1 ft (assist by D. West),44,40
166,2,4:02.0,K. Leonard misses 2-pt layup at rim,,44,40
167,2,4:01.0,,Defensive rebound by D. West,44,40
168,2,4:00.0,,Personal foul by T. Splitter (drawn by C. Miles),44,40
169,2,4:00.0,B. Diaw enters the game for T. Splitter,,44,40
170,2,3:45.0,,Turnover by D. West (bad pass),44,40
171,2,3:29.0,T. Duncan misses 2-pt jump shot from 11 ft,,44,40
172,2,3:27.0,,Defensive rebound by G. Hill,44,40
173,2,3:22.0,,G. Hill misses 2-pt layup from 1 ft,44,40
174,2,3:21.0,Defensive rebound by B. Diaw,,44,40
175,2,3:21.0,,Technical foul by G. Hill,44,40
176,2,3:21.0,D. Green makes technical free throw,,45,40
177,2,3:00.0,T. Duncan misses 2-pt jump shot from 3 ft (block by R. Hibbert),,45,40
178,2,2:59.0,,Defensive rebound by R. Hibbert,45,40
179,2,2:53.0,,C. Miles misses 3-pt jump shot from 25 ft,45,40
180,2,2:52.0,,Offensive rebound by D. West,45,40
181,2,2:33.0,,G. Hill misses 2-pt layup at rim (block by T. Duncan),45,40
182,2,2:33.0,,Offensive rebound by Team,45,40
183,2,2:33.0,Official timeout,,45,40
184,2,2:28.0,,D. West misses 2-pt jump shot from 17 ft,45,40
185,2,2:27.0,Defensive rebound by T. Duncan,,45,40
186,2,2:12.0,D. Green misses 3-pt jump shot from 22 ft,,45,40
187,2,2:11.0,,Defensive rebound by D. West,45,40
188,2,1:57.0,,R. Stuckey makes 3-pt jump shot from 23 ft (assist by D. West),45,43
189,2,1:38.0,Turnover by D. Green (bad pass; steal by C. Miles),,45,43
190,2,1:35.0,,Shooting foul by D. Green (drawn by C. Miles),45,43
191,2,1:35.0,,C. Miles makes free throw 1 of 2,45,44
192,2,1:35.0,M. Belinelli enters the game for D. Green,,45,44
193,2,1:35.0,,C. Miles makes free throw 2 of 2,45,45
194,2,1:21.0,T. Parker misses 2-pt layup from 5 ft (block by G. Hill),,45,45
195,2,1:21.0,Offensive rebound by Team,,45,45
196,2,1:16.0,B. Diaw misses 2-pt jump shot from 19 ft,,45,45
197,2,1:15.0,,Defensive rebound by G. Hill,45,45
198,2,0:53.0,,D. West misses 2-pt jump shot from 9 ft,45,45
199,2,0:53.0,Defensive rebound by Team,,45,45
200,2,0:38.0,K. Leonard makes 2-pt jump shot from 9 ft,,47,45
201,2,0:19.0,,C. Miles misses 3-pt jump shot from 23 ft,47,45
202,2,0:17.0,Defensive rebound by K. Leonard,,47,45
203,2,0:08.0,Personal take foul by C. Miles (drawn by T. Parker),,47,45
204,2,0:08.0,M. Bonner enters the game for B. Diaw,,47,45
205,2,0:01.0,M. Bonner misses 2-pt jump shot from 6 ft (block by D. West),,47,45
206,2,0:00.0,Offensive rebound by Team,,47,45
207,3,11:44.0,,Turnover by D. West (bad pass; steal by D. Green),47,45
208,3,11:38.0,Turnover by T. Parker (lost ball),,47,45
209,3,11:22.0,,C. Miles misses 3-pt jump shot from 25 ft,47,45
210,3,11:20.0,Defensive rebound by D. Green,,47,45
211,3,10:59.0,T. Duncan misses 2-pt jump shot from 20 ft,,47,45
212,3,10:58.0,,Defensive rebound by D. West,47,45
213,3,10:54.0,,R. Stuckey makes 2-pt layup at rim (assist by D. West),47,47
214,3,10:37.0,M. Bonner misses 3-pt jump shot from 26 ft,,47,47
215,3,10:36.0,,Defensive rebound by G. Hill,47,47
216,3,10:31.0,,C. Miles makes 2-pt jump shot from 6 ft,47,49
217,3,10:06.0,T. Parker makes 2-pt jump shot from 20 ft (assist by T. Duncan),,49,49
218,3,9:49.0,,R. Hibbert misses 2-pt jump shot from 6 ft,49,49
219,3,9:48.0,Defensive rebound by D. Green,,49,49
220,3,9:43.0,Shooting block foul by C. Miles (drawn by T. Parker),,49,49
221,3,9:43.0,T. Parker makes free throw 1 of 2,,50,49
222,3,9:43.0,T. Parker makes free throw 2 of 2,,51,49
223,3,9:35.0,Violation by T. Parker (kicked ball),,51,49
224,3,9:31.0,,Shooting foul by D. Green (drawn by R. Stuckey),51,49
225,3,9:31.0,,R. Stuckey makes free throw 1 of 2,51,50
226,3,9:31.0,,R. Stuckey makes free throw 2 of 2,51,51
227,3,9:18.0,T. Duncan makes 2-pt jump shot from 7 ft (assist by M. Bonner),,53,51
228,3,9:18.0,Shooting foul by D. West (drawn by T. Duncan),,53,51
229,3,9:18.0,T. Duncan makes free throw 1 of 1,,54,51
230,3,8:58.0,,D. West makes 2-pt jump shot from 19 ft (assist by G. Hill),54,53
231,3,8:39.0,D. Green misses 3-pt jump shot from 26 ft,,54,53
232,3,8:37.0,Offensive rebound by M. Bonner,,54,53
233,3,8:26.0,T. Duncan misses 2-pt jump shot from 4 ft (block by R. Hibbert),,54,53
234,3,8:24.0,Offensive rebound by K. Leonard,,54,53
235,3,8:21.0,M. Bonner misses 3-pt jump shot from 22 ft,,54,53
236,3,8:20.0,Offensive rebound by T. Duncan,,54,53
237,3,8:16.0,D. Green misses 3-pt jump shot from 26 ft,,54,53
238,3,8:15.0,,Defensive rebound by R. Stuckey,54,53
239,3,8:11.0,,R. Stuckey misses 2-pt jump shot from 3 ft,54,53
240,3,8:11.0,Defensive rebound by Team,,54,53
241,3,7:52.0,M. Bonner misses 3-pt jump shot from 23 ft,,54,53
242,3,7:51.0,,Defensive rebound by D. West,54,53
243,3,7:41.0,,D. West makes 2-pt jump shot from 5 ft (assist by G. Hill),54,55
244,3,7:15.0,T. Parker makes 2-pt layup at rim,,56,55
245,3,6:55.0,,R. Hibbert misses 2-pt dunk at rim (block by T. Duncan),56,55
246,3,6:53.0,Defensive rebound by D. Green,,56,55
247,3,6:40.0,Turnover by T. Parker (traveling),,56,55
248,3,6:23.0,,Shooting foul by M. Bonner (drawn by D. West),56,55
249,3,6:23.0,,D. West makes free throw 1 of 2,56,56
250,3,6:23.0,San Antonio full timeout,,56,56
251,3,6:23.0,B. Diaw enters the game for M. Bonner,,56,56
252,3,6:23.0,M. Belinelli enters the game for D. Green,,56,56
253,3,6:23.0,,D. West makes free throw 2 of 2,56,57
254,3,6:09.0,K. Leonard misses 2-pt jump shot from 20 ft,,56,57
255,3,6:08.0,,Defensive rebound by D. West,56,57
256,3,5:57.0,,C. Miles makes 2-pt jump shot from 7 ft,56,59
257,3,5:34.0,T. Parker misses 2-pt layup from 1 ft,,56,59
258,3,5:33.0,,Defensive rebound by Team,56,59
259,3,5:19.0,,C. Miles misses 3-pt jump shot from 23 ft,56,59
260,3,5:18.0,Defensive rebound by K. Leonard,,56,59
261,3,5:03.0,M. Belinelli makes 3-pt jump shot from 27 ft (assist by T. Duncan),,59,59
262,3,4:38.0,,R. Stuckey makes 3-pt jump shot from 23 ft (assist by D. West),59,62
263,3,4:25.0,,C. Watson enters the game for G. Hill,59,62
264,3,4:25.0,,S. Hill enters the game for C. Miles,59,62
265,3,4:25.0,P. Mills enters the game for T. Parker,,59,62
266,3,4:25.0,T. Splitter enters the game for T. Duncan,,59,62
267,3,4:25.0,,L. Scola enters the game for R. Hibbert,59,62
268,3,4:15.0,Personal foul by D. West (drawn by K. Leonard),,59,62
269,3,4:03.0,B. Diaw misses 2-pt jump shot from 6 ft,,59,62
270,3,4:02.0,,Defensive rebound by D. West,59,62
271,3,3:45.0,,L. Scola makes 2-pt jump shot from 6 ft (assist by D. West),59,64
272,3,3:31.0,Turnover by B. Diaw (lost ball; steal by S. Hill),,59,64
273,3,3:27.0,,R. Stuckey makes 2-pt layup at rim (assist by S. Hill),59,66
274,3,3:27.0,Technical foul by Team,,59,66
275,3,3:27.0,D. Green enters the game for K. Leonard,,59,66
276,3,3:27.0,,C. Watson makes technical free throw,59,67
277,3,3:15.0,P. Mills makes 2-pt jump shot from 19 ft,,61,67
278,3,3:00.0,,D. West makes 2-pt layup from 1 ft (assist by R. Stuckey),61,69
279,3,2:46.0,P. Mills misses 2-pt jump shot from 21 ft,,61,69
280,3,2:45.0,,Defensive rebound by R. Stuckey,61,69
281,3,2:36.0,,L. Scola makes 2-pt layup at rim,61,71
282,3,2:17.0,B. Diaw makes 2-pt layup from 1 ft,,63,71
283,3,2:06.0,,R. Stuckey misses 2-pt jump shot from 11 ft,63,71
284,3,2:05.0,,Offensive rebound by D. West,63,71
285,3,2:01.0,,S. Hill makes 3-pt jump shot from 26 ft (assist by D. West),63,74
286,3,1:40.0,T. Splitter misses 2-pt jump shot from 12 ft,,63,74
287,3,1:39.0,,Defensive rebound by S. Hill,63,74
288,3,1:32.0,,S. Hill makes 2-pt layup from 1 ft,63,76
289,3,1:13.0,P. Mills makes 2-pt jump shot from 17 ft (assist by M. Belinelli),,65,76
290,3,1:03.0,,Indiana full timeout,65,76
291,3,1:03.0,A. Baynes enters the game for T. Splitter,,65,76
292,3,1:03.0,,S. Whittington enters the game for D. West,65,76
293,3,0:56.0,,C. Watson makes 3-pt jump shot from 23 ft (assist by R. Stuckey),65,79
294,3,0:40.0,B. Diaw misses 2-pt jump shot from 10 ft,,65,79
295,3,0:39.0,,Defensive rebound by L. Scola,65,79
296,3,0:31.0,,S. Whittington misses 2-pt jump shot from 15 ft,65,79
297,3,0:30.0,Defensive rebound by D. Green,,65,79
298,3,0:12.0,P. Mills misses 3-pt jump shot from 25 ft,,65,79
299,3,0:10.0,,Defensive rebound by Team,65,79
300,3,0:10.0,,D. Rudež enters the game for S. Whittington,65,79
301,3,0:01.0,,R. Stuckey misses 2-pt layup at rim,65,79
302,3,0:00.0,Defensive rebound by A. Baynes,,65,79
303,4,11:44.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by B. Diaw),,68,79
304,4,11:27.0,,Turnover by L. Scola (bad pass; steal by B. Diaw),68,79
305,4,11:15.0,P. Mills misses 3-pt jump shot from 26 ft,,68,79
306,4,11:14.0,,Defensive rebound by C. Watson,68,79
307,4,11:08.0,,D. Rudež misses 3-pt jump shot from 23 ft,68,79
308,4,11:07.0,Defensive rebound by A. Baynes,,68,79
309,4,10:59.0,Shooting foul by D. Rudež (drawn by M. Belinelli),,68,79
310,4,10:59.0,M. Belinelli makes free throw 1 of 2,,69,79
311,4,10:59.0,M. Belinelli makes free throw 2 of 2,,70,79
312,4,10:42.0,,D. Rudež misses 3-pt jump shot from 26 ft,70,79
313,4,10:41.0,Defensive rebound by C. Joseph,,70,79
314,4,10:26.0,P. Mills misses 3-pt jump shot from 26 ft,,70,79
315,4,10:25.0,,Defensive rebound by C. Watson,70,79
316,4,10:07.0,,L. Scola misses 2-pt jump shot from 19 ft,70,79
317,4,10:06.0,,Offensive rebound by S. Whittington,70,79
318,4,10:04.0,,S. Whittington makes 2-pt layup at rim,70,81
319,4,9:51.0,M. Belinelli misses 3-pt jump shot from 27 ft,,70,81
320,4,9:50.0,,Defensive rebound by C. Watson,70,81
321,4,9:40.0,,C. Watson misses 2-pt jump shot from 17 ft,70,81
322,4,9:38.0,Defensive rebound by P. Mills,,70,81
323,4,9:29.0,C. Joseph makes 2-pt layup at rim,,72,81
324,4,9:06.0,,S. Whittington makes 2-pt jump shot from 18 ft (assist by D. Rudež),72,83
325,4,8:55.0,B. Diaw makes 3-pt jump shot from 28 ft (assist by M. Belinelli),,75,83
326,4,8:32.0,,Shooting block foul by P. Mills (drawn by S. Hill),75,83
327,4,8:32.0,Official timeout,,75,83
328,4,8:32.0,,R. Hibbert enters the game for D. Rudež,75,83
329,4,8:32.0,,C. Miles enters the game for S. Whittington,75,83
330,4,8:32.0,,S. Hill makes free throw 1 of 2,75,84
331,4,8:32.0,,S. Hill makes free throw 2 of 2,75,85
332,4,8:18.0,M. Belinelli makes 2-pt jump shot from 12 ft,,77,85
333,4,7:57.0,,C. Watson makes 2-pt layup from 2 ft (assist by R. Hibbert),77,87
334,4,7:43.0,Personal foul by L. Scola (drawn by A. Baynes),,77,87
335,4,7:39.0,P. Mills misses 2-pt jump shot from 22 ft,,77,87
336,4,7:36.0,,Defensive rebound by C. Miles,77,87
337,4,7:24.0,,L. Scola misses 2-pt jump shot from 6 ft,77,87
338,4,7:23.0,Defensive rebound by M. Belinelli,,77,87
339,4,7:17.0,Personal foul by C. Watson (drawn by M. Belinelli),,77,87
340,4,7:17.0,,G. Hill enters the game for C. Watson,77,87
341,4,7:12.0,A. Baynes makes 2-pt dunk at rim (assist by M. Belinelli),,79,87
342,4,6:46.0,,R. Hibbert makes 2-pt hook shot from 6 ft,79,89
343,4,6:25.0,C. Joseph makes 2-pt jump shot from 20 ft,,81,89
344,4,6:10.0,,Personal foul by A. Baynes (drawn by R. Hibbert),81,89
345,4,6:10.0,T. Parker enters the game for P. Mills,,81,89
346,4,6:10.0,T. Duncan enters the game for B. Diaw,,81,89
347,4,6:10.0,K. Leonard enters the game for C. Joseph,,81,89
348,4,6:10.0,D. Green enters the game for M. Belinelli,,81,89
349,4,6:02.0,,Turnover by L. Scola (bad pass),81,89
350,4,6:02.0,,Technical foul by Team,81,89
351,4,6:02.0,D. Green makes technical free throw,,82,89
352,4,5:54.0,K. Leonard misses 2-pt layup from 1 ft (block by C. Miles),,82,89
353,4,5:54.0,Offensive rebound by Team,,82,89
354,4,5:54.0,,Indiana full timeout,82,89
355,4,5:54.0,,R. Stuckey enters the game for S. Hill,82,89
356,4,5:54.0,,D. West enters the game for L. Scola,82,89
357,4,5:52.0,D. Green misses 3-pt jump shot from 23 ft,,82,89
358,4,5:51.0,,Defensive rebound by G. Hill,82,89
359,4,5:35.0,,C. Miles makes 2-pt layup from 1 ft (assist by D. West),82,91
360,4,5:17.0,A. Baynes misses 2-pt jump shot from 7 ft,,82,91
361,4,5:16.0,,Defensive rebound by D. West,82,91
362,4,4:55.0,,Turnover by D. West (lost ball; steal by D. Green),82,91
363,4,4:50.0,D. Green makes 2-pt layup from 1 ft,,84,91
364,4,4:25.0,,R. Stuckey misses 3-pt jump shot from 25 ft,84,91
365,4,4:23.0,Defensive rebound by K. Leonard,,84,91
366,4,4:20.0,K. Leonard makes 2-pt layup from 1 ft,,86,91
367,4,4:20.0,Shooting foul by R. Stuckey (drawn by K. Leonard),,86,91
368,4,4:20.0,K. Leonard makes free throw 1 of 1,,87,91
369,4,4:08.0,,D. West misses 2-pt jump shot from 8 ft,87,91
370,4,4:07.0,,Offensive rebound by R. Hibbert,87,91
371,4,4:07.0,,R. Hibbert misses 2-pt tip-in at rim,87,91
372,4,4:06.0,Defensive rebound by T. Duncan,,87,91
373,4,3:56.0,K. Leonard misses 3-pt jump shot from 26 ft,,87,91
374,4,3:55.0,Offensive rebound by T. Duncan,,87,91
375,4,3:44.0,T. Duncan makes 2-pt layup at rim (assist by T. Parker),,89,91
376,4,3:22.0,,C. Miles misses 2-pt jump shot from 13 ft,89,91
377,4,3:20.0,Defensive rebound by D. Green,,89,91
378,4,3:13.0,Personal block foul by C. Miles (drawn by T. Parker),,89,91
379,4,3:13.0,T. Parker makes free throw 1 of 2,,90,91
380,4,3:13.0,T. Parker makes free throw 2 of 2,,91,91
381,4,2:59.0,,R. Hibbert misses 2-pt jump shot from 3 ft,91,91
382,4,2:58.0,,Offensive rebound by D. West,91,91
383,4,2:55.0,,C. Miles misses 3-pt jump shot from 26 ft,91,91
384,4,2:54.0,,Offensive rebound by R. Hibbert,91,91
385,4,2:54.0,Loose ball foul by T. Parker (drawn by R. Hibbert),,91,91
386,4,2:54.0,San Antonio full timeout,,91,91
387,4,2:41.0,,Personal foul by K. Leonard (drawn by D. West),91,91
388,4,2:33.0,,R. Stuckey makes 2-pt jump shot from 20 ft,91,93
389,4,2:16.0,D. Green misses 3-pt jump shot from 22 ft,,91,93
390,4,2:15.0,Offensive rebound by Team,,91,93
391,4,2:04.0,T. Parker misses 2-pt jump shot from 18 ft,,91,93
392,4,2:02.0,,Defensive rebound by R. Stuckey,91,93
393,4,1:53.0,,G. Hill misses 2-pt layup at rim (block by K. Leonard),91,93
