,QUARTER,TIME_REMAINING,DALLAS_ACTION,WASHINGTON_ACTION,DALLAS_SCORE,WASHINGTON_SCORE
37,1,7:24.0,J. Nelson makes 2-pt layup at rim (assist by D. Nowitzki),,6,8
38,1,7:20.0,,Shooting foul by D. Nowitzki (drawn by G. Temple),6,8
39,1,7:20.0,,G. Temple makes free throw 1 of 2,6,9
40,1,7:20.0,B. Wright enters the game for D. Nowitzki,,6,9
41,1,7:20.0,,G. Temple makes free throw 2 of 2,6,10
42,1,7:06.0,Turnover by M. Ellis (bad pass; steal by J. Wall),,6,10
43,1,7:02.0,,P. Pierce makes 2-pt dunk at rim (assist by J. Wall),6,12
44,1,6:37.0,T. Chandler misses 2-pt jump shot from 19 ft,,6,12
45,1,6:37.0,,Defensive rebound by Team,6,12
46,1,6:37.0,Loose ball foul by B. Wright (drawn by G. Temple),,6,12
47,1,6:21.0,,G. Temple misses 3-pt jump shot from 22 ft,6,12
48,1,6:20.0,,Offensive rebound by G. Temple,6,12
49,1,6:13.0,,G. Temple misses 3-pt jump shot from 23 ft,6,12
50,1,6:12.0,Defensive rebound by B. Wright,,6,12
51,1,6:00.0,Turnover by J. Nelson (lost ball; steal by J. Wall),,6,12
52,1,5:54.0,,Shooting foul by B. Wright (drawn by N. Hilário),6,12
53,1,5:54.0,,N. Hilário makes free throw 1 of 2,6,13
54,1,5:54.0,D. Nowitzki enters the game for B. Wright,,6,13
55,1,5:54.0,R. Jefferson enters the game for C. Parsons,,6,13
56,1,5:54.0,,N. Hilário makes free throw 2 of 2,6,14
57,1,5:47.0,Personal foul by N. Hilário (drawn by D. Nowitzki),,6,14
58,1,5:47.0,,K. Humphries enters the game for N. Hilário,6,14
59,1,5:40.0,M. Ellis makes 2-pt jump shot from 18 ft (assist by J. Nelson),,8,14
60,1,5:19.0,,G. Temple misses 2-pt layup from 1 ft,8,14
61,1,5:18.0,Defensive rebound by T. Chandler,,8,14
62,1,5:16.0,Shooting foul by P. Pierce (drawn by M. Ellis),,8,14
63,1,5:16.0,M. Ellis misses free throw 1 of 2,,8,14
64,1,5:16.0,Offensive rebound by Team,,8,14
65,1,5:16.0,M. Ellis makes free throw 2 of 2,,9,14
66,1,5:03.0,,J. Wall misses 2-pt jump shot from 4 ft,9,14
67,1,5:02.0,Defensive rebound by T. Chandler,,9,14
68,1,4:53.0,Personal foul by G. Temple (drawn by M. Ellis),,9,14
69,1,4:53.0,M. Ellis makes free throw 1 of 2,,10,14
70,1,4:53.0,,B. Beal enters the game for G. Temple,10,14
71,1,4:53.0,,O. Porter enters the game for P. Pierce,10,14
72,1,4:53.0,M. Ellis makes free throw 2 of 2,,11,14
73,1,4:41.0,,M. Gortat makes 2-pt jump shot from 15 ft (assist by B. Beal),11,16
74,1,4:32.0,M. Ellis makes 2-pt jump shot from 21 ft,,13,16
75,1,4:23.0,,J. Wall misses 2-pt jump shot from 5 ft,13,16
76,1,4:22.0,Defensive rebound by T. Chandler,,13,16
77,1,4:06.0,M. Ellis makes 3-pt jump shot from 28 ft (assist by J. Nelson),,16,16
78,1,3:46.0,,M. Gortat misses 2-pt jump shot from 13 ft,16,16
79,1,3:45.0,,Offensive rebound by O. Porter,16,16
80,1,3:40.0,,B. Beal misses 3-pt jump shot from 25 ft,16,16
81,1,3:39.0,,Offensive rebound by K. Humphries,16,16
82,1,3:39.0,,Shooting foul by J. Nelson (drawn by K. Humphries),16,16
83,1,3:39.0,,K. Humphries makes free throw 1 of 2,16,17
84,1,3:39.0,G. Smith enters the game for T. Chandler,,16,17
85,1,3:39.0,,K. Humphries makes free throw 2 of 2,16,18
86,1,3:30.0,J. Nelson misses 2-pt jump shot from 5 ft,,16,18
87,1,3:29.0,,Defensive rebound by K. Humphries,16,18
88,1,3:11.0,,Turnover by J. Wall (bad pass; steal by J. Nelson),16,18
89,1,3:02.0,M. Ellis makes 2-pt jump shot from 22 ft,,18,18
90,1,2:49.0,,Shooting foul by G. Smith (drawn by K. Humphries),18,18
91,1,2:49.0,,Washington full timeout,18,18
92,1,2:49.0,,K. Humphries makes free throw 1 of 2,18,19
93,1,2:49.0,,K. Humphries makes free throw 2 of 2,18,20
94,1,2:38.0,D. Nowitzki misses 2-pt jump shot from 20 ft,,18,20
95,1,2:37.0,,Defensive rebound by J. Wall,18,20
96,1,2:27.0,,K. Humphries misses 2-pt jump shot from 20 ft,18,20
97,1,2:26.0,Defensive rebound by R. Jefferson,,18,20
98,1,2:17.0,J. Nelson misses 2-pt layup from 2 ft,,18,20
99,1,2:15.0,Offensive rebound by G. Smith,,18,20
100,1,2:15.0,G. Smith misses 2-pt layup from 1 ft,,18,20
101,1,2:15.0,Offensive rebound by G. Smith,,18,20
102,1,2:15.0,Shooting foul by K. Humphries (drawn by G. Smith),,18,20
103,1,2:15.0,G. Smith misses free throw 1 of 2,,18,20
104,1,2:15.0,Offensive rebound by Team,,18,20
105,1,2:15.0,C. Parsons enters the game for D. Nowitzki,,18,20
106,1,2:15.0,J. Barea enters the game for J. Nelson,,18,20
107,1,2:15.0,G. Smith makes free throw 2 of 2,,19,20
108,1,1:57.0,,M. Gortat makes 2-pt layup at rim (assist by B. Beal),19,22
109,1,1:48.0,M. Ellis misses 2-pt jump shot from 17 ft,,19,22
110,1,1:47.0,,Defensive rebound by O. Porter,19,22
111,1,1:26.0,,O. Porter misses 3-pt jump shot from 23 ft,19,22
112,1,1:26.0,,Offensive rebound by Team,19,22
113,1,1:26.0,Loose ball foul by R. Jefferson (drawn by M. Gortat),,19,22
114,1,1:26.0,,M. Gortat makes free throw 1 of 2,19,23
115,1,1:26.0,A. Aminu enters the game for G. Smith,,19,23
116,1,1:26.0,T. Chandler enters the game for R. Jefferson,,19,23
117,1,1:26.0,,A. Miller enters the game for J. Wall,19,23
118,1,1:26.0,,M. Gortat misses free throw 2 of 2,19,23
119,1,1:25.0,Defensive rebound by T. Chandler,,19,23
120,1,1:14.0,Turnover by T. Chandler (traveling),,19,23
121,1,1:14.0,Violation by Team (delay of game),,19,23
122,1,0:57.0,,B. Beal makes 2-pt jump shot from 20 ft (assist by M. Gortat),19,25
123,1,0:43.0,J. Barea misses 2-pt jump shot from 7 ft,,19,25
124,1,0:43.0,,Defensive rebound by Team,19,25
125,1,0:43.0,Loose ball foul by T. Chandler (drawn by M. Gortat),,19,25
126,1,0:43.0,,M. Gortat makes free throw 1 of 2,19,26
127,1,0:43.0,,M. Gortat makes free throw 2 of 2,19,27
128,1,0:36.0,Shooting foul by B. Beal (drawn by M. Ellis),,19,27
129,1,0:36.0,M. Ellis makes free throw 1 of 2,,20,27
130,1,0:36.0,G. Smith enters the game for T. Chandler,,20,27
131,1,0:36.0,M. Ellis makes free throw 2 of 2,,21,27
132,1,0:14.0,,M. Gortat makes 2-pt jump shot from 3 ft (assist by A. Miller),21,29
133,1,0:00.0,M. Ellis makes 2-pt jump shot from 22 ft,,23,29
134,2,11:39.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by J. Barea),,26,29
135,2,11:14.0,,Personal foul by J. Barea (drawn by B. Beal),26,29
136,2,11:03.0,,B. Beal makes 2-pt layup at rim (assist by K. Humphries),26,31
137,2,10:41.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Barea),,29,31
138,2,10:24.0,,Shooting foul by A. Aminu (drawn by K. Humphries),29,31
139,2,10:24.0,,K. Humphries misses free throw 1 of 2,29,31
140,2,10:24.0,,Offensive rebound by Team,29,31
141,2,10:24.0,,K. Humphries makes free throw 2 of 2,29,32
142,2,10:02.0,C. Parsons misses 3-pt jump shot from 22 ft,,29,32
143,2,10:01.0,,Defensive rebound by K. Séraphin,29,32
144,2,9:43.0,,Personal foul by C. Parsons (drawn by K. Humphries),29,32
145,2,9:28.0,,K. Humphries misses 2-pt jump shot from 13 ft,29,32
146,2,9:27.0,Defensive rebound by T. Chandler,,29,32
147,2,9:17.0,J. Barea misses 3-pt jump shot from 26 ft,,29,32
148,2,9:16.0,,Defensive rebound by K. Séraphin,29,32
149,2,9:12.0,,Turnover by B. Beal (traveling),29,32
150,2,9:00.0,A. Aminu misses 3-pt jump shot from 24 ft,,29,32
151,2,8:59.0,,Defensive rebound by K. Humphries,29,32
152,2,8:53.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by A. Miller),29,35
153,2,8:51.0,Dallas full timeout,,29,35
154,2,8:51.0,,N. Hilário enters the game for K. Humphries,29,35
155,2,8:34.0,C. Parsons makes 3-pt jump shot from 26 ft,,32,35
156,2,8:11.0,,B. Beal misses 2-pt jump shot from 6 ft,32,35
157,2,8:10.0,Defensive rebound by A. Aminu,,32,35
158,2,7:54.0,J. Crowder misses 3-pt jump shot from 27 ft,,32,35
159,2,7:53.0,Offensive rebound by T. Chandler,,32,35
160,2,7:40.0,Turnover by J. Barea (bad pass; steal by O. Porter),,32,35
161,2,7:27.0,,R. Butler enters the game for B. Beal,32,35
162,2,7:27.0,D. Nowitzki enters the game for A. Aminu,,32,35
163,2,7:15.0,,N. Hilário misses 2-pt jump shot from 18 ft,32,35
164,2,7:15.0,,Offensive rebound by Team,32,35
165,2,7:15.0,,Turnover by Team (shot clock),32,35
166,2,7:15.0,B. Wright enters the game for T. Chandler,,32,35
167,2,7:00.0,C. Parsons misses 2-pt layup from 2 ft,,32,35
168,2,6:59.0,,Defensive rebound by R. Butler,32,35
169,2,6:46.0,,R. Butler makes 3-pt jump shot from 25 ft (assist by K. Séraphin),32,38
170,2,6:28.0,D. Nowitzki makes 2-pt jump shot from 10 ft,,34,38
171,2,6:11.0,,R. Butler makes 3-pt jump shot from 23 ft (assist by A. Miller),34,41
172,2,5:49.0,C. Parsons misses 3-pt jump shot from 23 ft,,34,41
173,2,5:48.0,Offensive rebound by J. Crowder,,34,41
174,2,5:47.0,Shooting foul by R. Butler (drawn by J. Crowder),,34,41
175,2,5:47.0,,J. Wall enters the game for A. Miller,34,41
176,2,5:47.0,Official timeout,,34,41
177,2,5:47.0,J. Nelson enters the game for J. Barea,,34,41
178,2,5:47.0,J. Crowder makes free throw 1 of 2,,35,41
179,2,5:47.0,J. Crowder makes free throw 2 of 2,,36,41
180,2,5:25.0,,Turnover by N. Hilário (back court),36,41
181,2,5:25.0,M. Ellis enters the game for J. Crowder,,36,41
182,2,5:22.0,Personal foul by O. Porter (drawn by C. Parsons),,36,41
183,2,5:08.0,B. Wright makes 2-pt dunk at rim (assist by C. Parsons),,38,41
184,2,4:50.0,,K. Séraphin makes 2-pt hook shot from 7 ft (assist by N. Hilário),38,43
185,2,4:40.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by M. Ellis),,41,43
186,2,4:25.0,,J. Wall misses 2-pt jump shot from 7 ft,41,43
187,2,4:24.0,Defensive rebound by D. Nowitzki,,41,43
188,2,4:15.0,Personal foul by R. Butler (drawn by D. Nowitzki),,41,43
189,2,4:15.0,,P. Pierce enters the game for O. Porter,41,43
190,2,4:04.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,41,43
191,2,4:03.0,,Defensive rebound by R. Butler,41,43
192,2,3:58.0,,N. Hilário makes 2-pt layup from 1 ft (assist by J. Wall),41,45
193,2,3:58.0,,Shooting foul by D. Nowitzki (drawn by N. Hilário),41,45
194,2,3:58.0,,N. Hilário makes free throw 1 of 1,41,46
195,2,3:51.0,Turnover by M. Ellis (lost ball; steal by R. Butler),,41,46
196,2,3:47.0,,N. Hilário misses 2-pt layup at rim,41,46
197,2,3:47.0,Defensive rebound by Team,,41,46
198,2,3:47.0,,Loose ball foul by K. Séraphin (drawn by D. Nowitzki),41,46
199,2,3:47.0,,M. Gortat enters the game for K. Séraphin,41,46
200,2,3:30.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,41,46
201,2,3:29.0,,Defensive rebound by M. Gortat,41,46
202,2,3:19.0,,Offensive foul by M. Gortat (drawn by J. Nelson),41,46
203,2,3:19.0,,Turnover by M. Gortat (offensive foul),41,46
204,2,3:10.0,J. Nelson misses 3-pt jump shot from 26 ft,,41,46
205,2,3:08.0,,Defensive rebound by M. Gortat,41,46
206,2,3:02.0,,Shooting foul by D. Nowitzki (drawn by P. Pierce),41,46
207,2,3:02.0,,P. Pierce makes free throw 1 of 2,41,47
208,2,3:02.0,T. Chandler enters the game for D. Nowitzki,,41,47
209,2,3:02.0,,P. Pierce makes free throw 2 of 2,41,48
210,2,2:47.0,B. Wright makes 2-pt layup from 2 ft (assist by M. Ellis),,43,48
211,2,2:30.0,,R. Butler misses 2-pt jump shot from 16 ft,43,48
212,2,2:29.0,Defensive rebound by T. Chandler,,43,48
213,2,2:12.0,M. Ellis makes 2-pt jump shot from 18 ft,,45,48
214,2,1:52.0,,J. Wall misses 2-pt jump shot from 16 ft,45,48
215,2,1:51.0,Defensive rebound by C. Parsons,,45,48
216,2,1:39.0,J. Nelson makes 3-pt jump shot from 26 ft,,48,48
217,2,1:30.0,,P. Pierce makes 3-pt jump shot from 26 ft (assist by J. Wall),48,51
218,2,1:21.0,Dallas full timeout,,48,51
219,2,1:21.0,,Washington full timeout,48,51
220,2,1:21.0,,B. Beal enters the game for R. Butler,48,51
221,2,1:06.0,M. Ellis misses 2-pt jump shot from 20 ft,,48,51
222,2,1:05.0,Offensive rebound by T. Chandler,,48,51
223,2,1:03.0,T. Chandler makes 2-pt dunk at rim,,50,51
224,2,0:43.0,,Turnover by N. Hilário (bad pass; steal by B. Wright),50,51
225,2,0:39.0,Shooting foul by B. Beal (drawn by M. Ellis),,50,51
226,2,0:39.0,M. Ellis makes free throw 1 of 2,,51,51
227,2,0:39.0,M. Ellis makes free throw 2 of 2,,52,51
228,2,0:33.0,,J. Wall misses 2-pt layup from 1 ft,52,51
229,2,0:31.0,Defensive rebound by B. Wright,,52,51
230,2,0:10.0,M. Ellis misses 2-pt jump shot from 13 ft,,52,51
231,2,0:09.0,,Defensive rebound by J. Wall,52,51
232,2,0:06.0,,J. Wall makes 2-pt dunk at rim,52,53
233,2,0:03.0,Personal take foul by J. Wall (drawn by M. Ellis),,52,53
234,2,0:03.0,M. Ellis makes free throw 1 of 2,,53,53
235,2,0:03.0,A. Aminu enters the game for J. Nelson,,53,53
236,2,0:03.0,J. Crowder enters the game for C. Parsons,,53,53
237,2,0:03.0,M. Ellis makes free throw 2 of 2,,54,53
238,2,0:00.0,,J. Wall misses 3-pt jump shot from 35 ft,54,53
239,2,0:00.0,,Offensive rebound by Team,54,53
240,3,11:37.0,C. Parsons misses 3-pt jump shot from 25 ft,,54,53
241,3,11:36.0,,Defensive rebound by J. Wall,54,53
242,3,11:33.0,,Turnover by J. Wall (bad pass; steal by M. Ellis),54,53
243,3,11:23.0,M. Ellis makes 3-pt jump shot from 26 ft,,57,53
244,3,11:07.0,,Turnover by J. Wall (bad pass; steal by D. Nowitzki),57,53
245,3,11:01.0,T. Chandler makes 2-pt layup from 2 ft (assist by M. Ellis),,59,53
246,3,11:01.0,Shooting foul by P. Pierce (drawn by T. Chandler),,59,53
247,3,11:01.0,,Washington full timeout,59,53
248,3,11:01.0,T. Chandler makes free throw 1 of 1,,60,53
249,3,10:47.0,,N. Hilário misses 2-pt jump shot from 15 ft,60,53
250,3,10:46.0,Defensive rebound by T. Chandler,,60,53
251,3,10:36.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by M. Ellis),,63,53
252,3,10:23.0,,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),63,55
253,3,10:10.0,C. Parsons misses 3-pt jump shot from 25 ft,,63,55
254,3,10:09.0,,Defensive rebound by P. Pierce,63,55
255,3,10:01.0,,M. Gortat misses 2-pt jump shot from 14 ft,63,55
256,3,9:59.0,Defensive rebound by T. Chandler,,63,55
257,3,9:46.0,J. Nelson misses 2-pt jump shot from 5 ft,,63,55
258,3,9:45.0,,Defensive rebound by N. Hilário,63,55
259,3,9:38.0,,P. Pierce makes 3-pt jump shot from 26 ft (assist by J. Wall),63,58
260,3,9:10.0,T. Chandler misses 2-pt layup from 1 ft,,63,58
261,3,9:07.0,Offensive rebound by C. Parsons,,63,58
262,3,8:55.0,M. Ellis misses 3-pt jump shot from 26 ft,,63,58
263,3,8:54.0,,Defensive rebound by P. Pierce,63,58
264,3,8:47.0,,P. Pierce misses 3-pt jump shot from 26 ft,63,58
265,3,8:46.0,Defensive rebound by T. Chandler,,63,58
266,3,8:28.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by J. Nelson),,66,58
267,3,8:13.0,,Turnover by G. Temple (3 sec),66,58
268,3,8:01.0,Turnover by J. Nelson (lost ball; steal by G. Temple),,66,58
269,3,7:57.0,,Turnover by N. Hilário (lost ball),66,58
270,3,7:42.0,J. Nelson misses 3-pt jump shot from 26 ft,,66,58
271,3,7:41.0,,Defensive rebound by Team,66,58
272,3,7:18.0,,P. Pierce makes 2-pt jump shot from 19 ft,66,60
273,3,6:54.0,M. Ellis misses 2-pt jump shot from 6 ft (block by J. Wall),,66,60
274,3,6:53.0,,Defensive rebound by J. Wall,66,60
275,3,6:53.0,,Personal foul by J. Nelson (drawn by J. Wall),66,60
276,3,6:53.0,B. Wright enters the game for D. Nowitzki,,66,60
277,3,6:43.0,,J. Wall makes 2-pt jump shot from 22 ft,66,62
278,3,6:32.0,Inbound foul by G. Temple,,66,62
279,3,6:32.0,M. Ellis misses free throw 1 of 2,,66,62
280,3,6:32.0,Offensive rebound by Team,,66,62
281,3,6:32.0,M. Ellis makes free throw 2 of 2,,67,62
282,3,6:22.0,,Turnover by G. Temple (bad pass; steal by T. Chandler),67,62
283,3,6:08.0,J. Nelson misses 3-pt jump shot from 25 ft,,67,62
284,3,6:08.0,,Defensive rebound by P. Pierce,67,62
285,3,5:49.0,,P. Pierce makes 3-pt jump shot from 26 ft (assist by N. Hilário),67,65
286,3,5:47.0,Dallas full timeout,,67,65
287,3,5:47.0,,B. Beal enters the game for G. Temple,67,65
288,3,5:31.0,J. Nelson misses 3-pt jump shot from 26 ft,,67,65
289,3,5:29.0,,Defensive rebound by M. Gortat,67,65
290,3,5:20.0,,P. Pierce misses 2-pt jump shot from 18 ft,67,65
291,3,5:19.0,Defensive rebound by T. Chandler,,67,65
292,3,5:07.0,Turnover by J. Nelson (traveling),,67,65
293,3,4:53.0,,J. Wall makes 2-pt jump shot from 17 ft,67,67
294,3,4:29.0,M. Ellis misses 3-pt jump shot from 26 ft,,67,67
295,3,4:28.0,,Defensive rebound by J. Wall,67,67
296,3,4:22.0,,B. Beal misses 3-pt jump shot from 25 ft,67,67
297,3,4:20.0,Defensive rebound by T. Chandler,,67,67
298,3,4:03.0,C. Parsons makes 3-pt jump shot from 23 ft (assist by J. Nelson),,70,67
299,3,3:43.0,,B. Beal misses 2-pt jump shot from 3 ft,70,67
300,3,3:42.0,Defensive rebound by B. Wright,,70,67
301,3,3:25.0,J. Nelson misses 2-pt jump shot from 16 ft,,70,67
302,3,3:24.0,Offensive rebound by B. Wright,,70,67
303,3,3:21.0,C. Parsons misses 3-pt jump shot from 28 ft,,70,67
304,3,3:20.0,,Defensive rebound by B. Beal,70,67
305,3,3:08.0,,J. Wall makes 2-pt jump shot from 15 ft,70,69
306,3,2:49.0,Turnover by C. Parsons (bad pass; steal by B. Beal),,70,69
307,3,2:44.0,,B. Beal makes 2-pt layup at rim (assist by J. Wall),70,71
308,3,2:42.0,Dallas full timeout,,70,71
309,3,2:42.0,,Washington full timeout,70,71
310,3,2:42.0,A. Aminu enters the game for C. Parsons,,70,71
311,3,2:42.0,J. Barea enters the game for J. Nelson,,70,71
312,3,2:42.0,D. Nowitzki enters the game for T. Chandler,,70,71
313,3,2:42.0,,O. Porter enters the game for P. Pierce,70,71
314,3,2:42.0,,K. Humphries enters the game for N. Hilário,70,71
315,3,2:31.0,M. Ellis misses 2-pt jump shot from 21 ft,,70,71
316,3,2:30.0,,Defensive rebound by J. Wall,70,71
317,3,2:12.0,,O. Porter misses 2-pt jump shot from 21 ft,70,71
318,3,2:11.0,Defensive rebound by J. Barea,,70,71
319,3,2:05.0,Personal foul by K. Humphries (drawn by M. Ellis),,70,71
320,3,1:55.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,70,71
321,3,1:54.0,,Defensive rebound by O. Porter,70,71
322,3,1:44.0,,J. Wall misses 2-pt jump shot from 20 ft,70,71
323,3,1:43.0,Defensive rebound by J. Barea,,70,71
324,3,1:38.0,Shooting block foul by J. Wall (drawn by J. Barea),,70,71
325,3,1:38.0,J. Barea makes free throw 1 of 2,,71,71
326,3,1:38.0,,A. Miller enters the game for J. Wall,71,71
327,3,1:38.0,J. Barea makes free throw 2 of 2,,72,71
328,3,1:24.0,,B. Beal misses 2-pt jump shot from 20 ft,72,71
329,3,1:23.0,Defensive rebound by M. Ellis,,72,71
330,3,1:14.0,M. Ellis misses 2-pt jump shot from 3 ft,,72,71
331,3,1:13.0,Offensive rebound by B. Wright,,72,71
332,3,1:12.0,B. Wright makes 2-pt dunk at rim,,74,71
333,3,1:00.0,,A. Miller makes 2-pt layup from 1 ft,74,73
334,3,0:48.0,Personal foul by A. Miller (drawn by J. Barea),,74,73
335,3,0:48.0,J. Barea makes free throw 1 of 2,,75,73
336,3,0:48.0,J. Barea makes free throw 2 of 2,,76,73
337,3,0:32.0,,M. Gortat misses 2-pt jump shot from 8 ft,76,73
338,3,0:30.0,Defensive rebound by D. Nowitzki,,76,73
339,3,0:09.0,A. Aminu misses 2-pt jump shot from 16 ft (block by O. Porter),,76,73
340,3,0:08.0,,Defensive rebound by K. Humphries,76,73
341,3,0:01.0,,A. Miller misses 2-pt layup at rim (block by A. Aminu),76,73
342,3,0:00.0,,Offensive rebound by Team,76,73
343,4,11:37.0,,K. Humphries misses 2-pt jump shot from 7 ft,76,73
344,4,11:35.0,Defensive rebound by A. Aminu,,76,73
345,4,11:24.0,D. Nowitzki misses 2-pt jump shot from 13 ft,,76,73
346,4,11:23.0,Offensive rebound by A. Aminu,,76,73
347,4,11:11.0,B. Wright makes 2-pt dunk at rim (assist by J. Barea),,78,73
348,4,11:11.0,Shooting foul by K. Séraphin (drawn by B. Wright),,78,73
349,4,11:11.0,B. Wright makes free throw 1 of 1,,79,73
350,4,10:55.0,,Shooting block foul by J. Barea (drawn by K. Humphries),79,73
351,4,10:55.0,,K. Humphries makes free throw 1 of 2,79,74
352,4,10:55.0,,K. Humphries makes free throw 2 of 2,79,75
353,4,10:39.0,Turnover by J. Barea (bad pass; steal by A. Miller),,79,75
354,4,10:32.0,,B. Beal makes 2-pt dunk at rim (assist by O. Porter),79,77
355,4,10:12.0,B. Wright makes 2-pt dunk at rim (assist by J. Barea),,81,77
356,4,10:12.0,Shooting foul by K. Séraphin (drawn by B. Wright),,81,77
357,4,10:12.0,B. Wright makes free throw 1 of 1,,82,77
358,4,9:55.0,,Turnover by K. Séraphin (traveling),82,77
359,4,9:38.0,J. Barea makes 2-pt jump shot from 18 ft,,84,77
360,4,9:37.0,,Washington full timeout,84,77
361,4,9:37.0,,N. Hilário enters the game for K. Séraphin,84,77
362,4,9:17.0,,B. Beal makes 2-pt jump shot from 3 ft,84,79
363,4,9:17.0,Violation by B. Wright (def goaltending),,84,79
364,4,9:04.0,J. Barea misses 2-pt layup from 2 ft,,84,79
365,4,9:03.0,,Defensive rebound by N. Hilário,84,79
366,4,8:46.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by B. Beal),84,82
367,4,8:23.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,84,82
368,4,8:22.0,,Defensive rebound by B. Beal,84,82
369,4,8:03.0,,O. Porter misses 3-pt jump shot from 24 ft,84,82
370,4,8:02.0,,Offensive rebound by A. Miller,84,82
371,4,7:58.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by A. Miller),84,85
372,4,7:56.0,Dallas full timeout,,84,85
373,4,7:56.0,,J. Wall enters the game for A. Miller,84,85
374,4,7:56.0,C. Parsons enters the game for D. Nowitzki,,84,85
375,4,7:56.0,T. Chandler enters the game for A. Aminu,,84,85
376,4,7:56.0,M. Ellis enters the game for J. Crowder,,84,85
377,4,7:45.0,M. Ellis makes 2-pt jump shot from 20 ft,,86,85
378,4,7:19.0,,B. Beal misses 2-pt jump shot from 21 ft,86,85
379,4,7:18.0,,Offensive rebound by K. Humphries,86,85
380,4,7:16.0,,K. Humphries makes 2-pt layup at rim,86,87
381,4,6:58.0,M. Ellis makes 2-pt jump shot from 6 ft,,88,87
382,4,6:42.0,,J. Wall makes 2-pt jump shot from 12 ft,88,89
383,4,6:19.0,C. Parsons makes 2-pt layup from 1 ft,,90,89
384,4,6:08.0,,J. Wall misses 2-pt jump shot from 4 ft (block by T. Chandler),90,89
385,4,6:06.0,,Offensive rebound by O. Porter,90,89
386,4,6:02.0,,N. Hilário misses 2-pt jump shot from 20 ft,90,89
387,4,6:01.0,Defensive rebound by B. Wright,,90,89
388,4,5:40.0,J. Barea misses 3-pt jump shot from 26 ft,,90,89
389,4,5:39.0,,Defensive rebound by K. Humphries,90,89
