,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA LAKERS_ACTION,GOLDEN STATE_SCORE,LA LAKERS_SCORE
56,1,4:36.0,,J. Hill misses free throw 1 of 2,14,15
57,1,4:36.0,,Offensive rebound by Team,14,15
58,1,4:36.0,,C. Boozer enters the game for E. Davis,14,15
59,1,4:36.0,,J. Lin enters the game for W. Ellington,14,15
60,1,4:36.0,,J. Hill makes free throw 2 of 2,14,16
61,1,4:21.0,M. Speights misses 2-pt jump shot from 18 ft,,14,16
62,1,4:20.0,,Defensive rebound by C. Boozer,14,16
63,1,4:12.0,,Turnover by W. Johnson (traveling),14,16
64,1,4:12.0,,N. Young enters the game for W. Johnson,14,16
65,1,3:59.0,D. Green misses 2-pt jump shot from 6 ft,,14,16
66,1,3:58.0,Offensive rebound by M. Speights,,14,16
67,1,3:58.0,M. Speights makes 2-pt tip-in at rim,,16,16
68,1,3:39.0,,C. Boozer makes 2-pt jump shot from 15 ft (assist by R. Price),16,18
69,1,3:29.0,S. Curry makes 2-pt layup at rim,,18,18
70,1,3:20.0,Violation by M. Speights (kicked ball),,18,18
71,1,3:20.0,,R. Sacre enters the game for J. Hill,18,18
72,1,3:20.0,D. Lee enters the game for D. Green,,18,18
73,1,3:20.0,S. Livingston enters the game for S. Curry,,18,18
74,1,3:08.0,,R. Sacre makes 2-pt jump shot from 4 ft (assist by R. Price),18,20
75,1,2:44.0,D. Lee misses 2-pt jump shot from 21 ft,,18,20
76,1,2:43.0,,Defensive rebound by N. Young,18,20
77,1,2:36.0,,N. Young makes 3-pt jump shot from 25 ft,18,23
78,1,2:18.0,M. Speights makes 2-pt layup from 2 ft (assist by S. Livingston),,20,23
79,1,2:06.0,,R. Sacre makes 2-pt jump shot from 16 ft (assist by R. Price),20,25
80,1,1:50.0,K. Thompson makes 2-pt jump shot from 17 ft,,22,25
81,1,1:30.0,,Shooting foul by D. Lee (drawn by C. Boozer),22,25
82,1,1:30.0,Golden State full timeout,,22,25
83,1,1:30.0,,C. Boozer misses free throw 1 of 2,22,25
84,1,1:30.0,,Offensive rebound by Team,22,25
85,1,1:30.0,,C. Boozer makes free throw 2 of 2,22,26
86,1,1:12.0,M. Speights misses 2-pt layup from 1 ft (block by N. Young),,22,26
87,1,1:10.0,,Defensive rebound by R. Price,22,26
88,1,0:57.0,,Turnover by N. Young (bad pass; steal by K. Thompson),22,26
89,1,0:53.0,Turnover by A. Iguodala (bad pass; steal by R. Price),,22,26
90,1,0:46.0,,J. Lin makes 3-pt jump shot from 25 ft (assist by R. Sacre),22,29
91,1,0:32.0,Shooting block foul by R. Sacre (drawn by D. Lee),,22,29
92,1,0:32.0,D. Lee makes free throw 1 of 2,,23,29
93,1,0:32.0,D. Lee makes free throw 2 of 2,,24,29
94,1,0:11.0,,R. Price misses 3-pt jump shot from 26 ft,24,29
95,1,0:10.0,,Offensive rebound by C. Boozer,24,29
96,1,0:08.0,,C. Boozer makes 2-pt dunk at rim,24,31
97,1,0:06.0,Turnover by M. Speights (bad pass; steal by R. Price),,24,31
98,1,0:04.0,,R. Price misses 3-pt jump shot from 23 ft,24,31
99,1,0:02.0,,Offensive rebound by N. Young,24,31
100,1,0:02.0,,N. Young makes 2-pt tip-in at rim,24,33
101,1,0:02.0,,Shooting foul by K. Thompson (drawn by N. Young),24,33
102,1,0:02.0,,N. Young makes free throw 1 of 1,24,34
103,1,0:01.0,K. Thompson misses 3-pt jump shot from 52 ft,,24,34
104,1,0:00.0,Offensive rebound by Team,,24,34
105,2,11:45.0,Turnover by J. Holiday (step out of bounds),,24,34
106,2,11:32.0,,N. Young misses 3-pt jump shot from 27 ft,24,34
107,2,11:31.0,Defensive rebound by J. Holiday,,24,34
108,2,11:19.0,Personal foul by N. Young (drawn by A. Iguodala),,24,34
109,2,11:04.0,Turnover by S. Livingston (lost ball; steal by J. Clarkson),,24,34
110,2,10:59.0,,J. Clarkson misses 2-pt layup at rim,24,34
111,2,10:56.0,,Offensive rebound by C. Boozer,24,34
112,2,10:55.0,,C. Boozer misses 2-pt layup at rim,24,34
113,2,10:54.0,Defensive rebound by D. Lee,,24,34
114,2,10:48.0,S. Livingston misses 2-pt layup at rim,,24,34
115,2,10:47.0,,Defensive rebound by C. Boozer,24,34
116,2,10:42.0,,Personal foul by S. Livingston (drawn by J. Clarkson),24,34
117,2,10:25.0,,J. Lin misses 3-pt jump shot from 25 ft,24,34
118,2,10:24.0,,Offensive rebound by Team,24,34
119,2,10:16.0,,R. Sacre misses 2-pt jump shot from 6 ft,24,34
120,2,10:13.0,Defensive rebound by D. Lee,,24,34
121,2,10:05.0,A. Iguodala misses 2-pt layup from 2 ft,,24,34
122,2,10:03.0,,Defensive rebound by C. Boozer,24,34
123,2,9:59.0,,J. Lin misses 2-pt layup from 1 ft,24,34
124,2,9:56.0,,Offensive rebound by J. Clarkson,24,34
125,2,9:55.0,,J. Clarkson misses 2-pt jump shot from 11 ft,24,34
126,2,9:53.0,Defensive rebound by D. Lee,,24,34
127,2,9:40.0,A. Iguodala misses 3-pt jump shot from 25 ft,,24,34
128,2,9:39.0,,Defensive rebound by C. Boozer,24,34
129,2,9:18.0,,J. Lin makes 3-pt jump shot from 25 ft (assist by R. Sacre),24,37
130,2,9:04.0,D. Lee misses 2-pt jump shot from 14 ft,,24,37
131,2,9:03.0,Offensive rebound by S. Livingston,,24,37
132,2,9:03.0,Shooting foul by J. Lin (drawn by S. Livingston),,24,37
133,2,9:03.0,S. Livingston makes free throw 1 of 2,,25,37
134,2,9:03.0,,E. Davis enters the game for R. Sacre,25,37
135,2,9:03.0,D. Green enters the game for D. Lee,,25,37
136,2,9:03.0,S. Livingston makes free throw 2 of 2,,26,37
137,2,8:39.0,,J. Clarkson misses 2-pt jump shot from 18 ft,26,37
138,2,8:38.0,Defensive rebound by H. Barnes,,26,37
139,2,8:33.0,,Offensive charge foul by A. Iguodala (drawn by J. Lin),26,37
140,2,8:33.0,Turnover by A. Iguodala (offensive foul),,26,37
141,2,8:33.0,Official timeout,,26,37
142,2,8:33.0,S. Curry enters the game for S. Livingston,,26,37
143,2,8:16.0,,Turnover by J. Clarkson (bad pass; steal by J. Holiday),26,37
144,2,8:16.0,Clear path foul by J. Clarkson,,26,37
145,2,8:16.0,J. Holiday makes clear path free throw 1 of 2,,27,37
146,2,8:16.0,J. Holiday makes clear path free throw 2 of 2,,28,37
147,2,8:03.0,J. Holiday misses 2-pt layup from 2 ft,,28,37
148,2,8:03.0,Offensive rebound by Team,,28,37
149,2,8:03.0,,Loose ball foul by C. Boozer (drawn by H. Barnes),28,37
150,2,7:50.0,Turnover by A. Iguodala (bad pass; steal by N. Young),,28,37
151,2,7:35.0,,Personal foul by D. Green (drawn by E. Davis),28,37
152,2,7:35.0,,W. Johnson enters the game for C. Boozer,28,37
153,2,7:35.0,K. Thompson enters the game for A. Iguodala,,28,37
154,2,7:27.0,,J. Lin misses 2-pt layup from 2 ft,28,37
155,2,7:26.0,Defensive rebound by D. Green,,28,37
156,2,7:19.0,Turnover by D. Green (bad pass; steal by J. Lin),,28,37
157,2,7:15.0,,J. Clarkson makes 2-pt dunk at rim,28,39
158,2,6:54.0,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),,30,39
159,2,6:44.0,,E. Davis makes 2-pt layup from 1 ft (assist by J. Lin),30,41
160,2,6:35.0,Turnover by S. Curry (bad pass; steal by W. Johnson),,30,41
161,2,6:28.0,,N. Young makes 3-pt jump shot from 22 ft (assist by W. Johnson),30,44
162,2,6:18.0,Golden State full timeout,,30,44
163,2,6:18.0,F. Ezeli enters the game for D. Green,,30,44
164,2,6:12.0,K. Thompson misses 3-pt jump shot from 24 ft,,30,44
165,2,6:10.0,Offensive rebound by F. Ezeli,,30,44
166,2,6:08.0,Turnover by F. Ezeli (lost ball; steal by J. Lin),,30,44
167,2,6:06.0,,Personal block foul by J. Holiday (drawn by J. Lin),30,44
168,2,5:56.0,,E. Davis makes 2-pt layup from 2 ft (assist by J. Lin),30,46
169,2,5:47.0,Shooting foul by J. Clarkson (drawn by F. Ezeli),,30,46
170,2,5:47.0,F. Ezeli makes free throw 1 of 2,,31,46
171,2,5:47.0,,W. Ellington enters the game for J. Clarkson,31,46
172,2,5:47.0,F. Ezeli makes free throw 2 of 2,,32,46
173,2,5:35.0,,E. Davis makes 2-pt dunk at rim (assist by J. Lin),32,48
174,2,5:20.0,F. Ezeli misses 2-pt dunk at rim (block by E. Davis),,32,48
175,2,5:17.0,,Defensive rebound by N. Young,32,48
176,2,5:11.0,Offensive charge foul by J. Lin (drawn by H. Barnes),,32,48
177,2,5:11.0,,Turnover by J. Lin (offensive foul),32,48
178,2,5:11.0,,R. Price enters the game for J. Lin,32,48
179,2,4:53.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by F. Ezeli),,35,48
180,2,4:29.0,,N. Young makes 2-pt jump shot from 18 ft,35,50
181,2,4:17.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,38,50
182,2,4:01.0,,Turnover by R. Price (lost ball; steal by S. Curry),38,50
183,2,3:57.0,Turnover by S. Curry (bad pass),,38,50
184,2,3:44.0,,W. Ellington makes 2-pt jump shot from 22 ft (assist by E. Davis),38,52
185,2,3:32.0,S. Curry makes 2-pt jump shot from 3 ft,,40,52
186,2,3:14.0,,E. Davis makes 2-pt hook shot at rim (assist by R. Price),40,54
187,2,2:57.0,F. Ezeli makes 2-pt layup from 1 ft (assist by S. Curry),,42,54
188,2,2:40.0,,R. Price makes 2-pt layup from 1 ft,42,56
189,2,2:30.0,S. Curry misses 3-pt jump shot from 25 ft,,42,56
190,2,2:29.0,Offensive rebound by J. Holiday,,42,56
191,2,2:27.0,Golden State full timeout,,42,56
192,2,2:27.0,,LA Lakers full timeout,42,56
193,2,2:27.0,,J. Hill enters the game for E. Davis,42,56
194,2,2:14.0,H. Barnes misses 2-pt jump shot from 10 ft,,42,56
195,2,2:13.0,,Defensive rebound by W. Ellington,42,56
196,2,2:00.0,,N. Young misses 2-pt layup from 1 ft,42,56
197,2,2:00.0,,Offensive rebound by Team,42,56
198,2,2:00.0,S. Livingston enters the game for J. Holiday,,42,56
199,2,1:53.0,,J. Hill misses 2-pt jump shot from 16 ft,42,56
200,2,1:51.0,Defensive rebound by S. Curry,,42,56
201,2,1:40.0,K. Thompson misses 2-pt layup from 1 ft (block by J. Hill),,42,56
202,2,1:38.0,Offensive rebound by H. Barnes,,42,56
203,2,1:37.0,H. Barnes misses 2-pt layup at rim,,42,56
204,2,1:36.0,,Defensive rebound by R. Price,42,56
205,2,1:28.0,,W. Ellington makes 2-pt dunk at rim (assist by W. Johnson),42,58
206,2,1:16.0,F. Ezeli makes 2-pt jump shot from 6 ft (assist by S. Curry),,44,58
207,2,0:58.0,,Turnover by W. Ellington (bad pass),44,58
208,2,0:51.0,S. Curry makes 2-pt jump shot from 10 ft,,46,58
209,2,0:44.0,,W. Johnson makes 3-pt jump shot from 25 ft (assist by R. Price),46,61
210,2,0:36.0,S. Curry misses 2-pt jump shot from 12 ft,,46,61
211,2,0:34.0,,Defensive rebound by N. Young,46,61
212,2,0:29.0,,W. Johnson makes 2-pt dunk at rim (assist by N. Young),46,63
213,2,0:07.0,K. Thompson misses 2-pt jump shot from 20 ft,,46,63
214,2,0:06.0,Offensive rebound by H. Barnes,,46,63
215,2,0:04.0,H. Barnes misses 2-pt layup at rim (block by J. Hill),,46,63
216,2,0:03.0,Offensive rebound by K. Thompson,,46,63
217,2,0:03.0,K. Thompson makes 2-pt layup at rim,,48,63
218,2,0:01.0,,W. Johnson misses 3-pt jump shot from 53 ft (block by H. Barnes),48,63
219,2,0:00.0,,Offensive rebound by Team,48,63
220,3,11:47.0,Turnover by S. Curry (bad pass; steal by E. Davis),,48,63
221,3,11:26.0,,Shooting foul by H. Barnes (drawn by W. Johnson),48,63
222,3,11:26.0,,W. Johnson makes free throw 1 of 2,48,64
223,3,11:26.0,,W. Johnson makes free throw 2 of 2,48,65
224,3,11:06.0,F. Ezeli misses 2-pt layup from 2 ft (block by J. Hill),,48,65
225,3,11:04.0,,Defensive rebound by W. Ellington,48,65
226,3,10:57.0,,W. Ellington makes 3-pt jump shot from 24 ft,48,68
227,3,10:45.0,K. Thompson misses 2-pt jump shot from 9 ft,,48,68
228,3,10:43.0,,Defensive rebound by J. Hill,48,68
229,3,10:35.0,,Shooting foul by F. Ezeli (drawn by J. Hill),48,68
230,3,10:35.0,,J. Hill makes free throw 1 of 2,48,69
231,3,10:35.0,M. Speights enters the game for F. Ezeli,,48,69
232,3,10:35.0,,J. Hill misses free throw 2 of 2,48,69
233,3,10:34.0,Defensive rebound by M. Speights,,48,69
234,3,10:18.0,D. Green misses 2-pt jump shot from 4 ft (block by E. Davis),,48,69
235,3,10:16.0,Offensive rebound by H. Barnes,,48,69
236,3,10:12.0,K. Thompson misses 2-pt jump shot from 15 ft,,48,69
237,3,10:12.0,,Defensive rebound by W. Johnson,48,69
238,3,10:00.0,,W. Ellington misses 3-pt jump shot from 26 ft,48,69
239,3,9:58.0,Defensive rebound by M. Speights,,48,69
240,3,9:46.0,D. Green makes 2-pt layup from 2 ft,,50,69
241,3,9:21.0,,Personal foul by M. Speights (drawn by J. Hill),50,69
242,3,9:08.0,,W. Ellington makes 2-pt layup at rim,50,71
243,3,8:52.0,S. Curry makes 2-pt jump shot from 18 ft (assist by M. Speights),,52,71
244,3,8:35.0,,Turnover by W. Ellington (bad pass; steal by S. Curry),52,71
245,3,8:30.0,S. Curry makes 2-pt jump shot from 16 ft,,54,71
246,3,8:10.0,,R. Price makes 2-pt jump shot from 4 ft,54,73
247,3,8:02.0,S. Curry makes 3-pt jump shot from 25 ft,,57,73
248,3,7:43.0,,R. Price misses 3-pt jump shot from 25 ft,57,73
249,3,7:42.0,Defensive rebound by M. Speights,,57,73
250,3,7:36.0,S. Curry misses 3-pt jump shot from 28 ft,,57,73
251,3,7:32.0,,Defensive rebound by E. Davis,57,73
252,3,7:17.0,,W. Johnson misses 2-pt jump shot from 17 ft,57,73
253,3,7:16.0,Defensive rebound by S. Curry,,57,73
254,3,7:10.0,S. Curry makes 2-pt jump shot from 16 ft,,59,73
255,3,7:03.0,,LA Lakers full timeout,59,73
256,3,6:45.0,,E. Davis makes 2-pt hook shot from 10 ft (assist by W. Ellington),59,75
257,3,6:29.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by S. Curry),,62,75
258,3,6:06.0,,J. Hill misses 2-pt jump shot from 6 ft,62,75
259,3,6:04.0,,Offensive rebound by J. Hill,62,75
260,3,6:04.0,,J. Hill misses 2-pt tip-in from 1 ft,62,75
261,3,6:03.0,Defensive rebound by D. Green,,62,75
262,3,5:54.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,65,75
263,3,5:27.0,,W. Ellington makes 3-pt jump shot from 25 ft,65,78
264,3,5:16.0,Turnover by S. Curry (bad pass),,65,78
265,3,5:16.0,,C. Boozer enters the game for E. Davis,65,78
266,3,5:00.0,,C. Boozer makes 2-pt layup from 1 ft (assist by W. Ellington),65,80
267,3,4:50.0,Shooting foul by W. Ellington (drawn by K. Thompson),,65,80
268,3,4:50.0,K. Thompson makes free throw 1 of 2,,66,80
269,3,4:50.0,,R. Sacre enters the game for J. Hill,66,80
270,3,4:50.0,A. Iguodala enters the game for M. Speights,,66,80
271,3,4:50.0,K. Thompson makes free throw 2 of 2,,67,80
272,3,4:28.0,,R. Price makes 3-pt jump shot from 23 ft (assist by C. Boozer),67,83
273,3,4:12.0,A. Iguodala makes 3-pt jump shot from 24 ft (assist by S. Curry),,70,83
274,3,3:58.0,,R. Price makes 3-pt jump shot from 26 ft (assist by R. Sacre),70,86
275,3,3:43.0,Turnover by S. Curry (lost ball),,70,86
276,3,3:21.0,,C. Boozer makes 2-pt layup at rim,70,88
277,3,2:58.0,K. Thompson misses 3-pt jump shot from 23 ft,,70,88
278,3,2:57.0,,Defensive rebound by W. Ellington,70,88
279,3,2:42.0,,R. Price makes 3-pt jump shot from 25 ft,70,91
280,3,2:40.0,Golden State full timeout,,70,91
281,3,2:40.0,D. Lee enters the game for H. Barnes,,70,91
282,3,2:40.0,S. Livingston enters the game for S. Curry,,70,91
283,3,2:30.0,K. Thompson misses 2-pt jump shot from 18 ft,,70,91
284,3,2:29.0,,Defensive rebound by W. Johnson,70,91
285,3,2:10.0,,C. Boozer misses 2-pt jump shot from 14 ft,70,91
286,3,2:08.0,Defensive rebound by S. Livingston,,70,91
287,3,1:57.0,,N. Young enters the game for W. Johnson,70,91
288,3,1:51.0,D. Lee misses 2-pt jump shot from 3 ft (block by R. Sacre),,70,91
289,3,1:48.0,,Defensive rebound by W. Ellington,70,91
290,3,1:35.0,,Turnover by C. Boozer (bad pass; steal by S. Livingston),70,91
291,3,1:31.0,Shooting foul by R. Price (drawn by S. Livingston),,70,91
292,3,1:31.0,S. Livingston makes free throw 1 of 2,,71,91
293,3,1:31.0,,J. Lin enters the game for R. Price,71,91
294,3,1:31.0,S. Livingston misses free throw 2 of 2,,71,91
295,3,1:29.0,,Defensive rebound by Team,71,91
296,3,1:29.0,L. Barbosa enters the game for K. Thompson,,71,91
297,3,1:12.0,,N. Young misses 2-pt jump shot from 16 ft,71,91
298,3,1:11.0,Defensive rebound by L. Barbosa,,71,91
299,3,1:01.0,A. Iguodala misses 3-pt jump shot from 26 ft,,71,91
300,3,1:00.0,,Defensive rebound by W. Ellington,71,91
301,3,0:40.0,,W. Ellington misses 3-pt jump shot from 26 ft,71,91
302,3,0:39.0,,Offensive rebound by R. Sacre,71,91
303,3,0:30.0,,R. Sacre misses 2-pt hook shot from 6 ft,71,91
304,3,0:29.0,,Offensive rebound by C. Boozer,71,91
305,3,0:28.0,,C. Boozer makes 2-pt layup at rim,71,93
306,3,0:09.0,D. Lee makes 2-pt dunk at rim (assist by S. Livingston),,73,93
307,3,0:03.0,,J. Lin makes 2-pt jump shot from 18 ft,73,95
308,3,0:01.0,L. Barbosa misses 3-pt jump shot from 33 ft,,73,95
309,3,0:00.0,Offensive rebound by Team,,73,95
310,4,11:38.0,,J. Lin misses 2-pt jump shot from 18 ft,73,95
311,4,11:37.0,,Offensive rebound by C. Boozer,73,95
312,4,11:36.0,,C. Boozer makes 2-pt layup from 1 ft,73,97
313,4,11:16.0,D. Lee makes 2-pt layup from 2 ft,,75,97
314,4,11:05.0,,Shooting foul by M. Speights (drawn by C. Boozer),75,97
315,4,11:05.0,,C. Boozer makes free throw 1 of 2,75,98
316,4,11:05.0,,C. Boozer misses free throw 2 of 2,75,98
317,4,11:03.0,Defensive rebound by D. Lee,,75,98
318,4,10:47.0,M. Speights misses 2-pt jump shot from 17 ft,,75,98
319,4,10:46.0,,Defensive rebound by C. Boozer,75,98
320,4,10:30.0,,J. Lin misses 3-pt jump shot from 25 ft,75,98
321,4,10:29.0,Defensive rebound by D. Lee,,75,98
322,4,10:10.0,M. Speights makes 2-pt hook shot from 5 ft (assist by L. Barbosa),,77,98
323,4,9:52.0,,R. Sacre makes 2-pt layup from 1 ft (assist by C. Boozer),77,100
324,4,9:39.0,D. Lee makes 2-pt layup from 1 ft (assist by M. Speights),,79,100
325,4,9:20.0,,N. Young makes 2-pt jump shot from 11 ft (assist by J. Lin),79,102
326,4,9:05.0,L. Barbosa makes 3-pt jump shot from 25 ft (assist by S. Curry),,82,102
327,4,8:46.0,,J. Clarkson makes 2-pt jump shot from 11 ft (assist by C. Boozer),82,104
328,4,8:35.0,Turnover by S. Curry (step out of bounds),,82,104
329,4,8:35.0,Official timeout,,82,104
330,4,8:35.0,J. Holiday enters the game for S. Curry,,82,104
331,4,8:18.0,,Turnover by C. Boozer (3 sec),82,104
332,4,8:04.0,S. Livingston makes 2-pt jump shot from 12 ft,,84,104
333,4,7:47.0,,Shooting foul by J. Holiday (drawn by N. Young),84,104
334,4,7:47.0,,N. Young makes free throw 1 of 2,84,105
335,4,7:47.0,,N. Young makes free throw 2 of 2,84,106
336,4,7:39.0,Turnover by D. Lee (bad pass; steal by J. Lin),,84,106
337,4,7:34.0,,Turnover by C. Boozer (lost ball),84,106
338,4,7:22.0,D. Lee makes 2-pt layup from 1 ft (assist by S. Livingston),,86,106
339,4,7:01.0,,C. Boozer makes 2-pt jump shot from 16 ft,86,108
340,4,6:36.0,M. Speights misses 2-pt jump shot from 3 ft (block by C. Boozer),,86,108
341,4,6:36.0,Offensive rebound by L. Barbosa,,86,108
342,4,6:36.0,Turnover by Team (shot clock),,86,108
343,4,6:24.0,,J. Lin misses 2-pt layup at rim,86,108
344,4,6:22.0,Defensive rebound by D. Lee,,86,108
345,4,6:16.0,J. Holiday misses 3-pt jump shot from 25 ft,,86,108
346,4,6:16.0,Offensive rebound by Team,,86,108
347,4,6:16.0,,Loose ball foul by C. Boozer (drawn by M. Speights),86,108
348,4,6:16.0,O. Kuzmić enters the game for M. Speights,,86,108
349,4,6:16.0,B. Rush enters the game for S. Livingston,,86,108
350,4,6:08.0,D. Lee misses 2-pt hook shot from 8 ft,,86,108
351,4,6:06.0,,Defensive rebound by J. Lin,86,108
352,4,5:57.0,,C. Boozer makes 2-pt layup from 2 ft (assist by J. Lin),86,110
353,4,5:51.0,Personal foul by J. Lin (drawn by L. Barbosa),,86,110
354,4,5:51.0,,LA Lakers full timeout,86,110
355,4,5:42.0,Shooting foul by N. Young (drawn by D. Lee),,86,110
356,4,5:42.0,D. Lee makes free throw 1 of 2,,87,110
357,4,5:42.0,D. Lee makes free throw 2 of 2,,88,110
358,4,5:26.0,,Turnover by C. Boozer (bad pass; steal by D. Lee),88,110
359,4,5:20.0,L. Barbosa makes 3-pt jump shot from 23 ft (assist by D. Lee),,91,110
360,4,4:59.0,,J. Clarkson misses 2-pt jump shot from 10 ft,91,110
361,4,4:57.0,,Offensive rebound by J. Clarkson,91,110
362,4,4:57.0,,J. Clarkson misses 2-pt tip-in at rim,91,110
363,4,4:56.0,Defensive rebound by D. Lee,,91,110
364,4,4:50.0,O. Kuzmić makes 2-pt layup from 2 ft (assist by B. Rush),,93,110
365,4,4:31.0,,N. Young misses 3-pt jump shot from 26 ft,93,110
366,4,4:30.0,Defensive rebound by B. Rush,,93,110
367,4,4:21.0,L. Barbosa misses 2-pt layup from 1 ft (block by R. Sacre),,93,110
368,4,4:19.0,Offensive rebound by L. Barbosa,,93,110
369,4,4:16.0,J. Holiday misses 3-pt jump shot from 23 ft,,93,110
370,4,4:15.0,,Defensive rebound by N. Young,93,110
371,4,4:03.0,,N. Young misses 2-pt jump shot from 20 ft,93,110
372,4,4:01.0,,Offensive rebound by R. Sacre,93,110
373,4,3:50.0,,Shooting foul by B. Rush (drawn by C. Boozer),93,110
374,4,3:50.0,,C. Boozer misses free throw 1 of 2,93,110
375,4,3:50.0,,Offensive rebound by Team,93,110
376,4,3:50.0,,C. Boozer misses free throw 2 of 2,93,110
377,4,3:47.0,Defensive rebound by J. Holiday,,93,110
378,4,3:40.0,J. Holiday makes 2-pt jump shot from 7 ft,,95,110
379,4,3:40.0,Shooting foul by J. Lin (drawn by J. Holiday),,95,110
380,4,3:40.0,J. Holiday makes free throw 1 of 1,,96,110
381,4,3:20.0,,N. Young misses 3-pt jump shot from 25 ft,96,110
382,4,3:19.0,Defensive rebound by B. Rush,,96,110
383,4,3:10.0,B. Rush misses 3-pt jump shot from 28 ft,,96,110
384,4,3:09.0,,Defensive rebound by Team,96,110
385,4,2:58.0,,Turnover by C. Boozer (lost ball; steal by O. Kuzmić),96,110
386,4,2:54.0,Shooting foul by N. Young (drawn by L. Barbosa),,96,110
387,4,2:54.0,Golden State full timeout,,96,110
