,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PHILADELPHIA_ACTION,ATLANTA_SCORE,PHILADELPHIA_SCORE
40,1,7:13.0,M. Muscala misses 2-pt tip-in from 1 ft,,8,9
41,1,7:12.0,,Defensive rebound by L. Mbah a Moute,8,9
42,1,7:03.0,,Turnover by N. Noel (lost ball; steal by J. Teague),8,9
43,1,6:58.0,Turnover by J. Jenkins (lost ball; steal by I. Canaan),,8,9
44,1,6:52.0,,N. Noel makes 2-pt dunk at rim (assist by J. Sampson),8,11
45,1,6:37.0,Shooting foul by J. Sampson (drawn by K. Bazemore),,8,11
46,1,6:37.0,K. Bazemore makes free throw 1 of 2,,9,11
47,1,6:37.0,K. Bazemore makes free throw 2 of 2,,10,11
48,1,6:37.0,,Philadelphia full timeout,10,11
49,1,6:24.0,,J. Sampson misses 2-pt jump shot from 3 ft (block by A. Horford),10,11
50,1,6:22.0,Defensive rebound by A. Horford,,10,11
51,1,6:12.0,M. Muscala misses 2-pt jump shot from 18 ft,,10,11
52,1,6:10.0,,Defensive rebound by N. Noel,10,11
53,1,5:57.0,,R. Covington misses 2-pt jump shot from 6 ft (block by M. Muscala),10,11
54,1,5:55.0,Defensive rebound by M. Muscala,,10,11
55,1,5:51.0,J. Jenkins makes 3-pt jump shot from 24 ft (assist by A. Horford),,13,11
56,1,5:36.0,,R. Covington makes 2-pt jump shot from 19 ft (assist by L. Mbah a Moute),13,13
57,1,5:26.0,J. Teague misses 2-pt jump shot from 12 ft,,13,13
58,1,5:25.0,,Defensive rebound by R. Covington,13,13
59,1,5:20.0,,N. Noel makes 2-pt dunk at rim (assist by I. Canaan),13,15
60,1,5:19.0,Atlanta full timeout,,13,15
61,1,5:19.0,M. Scott enters the game for J. Jenkins,,13,15
62,1,5:19.0,D. Schröder enters the game for M. Muscala,,13,15
63,1,5:19.0,,F. Aldemir enters the game for J. Sampson,13,15
64,1,5:19.0,,J. Grant enters the game for L. Mbah a Moute,13,15
65,1,5:05.0,A. Horford makes 2-pt layup from 1 ft (assist by J. Teague),,15,15
66,1,4:46.0,,I. Canaan misses 3-pt jump shot from 25 ft,15,15
67,1,4:44.0,Defensive rebound by K. Bazemore,,15,15
68,1,4:26.0,A. Horford makes 2-pt layup from 2 ft,,17,15
69,1,4:10.0,,R. Covington makes 3-pt jump shot from 25 ft,17,18
70,1,4:06.0,,L. Mbah a Moute enters the game for R. Covington,17,18
71,1,3:53.0,J. Teague makes 2-pt layup from 2 ft (assist by A. Horford),,19,18
72,1,3:32.0,,L. Mbah a Moute misses 2-pt jump shot from 15 ft,19,18
73,1,3:31.0,Defensive rebound by M. Scott,,19,18
74,1,3:25.0,Turnover by D. Schröder (lost ball; steal by N. Noel),,19,18
75,1,3:20.0,,Turnover by J. Grant (lost ball; steal by K. Bazemore),19,18
76,1,3:15.0,A. Horford makes 2-pt dunk at rim (assist by J. Teague),,21,18
77,1,2:44.0,,F. Aldemir misses 2-pt layup from 2 ft,21,18
78,1,2:43.0,Defensive rebound by J. Teague,,21,18
79,1,2:38.0,J. Teague misses 2-pt jump shot from 3 ft,,21,18
80,1,2:36.0,,Defensive rebound by J. Grant,21,18
81,1,2:29.0,,I. Canaan misses 3-pt jump shot from 26 ft,21,18
82,1,2:28.0,Defensive rebound by M. Scott,,21,18
83,1,2:19.0,D. Schröder misses 3-pt jump shot from 24 ft,,21,18
84,1,2:18.0,,Defensive rebound by F. Aldemir,21,18
85,1,2:10.0,,L. Mbah a Moute misses 3-pt jump shot from 26 ft,21,18
86,1,2:09.0,Defensive rebound by M. Scott,,21,18
87,1,2:01.0,Shooting foul by N. Noel (drawn by J. Teague),,21,18
88,1,2:01.0,J. Teague makes free throw 1 of 2,,22,18
89,1,2:01.0,E. Brand enters the game for A. Horford,,22,18
90,1,2:01.0,S. Mack enters the game for K. Bazemore,,22,18
91,1,2:01.0,,T. Robinson enters the game for L. Mbah a Moute,22,18
92,1,2:01.0,,I. Smith enters the game for N. Noel,22,18
93,1,2:01.0,,J. Sampson enters the game for I. Canaan,22,18
94,1,2:01.0,J. Teague makes free throw 2 of 2,,23,18
95,1,1:38.0,,J. Sampson misses 2-pt layup from 3 ft (block by J. Teague),23,18
96,1,1:35.0,Defensive rebound by J. Teague,,23,18
97,1,1:25.0,M. Scott makes 3-pt jump shot from 24 ft (assist by D. Schröder),,26,18
98,1,1:14.0,,J. Grant misses 2-pt jump shot from 3 ft,26,18
99,1,1:13.0,,Offensive rebound by F. Aldemir,26,18
100,1,1:13.0,,Shooting foul by E. Brand (drawn by F. Aldemir),26,18
101,1,1:13.0,J. Jenkins enters the game for J. Teague,,26,18
102,1,1:13.0,,F. Aldemir misses free throw 1 of 2,26,18
103,1,1:13.0,,Offensive rebound by Team,26,18
104,1,1:13.0,,F. Aldemir misses free throw 2 of 2,26,18
105,1,1:12.0,Defensive rebound by M. Scott,,26,18
106,1,0:58.0,D. Schröder makes 2-pt layup from 1 ft,,28,18
107,1,0:49.0,,T. Robinson makes 2-pt jump shot from 17 ft,28,20
108,1,0:32.0,M. Scott makes 3-pt jump shot from 25 ft (assist by D. Schröder),,31,20
109,1,0:12.0,,Turnover by F. Aldemir (lost ball),31,20
110,1,0:06.0,Turnover by D. Schröder (bad pass; steal by J. Grant),,31,20
111,1,0:02.0,,J. Grant misses 2-pt jump shot from 5 ft,31,20
112,1,0:02.0,,Offensive rebound by J. Sampson,31,20
113,1,0:01.0,,J. Sampson misses 2-pt dunk at rim,31,20
114,1,0:00.0,Defensive rebound by Team,,31,20
115,2,11:42.0,J. Jenkins makes 2-pt jump shot from 16 ft (assist by S. Mack),,33,20
116,2,11:30.0,,I. Smith misses 2-pt jump shot from 5 ft,33,20
117,2,11:29.0,Defensive rebound by E. Brand,,33,20
118,2,11:20.0,Turnover by S. Mack (lost ball),,33,20
119,2,11:08.0,,T. Robinson misses 2-pt jump shot from 14 ft,33,20
120,2,11:05.0,Defensive rebound by M. Scott,,33,20
121,2,10:59.0,M. Scott misses 3-pt jump shot from 25 ft,,33,20
122,2,10:57.0,Offensive rebound by D. Schröder,,33,20
123,2,10:43.0,Turnover by D. Schröder (palming),,33,20
124,2,10:30.0,,Turnover by H. Thompson (bad pass; steal by E. Brand),33,20
125,2,10:22.0,S. Mack makes 3-pt jump shot from 24 ft (assist by M. Scott),,36,20
126,2,10:17.0,,Philadelphia full timeout,36,20
127,2,10:01.0,,H. Thompson misses 2-pt jump shot from 16 ft,36,20
128,2,10:00.0,,Offensive rebound by F. Aldemir,36,20
129,2,9:53.0,,H. Thompson makes 3-pt jump shot from 26 ft (assist by I. Smith),36,23
130,2,9:30.0,D. Schröder misses 2-pt jump shot from 16 ft,,36,23
131,2,9:28.0,,Defensive rebound by F. Aldemir,36,23
132,2,9:15.0,,Turnover by T. Robinson (3 sec),36,23
133,2,9:01.0,M. Scott makes 2-pt jump shot from 3 ft (assist by J. Jenkins),,38,23
134,2,8:51.0,,H. Thompson makes 2-pt jump shot from 20 ft (assist by I. Smith),38,25
135,2,8:29.0,S. Mack misses 2-pt layup from 2 ft,,38,25
136,2,8:28.0,,Defensive rebound by F. Aldemir,38,25
137,2,8:17.0,,F. Aldemir misses 3-pt jump shot from 25 ft,38,25
138,2,8:16.0,,Offensive rebound by J. Sampson,38,25
139,2,8:10.0,,T. Robinson misses 2-pt jump shot from 4 ft (block by E. Brand),38,25
140,2,8:07.0,Defensive rebound by E. Brand,,38,25
141,2,8:03.0,Turnover by S. Mack (bad pass; steal by F. Aldemir),,38,25
142,2,7:46.0,,I. Smith makes 3-pt jump shot from 26 ft (assist by F. Aldemir),38,28
143,2,7:22.0,D. Schröder misses 3-pt jump shot from 26 ft,,38,28
144,2,7:21.0,,Defensive rebound by H. Thompson,38,28
145,2,7:16.0,,T. Robinson makes 2-pt dunk at rim (assist by I. Smith),38,30
146,2,7:16.0,Atlanta full timeout,,38,30
147,2,7:16.0,,N. Noel enters the game for J. Sampson,38,30
148,2,7:16.0,A. Horford enters the game for J. Jenkins,,38,30
149,2,7:16.0,M. Muscala enters the game for M. Scott,,38,30
150,2,7:16.0,K. Bazemore enters the game for E. Brand,,38,30
151,2,7:16.0,,R. Covington enters the game for F. Aldemir,38,30
152,2,7:08.0,Turnover by D. Schröder (step out of bounds),,38,30
153,2,6:53.0,,Turnover by I. Smith (lost ball),38,30
154,2,6:39.0,S. Mack makes 3-pt jump shot from 26 ft (assist by A. Horford),,41,30
155,2,6:28.0,,H. Thompson makes 3-pt jump shot from 24 ft (assist by I. Smith),41,33
156,2,6:10.0,Turnover by D. Schröder (bad pass; steal by N. Noel),,41,33
157,2,6:02.0,,T. Robinson makes 2-pt layup from 1 ft (assist by I. Smith),41,35
158,2,5:48.0,D. Schröder makes 2-pt jump shot from 12 ft,,43,35
159,2,5:33.0,,N. Noel makes 2-pt dunk at rim (assist by H. Thompson),43,37
160,2,5:18.0,A. Horford misses 2-pt jump shot from 21 ft,,43,37
161,2,5:17.0,,Defensive rebound by R. Covington,43,37
162,2,5:05.0,,I. Smith misses 3-pt jump shot from 26 ft,43,37
163,2,5:02.0,Defensive rebound by Team,,43,37
164,2,5:02.0,J. Teague enters the game for D. Schröder,,43,37
165,2,5:02.0,,I. Canaan enters the game for I. Smith,43,37
166,2,5:02.0,,L. Mbah a Moute enters the game for T. Robinson,43,37
167,2,4:49.0,Shooting foul by I. Canaan (drawn by J. Teague),,43,37
168,2,4:49.0,J. Teague makes free throw 1 of 2,,44,37
169,2,4:49.0,J. Teague makes free throw 2 of 2,,45,37
170,2,4:40.0,,Turnover by R. Covington (bad pass; steal by A. Horford),45,37
171,2,4:30.0,A. Horford misses 2-pt jump shot from 21 ft,,45,37
172,2,4:29.0,,Defensive rebound by R. Covington,45,37
173,2,4:15.0,,R. Covington misses 3-pt jump shot from 25 ft,45,37
174,2,4:14.0,Defensive rebound by M. Muscala,,45,37
175,2,3:51.0,A. Horford makes 2-pt jump shot from 7 ft (assist by K. Bazemore),,47,37
176,2,3:29.0,,R. Covington misses 2-pt jump shot from 5 ft,47,37
177,2,3:28.0,Defensive rebound by S. Mack,,47,37
178,2,3:23.0,S. Mack misses 3-pt jump shot from 25 ft,,47,37
179,2,3:20.0,,Defensive rebound by N. Noel,47,37
180,2,3:14.0,,H. Thompson makes 3-pt jump shot from 23 ft (assist by R. Covington),47,40
181,2,2:55.0,J. Teague makes 2-pt layup from 1 ft,,49,40
182,2,2:45.0,,Shooting foul by A. Horford (drawn by I. Canaan),49,40
183,2,2:45.0,Official timeout,,49,40
184,2,2:45.0,D. Schröder enters the game for M. Muscala,,49,40
185,2,2:45.0,M. Scott enters the game for S. Mack,,49,40
186,2,2:45.0,,I. Canaan misses free throw 1 of 2,49,40
187,2,2:45.0,,Offensive rebound by Team,49,40
188,2,2:45.0,,I. Canaan makes free throw 2 of 2,49,41
189,2,2:24.0,Turnover by K. Bazemore (lost ball; steal by N. Noel),,49,41
190,2,2:18.0,,L. Mbah a Moute makes 2-pt jump shot from 15 ft (assist by H. Thompson),49,43
191,2,2:03.0,J. Teague misses 2-pt jump shot from 22 ft,,49,43
192,2,2:01.0,,Defensive rebound by N. Noel,49,43
193,2,1:48.0,,R. Covington misses 3-pt jump shot from 24 ft,49,43
194,2,1:47.0,Defensive rebound by A. Horford,,49,43
195,2,1:22.0,A. Horford makes 2-pt jump shot from 11 ft (assist by D. Schröder),,51,43
196,2,1:03.0,,L. Mbah a Moute misses 2-pt layup from 2 ft,51,43
197,2,1:01.0,,Offensive rebound by N. Noel,51,43
198,2,1:01.0,,N. Noel misses 2-pt tip-in from 1 ft,51,43
199,2,1:00.0,Defensive rebound by A. Horford,,51,43
200,2,0:56.0,Turnover by A. Horford (bad pass),,51,43
201,2,0:56.0,,Philadelphia full timeout,51,43
202,2,0:42.0,,R. Covington makes 2-pt layup at rim (assist by H. Thompson),51,45
203,2,0:28.0,A. Horford misses 2-pt jump shot from 13 ft,,51,45
204,2,0:26.0,,Defensive rebound by H. Thompson,51,45
205,2,0:10.0,,L. Mbah a Moute makes 2-pt jump shot from 16 ft,51,47
206,2,0:04.0,Shooting foul by I. Canaan (drawn by J. Teague),,51,47
207,2,0:04.0,J. Teague makes free throw 1 of 2,,52,47
208,2,0:04.0,,I. Smith enters the game for I. Canaan,52,47
209,2,0:04.0,J. Teague makes free throw 2 of 2,,53,47
210,2,0:02.0,,Personal foul by J. Teague (drawn by L. Mbah a Moute),53,47
211,2,0:01.0,,N. Noel misses 2-pt jump shot from 15 ft,53,47
212,2,0:00.0,,Offensive rebound by Team,53,47
213,3,11:47.0,Turnover by K. Bazemore (lost ball; steal by R. Covington),,53,47
214,3,11:37.0,,Turnover by R. Covington (bad pass; steal by J. Teague),53,47
215,3,11:34.0,Turnover by J. Teague (bad pass),,53,47
216,3,11:14.0,,L. Mbah a Moute makes 2-pt jump shot from 17 ft,53,49
217,3,11:02.0,J. Jenkins misses 3-pt jump shot from 27 ft,,53,49
218,3,11:01.0,,Defensive rebound by I. Canaan,53,49
219,3,10:54.0,,I. Canaan misses 3-pt jump shot from 27 ft,53,49
220,3,10:52.0,Defensive rebound by J. Jenkins,,53,49
221,3,10:37.0,J. Jenkins misses 3-pt jump shot from 26 ft,,53,49
222,3,10:35.0,,Defensive rebound by N. Noel,53,49
223,3,10:27.0,,L. Mbah a Moute misses 3-pt jump shot from 26 ft,53,49
224,3,10:25.0,,Offensive rebound by N. Noel,53,49
225,3,10:05.0,,L. Mbah a Moute misses 2-pt jump shot from 20 ft,53,49
226,3,10:04.0,Defensive rebound by M. Muscala,,53,49
227,3,9:51.0,A. Horford misses 2-pt jump shot from 7 ft,,53,49
228,3,9:50.0,,Defensive rebound by N. Noel,53,49
229,3,9:44.0,,I. Canaan makes 3-pt jump shot from 27 ft,53,52
230,3,9:18.0,A. Horford misses 2-pt jump shot from 15 ft,,53,52
231,3,9:16.0,,Defensive rebound by I. Canaan,53,52
232,3,9:11.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by I. Canaan),53,55
233,3,9:10.0,Atlanta full timeout,,53,55
234,3,8:57.0,J. Teague misses 3-pt jump shot from 25 ft,,53,55
235,3,8:55.0,,Defensive rebound by N. Noel,53,55
236,3,8:48.0,,Turnover by N. Noel (traveling),53,55
237,3,8:33.0,K. Bazemore misses 3-pt jump shot from 25 ft,,53,55
238,3,8:31.0,,Defensive rebound by Team,53,55
239,3,8:19.0,,R. Covington misses 3-pt jump shot from 25 ft,53,55
240,3,8:18.0,,Offensive rebound by Team,53,55
241,3,8:07.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,53,55
242,3,8:06.0,Defensive rebound by M. Muscala,,53,55
243,3,7:51.0,A. Horford misses 2-pt jump shot from 9 ft,,53,55
244,3,7:50.0,,Defensive rebound by I. Canaan,53,55
245,3,7:30.0,,L. Mbah a Moute misses 2-pt jump shot from 17 ft,53,55
246,3,7:29.0,Defensive rebound by J. Jenkins,,53,55
247,3,7:23.0,K. Bazemore makes 2-pt layup from 4 ft,,55,55
248,3,7:16.0,,Turnover by I. Canaan (bad pass; steal by A. Horford),55,55
249,3,7:10.0,J. Jenkins misses 3-pt jump shot from 26 ft,,55,55
250,3,7:08.0,Offensive rebound by M. Muscala,,55,55
251,3,7:03.0,J. Jenkins makes 3-pt jump shot from 25 ft (assist by J. Teague),,58,55
252,3,7:02.0,,Philadelphia full timeout,58,55
253,3,6:51.0,,Personal block foul by M. Muscala (drawn by L. Mbah a Moute),58,55
254,3,6:40.0,,J. Sampson misses 3-pt jump shot from 23 ft,58,55
255,3,6:38.0,Defensive rebound by A. Horford,,58,55
256,3,6:31.0,J. Teague misses 2-pt jump shot from 4 ft,,58,55
257,3,6:29.0,,Defensive rebound by I. Canaan,58,55
258,3,6:25.0,,I. Canaan misses 2-pt layup from 1 ft (block by K. Bazemore),58,55
259,3,6:23.0,Defensive rebound by J. Jenkins,,58,55
260,3,6:14.0,A. Horford misses 2-pt jump shot from 16 ft,,58,55
261,3,6:12.0,,Defensive rebound by N. Noel,58,55
262,3,5:55.0,,Personal foul by M. Muscala (drawn by N. Noel),58,55
263,3,5:55.0,D. Schröder enters the game for J. Jenkins,,58,55
264,3,5:55.0,M. Scott enters the game for M. Muscala,,58,55
265,3,5:55.0,,I. Smith enters the game for J. Sampson,58,55
266,3,5:55.0,,H. Thompson enters the game for I. Canaan,58,55
267,3,5:48.0,,L. Mbah a Moute makes 3-pt jump shot from 24 ft (assist by I. Smith),58,58
268,3,5:28.0,A. Horford misses 2-pt jump shot from 9 ft,,58,58
269,3,5:26.0,,Defensive rebound by R. Covington,58,58
270,3,5:11.0,,Turnover by R. Covington (bad pass; steal by M. Scott),58,58
271,3,4:55.0,Turnover by A. Horford (lost ball; steal by I. Smith),,58,58
272,3,4:42.0,,L. Mbah a Moute misses 3-pt jump shot from 23 ft,58,58
273,3,4:40.0,Defensive rebound by K. Bazemore,,58,58
274,3,4:23.0,K. Bazemore misses 2-pt jump shot from 6 ft (block by N. Noel),,58,58
275,3,4:21.0,Offensive rebound by M. Scott,,58,58
276,3,4:17.0,D. Schröder makes 3-pt jump shot from 24 ft (assist by A. Horford),,61,58
277,3,4:02.0,,Turnover by R. Covington (bad pass),61,58
278,3,4:02.0,,F. Aldemir enters the game for N. Noel,61,58
279,3,4:02.0,S. Mack enters the game for J. Teague,,61,58
280,3,3:52.0,D. Schröder misses 2-pt jump shot from 8 ft (block by F. Aldemir),,61,58
281,3,3:50.0,,Defensive rebound by I. Smith,61,58
282,3,3:34.0,,Shooting foul by D. Schröder (drawn by I. Smith),61,58
283,3,3:34.0,,I. Smith makes 2-pt jump shot from 6 ft,61,60
284,3,3:34.0,E. Brand enters the game for A. Horford,,61,60
285,3,3:34.0,,T. Robinson enters the game for L. Mbah a Moute,61,60
286,3,3:34.0,,I. Canaan enters the game for R. Covington,61,60
287,3,3:34.0,,I. Smith misses free throw 1 of 1,61,60
288,3,3:33.0,,Offensive rebound by F. Aldemir,61,60
289,3,3:30.0,,H. Thompson misses 3-pt jump shot from 25 ft,61,60
290,3,3:28.0,Defensive rebound by D. Schröder,,61,60
291,3,3:22.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by D. Schröder),,64,60
292,3,3:05.0,,H. Thompson makes 3-pt jump shot from 24 ft (assist by F. Aldemir),64,63
293,3,2:54.0,Shooting foul by I. Canaan (drawn by D. Schröder),,64,63
294,3,2:54.0,D. Schröder makes free throw 1 of 2,,65,63
295,3,2:54.0,D. Schröder misses free throw 2 of 2,,65,63
296,3,2:52.0,,Defensive rebound by H. Thompson,65,63
297,3,2:35.0,,I. Smith makes 2-pt layup from 2 ft (assist by I. Canaan),65,65
298,3,2:22.0,M. Scott misses 2-pt jump shot from 17 ft,,65,65
299,3,2:21.0,,Defensive rebound by H. Thompson,65,65
300,3,2:04.0,,I. Canaan makes 3-pt jump shot from 24 ft,65,68
301,3,1:44.0,M. Scott misses 3-pt jump shot from 24 ft,,65,68
302,3,1:41.0,,Defensive rebound by H. Thompson,65,68
303,3,1:37.0,,I. Smith misses 2-pt jump shot from 7 ft (block by D. Schröder),65,68
304,3,1:34.0,,Offensive rebound by T. Robinson,65,68
305,3,1:34.0,,T. Robinson makes 2-pt jump shot from 3 ft,65,70
306,3,1:17.0,D. Schröder misses 2-pt layup from 1 ft (block by F. Aldemir),,65,70
307,3,1:17.0,Offensive rebound by Team,,65,70
308,3,1:17.0,Technical foul by Team,,65,70
309,3,1:17.0,,I. Canaan misses technical free throw,65,70
310,3,1:17.0,Offensive rebound by Team,,65,70
311,3,1:17.0,J. Jenkins enters the game for K. Bazemore,,65,70
312,3,1:13.0,E. Brand misses 2-pt jump shot from 10 ft,,65,70
313,3,1:11.0,,Defensive rebound by T. Robinson,65,70
314,3,0:49.0,,I. Smith misses 2-pt jump shot from 11 ft,65,70
315,3,0:47.0,Defensive rebound by E. Brand,,65,70
316,3,0:47.0,Turnover by E. Brand (lost ball; steal by T. Robinson),,65,70
317,3,0:43.0,,T. Robinson makes 2-pt jump shot from 4 ft,65,72
318,3,0:29.0,Shooting foul by T. Robinson (drawn by D. Schröder),,65,72
319,3,0:29.0,D. Schröder makes free throw 1 of 2,,66,72
320,3,0:29.0,D. Schröder makes free throw 2 of 2,,67,72
321,3,0:07.0,,I. Smith misses 2-pt jump shot from 7 ft,67,72
322,3,0:06.0,Defensive rebound by Team,,67,72
323,3,0:01.0,D. Schröder makes 2-pt layup from 2 ft,,69,72
324,4,11:44.0,,Turnover by H. Thompson (bad pass; steal by S. Mack),69,72
325,4,11:31.0,S. Mack misses 3-pt jump shot from 26 ft,,69,72
326,4,11:29.0,,Defensive rebound by F. Aldemir,69,72
327,4,11:19.0,,I. Smith misses 3-pt jump shot from 26 ft,69,72
328,4,11:17.0,Defensive rebound by E. Brand,,69,72
329,4,11:08.0,M. Scott makes 3-pt jump shot from 25 ft (assist by D. Schröder),,72,72
330,4,10:53.0,,Personal foul by D. Schröder (drawn by I. Smith),72,72
331,4,10:46.0,,T. Robinson misses 2-pt jump shot from 3 ft,72,72
332,4,10:45.0,Defensive rebound by M. Scott,,72,72
333,4,10:25.0,S. Mack makes 3-pt jump shot from 23 ft (assist by D. Schröder),,75,72
334,4,10:03.0,,I. Canaan misses 3-pt jump shot from 25 ft,75,72
335,4,10:01.0,,Offensive rebound by F. Aldemir,75,72
336,4,9:52.0,,I. Smith misses 2-pt layup from 1 ft,75,72
337,4,9:50.0,,Offensive rebound by H. Thompson,75,72
338,4,9:46.0,,I. Smith makes 2-pt jump shot from 4 ft (assist by H. Thompson),75,74
339,4,9:22.0,D. Schröder misses 2-pt jump shot from 5 ft,,75,74
340,4,9:22.0,,Defensive rebound by Team,75,74
341,4,9:22.0,,R. Covington enters the game for I. Smith,75,74
342,4,9:11.0,,Turnover by R. Covington (offensive foul),75,74
343,4,9:11.0,Offensive charge foul by R. Covington (drawn by D. Schröder),,75,74
344,4,9:11.0,J. Teague enters the game for J. Jenkins,,75,74
345,4,8:57.0,M. Scott misses 2-pt jump shot from 21 ft,,75,74
346,4,8:55.0,Offensive rebound by E. Brand,,75,74
347,4,8:41.0,E. Brand misses 2-pt jump shot from 13 ft,,75,74
348,4,8:39.0,,Defensive rebound by H. Thompson,75,74
349,4,8:25.0,,R. Covington makes 2-pt jump shot from 15 ft (assist by I. Canaan),75,76
350,4,8:12.0,J. Teague makes 2-pt jump shot from 2 ft (assist by M. Scott),,77,76
351,4,7:55.0,,I. Canaan misses 3-pt jump shot from 25 ft,77,76
352,4,7:55.0,Defensive rebound by Team,,77,76
353,4,7:55.0,Official timeout,,77,76
354,4,7:55.0,,J. Sampson enters the game for F. Aldemir,77,76
355,4,7:55.0,A. Horford enters the game for M. Scott,,77,76
356,4,7:55.0,K. Bazemore enters the game for D. Schröder,,77,76
357,4,7:47.0,Personal foul by J. Sampson (drawn by J. Teague),,77,76
358,4,7:41.0,Personal foul by R. Covington (drawn by K. Bazemore),,77,76
359,4,7:36.0,J. Teague makes 2-pt jump shot from 14 ft (assist by K. Bazemore),,79,76
360,4,7:20.0,,J. Sampson misses 3-pt jump shot from 26 ft,79,76
361,4,7:17.0,Defensive rebound by K. Bazemore,,79,76
362,4,7:12.0,K. Bazemore misses 2-pt jump shot from 18 ft,,79,76
363,4,7:10.0,,Defensive rebound by J. Sampson,79,76
364,4,6:49.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by T. Robinson),79,79
365,4,6:35.0,J. Teague misses 3-pt jump shot from 26 ft,,79,79
366,4,6:33.0,,Defensive rebound by Team,79,79
367,4,6:31.0,,N. Noel enters the game for T. Robinson,79,79
368,4,6:31.0,,L. Mbah a Moute enters the game for J. Sampson,79,79
369,4,6:21.0,,Personal foul by E. Brand (drawn by N. Noel),79,79
370,4,6:10.0,,Turnover by L. Mbah a Moute (bad pass),79,79
371,4,5:57.0,J. Teague misses 2-pt jump shot from 5 ft,,79,79
372,4,5:56.0,,Defensive rebound by N. Noel,79,79
373,4,5:50.0,,Philadelphia full timeout,79,79
374,4,5:50.0,D. Schröder enters the game for E. Brand,,79,79
375,4,5:50.0,M. Scott enters the game for S. Mack,,79,79
376,4,5:35.0,,H. Thompson makes 2-pt layup from 1 ft,79,81
377,4,5:11.0,D. Schröder makes 2-pt layup from 1 ft,,81,81
378,4,4:50.0,,I. Canaan misses 2-pt jump shot from 4 ft,81,81
379,4,4:48.0,,Offensive rebound by N. Noel,81,81
380,4,4:48.0,,N. Noel misses 2-pt tip-in from 1 ft,81,81
381,4,4:47.0,Defensive rebound by K. Bazemore,,81,81
382,4,4:43.0,Turnover by J. Teague (bad pass; steal by R. Covington),,81,81
383,4,4:38.0,,Shooting foul by M. Scott (drawn by N. Noel),81,81
