,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,SAN ANTONIO_ACTION,SACRAMENTO_SCORE,SAN ANTONIO_SCORE
122,2,8:23.0,R. Sessions misses 2-pt jump shot from 20 ft,,29,35
123,2,8:22.0,,Defensive rebound by T. Duncan,29,35
124,2,8:16.0,,Shooting foul by N. Stauskas (drawn by C. Joseph),29,35
125,2,8:16.0,,C. Joseph makes free throw 1 of 2,29,36
126,2,8:16.0,R. Gay enters the game for O. Casspi,,29,36
127,2,8:16.0,,K. Leonard enters the game for M. Belinelli,29,36
128,2,8:16.0,,C. Joseph misses free throw 2 of 2,29,36
129,2,8:16.0,Defensive rebound by N. Stauskas,,29,36
130,2,8:10.0,Personal foul by C. Joseph (drawn by N. Stauskas),,29,36
131,2,8:10.0,D. Collison enters the game for R. Sessions,,29,36
132,2,7:55.0,C. Landry makes 2-pt layup from 2 ft (assist by D. Collison),,31,36
133,2,7:31.0,,B. Diaw misses 2-pt jump shot from 4 ft,31,36
134,2,7:29.0,Defensive rebound by C. Landry,,31,36
135,2,7:25.0,Personal foul by B. Diaw (drawn by R. Hollins),,31,36
136,2,7:25.0,R. Hollins makes free throw 1 of 2,,32,36
137,2,7:25.0,,T. Parker enters the game for C. Joseph,32,36
138,2,7:25.0,,M. Ginóbili enters the game for D. Green,32,36
139,2,7:25.0,R. Hollins makes free throw 2 of 2,,33,36
140,2,7:03.0,,B. Diaw makes 3-pt jump shot from 24 ft (assist by T. Parker),33,39
141,2,6:46.0,C. Landry makes 2-pt jump shot from 19 ft (assist by N. Stauskas),,35,39
142,2,6:28.0,,B. Diaw makes 2-pt layup from 2 ft,35,41
143,2,6:11.0,C. Landry misses 2-pt jump shot from 8 ft,,35,41
144,2,6:10.0,,Defensive rebound by T. Duncan,35,41
145,2,5:56.0,,T. Parker misses 2-pt jump shot from 17 ft,35,41
146,2,5:55.0,Defensive rebound by R. Gay,,35,41
147,2,5:46.0,Personal foul by K. Leonard (drawn by R. Gay),,35,41
148,2,5:46.0,,San Antonio full timeout,35,41
149,2,5:46.0,J. Thompson enters the game for C. Landry,,35,41
150,2,5:46.0,B. McLemore enters the game for N. Stauskas,,35,41
151,2,5:46.0,R. Gay makes free throw 1 of 2,,36,41
152,2,5:46.0,R. Gay misses free throw 2 of 2,,36,41
153,2,5:46.0,,Defensive rebound by B. Diaw,36,41
154,2,5:30.0,,M. Ginóbili makes 2-pt jump shot from 6 ft (assist by B. Diaw),36,43
155,2,5:09.0,Turnover by J. Thompson (traveling),,36,43
156,2,4:56.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by T. Parker),36,46
157,2,4:39.0,R. Gay makes 2-pt dunk at rim (assist by J. Thompson),,38,46
158,2,4:32.0,,Turnover by T. Parker (bad pass; steal by R. Gay),38,46
159,2,4:26.0,R. Gay makes 2-pt jump shot from 5 ft,,40,46
160,2,4:12.0,,M. Ginóbili misses 2-pt layup from 1 ft,40,46
161,2,4:11.0,Defensive rebound by D. Collison,,40,46
162,2,4:01.0,J. Thompson misses 2-pt jump shot from 4 ft (block by K. Leonard),,40,46
163,2,3:59.0,,Defensive rebound by M. Ginóbili,40,46
164,2,3:52.0,,Offensive foul by T. Duncan (drawn by R. Gay),40,46
165,2,3:52.0,,Turnover by T. Duncan (offensive foul),40,46
166,2,3:52.0,,A. Baynes enters the game for T. Duncan,40,46
167,2,3:40.0,R. Gay misses 2-pt jump shot from 7 ft (block by K. Leonard),,40,46
168,2,3:38.0,,Defensive rebound by K. Leonard,40,46
169,2,3:37.0,,Shooting foul by R. Hollins (drawn by K. Leonard),40,46
170,2,3:37.0,,K. Leonard makes free throw 1 of 2,40,47
171,2,3:37.0,,K. Leonard makes free throw 2 of 2,40,48
172,2,3:22.0,Shooting foul by T. Parker (drawn by D. Collison),,40,48
173,2,3:22.0,D. Collison makes free throw 1 of 2,,41,48
174,2,3:22.0,D. Collison makes free throw 2 of 2,,42,48
175,2,3:05.0,,A. Baynes makes 2-pt layup from 2 ft (assist by M. Ginóbili),42,50
176,2,2:57.0,Personal foul by A. Baynes (drawn by R. Hollins),,42,50
177,2,2:57.0,Sacramento full timeout,,42,50
178,2,2:57.0,,J. Ayres enters the game for A. Baynes,42,50
179,2,2:57.0,R. Hollins misses free throw 1 of 2,,42,50
180,2,2:57.0,Offensive rebound by Team,,42,50
181,2,2:57.0,R. Hollins makes free throw 2 of 2,,43,50
182,2,2:45.0,,T. Parker misses 2-pt jump shot from 7 ft (block by D. Collison),43,50
183,2,2:43.0,,Offensive rebound by B. Diaw,43,50
184,2,2:33.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by T. Parker),43,53
185,2,2:16.0,J. Thompson misses 2-pt jump shot from 19 ft,,43,53
186,2,2:15.0,Offensive rebound by R. Hollins,,43,53
187,2,2:14.0,Shooting foul by J. Ayres (drawn by R. Hollins),,43,53
188,2,2:14.0,R. Hollins makes free throw 1 of 2,,44,53
189,2,2:14.0,R. Hollins makes free throw 2 of 2,,45,53
190,2,2:01.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,45,53
191,2,2:00.0,Defensive rebound by R. Gay,,45,53
192,2,1:51.0,R. Gay makes 2-pt jump shot from 7 ft,,47,53
193,2,1:43.0,,Shooting foul by J. Thompson (drawn by T. Parker),47,53
194,2,1:43.0,,T. Parker makes free throw 1 of 2,47,54
195,2,1:43.0,,T. Duncan enters the game for J. Ayres,47,54
196,2,1:43.0,C. Landry enters the game for R. Hollins,,47,54
197,2,1:43.0,,T. Parker makes free throw 2 of 2,47,55
198,2,1:28.0,D. Williams enters the game for J. Thompson,,47,55
199,2,1:25.0,D. Collison misses 2-pt jump shot from 11 ft,,47,55
200,2,1:24.0,Offensive rebound by C. Landry,,47,55
201,2,1:23.0,Shooting foul by B. Diaw (drawn by C. Landry),,47,55
202,2,1:23.0,C. Landry makes free throw 1 of 2,,48,55
203,2,1:23.0,,M. Bonner enters the game for B. Diaw,48,55
204,2,1:23.0,C. Landry makes free throw 2 of 2,,49,55
205,2,1:10.0,,Shooting foul by R. Gay (drawn by T. Duncan),49,55
206,2,1:10.0,,T. Duncan makes free throw 1 of 2,49,56
207,2,1:10.0,,T. Duncan misses free throw 2 of 2,49,56
208,2,1:09.0,Defensive rebound by D. Williams,,49,56
209,2,0:57.0,C. Landry makes 2-pt jump shot from 14 ft (assist by D. Collison),,51,56
210,2,0:40.0,,Shooting foul by D. Collison (drawn by T. Duncan),51,56
211,2,0:40.0,,T. Duncan makes free throw 1 of 2,51,57
212,2,0:40.0,,T. Duncan makes free throw 2 of 2,51,58
213,2,0:33.0,R. Gay misses 2-pt jump shot from 16 ft,,51,58
214,2,0:32.0,,Defensive rebound by M. Bonner,51,58
215,2,0:14.0,,M. Bonner makes 3-pt jump shot from 24 ft (assist by T. Duncan),51,61
216,2,0:02.0,D. Collison misses 2-pt jump shot from 18 ft,,51,61
217,2,0:01.0,Offensive rebound by Team,,51,61
218,3,11:39.0,R. Hollins makes 2-pt layup from 1 ft (assist by B. McLemore),,53,61
219,3,11:15.0,,K. Leonard makes 3-pt jump shot from 22 ft (assist by T. Parker),53,64
220,3,10:55.0,D. Collison makes 3-pt jump shot from 24 ft (assist by R. Gay),,56,64
221,3,10:38.0,,B. Diaw misses 2-pt jump shot from 6 ft (block by R. Hollins),56,64
222,3,10:37.0,,Offensive rebound by T. Duncan,56,64
223,3,10:36.0,,T. Duncan makes 2-pt layup from 1 ft,56,66
224,3,10:24.0,Turnover by R. Hollins (lost ball; steal by K. Leonard),,56,66
225,3,10:20.0,,Shooting foul by B. McLemore (drawn by K. Leonard),56,66
226,3,10:20.0,,K. Leonard makes free throw 1 of 2,56,67
227,3,10:20.0,,K. Leonard misses free throw 2 of 2,56,67
228,3,10:20.0,Defensive rebound by J. Thompson,,56,67
229,3,10:12.0,B. McLemore makes 2-pt layup from 1 ft,,58,67
230,3,9:48.0,,T. Duncan makes 2-pt jump shot from 20 ft (assist by D. Green),58,69
231,3,9:31.0,Shooting foul by K. Leonard (drawn by R. Gay),,58,69
232,3,9:31.0,R. Gay makes free throw 1 of 2,,59,69
233,3,9:31.0,R. Gay misses free throw 2 of 2,,59,69
234,3,9:31.0,,Defensive rebound by K. Leonard,59,69
235,3,9:15.0,,D. Green makes 3-pt jump shot from 23 ft (assist by K. Leonard),59,72
236,3,9:15.0,Sacramento full timeout,,59,72
237,3,8:51.0,R. Hollins misses 2-pt jump shot from 16 ft,,59,72
238,3,8:50.0,,Defensive rebound by K. Leonard,59,72
239,3,8:43.0,,K. Leonard misses 2-pt jump shot from 10 ft,59,72
240,3,8:41.0,,Offensive rebound by Team,59,72
241,3,8:28.0,,Turnover by T. Parker (bad pass; steal by B. McLemore),59,72
242,3,8:25.0,B. McLemore makes 2-pt layup from 2 ft,,61,72
243,3,8:07.0,,Shooting foul by D. Collison (drawn by T. Parker),61,72
244,3,8:07.0,,T. Parker makes free throw 1 of 2,61,73
245,3,8:07.0,,T. Parker makes free throw 2 of 2,61,74
246,3,7:53.0,R. Hollins misses 2-pt layup from 2 ft (block by T. Duncan),,61,74
247,3,7:51.0,,Defensive rebound by D. Green,61,74
248,3,7:47.0,,T. Parker makes 2-pt layup from 1 ft,61,76
249,3,7:22.0,B. McLemore makes 2-pt jump shot from 22 ft (assist by R. Gay),,63,76
250,3,7:07.0,,T. Parker makes 2-pt jump shot from 18 ft (assist by D. Green),63,78
251,3,6:39.0,R. Gay makes 2-pt jump shot from 11 ft,,65,78
252,3,6:13.0,,T. Duncan misses 2-pt jump shot from 8 ft,65,78
253,3,6:12.0,Defensive rebound by J. Thompson,,65,78
254,3,6:04.0,D. Collison makes 2-pt jump shot from 20 ft,,67,78
255,3,5:37.0,,T. Duncan misses 2-pt jump shot from 9 ft (block by J. Thompson),67,78
256,3,5:37.0,,Offensive rebound by Team,67,78
257,3,5:37.0,,Turnover by Team (shot clock),67,78
258,3,5:37.0,,M. Bonner enters the game for B. Diaw,67,78
259,3,5:37.0,,M. Ginóbili enters the game for D. Green,67,78
260,3,5:20.0,R. Gay makes 2-pt jump shot from 10 ft,,69,78
261,3,5:02.0,,T. Duncan makes 2-pt jump shot from 6 ft (assist by T. Parker),69,80
262,3,4:46.0,D. Collison makes 2-pt jump shot from 17 ft,,71,80
263,3,4:28.0,,T. Duncan makes 2-pt jump shot from 7 ft (assist by M. Ginóbili),71,82
264,3,4:09.0,R. Gay misses 2-pt jump shot from 16 ft,,71,82
265,3,4:08.0,,Defensive rebound by M. Bonner,71,82
266,3,3:56.0,,M. Bonner makes 2-pt jump shot from 8 ft (assist by T. Duncan),71,84
267,3,3:56.0,Sacramento full timeout,,71,84
268,3,3:56.0,,C. Joseph enters the game for T. Parker,71,84
269,3,3:56.0,,A. Baynes enters the game for T. Duncan,71,84
270,3,3:56.0,D. Williams enters the game for J. Thompson,,71,84
271,3,3:42.0,B. McLemore makes 2-pt jump shot from 18 ft (assist by R. Gay),,73,84
272,3,3:22.0,,K. Leonard misses 2-pt jump shot from 5 ft,73,84
273,3,3:21.0,Defensive rebound by D. Williams,,73,84
274,3,3:07.0,D. Williams misses 2-pt jump shot from 7 ft (block by M. Bonner),,73,84
275,3,3:06.0,,Defensive rebound by C. Joseph,73,84
276,3,3:04.0,,Personal foul by R. Gay (drawn by C. Joseph),73,84
277,3,3:04.0,R. Sessions enters the game for D. Collison,,73,84
278,3,2:53.0,,A. Baynes makes 2-pt jump shot from 8 ft (assist by C. Joseph),73,86
279,3,2:33.0,R. Gay misses 2-pt jump shot from 9 ft,,73,86
280,3,2:32.0,,Defensive rebound by A. Baynes,73,86
281,3,2:13.0,,Turnover by M. Ginóbili (bad pass; steal by R. Sessions),73,86
282,3,2:07.0,R. Sessions misses 2-pt jump shot from 8 ft,,73,86
283,3,2:05.0,Offensive rebound by R. Hollins,,73,86
284,3,2:05.0,Personal foul by M. Bonner (drawn by R. Hollins),,73,86
285,3,2:05.0,C. Landry enters the game for R. Hollins,,73,86
286,3,1:56.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by R. Sessions),,76,86
287,3,1:41.0,,C. Joseph misses 2-pt jump shot from 15 ft,76,86
288,3,1:40.0,Defensive rebound by C. Landry,,76,86
289,3,1:21.0,R. Gay misses 2-pt jump shot from 6 ft,,76,86
290,3,1:20.0,,Defensive rebound by M. Bonner,76,86
291,3,1:05.0,,K. Leonard misses 2-pt jump shot from 9 ft,76,86
292,3,1:04.0,Defensive rebound by D. Williams,,76,86
293,3,0:55.0,D. Williams makes 2-pt jump shot from 3 ft,,78,86
294,3,0:55.0,,San Antonio full timeout,78,86
295,3,0:54.0,O. Casspi enters the game for R. Gay,,78,86
296,3,0:54.0,,D. Green enters the game for K. Leonard,78,86
297,3,0:43.0,,M. Ginóbili makes 2-pt layup from 1 ft,78,88
298,3,0:28.0,C. Landry makes 2-pt jump shot from 17 ft (assist by R. Sessions),,80,88
299,3,0:11.0,,Personal foul by R. Sessions (drawn by M. Ginóbili),80,88
300,3,0:02.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,80,88
301,3,0:01.0,,Offensive rebound by C. Joseph,80,88
302,4,11:49.0,,D. Green misses 2-pt layup from 1 ft,80,88
303,4,11:48.0,Defensive rebound by C. Landry,,80,88
304,4,11:44.0,Turnover by B. McLemore (step out of bounds),,80,88
305,4,11:29.0,,C. Joseph makes 2-pt layup from 3 ft (assist by M. Ginóbili),80,90
306,4,11:16.0,Turnover by C. Landry (traveling),,80,90
307,4,10:58.0,,A. Baynes makes 2-pt dunk at rim (assist by M. Ginóbili),80,92
308,4,10:46.0,,M. Belinelli enters the game for M. Ginóbili,80,92
309,4,10:46.0,,T. Parker enters the game for C. Joseph,80,92
310,4,10:36.0,D. Williams misses 3-pt jump shot from 24 ft,,80,92
311,4,10:36.0,Offensive rebound by O. Casspi,,80,92
312,4,10:21.0,Shooting block foul by D. Green (drawn by O. Casspi),,80,92
313,4,10:21.0,O. Casspi makes free throw 1 of 2,,81,92
314,4,10:21.0,O. Casspi makes free throw 2 of 2,,82,92
315,4,10:00.0,,M. Bonner misses 2-pt jump shot from 6 ft,82,92
316,4,9:59.0,Defensive rebound by C. Landry,,82,92
317,4,9:56.0,,Violation by D. Green (def goaltending),82,92
318,4,9:56.0,R. Sessions makes 2-pt layup from 2 ft,,84,92
319,4,9:39.0,,T. Parker misses 2-pt jump shot from 6 ft,84,92
320,4,9:37.0,Defensive rebound by B. McLemore,,84,92
321,4,9:33.0,R. Sessions misses 2-pt layup from 1 ft,,84,92
322,4,9:32.0,,Defensive rebound by M. Bonner,84,92
323,4,9:28.0,,Shooting block foul by B. McLemore (drawn by T. Parker),84,92
324,4,9:28.0,,T. Parker makes free throw 1 of 2,84,93
325,4,9:28.0,,K. Leonard enters the game for D. Green,84,93
326,4,9:28.0,,B. Diaw enters the game for M. Bonner,84,93
327,4,9:28.0,,T. Parker makes free throw 2 of 2,84,94
328,4,9:16.0,C. Landry misses 2-pt jump shot from 17 ft,,84,94
329,4,9:15.0,Offensive rebound by D. Williams,,84,94
330,4,9:04.0,O. Casspi misses 2-pt jump shot from 6 ft (block by K. Leonard),,84,94
331,4,9:03.0,,Defensive rebound by A. Baynes,84,94
332,4,9:01.0,,Personal foul by R. Sessions (drawn by T. Parker),84,94
333,4,8:48.0,,A. Baynes makes 2-pt layup at rim,84,96
334,4,8:35.0,O. Casspi makes 2-pt dunk at rim (assist by R. Sessions),,86,96
335,4,8:15.0,,K. Leonard makes 2-pt layup from 1 ft (assist by B. Diaw),86,98
336,4,8:15.0,Sacramento full timeout,,86,98
337,4,8:15.0,D. Collison enters the game for R. Sessions,,86,98
338,4,8:15.0,R. Gay enters the game for O. Casspi,,86,98
339,4,7:55.0,C. Landry misses 2-pt layup from 1 ft,,86,98
340,4,7:54.0,,Defensive rebound by M. Belinelli,86,98
341,4,7:33.0,,B. Diaw misses 2-pt layup at rim,86,98
342,4,7:31.0,Defensive rebound by R. Gay,,86,98
343,4,7:27.0,D. Williams misses 2-pt layup from 1 ft,,86,98
344,4,7:25.0,,Defensive rebound by K. Leonard,86,98
345,4,7:20.0,,M. Belinelli misses 3-pt jump shot from 25 ft,86,98
346,4,7:19.0,Defensive rebound by D. Collison,,86,98
347,4,7:18.0,Turnover by D. Collison (bad pass; steal by K. Leonard),,86,98
348,4,7:17.0,,Personal block foul by D. Collison (drawn by K. Leonard),86,98
349,4,7:17.0,,T. Duncan enters the game for A. Baynes,86,98
350,4,7:17.0,J. Thompson enters the game for D. Williams,,86,98
351,4,7:06.0,,B. Diaw makes 2-pt layup from 1 ft (assist by T. Parker),86,100
352,4,6:45.0,Shooting foul by K. Leonard (drawn by R. Gay),,86,100
353,4,6:45.0,R. Gay makes free throw 1 of 2,,87,100
354,4,6:45.0,R. Gay makes free throw 2 of 2,,88,100
355,4,6:33.0,,T. Parker misses 2-pt jump shot from 19 ft,88,100
356,4,6:32.0,Defensive rebound by R. Gay,,88,100
357,4,6:24.0,R. Gay misses 3-pt jump shot from 26 ft,,88,100
358,4,6:23.0,Offensive rebound by Team,,88,100
359,4,6:20.0,Turnover by D. Collison (lost ball; steal by T. Parker),,88,100
360,4,6:17.0,,T. Parker makes 2-pt layup from 1 ft,88,102
361,4,5:57.0,Turnover by B. McLemore (bad pass; steal by T. Duncan),,88,102
362,4,5:44.0,,Personal foul by J. Thompson (drawn by T. Duncan),88,102
363,4,5:44.0,Official timeout,,88,102
364,4,5:37.0,,M. Belinelli misses 2-pt jump shot from 18 ft,88,102
365,4,5:36.0,Defensive rebound by R. Gay,,88,102
366,4,5:16.0,R. Gay makes 3-pt jump shot from 25 ft,,91,102
367,4,4:58.0,,K. Leonard misses 3-pt jump shot from 25 ft,91,102
368,4,4:57.0,Defensive rebound by C. Landry,,91,102
369,4,4:39.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by R. Gay),,94,102
370,4,4:24.0,,T. Parker misses 2-pt jump shot from 16 ft,94,102
371,4,4:23.0,Defensive rebound by J. Thompson,,94,102
372,4,4:09.0,R. Gay misses 2-pt layup from 2 ft,,94,102
373,4,4:08.0,,Defensive rebound by T. Duncan,94,102
374,4,3:58.0,,T. Parker makes 2-pt jump shot from 3 ft (assist by K. Leonard),94,104
375,4,3:49.0,D. Collison misses 2-pt layup from 2 ft,,94,104
376,4,3:48.0,,Defensive rebound by T. Duncan,94,104
377,4,3:41.0,,M. Belinelli misses 3-pt jump shot from 23 ft,94,104
378,4,3:39.0,Defensive rebound by J. Thompson,,94,104
379,4,3:30.0,Personal foul by T. Duncan (drawn by C. Landry),,94,104
380,4,3:30.0,,M. Ginóbili enters the game for M. Belinelli,94,104
381,4,3:21.0,C. Landry misses 2-pt jump shot from 21 ft,,94,104
382,4,3:19.0,,Defensive rebound by M. Ginóbili,94,104
