,QUARTER,TIME_REMAINING,DETROIT_ACTION,BROOKLYN_ACTION,DETROIT_SCORE,BROOKLYN_SCORE
0,1,11:40.0,B. Jennings misses 2-pt jump shot from 21 ft,,0,0
1,1,11:39.0,,Defensive rebound by J. Johnson,0,0
2,1,11:27.0,,Turnover by J. Johnson (bad pass),0,0
3,1,11:14.0,K. Singler misses 3-pt jump shot from 25 ft,,0,0
4,1,11:13.0,Offensive rebound by A. Drummond,,0,0
5,1,11:12.0,A. Drummond misses 2-pt layup from 1 ft,,0,0
6,1,11:11.0,,Defensive rebound by M. Plumlee,0,0
7,1,10:45.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by M. Plumlee),0,3
8,1,10:32.0,J. Smith misses 2-pt jump shot from 21 ft,,0,3
9,1,10:31.0,,Defensive rebound by K. Garnett,0,3
10,1,10:21.0,,K. Garnett makes 2-pt jump shot from 20 ft (assist by J. Johnson),0,5
11,1,10:01.0,K. Singler misses 2-pt layup from 3 ft (block by M. Plumlee),,0,5
12,1,10:00.0,Offensive rebound by A. Drummond,,0,5
13,1,9:58.0,Shooting foul by K. Garnett (drawn by A. Drummond),,0,5
14,1,9:58.0,A. Drummond misses free throw 1 of 2,,0,5
15,1,9:58.0,Offensive rebound by Team,,0,5
16,1,9:58.0,A. Drummond makes free throw 2 of 2,,1,5
17,1,9:40.0,,M. Plumlee makes 2-pt dunk at rim (assist by K. Garnett),1,7
18,1,9:23.0,J. Smith makes 2-pt jump shot from 5 ft (assist by B. Jennings),,3,7
19,1,8:59.0,,J. Jack makes 2-pt jump shot from 10 ft (assist by K. Garnett),3,9
20,1,8:45.0,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by B. Jennings),,6,9
21,1,8:25.0,,S. Karasev makes 3-pt jump shot from 24 ft (assist by J. Johnson),6,12
22,1,8:09.0,Shooting foul by M. Plumlee (drawn by A. Drummond),,6,12
23,1,8:09.0,A. Drummond misses free throw 1 of 2,,6,12
24,1,8:09.0,Offensive rebound by Team,,6,12
25,1,8:09.0,A. Drummond misses free throw 2 of 2,,6,12
26,1,8:08.0,,Defensive rebound by K. Garnett,6,12
27,1,7:48.0,,K. Garnett makes 2-pt jump shot from 19 ft (assist by J. Jack),6,14
28,1,7:44.0,Detroit full timeout,,6,14
29,1,7:33.0,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,,6,14
30,1,7:32.0,Offensive rebound by A. Drummond,,6,14
31,1,7:31.0,A. Drummond misses 2-pt tip-in at rim,,6,14
32,1,7:30.0,,Defensive rebound by M. Plumlee,6,14
33,1,7:17.0,,J. Jack misses 3-pt jump shot from 24 ft,6,14
34,1,7:16.0,Defensive rebound by A. Drummond,,6,14
35,1,7:10.0,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by J. Smith),,9,14
36,1,6:45.0,,M. Plumlee misses 2-pt hook shot from 3 ft (block by A. Drummond),9,14
37,1,6:44.0,,Offensive rebound by J. Johnson,9,14
38,1,6:41.0,,K. Garnett misses 2-pt jump shot from 19 ft,9,14
39,1,6:40.0,Defensive rebound by Team,,9,14
40,1,6:40.0,,Loose ball foul by J. Johnson (drawn by K. Singler),9,14
41,1,6:20.0,J. Smith makes 2-pt jump shot from 22 ft (assist by B. Jennings),,11,14
42,1,6:09.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by J. Jack),11,16
43,1,5:51.0,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,,11,16
44,1,5:50.0,,Defensive rebound by K. Garnett,11,16
45,1,5:42.0,,M. Teletović enters the game for K. Garnett,11,16
46,1,5:31.0,,J. Johnson makes 2-pt jump shot from 17 ft,11,18
47,1,5:17.0,J. Smith makes 2-pt layup from 1 ft,,13,18
48,1,5:06.0,,J. Johnson misses 3-pt jump shot from 23 ft,13,18
49,1,5:05.0,Defensive rebound by J. Smith,,13,18
50,1,4:58.0,Turnover by J. Smith (lost ball; steal by J. Jack),,13,18
51,1,4:52.0,,M. Teletović makes 2-pt jump shot from 15 ft (assist by J. Jack),13,20
52,1,4:30.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,13,20
53,1,4:29.0,,Defensive rebound by M. Plumlee,13,20
54,1,4:12.0,,Shooting foul by K. Caldwell-Pope (drawn by S. Karasev),13,20
55,1,4:12.0,,S. Karasev makes free throw 1 of 2,13,21
56,1,4:12.0,G. Monroe enters the game for A. Drummond,,13,21
57,1,4:12.0,,A. Anderson enters the game for J. Johnson,13,21
58,1,4:12.0,C. Butler enters the game for K. Singler,,13,21
59,1,4:12.0,,S. Karasev makes free throw 2 of 2,13,22
60,1,3:54.0,G. Monroe misses 2-pt hook shot from 5 ft,,13,22
61,1,3:53.0,,Defensive rebound by M. Plumlee,13,22
62,1,3:44.0,,J. Jack misses 2-pt jump shot from 6 ft,13,22
63,1,3:43.0,Defensive rebound by G. Monroe,,13,22
64,1,3:25.0,C. Butler misses 3-pt jump shot from 24 ft,,13,22
65,1,3:24.0,,Defensive rebound by M. Teletović,13,22
66,1,3:09.0,,J. Jack makes 2-pt jump shot from 14 ft,13,24
67,1,2:57.0,B. Jennings misses 3-pt jump shot from 24 ft,,13,24
68,1,2:56.0,,Defensive rebound by M. Plumlee,13,24
69,1,2:41.0,,A. Anderson misses 3-pt jump shot from 23 ft,13,24
70,1,2:40.0,Defensive rebound by G. Monroe,,13,24
71,1,2:31.0,G. Monroe makes 2-pt layup at rim (assist by B. Jennings),,15,24
72,1,2:25.0,,Brooklyn full timeout,15,24
73,1,2:25.0,D. Augustin enters the game for B. Jennings,,15,24
74,1,2:25.0,J. Meeks enters the game for K. Caldwell-Pope,,15,24
