,QUARTER,TIME_REMAINING,TORONTO_ACTION,MIAMI_ACTION,TORONTO_SCORE,MIAMI_SCORE
74,1,3:05.0,Loose ball foul by T. Hansbrough (drawn by H. Whiteside),,17,19
75,1,2:57.0,,L. Deng makes 2-pt jump shot from 17 ft (assist by G. Dragić),17,21
76,1,2:41.0,D. DeRozan makes 2-pt jump shot from 16 ft,,19,21
77,1,2:24.0,,L. Deng misses 3-pt jump shot from 24 ft,19,21
78,1,2:23.0,Defensive rebound by G. Vásquez,,19,21
79,1,2:11.0,Turnover by D. DeRozan (lost ball; steal by M. Chalmers),,19,21
80,1,2:07.0,,G. Dragić makes 2-pt layup from 1 ft,19,23
81,1,1:49.0,L. Williams misses 2-pt jump shot from 20 ft,,19,23
82,1,1:48.0,,Defensive rebound by L. Deng,19,23
83,1,1:42.0,,G. Dragić makes 2-pt layup from 2 ft,19,25
84,1,1:35.0,Toronto full timeout,,19,25
85,1,1:35.0,,Miami full timeout,19,25
86,1,1:35.0,C. Hayes enters the game for T. Hansbrough,,19,25
87,1,1:35.0,K. Lowry enters the game for D. DeRozan,,19,25
88,1,1:24.0,,Violation by L. Deng (kicked ball),19,25
89,1,1:20.0,K. Lowry makes 2-pt layup at rim (assist by C. Hayes),,21,25
90,1,1:20.0,Shooting foul by G. Dragić (drawn by K. Lowry),,21,25
91,1,1:20.0,K. Lowry makes free throw 1 of 1,,22,25
92,1,1:00.0,,L. Deng misses 3-pt jump shot from 24 ft,22,25
93,1,1:00.0,,Offensive rebound by H. Whiteside,22,25
94,1,1:00.0,,Shooting foul by C. Hayes (drawn by H. Whiteside),22,25
95,1,1:00.0,,H. Whiteside makes free throw 1 of 2,22,26
96,1,1:00.0,,T. Johnson enters the game for G. Dragić,22,26
97,1,1:00.0,,H. Whiteside misses free throw 2 of 2,22,26
98,1,0:59.0,Defensive rebound by P. Patterson,,22,26
99,1,0:47.0,K. Lowry misses 2-pt layup from 1 ft,,22,26
100,1,0:46.0,Offensive rebound by C. Hayes,,22,26
101,1,0:44.0,C. Hayes misses 2-pt jump shot from 4 ft (block by H. Whiteside),,22,26
102,1,0:43.0,,Defensive rebound by L. Deng,22,26
103,1,0:38.0,,T. Johnson misses 2-pt layup at rim,22,26
104,1,0:36.0,,Offensive rebound by L. Deng,22,26
105,1,0:36.0,,L. Deng makes 2-pt dunk at rim,22,28
106,1,0:30.0,C. Hayes makes 2-pt jump shot from 7 ft (assist by L. Williams),,24,28
107,1,0:12.0,,Shooting foul by P. Patterson (drawn by M. Chalmers),24,28
108,1,0:12.0,,M. Chalmers misses free throw 1 of 2,24,28
109,1,0:12.0,,Offensive rebound by Team,24,28
110,1,0:12.0,,M. Beasley enters the game for L. Deng,24,28
111,1,0:12.0,,M. Chalmers makes free throw 2 of 2,24,29
112,1,0:02.0,L. Williams makes 3-pt jump shot from 25 ft,,27,29
113,2,11:35.0,,M. Beasley makes 2-pt jump shot from 13 ft (assist by M. Chalmers),27,31
114,2,11:16.0,L. Williams makes 2-pt jump shot from 16 ft,,29,31
115,2,10:58.0,,M. Beasley makes 2-pt hook shot from 6 ft,29,33
116,2,10:41.0,K. Lowry misses 3-pt jump shot from 24 ft,,29,33
117,2,10:40.0,,Defensive rebound by Team,29,33
118,2,10:25.0,,M. Chalmers misses 2-pt jump shot from 3 ft,29,33
119,2,10:24.0,Defensive rebound by C. Hayes,,29,33
120,2,10:21.0,Personal foul by M. Chalmers (drawn by K. Lowry),,29,33
121,2,10:14.0,Shooting foul by M. Chalmers (drawn by L. Williams),,29,33
122,2,10:14.0,L. Williams makes free throw 1 of 3,,30,33
123,2,10:14.0,L. Williams makes free throw 2 of 3,,31,33
124,2,10:14.0,L. Williams makes free throw 3 of 3,,32,33
125,2,10:02.0,,C. Andersen misses 2-pt layup from 1 ft (block by C. Hayes),32,33
126,2,10:01.0,,Offensive rebound by Team,32,33
127,2,9:54.0,,Personal foul by G. Vásquez (drawn by M. Chalmers),32,33
128,2,9:44.0,,Shooting block foul by C. Hayes (drawn by T. Johnson),32,33
129,2,9:44.0,,T. Johnson makes free throw 1 of 2,32,34
130,2,9:44.0,,T. Johnson misses free throw 2 of 2,32,34
131,2,9:42.0,Defensive rebound by K. Lowry,,32,34
132,2,9:30.0,G. Vásquez makes 2-pt jump shot from 16 ft,,34,34
133,2,9:11.0,,M. Beasley misses 2-pt jump shot from 17 ft,34,34
134,2,9:10.0,Defensive rebound by K. Lowry,,34,34
135,2,9:04.0,G. Vásquez misses 3-pt jump shot from 24 ft,,34,34
136,2,9:03.0,,Defensive rebound by C. Andersen,34,34
137,2,8:57.0,,M. Chalmers makes 2-pt layup from 1 ft,34,36
138,2,8:44.0,L. Williams makes 2-pt jump shot from 19 ft,,36,36
139,2,8:38.0,,Shooting foul by G. Vásquez (drawn by M. Chalmers),36,36
140,2,8:38.0,Official timeout,,36,36
141,2,8:38.0,J. Johnson enters the game for P. Patterson,,36,36
142,2,8:38.0,D. DeRozan enters the game for G. Vásquez,,36,36
143,2,8:38.0,,M. Chalmers makes free throw 1 of 2,36,37
144,2,8:38.0,,M. Chalmers makes free throw 2 of 2,36,38
145,2,8:26.0,L. Williams misses 3-pt jump shot from 25 ft,,36,38
146,2,8:25.0,,Defensive rebound by C. Andersen,36,38
147,2,8:15.0,,C. Andersen makes 2-pt dunk at rim (assist by M. Chalmers),36,40
148,2,7:58.0,K. Lowry misses 3-pt jump shot from 24 ft,,36,40
149,2,7:57.0,,Defensive rebound by M. Beasley,36,40
150,2,7:53.0,,Personal block foul by L. Williams (drawn by C. Andersen),36,40
151,2,7:53.0,,D. Wade enters the game for J. Ennis,36,40
152,2,7:46.0,,M. Chalmers misses 3-pt jump shot from 24 ft,36,40
153,2,7:45.0,Defensive rebound by C. Hayes,,36,40
154,2,7:39.0,Personal foul by T. Johnson (drawn by C. Hayes),,36,40
155,2,7:28.0,Turnover by K. Lowry (bad pass),,36,40
156,2,7:15.0,,Turnover by M. Chalmers (bad pass; steal by K. Lowry),36,40
157,2,7:10.0,L. Williams makes 2-pt layup at rim (assist by J. Johnson),,38,40
158,2,6:54.0,,Shooting foul by J. Johnson (drawn by C. Andersen),38,40
159,2,6:54.0,,C. Andersen misses free throw 1 of 2,38,40
160,2,6:54.0,,Offensive rebound by Team,38,40
161,2,6:54.0,T. Hansbrough enters the game for C. Hayes,,38,40
162,2,6:54.0,,G. Dragić enters the game for M. Chalmers,38,40
163,2,6:54.0,,L. Deng enters the game for M. Beasley,38,40
164,2,6:54.0,G. Vásquez enters the game for K. Lowry,,38,40
165,2,6:54.0,,C. Andersen makes free throw 2 of 2,38,41
166,2,6:40.0,Turnover by J. Johnson (lost ball),,38,41
167,2,6:39.0,,H. Whiteside enters the game for C. Andersen,38,41
168,2,6:27.0,,Turnover by G. Dragić (bad pass; steal by D. DeRozan),38,41
169,2,6:19.0,L. Williams makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,41,41
170,2,6:19.0,,Miami full timeout,41,41
171,2,6:08.0,,G. Dragić misses 2-pt layup from 1 ft,41,41
172,2,6:07.0,,Offensive rebound by H. Whiteside,41,41
173,2,6:06.0,,H. Whiteside makes 2-pt tip-in at rim,41,43
174,2,5:48.0,T. Hansbrough misses 2-pt jump shot from 10 ft,,41,43
175,2,5:47.0,Offensive rebound by J. Johnson,,41,43
176,2,5:43.0,G. Vásquez misses 2-pt jump shot from 14 ft,,41,43
177,2,5:42.0,Offensive rebound by T. Hansbrough,,41,43
178,2,5:42.0,Personal foul by D. Wade (drawn by T. Hansbrough),,41,43
179,2,5:42.0,T. Hansbrough misses free throw 1 of 2,,41,43
180,2,5:42.0,Offensive rebound by Team,,41,43
181,2,5:42.0,T. Hansbrough makes free throw 2 of 2,,42,43
182,2,5:32.0,,Shooting block foul by D. DeRozan (drawn by D. Wade),42,43
183,2,5:32.0,,D. Wade makes free throw 1 of 2,42,44
184,2,5:32.0,,D. Wade misses free throw 2 of 2,42,44
185,2,5:31.0,,Offensive rebound by H. Whiteside,42,44
186,2,5:26.0,,H. Whiteside misses 2-pt jump shot from 8 ft,42,44
187,2,5:25.0,Defensive rebound by J. Johnson,,42,44
188,2,5:10.0,D. DeRozan misses 2-pt layup from 1 ft (block by H. Whiteside),,42,44
189,2,5:09.0,,Defensive rebound by H. Whiteside,42,44
190,2,5:01.0,,G. Dragić misses 3-pt jump shot from 23 ft,42,44
191,2,5:00.0,,Offensive rebound by H. Whiteside,42,44
192,2,5:00.0,,Personal foul by D. DeRozan (drawn by H. Whiteside),42,44
193,2,5:00.0,,H. Whiteside makes free throw 1 of 2,42,45
194,2,5:00.0,J. Valančiūnas enters the game for J. Johnson,,42,45
195,2,5:00.0,,H. Whiteside makes free throw 2 of 2,42,46
196,2,4:52.0,Personal foul by T. Johnson (drawn by D. DeRozan),,42,46
197,2,4:52.0,D. DeRozan misses free throw 1 of 2,,42,46
198,2,4:52.0,Offensive rebound by Team,,42,46
199,2,4:52.0,D. DeRozan makes free throw 2 of 2,,43,46
200,2,4:39.0,,D. Wade misses 2-pt jump shot from 17 ft,43,46
201,2,4:38.0,Defensive rebound by T. Hansbrough,,43,46
202,2,4:29.0,Shooting foul by G. Dragić (drawn by L. Williams),,43,46
203,2,4:29.0,L. Williams makes free throw 1 of 2,,44,46
204,2,4:29.0,L. Williams makes free throw 2 of 2,,45,46
205,2,4:16.0,,D. Wade makes 2-pt jump shot from 5 ft,45,48
206,2,3:49.0,D. DeRozan makes 2-pt jump shot from 19 ft,,47,48
207,2,3:34.0,,G. Dragić misses 2-pt jump shot from 4 ft,47,48
208,2,3:33.0,,Offensive rebound by H. Whiteside,47,48
209,2,3:31.0,,H. Whiteside makes 2-pt hook shot from 3 ft,47,50
210,2,3:16.0,Shooting foul by T. Johnson (drawn by D. DeRozan),,47,50
211,2,3:16.0,D. DeRozan makes free throw 1 of 2,,48,50
212,2,3:16.0,T. Ross enters the game for L. Williams,,48,50
213,2,3:16.0,,J. Ennis enters the game for T. Johnson,48,50
214,2,3:16.0,D. DeRozan makes free throw 2 of 2,,49,50
215,2,2:59.0,,J. Ennis misses 3-pt jump shot from 23 ft,49,50
216,2,2:58.0,Defensive rebound by T. Ross,,49,50
217,2,2:49.0,G. Vásquez makes 2-pt jump shot from 5 ft,,51,50
218,2,2:34.0,,D. Wade misses 2-pt jump shot from 7 ft (block by T. Ross),51,50
219,2,2:33.0,,Offensive rebound by D. Wade,51,50
220,2,2:25.0,,H. Whiteside makes 2-pt jump shot from 7 ft,51,52
221,2,2:08.0,Personal foul by H. Whiteside (drawn by J. Valančiūnas),,51,52
222,2,2:08.0,Toronto full timeout,,51,52
223,2,2:08.0,P. Patterson enters the game for T. Hansbrough,,51,52
224,2,2:08.0,J. Valančiūnas misses free throw 1 of 2,,51,52
225,2,2:08.0,Offensive rebound by Team,,51,52
226,2,2:08.0,J. Valančiūnas misses free throw 2 of 2,,51,52
227,2,2:07.0,,Defensive rebound by H. Whiteside,51,52
228,2,1:51.0,,D. Wade makes 2-pt dunk at rim (assist by L. Deng),51,54
229,2,1:31.0,D. DeRozan misses 2-pt jump shot from 14 ft,,51,54
230,2,1:30.0,,Defensive rebound by G. Dragić,51,54
231,2,1:15.0,,Shooting foul by J. Valančiūnas (drawn by H. Whiteside),51,54
232,2,1:15.0,,H. Whiteside misses free throw 1 of 2,51,54
233,2,1:15.0,,Offensive rebound by Team,51,54
234,2,1:15.0,,M. Chalmers enters the game for D. Wade,51,54
235,2,1:15.0,T. Hansbrough enters the game for J. Valančiūnas,,51,54
236,2,1:15.0,,H. Whiteside misses free throw 2 of 2,51,54
237,2,1:14.0,Defensive rebound by G. Vásquez,,51,54
238,2,1:00.0,T. Ross misses 3-pt jump shot from 24 ft,,51,54
239,2,0:59.0,Offensive rebound by P. Patterson,,51,54
240,2,0:59.0,Shooting foul by J. Ennis (drawn by P. Patterson),,51,54
241,2,0:59.0,P. Patterson misses free throw 1 of 2,,51,54
242,2,0:59.0,Offensive rebound by Team,,51,54
243,2,0:59.0,,D. Wade enters the game for J. Ennis,51,54
244,2,0:59.0,P. Patterson makes free throw 2 of 2,,52,54
245,2,0:47.0,,D. Wade makes 2-pt layup at rim,52,56
246,2,0:39.0,Shooting foul by D. Wade (drawn by D. DeRozan),,52,56
247,2,0:39.0,D. DeRozan makes free throw 1 of 2,,53,56
248,2,0:39.0,,J. Ennis enters the game for D. Wade,53,56
249,2,0:39.0,L. Williams enters the game for G. Vásquez,,53,56
250,2,0:39.0,D. DeRozan misses free throw 2 of 2,,53,56
251,2,0:39.0,Offensive rebound by T. Hansbrough,,53,56
252,2,0:33.0,L. Williams makes 3-pt jump shot from 26 ft (assist by T. Hansbrough),,56,56
253,2,0:15.0,,L. Deng makes 2-pt dunk at rim (assist by G. Dragić),56,58
254,2,0:02.0,Shooting foul by J. Ennis (drawn by D. DeRozan),,56,58
255,2,0:02.0,D. DeRozan makes free throw 1 of 2,,57,58
256,2,0:02.0,D. DeRozan makes free throw 2 of 2,,58,58
257,2,0:01.0,,M. Chalmers misses 3-pt jump shot from 65 ft,58,58
258,2,0:00.0,,Offensive rebound by Team,58,58
259,3,11:41.0,,Shooting foul by T. Hansbrough (drawn by D. Wade),58,58
260,3,11:41.0,,D. Wade makes free throw 1 of 2,58,59
261,3,11:41.0,,D. Wade makes free throw 2 of 2,58,60
262,3,11:29.0,K. Lowry misses 3-pt jump shot from 24 ft,,58,60
263,3,11:28.0,Offensive rebound by J. Valančiūnas,,58,60
264,3,11:17.0,T. Hansbrough misses 2-pt layup from 1 ft,,58,60
265,3,11:16.0,,Defensive rebound by U. Haslem,58,60
266,3,10:59.0,,H. Whiteside makes 2-pt hook shot from 5 ft (assist by D. Wade),58,62
267,3,10:44.0,,Violation by H. Whiteside (def goaltending),58,62
268,3,10:44.0,J. Valančiūnas makes 2-pt jump shot from 3 ft (assist by D. DeRozan),,60,62
269,3,10:26.0,,L. Deng makes 2-pt hook shot from 4 ft,60,64
270,3,10:17.0,K. Lowry misses 2-pt jump shot from 8 ft (block by H. Whiteside),,60,64
271,3,10:15.0,Offensive rebound by T. Hansbrough,,60,64
272,3,10:11.0,K. Lowry makes 2-pt layup from 1 ft,,62,64
273,3,9:47.0,,Turnover by H. Whiteside (lost ball; steal by D. DeRozan),62,64
274,3,9:42.0,T. Ross makes 2-pt dunk at rim,,64,64
275,3,9:22.0,,Personal foul by T. Ross (drawn by D. Wade),64,64
276,3,9:12.0,,D. Wade misses 2-pt jump shot from 14 ft,64,64
277,3,9:11.0,,Offensive rebound by Team,64,64
278,3,9:11.0,Loose ball foul by J. Valančiūnas (drawn by H. Whiteside),,64,64
279,3,9:11.0,P. Patterson enters the game for J. Valančiūnas,,64,64
280,3,9:03.0,,Shooting foul by D. DeRozan (drawn by H. Whiteside),64,64
281,3,9:03.0,,H. Whiteside misses free throw 1 of 2,64,64
282,3,9:03.0,,Offensive rebound by Team,64,64
283,3,9:03.0,,H. Whiteside misses free throw 2 of 2,64,64
284,3,9:02.0,Defensive rebound by T. Hansbrough,,64,64
285,3,8:42.0,D. DeRozan misses 2-pt jump shot from 14 ft,,64,64
286,3,8:41.0,Offensive rebound by T. Ross,,64,64
287,3,8:37.0,T. Ross misses 2-pt layup from 1 ft (block by H. Whiteside),,64,64
288,3,8:36.0,Offensive rebound by T. Ross,,64,64
289,3,8:35.0,T. Ross misses 2-pt tip-in at rim,,64,64
290,3,8:34.0,Offensive rebound by T. Ross,,64,64
291,3,8:27.0,K. Lowry misses 3-pt jump shot from 24 ft,,64,64
292,3,8:26.0,,Defensive rebound by H. Whiteside,64,64
293,3,8:13.0,,D. Wade misses 2-pt jump shot from 4 ft,64,64
294,3,8:12.0,,Offensive rebound by D. Wade,64,64
295,3,8:01.0,,D. Wade makes 2-pt jump shot from 9 ft,64,66
296,3,7:49.0,Personal block foul by U. Haslem (drawn by P. Patterson),,64,66
297,3,7:39.0,D. DeRozan makes 2-pt jump shot from 13 ft,,66,66
298,3,7:17.0,,L. Deng misses 2-pt jump shot from 18 ft,66,66
299,3,7:16.0,Defensive rebound by T. Ross,,66,66
300,3,7:10.0,T. Ross makes 2-pt layup at rim,,68,66
301,3,6:51.0,,D. Wade makes 2-pt layup from 2 ft,68,68
302,3,6:51.0,,Shooting foul by T. Ross (drawn by D. Wade),68,68
303,3,6:51.0,,D. Wade makes free throw 1 of 1,68,69
304,3,6:39.0,D. DeRozan misses 2-pt jump shot from 12 ft,,68,69
305,3,6:38.0,,Defensive rebound by H. Whiteside,68,69
306,3,6:21.0,,G. Dragić makes 3-pt jump shot from 24 ft (assist by D. Wade),68,72
307,3,6:01.0,T. Ross misses 2-pt layup from 2 ft (block by D. Wade),,68,72
308,3,6:00.0,,Defensive rebound by U. Haslem,68,72
309,3,5:58.0,,G. Dragić makes 2-pt layup at rim,68,74
310,3,5:58.0,,Shooting foul by K. Lowry (drawn by G. Dragić),68,74
311,3,5:58.0,,Miami full timeout,68,74
312,3,5:58.0,L. Williams enters the game for T. Ross,,68,74
313,3,5:58.0,,G. Dragić makes free throw 1 of 1,68,75
314,3,5:39.0,K. Lowry makes 2-pt jump shot from 9 ft,,70,75
315,3,5:18.0,,Shooting foul by P. Patterson (drawn by H. Whiteside),70,75
316,3,5:18.0,,H. Whiteside misses free throw 1 of 2,70,75
317,3,5:18.0,,Offensive rebound by Team,70,75
318,3,5:18.0,,H. Whiteside misses free throw 2 of 2,70,75
319,3,5:17.0,Defensive rebound by D. DeRozan,,70,75
320,3,5:04.0,Shooting foul by H. Whiteside (drawn by K. Lowry),,70,75
321,3,5:04.0,K. Lowry makes free throw 1 of 2,,71,75
322,3,5:04.0,K. Lowry makes free throw 2 of 2,,72,75
323,3,4:52.0,,D. Wade makes 2-pt layup from 1 ft,72,77
324,3,4:47.0,Shooting foul by G. Dragić (drawn by L. Williams),,72,77
325,3,4:47.0,L. Williams makes free throw 1 of 2,,73,77
326,3,4:47.0,L. Williams makes free throw 2 of 2,,74,77
327,3,4:38.0,,Personal foul by T. Hansbrough (drawn by D. Wade),74,77
328,3,4:38.0,,D. Wade makes free throw 1 of 2,74,78
329,3,4:38.0,,D. Wade makes free throw 2 of 2,74,79
330,3,4:19.0,L. Williams misses 3-pt jump shot from 23 ft,,74,79
331,3,4:18.0,,Defensive rebound by U. Haslem,74,79
332,3,3:57.0,,G. Dragić misses 3-pt jump shot from 23 ft,74,79
333,3,3:56.0,Defensive rebound by T. Hansbrough,,74,79
334,3,3:35.0,D. DeRozan misses 2-pt jump shot from 9 ft,,74,79
335,3,3:34.0,Offensive rebound by T. Hansbrough,,74,79
336,3,3:26.0,L. Williams makes 2-pt layup from 1 ft,,76,79
337,3,2:57.0,,Shooting foul by K. Lowry (drawn by G. Dragić),76,79
338,3,2:57.0,Toronto full timeout,,76,79
339,3,2:57.0,G. Vásquez enters the game for K. Lowry,,76,79
340,3,2:57.0,,M. Chalmers enters the game for U. Haslem,76,79
341,3,2:57.0,,J. Ennis enters the game for D. Wade,76,79
342,3,2:57.0,,G. Dragić makes free throw 1 of 2,76,80
343,3,2:57.0,,G. Dragić makes free throw 2 of 2,76,81
344,3,2:37.0,D. DeRozan misses 2-pt jump shot from 19 ft,,76,81
345,3,2:36.0,,Defensive rebound by Team,76,81
346,3,2:36.0,J. Valančiūnas enters the game for T. Hansbrough,,76,81
347,3,2:18.0,,M. Chalmers misses 2-pt layup from 2 ft,76,81
348,3,2:17.0,Defensive rebound by D. DeRozan,,76,81
349,3,2:12.0,Turnover by D. DeRozan (bad pass; steal by H. Whiteside),,76,81
350,3,2:04.0,,Personal foul by J. Valančiūnas (drawn by H. Whiteside),76,81
351,3,2:04.0,,H. Whiteside misses free throw 1 of 2,76,81
352,3,2:04.0,,Offensive rebound by Team,76,81
353,3,2:04.0,,H. Whiteside misses free throw 2 of 2,76,81
354,3,2:03.0,Defensive rebound by J. Valančiūnas,,76,81
355,3,1:47.0,L. Williams misses 2-pt jump shot from 16 ft,,76,81
356,3,1:46.0,,Defensive rebound by G. Dragić,76,81
357,3,1:29.0,,L. Deng misses 2-pt jump shot from 12 ft,76,81
358,3,1:28.0,Defensive rebound by D. DeRozan,,76,81
359,3,1:09.0,,C. Andersen enters the game for H. Whiteside,76,81
360,3,1:04.0,G. Vásquez makes 3-pt jump shot from 25 ft (assist by P. Patterson),,79,81
361,3,0:46.0,,Turnover by M. Chalmers (bad pass; steal by D. DeRozan),79,81
362,3,0:40.0,Offensive foul by J. Valančiūnas (drawn by C. Andersen),,79,81
363,3,0:40.0,Turnover by J. Valančiūnas (offensive foul),,79,81
364,3,0:40.0,C. Hayes enters the game for J. Valančiūnas,,79,81
365,3,0:25.0,,L. Deng misses 2-pt jump shot from 10 ft,79,81
366,3,0:24.0,Defensive rebound by P. Patterson,,79,81
367,3,0:07.0,Turnover by D. DeRozan (lost ball; steal by M. Chalmers),,79,81
368,3,0:00.0,,M. Chalmers misses 2-pt jump shot from 20 ft,79,81
369,3,0:00.0,,Offensive rebound by Team,79,81
370,4,11:49.0,L. Williams misses 3-pt jump shot from 24 ft,,79,81
371,4,11:48.0,Offensive rebound by C. Hayes,,79,81
372,4,11:45.0,K. Lowry misses 3-pt jump shot from 24 ft,,79,81
373,4,11:44.0,,Defensive rebound by J. Ennis,79,81
374,4,11:27.0,,M. Beasley misses 2-pt jump shot from 17 ft,79,81
375,4,11:26.0,Defensive rebound by K. Lowry,,79,81
376,4,11:15.0,L. Williams misses 2-pt layup from 2 ft,,79,81
377,4,11:14.0,,Defensive rebound by Team,79,81
378,4,10:56.0,,C. Andersen misses 2-pt layup from 2 ft (block by K. Lowry),79,81
379,4,10:55.0,Defensive rebound by C. Hayes,,79,81
380,4,10:48.0,G. Vásquez misses 2-pt layup from 2 ft (block by C. Andersen),,79,81
381,4,10:47.0,,Defensive rebound by M. Beasley,79,81
382,4,10:35.0,,C. Andersen makes 3-pt jump shot from 23 ft (assist by M. Beasley),79,84
383,4,10:14.0,L. Williams misses 2-pt jump shot from 19 ft,,79,84
384,4,10:13.0,,Defensive rebound by C. Andersen,79,84
385,4,10:04.0,Loose ball foul by K. Lowry (drawn by C. Andersen),,79,84
386,4,10:02.0,Violation by G. Vásquez (kicked ball),,79,84
387,4,10:02.0,Technical foul by L. Williams,,79,84
388,4,10:02.0,,M. Chalmers misses technical free throw,79,84
