,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,SAN ANTONIO_ACTION,MILWAUKEE_SCORE,SAN ANTONIO_SCORE
27,1,7:54.0,Defensive rebound by Z. Pachulia,,6,10
28,1,7:45.0,Z. Pachulia misses 2-pt jump shot from 15 ft,,6,10
29,1,7:43.0,,Defensive rebound by Team,6,10
30,1,7:22.0,,D. Green misses 2-pt jump shot from 20 ft,6,10
31,1,7:21.0,Defensive rebound by G. Antetokounmpo,,6,10
32,1,7:10.0,Z. Pachulia misses 2-pt layup from 2 ft,,6,10
33,1,7:09.0,,Defensive rebound by M. Bonner,6,10
34,1,7:03.0,,T. Parker misses 2-pt layup from 2 ft,6,10
35,1,7:02.0,Defensive rebound by B. Knight,,6,10
36,1,6:57.0,B. Knight makes 2-pt layup from 2 ft,,8,10
37,1,6:30.0,,T. Duncan misses 2-pt layup from 1 ft (block by Z. Pachulia),8,10
38,1,6:29.0,,Offensive rebound by T. Duncan,8,10
39,1,6:28.0,,T. Duncan makes 2-pt layup from 2 ft,8,12
40,1,6:15.0,Turnover by B. Knight (bad pass),,8,12
41,1,6:15.0,,M. Ginóbili enters the game for C. Joseph,8,12
42,1,6:15.0,,K. Leonard enters the game for D. Green,8,12
43,1,6:00.0,,Turnover by T. Duncan (lost ball; steal by K. Middleton),8,12
44,1,5:55.0,K. Middleton makes 2-pt jump shot from 4 ft (assist by G. Antetokounmpo),,10,12
45,1,5:42.0,,Offensive foul by M. Ginóbili (drawn by E. İlyasova),10,12
46,1,5:42.0,,Turnover by M. Ginóbili (offensive foul),10,12
47,1,5:31.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by B. Knight),,13,12
48,1,5:12.0,,T. Parker misses 3-pt jump shot from 23 ft,13,12
49,1,5:11.0,Defensive rebound by G. Antetokounmpo,,13,12
50,1,5:04.0,,B. Diaw enters the game for M. Bonner,13,12
51,1,4:53.0,Z. Pachulia makes 2-pt layup from 1 ft,,15,12
52,1,4:46.0,,Personal foul by E. İlyasova (drawn by B. Diaw),15,12
53,1,4:46.0,,T. Splitter enters the game for T. Duncan,15,12
54,1,4:45.0,,Personal block foul by K. Middleton (drawn by M. Ginóbili),15,12
55,1,4:45.0,O. Mayo enters the game for K. Middleton,,15,12
56,1,4:45.0,J. Henson enters the game for Z. Pachulia,,15,12
57,1,4:37.0,,M. Ginóbili misses 2-pt layup from 2 ft,15,12
58,1,4:36.0,Defensive rebound by O. Mayo,,15,12
59,1,4:19.0,G. Antetokounmpo makes 2-pt jump shot from 18 ft (assist by B. Knight),,17,12
60,1,4:10.0,,Turnover by B. Diaw (bad pass; steal by B. Knight),17,12
61,1,4:07.0,,Violation by B. Diaw (kicked ball),17,12
62,1,4:07.0,,P. Mills enters the game for T. Parker,17,12
63,1,3:57.0,B. Knight makes 2-pt jump shot from 18 ft,,19,12
64,1,3:38.0,,K. Leonard misses 2-pt jump shot from 7 ft,19,12
65,1,3:37.0,Defensive rebound by J. Henson,,19,12
66,1,3:29.0,B. Knight makes 3-pt jump shot from 24 ft,,22,12
67,1,3:08.0,,K. Leonard misses 2-pt jump shot from 8 ft,22,12
68,1,3:07.0,Defensive rebound by J. Henson,,22,12
69,1,3:00.0,E. İlyasova makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,24,12
70,1,2:49.0,,Personal foul by B. Knight (drawn by P. Mills),24,12
71,1,2:49.0,Milwaukee full timeout,,24,12
72,1,2:49.0,J. Dudley enters the game for E. İlyasova,,24,12
73,1,2:42.0,,Personal foul by O. Mayo (drawn by M. Ginóbili),24,12
74,1,2:42.0,,M. Ginóbili makes free throw 1 of 2,24,13
75,1,2:42.0,,M. Ginóbili makes free throw 2 of 2,24,14
76,1,2:30.0,Turnover by B. Knight (step out of bounds),,24,14
77,1,2:13.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),24,17
78,1,1:44.0,B. Knight misses 2-pt jump shot from 20 ft,,24,17
79,1,1:44.0,Offensive rebound by Team,,24,17
80,1,1:44.0,,Loose ball foul by P. Mills (drawn by G. Antetokounmpo),24,17
81,1,1:38.0,Turnover by B. Knight (lost ball; steal by K. Leonard),,24,17
82,1,1:26.0,,Shooting foul by J. Henson (drawn by T. Splitter),24,17
83,1,1:26.0,,T. Splitter makes free throw 1 of 2,24,18
84,1,1:26.0,,T. Splitter makes free throw 2 of 2,24,19
85,1,1:13.0,O. Mayo misses 2-pt jump shot from 6 ft,,24,19
86,1,1:12.0,,Defensive rebound by B. Diaw,24,19
87,1,1:03.0,,Turnover by M. Ginóbili (bad pass; steal by O. Mayo),24,19
88,1,0:56.0,Turnover by B. Knight (lost ball; steal by T. Splitter),,24,19
89,1,0:51.0,,P. Mills makes 2-pt jump shot from 9 ft (assist by K. Leonard),24,21
90,1,0:38.0,O. Mayo misses 3-pt jump shot from 25 ft,,24,21
91,1,0:37.0,,Defensive rebound by K. Leonard,24,21
92,1,0:30.0,,K. Leonard misses 3-pt jump shot from 24 ft,24,21
93,1,0:29.0,Defensive rebound by B. Knight,,24,21
94,1,0:10.0,Turnover by J. Dudley (lost ball),,24,21
95,1,0:01.0,,P. Mills misses 3-pt jump shot from 24 ft,24,21
96,1,0:00.0,Defensive rebound by J. Henson,,24,21
97,2,11:50.0,Turnover by J. Bayless (bad pass),,24,21
98,2,11:36.0,,D. Green misses 3-pt jump shot from 24 ft,24,21
99,2,11:35.0,,Offensive rebound by P. Mills,24,21
100,2,11:29.0,,M. Ginóbili misses 2-pt layup from 1 ft (block by J. Henson),24,21
101,2,11:28.0,,Offensive rebound by Team,24,21
102,2,11:25.0,,B. Diaw makes 2-pt layup from 2 ft (assist by T. Splitter),24,23
103,2,11:09.0,O. Mayo makes 2-pt jump shot from 13 ft (assist by J. Bayless),,26,23
104,2,10:54.0,,B. Diaw makes 2-pt hook shot from 6 ft,26,25
105,2,10:40.0,J. Henson makes 2-pt jump shot from 3 ft (assist by O. Mayo),,28,25
106,2,10:31.0,,T. Splitter makes 2-pt layup at rim (assist by M. Ginóbili),28,27
107,2,10:20.0,O. Mayo makes 3-pt jump shot from 23 ft (assist by J. Henson),,31,27
108,2,10:04.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,31,27
109,2,10:03.0,Defensive rebound by J. Henson,,31,27
110,2,9:43.0,J. Henson makes 2-pt jump shot from 7 ft (assist by O. Mayo),,33,27
111,2,9:42.0,,San Antonio full timeout,33,27
112,2,9:42.0,,T. Parker enters the game for P. Mills,33,27
113,2,9:20.0,,T. Parker misses 2-pt jump shot from 16 ft,33,27
114,2,9:17.0,Defensive rebound by J. Henson,,33,27
115,2,8:57.0,J. Henson misses 2-pt layup from 2 ft,,33,27
116,2,8:55.0,Offensive rebound by G. Antetokounmpo,,33,27
117,2,8:55.0,G. Antetokounmpo makes 2-pt tip-in from 1 ft,,35,27
118,2,8:40.0,,M. Ginóbili makes 2-pt jump shot from 5 ft (assist by T. Splitter),35,29
119,2,8:28.0,Turnover by J. Dudley (offensive foul),,35,29
120,2,8:28.0,Offensive foul by J. Dudley (drawn by M. Ginóbili),,35,29
121,2,8:28.0,,K. Leonard enters the game for M. Ginóbili,35,29
122,2,8:28.0,,T. Duncan enters the game for T. Splitter,35,29
123,2,8:28.0,K. Middleton enters the game for G. Antetokounmpo,,35,29
124,2,8:08.0,,D. Green misses 3-pt jump shot from 25 ft,35,29
125,2,8:07.0,Defensive rebound by J. Henson,,35,29
126,2,8:06.0,Turnover by J. Henson (lost ball; steal by D. Green),,35,29
127,2,8:04.0,,D. Green misses 2-pt layup from 2 ft,35,29
128,2,8:03.0,Defensive rebound by K. Middleton,,35,29
129,2,7:59.0,Shooting foul by T. Parker (drawn by J. Bayless),,35,29
130,2,7:59.0,J. Bayless makes free throw 1 of 2,,36,29
131,2,7:59.0,J. Bayless makes free throw 2 of 2,,37,29
132,2,7:40.0,,B. Diaw makes 2-pt layup from 3 ft (assist by D. Green),37,31
133,2,7:27.0,Turnover by J. Bayless (bad pass; steal by D. Green),,37,31
134,2,7:22.0,Violation by J. Henson (kicked ball),,37,31
135,2,7:22.0,E. İlyasova enters the game for J. Dudley,,37,31
136,2,7:06.0,,Turnover by T. Duncan (lost ball; steal by E. İlyasova),37,31
137,2,7:02.0,O. Mayo makes 2-pt layup at rim (assist by K. Middleton),,39,31
138,2,6:52.0,Z. Pachulia enters the game for J. Henson,,39,31
139,2,6:49.0,,D. Green misses 2-pt jump shot from 15 ft,39,31
140,2,6:48.0,Defensive rebound by K. Middleton,,39,31
141,2,6:38.0,O. Mayo misses 3-pt jump shot from 23 ft,,39,31
142,2,6:37.0,,Defensive rebound by T. Duncan,39,31
143,2,6:19.0,,Shooting foul by J. Bayless (drawn by T. Parker),39,31
144,2,6:19.0,,T. Parker makes free throw 1 of 2,39,32
145,2,6:19.0,,M. Ginóbili enters the game for D. Green,39,32
146,2,6:19.0,,M. Bonner enters the game for B. Diaw,39,32
147,2,6:19.0,,T. Parker makes free throw 2 of 2,39,33
148,2,6:07.0,K. Middleton makes 3-pt jump shot from 23 ft (assist by O. Mayo),,42,33
149,2,5:51.0,,Turnover by T. Duncan (3 sec),42,33
150,2,5:51.0,Official timeout,,42,33
151,2,5:29.0,Z. Pachulia makes 2-pt jump shot from 13 ft (assist by J. Bayless),,44,33
152,2,5:16.0,,M. Bonner misses 3-pt jump shot from 24 ft,44,33
153,2,5:15.0,,Offensive rebound by K. Leonard,44,33
154,2,5:12.0,,T. Duncan makes 2-pt layup from 1 ft (assist by K. Leonard),44,35
155,2,5:12.0,,Shooting foul by Z. Pachulia (drawn by T. Duncan),44,35
156,2,5:12.0,,T. Duncan makes free throw 1 of 1,44,36
157,2,5:04.0,Personal foul by K. Leonard (drawn by O. Mayo),,44,36
158,2,5:04.0,B. Knight enters the game for J. Bayless,,44,36
159,2,5:01.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by O. Mayo),,47,36
160,2,4:47.0,,K. Leonard misses 2-pt jump shot from 18 ft,47,36
161,2,4:46.0,,Offensive rebound by T. Duncan,47,36
162,2,4:44.0,,T. Duncan misses 2-pt jump shot at rim,47,36
163,2,4:43.0,,Offensive rebound by T. Duncan,47,36
164,2,4:43.0,,T. Duncan makes 2-pt tip-in at rim,47,38
165,2,4:23.0,Shooting foul by M. Ginóbili (drawn by E. İlyasova),,47,38
166,2,4:23.0,E. İlyasova makes free throw 1 of 2,,48,38
167,2,4:23.0,E. İlyasova misses free throw 2 of 2,,48,38
168,2,4:22.0,,Defensive rebound by T. Parker,48,38
169,2,4:10.0,,M. Bonner makes 2-pt jump shot from 21 ft (assist by T. Duncan),48,40
170,2,3:55.0,Turnover by E. İlyasova (bad pass; steal by T. Parker),,48,40
171,2,3:51.0,,Shooting foul by O. Mayo (drawn by K. Leonard),48,40
172,2,3:51.0,,K. Leonard misses free throw 1 of 2,48,40
173,2,3:51.0,,Offensive rebound by Team,48,40
174,2,3:51.0,,K. Leonard makes free throw 2 of 2,48,41
175,2,3:38.0,Z. Pachulia makes 2-pt jump shot from 16 ft (assist by B. Knight),,50,41
176,2,3:23.0,,T. Parker misses 2-pt jump shot from 9 ft,50,41
177,2,3:22.0,Defensive rebound by Z. Pachulia,,50,41
178,2,3:15.0,B. Knight misses 3-pt jump shot from 25 ft,,50,41
179,2,3:14.0,Offensive rebound by E. İlyasova,,50,41
180,2,3:14.0,Personal foul by M. Ginóbili (drawn by E. İlyasova),,50,41
181,2,3:14.0,,D. Green enters the game for M. Ginóbili,50,41
182,2,3:14.0,,A. Baynes enters the game for M. Bonner,50,41
183,2,3:09.0,Z. Pachulia makes 2-pt dunk at rim (assist by K. Middleton),,52,41
184,2,2:56.0,,A. Baynes misses 2-pt layup from 1 ft,52,41
185,2,2:55.0,,Offensive rebound by Team,52,41
186,2,2:55.0,Milwaukee full timeout,,52,41
187,2,2:41.0,,A. Baynes makes 2-pt dunk at rim (assist by T. Duncan),52,43
188,2,2:24.0,E. İlyasova misses 2-pt jump shot from 22 ft,,52,43
189,2,2:23.0,Offensive rebound by Z. Pachulia,,52,43
190,2,2:18.0,O. Mayo misses 2-pt jump shot from 16 ft,,52,43
191,2,2:17.0,,Defensive rebound by K. Leonard,52,43
192,2,1:58.0,,K. Leonard misses 3-pt jump shot from 24 ft,52,43
193,2,1:57.0,,Offensive rebound by T. Duncan,52,43
194,2,1:56.0,,Personal foul by Z. Pachulia (drawn by T. Duncan),52,43
195,2,1:56.0,G. Antetokounmpo enters the game for K. Middleton,,52,43
196,2,1:56.0,J. Bayless enters the game for O. Mayo,,52,43
197,2,1:35.0,,T. Duncan makes 2-pt jump shot from 5 ft (assist by A. Baynes),52,45
198,2,1:17.0,E. İlyasova misses 2-pt jump shot from 19 ft,,52,45
199,2,1:16.0,,Defensive rebound by K. Leonard,52,45
200,2,1:09.0,,Personal foul by E. İlyasova (drawn by A. Baynes),52,45
201,2,1:09.0,,A. Baynes makes free throw 1 of 2,52,46
202,2,1:09.0,,A. Baynes makes free throw 2 of 2,52,47
203,2,1:02.0,J. Bayless makes 2-pt dunk at rim (assist by B. Knight),,54,47
204,2,1:02.0,Shooting foul by T. Duncan (drawn by J. Bayless),,54,47
205,2,1:02.0,J. Bayless makes free throw 1 of 1,,55,47
206,2,0:49.0,,Turnover by D. Green (bad pass; steal by J. Bayless),55,47
207,2,0:46.0,Turnover by G. Antetokounmpo (bad pass),,55,47
208,2,0:46.0,,M. Ginóbili enters the game for D. Green,55,47
209,2,0:46.0,,M. Bonner enters the game for A. Baynes,55,47
210,2,0:35.0,,Turnover by M. Ginóbili (bad pass; steal by J. Bayless),55,47
211,2,0:28.0,B. Knight misses 2-pt layup from 2 ft,,55,47
212,2,0:27.0,,Defensive rebound by K. Leonard,55,47
213,2,0:05.0,,M. Ginóbili misses 2-pt jump shot from 13 ft,55,47
214,2,0:04.0,Defensive rebound by B. Knight,,55,47
215,2,0:01.0,B. Knight misses 2-pt jump shot from 14 ft,,55,47
216,2,0:00.0,,Defensive rebound by Team,55,47
217,3,11:48.0,Z. Pachulia misses 2-pt jump shot from 16 ft,,55,47
218,3,11:47.0,,Defensive rebound by K. Leonard,55,47
219,3,11:34.0,,M. Bonner misses 2-pt jump shot from 14 ft,55,47
220,3,11:33.0,Defensive rebound by K. Middleton,,55,47
221,3,11:23.0,Personal foul by K. Leonard (drawn by K. Middleton),,55,47
222,3,11:18.0,K. Middleton misses 3-pt jump shot from 25 ft,,55,47
223,3,11:17.0,Offensive rebound by Z. Pachulia,,55,47
224,3,11:08.0,Shooting foul by T. Parker (drawn by Z. Pachulia),,55,47
225,3,11:08.0,Z. Pachulia makes free throw 1 of 2,,56,47
226,3,11:08.0,,C. Joseph enters the game for D. Green,56,47
227,3,11:08.0,Z. Pachulia makes free throw 2 of 2,,57,47
228,3,10:50.0,,T. Parker misses 2-pt jump shot from 6 ft,57,47
229,3,10:49.0,Defensive rebound by E. İlyasova,,57,47
230,3,10:44.0,Turnover by B. Knight (lost ball),,57,47
231,3,10:33.0,,T. Parker misses 2-pt jump shot from 8 ft,57,47
232,3,10:32.0,Defensive rebound by Z. Pachulia,,57,47
233,3,10:25.0,Turnover by E. İlyasova (bad pass; steal by K. Leonard),,57,47
234,3,10:09.0,,M. Bonner misses 3-pt jump shot from 26 ft,57,47
235,3,10:08.0,Defensive rebound by K. Middleton,,57,47
236,3,9:50.0,B. Knight misses 3-pt jump shot from 25 ft,,57,47
237,3,9:49.0,,Defensive rebound by Team,57,47
238,3,9:48.0,Loose ball foul by E. İlyasova (drawn by C. Joseph),,57,47
239,3,9:39.0,,M. Bonner misses 2-pt jump shot from 22 ft,57,47
240,3,9:38.0,,Offensive rebound by C. Joseph,57,47
241,3,9:19.0,,T. Duncan misses 2-pt layup from 2 ft (block by E. İlyasova),57,47
242,3,9:19.0,Defensive rebound by Team,,57,47
243,3,9:06.0,Personal foul by T. Parker (drawn by B. Knight),,57,47
244,3,9:00.0,Turnover by K. Middleton (bad pass; steal by K. Leonard),,57,47
245,3,8:54.0,,T. Parker makes 2-pt layup from 2 ft,57,49
246,3,8:37.0,Offensive foul by G. Antetokounmpo (drawn by K. Leonard),,57,49
247,3,8:37.0,Turnover by G. Antetokounmpo (offensive foul),,57,49
248,3,8:27.0,,T. Parker misses 2-pt layup from 2 ft,57,49
249,3,8:26.0,Defensive rebound by E. İlyasova,,57,49
250,3,8:12.0,K. Middleton makes 2-pt jump shot from 14 ft,,59,49
251,3,8:12.0,,San Antonio full timeout,59,49
252,3,8:12.0,,B. Diaw enters the game for M. Bonner,59,49
253,3,7:52.0,,B. Diaw makes 2-pt layup from 1 ft (assist by T. Parker),59,51
254,3,7:32.0,K. Middleton misses 2-pt jump shot from 14 ft,,59,51
255,3,7:31.0,Offensive rebound by E. İlyasova,,59,51
256,3,7:29.0,E. İlyasova makes 2-pt layup from 1 ft,,61,51
257,3,7:12.0,,C. Joseph misses 3-pt jump shot from 24 ft,61,51
258,3,7:11.0,Defensive rebound by E. İlyasova,,61,51
259,3,7:05.0,Turnover by Team (back court),,61,51
260,3,6:51.0,,T. Parker misses 2-pt jump shot from 6 ft,61,51
261,3,6:50.0,Defensive rebound by Team,,61,51
262,3,6:50.0,,Loose ball foul by T. Duncan (drawn by Z. Pachulia),61,51
263,3,6:34.0,Shooting foul by T. Duncan (drawn by E. İlyasova),,61,51
264,3,6:34.0,E. İlyasova misses free throw 1 of 2,,61,51
265,3,6:34.0,Offensive rebound by Team,,61,51
266,3,6:34.0,E. İlyasova makes free throw 2 of 2,,62,51
267,3,6:24.0,,Shooting foul by G. Antetokounmpo (drawn by K. Leonard),62,51
268,3,6:24.0,,K. Leonard makes free throw 1 of 2,62,52
269,3,6:24.0,,M. Ginóbili enters the game for T. Parker,62,52
270,3,6:24.0,,K. Leonard makes free throw 2 of 2,62,53
271,3,6:04.0,Z. Pachulia misses 2-pt layup from 1 ft (block by K. Leonard),,62,53
272,3,6:03.0,Offensive rebound by E. İlyasova,,62,53
273,3,6:02.0,E. İlyasova misses 2-pt layup from 1 ft (block by T. Duncan),,62,53
274,3,6:01.0,Offensive rebound by B. Knight,,62,53
275,3,6:00.0,B. Knight misses 2-pt layup from 2 ft (block by T. Duncan),,62,53
276,3,5:58.0,,Defensive rebound by K. Leonard,62,53
277,3,5:51.0,,C. Joseph misses 2-pt jump shot from 10 ft,62,53
278,3,5:50.0,,Offensive rebound by C. Joseph,62,53
279,3,5:41.0,,T. Duncan makes 2-pt layup from 1 ft (assist by B. Diaw),62,55
280,3,5:41.0,Milwaukee full timeout,,62,55
281,3,5:41.0,J. Henson enters the game for E. İlyasova,,62,55
282,3,5:41.0,J. Dudley enters the game for Z. Pachulia,,62,55
283,3,5:26.0,Turnover by J. Henson (bad pass; steal by T. Duncan),,62,55
284,3,5:19.0,,Personal foul by J. Henson (drawn by T. Duncan),62,55
285,3,5:08.0,,K. Leonard makes 2-pt dunk at rim,62,57
286,3,4:46.0,K. Middleton misses 2-pt layup from 2 ft,,62,57
287,3,4:45.0,Offensive rebound by J. Henson,,62,57
288,3,4:45.0,J. Henson misses 2-pt tip-in from 1 ft,,62,57
289,3,4:44.0,,Defensive rebound by T. Duncan,62,57
290,3,4:29.0,,B. Diaw makes 2-pt layup at rim,62,59
291,3,4:09.0,B. Knight misses 2-pt jump shot from 16 ft,,62,59
292,3,4:09.0,,Defensive rebound by K. Leonard,62,59
293,3,4:00.0,,K. Leonard makes 2-pt jump shot from 19 ft,62,61
294,3,3:38.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,65,61
295,3,3:29.0,,Turnover by T. Duncan (bad pass),65,61
296,3,3:29.0,O. Mayo enters the game for G. Antetokounmpo,,65,61
297,3,3:15.0,B. Knight misses 2-pt layup from 2 ft,,65,61
298,3,3:14.0,,Defensive rebound by T. Duncan,65,61
299,3,3:06.0,,B. Diaw misses 2-pt layup from 2 ft,65,61
300,3,3:05.0,,Offensive rebound by K. Leonard,65,61
301,3,3:01.0,,T. Duncan makes 2-pt layup from 2 ft,65,63
302,3,2:46.0,O. Mayo misses 2-pt jump shot from 5 ft (block by T. Duncan),,65,63
303,3,2:45.0,,Defensive rebound by M. Ginóbili,65,63
304,3,2:38.0,,Personal foul by O. Mayo (drawn by C. Joseph),65,63
305,3,2:33.0,,Shooting foul by K. Middleton (drawn by M. Ginóbili),65,63
306,3,2:33.0,,M. Ginóbili makes free throw 1 of 2,65,64
307,3,2:33.0,,M. Ginóbili misses free throw 2 of 2,65,64
308,3,2:32.0,Defensive rebound by K. Middleton,,65,64
309,3,2:08.0,Turnover by Team (shot clock),,65,64
310,3,2:08.0,,T. Splitter enters the game for T. Duncan,65,64
311,3,1:49.0,,Shooting foul by O. Mayo (drawn by M. Ginóbili),65,64
312,3,1:49.0,,M. Ginóbili misses free throw 1 of 2,65,64
313,3,1:49.0,,Offensive rebound by Team,65,64
314,3,1:49.0,J. Bayless enters the game for B. Knight,,65,64
315,3,1:49.0,G. Antetokounmpo enters the game for O. Mayo,,65,64
316,3,1:49.0,,M. Ginóbili makes free throw 2 of 2,65,65
317,3,1:33.0,J. Dudley misses 3-pt jump shot from 25 ft,,65,65
318,3,1:32.0,Offensive rebound by J. Henson,,65,65
319,3,1:17.0,J. Bayless misses 2-pt jump shot from 16 ft,,65,65
320,3,1:16.0,,Defensive rebound by K. Leonard,65,65
321,3,1:03.0,,K. Leonard misses 3-pt jump shot from 25 ft,65,65
322,3,1:02.0,,Offensive rebound by T. Splitter,65,65
323,3,1:01.0,,T. Splitter makes 2-pt layup from 1 ft,65,67
324,3,0:41.0,J. Dudley makes 2-pt jump shot from 11 ft (assist by G. Antetokounmpo),,67,67
325,3,0:28.0,,B. Diaw misses 3-pt jump shot from 26 ft,67,67
326,3,0:27.0,,Offensive rebound by K. Leonard,67,67
327,3,0:27.0,,Shooting foul by G. Antetokounmpo (drawn by K. Leonard),67,67
328,3,0:27.0,,K. Leonard makes free throw 1 of 2,67,68
329,3,0:27.0,,K. Leonard makes free throw 2 of 2,67,69
330,3,0:03.0,G. Antetokounmpo misses 2-pt jump shot from 3 ft (block by M. Ginóbili),,67,69
331,3,0:03.0,Offensive rebound by Team,,67,69
332,3,0:03.0,Turnover by Team (shot clock),,67,69
333,3,0:03.0,,P. Mills enters the game for T. Splitter,67,69
334,3,0:01.0,,P. Mills misses 3-pt jump shot from 23 ft,67,69
335,3,0:00.0,,Offensive rebound by Team,67,69
336,4,11:47.0,,Turnover by B. Diaw (lost ball; steal by J. Henson),67,69
337,4,11:41.0,J. Dudley makes 2-pt jump shot from 22 ft (assist by J. Bayless),,69,69
338,4,11:28.0,,Personal foul by J. Bayless (drawn by B. Diaw),69,69
339,4,11:14.0,,D. Green makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),69,72
340,4,10:47.0,J. Bayless misses 3-pt jump shot from 23 ft,,69,72
341,4,10:46.0,Offensive rebound by J. Henson,,69,72
342,4,10:46.0,,Loose ball foul by D. Green (drawn by J. Henson),69,72
343,4,10:46.0,K. Martin enters the game for J. Henson,,69,72
344,4,10:30.0,K. Martin makes 2-pt layup at rim (assist by O. Mayo),,71,72
345,4,10:20.0,,B. Diaw makes 2-pt layup from 2 ft (assist by D. Green),71,74
346,4,10:07.0,B. Knight misses 2-pt jump shot from 7 ft,,71,74
347,4,10:06.0,,Defensive rebound by D. Green,71,74
348,4,9:56.0,,D. Green misses 2-pt jump shot from 7 ft (block by O. Mayo),71,74
349,4,9:55.0,,Offensive rebound by T. Splitter,71,74
350,4,9:55.0,,T. Splitter makes 2-pt layup from 1 ft,71,76
351,4,9:29.0,O. Mayo misses 2-pt jump shot from 11 ft,,71,76
352,4,9:29.0,,Defensive rebound by T. Parker,71,76
353,4,9:12.0,,B. Diaw misses 2-pt jump shot from 7 ft,71,76
354,4,9:11.0,,Offensive rebound by B. Diaw,71,76
355,4,9:08.0,,B. Diaw makes 2-pt layup from 1 ft,71,78
356,4,8:52.0,Shooting foul by T. Splitter (drawn by J. Bayless),,71,78
357,4,8:52.0,Official timeout,,71,78
358,4,8:52.0,J. Bayless makes free throw 1 of 2,,72,78
359,4,8:52.0,J. Bayless makes free throw 2 of 2,,73,78
360,4,8:34.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by B. Diaw),73,81
361,4,8:13.0,J. Bayless makes 2-pt layup from 2 ft,,75,81
362,4,7:53.0,,B. Diaw misses 2-pt jump shot from 13 ft,75,81
363,4,7:52.0,Defensive rebound by O. Mayo,,75,81
364,4,7:40.0,J. Bayless makes 2-pt jump shot from 14 ft (assist by O. Mayo),,77,81
365,4,7:24.0,,T. Parker makes 2-pt jump shot from 11 ft (assist by B. Diaw),77,83
366,4,7:09.0,Personal foul by T. Parker (drawn by B. Knight),,77,83
367,4,7:09.0,,K. Leonard enters the game for M. Ginóbili,77,83
368,4,7:02.0,O. Mayo makes 2-pt jump shot from 19 ft (assist by K. Martin),,79,83
369,4,7:02.0,,San Antonio full timeout,79,83
370,4,7:02.0,,M. Bonner enters the game for B. Diaw,79,83
371,4,6:42.0,,M. Bonner misses 2-pt jump shot from 9 ft,79,83
372,4,6:41.0,,Offensive rebound by K. Leonard,79,83
373,4,6:41.0,,K. Leonard makes 2-pt layup from 1 ft,79,85
374,4,6:16.0,B. Knight makes 3-pt jump shot from 25 ft,,82,85
375,4,5:59.0,,M. Bonner makes 3-pt jump shot from 25 ft (assist by T. Parker),82,88
376,4,5:47.0,Personal foul by K. Leonard (drawn by O. Mayo),,82,88
