,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MEMPHIS_ACTION,LA CLIPPERS_SCORE,MEMPHIS_SCORE
55,1,5:05.0,B. Griffin makes 2-pt jump shot from 20 ft,,16,18
56,1,4:48.0,,M. Gasol makes 2-pt jump shot from 19 ft (assist by B. Udrih),16,20
57,1,4:31.0,B. Griffin makes 2-pt jump shot from 7 ft,,18,20
58,1,4:18.0,J. Crawford enters the game for J. Redick,,18,20
59,1,4:18.0,Violation by Team (delay of game),,18,20
60,1,4:11.0,,Turnover by C. Lee (bad pass; steal by B. Griffin),18,20
61,1,4:08.0,Turnover by B. Griffin (bad pass),,18,20
62,1,3:48.0,,M. Gasol misses 2-pt jump shot from 11 ft,18,20
63,1,3:46.0,Defensive rebound by C. Paul,,18,20
64,1,3:34.0,Turnover by B. Griffin (bad pass; steal by C. Lee),,18,20
65,1,3:29.0,,Personal foul by B. Griffin (drawn by Z. Randolph),18,20
66,1,3:29.0,,Memphis full timeout,18,20
67,1,3:20.0,,Turnover by Z. Randolph (bad pass; steal by J. Crawford),18,20
68,1,3:00.0,B. Griffin misses 2-pt jump shot from 18 ft,,18,20
69,1,2:58.0,,Defensive rebound by V. Carter,18,20
70,1,2:50.0,,V. Carter makes 2-pt layup from 2 ft,18,22
71,1,2:29.0,M. Barnes misses 3-pt jump shot from 25 ft,,18,22
72,1,2:28.0,,Defensive rebound by M. Gasol,18,22
73,1,2:14.0,,B. Udrih misses 3-pt jump shot from 23 ft,18,22
74,1,2:14.0,,Offensive rebound by Team,18,22
75,1,2:14.0,Loose ball foul by M. Barnes (drawn by M. Gasol),,18,22
76,1,2:14.0,H. Türkoğlu enters the game for M. Barnes,,18,22
77,1,2:14.0,S. Hawes enters the game for D. Jordan,,18,22
78,1,2:14.0,,K. Koufos enters the game for M. Gasol,18,22
79,1,2:01.0,,Z. Randolph makes 2-pt jump shot from 4 ft (assist by C. Lee),18,24
80,1,1:46.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by H. Türkoğlu),,21,24
81,1,1:31.0,,K. Koufos misses 2-pt jump shot from 11 ft,21,24
82,1,1:31.0,Defensive rebound by H. Türkoğlu,,21,24
83,1,1:25.0,B. Griffin misses 2-pt layup at rim,,21,24
84,1,1:21.0,,Defensive rebound by K. Koufos,21,24
85,1,1:17.0,,B. Udrih makes 2-pt jump shot from 14 ft,21,26
86,1,1:05.0,C. Paul misses 3-pt jump shot from 25 ft,,21,26
87,1,1:04.0,,Defensive rebound by Z. Randolph,21,26
88,1,0:56.0,,Turnover by C. Lee (bad pass),21,26
89,1,0:56.0,J. Farmar enters the game for C. Paul,,21,26
90,1,0:56.0,G. Davis enters the game for B. Griffin,,21,26
91,1,0:40.0,J. Crawford misses 2-pt jump shot from 12 ft,,21,26
92,1,0:37.0,,Defensive rebound by K. Koufos,21,26
93,1,0:19.0,,Z. Randolph misses 2-pt layup at rim,21,26
94,1,0:16.0,Defensive rebound by S. Hawes,,21,26
95,1,0:03.0,J. Crawford misses 2-pt layup at rim,,21,26
96,1,0:01.0,,Defensive rebound by V. Carter,21,26
97,1,0:00.0,,V. Carter misses 3-pt jump shot from 79 ft,21,26
98,1,0:00.0,,Offensive rebound by Team,21,26
99,2,11:40.0,Shooting foul by K. Koufos (drawn by G. Davis),,21,26
100,2,11:40.0,G. Davis misses free throw 1 of 2,,21,26
101,2,11:40.0,Offensive rebound by Team,,21,26
102,2,11:40.0,G. Davis misses free throw 2 of 2,,21,26
103,2,11:39.0,,Defensive rebound by K. Koufos,21,26
104,2,11:22.0,,Personal foul by S. Hawes (drawn by K. Koufos),21,26
105,2,11:18.0,,Personal foul by J. Farmar (drawn by M. Conley),21,26
106,2,11:11.0,,Offensive foul by Z. Randolph (drawn by G. Davis),21,26
107,2,11:11.0,,Turnover by Z. Randolph (offensive foul),21,26
108,2,11:11.0,,J. Leuer enters the game for Z. Randolph,21,26
109,2,10:58.0,J. Crawford misses 2-pt jump shot from 11 ft,,21,26
110,2,10:55.0,,Defensive rebound by K. Koufos,21,26
111,2,10:42.0,,V. Carter misses 3-pt jump shot from 25 ft,21,26
112,2,10:41.0,Defensive rebound by J. Farmar,,21,26
113,2,10:30.0,S. Hawes misses 3-pt jump shot from 25 ft,,21,26
114,2,10:28.0,,Defensive rebound by V. Carter,21,26
115,2,10:20.0,,Q. Pondexter misses 3-pt jump shot from 24 ft,21,26
116,2,10:19.0,Defensive rebound by S. Hawes,,21,26
117,2,10:11.0,Offensive foul by G. Davis (drawn by M. Conley),,21,26
118,2,10:11.0,Turnover by G. Davis (offensive foul),,21,26
119,2,10:11.0,,T. Allen enters the game for V. Carter,21,26
120,2,9:52.0,,J. Leuer misses 2-pt hook shot from 7 ft,21,26
121,2,9:49.0,Defensive rebound by G. Davis,,21,26
122,2,9:41.0,S. Hawes misses 2-pt hook shot from 5 ft,,21,26
123,2,9:38.0,,Defensive rebound by J. Leuer,21,26
124,2,9:30.0,,K. Koufos makes 2-pt layup from 1 ft (assist by J. Leuer),21,28
125,2,9:14.0,Shooting foul by J. Leuer (drawn by H. Türkoğlu),,21,28
126,2,9:14.0,H. Türkoğlu misses free throw 1 of 2,,21,28
127,2,9:14.0,Offensive rebound by Team,,21,28
128,2,9:14.0,H. Türkoğlu makes free throw 2 of 2,,22,28
129,2,9:05.0,,M. Conley makes 2-pt layup at rim,22,30
130,2,9:05.0,,Shooting foul by G. Davis (drawn by M. Conley),22,30
131,2,9:05.0,C. Paul enters the game for J. Farmar,,22,30
132,2,9:05.0,,M. Conley makes free throw 1 of 1,22,31
133,2,8:42.0,J. Crawford misses 3-pt jump shot from 27 ft,,22,31
134,2,8:41.0,Offensive rebound by S. Hawes,,22,31
135,2,8:39.0,S. Hawes makes 2-pt layup from 1 ft,,24,31
136,2,8:23.0,,J. Leuer makes 2-pt jump shot from 18 ft (assist by K. Koufos),24,33
137,2,8:01.0,J. Crawford makes 2-pt jump shot from 20 ft (assist by C. Paul),,26,33
138,2,7:43.0,,T. Allen misses 2-pt jump shot from 8 ft (block by G. Davis),26,33
139,2,7:40.0,,Offensive rebound by T. Allen,26,33
140,2,7:40.0,Official timeout,,26,33
141,2,7:40.0,,M. Gasol enters the game for K. Koufos,26,33
142,2,7:40.0,,Turnover by T. Allen (lost ball),26,33
143,2,7:26.0,Def 3 sec tech foul by J. Leuer,,26,33
144,2,7:26.0,C. Paul makes technical free throw,,27,33
145,2,7:26.0,D. Jordan enters the game for S. Hawes,,27,33
146,2,7:26.0,B. Griffin enters the game for G. Davis,,27,33
147,2,7:18.0,J. Crawford misses 3-pt jump shot from 25 ft,,27,33
148,2,7:18.0,,Defensive rebound by Team,27,33
149,2,7:09.0,,Shooting foul by H. Türkoğlu (drawn by M. Gasol),27,33
150,2,7:09.0,,M. Gasol misses free throw 1 of 2,27,33
151,2,7:09.0,,Offensive rebound by Team,27,33
152,2,7:09.0,,M. Gasol makes free throw 2 of 2,27,34
153,2,6:48.0,B. Griffin misses 2-pt hook shot from 10 ft,,27,34
154,2,6:47.0,,Defensive rebound by Team,27,34
155,2,6:37.0,,M. Conley misses 3-pt jump shot from 25 ft,27,34
156,2,6:35.0,,Offensive rebound by J. Leuer,27,34
157,2,6:31.0,,Turnover by J. Leuer (bad pass; steal by D. Jordan),27,34
158,2,6:28.0,Personal foul by T. Allen (drawn by C. Paul),,27,34
159,2,6:28.0,J. Redick enters the game for H. Türkoğlu,,27,34
160,2,6:15.0,J. Redick misses 2-pt jump shot from 5 ft (block by T. Allen),,27,34
161,2,6:15.0,,Defensive rebound by T. Allen,27,34
162,2,6:07.0,,Turnover by Q. Pondexter (lost ball; steal by C. Paul),27,34
163,2,5:59.0,C. Paul misses 2-pt layup at rim,,27,34
164,2,5:59.0,Offensive rebound by Team,,27,34
165,2,5:59.0,,Loose ball foul by M. Gasol (drawn by D. Jordan),27,34
166,2,5:59.0,,Memphis full timeout,27,34
167,2,5:44.0,Offensive foul by D. Jordan (drawn by Q. Pondexter),,27,34
168,2,5:44.0,Turnover by D. Jordan (offensive foul),,27,34
169,2,5:30.0,,M. Gasol makes 2-pt hook shot from 8 ft,27,36
170,2,5:30.0,,Shooting foul by D. Jordan (drawn by M. Gasol),27,36
171,2,5:30.0,S. Hawes enters the game for D. Jordan,,27,36
172,2,5:30.0,,M. Gasol makes free throw 1 of 1,27,37
173,2,5:16.0,C. Paul misses 2-pt jump shot from 21 ft,,27,37
174,2,5:15.0,,Defensive rebound by J. Leuer,27,37
175,2,5:03.0,,Shooting foul by S. Hawes (drawn by M. Gasol),27,37
176,2,5:03.0,LA Clippers full timeout,,27,37
177,2,5:03.0,M. Barnes enters the game for J. Crawford,,27,37
178,2,5:03.0,,C. Lee enters the game for Q. Pondexter,27,37
179,2,5:03.0,,M. Gasol makes free throw 1 of 2,27,38
180,2,5:03.0,,M. Gasol makes free throw 2 of 2,27,39
181,2,4:52.0,Shooting foul by M. Gasol (drawn by B. Griffin),,27,39
182,2,4:52.0,B. Griffin makes free throw 1 of 2,,28,39
183,2,4:52.0,B. Griffin misses free throw 2 of 2,,28,39
184,2,4:51.0,,Defensive rebound by C. Lee,28,39
185,2,4:41.0,,Shooting foul by B. Griffin (drawn by M. Conley),28,39
186,2,4:41.0,,M. Conley misses free throw 1 of 2,28,39
187,2,4:41.0,,Offensive rebound by Team,28,39
188,2,4:41.0,,Z. Randolph enters the game for J. Leuer,28,39
189,2,4:41.0,,M. Conley misses free throw 2 of 2,28,39
190,2,4:40.0,,Offensive rebound by M. Gasol,28,39
191,2,4:23.0,,T. Allen makes 2-pt layup from 1 ft,28,41
192,2,3:57.0,B. Griffin misses 2-pt jump shot from 19 ft,,28,41
193,2,3:56.0,,Defensive rebound by M. Conley,28,41
194,2,3:42.0,,M. Gasol makes 2-pt layup from 1 ft (assist by Z. Randolph),28,43
195,2,3:23.0,B. Griffin misses 2-pt layup at rim (block by M. Gasol),,28,43
196,2,3:22.0,,Defensive rebound by M. Gasol,28,43
197,2,3:16.0,,M. Conley misses 3-pt jump shot from 23 ft,28,43
198,2,3:15.0,Defensive rebound by M. Barnes,,28,43
199,2,3:10.0,G. Davis enters the game for S. Hawes,,28,43
200,2,3:10.0,,B. Udrih enters the game for M. Conley,28,43
201,2,3:10.0,Inbound foul by T. Allen,,28,43
202,2,3:10.0,J. Redick makes free throw 1 of 2,,29,43
203,2,3:10.0,J. Redick makes free throw 2 of 2,,30,43
204,2,2:53.0,,T. Allen makes 2-pt layup from 1 ft,30,45
205,2,2:43.0,C. Paul makes 2-pt layup at rim,,32,45
206,2,2:37.0,,C. Lee misses 2-pt layup at rim,32,45
207,2,2:36.0,,Offensive rebound by T. Allen,32,45
208,2,2:36.0,,T. Allen makes 2-pt dunk at rim,32,47
209,2,2:24.0,Turnover by C. Paul (lost ball),,32,47
210,2,2:24.0,,K. Koufos enters the game for M. Gasol,32,47
211,2,2:10.0,,Shooting foul by M. Barnes (drawn by T. Allen),32,47
212,2,2:10.0,,T. Allen makes free throw 1 of 2,32,48
213,2,2:10.0,J. Crawford enters the game for M. Barnes,,32,48
214,2,2:10.0,,T. Allen makes free throw 2 of 2,32,49
215,2,1:55.0,C. Paul misses 2-pt jump shot from 11 ft,,32,49
216,2,1:52.0,,Defensive rebound by K. Koufos,32,49
217,2,1:44.0,,T. Allen misses 3-pt jump shot from 24 ft,32,49
218,2,1:42.0,Defensive rebound by B. Griffin,,32,49
219,2,1:42.0,Personal foul by T. Allen (drawn by C. Paul),,32,49
220,2,1:42.0,LA Clippers full timeout,,32,49
221,2,1:42.0,,Q. Pondexter enters the game for T. Allen,32,49
222,2,1:42.0,C. Paul makes free throw 1 of 2,,33,49
223,2,1:42.0,C. Paul makes free throw 2 of 2,,34,49
224,2,1:27.0,,Turnover by C. Lee (bad pass; steal by G. Davis),34,49
225,2,1:26.0,Personal foul by B. Udrih (drawn by C. Paul),,34,49
226,2,1:26.0,C. Paul makes free throw 1 of 2,,35,49
227,2,1:26.0,C. Paul makes free throw 2 of 2,,36,49
228,2,1:02.0,,Q. Pondexter misses 2-pt jump shot from 21 ft,36,49
229,2,1:01.0,Defensive rebound by C. Paul,,36,49
230,2,0:58.0,Shooting foul by K. Koufos (drawn by J. Crawford),,36,49
231,2,0:58.0,J. Crawford makes free throw 1 of 2,,37,49
232,2,0:58.0,,M. Gasol enters the game for K. Koufos,37,49
233,2,0:58.0,,M. Conley enters the game for B. Udrih,37,49
234,2,0:58.0,J. Crawford makes free throw 2 of 2,,38,49
235,2,0:47.0,,M. Conley misses 2-pt jump shot from 18 ft,38,49
236,2,0:46.0,,Offensive rebound by Q. Pondexter,38,49
237,2,0:45.0,,Shooting foul by J. Crawford (drawn by Q. Pondexter),38,49
238,2,0:45.0,,Q. Pondexter makes free throw 1 of 2,38,50
239,2,0:45.0,,N. Calathes enters the game for M. Conley,38,50
240,2,0:45.0,,Q. Pondexter makes free throw 2 of 2,38,51
241,2,0:36.0,B. Griffin misses 2-pt layup from 1 ft,,38,51
242,2,0:34.0,,Defensive rebound by M. Gasol,38,51
243,2,0:12.0,,Q. Pondexter makes 2-pt jump shot from 11 ft,38,53
244,2,0:12.0,,Shooting foul by C. Paul (drawn by Q. Pondexter),38,53
245,2,0:12.0,,K. Koufos enters the game for M. Gasol,38,53
246,2,0:12.0,,J. Leuer enters the game for Z. Randolph,38,53
247,2,0:12.0,,Q. Pondexter misses free throw 1 of 1,38,53
248,2,0:11.0,Defensive rebound by B. Griffin,,38,53
249,2,0:02.0,C. Paul makes 2-pt jump shot from 13 ft,,40,53
250,2,0:01.0,,Q. Pondexter misses 3-pt jump shot from 52 ft,40,53
251,2,0:00.0,,Offensive rebound by Team,40,53
252,3,11:45.0,J. Redick makes 3-pt jump shot from 26 ft (assist by C. Paul),,43,53
253,3,11:22.0,,Shooting foul by M. Barnes (drawn by C. Lee),43,53
254,3,11:22.0,,C. Lee makes free throw 1 of 2,43,54
255,3,11:22.0,,C. Lee makes free throw 2 of 2,43,55
256,3,11:09.0,C. Paul makes 2-pt layup from 1 ft,,45,55
257,3,10:48.0,,Turnover by C. Lee (traveling),45,55
258,3,10:39.0,C. Paul makes 2-pt jump shot from 16 ft,,47,55
259,3,10:28.0,,T. Allen misses 2-pt layup at rim,47,55
260,3,10:27.0,,Offensive rebound by T. Allen,47,55
261,3,10:26.0,,T. Allen makes 2-pt layup at rim,47,57
262,3,10:16.0,B. Griffin misses 2-pt jump shot from 17 ft,,47,57
263,3,10:15.0,,Defensive rebound by M. Gasol,47,57
264,3,10:07.0,,Shooting foul by J. Redick (drawn by T. Allen),47,57
265,3,10:07.0,,T. Allen makes free throw 1 of 2,47,58
266,3,10:07.0,,T. Allen makes free throw 2 of 2,47,59
267,3,9:56.0,J. Redick misses 2-pt jump shot from 21 ft,,47,59
268,3,9:55.0,Offensive rebound by D. Jordan,,47,59
269,3,9:48.0,C. Paul misses 2-pt jump shot from 10 ft,,47,59
270,3,9:47.0,,Defensive rebound by Z. Randolph,47,59
271,3,9:41.0,,C. Lee makes 3-pt jump shot from 26 ft (assist by M. Conley),47,62
272,3,9:35.0,Personal foul by M. Conley (drawn by C. Paul),,47,62
273,3,9:21.0,B. Griffin misses 2-pt jump shot from 20 ft,,47,62
274,3,9:20.0,Offensive rebound by D. Jordan,,47,62
275,3,9:20.0,D. Jordan makes 2-pt tip-in at rim,,49,62
276,3,8:59.0,,Def 3 sec tech foul by M. Barnes,49,62
277,3,8:59.0,,C. Lee misses technical free throw,49,62
278,3,8:59.0,,Offensive rebound by Team,49,62
279,3,8:48.0,,M. Gasol misses 2-pt jump shot from 20 ft,49,62
280,3,8:47.0,Defensive rebound by J. Redick,,49,62
281,3,8:40.0,C. Paul makes 3-pt jump shot from 25 ft,,52,62
282,3,8:40.0,,Memphis full timeout,52,62
283,3,8:21.0,,Z. Randolph makes 2-pt layup at rim,52,64
284,3,7:58.0,J. Redick makes 2-pt jump shot from 19 ft (assist by C. Paul),,54,64
285,3,7:45.0,,Z. Randolph makes 2-pt jump shot from 19 ft (assist by M. Conley),54,66
286,3,7:33.0,C. Paul misses 2-pt jump shot from 18 ft,,54,66
287,3,7:32.0,,Defensive rebound by M. Conley,54,66
288,3,7:10.0,,Z. Randolph misses 2-pt jump shot from 19 ft,54,66
289,3,7:07.0,Defensive rebound by C. Paul,,54,66
290,3,6:58.0,Offensive foul by B. Griffin (drawn by M. Conley),,54,66
291,3,6:58.0,Turnover by B. Griffin (offensive foul),,54,66
292,3,6:40.0,,M. Gasol makes 2-pt jump shot from 6 ft (assist by M. Conley),54,68
293,3,6:30.0,J. Redick makes 3-pt jump shot from 23 ft (assist by B. Griffin),,57,68
294,3,6:08.0,,T. Allen misses 2-pt layup at rim,57,68
295,3,6:06.0,,Offensive rebound by Z. Randolph,57,68
296,3,6:06.0,,Z. Randolph makes 2-pt tip-in at rim,57,70
297,3,5:52.0,B. Griffin makes 2-pt jump shot from 21 ft (assist by C. Paul),,59,70
298,3,5:40.0,,Z. Randolph misses 2-pt jump shot from 6 ft,59,70
299,3,5:38.0,,Offensive rebound by Z. Randolph,59,70
300,3,5:36.0,,Turnover by M. Gasol (lost ball),59,70
301,3,5:36.0,,Q. Pondexter enters the game for T. Allen,59,70
302,3,5:36.0,J. Crawford enters the game for M. Barnes,,59,70
303,3,5:24.0,C. Paul makes 2-pt jump shot from 14 ft,,61,70
304,3,5:02.0,,M. Gasol makes 2-pt dunk at rim (assist by M. Conley),61,72
305,3,4:46.0,B. Griffin misses 2-pt jump shot from 17 ft,,61,72
306,3,4:45.0,,Defensive rebound by M. Gasol,61,72
307,3,4:35.0,,Personal foul by D. Jordan (drawn by M. Gasol),61,72
308,3,4:22.0,,M. Gasol makes 2-pt jump shot from 17 ft,61,74
309,3,4:11.0,Personal foul by Q. Pondexter (drawn by J. Crawford),,61,74
310,3,4:11.0,S. Hawes enters the game for D. Jordan,,61,74
311,3,4:00.0,S. Hawes misses 3-pt jump shot from 25 ft,,61,74
312,3,3:59.0,,Defensive rebound by M. Gasol,61,74
313,3,3:52.0,,M. Conley misses 2-pt layup at rim,61,74
314,3,3:49.0,,Offensive rebound by Z. Randolph,61,74
315,3,3:49.0,,Turnover by Z. Randolph (lost ball; steal by C. Paul),61,74
316,3,3:49.0,Offensive foul by C. Paul (drawn by M. Conley),,61,74
317,3,3:49.0,Turnover by C. Paul (offensive foul),,61,74
318,3,3:35.0,,Personal foul by J. Redick (drawn by M. Gasol),61,74
319,3,3:28.0,,Q. Pondexter makes 2-pt dunk at rim (assist by M. Gasol),61,76
320,3,3:14.0,J. Redick makes 3-pt jump shot from 26 ft,,64,76
321,3,2:55.0,,M. Gasol makes 2-pt dunk at rim,64,78
322,3,2:55.0,LA Clippers full timeout,,64,78
323,3,2:55.0,,B. Udrih enters the game for M. Conley,64,78
324,3,2:41.0,J. Crawford makes 2-pt jump shot from 19 ft (assist by C. Paul),,66,78
325,3,2:19.0,,M. Gasol misses 2-pt hook shot from 6 ft,66,78
326,3,2:15.0,Defensive rebound by C. Paul,,66,78
327,3,2:15.0,Shooting foul by Q. Pondexter (drawn by C. Paul),,66,78
328,3,2:15.0,C. Paul makes free throw 1 of 2,,67,78
329,3,2:15.0,C. Paul makes free throw 2 of 2,,68,78
330,3,1:56.0,,C. Lee misses 3-pt jump shot from 26 ft,68,78
331,3,1:55.0,Defensive rebound by S. Hawes,,68,78
332,3,1:47.0,C. Paul makes 2-pt layup at rim,,70,78
333,3,1:24.0,,B. Udrih makes 3-pt jump shot from 26 ft,70,81
334,3,1:11.0,J. Redick misses 3-pt jump shot from 24 ft,,70,81
335,3,1:10.0,,Defensive rebound by Z. Randolph,70,81
336,3,0:57.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by B. Udrih),70,84
337,3,0:40.0,S. Hawes misses 3-pt jump shot from 26 ft,,70,84
338,3,0:39.0,,Defensive rebound by B. Udrih,70,84
339,3,0:30.0,,B. Udrih makes 2-pt jump shot from 18 ft,70,86
340,3,0:08.0,B. Griffin misses 2-pt layup from 1 ft,,70,86
341,3,0:08.0,Offensive rebound by B. Griffin,,70,86
342,3,0:08.0,B. Griffin makes 2-pt tip-in from 1 ft,,72,86
343,3,0:02.0,,Q. Pondexter makes 2-pt jump shot from 7 ft,72,88
344,3,0:01.0,Turnover by B. Griffin (bad pass; steal by Z. Randolph),,72,88
345,3,0:00.0,,Z. Randolph misses 2-pt jump shot from 11 ft,72,88
346,3,0:00.0,,Offensive rebound by Team,72,88
347,4,11:47.0,,B. Udrih makes 2-pt layup at rim,72,90
348,4,11:28.0,B. Griffin misses 2-pt jump shot from 4 ft (block by M. Gasol),,72,90
349,4,11:27.0,,Defensive rebound by M. Gasol,72,90
350,4,11:07.0,,J. Leuer makes 2-pt layup at rim (assist by C. Lee),72,92
351,4,10:46.0,S. Hawes misses 2-pt hook shot from 6 ft,,72,92
352,4,10:44.0,,Defensive rebound by M. Gasol,72,92
353,4,10:31.0,,B. Udrih misses 2-pt layup from 1 ft,72,92
354,4,10:29.0,Defensive rebound by S. Hawes,,72,92
355,4,10:20.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by S. Hawes),,75,92
356,4,10:00.0,,Shooting foul by J. Farmar (drawn by B. Udrih),75,92
357,4,10:00.0,,B. Udrih makes free throw 1 of 2,75,93
358,4,10:00.0,G. Davis enters the game for B. Griffin,,75,93
359,4,10:00.0,,K. Koufos enters the game for M. Gasol,75,93
360,4,10:00.0,,B. Udrih makes free throw 2 of 2,75,94
361,4,9:54.0,Shooting foul by J. Leuer (drawn by J. Crawford),,75,94
362,4,9:54.0,J. Crawford makes free throw 1 of 3,,76,94
363,4,9:54.0,J. Crawford makes free throw 2 of 3,,77,94
364,4,9:54.0,J. Crawford makes free throw 3 of 3,,78,94
365,4,9:41.0,,B. Udrih misses 2-pt jump shot from 18 ft,78,94
366,4,9:39.0,,Offensive rebound by B. Udrih,78,94
367,4,9:26.0,,C. Lee misses 2-pt jump shot from 19 ft,78,94
368,4,9:24.0,,Offensive rebound by Q. Pondexter,78,94
369,4,9:21.0,,Personal foul by J. Farmar (drawn by Q. Pondexter),78,94
370,4,9:13.0,,Q. Pondexter makes 3-pt jump shot from 23 ft (assist by B. Udrih),78,97
371,4,9:13.0,Loose ball foul by G. Davis (drawn by K. Koufos),,78,97
372,4,9:13.0,,K. Koufos misses free throw 1 of 1,78,97
373,4,9:10.0,Defensive rebound by S. Hawes,,78,97
374,4,8:59.0,J. Crawford misses 3-pt jump shot from 27 ft,,78,97
375,4,8:58.0,,Defensive rebound by K. Koufos,78,97
376,4,8:45.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by B. Udrih),78,100
377,4,8:28.0,J. Farmar misses 3-pt jump shot from 26 ft,,78,100
378,4,8:27.0,,Defensive rebound by C. Lee,78,100
379,4,8:17.0,,J. Leuer makes 3-pt jump shot from 25 ft (assist by B. Udrih),78,103
380,4,8:16.0,LA Clippers full timeout,,78,103
381,4,7:52.0,G. Davis makes 2-pt jump shot from 4 ft,,80,103
382,4,7:30.0,,K. Koufos misses 2-pt jump shot from 20 ft,80,103
383,4,7:29.0,Defensive rebound by J. Crawford,,80,103
384,4,7:21.0,,N. Calathes enters the game for C. Lee,80,103
385,4,7:17.0,H. Türkoğlu makes 2-pt jump shot from 17 ft (assist by J. Farmar),,82,103
386,4,7:05.0,,Q. Pondexter misses 3-pt jump shot from 22 ft,82,103
387,4,7:04.0,Defensive rebound by S. Hawes,,82,103
388,4,6:56.0,Shooting foul by Q. Pondexter (drawn by J. Crawford),,82,103
389,4,6:56.0,J. Crawford makes free throw 1 of 2,,83,103
