,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MINNESOTA_ACTION,MEMPHIS_SCORE,MINNESOTA_SCORE
384,4,1:09.0,,A. Wiggins makes free throw 2 of 2,89,85
385,4,0:55.0,M. Conley misses 2-pt jump shot from 22 ft,,89,85
386,4,0:54.0,,Defensive rebound by K. Martin,89,85
387,4,0:42.0,,A. Wiggins misses 2-pt jump shot from 13 ft,89,85
388,4,0:41.0,,Offensive rebound by T. Young,89,85
389,4,0:35.0,,R. Rubio makes 3-pt jump shot from 24 ft,89,88
390,4,0:12.0,Turnover by Z. Randolph (lost ball; steal by R. Rubio),,89,88
391,4,0:10.0,,Personal foul by Z. Randolph (drawn by R. Rubio),89,88
392,4,0:10.0,,R. Rubio makes free throw 1 of 2,89,89
393,4,0:10.0,,R. Rubio makes free throw 2 of 2,89,90
394,4,0:10.0,Memphis full timeout,,89,90
395,4,0:10.0,,M. Williams enters the game for K. Martin,89,90
396,4,0:10.0,,Minnesota full timeout,89,90
397,4,0:06.0,Turnover by M. Conley (bad pass; steal by R. Rubio),,89,90
398,4,0:01.0,,Turnover by M. Williams (bad pass; steal by C. Lee),89,90
