,QUARTER,TIME_REMAINING,DETROIT_ACTION,SAN ANTONIO_ACTION,DETROIT_SCORE,SAN ANTONIO_SCORE
385,4,9:28.0,,C. Joseph enters the game for P. Mills,84,85
386,4,9:04.0,Turnover by Team (shot clock),,84,85
387,4,8:48.0,,T. Splitter misses 2-pt layup at rim,84,85
388,4,8:47.0,Defensive rebound by G. Monroe,,84,85
389,4,8:41.0,J. Meeks makes 2-pt layup from 2 ft (assist by D. Augustin),,86,85
390,4,8:30.0,,B. Diaw misses 2-pt layup from 1 ft,86,85
391,4,8:29.0,,Offensive rebound by T. Splitter,86,85
392,4,8:29.0,,T. Splitter makes 2-pt tip-in from 1 ft,86,87
393,4,8:16.0,G. Monroe makes 2-pt layup from 1 ft (assist by J. Meeks),,88,87
394,4,7:59.0,,D. Green makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),88,90
395,4,7:39.0,Personal foul by D. Green (drawn by J. Meeks),,88,90
396,4,7:39.0,A. Drummond enters the game for G. Monroe,,88,90
397,4,7:29.0,D. Augustin makes 2-pt jump shot from 20 ft,,90,90
398,4,7:19.0,,M. Ginóbili makes 2-pt layup at rim,90,92
399,4,7:00.0,Shooting foul by T. Splitter (drawn by A. Drummond),,90,92
400,4,7:00.0,A. Drummond makes free throw 1 of 2,,91,92
401,4,7:00.0,A. Drummond misses free throw 2 of 2,,91,92
402,4,6:59.0,,Defensive rebound by T. Splitter,91,92
403,4,6:40.0,,Personal foul by J. Meeks (drawn by M. Ginóbili),91,92
404,4,6:26.0,,B. Diaw misses 2-pt jump shot from 5 ft,91,92
405,4,6:25.0,Defensive rebound by A. Drummond,,91,92
406,4,6:16.0,Turnover by D. Augustin (lost ball; steal by D. Green),,91,92
407,4,6:00.0,,Shooting foul by A. Tolliver (drawn by T. Splitter),91,92
408,4,6:00.0,,T. Splitter makes free throw 1 of 2,91,93
409,4,6:00.0,,P. Mills enters the game for D. Green,91,93
410,4,6:00.0,,T. Splitter makes free throw 2 of 2,91,94
411,4,5:45.0,D. Augustin makes 2-pt jump shot from 3 ft,,93,94
412,4,5:45.0,,San Antonio full timeout,93,94
413,4,5:45.0,K. Caldwell-Pope enters the game for C. Butler,,93,94
414,4,5:31.0,,P. Mills misses 3-pt jump shot from 25 ft,93,94
415,4,5:30.0,Defensive rebound by J. Meeks,,93,94
416,4,5:19.0,A. Drummond makes 2-pt dunk at rim (assist by D. Augustin),,95,94
417,4,5:08.0,,Personal foul by J. Meeks (drawn by M. Ginóbili),95,94
418,4,5:07.0,,Personal foul by K. Caldwell-Pope (drawn by M. Ginóbili),95,94
419,4,5:01.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),95,97
420,4,4:39.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,95,97
421,4,4:38.0,,Defensive rebound by C. Joseph,95,97
422,4,4:30.0,,Turnover by P. Mills (traveling),95,97
423,4,4:17.0,D. Augustin misses 2-pt layup from 2 ft,,95,97
424,4,4:15.0,Offensive rebound by A. Drummond,,95,97
425,4,4:15.0,A. Drummond makes 2-pt tip-in at rim,,97,97
426,4,4:02.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by C. Joseph),97,100
427,4,3:45.0,D. Augustin misses 2-pt jump shot from 6 ft,,97,100
428,4,3:44.0,Offensive rebound by Team,,97,100
429,4,3:44.0,,Loose ball foul by P. Mills (drawn by A. Drummond),97,100
430,4,3:33.0,D. Augustin makes 2-pt jump shot from 5 ft,,99,100
431,4,3:25.0,,Turnover by M. Ginóbili (bad pass; steal by A. Drummond),99,100
432,4,3:24.0,Personal foul by M. Ginóbili (drawn by A. Drummond),,99,100
433,4,3:24.0,A. Drummond misses free throw 1 of 2,,99,100
434,4,3:24.0,Offensive rebound by Team,,99,100
435,4,3:24.0,,D. Green enters the game for P. Mills,99,100
436,4,3:24.0,A. Drummond misses free throw 2 of 2,,99,100
437,4,3:22.0,,Defensive rebound by C. Joseph,99,100
438,4,3:14.0,,Personal foul by J. Meeks (drawn by T. Splitter),99,100
439,4,3:14.0,,T. Splitter misses free throw 1 of 2,99,100
440,4,3:14.0,,Offensive rebound by Team,99,100
441,4,3:14.0,B. Jennings enters the game for D. Augustin,,99,100
442,4,3:14.0,,T. Splitter misses free throw 2 of 2,99,100
443,4,3:13.0,Defensive rebound by J. Meeks,,99,100
444,4,2:50.0,A. Tolliver misses 3-pt jump shot from 22 ft,,99,100
445,4,2:48.0,,Defensive rebound by B. Diaw,99,100
446,4,2:29.0,,D. Green misses 2-pt jump shot from 11 ft,99,100
447,4,2:28.0,Defensive rebound by A. Drummond,,99,100
448,4,2:20.0,Official timeout,,99,100
449,4,2:12.0,K. Caldwell-Pope makes 2-pt jump shot from 3 ft (assist by B. Jennings),,101,100
450,4,1:52.0,,Personal foul by A. Tolliver (drawn by B. Diaw),101,100
451,4,1:52.0,,B. Diaw misses free throw 1 of 2,101,100
452,4,1:52.0,,Offensive rebound by Team,101,100
453,4,1:52.0,,B. Diaw misses free throw 2 of 2,101,100
454,4,1:51.0,Defensive rebound by A. Drummond,,101,100
455,4,1:38.0,B. Jennings misses 2-pt layup from 1 ft,,101,100
456,4,1:37.0,,Defensive rebound by C. Joseph,101,100
457,4,1:30.0,,Personal block foul by K. Caldwell-Pope (drawn by M. Ginóbili),101,100
458,4,1:30.0,,M. Ginóbili makes free throw 1 of 2,101,101
459,4,1:30.0,,M. Ginóbili makes free throw 2 of 2,101,102
460,4,1:12.0,A. Tolliver misses 3-pt jump shot from 25 ft,,101,102
461,4,1:11.0,Offensive rebound by Team,,101,102
462,4,1:04.0,Offensive foul by A. Drummond (drawn by D. Green),,101,102
463,4,1:04.0,Turnover by A. Drummond (offensive foul),,101,102
464,4,0:49.0,,Shooting foul by A. Drummond (drawn by C. Joseph),101,102
465,4,0:49.0,,C. Joseph misses free throw 1 of 2,101,102
466,4,0:49.0,,Offensive rebound by Team,101,102
467,4,0:49.0,,C. Joseph makes free throw 2 of 2,101,103
468,4,0:36.0,B. Jennings misses 2-pt layup at rim,,101,103
469,4,0:35.0,,Defensive rebound by D. Green,101,103
470,4,0:28.0,,San Antonio full timeout,101,103
471,4,0:28.0,,P. Mills enters the game for C. Joseph,101,103
472,4,0:15.0,,P. Mills misses 2-pt jump shot from 7 ft,101,103
473,4,0:13.0,,Offensive rebound by T. Splitter,101,103
474,4,0:11.0,,Personal foul by K. Caldwell-Pope (drawn by P. Mills),101,103
475,4,0:11.0,,P. Mills misses free throw 1 of 2,101,103
476,4,0:11.0,,Offensive rebound by Team,101,103
477,4,0:11.0,G. Monroe enters the game for A. Tolliver,,101,103
478,4,0:11.0,C. Butler enters the game for J. Meeks,,101,103
479,4,0:11.0,,P. Mills makes free throw 2 of 2,101,104
480,4,0:11.0,Detroit full timeout,,101,104
481,4,0:11.0,,C. Joseph enters the game for P. Mills,101,104
482,4,0:11.0,A. Tolliver enters the game for G. Monroe,,101,104
483,4,0:11.0,J. Meeks enters the game for C. Butler,,101,104
484,4,0:08.0,Personal foul by D. Green (drawn by J. Meeks),,101,104
485,4,0:08.0,J. Meeks makes free throw 1 of 2,,102,104
486,4,0:08.0,G. Monroe enters the game for A. Tolliver,,102,104
487,4,0:08.0,,T. Duncan enters the game for B. Diaw,102,104
488,4,0:08.0,,J. Ayres enters the game for D. Green,102,104
489,4,0:08.0,J. Meeks makes free throw 2 of 2,,103,104
490,4,0:08.0,,San Antonio full timeout,103,104
491,4,0:08.0,A. Tolliver enters the game for G. Monroe,,103,104
492,4,0:08.0,,B. Diaw enters the game for T. Splitter,103,104
493,4,0:08.0,,P. Mills enters the game for C. Joseph,103,104
494,4,0:08.0,,D. Green enters the game for J. Ayres,103,104
495,4,0:08.0,,Turnover by T. Duncan (bad pass; steal by A. Drummond),103,104
496,4,0:00.0,B. Jennings makes 2-pt jump shot from 11 ft,,105,104
497,4,0:00.0,,San Antonio full timeout,105,104
498,4,0:00.0,,J. Ayres enters the game for B. Diaw,105,104
499,4,0:00.0,B. Jennings enters the game for,,105,104
