,QUARTER,TIME_REMAINING,MIAMI_ACTION,INDIANA_ACTION,MIAMI_SCORE,INDIANA_SCORE
399,4,2:39.0,C. Bosh makes 3-pt jump shot from 28 ft (assist by D. Wade),,91,98
400,4,2:13.0,,G. Hill makes 3-pt jump shot from 25 ft,91,101
401,4,2:08.0,Miami full timeout,,91,101
402,4,1:52.0,D. Granger misses 3-pt jump shot from 27 ft (block by D. West),,91,101
403,4,1:49.0,,Defensive rebound by C. Miles,91,101
404,4,1:29.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by D. West),91,104
405,4,1:22.0,D. Wade makes 2-pt jump shot from 11 ft,,93,104
406,4,1:07.0,,Personal foul by M. Chalmers (drawn by G. Hill),93,104
407,4,1:07.0,,G. Hill makes free throw 1 of 2,93,105
408,4,1:07.0,,G. Hill makes free throw 2 of 2,93,106
409,4,0:59.0,D. Wade makes 2-pt jump shot from 18 ft,,95,106
410,4,0:44.0,,C. Miles misses 3-pt jump shot from 23 ft,95,106
411,4,0:43.0,Defensive rebound by D. Granger,,95,106
412,4,0:36.0,L. Deng misses 3-pt jump shot from 24 ft,,95,106
413,4,0:35.0,,Defensive rebound by D. West,95,106
414,4,0:13.0,,G. Hill misses 2-pt jump shot from 13 ft,95,106
415,4,0:12.0,Defensive rebound by D. Granger,,95,106
416,4,0:06.0,M. Chalmers misses 3-pt jump shot from 26 ft,,95,106
417,4,0:04.0,,Defensive rebound by R. Hibbert,95,106
