,QUARTER,TIME_REMAINING,DETROIT_ACTION,ATLANTA_ACTION,DETROIT_SCORE,ATLANTA_SCORE
31,1,7:37.0,,A. Horford makes 2-pt hook shot from 6 ft,9,7
32,1,7:13.0,Turnover by B. Jennings (lost ball; steal by P. Millsap),,9,7
33,1,7:06.0,,K. Korver makes 2-pt jump shot from 12 ft (assist by P. Millsap),9,9
34,1,6:48.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,,9,9
35,1,6:47.0,,Defensive rebound by P. Millsap,9,9
36,1,6:40.0,,J. Teague makes 2-pt jump shot from 21 ft,9,11
37,1,6:20.0,J. Smith makes 2-pt hook shot from 9 ft,,11,11
38,1,5:58.0,,Atlanta full timeout,11,11
39,1,5:58.0,,P. Antić enters the game for D. Carroll,11,11
40,1,5:58.0,,T. Sefolosha enters the game for A. Horford,11,11
41,1,5:54.0,,J. Teague makes 2-pt jump shot from 10 ft (assist by K. Korver),11,13
42,1,5:35.0,A. Drummond misses 2-pt jump shot from 7 ft,,11,13
43,1,5:33.0,,Defensive rebound by P. Antić,11,13
44,1,5:26.0,,Shooting foul by G. Monroe (drawn by P. Millsap),11,13
45,1,5:26.0,,P. Millsap makes free throw 1 of 2,11,14
46,1,5:26.0,C. Butler enters the game for G. Monroe,,11,14
47,1,5:26.0,,P. Millsap makes free throw 2 of 2,11,15
48,1,5:11.0,Turnover by B. Jennings (bad pass; steal by P. Antić),,11,15
49,1,4:59.0,,Shooting foul by A. Drummond (drawn by P. Antić),11,15
50,1,4:59.0,,P. Antić makes free throw 1 of 2,11,16
51,1,4:59.0,,P. Antić makes free throw 2 of 2,11,17
52,1,4:45.0,C. Butler misses 3-pt jump shot from 23 ft,,11,17
53,1,4:41.0,Offensive rebound by J. Smith,,11,17
54,1,4:40.0,J. Smith misses 2-pt layup from 2 ft,,11,17
55,1,4:36.0,Offensive rebound by J. Smith,,11,17
56,1,4:36.0,J. Smith makes 2-pt tip-in from 1 ft,,13,17
57,1,4:31.0,,T. Sefolosha misses 2-pt layup from 2 ft,13,17
58,1,4:30.0,,Offensive rebound by P. Antić,13,17
59,1,4:29.0,,P. Antić makes 2-pt layup at rim,13,19
60,1,4:10.0,J. Smith misses 2-pt jump shot from 7 ft,,13,19
61,1,4:09.0,,Defensive rebound by J. Teague,13,19
62,1,3:58.0,,P. Millsap makes 2-pt dunk at rim,13,21
63,1,3:47.0,Detroit full timeout,,13,21
64,1,3:47.0,,D. Schröder enters the game for J. Teague,13,21
65,1,3:33.0,J. Smith misses 2-pt layup from 1 ft,,13,21
66,1,3:32.0,,Defensive rebound by P. Millsap,13,21
67,1,3:19.0,,D. Schröder misses 3-pt jump shot from 25 ft,13,21
68,1,3:18.0,Defensive rebound by J. Smith,,13,21
69,1,3:11.0,J. Smith makes 2-pt layup from 1 ft,,15,21
70,1,2:53.0,,P. Millsap makes 2-pt jump shot from 20 ft (assist by K. Korver),15,23
71,1,2:31.0,C. Butler makes 3-pt jump shot from 23 ft (assist by J. Smith),,18,23
72,1,2:18.0,,P. Millsap makes 2-pt jump shot from 18 ft (assist by D. Schröder),18,25
73,1,1:58.0,J. Smith makes 2-pt layup at rim (assist by B. Jennings),,20,25
74,1,1:45.0,,D. Schröder misses 2-pt layup from 1 ft,20,25
75,1,1:43.0,Defensive rebound by A. Drummond,,20,25
76,1,1:37.0,Personal foul by T. Sefolosha (drawn by K. Caldwell-Pope),,20,25
77,1,1:37.0,,D. Carroll enters the game for P. Millsap,20,25
78,1,1:37.0,,M. Scott enters the game for K. Korver,20,25
79,1,1:37.0,K. Singler enters the game for K. Caldwell-Pope,,20,25
80,1,1:28.0,B. Jennings misses 3-pt jump shot from 24 ft,,20,25
81,1,1:26.0,,Defensive rebound by D. Carroll,20,25
82,1,1:12.0,,D. Carroll misses 3-pt jump shot from 24 ft,20,25
83,1,1:11.0,Defensive rebound by B. Jennings,,20,25
84,1,1:09.0,Shooting foul by T. Sefolosha (drawn by B. Jennings),,20,25
85,1,1:09.0,B. Jennings makes free throw 1 of 2,,21,25
86,1,1:09.0,,A. Horford enters the game for P. Antić,21,25
87,1,1:09.0,,S. Mack enters the game for T. Sefolosha,21,25
88,1,1:09.0,B. Jennings makes free throw 2 of 2,,22,25
89,1,0:51.0,,A. Horford makes 2-pt jump shot from 18 ft,22,27
90,1,0:33.0,C. Butler misses 3-pt jump shot from 24 ft,,22,27
91,1,0:31.0,Offensive rebound by A. Drummond,,22,27
92,1,0:11.0,C. Butler makes 3-pt jump shot from 23 ft (assist by J. Smith),,25,27
93,1,0:02.0,,D. Schröder makes 2-pt layup at rim,25,29
94,1,0:01.0,Turnover by B. Jennings (lost ball; steal by S. Mack),,25,29
95,2,11:48.0,,Turnover by D. Schröder (bad pass),25,29
96,2,11:26.0,D. Augustin misses 2-pt layup from 2 ft,,25,29
97,2,11:25.0,,Defensive rebound by M. Scott,25,29
98,2,11:11.0,,S. Mack misses 2-pt jump shot from 3 ft,25,29
99,2,11:10.0,Defensive rebound by K. Singler,,25,29
100,2,11:00.0,Shooting foul by A. Horford (drawn by G. Monroe),,25,29
101,2,11:00.0,G. Monroe makes free throw 1 of 2,,26,29
102,2,11:00.0,J. Jerebko enters the game for J. Smith,,26,29
103,2,11:00.0,G. Monroe makes free throw 2 of 2,,27,29
104,2,10:48.0,,M. Scott misses 2-pt jump shot from 6 ft,27,29
105,2,10:47.0,Defensive rebound by G. Monroe,,27,29
106,2,10:35.0,D. Augustin misses 3-pt jump shot from 26 ft,,27,29
107,2,10:32.0,,Defensive rebound by A. Horford,27,29
108,2,10:25.0,,M. Scott makes 2-pt jump shot from 16 ft (assist by D. Schröder),27,31
109,2,10:04.0,Turnover by J. Jerebko (lost ball; steal by M. Scott),,27,31
110,2,9:54.0,,D. Schröder misses 3-pt jump shot from 25 ft,27,31
111,2,9:52.0,Defensive rebound by G. Monroe,,27,31
112,2,9:43.0,C. Butler misses 2-pt jump shot from 18 ft,,27,31
113,2,9:41.0,,Defensive rebound by S. Mack,27,31
114,2,9:41.0,Loose ball foul by G. Monroe (drawn by S. Mack),,27,31
115,2,9:41.0,A. Drummond enters the game for G. Monroe,,27,31
116,2,9:27.0,,D. Schröder misses 2-pt jump shot from 19 ft,27,31
117,2,9:25.0,Defensive rebound by A. Drummond,,27,31
118,2,9:13.0,,Offensive charge foul by C. Butler (drawn by D. Schröder),27,31
119,2,9:13.0,Turnover by C. Butler (offensive foul),,27,31
120,2,9:01.0,,M. Scott makes 2-pt layup from 3 ft (assist by D. Carroll),27,33
121,2,8:45.0,K. Singler makes 2-pt jump shot from 10 ft,,29,33
122,2,8:36.0,,S. Mack misses 3-pt jump shot from 24 ft,29,33
123,2,8:35.0,Defensive rebound by D. Augustin,,29,33
124,2,8:22.0,K. Singler misses 3-pt jump shot from 24 ft,,29,33
125,2,8:20.0,,Defensive rebound by M. Scott,29,33
126,2,8:10.0,,D. Schröder misses 2-pt layup from 1 ft (block by J. Jerebko),29,33
127,2,8:04.0,Defensive rebound by A. Drummond,,29,33
128,2,7:54.0,A. Drummond misses 2-pt layup from 1 ft (block by A. Horford),,29,33
129,2,7:51.0,,Defensive rebound by D. Carroll,29,33
130,2,7:48.0,,D. Carroll makes 2-pt layup at rim,29,35
131,2,7:32.0,D. Augustin misses 3-pt jump shot from 25 ft,,29,35
132,2,7:30.0,Offensive rebound by C. Butler,,29,35
133,2,7:28.0,C. Butler makes 2-pt layup at rim,,31,35
134,2,7:23.0,,Atlanta full timeout,31,35
135,2,7:23.0,,J. Teague enters the game for D. Carroll,31,35
136,2,7:23.0,,T. Sefolosha enters the game for A. Horford,31,35
137,2,7:23.0,,P. Antić enters the game for D. Schröder,31,35
138,2,7:23.0,K. Caldwell-Pope enters the game for C. Butler,,31,35
139,2,7:09.0,,T. Sefolosha makes 2-pt jump shot from 8 ft,31,37
140,2,6:46.0,A. Drummond misses 2-pt hook shot from 8 ft,,31,37
141,2,6:43.0,,Defensive rebound by T. Sefolosha,31,37
142,2,6:37.0,,Personal foul by D. Augustin (drawn by J. Teague),31,37
143,2,6:37.0,,P. Millsap enters the game for M. Scott,31,37
144,2,6:30.0,,J. Teague makes 3-pt jump shot from 25 ft,31,40
145,2,6:15.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,,31,40
146,2,6:13.0,,Defensive rebound by T. Sefolosha,31,40
147,2,6:05.0,,P. Antić misses 3-pt jump shot from 25 ft,31,40
148,2,6:04.0,Defensive rebound by A. Drummond,,31,40
149,2,5:52.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,31,40
150,2,5:52.0,Offensive rebound by A. Drummond,,31,40
151,2,5:52.0,A. Drummond misses 2-pt tip-in at rim,,31,40
152,2,5:51.0,,Defensive rebound by P. Millsap,31,40
153,2,5:34.0,,J. Teague misses 2-pt jump shot from 11 ft,31,40
154,2,5:34.0,,Offensive rebound by Team,31,40
155,2,5:34.0,Loose ball foul by K. Singler (drawn by P. Millsap),,31,40
156,2,5:34.0,Official timeout,,31,40
157,2,5:34.0,,K. Korver enters the game for S. Mack,31,40
158,2,5:34.0,J. Smith enters the game for J. Jerebko,,31,40
159,2,5:28.0,,K. Korver makes 2-pt jump shot from 21 ft (assist by P. Antić),31,42
160,2,5:05.0,K. Singler makes 3-pt jump shot from 24 ft (assist by J. Smith),,34,42
161,2,4:40.0,,P. Millsap misses 2-pt jump shot from 18 ft,34,42
162,2,4:38.0,,Offensive rebound by P. Antić,34,42
163,2,4:35.0,,K. Korver misses 3-pt jump shot from 24 ft,34,42
164,2,4:34.0,Defensive rebound by K. Singler,,34,42
165,2,4:21.0,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,,34,42
166,2,4:18.0,,Defensive rebound by P. Millsap,34,42
167,2,3:57.0,,Shooting foul by K. Singler (drawn by T. Sefolosha),34,42
168,2,3:57.0,,T. Sefolosha makes free throw 1 of 2,34,43
169,2,3:57.0,,A. Horford enters the game for P. Antić,34,43
170,2,3:57.0,B. Jennings enters the game for D. Augustin,,34,43
171,2,3:57.0,C. Butler enters the game for K. Singler,,34,43
172,2,3:57.0,,T. Sefolosha makes free throw 2 of 2,34,44
173,2,3:38.0,J. Smith misses 2-pt hook shot from 5 ft,,34,44
174,2,3:36.0,,Defensive rebound by P. Millsap,34,44
175,2,3:30.0,,Turnover by J. Teague (lost ball; steal by B. Jennings),34,44
176,2,3:25.0,B. Jennings misses 3-pt jump shot from 25 ft,,34,44
177,2,3:24.0,,Defensive rebound by K. Korver,34,44
178,2,3:05.0,,J. Teague misses 2-pt layup from 2 ft,34,44
179,2,3:03.0,Defensive rebound by A. Drummond,,34,44
180,2,2:54.0,Detroit full timeout,,34,44
181,2,2:54.0,,D. Carroll enters the game for T. Sefolosha,34,44
182,2,2:45.0,Personal foul by P. Millsap (drawn by J. Smith),,34,44
183,2,2:32.0,B. Jennings makes 2-pt jump shot from 20 ft (assist by J. Smith),,36,44
184,2,2:09.0,,P. Millsap misses 2-pt layup from 1 ft (block by J. Smith),36,44
185,2,2:05.0,Defensive rebound by B. Jennings,,36,44
186,2,2:01.0,A. Drummond misses 2-pt layup from 1 ft,,36,44
187,2,1:59.0,Offensive rebound by A. Drummond,,36,44
188,2,1:59.0,A. Drummond makes 2-pt layup at rim,,38,44
189,2,1:46.0,,J. Teague misses 2-pt jump shot from 3 ft,38,44
190,2,1:43.0,,Offensive rebound by Team,38,44
191,2,1:28.0,,A. Horford makes 2-pt jump shot from 7 ft,38,46
192,2,1:10.0,Personal foul by P. Millsap (drawn by J. Smith),,38,46
193,2,1:00.0,J. Smith makes 2-pt jump shot from 21 ft (assist by B. Jennings),,40,46
194,2,0:48.0,,A. Horford misses 2-pt jump shot from 17 ft,40,46
195,2,0:46.0,Defensive rebound by J. Smith,,40,46
196,2,0:39.0,B. Jennings misses 3-pt jump shot from 25 ft,,40,46
197,2,0:38.0,,Defensive rebound by A. Horford,40,46
198,2,0:27.0,,Shooting foul by B. Jennings (drawn by J. Teague),40,46
199,2,0:27.0,,J. Teague makes free throw 1 of 2,40,47
200,2,0:27.0,,J. Teague makes free throw 2 of 2,40,48
201,2,0:03.0,J. Smith misses 3-pt jump shot from 25 ft,,40,48
202,2,0:02.0,,Defensive rebound by Team,40,48
203,2,0:02.0,,Atlanta full timeout,40,48
204,2,0:00.0,,A. Horford makes 2-pt jump shot from 23 ft (assist by P. Millsap),40,50
205,3,11:43.0,,A. Horford makes 2-pt layup from 1 ft (assist by J. Teague),40,52
206,3,11:26.0,B. Jennings misses 3-pt jump shot from 26 ft,,40,52
207,3,11:24.0,,Defensive rebound by P. Millsap,40,52
208,3,11:17.0,,Turnover by J. Teague (bad pass; steal by A. Drummond),40,52
209,3,11:10.0,Turnover by A. Drummond (offensive goaltending),,40,52
210,3,10:51.0,,D. Carroll misses 2-pt jump shot from 3 ft,40,52
211,3,10:49.0,Defensive rebound by A. Drummond,,40,52
212,3,10:42.0,J. Smith misses 2-pt jump shot from 5 ft,,40,52
213,3,10:41.0,Offensive rebound by G. Monroe,,40,52
214,3,10:40.0,G. Monroe makes 2-pt layup at rim,,42,52
215,3,10:30.0,,Shooting foul by K. Caldwell-Pope (drawn by P. Millsap),42,52
216,3,10:30.0,,P. Millsap misses free throw 1 of 2,42,52
217,3,10:30.0,,Offensive rebound by Team,42,52
218,3,10:30.0,,P. Millsap makes free throw 2 of 2,42,53
219,3,10:13.0,Turnover by G. Monroe (lost ball; steal by J. Teague),,42,53
220,3,10:03.0,,D. Carroll misses 3-pt jump shot from 24 ft,42,53
221,3,10:01.0,Defensive rebound by A. Drummond,,42,53
222,3,9:47.0,J. Smith misses 2-pt jump shot from 19 ft,,42,53
223,3,9:45.0,,Defensive rebound by K. Korver,42,53
224,3,9:27.0,,J. Teague makes 2-pt layup from 2 ft,42,55
225,3,9:12.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,42,55
226,3,9:11.0,,Defensive rebound by D. Carroll,42,55
227,3,9:03.0,,K. Korver makes 3-pt jump shot from 22 ft (assist by D. Carroll),42,58
228,3,9:02.0,Detroit full timeout,,42,58
229,3,8:38.0,J. Smith makes 2-pt jump shot from 19 ft (assist by G. Monroe),,44,58
230,3,8:20.0,,D. Carroll makes 2-pt layup from 2 ft (assist by J. Teague),44,60
231,3,8:06.0,Personal foul by J. Teague (drawn by B. Jennings),,44,60
232,3,7:57.0,Shooting foul by J. Teague (drawn by B. Jennings),,44,60
233,3,7:57.0,B. Jennings makes free throw 1 of 3,,45,60
234,3,7:57.0,B. Jennings makes free throw 2 of 3,,46,60
235,3,7:57.0,B. Jennings makes free throw 3 of 3,,47,60
236,3,7:46.0,,D. Carroll misses 3-pt jump shot from 25 ft,47,60
237,3,7:44.0,Defensive rebound by G. Monroe,,47,60
238,3,7:33.0,J. Smith misses 2-pt jump shot from 7 ft (block by A. Horford),,47,60
239,3,7:31.0,,Defensive rebound by J. Teague,47,60
240,3,7:29.0,,Shooting foul by K. Caldwell-Pope (drawn by J. Teague),47,60
241,3,7:29.0,,J. Teague makes free throw 1 of 2,47,61
242,3,7:29.0,,J. Teague makes free throw 2 of 2,47,62
243,3,7:11.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,47,62
244,3,7:09.0,Offensive rebound by A. Drummond,,47,62
245,3,7:08.0,A. Drummond makes 2-pt layup from 1 ft,,49,62
246,3,6:49.0,,D. Carroll makes 2-pt layup at rim (assist by J. Teague),49,64
247,3,6:23.0,Turnover by A. Drummond (offensive goaltending),,49,64
248,3,6:23.0,,P. Antić enters the game for A. Horford,49,64
249,3,6:08.0,,Shooting foul by J. Smith (drawn by D. Carroll),49,64
250,3,6:08.0,,D. Carroll misses free throw 1 of 2,49,64
251,3,6:08.0,,Offensive rebound by Team,49,64
252,3,6:08.0,C. Butler enters the game for A. Drummond,,49,64
253,3,6:08.0,,D. Carroll misses free throw 2 of 2,49,64
254,3,6:07.0,Defensive rebound by J. Smith,,49,64
255,3,5:52.0,B. Jennings makes 2-pt layup from 1 ft,,51,64
256,3,5:40.0,,J. Teague makes 2-pt jump shot from 5 ft,51,66
257,3,5:21.0,G. Monroe misses 2-pt layup from 2 ft (block by P. Antić),,51,66
258,3,5:19.0,,Defensive rebound by P. Antić,51,66
259,3,5:04.0,,J. Teague makes 2-pt layup at rim,51,68
260,3,4:44.0,,Offensive charge foul by B. Jennings (drawn by P. Antić),51,68
261,3,4:44.0,Turnover by B. Jennings (offensive foul),,51,68
262,3,4:44.0,,T. Sefolosha enters the game for D. Carroll,51,68
263,3,4:44.0,D. Augustin enters the game for B. Jennings,,51,68
264,3,4:25.0,,P. Antić makes 2-pt jump shot from 16 ft (assist by P. Millsap),51,70
265,3,4:05.0,Turnover by G. Monroe (lost ball; steal by J. Teague),,51,70
266,3,3:59.0,,J. Teague misses 2-pt jump shot from 4 ft,51,70
267,3,3:58.0,Defensive rebound by G. Monroe,,51,70
268,3,3:50.0,D. Augustin makes 3-pt jump shot from 22 ft (assist by C. Butler),,54,70
269,3,3:49.0,,Atlanta full timeout,54,70
270,3,3:49.0,,D. Schröder enters the game for J. Teague,54,70
271,3,3:31.0,,P. Millsap misses 2-pt jump shot from 5 ft,54,70
272,3,3:30.0,Defensive rebound by J. Smith,,54,70
273,3,3:09.0,C. Butler misses 2-pt jump shot from 18 ft,,54,70
274,3,3:08.0,,Defensive rebound by P. Millsap,54,70
275,3,3:00.0,,P. Millsap misses 3-pt jump shot from 23 ft,54,70
276,3,2:52.0,,Offensive rebound by T. Sefolosha,54,70
277,3,2:45.0,,D. Schröder makes 2-pt layup at rim,54,72
278,3,2:25.0,J. Smith makes 2-pt jump shot from 21 ft (assist by D. Augustin),,56,72
279,3,2:16.0,,D. Schröder misses 2-pt layup from 1 ft,56,72
280,3,2:15.0,Defensive rebound by C. Butler,,56,72
281,3,1:59.0,D. Augustin misses 3-pt jump shot from 23 ft,,56,72
282,3,1:58.0,,Defensive rebound by P. Antić,56,72
283,3,1:47.0,,P. Millsap misses 2-pt layup from 1 ft,56,72
284,3,1:46.0,Defensive rebound by G. Monroe,,56,72
285,3,1:30.0,G. Monroe makes 2-pt hook shot from 7 ft (assist by C. Butler),,58,72
286,3,1:11.0,,P. Antić misses 3-pt jump shot from 25 ft,58,72
287,3,1:10.0,Defensive rebound by J. Smith,,58,72
288,3,1:03.0,G. Monroe makes 2-pt layup from 1 ft (assist by J. Smith),,60,72
289,3,1:03.0,,Atlanta full timeout,60,72
290,3,1:03.0,,S. Mack enters the game for P. Millsap,60,72
291,3,1:03.0,,M. Scott enters the game for K. Korver,60,72
292,3,1:03.0,,A. Horford enters the game for P. Antić,60,72
293,3,1:03.0,,D. Carroll enters the game for T. Sefolosha,60,72
294,3,1:03.0,J. Jerebko enters the game for J. Smith,,60,72
295,3,1:03.0,K. Singler enters the game for K. Caldwell-Pope,,60,72
296,3,0:48.0,,D. Schröder makes 2-pt layup from 1 ft,60,74
297,3,0:31.0,Shooting foul by M. Scott (drawn by J. Jerebko),,60,74
298,3,0:31.0,J. Jerebko makes free throw 1 of 2,,61,74
299,3,0:31.0,J. Jerebko makes free throw 2 of 2,,62,74
300,3,0:06.0,,Turnover by Team (shot clock),62,74
301,3,0:06.0,,T. Sefolosha enters the game for S. Mack,62,74
302,3,0:02.0,D. Augustin misses 2-pt layup from 2 ft,,62,74
303,3,0:01.0,Offensive rebound by G. Monroe,,62,74
304,3,0:01.0,G. Monroe makes 2-pt layup from 1 ft,,64,74
305,4,11:42.0,A. Drummond misses 2-pt hook shot from 5 ft,,64,74
306,4,11:40.0,,Defensive rebound by D. Schröder,64,74
307,4,11:26.0,,Turnover by D. Schröder (bad pass; steal by K. Singler),64,74
308,4,11:25.0,Personal foul by D. Carroll (drawn by K. Singler),,64,74
309,4,11:09.0,K. Singler makes 2-pt jump shot from 12 ft,,66,74
310,4,10:48.0,,M. Scott misses 3-pt jump shot from 26 ft,66,74
311,4,10:46.0,Defensive rebound by C. Butler,,66,74
312,4,10:27.0,K. Singler makes 2-pt layup from 1 ft,,68,74
313,4,10:10.0,,A. Horford misses 2-pt jump shot from 19 ft,68,74
314,4,10:09.0,Defensive rebound by D. Augustin,,68,74
315,4,10:05.0,Shooting foul by A. Horford (drawn by J. Jerebko),,68,74
316,4,10:05.0,J. Jerebko makes free throw 1 of 2,,69,74
317,4,10:05.0,,J. Teague enters the game for D. Schröder,69,74
318,4,10:05.0,J. Jerebko makes free throw 2 of 2,,70,74
319,4,9:44.0,,S. Mack misses 3-pt jump shot from 25 ft,70,74
320,4,9:42.0,Defensive rebound by D. Augustin,,70,74
321,4,9:26.0,D. Augustin misses 3-pt jump shot from 25 ft,,70,74
322,4,9:24.0,,Defensive rebound by J. Teague,70,74
323,4,9:24.0,,Personal foul by C. Butler (drawn by J. Teague),70,74
324,4,9:12.0,,D. Carroll misses 3-pt jump shot from 25 ft,70,74
325,4,9:09.0,Defensive rebound by C. Butler,,70,74
326,4,9:00.0,D. Augustin makes 2-pt jump shot from 9 ft,,72,74
327,4,8:58.0,,Atlanta full timeout,72,74
328,4,8:58.0,,K. Korver enters the game for M. Scott,72,74
329,4,8:58.0,,P. Millsap enters the game for S. Mack,72,74
330,4,8:45.0,,Turnover by J. Teague (bad pass),72,74
331,4,8:31.0,D. Augustin makes 2-pt jump shot from 12 ft,,74,74
332,4,8:18.0,,A. Horford makes 2-pt layup from 1 ft (assist by J. Teague),74,76
333,4,8:13.0,Inbound foul by D. Carroll,,74,76
334,4,8:13.0,D. Augustin makes free throw 1 of 2,,75,76
335,4,8:13.0,D. Augustin makes free throw 2 of 2,,76,76
336,4,8:01.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by P. Millsap),76,79
337,4,7:49.0,Personal foul by P. Millsap (drawn by D. Augustin),,76,79
338,4,7:41.0,D. Augustin misses 2-pt jump shot from 3 ft,,76,79
339,4,7:40.0,,Defensive rebound by K. Korver,76,79
340,4,7:31.0,,Shooting foul by K. Singler (drawn by P. Millsap),76,79
341,4,7:31.0,,P. Millsap misses free throw 1 of 2,76,79
342,4,7:31.0,,Offensive rebound by Team,76,79
343,4,7:31.0,,T. Sefolosha enters the game for D. Carroll,76,79
344,4,7:31.0,,P. Millsap makes free throw 2 of 2,76,80
345,4,7:14.0,J. Jerebko misses 2-pt layup from 2 ft,,76,80
346,4,7:12.0,Offensive rebound by A. Drummond,,76,80
347,4,7:12.0,A. Drummond makes 2-pt layup at rim,,78,80
348,4,6:51.0,,Turnover by P. Millsap (lost ball),78,80
349,4,6:32.0,K. Singler misses 3-pt jump shot from 25 ft,,78,80
350,4,6:30.0,Offensive rebound by A. Drummond,,78,80
351,4,6:29.0,A. Drummond misses 2-pt layup from 1 ft,,78,80
352,4,6:28.0,,Defensive rebound by T. Sefolosha,78,80
353,4,6:21.0,,J. Teague makes 2-pt jump shot from 10 ft,78,82
354,4,6:09.0,D. Augustin misses 2-pt jump shot from 16 ft (block by J. Teague),,78,82
355,4,6:07.0,Offensive rebound by D. Augustin,,78,82
356,4,6:05.0,D. Augustin misses 2-pt jump shot from 18 ft,,78,82
357,4,6:04.0,,Defensive rebound by T. Sefolosha,78,82
358,4,5:57.0,,J. Teague misses 2-pt jump shot from 18 ft,78,82
359,4,5:56.0,,Offensive rebound by P. Millsap,78,82
360,4,5:54.0,,P. Millsap makes 2-pt layup at rim,78,84
361,4,5:37.0,Shooting foul by T. Sefolosha (drawn by A. Drummond),,78,84
362,4,5:37.0,Official timeout,,78,84
363,4,5:37.0,,P. Antić enters the game for A. Horford,78,84
364,4,5:37.0,J. Smith enters the game for J. Jerebko,,78,84
365,4,5:37.0,A. Drummond makes free throw 1 of 2,,79,84
366,4,5:37.0,A. Drummond makes free throw 2 of 2,,80,84
367,4,5:25.0,,K. Korver makes 2-pt jump shot from 5 ft,80,86
368,4,5:05.0,J. Smith misses 2-pt hook shot from 5 ft,,80,86
369,4,5:03.0,,Defensive rebound by T. Sefolosha,80,86
370,4,4:51.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by K. Korver),80,89
371,4,4:29.0,J. Smith misses 2-pt jump shot from 21 ft,,80,89
372,4,4:28.0,,Defensive rebound by J. Teague,80,89
373,4,4:09.0,,P. Antić misses 3-pt jump shot from 22 ft,80,89
374,4,4:07.0,Defensive rebound by D. Augustin,,80,89
375,4,3:59.0,D. Augustin misses 2-pt jump shot from 6 ft,,80,89
376,4,3:58.0,,Defensive rebound by P. Antić,80,89
377,4,3:44.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,80,89
378,4,3:42.0,,Offensive rebound by T. Sefolosha,80,89
379,4,3:32.0,,J. Teague misses 3-pt jump shot from 25 ft,80,89
380,4,3:30.0,,Offensive rebound by P. Millsap,80,89
381,4,3:12.0,,T. Sefolosha misses 3-pt jump shot from 25 ft,80,89
382,4,3:12.0,Defensive rebound by Team,,80,89
383,4,3:12.0,,Loose ball foul by P. Antić (drawn by C. Butler),80,89
384,4,3:12.0,,A. Horford enters the game for P. Antić,80,89
385,4,3:12.0,C. Butler makes free throw 1 of 2,,81,89
386,4,3:12.0,,D. Carroll enters the game for T. Sefolosha,81,89
387,4,3:12.0,C. Butler makes free throw 2 of 2,,82,89
388,4,2:54.0,K. Caldwell-Pope enters the game for C. Butler,,82,89
389,4,2:54.0,Detroit full timeout,,82,89
