,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BROOKLYN_ACTION,HOUSTON_SCORE,BROOKLYN_SCORE
74,1,2:13.0,,A. Anderson makes 3-pt jump shot from 23 ft (assist by J. Jack),31,24
75,1,2:11.0,Houston full timeout,,31,24
76,1,2:11.0,D. Motiejūnas enters the game for T. Ariza,,31,24
77,1,2:11.0,C. Brewer enters the game for D. Howard,,31,24
78,1,2:03.0,Turnover by J. Terry (bad pass),,31,24
79,1,1:52.0,,J. Jack makes 2-pt jump shot from 5 ft,31,26
80,1,1:38.0,J. Smith makes 3-pt jump shot from 23 ft (assist by J. Harden),,34,26
81,1,1:21.0,,Turnover by B. Lopez (bad pass; steal by C. Brewer),34,26
82,1,1:17.0,J. Smith misses 2-pt layup at rim (block by J. Jack),,34,26
83,1,1:16.0,Offensive rebound by J. Smith,,34,26
84,1,1:15.0,J. Terry misses 3-pt jump shot from 22 ft,,34,26
85,1,1:13.0,,Defensive rebound by A. Anderson,34,26
86,1,0:59.0,,J. Jack makes 2-pt jump shot from 6 ft,34,28
87,1,0:47.0,J. Harden misses 3-pt jump shot from 24 ft,,34,28
88,1,0:45.0,,Defensive rebound by J. Johnson,34,28
89,1,0:41.0,,Turnover by M. Teletović (lost ball; steal by J. Smith),34,28
90,1,0:33.0,C. Brewer misses 3-pt jump shot from 23 ft,,34,28
91,1,0:33.0,,Defensive rebound by Team,34,28
92,1,0:33.0,Loose ball foul by D. Motiejūnas (drawn by M. Teletović),,34,28
93,1,0:12.0,,B. Lopez misses 2-pt jump shot from 20 ft,34,28
94,1,0:11.0,Defensive rebound by J. Terry,,34,28
95,1,0:01.0,J. Harden makes 2-pt layup at rim,,36,28
96,1,0:01.0,Shooting foul by B. Lopez (drawn by J. Harden),,36,28
97,1,0:01.0,,B. Bogdanović enters the game for J. Johnson,36,28
98,1,0:01.0,,D. Morris enters the game for J. Jack,36,28
99,1,0:01.0,J. Harden makes free throw 1 of 1,,37,28
100,2,11:41.0,,A. Anderson misses 2-pt jump shot from 11 ft,37,28
101,2,11:40.0,,Offensive rebound by B. Lopez,37,28
102,2,11:38.0,,B. Lopez makes 2-pt layup from 1 ft,37,30
103,2,11:22.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by C. Brewer),,40,30
104,2,11:09.0,,D. Morris misses 2-pt jump shot from 21 ft,40,30
105,2,11:08.0,Defensive rebound by T. Ariza,,40,30
106,2,10:53.0,J. Smith misses 2-pt hook shot from 8 ft,,40,30
107,2,10:52.0,Offensive rebound by J. Smith,,40,30
108,2,10:50.0,J. Smith makes 2-pt hook shot from 5 ft,,42,30
109,2,10:40.0,,Turnover by D. Morris (bad pass),42,30
110,2,10:40.0,,C. Jefferson enters the game for M. Teletović,42,30
111,2,10:30.0,Turnover by C. Brewer (bad pass),,42,30
112,2,10:19.0,,B. Lopez makes 2-pt jump shot from 20 ft (assist by D. Morris),42,32
113,2,10:06.0,Turnover by D. Howard (traveling),,42,32
114,2,9:51.0,,Turnover by A. Anderson (bad pass; steal by T. Ariza),42,32
115,2,9:46.0,D. Howard makes 2-pt dunk at rim (assist by C. Brewer),,44,32
116,2,9:40.0,,Brooklyn full timeout,44,32
117,2,9:31.0,,C. Jefferson makes 3-pt jump shot from 23 ft (assist by D. Morris),44,35
118,2,9:10.0,J. Smith misses 2-pt layup from 2 ft,,44,35
119,2,9:09.0,Offensive rebound by D. Howard,,44,35
120,2,9:08.0,D. Howard misses 2-pt dunk at rim,,44,35
121,2,9:07.0,,Defensive rebound by Team,44,35
122,2,8:49.0,,B. Lopez makes 2-pt jump shot from 20 ft,44,37
123,2,8:31.0,J. Terry misses 3-pt jump shot from 22 ft,,44,37
124,2,8:30.0,,Defensive rebound by B. Lopez,44,37
125,2,8:16.0,,Turnover by D. Morris (bad pass; steal by D. Howard),44,37
126,2,8:13.0,Shooting foul by B. Lopez (drawn by J. Smith),,44,37
127,2,8:13.0,J. Smith makes free throw 1 of 2,,45,37
128,2,8:13.0,,J. Jack enters the game for D. Morris,45,37
129,2,8:13.0,,M. Plumlee enters the game for B. Lopez,45,37
130,2,8:13.0,,J. Johnson enters the game for A. Anderson,45,37
131,2,8:13.0,D. Motiejūnas enters the game for D. Howard,,45,37
132,2,8:13.0,J. Smith misses free throw 2 of 2,,45,37
133,2,8:12.0,,Defensive rebound by C. Jefferson,45,37
134,2,8:03.0,,Personal foul by J. Terry (drawn by B. Bogdanović),45,37
135,2,8:03.0,P. Beverley enters the game for J. Terry,,45,37
136,2,7:53.0,,Turnover by J. Johnson (lost ball),45,37
137,2,7:37.0,J. Smith misses 2-pt layup from 3 ft,,45,37
138,2,7:36.0,,Defensive rebound by M. Plumlee,45,37
139,2,7:30.0,,C. Jefferson misses 2-pt dunk at rim (block by J. Smith),45,37
140,2,7:28.0,,Offensive rebound by J. Johnson,45,37
141,2,7:23.0,,Turnover by J. Jack (bad pass),45,37
142,2,7:07.0,J. Smith makes 2-pt jump shot from 11 ft,,47,37
143,2,6:50.0,,C. Jefferson misses 2-pt jump shot from 7 ft,47,37
144,2,6:49.0,Defensive rebound by D. Motiejūnas,,47,37
145,2,6:32.0,P. Beverley misses 3-pt jump shot from 26 ft,,47,37
146,2,6:31.0,Offensive rebound by D. Motiejūnas,,47,37
147,2,6:19.0,C. Brewer misses 3-pt jump shot from 24 ft,,47,37
148,2,6:18.0,,Defensive rebound by J. Johnson,47,37
149,2,6:12.0,,B. Bogdanović makes 2-pt layup from 1 ft,47,39
150,2,5:59.0,J. Smith misses 2-pt hook shot from 5 ft,,47,39
151,2,5:58.0,,Defensive rebound by B. Bogdanović,47,39
152,2,5:54.0,,B. Bogdanović makes 2-pt layup from 2 ft,47,41
153,2,5:47.0,Houston full timeout,,47,41
154,2,5:47.0,D. Howard enters the game for J. Smith,,47,41
155,2,5:47.0,J. Harden enters the game for C. Brewer,,47,41
156,2,5:32.0,P. Beverley misses 3-pt jump shot from 24 ft,,47,41
157,2,5:31.0,,Defensive rebound by C. Jefferson,47,41
158,2,5:15.0,,J. Johnson makes 2-pt jump shot from 22 ft (assist by J. Jack),47,43
159,2,4:54.0,P. Beverley misses 3-pt jump shot from 22 ft,,47,43
160,2,4:53.0,,Defensive rebound by B. Bogdanović,47,43
161,2,4:33.0,,M. Plumlee misses 2-pt layup from 1 ft,47,43
162,2,4:32.0,,Offensive rebound by M. Plumlee,47,43
163,2,4:30.0,,C. Jefferson misses 2-pt dunk at rim,47,43
164,2,4:28.0,Defensive rebound by T. Ariza,,47,43
165,2,4:15.0,D. Howard makes 2-pt jump shot from 6 ft (assist by P. Beverley),,49,43
166,2,4:00.0,,M. Plumlee makes 2-pt jump shot from 9 ft,49,45
167,2,3:34.0,Shooting foul by M. Plumlee (drawn by D. Howard),,49,45
168,2,3:34.0,D. Howard misses free throw 1 of 2,,49,45
169,2,3:34.0,Offensive rebound by Team,,49,45
170,2,3:34.0,,A. Anderson enters the game for B. Bogdanović,49,45
171,2,3:34.0,D. Howard makes free throw 2 of 2,,50,45
172,2,3:20.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by A. Anderson),50,48
173,2,3:04.0,D. Motiejūnas makes 2-pt jump shot from 4 ft (assist by J. Harden),,52,48
174,2,2:52.0,,J. Johnson misses 3-pt jump shot from 23 ft,52,48
175,2,2:51.0,,Offensive rebound by Team,52,48
176,2,2:51.0,Loose ball foul by D. Motiejūnas (drawn by C. Jefferson),,52,48
177,2,2:51.0,Official timeout,,52,48
178,2,2:44.0,Violation by T. Ariza (kicked ball),,52,48
179,2,2:35.0,,M. Plumlee makes 2-pt dunk at rim (assist by A. Anderson),52,50
180,2,2:18.0,Turnover by D. Howard (bad pass; steal by A. Anderson),,52,50
181,2,2:16.0,,Personal foul by D. Howard (drawn by A. Anderson),52,50
182,2,1:53.0,,J. Johnson misses 3-pt jump shot from 24 ft,52,50
183,2,1:52.0,Defensive rebound by T. Ariza,,52,50
184,2,1:48.0,Personal foul by J. Johnson (drawn by D. Motiejūnas),,52,50
185,2,1:48.0,,B. Bogdanović enters the game for J. Johnson,52,50
186,2,1:31.0,T. Ariza makes 2-pt layup from 4 ft,,54,50
187,2,1:17.0,,J. Jack misses 3-pt jump shot from 24 ft,54,50
188,2,1:16.0,Defensive rebound by J. Harden,,54,50
189,2,1:08.0,Personal foul by A. Anderson (drawn by J. Harden),,54,50
190,2,1:08.0,J. Harden makes free throw 1 of 2,,55,50
191,2,1:08.0,J. Harden makes free throw 2 of 2,,56,50
192,2,1:04.0,,Shooting foul by D. Howard (drawn by M. Plumlee),56,50
193,2,1:04.0,,M. Plumlee makes free throw 1 of 2,56,51
194,2,1:04.0,,M. Plumlee makes free throw 2 of 2,56,52
195,2,0:52.0,Shooting foul by C. Jefferson (drawn by P. Beverley),,56,52
196,2,0:52.0,P. Beverley misses free throw 1 of 2,,56,52
197,2,0:52.0,Offensive rebound by Team,,56,52
198,2,0:52.0,P. Beverley makes free throw 2 of 2,,57,52
199,2,0:44.0,,J. Jack misses 2-pt jump shot from 17 ft,57,52
200,2,0:43.0,Defensive rebound by D. Howard,,57,52
201,2,0:35.0,J. Harden makes 3-pt jump shot from 24 ft (assist by P. Beverley),,60,52
202,2,0:16.0,,Turnover by J. Jack (lost ball; steal by J. Harden),60,52
203,2,0:13.0,Offensive foul by J. Harden (drawn by A. Anderson),,60,52
204,2,0:13.0,Turnover by J. Harden (offensive foul),,60,52
205,2,0:13.0,,Brooklyn full timeout,60,52
206,2,0:13.0,J. Smith enters the game for D. Howard,,60,52
207,2,0:13.0,J. Dorsey enters the game for D. Motiejūnas,,60,52
208,2,0:01.0,,J. Jack misses 3-pt jump shot from 24 ft,60,52
209,2,0:00.0,,Offensive rebound by Team,60,52
210,3,11:46.0,,J. Jack misses 2-pt jump shot from 9 ft,60,52
211,3,11:45.0,Defensive rebound by D. Motiejūnas,,60,52
212,3,11:43.0,Turnover by D. Motiejūnas (lost ball),,60,52
213,3,11:31.0,,B. Bogdanović misses 3-pt jump shot from 22 ft,60,52
214,3,11:30.0,Defensive rebound by D. Motiejūnas,,60,52
215,3,11:18.0,D. Howard misses 2-pt layup from 2 ft,,60,52
216,3,11:18.0,Offensive rebound by P. Beverley,,60,52
217,3,11:08.0,P. Beverley misses 3-pt jump shot from 24 ft,,60,52
218,3,11:06.0,,Defensive rebound by Team,60,52
219,3,10:48.0,,J. Johnson misses 2-pt jump shot from 12 ft,60,52
220,3,10:47.0,Defensive rebound by P. Beverley,,60,52
221,3,10:39.0,D. Howard misses 2-pt jump shot from 7 ft,,60,52
222,3,10:38.0,Offensive rebound by D. Motiejūnas,,60,52
223,3,10:37.0,D. Motiejūnas makes 2-pt layup from 1 ft,,62,52
224,3,10:27.0,,M. Plumlee makes 2-pt layup at rim (assist by J. Jack),62,54
225,3,10:06.0,Turnover by P. Beverley (lost ball),,62,54
226,3,9:55.0,,B. Bogdanović misses 2-pt layup from 2 ft,62,54
227,3,9:54.0,Defensive rebound by J. Harden,,62,54
228,3,9:43.0,T. Ariza misses 3-pt jump shot from 23 ft,,62,54
229,3,9:42.0,Offensive rebound by P. Beverley,,62,54
230,3,9:32.0,D. Motiejūnas makes 3-pt jump shot from 23 ft (assist by T. Ariza),,65,54
231,3,9:20.0,,B. Lopez misses 2-pt jump shot from 19 ft,65,54
232,3,9:19.0,Defensive rebound by D. Motiejūnas,,65,54
233,3,9:09.0,J. Harden makes 3-pt jump shot from 24 ft (assist by P. Beverley),,68,54
234,3,9:09.0,,Brooklyn full timeout,68,54
235,3,8:49.0,,B. Lopez makes 2-pt jump shot from 20 ft (assist by J. Johnson),68,56
236,3,8:24.0,D. Howard misses 2-pt hook shot from 6 ft,,68,56
237,3,8:23.0,,Defensive rebound by M. Plumlee,68,56
238,3,8:16.0,,Shooting foul by D. Howard (drawn by B. Lopez),68,56
239,3,8:16.0,,B. Lopez makes free throw 1 of 2,68,57
240,3,8:16.0,,B. Lopez makes free throw 2 of 2,68,58
241,3,8:00.0,D. Motiejūnas makes 2-pt jump shot from 11 ft (assist by P. Beverley),,70,58
242,3,7:38.0,,J. Johnson misses 3-pt jump shot from 24 ft,70,58
243,3,7:37.0,Defensive rebound by P. Beverley,,70,58
244,3,7:29.0,J. Harden misses 3-pt jump shot from 25 ft,,70,58
245,3,7:28.0,,Defensive rebound by M. Plumlee,70,58
246,3,7:06.0,,J. Johnson misses 2-pt jump shot from 4 ft,70,58
247,3,7:05.0,Defensive rebound by D. Howard,,70,58
248,3,6:54.0,J. Harden misses 3-pt jump shot from 24 ft,,70,58
249,3,6:53.0,,Defensive rebound by M. Plumlee,70,58
250,3,6:45.0,,J. Jack misses 2-pt layup from 2 ft,70,58
251,3,6:44.0,,Offensive rebound by M. Plumlee,70,58
252,3,6:43.0,,M. Plumlee makes 2-pt tip-in from 1 ft,70,60
253,3,6:25.0,D. Motiejūnas misses 2-pt layup from 2 ft,,70,60
254,3,6:23.0,,Defensive rebound by B. Bogdanović,70,60
255,3,6:15.0,,Shooting foul by P. Beverley (drawn by J. Jack),70,60
256,3,6:15.0,,J. Jack misses free throw 1 of 2,70,60
257,3,6:15.0,,Offensive rebound by Team,70,60
258,3,6:15.0,C. Brewer enters the game for T. Ariza,,70,60
259,3,6:15.0,J. Smith enters the game for D. Howard,,70,60
260,3,6:15.0,,J. Jack makes free throw 2 of 2,70,61
261,3,5:58.0,P. Beverley makes 3-pt jump shot from 23 ft (assist by J. Harden),,73,61
262,3,5:47.0,,Offensive foul by M. Plumlee (drawn by C. Brewer),73,61
263,3,5:47.0,,Turnover by M. Plumlee (offensive foul),73,61
264,3,5:24.0,J. Smith misses 3-pt jump shot from 24 ft,,73,61
265,3,5:22.0,,Defensive rebound by B. Lopez,73,61
266,3,5:17.0,,Personal foul by P. Beverley (drawn by J. Jack),73,61
267,3,5:17.0,J. Terry enters the game for P. Beverley,,73,61
268,3,5:06.0,,Shooting foul by C. Brewer (drawn by J. Johnson),73,61
269,3,5:06.0,,J. Johnson misses free throw 1 of 2,73,61
270,3,5:06.0,,Offensive rebound by Team,73,61
271,3,5:06.0,,J. Johnson makes free throw 2 of 2,73,62
272,3,4:48.0,C. Brewer makes 2-pt jump shot from 14 ft (assist by J. Harden),,75,62
273,3,4:25.0,,B. Bogdanović misses 3-pt jump shot from 22 ft,75,62
274,3,4:24.0,Defensive rebound by D. Motiejūnas,,75,62
275,3,4:21.0,Turnover by D. Motiejūnas (bad pass),,75,62
276,3,3:59.0,,J. Johnson misses 3-pt jump shot from 23 ft,75,62
277,3,3:58.0,,Offensive rebound by B. Bogdanović,75,62
278,3,3:57.0,,Shooting foul by C. Brewer (drawn by B. Bogdanović),75,62
279,3,3:57.0,,B. Bogdanović makes free throw 1 of 2,75,63
280,3,3:57.0,,C. Jefferson enters the game for M. Plumlee,75,63
281,3,3:57.0,,B. Bogdanović makes free throw 2 of 2,75,64
282,3,3:37.0,J. Harden makes 2-pt jump shot from 12 ft,,77,64
283,3,3:21.0,,Turnover by B. Lopez (bad pass; steal by C. Brewer),77,64
284,3,3:20.0,Personal foul by B. Bogdanović (drawn by C. Brewer),,77,64
285,3,3:20.0,D. Howard enters the game for D. Motiejūnas,,77,64
286,3,3:08.0,Shooting foul by C. Jefferson (drawn by J. Harden),,77,64
287,3,3:08.0,J. Harden makes free throw 1 of 2,,78,64
288,3,3:08.0,J. Harden makes free throw 2 of 2,,79,64
289,3,2:44.0,,J. Johnson misses 2-pt jump shot from 17 ft,79,64
290,3,2:43.0,,Offensive rebound by B. Lopez,79,64
291,3,2:42.0,,B. Lopez makes 2-pt layup from 1 ft,79,66
292,3,2:21.0,C. Brewer misses 3-pt jump shot from 23 ft,,79,66
293,3,2:18.0,Offensive rebound by C. Brewer,,79,66
294,3,2:15.0,J. Smith makes 3-pt jump shot from 25 ft (assist by C. Brewer),,82,66
295,3,1:58.0,,C. Jefferson misses 3-pt jump shot from 24 ft,82,66
296,3,1:56.0,Defensive rebound by J. Harden,,82,66
297,3,1:34.0,Shooting foul by B. Bogdanović (drawn by C. Brewer),,82,66
298,3,1:34.0,Houston full timeout,,82,66
299,3,1:34.0,,A. Anderson enters the game for J. Johnson,82,66
300,3,1:34.0,,D. Morris enters the game for B. Bogdanović,82,66
301,3,1:34.0,C. Brewer misses free throw 1 of 2,,82,66
302,3,1:34.0,Offensive rebound by Team,,82,66
303,3,1:34.0,C. Brewer makes free throw 2 of 2,,83,66
304,3,1:22.0,,J. Jack misses 2-pt jump shot from 20 ft,83,66
305,3,1:21.0,Defensive rebound by Team,,83,66
306,3,1:02.0,D. Howard misses 2-pt hook shot from 7 ft,,83,66
307,3,1:01.0,,Defensive rebound by J. Jack,83,66
308,3,0:50.0,,A. Anderson makes 2-pt jump shot from 10 ft,83,68
309,3,0:31.0,J. Harden makes 3-pt jump shot from 24 ft,,86,68
310,3,0:13.0,,J. Jack makes 2-pt jump shot from 17 ft,86,70
311,3,0:02.0,J. Harden misses 2-pt layup from 2 ft,,86,70
312,3,0:01.0,,Defensive rebound by B. Lopez,86,70
313,4,11:44.0,J. Terry makes 3-pt jump shot from 24 ft (assist by C. Brewer),,89,70
314,4,11:29.0,,C. Jefferson misses 3-pt jump shot from 22 ft,89,70
315,4,11:28.0,Defensive rebound by D. Motiejūnas,,89,70
316,4,11:15.0,J. Smith misses 3-pt jump shot from 24 ft,,89,70
317,4,11:14.0,,Defensive rebound by A. Anderson,89,70
318,4,11:08.0,,A. Anderson misses 3-pt jump shot from 24 ft,89,70
319,4,11:07.0,,Offensive rebound by D. Morris,89,70
320,4,11:02.0,,D. Morris makes 2-pt layup at rim,89,72
321,4,10:48.0,Personal foul by A. Anderson (drawn by K. Papanikolaou),,89,72
322,4,10:39.0,D. Motiejūnas makes 2-pt hook shot from 8 ft,,91,72
323,4,10:30.0,,Shooting foul by J. Smith (drawn by M. Plumlee),91,72
324,4,10:30.0,Violation by K. Papanikolaou (lane),,91,72
325,4,10:30.0,,M. Plumlee makes free throw 1 of 2,91,73
326,4,10:30.0,,M. Plumlee makes free throw 2 of 2,91,74
327,4,10:11.0,K. Papanikolaou makes 3-pt jump shot from 24 ft (assist by J. Smith),,94,74
328,4,10:00.0,,D. Morris misses 2-pt jump shot from 21 ft,94,74
329,4,9:59.0,Defensive rebound by C. Brewer,,94,74
330,4,9:49.0,J. Terry makes 3-pt jump shot from 23 ft (assist by J. Smith),,97,74
331,4,9:29.0,Offensive charge foul by M. Plumlee (drawn by D. Motiejūnas),,97,74
332,4,9:29.0,,Turnover by M. Plumlee (offensive foul),97,74
333,4,9:14.0,C. Brewer misses 3-pt jump shot from 25 ft,,97,74
334,4,9:14.0,,Defensive rebound by D. Morris,97,74
335,4,9:11.0,,Personal foul by K. Papanikolaou (drawn by D. Morris),97,74
336,4,9:03.0,,J. Jack misses 2-pt jump shot from 17 ft,97,74
337,4,9:02.0,Defensive rebound by J. Smith,,97,74
338,4,8:54.0,J. Terry misses 3-pt jump shot from 24 ft,,97,74
339,4,8:53.0,,Defensive rebound by C. Jefferson,97,74
340,4,8:52.0,,Brooklyn full timeout,97,74
341,4,8:52.0,,B. Bogdanović enters the game for C. Jefferson,97,74
342,4,8:52.0,,S. Karasev enters the game for J. Jack,97,74
343,4,8:52.0,,C. Jefferson enters the game for A. Anderson,97,74
344,4,8:44.0,,D. Morris makes 2-pt layup at rim,97,76
345,4,8:44.0,,Shooting foul by J. Terry (drawn by D. Morris),97,76
346,4,8:44.0,,D. Morris makes free throw 1 of 1,97,77
347,4,8:25.0,J. Smith misses 2-pt layup from 3 ft,,97,77
348,4,8:24.0,,Defensive rebound by M. Plumlee,97,77
349,4,8:00.0,,S. Karasev misses 3-pt jump shot from 24 ft,97,77
350,4,7:59.0,Defensive rebound by K. Papanikolaou,,97,77
351,4,7:45.0,K. Papanikolaou misses 2-pt layup from 2 ft,,97,77
352,4,7:44.0,,Defensive rebound by M. Plumlee,97,77
353,4,7:38.0,,D. Morris misses 2-pt layup from 2 ft,97,77
354,4,7:37.0,,Offensive rebound by M. Plumlee,97,77
355,4,7:36.0,,M. Plumlee makes 2-pt layup from 1 ft,97,79
356,4,7:18.0,D. Motiejūnas makes 2-pt jump shot from 6 ft (assist by J. Terry),,99,79
357,4,7:00.0,,C. Jefferson misses 2-pt jump shot from 15 ft,99,79
358,4,6:59.0,Defensive rebound by D. Motiejūnas,,99,79
359,4,6:53.0,Turnover by J. Smith (bad pass; steal by S. Karasev),,99,79
360,4,6:48.0,,S. Karasev misses 2-pt layup from 1 ft (block by J. Smith),99,79
361,4,6:46.0,Defensive rebound by J. Smith,,99,79
362,4,6:40.0,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Smith),,102,79
363,4,6:17.0,,B. Bogdanović makes 2-pt jump shot from 20 ft,102,81
364,4,6:06.0,J. Smith makes 2-pt layup from 2 ft (assist by J. Terry),,104,81
365,4,5:58.0,,Brooklyn full timeout,104,81
366,4,5:58.0,Official timeout,,104,81
367,4,5:58.0,P. Beverley enters the game for J. Terry,,104,81
368,4,5:58.0,,J. Jack enters the game for D. Morris,104,81
369,4,5:58.0,,J. Johnson enters the game for M. Plumlee,104,81
370,4,5:40.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),104,84
371,4,5:15.0,P. Beverley misses 3-pt jump shot from 25 ft,,104,84
372,4,5:15.0,,Defensive rebound by J. Johnson,104,84
373,4,5:01.0,,Shooting foul by J. Smith (drawn by C. Jefferson),104,84
374,4,5:01.0,,C. Jefferson makes free throw 1 of 2,104,85
375,4,5:01.0,,C. Jefferson makes free throw 2 of 2,104,86
376,4,4:48.0,J. Smith misses 2-pt jump shot from 20 ft,,104,86
377,4,4:46.0,,Defensive rebound by J. Jack,104,86
378,4,4:39.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by J. Jack),104,89
379,4,4:24.0,Turnover by P. Beverley (lost ball; steal by S. Karasev),,104,89
380,4,4:16.0,,C. Jefferson misses 2-pt layup from 2 ft,104,89
381,4,4:15.0,Defensive rebound by P. Beverley,,104,89
382,4,4:06.0,C. Brewer misses 2-pt layup from 2 ft (block by C. Jefferson),,104,89
383,4,4:04.0,Offensive rebound by J. Smith,,104,89
