,QUARTER,TIME_REMAINING,TORONTO_ACTION,MILWAUKEE_ACTION,TORONTO_SCORE,MILWAUKEE_SCORE
54,1,4:51.0,,J. Dudley enters the game for J. O'Bryant,12,14
55,1,4:51.0,T. Ross enters the game for D. DeRozan,,12,14
56,1,4:51.0,,B. Knight misses free throw 2 of 2,12,14
57,1,4:46.0,Defensive rebound by T. Ross,,12,14
58,1,4:36.0,T. Ross makes 2-pt jump shot from 16 ft (assist by L. Williams),,14,14
59,1,4:23.0,,Z. Pachulia makes 2-pt jump shot from 14 ft (assist by K. Middleton),14,16
60,1,3:57.0,T. Ross misses 3-pt jump shot from 27 ft,,14,16
61,1,3:56.0,Offensive rebound by J. Valančiūnas,,14,16
62,1,3:54.0,J. Valančiūnas makes 2-pt hook shot from 4 ft,,16,16
63,1,3:41.0,,B. Knight makes 2-pt jump shot from 17 ft,16,18
64,1,3:23.0,,Violation by J. Dudley (kicked ball),16,18
65,1,3:13.0,K. Lowry makes 2-pt jump shot from 16 ft,,18,18
66,1,3:01.0,,Offensive foul by Z. Pachulia (drawn by L. Williams),18,18
67,1,3:01.0,,Turnover by Z. Pachulia (offensive foul),18,18
68,1,2:42.0,Turnover by K. Lowry (bad pass; steal by K. Middleton),,18,18
69,1,2:34.0,,G. Antetokounmpo misses 2-pt layup from 1 ft (block by J. Valančiūnas),18,18
70,1,2:33.0,Defensive rebound by J. Valančiūnas,,18,18
71,1,2:22.0,T. Ross misses 3-pt jump shot from 25 ft,,18,18
72,1,2:20.0,,Defensive rebound by B. Knight,18,18
73,1,2:17.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by B. Knight),18,20
74,1,2:12.0,Toronto full timeout,,18,20
75,1,2:12.0,G. Vásquez enters the game for K. Lowry,,18,20
76,1,2:12.0,,J. Henson enters the game for Z. Pachulia,18,20
77,1,2:06.0,Shooting foul by B. Knight (drawn by L. Williams),,18,20
78,1,2:06.0,L. Williams makes free throw 1 of 2,,19,20
79,1,2:06.0,T. Hansbrough enters the game for J. Valančiūnas,,19,20
80,1,2:06.0,L. Williams makes free throw 2 of 2,,20,20
81,1,1:49.0,,Offensive foul by J. Henson (drawn by G. Vásquez),20,20
82,1,1:49.0,,Turnover by J. Henson (offensive foul),20,20
83,1,1:33.0,Turnover by T. Ross (lost ball; steal by B. Knight),,20,20
84,1,1:30.0,,B. Knight misses 2-pt layup at rim,20,20
85,1,1:28.0,,Offensive rebound by J. Henson,20,20
86,1,1:25.0,,J. Henson misses 2-pt hook shot from 11 ft,20,20
87,1,1:24.0,Defensive rebound by P. Patterson,,20,20
88,1,1:19.0,Turnover by L. Williams (bad pass; steal by J. Dudley),,20,20
89,1,1:12.0,,B. Knight makes 3-pt jump shot from 27 ft (assist by K. Middleton),20,23
90,1,0:50.0,G. Vásquez makes 2-pt jump shot from 9 ft,,22,23
91,1,0:38.0,,B. Knight misses 2-pt layup from 1 ft (block by T. Hansbrough),22,23
92,1,0:37.0,Defensive rebound by G. Vásquez,,22,23
93,1,0:30.0,Turnover by L. Williams (bad pass; steal by G. Antetokounmpo),,22,23
94,1,0:26.0,,K. Middleton makes 2-pt layup at rim (assist by G. Antetokounmpo),22,25
95,1,0:02.0,L. Williams misses 3-pt jump shot from 27 ft,,22,25
96,1,0:01.0,Offensive rebound by Team,,22,25
97,1,0:01.0,Turnover by Team (shot clock),,22,25
98,2,11:47.0,P. Patterson misses 2-pt layup at rim,,22,25
99,2,11:46.0,Offensive rebound by P. Patterson,,22,25
100,2,11:42.0,P. Patterson makes 2-pt jump shot from 8 ft,,24,25
101,2,11:21.0,,O. Mayo misses 2-pt jump shot from 20 ft,24,25
102,2,11:20.0,Defensive rebound by T. Hansbrough,,24,25
103,2,11:09.0,G. Vásquez makes 2-pt jump shot from 5 ft,,26,25
104,2,10:49.0,,J. Bayless makes 2-pt layup at rim,26,27
105,2,10:27.0,Toronto full timeout,,26,27
106,2,10:22.0,T. Ross makes 2-pt dunk at rim (assist by P. Patterson),,28,27
107,2,10:03.0,,E. İlyasova makes 3-pt jump shot from 23 ft,28,30
108,2,9:52.0,Personal foul by J. Bayless (drawn by L. Williams),,28,30
109,2,9:45.0,L. Williams makes 2-pt jump shot from 12 ft (assist by G. Vásquez),,30,30
110,2,9:31.0,,J. Bayless makes 2-pt jump shot from 4 ft,30,32
111,2,9:31.0,,Shooting foul by T. Ross (drawn by J. Bayless),30,32
112,2,9:31.0,,J. Bayless makes free throw 1 of 1,30,33
113,2,9:06.0,T. Hansbrough makes 2-pt layup from 1 ft (assist by T. Ross),,32,33
114,2,8:49.0,,O. Mayo makes 2-pt jump shot from 5 ft (assist by J. Henson),32,35
115,2,8:40.0,G. Vásquez misses 2-pt jump shot from 16 ft,,32,35
116,2,8:39.0,,Defensive rebound by J. Bayless,32,35
117,2,8:32.0,,J. Henson makes 2-pt layup at rim (assist by O. Mayo),32,37
118,2,8:10.0,T. Ross makes 3-pt jump shot from 23 ft (assist by G. Vásquez),,35,37
119,2,7:52.0,,J. Bayless misses 2-pt jump shot from 16 ft,35,37
120,2,7:51.0,Defensive rebound by T. Hansbrough,,35,37
121,2,7:46.0,Shooting foul by J. Bayless (drawn by L. Williams),,35,37
122,2,7:46.0,L. Williams makes free throw 1 of 3,,36,37
123,2,7:46.0,L. Williams makes free throw 2 of 3,,37,37
124,2,7:46.0,A. Johnson enters the game for P. Patterson,,37,37
125,2,7:46.0,K. Lowry enters the game for G. Vásquez,,37,37
126,2,7:46.0,L. Williams makes free throw 3 of 3,,38,37
127,2,7:33.0,,Personal foul by T. Ross (drawn by E. İlyasova),38,37
128,2,7:33.0,D. DeRozan enters the game for L. Williams,,38,37
129,2,7:19.0,,J. Bayless misses 2-pt jump shot from 20 ft,38,37
130,2,7:18.0,Defensive rebound by A. Johnson,,38,37
131,2,6:57.0,K. Lowry makes 2-pt jump shot from 20 ft (assist by T. Hansbrough),,40,37
132,2,6:41.0,,J. Henson makes 2-pt layup at rim (assist by O. Mayo),40,39
133,2,6:25.0,Shooting foul by J. Henson (drawn by A. Johnson),,40,39
134,2,6:25.0,A. Johnson makes free throw 1 of 2,,41,39
135,2,6:25.0,,G. Antetokounmpo enters the game for J. Dudley,41,39
136,2,6:25.0,,B. Knight enters the game for J. Henson,41,39
137,2,6:25.0,,K. Martin enters the game for J. Bayless,41,39
138,2,6:25.0,A. Johnson makes free throw 2 of 2,,42,39
139,2,6:06.0,,E. İlyasova misses 2-pt jump shot from 14 ft,42,39
140,2,6:05.0,Defensive rebound by T. Ross,,42,39
141,2,5:57.0,T. Ross makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,45,39
142,2,5:33.0,,G. Antetokounmpo misses 2-pt jump shot from 16 ft,45,39
143,2,5:33.0,,Offensive rebound by Team,45,39
144,2,5:33.0,Official timeout,,45,39
145,2,5:29.0,,K. Martin misses 2-pt layup from 1 ft (block by A. Johnson),45,39
146,2,5:27.0,Defensive rebound by A. Johnson,,45,39
147,2,5:10.0,D. DeRozan misses 2-pt jump shot from 16 ft,,45,39
148,2,5:09.0,,Defensive rebound by K. Martin,45,39
149,2,4:50.0,,Shooting block foul by T. Ross (drawn by O. Mayo),45,39
150,2,4:50.0,,O. Mayo makes free throw 1 of 2,45,40
151,2,4:50.0,G. Vásquez enters the game for T. Ross,,45,40
152,2,4:50.0,,O. Mayo makes free throw 2 of 2,45,41
153,2,4:36.0,K. Lowry misses 3-pt jump shot from 23 ft,,45,41
154,2,4:35.0,,Defensive rebound by G. Antetokounmpo,45,41
155,2,4:26.0,,B. Knight misses 2-pt jump shot from 14 ft,45,41
156,2,4:25.0,Defensive rebound by K. Lowry,,45,41
157,2,4:09.0,Shooting block foul by E. İlyasova (drawn by T. Hansbrough),,45,41
158,2,4:09.0,T. Hansbrough makes free throw 1 of 2,,46,41
159,2,4:09.0,T. Hansbrough makes free throw 2 of 2,,47,41
160,2,3:48.0,,E. İlyasova makes 2-pt layup at rim,47,43
161,2,3:25.0,Personal foul by K. Martin (drawn by G. Vásquez),,47,43
162,2,3:25.0,,Technical foul by K. Martin,47,43
163,2,3:25.0,D. DeRozan misses technical free throw,,47,43
164,2,3:25.0,Offensive rebound by Team,,47,43
165,2,3:25.0,G. Vásquez misses free throw 1 of 2,,47,43
166,2,3:25.0,Offensive rebound by Team,,47,43
167,2,3:25.0,J. Valančiūnas enters the game for T. Hansbrough,,47,43
168,2,3:25.0,G. Vásquez makes free throw 2 of 2,,48,43
169,2,3:08.0,,O. Mayo misses 2-pt jump shot from 16 ft,48,43
170,2,3:06.0,,Offensive rebound by E. İlyasova,48,43
171,2,3:06.0,,Shooting block foul by A. Johnson (drawn by E. İlyasova),48,43
172,2,3:06.0,,E. İlyasova misses free throw 1 of 2,48,43
173,2,3:06.0,,Offensive rebound by Team,48,43
174,2,3:06.0,,K. Middleton enters the game for O. Mayo,48,43
175,2,3:06.0,,E. İlyasova misses free throw 2 of 2,48,43
176,2,3:06.0,Defensive rebound by J. Valančiūnas,,48,43
177,2,2:50.0,K. Lowry misses 3-pt jump shot from 27 ft,,48,43
178,2,2:48.0,,Defensive rebound by E. İlyasova,48,43
179,2,2:41.0,,B. Knight misses 3-pt jump shot from 25 ft,48,43
180,2,2:40.0,Defensive rebound by J. Valančiūnas,,48,43
181,2,2:33.0,J. Valančiūnas misses 2-pt layup at rim (block by E. İlyasova),,48,43
182,2,2:32.0,Offensive rebound by J. Valančiūnas,,48,43
183,2,2:32.0,J. Valančiūnas makes 2-pt layup at rim,,50,43
184,2,2:32.0,Shooting foul by K. Middleton (drawn by J. Valančiūnas),,50,43
185,2,2:32.0,,Milwaukee full timeout,50,43
186,2,2:32.0,,J. Dudley enters the game for E. İlyasova,50,43
187,2,2:32.0,,Z. Pachulia enters the game for K. Martin,50,43
188,2,2:32.0,J. Valančiūnas makes free throw 1 of 1,,51,43
189,2,2:14.0,,G. Antetokounmpo misses 2-pt jump shot from 20 ft,51,43
190,2,2:12.0,Defensive rebound by J. Valančiūnas,,51,43
191,2,2:07.0,K. Lowry misses 2-pt layup from 1 ft (block by B. Knight),,51,43
192,2,2:04.0,,Defensive rebound by Z. Pachulia,51,43
193,2,1:56.0,,Turnover by J. Dudley (bad pass; steal by K. Lowry),51,43
194,2,1:52.0,K. Lowry makes 2-pt layup at rim,,53,43
195,2,1:27.0,,K. Middleton misses 2-pt jump shot from 5 ft,53,43
196,2,1:26.0,,Offensive rebound by K. Middleton,53,43
197,2,1:16.0,,Shooting foul by D. DeRozan (drawn by Z. Pachulia),53,43
198,2,1:16.0,,Z. Pachulia misses free throw 1 of 2,53,43
199,2,1:16.0,,Offensive rebound by Team,53,43
200,2,1:16.0,P. Patterson enters the game for A. Johnson,,53,43
201,2,1:16.0,,Z. Pachulia misses free throw 2 of 2,53,43
202,2,1:15.0,Defensive rebound by K. Lowry,,53,43
203,2,0:58.0,Turnover by J. Valančiūnas (lost ball; steal by B. Knight),,53,43
204,2,0:51.0,,J. Dudley misses 3-pt jump shot from 24 ft,53,43
205,2,0:50.0,Defensive rebound by K. Lowry,,53,43
206,2,0:40.0,D. DeRozan misses 2-pt jump shot from 17 ft,,53,43
207,2,0:40.0,,Defensive rebound by K. Middleton,53,43
208,2,0:40.0,Loose ball foul by J. Valančiūnas (drawn by Z. Pachulia),,53,43
209,2,0:40.0,,Z. Pachulia misses free throw 1 of 2,53,43
210,2,0:40.0,,Offensive rebound by Team,53,43
211,2,0:40.0,,Z. Pachulia makes free throw 2 of 2,53,44
212,2,0:27.0,K. Lowry misses 2-pt jump shot from 21 ft,,53,44
213,2,0:26.0,,Defensive rebound by K. Middleton,53,44
214,2,0:07.0,,B. Knight misses 3-pt jump shot from 26 ft,53,44
215,2,0:06.0,Defensive rebound by P. Patterson,,53,44
216,2,0:01.0,D. DeRozan misses 3-pt jump shot from 38 ft,,53,44
217,2,0:00.0,Offensive rebound by Team,,53,44
218,3,11:41.0,A. Johnson misses 2-pt layup from 2 ft,,53,44
219,3,11:40.0,Offensive rebound by J. Valančiūnas,,53,44
220,3,11:40.0,J. Valančiūnas misses 2-pt tip-in at rim,,53,44
221,3,11:38.0,Offensive rebound by A. Johnson,,53,44
222,3,11:37.0,A. Johnson misses 2-pt layup at rim,,53,44
223,3,11:35.0,Offensive rebound by J. Valančiūnas,,53,44
224,3,11:27.0,G. Vásquez misses 2-pt layup from 1 ft,,53,44
225,3,11:24.0,,Defensive rebound by Team,53,44
226,3,11:18.0,,B. Knight makes 2-pt dunk at rim (assist by G. Antetokounmpo),53,46
227,3,10:54.0,D. DeRozan misses 2-pt jump shot from 15 ft (block by G. Antetokounmpo),,53,46
228,3,10:52.0,Offensive rebound by A. Johnson,,53,46
229,3,10:44.0,K. Lowry misses 3-pt jump shot from 25 ft,,53,46
230,3,10:43.0,,Defensive rebound by G. Antetokounmpo,53,46
231,3,10:41.0,,Personal foul by D. DeRozan (drawn by G. Antetokounmpo),53,46
232,3,10:35.0,,Turnover by B. Knight (lost ball),53,46
233,3,10:14.0,G. Vásquez misses 2-pt jump shot from 3 ft,,53,46
234,3,10:14.0,Offensive rebound by A. Johnson,,53,46
235,3,10:09.0,,Loose ball foul by J. Dudley (drawn by A. Johnson),53,46
236,3,10:03.0,Turnover by J. Valančiūnas (3 sec),,53,46
237,3,9:38.0,,Turnover by Team (shot clock),53,46
238,3,9:23.0,G. Vásquez makes 2-pt jump shot from 17 ft (assist by D. DeRozan),,55,46
239,3,9:14.0,,K. Middleton misses 3-pt jump shot from 23 ft,55,46
240,3,9:13.0,,Offensive rebound by Z. Pachulia,55,46
241,3,9:08.0,,Offensive foul by B. Knight (drawn by K. Lowry),55,46
242,3,9:08.0,,Turnover by B. Knight (offensive foul),55,46
243,3,8:44.0,Turnover by G. Vásquez (bad pass; steal by G. Antetokounmpo),,55,46
244,3,8:37.0,,J. Dudley misses 3-pt jump shot from 22 ft,55,46
245,3,8:35.0,Defensive rebound by D. DeRozan,,55,46
246,3,8:22.0,G. Vásquez misses 2-pt jump shot from 9 ft,,55,46
247,3,8:22.0,,Defensive rebound by K. Middleton,55,46
248,3,8:22.0,Loose ball foul by J. Valančiūnas (drawn by K. Middleton),,55,46
249,3,8:18.0,,Turnover by K. Middleton (bad pass; steal by A. Johnson),55,46
250,3,8:02.0,Turnover by J. Valančiūnas (lost ball; steal by Z. Pachulia),,55,46
251,3,7:57.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by B. Knight),55,48
252,3,7:33.0,K. Lowry misses 3-pt jump shot from 24 ft,,55,48
253,3,7:33.0,Offensive rebound by Team,,55,48
254,3,7:33.0,,Loose ball foul by Z. Pachulia (drawn by J. Valančiūnas),55,48
255,3,7:17.0,Turnover by A. Johnson (lost ball),,55,48
256,3,7:09.0,,G. Antetokounmpo makes 2-pt jump shot from 11 ft,55,50
257,3,6:47.0,K. Lowry misses 2-pt jump shot from 18 ft,,55,50
258,3,6:44.0,Offensive rebound by G. Vásquez,,55,50
259,3,6:28.0,D. DeRozan misses 3-pt jump shot from 25 ft,,55,50
260,3,6:27.0,,Defensive rebound by J. Dudley,55,50
261,3,6:27.0,,Turnover by J. Dudley (lost ball),55,50
262,3,6:27.0,L. Williams enters the game for G. Vásquez,,55,50
263,3,6:27.0,T. Hansbrough enters the game for J. Valančiūnas,,55,50
264,3,6:20.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,58,50
265,3,6:03.0,,Z. Pachulia makes 2-pt layup at rim (assist by J. Dudley),58,52
266,3,5:45.0,,Milwaukee full timeout,58,52
267,3,5:37.0,Turnover by K. Lowry (bad pass; steal by Z. Pachulia),,58,52
268,3,5:25.0,,Turnover by G. Antetokounmpo (lost ball; steal by L. Williams),58,52
269,3,5:20.0,L. Williams misses 2-pt layup from 2 ft,,58,52
270,3,5:18.0,,Defensive rebound by Z. Pachulia,58,52
271,3,5:13.0,,B. Knight misses 2-pt layup at rim,58,52
272,3,5:12.0,Defensive rebound by T. Hansbrough,,58,52
273,3,4:56.0,L. Williams makes 2-pt jump shot from 7 ft,,60,52
274,3,4:44.0,T. Ross enters the game for D. DeRozan,,60,52
275,3,4:44.0,,J. Henson enters the game for Z. Pachulia,60,52
276,3,4:28.0,,B. Knight makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),60,55
277,3,4:10.0,L. Williams makes 3-pt jump shot from 25 ft,,63,55
278,3,3:54.0,,K. Middleton makes 2-pt layup at rim (assist by J. Henson),63,57
279,3,3:33.0,K. Lowry misses 2-pt layup at rim,,63,57
280,3,3:31.0,Offensive rebound by A. Johnson,,63,57
281,3,3:31.0,A. Johnson misses 2-pt tip-in from 1 ft,,63,57
282,3,3:30.0,,Defensive rebound by J. Dudley,63,57
283,3,3:28.0,,Shooting foul by T. Ross (drawn by B. Knight),63,57
284,3,3:28.0,,B. Knight misses free throw 1 of 2,63,57
285,3,3:28.0,,Offensive rebound by Team,63,57
286,3,3:28.0,G. Vásquez enters the game for K. Lowry,,63,57
287,3,3:28.0,P. Patterson enters the game for A. Johnson,,63,57
288,3,3:28.0,,B. Knight makes free throw 2 of 2,63,58
289,3,3:15.0,L. Williams misses 2-pt jump shot from 13 ft,,63,58
290,3,3:14.0,Offensive rebound by T. Ross,,63,58
291,3,3:00.0,T. Ross misses 2-pt jump shot from 8 ft,,63,58
292,3,2:59.0,,Defensive rebound by J. Dudley,63,58
293,3,2:50.0,,B. Knight misses 2-pt jump shot from 16 ft,63,58
294,3,2:49.0,Defensive rebound by P. Patterson,,63,58
295,3,2:40.0,Personal foul by J. Dudley (drawn by L. Williams),,63,58
296,3,2:40.0,Toronto full timeout,,63,58
297,3,2:40.0,,O. Mayo enters the game for J. Dudley,63,58
298,3,2:24.0,L. Williams makes 3-pt jump shot from 26 ft,,66,58
299,3,2:10.0,,K. Middleton misses 2-pt layup at rim (block by T. Hansbrough),66,58
300,3,2:06.0,Defensive rebound by P. Patterson,,66,58
301,3,1:52.0,T. Ross misses 3-pt jump shot from 26 ft,,66,58
302,3,1:51.0,,Defensive rebound by B. Knight,66,58
303,3,1:42.0,,B. Knight makes 2-pt jump shot from 4 ft,66,60
304,3,1:25.0,G. Vásquez misses 3-pt jump shot from 25 ft,,66,60
305,3,1:24.0,,Defensive rebound by G. Antetokounmpo,66,60
306,3,1:12.0,,Turnover by B. Knight (bad pass; steal by T. Ross),66,60
307,3,1:09.0,Shooting foul by B. Knight (drawn by T. Ross),,66,60
308,3,1:09.0,T. Ross misses free throw 1 of 2,,66,60
309,3,1:09.0,Offensive rebound by Team,,66,60
310,3,1:09.0,,J. Bayless enters the game for B. Knight,66,60
311,3,1:09.0,,E. İlyasova enters the game for G. Antetokounmpo,66,60
312,3,1:09.0,T. Ross misses free throw 2 of 2,,66,60
313,3,1:09.0,,Defensive rebound by E. İlyasova,66,60
314,3,0:59.0,,O. Mayo makes 2-pt layup at rim (assist by J. Henson),66,62
315,3,0:42.0,P. Patterson makes 2-pt jump shot from 19 ft,,68,62
316,3,0:23.0,,E. İlyasova misses 3-pt jump shot from 25 ft,68,62
317,3,0:22.0,,Offensive rebound by K. Middleton,68,62
318,3,0:16.0,,Technical foul by Team,68,62
319,3,0:16.0,G. Vásquez misses technical free throw,,68,62
320,3,0:16.0,,Offensive rebound by Team,68,62
321,3,0:04.0,,Personal foul by G. Vásquez (drawn by J. Bayless),68,62
322,4,11:49.0,,J. Henson makes 2-pt layup at rim (assist by O. Mayo),68,64
323,4,11:49.0,,Shooting foul by L. Williams (drawn by J. Henson),68,64
324,4,11:49.0,,J. Henson makes free throw 1 of 1,68,65
325,4,11:28.0,L. Williams misses 2-pt jump shot from 13 ft,,68,65
326,4,11:26.0,Offensive rebound by T. Hansbrough,,68,65
327,4,11:26.0,T. Hansbrough misses 2-pt tip-in at rim,,68,65
328,4,11:25.0,,Defensive rebound by B. Knight,68,65
329,4,11:22.0,,E. İlyasova makes 2-pt dunk at rim (assist by B. Knight),68,67
330,4,11:06.0,L. Williams misses 2-pt jump shot from 5 ft,,68,67
331,4,11:05.0,Offensive rebound by L. Williams,,68,67
332,4,11:00.0,G. Vásquez makes 3-pt jump shot from 24 ft (assist by L. Williams),,71,67
333,4,10:40.0,,J. Bayless misses 3-pt jump shot from 23 ft,71,67
334,4,10:39.0,Defensive rebound by T. Ross,,71,67
335,4,10:21.0,T. Ross misses 2-pt jump shot from 22 ft,,71,67
336,4,10:20.0,,Defensive rebound by J. Henson,71,67
337,4,10:13.0,,B. Knight misses 2-pt jump shot from 4 ft,71,67
338,4,10:12.0,,Offensive rebound by E. İlyasova,71,67
339,4,10:11.0,,E. İlyasova makes 2-pt layup at rim,71,69
340,4,10:00.0,L. Williams misses 2-pt jump shot from 11 ft,,71,69
341,4,9:59.0,,Defensive rebound by O. Mayo,71,69
342,4,9:55.0,,Shooting foul by P. Patterson (drawn by E. İlyasova),71,69
343,4,9:55.0,,E. İlyasova makes free throw 1 of 2,71,70
344,4,9:55.0,A. Johnson enters the game for T. Hansbrough,,71,70
345,4,9:55.0,K. Lowry enters the game for G. Vásquez,,71,70
346,4,9:55.0,,E. İlyasova makes free throw 2 of 2,71,71
347,4,9:55.0,Toronto full timeout,,71,71
348,4,9:40.0,K. Lowry makes 2-pt jump shot from 20 ft,,73,71
349,4,9:24.0,,E. İlyasova misses 3-pt jump shot from 25 ft,73,71
350,4,9:23.0,Defensive rebound by P. Patterson,,73,71
351,4,9:18.0,T. Ross makes 2-pt layup from 1 ft (assist by K. Lowry),,75,71
352,4,8:58.0,,E. İlyasova makes 2-pt jump shot from 8 ft,75,73
353,4,8:33.0,K. Lowry misses 3-pt jump shot from 24 ft,,75,73
354,4,8:29.0,,Defensive rebound by O. Mayo,75,73
355,4,8:21.0,,B. Knight misses 3-pt jump shot from 24 ft,75,73
356,4,8:20.0,Defensive rebound by P. Patterson,,75,73
357,4,8:02.0,Personal foul by J. Henson (drawn by P. Patterson),,75,73
358,4,7:56.0,K. Lowry misses 2-pt jump shot from 10 ft,,75,73
359,4,7:55.0,,Defensive rebound by J. Henson,75,73
360,4,7:48.0,,B. Knight misses 2-pt layup from 1 ft,75,73
361,4,7:47.0,Defensive rebound by L. Williams,,75,73
362,4,7:41.0,L. Williams misses 3-pt jump shot from 25 ft,,75,73
363,4,7:40.0,,Defensive rebound by O. Mayo,75,73
364,4,7:24.0,,O. Mayo misses 2-pt jump shot from 4 ft,75,73
365,4,7:23.0,Defensive rebound by T. Ross,,75,73
366,4,7:10.0,Turnover by K. Lowry (bad pass; steal by B. Knight),,75,73
367,4,7:07.0,,Turnover by B. Knight (bad pass; steal by L. Williams),75,73
368,4,7:02.0,K. Lowry misses 3-pt jump shot from 24 ft,,75,73
369,4,7:00.0,,Defensive rebound by B. Knight,75,73
370,4,6:50.0,,Personal block foul by P. Patterson (drawn by O. Mayo),75,73
371,4,6:50.0,D. DeRozan enters the game for T. Ross,,75,73
372,4,6:40.0,,O. Mayo makes 3-pt jump shot from 25 ft,75,76
373,4,6:25.0,Def 3 sec tech foul by E. İlyasova,,75,76
374,4,6:25.0,K. Lowry misses technical free throw,,75,76
375,4,6:25.0,Offensive rebound by Team,,75,76
376,4,6:15.0,K. Lowry misses 2-pt hook shot from 8 ft (block by J. Henson),,75,76
377,4,6:15.0,Offensive rebound by Team,,75,76
378,4,6:09.0,A. Johnson misses 3-pt jump shot from 27 ft,,75,76
379,4,6:08.0,Offensive rebound by D. DeRozan,,75,76
380,4,5:54.0,A. Johnson makes 2-pt layup at rim (assist by P. Patterson),,77,76
