,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,WASHINGTON_ACTION,GOLDEN STATE_SCORE,WASHINGTON_SCORE
69,1,4:42.0,S. Curry makes 2-pt jump shot from 18 ft,,15,18
70,1,4:35.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),15,20
71,1,4:24.0,K. Thompson misses 2-pt layup from 2 ft,,15,20
72,1,4:23.0,,Defensive rebound by G. Temple,15,20
73,1,4:17.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),15,22
74,1,3:57.0,M. Speights makes 2-pt jump shot from 18 ft (assist by S. Curry),,17,22
75,1,3:48.0,,Offensive foul by J. Wall (drawn by S. Curry),17,22
76,1,3:48.0,,Turnover by J. Wall (offensive foul),17,22
77,1,3:48.0,A. Iguodala enters the game for H. Barnes,,17,22
78,1,3:48.0,,R. Butler enters the game for P. Pierce,17,22
79,1,3:36.0,M. Speights makes 2-pt jump shot from 16 ft (assist by S. Curry),,19,22
80,1,3:34.0,,Washington full timeout,19,22
81,1,3:16.0,,K. Séraphin makes 2-pt hook shot from 8 ft,19,24
82,1,3:00.0,M. Speights makes 2-pt jump shot from 14 ft (assist by D. Lee),,21,24
83,1,2:42.0,,J. Wall misses 2-pt jump shot from 19 ft,21,24
84,1,2:41.0,Defensive rebound by D. Lee,,21,24
85,1,2:35.0,S. Curry makes 3-pt jump shot from 26 ft,,24,24
86,1,2:18.0,,R. Butler makes 2-pt layup from 2 ft,24,26
87,1,2:04.0,M. Speights makes 2-pt jump shot from 20 ft (assist by K. Thompson),,26,26
88,1,1:48.0,,Turnover by G. Temple (bad pass),26,26
89,1,1:48.0,L. Barbosa enters the game for K. Thompson,,26,26
90,1,1:48.0,,R. Sessions enters the game for J. Wall,26,26
91,1,1:48.0,,M. Webster enters the game for G. Temple,26,26
92,1,1:38.0,Shooting foul by K. Séraphin (drawn by D. Lee),,26,26
93,1,1:38.0,D. Lee misses free throw 1 of 2,,26,26
94,1,1:38.0,Offensive rebound by Team,,26,26
95,1,1:38.0,D. Lee makes free throw 2 of 2,,27,26
96,1,1:25.0,,Turnover by K. Séraphin (lost ball),27,26
97,1,1:13.0,S. Curry makes 3-pt jump shot from 27 ft,,30,26
98,1,1:01.0,,Offensive foul by R. Sessions (drawn by M. Speights),30,26
99,1,1:01.0,,Turnover by R. Sessions (offensive foul),30,26
100,1,0:47.0,S. Curry misses 3-pt jump shot from 25 ft,,30,26
101,1,0:46.0,Offensive rebound by Team,,30,26
102,1,0:45.0,,K. Humphries enters the game for M. Gortat,30,26
103,1,0:35.0,D. Lee misses 2-pt jump shot from 16 ft,,30,26
104,1,0:34.0,,Defensive rebound by R. Butler,30,26
105,1,0:21.0,,K. Humphries misses 2-pt jump shot from 17 ft,30,26
106,1,0:20.0,Defensive rebound by D. Lee,,30,26
107,1,0:04.0,Turnover by M. Speights (traveling),,30,26
108,1,0:04.0,,J. Wall enters the game for K. Séraphin,30,26
109,1,0:04.0,S. Livingston enters the game for S. Curry,,30,26
110,1,0:01.0,,J. Wall makes 2-pt jump shot from 14 ft,30,28
111,2,11:44.0,Shooting foul by R. Butler (drawn by M. Speights),,30,28
112,2,11:44.0,M. Speights misses free throw 1 of 2,,30,28
113,2,11:44.0,Offensive rebound by Team,,30,28
114,2,11:44.0,M. Speights makes free throw 2 of 2,,31,28
115,2,11:28.0,,K. Séraphin misses 2-pt jump shot from 9 ft,31,28
116,2,11:27.0,Defensive rebound by D. Green,,31,28
117,2,11:19.0,A. Iguodala misses 3-pt jump shot from 25 ft,,31,28
118,2,11:18.0,Offensive rebound by S. Livingston,,31,28
119,2,11:12.0,L. Barbosa makes 3-pt jump shot from 23 ft (assist by D. Green),,34,28
120,2,10:58.0,,Offensive foul by R. Sessions (drawn by M. Speights),34,28
121,2,10:58.0,,Turnover by R. Sessions (offensive foul),34,28
122,2,10:49.0,Personal foul by M. Webster (drawn by L. Barbosa),,34,28
123,2,10:45.0,D. Green makes 2-pt jump shot from 18 ft (assist by L. Barbosa),,36,28
124,2,10:31.0,,K. Séraphin misses 2-pt jump shot from 13 ft,36,28
125,2,10:30.0,,Offensive rebound by Team,36,28
126,2,10:28.0,Loose ball foul by A. Iguodala (drawn by K. Humphries),,36,28
127,2,10:14.0,,K. Séraphin makes 2-pt jump shot from 10 ft,36,30
128,2,9:57.0,M. Speights misses 2-pt jump shot from 20 ft,,36,30
129,2,9:56.0,,Defensive rebound by M. Webster,36,30
130,2,9:44.0,,K. Séraphin makes 2-pt hook shot from 7 ft,36,32
131,2,9:31.0,Turnover by M. Speights (traveling),,36,32
132,2,9:31.0,A. Bogut enters the game for M. Speights,,36,32
133,2,9:15.0,,Turnover by K. Séraphin (bad pass; steal by L. Barbosa),36,32
134,2,9:10.0,A. Iguodala misses 2-pt layup from 1 ft,,36,32
135,2,9:08.0,,Defensive rebound by K. Séraphin,36,32
136,2,8:55.0,,Turnover by K. Séraphin (traveling),36,32
137,2,8:55.0,Official timeout,,36,32
138,2,8:39.0,D. Green makes 3-pt jump shot from 25 ft (assist by A. Bogut),,39,32
139,2,8:14.0,,R. Sessions misses 3-pt jump shot from 25 ft,39,32
140,2,8:13.0,,Offensive rebound by R. Butler,39,32
141,2,8:00.0,,R. Butler misses 2-pt jump shot from 19 ft,39,32
142,2,7:59.0,Defensive rebound by Team,,39,32
143,2,7:48.0,Turnover by A. Iguodala (bad pass; steal by R. Sessions),,39,32
144,2,7:42.0,,R. Sessions misses 2-pt layup at rim,39,32
145,2,7:41.0,,Offensive rebound by R. Butler,39,32
146,2,7:40.0,,R. Butler makes 2-pt tip-in from 1 ft,39,34
147,2,7:24.0,S. Livingston makes 2-pt jump shot from 6 ft (assist by D. Green),,41,34
148,2,7:08.0,,K. Humphries makes 2-pt jump shot from 17 ft (assist by R. Sessions),41,36
149,2,6:49.0,L. Barbosa misses 3-pt jump shot from 25 ft,,41,36
150,2,6:48.0,,Defensive rebound by K. Humphries,41,36
151,2,6:36.0,,Turnover by K. Humphries (bad pass; steal by A. Iguodala),41,36
152,2,6:33.0,A. Iguodala makes 2-pt dunk at rim,,43,36
153,2,6:15.0,,Shooting foul by L. Barbosa (drawn by M. Webster),43,36
154,2,6:15.0,,M. Webster makes free throw 1 of 2,43,37
155,2,6:15.0,K. Thompson enters the game for L. Barbosa,,43,37
156,2,6:15.0,,J. Wall enters the game for K. Séraphin,43,37
157,2,6:15.0,,M. Gortat enters the game for R. Butler,43,37
158,2,6:15.0,,N. Hilário enters the game for K. Humphries,43,37
159,2,6:15.0,,M. Webster makes free throw 2 of 2,43,38
160,2,5:57.0,A. Iguodala misses 2-pt jump shot from 17 ft,,43,38
161,2,5:56.0,,Defensive rebound by M. Gortat,43,38
162,2,5:42.0,,Turnover by J. Wall (bad pass; steal by A. Iguodala),43,38
163,2,5:39.0,S. Livingston makes 2-pt dunk at rim (assist by A. Iguodala),,45,38
164,2,5:23.0,,M. Gortat misses 2-pt jump shot from 18 ft,45,38
165,2,5:22.0,Defensive rebound by S. Livingston,,45,38
166,2,5:16.0,D. Green makes 2-pt layup from 1 ft (assist by S. Livingston),,47,38
167,2,5:10.0,,Washington full timeout,47,38
168,2,4:56.0,,Turnover by N. Hilário (traveling),47,38
169,2,4:56.0,,P. Pierce enters the game for M. Webster,47,38
170,2,4:41.0,K. Thompson misses 2-pt jump shot from 17 ft,,47,38
171,2,4:40.0,,Defensive rebound by J. Wall,47,38
172,2,4:36.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),47,40
173,2,4:18.0,D. Green misses 3-pt jump shot from 25 ft,,47,40
174,2,4:18.0,,Defensive rebound by R. Sessions,47,40
175,2,4:10.0,,Personal foul by A. Bogut (drawn by M. Gortat),47,40
176,2,4:10.0,S. Curry enters the game for S. Livingston,,47,40
177,2,4:10.0,,G. Temple enters the game for R. Sessions,47,40
178,2,4:01.0,,J. Wall misses 2-pt jump shot from 7 ft,47,40
179,2,4:00.0,,Offensive rebound by J. Wall,47,40
180,2,3:50.0,,Offensive foul by N. Hilário (drawn by D. Green),47,40
181,2,3:50.0,,Turnover by N. Hilário (offensive foul),47,40
182,2,3:50.0,M. Speights enters the game for A. Iguodala,,47,40
183,2,3:50.0,H. Barnes enters the game for A. Bogut,,47,40
184,2,3:40.0,M. Speights misses 2-pt jump shot from 3 ft (block by N. Hilário),,47,40
185,2,3:35.0,,Defensive rebound by N. Hilário,47,40
186,2,3:31.0,,Personal foul by H. Barnes (drawn by N. Hilário),47,40
187,2,3:26.0,,P. Pierce makes 2-pt jump shot from 17 ft,47,42
188,2,3:07.0,Personal foul by N. Hilário (drawn by S. Curry),,47,42
189,2,3:01.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by S. Curry),,50,42
190,2,2:42.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),50,44
191,2,2:23.0,M. Speights misses 2-pt layup from 2 ft,,50,44
192,2,2:22.0,,Defensive rebound by M. Gortat,50,44
193,2,2:19.0,Golden State full timeout,,50,44
194,2,2:11.0,,G. Temple misses 3-pt jump shot from 27 ft,50,44
195,2,2:10.0,Defensive rebound by D. Green,,50,44
196,2,1:59.0,Turnover by D. Green (bad pass; steal by P. Pierce),,50,44
197,2,1:56.0,,Turnover by J. Wall (bad pass),50,44
198,2,1:56.0,,K. Séraphin enters the game for N. Hilário,50,44
199,2,1:50.0,Personal foul by K. Séraphin (drawn by D. Green),,50,44
200,2,1:50.0,,K. Humphries enters the game for K. Séraphin,50,44
201,2,1:44.0,M. Speights misses 2-pt jump shot from 14 ft,,50,44
202,2,1:44.0,,Defensive rebound by Team,50,44
203,2,1:33.0,,P. Pierce misses 3-pt jump shot from 25 ft,50,44
204,2,1:32.0,Defensive rebound by M. Speights,,50,44
205,2,1:27.0,H. Barnes misses 2-pt layup at rim (block by G. Temple),,50,44
206,2,1:24.0,,Defensive rebound by P. Pierce,50,44
207,2,1:14.0,,G. Temple makes 3-pt jump shot from 26 ft (assist by M. Gortat),50,47
208,2,1:01.0,Shooting foul by K. Humphries (drawn by M. Speights),,50,47
209,2,1:01.0,M. Speights makes free throw 1 of 2,,51,47
210,2,1:01.0,M. Speights makes free throw 2 of 2,,52,47
211,2,0:46.0,,Turnover by M. Gortat (lost ball; steal by K. Thompson),52,47
212,2,0:38.0,Turnover by K. Thompson (bad pass),,52,47
213,2,0:28.0,,G. Temple misses 2-pt layup at rim,52,47
214,2,0:28.0,,Offensive rebound by K. Humphries,52,47
215,2,0:28.0,,K. Humphries makes 2-pt tip-in from 1 ft,52,49
216,2,0:07.0,K. Thompson makes 2-pt jump shot from 22 ft (assist by S. Curry),,54,49
217,2,0:01.0,,K. Humphries makes 2-pt jump shot from 18 ft (assist by J. Wall),54,51
218,3,11:41.0,S. Curry makes 3-pt jump shot from 24 ft (assist by H. Barnes),,57,51
219,3,11:15.0,,P. Pierce makes 2-pt jump shot from 19 ft (assist by J. Wall),57,53
220,3,11:05.0,K. Thompson misses 2-pt jump shot from 3 ft,,57,53
221,3,11:03.0,,Defensive rebound by M. Gortat,57,53
222,3,10:58.0,,P. Pierce makes 3-pt jump shot from 26 ft (assist by J. Wall),57,56
223,3,10:34.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by D. Green),,60,56
224,3,10:19.0,,Shooting foul by A. Bogut (drawn by G. Temple),60,56
225,3,10:19.0,,G. Temple makes free throw 1 of 2,60,57
226,3,10:19.0,,G. Temple makes free throw 2 of 2,60,58
227,3,10:02.0,D. Green makes 3-pt jump shot from 24 ft (assist by K. Thompson),,63,58
228,3,9:46.0,,G. Temple misses 3-pt jump shot from 26 ft,63,58
229,3,9:45.0,Defensive rebound by D. Green,,63,58
230,3,9:30.0,K. Thompson misses 2-pt jump shot from 7 ft,,63,58
231,3,9:29.0,,Defensive rebound by N. Hilário,63,58
232,3,9:24.0,Violation by A. Bogut (kicked ball),,63,58
233,3,9:15.0,,Turnover by M. Gortat (bad pass),63,58
234,3,9:09.0,S. Curry misses 3-pt jump shot from 29 ft,,63,58
235,3,9:08.0,,Defensive rebound by Team,63,58
236,3,8:53.0,,Turnover by J. Wall (bad pass; steal by K. Thompson),63,58
237,3,8:32.0,H. Barnes misses 3-pt jump shot from 22 ft,,63,58
238,3,8:31.0,,Defensive rebound by M. Gortat,63,58
239,3,8:25.0,,M. Gortat makes 2-pt layup at rim (assist by G. Temple),63,60
240,3,8:09.0,K. Thompson makes 2-pt jump shot from 16 ft,,65,60
241,3,7:47.0,,P. Pierce makes 2-pt jump shot from 17 ft,65,62
242,3,7:41.0,H. Barnes misses 2-pt layup from 2 ft (block by P. Pierce),,65,62
243,3,7:37.0,,Defensive rebound by G. Temple,65,62
244,3,7:21.0,,M. Gortat misses 2-pt jump shot from 9 ft,65,62
245,3,7:20.0,Defensive rebound by H. Barnes,,65,62
246,3,7:12.0,D. Green makes 3-pt jump shot from 27 ft (assist by K. Thompson),,68,62
247,3,7:12.0,,Washington full timeout,68,62
248,3,7:03.0,,Personal foul by K. Thompson (drawn by P. Pierce),68,62
249,3,6:56.0,,P. Pierce makes 2-pt jump shot from 17 ft (assist by M. Gortat),68,64
250,3,6:41.0,H. Barnes misses 2-pt jump shot from 16 ft,,68,64
251,3,6:41.0,,Defensive rebound by M. Gortat,68,64
252,3,6:30.0,,J. Wall makes 2-pt jump shot from 15 ft,68,66
253,3,6:05.0,A. Bogut misses 2-pt jump shot from 7 ft,,68,66
254,3,6:04.0,,Defensive rebound by M. Gortat,68,66
255,3,5:55.0,,J. Wall makes 2-pt jump shot from 17 ft,68,68
256,3,5:53.0,Golden State full timeout,,68,68
257,3,5:53.0,A. Iguodala enters the game for H. Barnes,,68,68
258,3,5:37.0,S. Curry makes 2-pt jump shot from 18 ft,,70,68
259,3,5:22.0,,Shooting foul by K. Thompson (drawn by P. Pierce),70,68
260,3,5:22.0,,P. Pierce makes free throw 1 of 2,70,69
261,3,5:22.0,,P. Pierce makes free throw 2 of 2,70,70
262,3,5:10.0,A. Bogut makes 2-pt jump shot from 5 ft (assist by S. Curry),,72,70
263,3,5:03.0,,Shooting foul by A. Iguodala (drawn by P. Pierce),72,70
264,3,5:03.0,,P. Pierce makes free throw 1 of 3,72,71
265,3,5:03.0,,P. Pierce makes free throw 2 of 3,72,72
266,3,5:03.0,,P. Pierce makes free throw 3 of 3,72,73
267,3,4:48.0,S. Curry misses 2-pt jump shot from 4 ft (block by M. Gortat),,72,73
268,3,4:47.0,,Defensive rebound by P. Pierce,72,73
269,3,4:47.0,,Turnover by P. Pierce (bad pass),72,73
270,3,4:38.0,S. Curry misses 3-pt jump shot from 25 ft,,72,73
271,3,4:37.0,,Defensive rebound by M. Gortat,72,73
272,3,4:21.0,,J. Wall misses 3-pt jump shot from 25 ft,72,73
273,3,4:21.0,Defensive rebound by Team,,72,73
274,3,4:21.0,,Loose ball foul by M. Gortat (drawn by A. Bogut),72,73
275,3,4:21.0,M. Speights enters the game for A. Bogut,,72,73
276,3,4:09.0,M. Speights makes 2-pt jump shot from 13 ft,,74,73
277,3,3:43.0,,P. Pierce misses 2-pt jump shot from 19 ft,74,73
278,3,3:42.0,Defensive rebound by D. Green,,74,73
279,3,3:40.0,Turnover by D. Green (lost ball; steal by G. Temple),,74,73
280,3,3:37.0,,G. Temple makes 2-pt layup from 2 ft (assist by N. Hilário),74,75
281,3,3:23.0,Shooting foul by P. Pierce (drawn by M. Speights),,74,75
282,3,3:23.0,M. Speights misses free throw 1 of 2,,74,75
283,3,3:23.0,Offensive rebound by Team,,74,75
284,3,3:23.0,L. Barbosa enters the game for K. Thompson,,74,75
285,3,3:23.0,,K. Séraphin enters the game for N. Hilário,74,75
286,3,3:23.0,M. Speights makes free throw 2 of 2,,75,75
287,3,3:03.0,,J. Wall misses 2-pt jump shot from 16 ft,75,75
288,3,3:02.0,Defensive rebound by D. Green,,75,75
289,3,2:55.0,M. Speights misses 2-pt layup from 2 ft,,75,75
290,3,2:54.0,Offensive rebound by M. Speights,,75,75
291,3,2:53.0,M. Speights makes 2-pt tip-in from 3 ft,,77,75
292,3,2:41.0,,R. Butler enters the game for P. Pierce,77,75
293,3,2:34.0,,M. Gortat makes 2-pt layup at rim (assist by G. Temple),77,77
294,3,2:17.0,M. Speights misses 2-pt jump shot from 16 ft,,77,77
295,3,2:16.0,,Defensive rebound by K. Séraphin,77,77
296,3,2:03.0,,R. Butler makes 2-pt jump shot from 16 ft (assist by M. Gortat),77,79
297,3,1:51.0,Shooting foul by G. Temple (drawn by S. Curry),,77,79
298,3,1:51.0,S. Curry makes free throw 1 of 2,,78,79
299,3,1:51.0,D. Lee enters the game for D. Green,,78,79
300,3,1:51.0,,R. Sessions enters the game for J. Wall,78,79
301,3,1:51.0,S. Curry makes free throw 2 of 2,,79,79
302,3,1:39.0,,R. Sessions misses 2-pt jump shot from 19 ft,79,79
303,3,1:37.0,,Offensive rebound by K. Séraphin,79,79
304,3,1:36.0,,K. Séraphin makes 2-pt layup at rim,79,81
305,3,1:24.0,S. Curry makes 3-pt jump shot from 26 ft (assist by M. Speights),,82,81
306,3,1:03.0,,K. Séraphin misses 2-pt jump shot from 6 ft,82,81
307,3,1:02.0,Defensive rebound by A. Iguodala,,82,81
308,3,0:56.0,S. Curry makes 2-pt jump shot from 21 ft,,84,81
309,3,0:44.0,,R. Butler misses 3-pt jump shot from 23 ft,84,81
310,3,0:43.0,Defensive rebound by D. Lee,,84,81
311,3,0:36.0,S. Curry makes 2-pt jump shot from 4 ft,,86,81
312,3,0:29.0,,Shooting foul by M. Speights (drawn by R. Sessions),86,81
313,3,0:29.0,,R. Sessions makes free throw 1 of 2,86,82
314,3,0:29.0,H. Barnes enters the game for M. Speights,,86,82
315,3,0:29.0,,R. Sessions makes free throw 2 of 2,86,83
316,3,0:07.0,H. Barnes misses 2-pt jump shot from 3 ft,,86,83
317,3,0:06.0,Offensive rebound by D. Lee,,86,83
318,3,0:03.0,D. Lee misses 2-pt jump shot from 9 ft,,86,83
319,3,0:02.0,,Defensive rebound by Team,86,83
320,3,0:02.0,,J. Wall enters the game for M. Gortat,86,83
321,3,0:02.0,S. Livingston enters the game for S. Curry,,86,83
322,3,0:01.0,,J. Wall misses 3-pt jump shot from 52 ft,86,83
323,3,0:00.0,,Offensive rebound by Team,86,83
324,4,11:37.0,,M. Webster misses 2-pt jump shot from 19 ft,86,83
325,4,11:36.0,Defensive rebound by D. Lee,,86,83
326,4,11:19.0,S. Livingston misses 2-pt jump shot from 15 ft,,86,83
327,4,11:18.0,,Defensive rebound by M. Webster,86,83
328,4,11:01.0,,K. Séraphin makes 2-pt jump shot from 19 ft (assist by R. Butler),86,85
329,4,10:40.0,L. Barbosa misses 2-pt jump shot from 8 ft,,86,85
330,4,10:39.0,,Defensive rebound by K. Humphries,86,85
331,4,10:23.0,,R. Sessions misses 2-pt jump shot from 5 ft,86,85
332,4,10:21.0,,Offensive rebound by R. Sessions,86,85
333,4,10:06.0,,Turnover by K. Séraphin (bad pass; steal by D. Lee),86,85
334,4,9:58.0,S. Livingston misses 2-pt layup from 1 ft,,86,85
335,4,9:57.0,,Defensive rebound by R. Sessions,86,85
336,4,9:31.0,,K. Séraphin misses 2-pt jump shot from 12 ft,86,85
337,4,9:30.0,,Offensive rebound by K. Humphries,86,85
338,4,9:30.0,,Personal foul by H. Barnes (drawn by K. Humphries),86,85
339,4,9:30.0,K. Thompson enters the game for L. Barbosa,,86,85
340,4,9:19.0,,Turnover by M. Webster (lost ball; steal by A. Iguodala),86,85
341,4,9:14.0,A. Iguodala makes 2-pt hook shot at rim (assist by S. Livingston),,88,85
342,4,8:55.0,,R. Sessions makes 2-pt layup from 1 ft (assist by K. Séraphin),88,87
343,4,8:47.0,S. Livingston makes 2-pt layup at rim,,90,87
344,4,8:32.0,,R. Butler makes 3-pt jump shot from 26 ft (assist by R. Sessions),90,90
345,4,8:12.0,H. Barnes makes 2-pt layup from 1 ft (assist by K. Thompson),,92,90
346,4,7:47.0,,K. Humphries misses 2-pt jump shot from 18 ft,92,90
347,4,7:46.0,Defensive rebound by K. Thompson,,92,90
348,4,7:40.0,Personal foul by R. Sessions (drawn by K. Thompson),,92,90
349,4,7:40.0,Official timeout,,92,90
350,4,7:40.0,,J. Wall enters the game for R. Sessions,92,90
351,4,7:40.0,,N. Hilário enters the game for K. Séraphin,92,90
352,4,7:33.0,D. Lee makes 2-pt layup from 1 ft (assist by A. Iguodala),,94,90
353,4,7:18.0,,R. Butler misses 3-pt jump shot from 23 ft,94,90
354,4,7:17.0,Defensive rebound by A. Iguodala,,94,90
355,4,7:11.0,A. Iguodala makes 2-pt jump shot from 17 ft,,96,90
356,4,6:45.0,,J. Wall makes 2-pt jump shot from 18 ft,96,92
357,4,6:24.0,H. Barnes misses 2-pt jump shot from 16 ft,,96,92
358,4,6:23.0,,Defensive rebound by K. Humphries,96,92
359,4,6:15.0,,J. Wall misses 2-pt layup from 1 ft,96,92
360,4,6:14.0,Defensive rebound by D. Lee,,96,92
361,4,6:07.0,K. Thompson makes 2-pt layup from 1 ft,,98,92
362,4,5:56.0,,M. Webster misses 3-pt jump shot from 26 ft,98,92
363,4,5:55.0,Defensive rebound by D. Lee,,98,92
364,4,5:46.0,Personal foul by N. Hilário (drawn by A. Iguodala),,98,92
365,4,5:46.0,,Washington full timeout,98,92
366,4,5:46.0,,G. Temple enters the game for R. Butler,98,92
367,4,5:46.0,,P. Pierce enters the game for M. Webster,98,92
368,4,5:46.0,S. Curry enters the game for S. Livingston,,98,92
369,4,5:46.0,D. Green enters the game for D. Lee,,98,92
370,4,5:33.0,Turnover by K. Thompson (lost ball),,98,92
371,4,5:16.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by J. Wall),98,95
372,4,5:01.0,H. Barnes makes 2-pt jump shot from 19 ft (assist by D. Green),,100,95
373,4,4:39.0,,P. Pierce makes 2-pt jump shot from 16 ft (assist by J. Wall),100,97
374,4,4:17.0,,Violation by K. Humphries (def goaltending),100,97
375,4,4:17.0,K. Thompson makes 2-pt layup from 1 ft,,102,97
376,4,4:03.0,,N. Hilário makes 2-pt layup from 2 ft (assist by J. Wall),102,99
377,4,3:50.0,A. Iguodala makes 3-pt jump shot from 23 ft (assist by D. Green),,105,99
378,4,3:31.0,,Turnover by N. Hilário (bad pass; steal by K. Thompson),105,99
379,4,3:20.0,D. Green misses 2-pt layup at rim,,105,99
380,4,3:19.0,,Defensive rebound by N. Hilário,105,99
381,4,3:15.0,,Offensive foul by J. Wall (drawn by S. Curry),105,99
382,4,3:15.0,,Turnover by J. Wall (offensive foul),105,99
383,4,3:15.0,,R. Butler enters the game for K. Humphries,105,99
384,4,2:59.0,Golden State full timeout,,105,99
385,4,2:56.0,H. Barnes makes 2-pt dunk at rim (assist by S. Curry),,107,99
