,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ATLANTA_ACTION,PHILADELPHIA_SCORE,ATLANTA_SCORE
380,4,5:59.0,,Defensive rebound by P. Millsap,65,81
381,4,5:44.0,,Personal foul by M. Carter-Williams (drawn by K. Korver),65,81
382,4,5:44.0,Official timeout,,65,81
383,4,5:44.0,K. McDaniels enters the game for L. Mbah a Moute,,65,81
384,4,5:44.0,R. Covington enters the game for A. Shved,,65,81
385,4,5:35.0,,P. Millsap makes 2-pt layup from 2 ft (assist by D. Schröder),65,83
386,4,5:13.0,R. Covington makes 3-pt jump shot from 23 ft (assist by N. Noel),,68,83
387,4,4:53.0,,D. Schröder misses 2-pt jump shot from 6 ft,68,83
388,4,4:50.0,Defensive rebound by N. Noel,,68,83
389,4,4:47.0,Turnover by M. Carter-Williams (lost ball; steal by D. Schröder),,68,83
390,4,4:42.0,Violation by N. Noel (def goaltending),,68,83
391,4,4:42.0,,P. Millsap makes 2-pt layup from 1 ft (assist by K. Korver),68,85
392,4,4:28.0,R. Covington misses 3-pt jump shot from 23 ft,,68,85
393,4,4:27.0,,Defensive rebound by T. Sefolosha,68,85
394,4,4:09.0,,D. Schröder makes 2-pt jump shot from 18 ft,68,87
395,4,4:06.0,Philadelphia full timeout,,68,87
396,4,4:06.0,,K. Bazemore enters the game for K. Korver,68,87
397,4,4:06.0,,S. Mack enters the game for T. Sefolosha,68,87
398,4,4:06.0,J. Grant enters the game for N. Noel,,68,87
399,4,4:06.0,A. Shved enters the game for M. Carter-Williams,,68,87
400,4,3:48.0,Turnover by R. Covington (lost ball; steal by D. Schröder),,68,87
401,4,3:40.0,,M. Muscala misses 2-pt jump shot from 8 ft,68,87
402,4,3:39.0,,Offensive rebound by M. Muscala,68,87
403,4,3:37.0,,M. Muscala makes 2-pt layup from 1 ft,68,89
404,4,3:28.0,K. McDaniels misses 3-pt jump shot from 25 ft,,68,89
405,4,3:26.0,,Defensive rebound by D. Schröder,68,89
406,4,3:08.0,,Turnover by S. Mack (bad pass; steal by R. Covington),68,89
407,4,3:01.0,J. Grant makes 2-pt layup from 1 ft (assist by K. McDaniels),,70,89
408,4,2:44.0,,M. Muscala makes 2-pt jump shot from 17 ft (assist by S. Mack),70,91
409,4,2:32.0,H. Thompson misses 2-pt jump shot from 20 ft,,70,91
410,4,2:31.0,Offensive rebound by K. McDaniels,,70,91
411,4,2:31.0,Shooting foul by P. Millsap (drawn by K. McDaniels),,70,91
412,4,2:31.0,K. McDaniels makes free throw 1 of 2,,71,91
413,4,2:31.0,,T. Sefolosha enters the game for P. Millsap,71,91
414,4,2:31.0,,J. Jenkins enters the game for D. Schröder,71,91
415,4,2:31.0,J. Sampson enters the game for R. Covington,,71,91
416,4,2:31.0,K. McDaniels misses free throw 2 of 2,,71,91
417,4,2:29.0,,Defensive rebound by M. Muscala,71,91
418,4,2:11.0,,K. Bazemore misses 2-pt jump shot from 10 ft,71,91
419,4,2:09.0,,Offensive rebound by T. Sefolosha,71,91
420,4,2:09.0,,T. Sefolosha misses 2-pt tip-in at rim,71,91
421,4,2:07.0,Defensive rebound by H. Thompson,,71,91
422,4,2:01.0,Shooting foul by J. Jenkins (drawn by A. Shved),,71,91
423,4,2:01.0,A. Shved makes free throw 1 of 2,,72,91
424,4,2:01.0,M. Lee enters the game for K. McDaniels,,72,91
425,4,2:01.0,A. Shved misses free throw 2 of 2,,72,91
426,4,1:59.0,,Defensive rebound by K. Bazemore,72,91
427,4,1:53.0,,K. Bazemore makes 2-pt layup from 1 ft,72,93
