,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MIAMI_ACTION,ATLANTA_SCORE,MIAMI_SCORE
85,1,1:45.0,,Turnover by J. Hamilton (bad pass),21,14
86,1,1:30.0,D. Schröder makes 3-pt jump shot from 24 ft (assist by S. Mack),,24,14
87,1,1:21.0,,Shooting foul by M. Scott (drawn by M. Chalmers),24,14
88,1,1:21.0,,M. Chalmers makes free throw 1 of 2,24,15
89,1,1:21.0,,M. Chalmers makes free throw 2 of 2,24,16
90,1,0:58.0,P. Antić misses 3-pt jump shot from 22 ft,,24,16
91,1,0:57.0,,Defensive rebound by S. Napier,24,16
92,1,0:51.0,,J. Hamilton makes 2-pt layup at rim (assist by M. Chalmers),24,18
93,1,0:28.0,M. Scott makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),,27,18
94,1,0:08.0,,Turnover by C. Bosh (bad pass),27,18
95,1,0:08.0,K. Korver enters the game for T. Sefolosha,,27,18
96,1,0:02.0,Personal foul by S. Napier (drawn by D. Schröder),,27,18
97,1,0:01.0,M. Scott misses 2-pt jump shot from 19 ft,,27,18
98,1,0:00.0,Offensive rebound by Team,,27,18
99,2,11:42.0,M. Scott makes 2-pt jump shot from 14 ft (assist by T. Sefolosha),,29,18
100,2,11:21.0,,C. Bosh makes 2-pt jump shot from 15 ft,29,20
101,2,10:57.0,D. Schröder misses 3-pt jump shot from 24 ft,,29,20
102,2,10:56.0,,Defensive rebound by C. Bosh,29,20
103,2,10:47.0,,S. Napier misses 3-pt jump shot from 23 ft,29,20
104,2,10:46.0,Defensive rebound by S. Mack,,29,20
105,2,10:39.0,Turnover by S. Mack (bad pass; steal by J. Ennis),,29,20
106,2,10:24.0,,M. Chalmers makes 2-pt layup from 2 ft,29,22
107,2,10:07.0,D. Schröder makes 2-pt layup from 1 ft,,31,22
108,2,9:54.0,,Personal foul by S. Mack (drawn by M. Chalmers),31,22
109,2,9:42.0,,Shooting foul by A. Horford (drawn by C. Bosh),31,22
110,2,9:42.0,,C. Bosh makes free throw 1 of 2,31,23
111,2,9:42.0,,C. Bosh makes free throw 2 of 2,31,24
112,2,9:34.0,T. Sefolosha misses 2-pt layup from 1 ft (block by M. Chalmers),,31,24
113,2,9:33.0,,Defensive rebound by M. Chalmers,31,24
114,2,9:26.0,,C. Bosh makes 3-pt jump shot from 24 ft (assist by M. Chalmers),31,27
115,2,9:07.0,Personal foul by M. Chalmers (drawn by M. Scott),,31,27
116,2,9:07.0,,D. Wade enters the game for M. Chalmers,31,27
117,2,8:59.0,D. Schröder makes 2-pt jump shot from 15 ft,,33,27
118,2,8:37.0,,Turnover by D. Wade (lost ball; steal by S. Mack),33,27
119,2,8:31.0,T. Sefolosha makes 3-pt jump shot from 22 ft (assist by S. Mack),,36,27
120,2,8:04.0,,Shooting foul by M. Scott (drawn by C. Bosh),36,27
121,2,8:04.0,Official timeout,,36,27
122,2,8:04.0,K. Korver enters the game for S. Mack,,36,27
123,2,8:04.0,P. Millsap enters the game for M. Scott,,36,27
124,2,8:04.0,,C. Bosh makes free throw 1 of 2,36,28
125,2,8:04.0,,C. Bosh makes free throw 2 of 2,36,29
126,2,7:48.0,T. Sefolosha makes 2-pt layup from 2 ft (assist by K. Korver),,38,29
127,2,7:31.0,,L. Deng enters the game for J. Ennis,38,29
128,2,7:31.0,J. Teague enters the game for D. Schröder,,38,29
129,2,7:29.0,,Turnover by D. Wade (bad pass; steal by P. Millsap),38,29
130,2,7:26.0,A. Horford makes 2-pt dunk at rim (assist by P. Millsap),,40,29
131,2,7:26.0,,Miami full timeout,40,29
132,2,7:26.0,,J. McRoberts enters the game for C. Bosh,40,29
133,2,7:06.0,,J. McRoberts misses 3-pt jump shot from 24 ft,40,29
134,2,7:05.0,Defensive rebound by K. Korver,,40,29
135,2,6:59.0,Turnover by J. Teague (bad pass; steal by S. Napier),,40,29
136,2,6:40.0,,D. Wade makes 2-pt layup from 3 ft (assist by J. McRoberts),40,31
137,2,6:21.0,K. Korver makes 3-pt jump shot from 24 ft (assist by P. Millsap),,43,31
138,2,6:02.0,,L. Deng misses 2-pt jump shot from 8 ft,43,31
139,2,6:01.0,Defensive rebound by T. Sefolosha,,43,31
140,2,5:52.0,P. Millsap makes 2-pt hook shot from 3 ft (assist by J. Teague),,45,31
141,2,5:34.0,,Personal foul by K. Korver (drawn by D. Wade),45,31
142,2,5:34.0,D. Carroll enters the game for T. Sefolosha,,45,31
143,2,5:24.0,,D. Wade makes 2-pt layup from 1 ft (assist by J. McRoberts),45,33
144,2,4:58.0,Turnover by Team (shot clock),,45,33
145,2,4:58.0,P. Antić enters the game for A. Horford,,45,33
146,2,4:45.0,,D. Wade makes 2-pt jump shot from 20 ft (assist by J. McRoberts),45,35
147,2,4:39.0,D. Carroll misses 2-pt layup from 1 ft,,45,35
148,2,4:38.0,,Defensive rebound by S. Williams,45,35
149,2,4:26.0,,S. Williams makes 3-pt jump shot from 24 ft (assist by S. Napier),45,38
150,2,4:26.0,Atlanta full timeout,,45,38
151,2,4:26.0,,M. Chalmers enters the game for S. Napier,45,38
152,2,4:13.0,K. Korver makes 2-pt jump shot from 20 ft (assist by P. Millsap),,47,38
153,2,3:57.0,,S. Williams makes 3-pt jump shot from 24 ft (assist by M. Chalmers),47,41
154,2,3:43.0,J. Teague misses 2-pt jump shot from 6 ft,,47,41
155,2,3:42.0,,Defensive rebound by M. Chalmers,47,41
156,2,3:36.0,,S. Williams misses 2-pt jump shot from 20 ft,47,41
157,2,3:35.0,,Offensive rebound by D. Wade,47,41
158,2,3:34.0,,Shooting foul by D. Carroll (drawn by D. Wade),47,41
159,2,3:34.0,,D. Wade makes free throw 1 of 2,47,42
160,2,3:34.0,,D. Wade makes free throw 2 of 2,47,43
161,2,3:20.0,P. Millsap makes 2-pt layup from 1 ft,,49,43
162,2,3:20.0,Shooting foul by S. Williams (drawn by P. Millsap),,49,43
163,2,3:20.0,,C. Bosh enters the game for S. Williams,49,43
164,2,3:20.0,P. Millsap misses free throw 1 of 1,,49,43
165,2,3:19.0,,Defensive rebound by L. Deng,49,43
166,2,2:51.0,,Turnover by J. McRoberts (bad pass),49,43
167,2,2:51.0,Personal foul by J. McRoberts (drawn by J. Teague),,49,43
168,2,2:51.0,,S. Williams enters the game for J. McRoberts,49,43
169,2,2:41.0,D. Carroll misses 2-pt jump shot from 9 ft,,49,43
170,2,2:40.0,,Defensive rebound by C. Bosh,49,43
171,2,2:27.0,,Personal foul by P. Antić (drawn by M. Chalmers),49,43
172,2,2:27.0,,M. Chalmers makes free throw 1 of 2,49,44
173,2,2:27.0,,M. Chalmers makes free throw 2 of 2,49,45
174,2,2:16.0,P. Millsap misses 2-pt jump shot from 8 ft (block by D. Wade),,49,45
175,2,2:15.0,Offensive rebound by Team,,49,45
176,2,2:02.0,Turnover by Team (shot clock),,49,45
177,2,2:02.0,A. Horford enters the game for P. Antić,,49,45
178,2,1:40.0,,Turnover by D. Wade (lost ball; steal by K. Korver),49,45
179,2,1:34.0,K. Korver misses 3-pt jump shot from 24 ft,,49,45
180,2,1:33.0,,Defensive rebound by C. Bosh,49,45
181,2,1:23.0,,L. Deng misses 3-pt jump shot from 23 ft,49,45
182,2,1:22.0,Defensive rebound by K. Korver,,49,45
183,2,1:17.0,D. Carroll misses 2-pt layup at rim (block by C. Bosh),,49,45
184,2,1:16.0,,Defensive rebound by M. Chalmers,49,45
185,2,1:10.0,,D. Wade makes 2-pt jump shot from 15 ft (assist by M. Chalmers),49,47
186,2,0:55.0,Personal foul by C. Bosh (drawn by A. Horford),,49,47
187,2,0:55.0,,S. Napier enters the game for M. Chalmers,49,47
188,2,0:51.0,Personal foul by S. Napier (drawn by J. Teague),,49,47
189,2,0:51.0,J. Teague makes free throw 1 of 2,,50,47
190,2,0:51.0,P. Antić enters the game for P. Millsap,,50,47
191,2,0:51.0,J. Teague makes free throw 2 of 2,,51,47
192,2,0:44.0,,Shooting foul by P. Antić (drawn by C. Bosh),51,47
193,2,0:44.0,,C. Bosh misses free throw 1 of 2,51,47
194,2,0:44.0,,Offensive rebound by Team,51,47
195,2,0:44.0,,J. Ennis enters the game for S. Napier,51,47
196,2,0:44.0,,C. Bosh misses free throw 2 of 2,51,47
197,2,0:43.0,Defensive rebound by D. Carroll,,51,47
198,2,0:19.0,D. Carroll misses 2-pt jump shot from 11 ft,,51,47
199,2,0:18.0,Offensive rebound by Team,,51,47
200,2,0:17.0,Personal foul by J. Ennis (drawn by D. Carroll),,51,47
201,2,0:17.0,D. Carroll makes free throw 1 of 2,,52,47
202,2,0:17.0,,S. Napier enters the game for J. Ennis,52,47
203,2,0:17.0,T. Sefolosha enters the game for K. Korver,,52,47
204,2,0:17.0,K. Bazemore enters the game for J. Teague,,52,47
205,2,0:17.0,D. Carroll makes free throw 2 of 2,,53,47
206,2,0:15.0,,Miami full timeout,53,47
207,2,0:15.0,D. Schröder enters the game for A. Horford,,53,47
208,2,0:15.0,,M. Chalmers enters the game for S. Napier,53,47
209,2,0:15.0,,Turnover by Team (back court),53,47
210,2,0:15.0,Atlanta full timeout,,53,47
211,2,0:15.0,K. Korver enters the game for T. Sefolosha,,53,47
212,2,0:15.0,M. Scott enters the game for K. Bazemore,,53,47
213,2,0:15.0,,J. Ennis enters the game for M. Chalmers,53,47
214,2,0:02.0,D. Schröder makes 2-pt jump shot from 8 ft,,55,47
215,3,11:42.0,Turnover by A. Horford (bad pass; steal by J. McRoberts),,55,47
216,3,11:30.0,,D. Wade makes 2-pt layup from 2 ft (assist by J. McRoberts),55,49
217,3,11:17.0,K. Korver makes 2-pt jump shot from 16 ft (assist by D. Carroll),,57,49
218,3,11:03.0,,D. Wade makes 2-pt layup from 1 ft (assist by M. Chalmers),57,51
219,3,10:48.0,Shooting foul by D. Wade (drawn by A. Horford),,57,51
220,3,10:48.0,A. Horford makes free throw 1 of 2,,58,51
221,3,10:48.0,A. Horford makes free throw 2 of 2,,59,51
222,3,10:33.0,,J. Ennis misses 2-pt layup from 2 ft,59,51
223,3,10:32.0,,Offensive rebound by J. Ennis,59,51
224,3,10:32.0,,Personal foul by D. Carroll (drawn by J. Ennis),59,51
225,3,10:29.0,,M. Chalmers makes 2-pt layup at rim (assist by D. Wade),59,53
226,3,10:12.0,Turnover by P. Millsap (bad pass; steal by J. McRoberts),,59,53
227,3,10:08.0,,Turnover by J. McRoberts (bad pass),59,53
228,3,9:53.0,D. Carroll misses 2-pt jump shot from 20 ft,,59,53
229,3,9:52.0,,Defensive rebound by C. Bosh,59,53
230,3,9:41.0,,Personal foul by P. Millsap (drawn by J. McRoberts),59,53
231,3,9:32.0,,C. Bosh makes 2-pt layup from 1 ft (assist by M. Chalmers),59,55
232,3,9:18.0,J. Teague makes 2-pt layup from 1 ft,,61,55
233,3,8:59.0,,Shooting foul by D. Carroll (drawn by D. Wade),61,55
234,3,8:59.0,,D. Wade misses free throw 1 of 2,61,55
235,3,8:59.0,,Offensive rebound by Team,61,55
236,3,8:59.0,,D. Wade makes free throw 2 of 2,61,56
237,3,8:35.0,Turnover by Team (shot clock),,61,56
238,3,8:12.0,,C. Bosh misses 2-pt jump shot from 14 ft,61,56
239,3,8:11.0,Defensive rebound by D. Carroll,,61,56
240,3,8:03.0,Personal foul by M. Chalmers (drawn by A. Horford),,61,56
241,3,7:52.0,K. Korver misses 2-pt jump shot from 15 ft,,61,56
242,3,7:51.0,,Defensive rebound by M. Chalmers,61,56
243,3,7:49.0,,M. Chalmers makes 2-pt layup from 1 ft,61,58
244,3,7:49.0,,Shooting block foul by K. Korver (drawn by M. Chalmers),61,58
245,3,7:49.0,Atlanta full timeout,,61,58
246,3,7:49.0,,M. Chalmers makes free throw 1 of 1,61,59
247,3,7:43.0,J. Teague makes 2-pt layup at rim,,63,59
248,3,7:24.0,,C. Bosh makes 3-pt jump shot from 24 ft (assist by D. Wade),63,62
249,3,7:06.0,D. Carroll misses 3-pt jump shot from 23 ft,,63,62
250,3,7:05.0,,Defensive rebound by C. Bosh,63,62
251,3,6:51.0,,J. Ennis misses 2-pt jump shot from 18 ft,63,62
252,3,6:50.0,Defensive rebound by J. Teague,,63,62
253,3,6:39.0,Turnover by D. Carroll (bad pass; steal by M. Chalmers),,63,62
254,3,6:36.0,,Turnover by M. Chalmers (traveling),63,62
255,3,6:36.0,,S. Napier enters the game for M. Chalmers,63,62
256,3,6:36.0,,S. Williams enters the game for C. Bosh,63,62
257,3,6:27.0,Shooting foul by J. Ennis (drawn by K. Korver),,63,62
258,3,6:27.0,K. Korver makes free throw 1 of 3,,64,62
259,3,6:27.0,K. Korver makes free throw 2 of 3,,65,62
260,3,6:27.0,K. Korver makes free throw 3 of 3,,66,62
261,3,6:19.0,,S. Napier makes 2-pt layup from 1 ft,66,64
262,3,6:10.0,P. Millsap makes 2-pt layup from 1 ft (assist by A. Horford),,68,64
263,3,5:49.0,,J. Ennis makes 2-pt layup from 2 ft (assist by D. Wade),68,66
264,3,5:31.0,P. Millsap makes 2-pt jump shot from 5 ft (assist by K. Korver),,70,66
265,3,5:23.0,,Miami full timeout,70,66
266,3,5:23.0,P. Antić enters the game for D. Carroll,,70,66
267,3,5:23.0,T. Sefolosha enters the game for A. Horford,,70,66
268,3,5:13.0,,Personal foul by T. Sefolosha (drawn by D. Wade),70,66
269,3,5:13.0,,D. Wade misses free throw 1 of 2,70,66
270,3,5:13.0,,Offensive rebound by Team,70,66
271,3,5:13.0,,D. Wade makes free throw 2 of 2,70,67
272,3,5:07.0,J. Teague makes 2-pt layup from 1 ft,,72,67
273,3,4:44.0,,S. Williams misses 3-pt jump shot from 24 ft,72,67
274,3,4:43.0,Defensive rebound by T. Sefolosha,,72,67
275,3,4:28.0,P. Millsap makes 2-pt jump shot from 12 ft,,74,67
276,3,4:04.0,,Turnover by J. McRoberts (lost ball; steal by J. Teague),74,67
277,3,3:59.0,T. Sefolosha makes 2-pt dunk at rim (assist by J. Teague),,76,67
278,3,3:37.0,,D. Wade misses 2-pt jump shot from 17 ft,76,67
279,3,3:36.0,Defensive rebound by P. Millsap,,76,67
280,3,3:28.0,Personal foul by J. McRoberts (drawn by P. Millsap),,76,67
281,3,3:28.0,,D. Granger enters the game for J. Ennis,76,67
282,3,3:28.0,,M. Chalmers enters the game for D. Wade,76,67
283,3,3:28.0,,C. Bosh enters the game for J. McRoberts,76,67
284,3,3:23.0,Offensive foul by P. Antić (drawn by C. Bosh),,76,67
285,3,3:23.0,Turnover by P. Antić (offensive foul),,76,67
286,3,2:58.0,,M. Chalmers makes 2-pt jump shot from 10 ft,76,69
287,3,2:43.0,J. Teague makes 2-pt jump shot from 9 ft,,78,69
288,3,2:29.0,,Turnover by S. Williams (bad pass; steal by J. Teague),78,69
289,3,2:27.0,,Violation by S. Williams (def goaltending),78,69
290,3,2:27.0,J. Teague makes 2-pt layup from 1 ft,,80,69
291,3,2:14.0,,C. Bosh makes 2-pt jump shot from 16 ft (assist by M. Chalmers),80,71
292,3,1:59.0,K. Korver misses 3-pt jump shot from 24 ft,,80,71
293,3,1:57.0,Offensive rebound by Team,,80,71
294,3,1:57.0,S. Mack enters the game for J. Teague,,80,71
295,3,1:57.0,D. Schröder enters the game for K. Korver,,80,71
296,3,1:40.0,S. Mack makes 3-pt jump shot from 23 ft (assist by D. Schröder),,83,71
297,3,1:13.0,,D. Granger misses 3-pt jump shot from 25 ft,83,71
298,3,1:12.0,Defensive rebound by P. Millsap,,83,71
299,3,1:03.0,Turnover by D. Schröder (lost ball),,83,71
300,3,0:54.0,Violation by T. Sefolosha (kicked ball),,83,71
301,3,0:47.0,,Shooting block foul by P. Antić (drawn by M. Chalmers),83,71
302,3,0:47.0,,M. Chalmers misses free throw 1 of 2,83,71
303,3,0:47.0,,Offensive rebound by Team,83,71
304,3,0:47.0,A. Horford enters the game for P. Antić,,83,71
305,3,0:47.0,,M. Chalmers makes free throw 2 of 2,83,72
306,3,0:32.0,Personal foul by S. Williams (drawn by D. Schröder),,83,72
307,3,0:32.0,D. Schröder makes free throw 1 of 2,,84,72
308,3,0:32.0,M. Scott enters the game for P. Millsap,,84,72
309,3,0:32.0,D. Schröder makes free throw 2 of 2,,85,72
310,3,0:21.0,,S. Williams misses 2-pt layup from 1 ft (block by A. Horford),85,72
311,3,0:20.0,Defensive rebound by D. Schröder,,85,72
312,3,0:02.0,D. Schröder makes 3-pt jump shot from 25 ft,,88,72
313,3,0:00.0,,S. Napier misses 3-pt jump shot from 63 ft,88,72
314,3,0:00.0,,Offensive rebound by Team,88,72
315,4,11:54.0,,Personal foul by D. Schröder (drawn by S. Napier),88,72
316,4,11:38.0,,Shooting foul by T. Sefolosha (drawn by S. Napier),88,72
317,4,11:38.0,,S. Napier makes free throw 1 of 2,88,73
318,4,11:38.0,,S. Napier makes free throw 2 of 2,88,74
319,4,11:14.0,S. Mack misses 3-pt jump shot from 24 ft,,88,74
320,4,11:13.0,,Defensive rebound by U. Haslem,88,74
321,4,10:50.0,,M. Chalmers misses 3-pt jump shot from 25 ft,88,74
322,4,10:48.0,,Offensive rebound by S. Napier,88,74
323,4,10:40.0,,U. Haslem makes 2-pt layup from 1 ft (assist by M. Chalmers),88,76
324,4,10:24.0,M. Scott makes 2-pt layup from 1 ft,,90,76
325,4,10:08.0,,C. Bosh misses 2-pt layup from 1 ft,90,76
326,4,10:07.0,Defensive rebound by A. Horford,,90,76
327,4,10:00.0,Personal block foul by U. Haslem (drawn by T. Sefolosha),,90,76
328,4,9:50.0,D. Schröder misses 2-pt jump shot from 10 ft,,90,76
329,4,9:49.0,,Defensive rebound by U. Haslem,90,76
330,4,9:40.0,,C. Bosh makes 2-pt dunk at rim (assist by M. Chalmers),90,78
331,4,9:13.0,S. Mack makes 2-pt jump shot from 7 ft,,92,78
332,4,9:02.0,,Shooting foul by A. Horford (drawn by M. Chalmers),92,78
333,4,9:02.0,,M. Chalmers makes free throw 1 of 2,92,79
334,4,9:02.0,K. Korver enters the game for T. Sefolosha,,92,79
335,4,9:02.0,,D. Wade enters the game for S. Napier,92,79
336,4,9:02.0,,M. Chalmers misses free throw 2 of 2,92,79
337,4,9:01.0,Defensive rebound by K. Korver,,92,79
338,4,8:43.0,S. Mack misses 3-pt jump shot from 22 ft,,92,79
339,4,8:42.0,,Defensive rebound by C. Bosh,92,79
340,4,8:33.0,,C. Bosh makes 3-pt jump shot from 25 ft (assist by D. Wade),92,82
341,4,8:11.0,S. Mack misses 2-pt jump shot from 13 ft,,92,82
342,4,8:10.0,Offensive rebound by S. Mack,,92,82
343,4,8:05.0,K. Korver misses 2-pt jump shot from 18 ft,,92,82
344,4,8:04.0,,Defensive rebound by C. Bosh,92,82
345,4,8:00.0,,Turnover by M. Chalmers (bad pass; steal by D. Schröder),92,82
346,4,7:58.0,Personal foul by U. Haslem (drawn by A. Horford),,92,82
347,4,7:58.0,Official timeout,,92,82
348,4,7:58.0,J. Teague enters the game for A. Horford,,92,82
349,4,7:58.0,P. Antić enters the game for S. Mack,,92,82
350,4,7:58.0,P. Millsap enters the game for M. Scott,,92,82
351,4,7:58.0,,S. Napier enters the game for M. Chalmers,92,82
352,4,7:48.0,P. Millsap misses 2-pt layup from 1 ft (block by U. Haslem),,92,82
353,4,7:47.0,Offensive rebound by Team,,92,82
354,4,7:46.0,Turnover by P. Millsap (lost ball),,92,82
355,4,7:34.0,,D. Wade misses 2-pt jump shot from 15 ft,92,82
356,4,7:33.0,Defensive rebound by P. Antić,,92,82
357,4,7:24.0,Shooting foul by D. Wade (drawn by P. Antić),,92,82
358,4,7:24.0,P. Antić makes free throw 1 of 2,,93,82
359,4,7:24.0,P. Antić makes free throw 2 of 2,,94,82
360,4,7:09.0,,Shooting foul by K. Korver (drawn by D. Wade),94,82
361,4,7:09.0,,D. Wade makes free throw 1 of 2,94,83
362,4,7:09.0,,D. Wade misses free throw 2 of 2,94,83
363,4,7:08.0,Defensive rebound by K. Korver,,94,83
364,4,6:50.0,J. Teague makes 3-pt jump shot from 25 ft,,97,83
365,4,6:26.0,,D. Granger misses 2-pt jump shot from 18 ft,97,83
366,4,6:25.0,Defensive rebound by J. Teague,,97,83
367,4,6:22.0,Shooting foul by D. Granger (drawn by J. Teague),,97,83
368,4,6:22.0,J. Teague makes free throw 1 of 2,,98,83
369,4,6:22.0,J. Teague makes free throw 2 of 2,,99,83
370,4,6:19.0,,Miami full timeout,99,83
371,4,6:19.0,,M. Chalmers enters the game for D. Granger,99,83
372,4,6:07.0,,Personal foul by P. Millsap (drawn by C. Bosh),99,83
373,4,6:07.0,,C. Bosh makes free throw 1 of 2,99,84
374,4,6:07.0,,C. Bosh makes free throw 2 of 2,99,85
375,4,5:52.0,D. Schröder misses 2-pt layup from 2 ft,,99,85
376,4,5:51.0,,Defensive rebound by C. Bosh,99,85
377,4,5:35.0,,C. Bosh makes 2-pt layup from 2 ft (assist by M. Chalmers),99,87
378,4,5:27.0,Shooting foul by S. Napier (drawn by J. Teague),,99,87
379,4,5:27.0,J. Teague makes free throw 1 of 2,,100,87
380,4,5:27.0,J. Teague makes free throw 2 of 2,,101,87
381,4,5:13.0,,D. Wade misses 3-pt jump shot from 24 ft,101,87
382,4,5:12.0,Defensive rebound by J. Teague,,101,87
383,4,5:01.0,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Teague),,104,87
384,4,4:49.0,,D. Wade makes 2-pt jump shot from 6 ft,104,89
385,4,4:49.0,Violation by P. Millsap (def goaltending),,104,89
386,4,4:27.0,Turnover by J. Teague (lost ball; steal by S. Napier),,104,89
