,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,TORONTO_ACTION,SAN ANTONIO_SCORE,TORONTO_SCORE
380,4,6:24.0,D. Green misses 3-pt jump shot from 24 ft,,69,73
381,4,6:21.0,Offensive rebound by T. Parker,,69,73
382,4,6:17.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by T. Parker),,72,73
383,4,5:53.0,,A. Johnson misses 2-pt layup from 1 ft (block by T. Duncan),72,73
384,4,5:53.0,,Offensive rebound by Team,72,73
385,4,5:53.0,Official timeout,,72,73
386,4,5:53.0,,J. Valančiūnas enters the game for A. Johnson,72,73
387,4,5:53.0,,J. Johnson enters the game for P. Patterson,72,73
388,4,5:53.0,,D. DeRozan enters the game for T. Ross,72,73
389,4,5:46.0,,Turnover by J. Johnson (bad pass; steal by D. Green),72,73
390,4,5:33.0,D. Green misses 2-pt jump shot from 17 ft,,72,73
391,4,5:32.0,,Defensive rebound by J. Valančiūnas,72,73
392,4,5:18.0,,D. DeRozan makes 2-pt jump shot from 5 ft,72,75
393,4,5:02.0,T. Parker makes 3-pt jump shot from 22 ft (assist by M. Belinelli),,75,75
394,4,4:34.0,,Turnover by Team (shot clock),75,75
395,4,4:34.0,M. Ginóbili enters the game for D. Green,,75,75
396,4,4:16.0,T. Parker misses 2-pt layup from 2 ft,,75,75
397,4,4:15.0,Offensive rebound by T. Duncan,,75,75
398,4,4:13.0,T. Duncan misses 2-pt layup from 1 ft,,75,75
399,4,4:12.0,,Defensive rebound by G. Vásquez,75,75
400,4,3:52.0,,D. DeRozan misses 3-pt jump shot from 23 ft,75,75
401,4,3:50.0,Defensive rebound by T. Duncan,,75,75
402,4,3:40.0,Shooting foul by D. DeRozan (drawn by T. Duncan),,75,75
403,4,3:40.0,T. Duncan makes free throw 1 of 2,,76,75
404,4,3:40.0,T. Duncan makes free throw 2 of 2,,77,75
405,4,3:22.0,,K. Lowry makes 2-pt jump shot from 19 ft,77,77
406,4,3:04.0,Turnover by M. Ginóbili (bad pass; steal by D. DeRozan),,77,77
407,4,2:50.0,,K. Lowry misses 2-pt layup from 2 ft,77,77
408,4,2:48.0,Defensive rebound by T. Parker,,77,77
409,4,2:36.0,San Antonio full timeout,,77,77
410,4,2:36.0,,A. Johnson enters the game for J. Valančiūnas,77,77
411,4,2:36.0,,P. Patterson enters the game for G. Vásquez,77,77
412,4,2:25.0,T. Parker misses 2-pt jump shot from 20 ft,,77,77
413,4,2:24.0,Offensive rebound by T. Duncan,,77,77
414,4,2:20.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by T. Duncan),,80,77
415,4,2:07.0,,Personal foul by K. Leonard (drawn by D. DeRozan),80,77
416,4,2:00.0,,J. Johnson makes 2-pt layup from 1 ft,80,79
417,4,1:49.0,T. Parker makes 2-pt hook shot from 4 ft,,82,79
418,4,1:44.0,,Personal block foul by M. Belinelli (drawn by D. DeRozan),82,79
419,4,1:33.0,,A. Johnson makes 2-pt dunk at rim (assist by D. DeRozan),82,81
420,4,1:09.0,K. Leonard misses 3-pt jump shot from 23 ft,,82,81
421,4,1:09.0,Offensive rebound by Team,,82,81
422,4,1:09.0,Turnover by Team (shot clock),,82,81
423,4,0:50.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by K. Lowry),82,84
424,4,0:41.0,M. Belinelli misses 3-pt jump shot from 26 ft,,82,84
425,4,0:40.0,Offensive rebound by T. Duncan,,82,84
426,4,0:32.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,82,84
427,4,0:31.0,,Defensive rebound by K. Lowry,82,84
428,4,0:06.0,,K. Lowry misses 2-pt jump shot from 21 ft,82,84
429,4,0:05.0,,Offensive rebound by J. Johnson,82,84
430,4,0:04.0,,Personal foul by T. Parker (drawn by J. Johnson),82,84
431,4,0:04.0,,J. Johnson misses free throw 1 of 2,82,84
432,4,0:04.0,,Offensive rebound by Team,82,84
433,4,0:04.0,T. Splitter enters the game for T. Parker,,82,84
434,4,0:04.0,,J. Johnson makes free throw 2 of 2,82,85
435,4,0:04.0,San Antonio full timeout,,82,85
436,4,0:04.0,San Antonio full timeout,,82,85
437,4,0:04.0,T. Parker enters the game for T. Splitter,,82,85
438,4,0:04.0,Personal foul by D. DeRozan (drawn by M. Ginóbili),,82,85
439,4,0:04.0,,Toronto full timeout,82,85
440,4,0:04.0,San Antonio full timeout,,82,85
441,4,0:04.0,Turnover by T. Duncan (inbound),,82,85
442,4,0:04.0,,Toronto full timeout,82,85
443,4,0:04.0,,G. Vásquez enters the game for J. Johnson,82,85
444,4,0:04.0,Violation by M. Ginóbili (kicked ball),,82,85
445,4,0:03.0,,Personal foul by M. Belinelli (drawn by D. DeRozan),82,85
446,4,0:03.0,,D. DeRozan makes free throw 1 of 2,82,86
447,4,0:03.0,,J. Johnson enters the game for G. Vásquez,82,86
448,4,0:03.0,,D. DeRozan makes free throw 2 of 2,82,87
