,QUARTER,TIME_REMAINING,DALLAS_ACTION,UTAH_ACTION,DALLAS_SCORE,UTAH_SCORE
153,2,6:42.0,Offensive rebound by Team,,37,45
154,2,6:42.0,,B. Cotton enters the game for C. Johnson,37,45
155,2,6:42.0,A. Aminu makes free throw 2 of 2,,38,45
156,2,6:27.0,,R. Gobert misses 2-pt dunk at rim,38,45
157,2,6:25.0,Defensive rebound by D. Powell,,38,45
158,2,6:23.0,Shooting foul by R. Hood (drawn by R. Rondo),,38,45
159,2,6:23.0,R. Rondo makes free throw 1 of 2,,39,45
160,2,6:23.0,,Utah full timeout,39,45
161,2,6:23.0,,C. Johnson enters the game for R. Hood,39,45
162,2,6:23.0,C. Villanueva enters the game for D. Powell,,39,45
163,2,6:23.0,R. Rondo makes free throw 2 of 2,,40,45
164,2,6:06.0,,R. Gobert makes 2-pt hook shot from 3 ft (assist by J. Ingles),40,47
165,2,5:54.0,A. Stoudemire misses 2-pt jump shot from 20 ft,,40,47
166,2,5:52.0,Offensive rebound by A. Aminu,,40,47
167,2,5:48.0,R. Rondo makes 2-pt jump shot from 17 ft (assist by A. Aminu),,42,47
168,2,5:31.0,,B. Cotton misses 3-pt jump shot from 24 ft,42,47
169,2,5:30.0,Defensive rebound by A. Aminu,,42,47
170,2,5:20.0,R. Felton misses 3-pt jump shot from 24 ft,,42,47
171,2,5:18.0,Offensive rebound by A. Aminu,,42,47
172,2,4:58.0,C. Villanueva makes 2-pt jump shot from 16 ft (assist by R. Rondo),,44,47
173,2,4:48.0,,R. Gobert misses 2-pt layup from 4 ft,44,47
174,2,4:45.0,,Offensive rebound by R. Gobert,44,47
175,2,4:45.0,,R. Gobert makes 2-pt tip-in from 2 ft,44,49
176,2,4:33.0,Turnover by R. Rondo (step out of bounds),,44,49
177,2,4:33.0,,D. Exum enters the game for C. Johnson,44,49
178,2,4:33.0,,T. Booker enters the game for G. Jerrett,44,49
179,2,4:13.0,,T. Booker misses 2-pt layup from 3 ft,44,49
180,2,4:11.0,,Offensive rebound by R. Gobert,44,49
181,2,4:11.0,,R. Gobert misses 2-pt tip-in from 2 ft,44,49
182,2,4:09.0,,Offensive rebound by R. Gobert,44,49
183,2,4:09.0,,R. Gobert makes 2-pt dunk at rim,44,51
184,2,3:47.0,A. Stoudemire makes 2-pt hook shot from 6 ft,,46,51
185,2,3:36.0,,R. Gobert misses 2-pt jump shot from 18 ft,46,51
186,2,3:35.0,Defensive rebound by A. Aminu,,46,51
187,2,3:29.0,A. Aminu makes 2-pt dunk at rim (assist by R. Felton),,48,51
188,2,3:29.0,,Utah full timeout,48,51
189,2,3:29.0,R. Jefferson enters the game for A. Aminu,,48,51
190,2,3:17.0,,T. Booker makes 2-pt dunk at rim (assist by B. Cotton),48,53
191,2,2:57.0,C. Villanueva makes 2-pt jump shot from 8 ft,,50,53
192,2,2:41.0,,J. Ingles makes 2-pt jump shot from 11 ft,50,55
193,2,2:23.0,A. Stoudemire makes 2-pt jump shot from 19 ft (assist by R. Rondo),,52,55
194,2,2:00.0,,D. Exum misses 3-pt jump shot from 25 ft,52,55
195,2,1:59.0,Defensive rebound by C. Villanueva,,52,55
196,2,1:57.0,Turnover by C. Villanueva (bad pass; steal by R. Gobert),,52,55
197,2,1:54.0,,T. Booker makes 2-pt layup from 1 ft (assist by R. Gobert),52,57
198,2,1:45.0,Personal foul by R. Gobert (drawn by A. Stoudemire),,52,57
199,2,1:45.0,Official timeout,,52,57
200,2,1:45.0,,J. Evans enters the game for R. Gobert,52,57
201,2,1:45.0,A. Stoudemire misses free throw 1 of 2,,52,57
202,2,1:45.0,Offensive rebound by Team,,52,57
203,2,1:45.0,A. Stoudemire misses free throw 2 of 2,,52,57
204,2,1:44.0,Offensive rebound by R. Jefferson,,52,57
205,2,1:40.0,R. Jefferson misses 2-pt hook shot from 6 ft,,52,57
206,2,1:38.0,Offensive rebound by A. Stoudemire,,52,57
207,2,1:38.0,A. Stoudemire makes 2-pt dunk at rim,,54,57
208,2,1:25.0,,B. Cotton misses 3-pt jump shot from 24 ft,54,57
209,2,1:24.0,Defensive rebound by C. Villanueva,,54,57
210,2,1:00.0,Turnover by Team (shot clock),,54,57
211,2,0:49.0,,J. Ingles misses 3-pt jump shot from 26 ft,54,57
212,2,0:47.0,Defensive rebound by Team,,54,57
213,2,0:34.0,R. Rondo misses 3-pt jump shot from 24 ft,,54,57
214,2,0:33.0,,Defensive rebound by Team,54,57
215,2,0:28.0,,T. Booker misses 3-pt jump shot from 24 ft,54,57
216,2,0:27.0,Defensive rebound by R. Felton,,54,57
217,2,0:06.0,C. Villanueva makes 3-pt jump shot from 25 ft (assist by R. Felton),,57,57
218,2,0:01.0,,B. Cotton misses 2-pt jump shot from 6 ft,57,57
219,2,0:00.0,,Offensive rebound by Team,57,57
220,3,11:43.0,A. Stoudemire makes 2-pt hook shot from 4 ft,,59,57
221,3,11:21.0,,T. Booker makes 3-pt jump shot from 24 ft (assist by D. Exum),59,60
222,3,11:10.0,C. Villanueva misses 3-pt jump shot from 24 ft,,59,60
223,3,11:09.0,,Defensive rebound by T. Booker,59,60
224,3,10:45.0,,J. Ingles makes 2-pt jump shot from 12 ft,59,62
225,3,10:28.0,Shooting foul by T. Booker (drawn by A. Stoudemire),,59,62
226,3,10:28.0,A. Stoudemire misses free throw 1 of 2,,59,62
227,3,10:28.0,Offensive rebound by Team,,59,62
228,3,10:28.0,A. Stoudemire makes free throw 2 of 2,,60,62
229,3,10:03.0,,R. Gobert misses 2-pt jump shot from 19 ft,60,62
230,3,10:02.0,Defensive rebound by C. Villanueva,,60,62
231,3,9:51.0,Shooting foul by D. Exum (drawn by R. Rondo),,60,62
232,3,9:51.0,R. Rondo makes free throw 1 of 2,,61,62
233,3,9:51.0,R. Rondo misses free throw 2 of 2,,61,62
234,3,9:50.0,,Defensive rebound by T. Booker,61,62
235,3,9:33.0,,R. Hood misses 2-pt jump shot from 21 ft,61,62
236,3,9:31.0,Defensive rebound by R. Rondo,,61,62
237,3,9:23.0,C. Villanueva misses 2-pt jump shot from 7 ft,,61,62
238,3,9:21.0,,Defensive rebound by R. Gobert,61,62
239,3,9:11.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by D. Exum),61,65
240,3,8:45.0,R. Jefferson misses 3-pt jump shot from 25 ft,,61,65
241,3,8:44.0,,Defensive rebound by T. Booker,61,65
242,3,8:32.0,,R. Hood misses 2-pt jump shot from 7 ft,61,65
243,3,8:30.0,,Offensive rebound by R. Hood,61,65
244,3,8:30.0,,R. Hood misses 2-pt tip-in from 3 ft,61,65
245,3,8:28.0,Defensive rebound by A. Stoudemire,,61,65
246,3,8:19.0,C. Villanueva misses 2-pt jump shot from 8 ft,,61,65
247,3,8:17.0,,Defensive rebound by R. Gobert,61,65
248,3,8:09.0,,Turnover by D. Exum (back court),61,65
249,3,7:52.0,R. Felton misses 3-pt jump shot from 23 ft,,61,65
250,3,7:51.0,,Defensive rebound by T. Booker,61,65
251,3,7:35.0,,R. Hood misses 2-pt jump shot from 4 ft (block by C. Villanueva),61,65
252,3,7:34.0,,Offensive rebound by R. Gobert,61,65
253,3,7:28.0,,D. Exum makes 3-pt jump shot from 23 ft (assist by T. Booker),61,68
254,3,7:27.0,Dallas full timeout,,61,68
255,3,7:27.0,,C. Johnson enters the game for J. Ingles,61,68
256,3,7:10.0,R. Jefferson misses 3-pt jump shot from 24 ft,,61,68
257,3,7:07.0,,Defensive rebound by D. Exum,61,68
258,3,6:57.0,,D. Exum misses 2-pt hook shot from 6 ft,61,68
259,3,6:55.0,Defensive rebound by R. Rondo,,61,68
260,3,6:46.0,R. Rondo makes 3-pt jump shot from 24 ft (assist by R. Felton),,64,68
261,3,6:25.0,,D. Exum makes 2-pt jump shot from 20 ft (assist by R. Gobert),64,70
262,3,6:05.0,Turnover by R. Jefferson (bad pass; steal by D. Exum),,64,70
263,3,5:59.0,,C. Johnson makes 3-pt jump shot from 23 ft (assist by D. Exum),64,73
264,3,5:57.0,Dallas full timeout,,64,73
265,3,5:57.0,J. Barea enters the game for R. Jefferson,,64,73
266,3,5:57.0,B. James enters the game for A. Stoudemire,,64,73
267,3,5:32.0,J. Barea misses 2-pt jump shot from 12 ft,,64,73
268,3,5:31.0,,Defensive rebound by R. Gobert,64,73
269,3,5:14.0,,Turnover by D. Exum (bad pass; steal by R. Rondo),64,73
270,3,5:07.0,C. Villanueva misses 3-pt jump shot from 26 ft,,64,73
271,3,5:06.0,,Defensive rebound by R. Gobert,64,73
272,3,4:51.0,,T. Booker misses 2-pt jump shot from 5 ft,64,73
273,3,4:50.0,,Offensive rebound by T. Booker,64,73
274,3,4:49.0,,Shooting foul by C. Villanueva (drawn by T. Booker),64,73
275,3,4:49.0,,T. Booker misses free throw 1 of 2,64,73
276,3,4:49.0,,Offensive rebound by Team,64,73
277,3,4:49.0,,B. Cotton enters the game for D. Exum,64,73
278,3,4:49.0,,T. Booker makes free throw 2 of 2,64,74
279,3,4:38.0,Personal foul by C. Johnson (drawn by R. Felton),,64,74
280,3,4:38.0,,J. Evans enters the game for T. Booker,64,74
281,3,4:25.0,J. Barea misses 2-pt layup from 2 ft,,64,74
282,3,4:24.0,,Defensive rebound by Team,64,74
283,3,4:12.0,,J. Evans misses 2-pt jump shot from 20 ft,64,74
284,3,4:11.0,Defensive rebound by J. Barea,,64,74
285,3,3:52.0,C. Villanueva misses 2-pt jump shot from 8 ft,,64,74
286,3,3:50.0,,Defensive rebound by R. Gobert,64,74
287,3,3:50.0,,Personal foul by R. Rondo (drawn by B. Cotton),64,74
288,3,3:50.0,,E. Millsap enters the game for R. Hood,64,74
289,3,3:50.0,A. Aminu enters the game for C. Villanueva,,64,74
290,3,3:35.0,,C. Johnson makes 3-pt jump shot from 24 ft (assist by B. Cotton),64,77
291,3,3:16.0,J. Barea makes 3-pt jump shot from 23 ft (assist by A. Aminu),,67,77
292,3,2:51.0,,B. Cotton makes 3-pt jump shot from 25 ft (assist by E. Millsap),67,80
293,3,2:36.0,Turnover by B. James (lost ball; steal by J. Evans),,67,80
294,3,2:30.0,,B. Cotton makes 2-pt jump shot from 19 ft,67,82
295,3,2:30.0,Dallas full timeout,,67,82
296,3,2:30.0,D. Powell enters the game for R. Felton,,67,82
297,3,2:17.0,D. Powell misses 2-pt jump shot from 18 ft,,67,82
298,3,2:15.0,,Defensive rebound by E. Millsap,67,82
299,3,1:56.0,,Shooting foul by B. James (drawn by R. Gobert),67,82
300,3,1:56.0,,R. Gobert misses free throw 1 of 2,67,82
301,3,1:56.0,,Offensive rebound by Team,67,82
302,3,1:56.0,,R. Gobert makes free throw 2 of 2,67,83
303,3,1:34.0,D. Powell misses 2-pt jump shot from 6 ft (block by R. Gobert),,67,83
304,3,1:32.0,,Defensive rebound by B. Cotton,67,83
305,3,1:17.0,,Personal foul by D. Powell (drawn by E. Millsap),67,83
306,3,1:17.0,,E. Millsap makes free throw 1 of 2,67,84
307,3,1:17.0,,J. Cooley enters the game for R. Gobert,67,84
308,3,1:17.0,,E. Millsap makes free throw 2 of 2,67,85
309,3,1:06.0,B. James misses 2-pt jump shot from 3 ft,,67,85
310,3,1:04.0,Offensive rebound by J. Barea,,67,85
311,3,0:55.0,J. Barea misses 2-pt layup from 3 ft,,67,85
312,3,0:54.0,,Defensive rebound by J. Evans,67,85
313,3,0:48.0,,B. Cotton makes 2-pt layup from 1 ft,67,87
314,3,0:27.0,A. Aminu misses 2-pt jump shot from 16 ft,,67,87
315,3,0:24.0,,Defensive rebound by C. Johnson,67,87
316,3,0:07.0,,Offensive foul by J. Cooley (drawn by B. James),67,87
317,3,0:07.0,,Turnover by J. Cooley (offensive foul),67,87
318,3,0:01.0,J. Barea makes 2-pt jump shot from 5 ft,,69,87
319,4,11:35.0,,Turnover by Team (shot clock),69,87
320,4,11:16.0,J. Barea misses 2-pt jump shot from 22 ft,,69,87
321,4,11:15.0,Offensive rebound by Team,,69,87
322,4,11:15.0,Personal foul by J. Cooley (drawn by B. James),,69,87
323,4,11:15.0,,J. Ingles enters the game for C. Johnson,69,87
324,4,11:15.0,,R. Hood enters the game for E. Millsap,69,87
325,4,11:15.0,R. Felton enters the game for R. Rondo,,69,87
326,4,11:05.0,R. Felton misses 2-pt jump shot from 9 ft,,69,87
327,4,11:05.0,,Defensive rebound by J. Evans,69,87
328,4,11:05.0,,Personal foul by B. James (drawn by J. Cooley),69,87
329,4,11:05.0,,T. Booker enters the game for J. Cooley,69,87
330,4,10:49.0,,T. Booker misses 3-pt jump shot from 25 ft,69,87
331,4,10:47.0,Defensive rebound by A. Aminu,,69,87
332,4,10:38.0,A. Aminu misses 2-pt jump shot from 2 ft,,69,87
333,4,10:37.0,Offensive rebound by A. Aminu,,69,87
334,4,10:37.0,A. Aminu misses 2-pt tip-in from 2 ft,,69,87
335,4,10:37.0,Offensive rebound by Team,,69,87
336,4,10:20.0,A. Aminu misses 2-pt jump shot from 3 ft (block by T. Booker),,69,87
337,4,10:19.0,Offensive rebound by A. Aminu,,69,87
338,4,10:18.0,A. Aminu misses 2-pt layup from 2 ft,,69,87
339,4,10:16.0,Offensive rebound by D. Powell,,69,87
340,4,10:10.0,A. Aminu makes flagrant free throw 1 of 2,,70,87
341,4,10:10.0,A. Aminu makes flagrant free throw 2 of 2,,71,87
342,4,10:01.0,J. Barea makes 2-pt jump shot from 16 ft,,73,87
343,4,9:36.0,,J. Ingles makes 2-pt jump shot from 16 ft,73,89
344,4,9:23.0,J. Barea makes 2-pt jump shot from 7 ft,,75,89
345,4,9:03.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Hood),75,92
346,4,8:52.0,D. Powell misses 3-pt jump shot from 25 ft,,75,92
347,4,8:49.0,Offensive rebound by B. James,,75,92
348,4,8:49.0,B. James misses 2-pt layup from 2 ft (block by T. Booker),,75,92
349,4,8:46.0,,Defensive rebound by T. Booker,75,92
350,4,8:40.0,,Personal foul by R. Felton (drawn by T. Booker),75,92
351,4,8:40.0,Official timeout,,75,92
352,4,8:40.0,,C. Johnson enters the game for J. Evans,75,92
353,4,8:40.0,,R. Gobert enters the game for J. Ingles,75,92
354,4,8:26.0,,C. Johnson makes 2-pt layup from 2 ft (assist by T. Booker),75,94
355,4,8:10.0,R. Felton misses 2-pt jump shot from 21 ft,,75,94
356,4,8:09.0,,Defensive rebound by R. Gobert,75,94
357,4,7:47.0,,R. Gobert misses 2-pt layup from 2 ft (block by B. James),75,94
358,4,7:45.0,Defensive rebound by D. Powell,,75,94
359,4,7:36.0,J. Barea makes 2-pt jump shot from 20 ft,,77,94
360,4,7:19.0,,T. Booker misses 2-pt hook shot from 6 ft,77,94
361,4,7:17.0,Defensive rebound by R. Felton,,77,94
362,4,7:10.0,J. Barea misses 2-pt jump shot from 3 ft,,77,94
363,4,7:09.0,,Defensive rebound by R. Gobert,77,94
364,4,7:00.0,,R. Hood misses 3-pt jump shot from 25 ft,77,94
365,4,6:57.0,Defensive rebound by R. Felton,,77,94
366,4,6:55.0,Turnover by R. Felton (bad pass),,77,94
367,4,6:55.0,,B. Cotton enters the game for R. Hood,77,94
368,4,6:55.0,,D. Exum misses 3-pt jump shot from 22 ft,77,94
369,4,6:38.0,,Offensive rebound by Team,77,94
370,4,6:38.0,Loose ball foul by J. Barea (drawn by R. Gobert),,77,94
371,4,6:35.0,G. Smith enters the game for B. James,,77,94
372,4,6:27.0,,B. Cotton misses 3-pt jump shot from 25 ft,77,94
373,4,6:25.0,Defensive rebound by D. Powell,,77,94
374,4,6:08.0,Shooting foul by T. Booker (drawn by D. Powell),,77,94
375,4,6:08.0,D. Powell makes free throw 1 of 2,,78,94
376,4,6:08.0,,E. Millsap enters the game for C. Johnson,78,94
377,4,6:08.0,D. Powell misses free throw 2 of 2,,78,94
378,4,6:07.0,,Defensive rebound by T. Booker,78,94
379,4,5:42.0,,B. Cotton misses 2-pt jump shot from 14 ft,78,94
380,4,5:40.0,Defensive rebound by A. Aminu,,78,94
381,4,5:33.0,R. Felton makes 3-pt jump shot from 24 ft (assist by A. Aminu),,81,94
382,4,5:17.0,,Personal foul by J. Barea (drawn by B. Cotton),81,94
383,4,5:17.0,,Utah full timeout,81,94
384,4,5:17.0,,G. Jerrett enters the game for T. Booker,81,94
385,4,5:04.0,,R. Gobert makes 2-pt dunk at rim (assist by B. Cotton),81,96
386,4,4:48.0,J. Barea makes 2-pt jump shot from 6 ft,,83,96
387,4,4:30.0,,E. Millsap makes 2-pt layup from 2 ft,83,98
388,4,4:16.0,Shooting foul by G. Jerrett (drawn by D. Powell),,83,98
389,4,4:16.0,D. Powell makes free throw 1 of 2,,84,98
390,4,4:16.0,,C. Johnson enters the game for D. Exum,84,98
