,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MILWAUKEE_ACTION,GOLDEN STATE_SCORE,MILWAUKEE_SCORE
377,4,6:35.0,S. Curry makes 3-pt jump shot from 23 ft,,92,75
378,4,6:19.0,,Shooting foul by L. Barbosa (drawn by T. Ennis),92,75
379,4,6:19.0,,Milwaukee full timeout,92,75
380,4,6:19.0,H. Barnes enters the game for M. Speights,,92,75
381,4,6:19.0,S. Livingston enters the game for L. Barbosa,,92,75
382,4,6:19.0,,T. Ennis makes free throw 1 of 2,92,76
383,4,6:19.0,,T. Ennis misses free throw 2 of 2,92,76
384,4,6:18.0,Defensive rebound by H. Barnes,,92,76
385,4,6:05.0,K. Thompson misses 2-pt jump shot from 15 ft,,92,76
386,4,6:04.0,Offensive rebound by Team,,92,76
387,4,6:04.0,,Loose ball foul by J. Bayless (drawn by J. McAdoo),92,76
388,4,5:52.0,K. Thompson misses 3-pt jump shot from 27 ft,,92,76
389,4,5:50.0,,Defensive rebound by J. Bayless,92,76
390,4,5:33.0,,T. Ennis misses 2-pt layup at rim (block by K. Thompson),92,76
391,4,5:31.0,Defensive rebound by H. Barnes,,92,76
392,4,5:22.0,Turnover by K. Thompson (bad pass; steal by J. Dudley),,92,76
393,4,5:06.0,,J. Henson misses 2-pt hook shot from 6 ft,92,76
394,4,5:04.0,Defensive rebound by S. Curry,,92,76
395,4,4:54.0,S. Curry misses 2-pt layup at rim,,92,76
396,4,4:52.0,Offensive rebound by J. McAdoo,,92,76
397,4,4:52.0,J. McAdoo makes 2-pt dunk at rim,,94,76
398,4,4:34.0,,J. Bayless makes 2-pt layup at rim (assist by T. Ennis),94,78
399,4,4:26.0,S. Curry makes 2-pt layup from 1 ft,,96,78
400,4,4:08.0,,J. Bayless misses 2-pt jump shot from 14 ft,96,78
401,4,4:07.0,,Offensive rebound by J. Dudley,96,78
402,4,3:59.0,,O. Mayo misses 2-pt layup at rim,96,78
403,4,3:57.0,Defensive rebound by H. Barnes,,96,78
404,4,3:48.0,S. Curry makes 3-pt jump shot from 25 ft (assist by S. Livingston),,99,78
405,4,3:37.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by J. Bayless),99,81
406,4,3:13.0,J. McAdoo misses 2-pt layup at rim,,99,81
407,4,3:11.0,,Defensive rebound by J. Dudley,99,81
408,4,3:05.0,,T. Ennis makes 2-pt layup at rim (assist by J. Bayless),99,83
409,4,2:53.0,Shooting foul by J. Dudley (drawn by J. McAdoo),,99,83
410,4,2:53.0,Official timeout,,99,83
411,4,2:53.0,J. McAdoo makes free throw 1 of 2,,100,83
412,4,2:53.0,J. McAdoo makes free throw 2 of 2,,101,83
413,4,2:30.0,,T. Ennis makes 2-pt layup at rim,101,85
414,4,2:14.0,H. Barnes makes 3-pt jump shot from 22 ft (assist by S. Livingston),,104,85
415,4,2:08.0,,Personal take foul by K. Thompson (drawn by O. Mayo),104,85
416,4,2:08.0,J. Holiday enters the game for K. Thompson,,104,85
417,4,2:08.0,B. Rush enters the game for S. Curry,,104,85
418,4,1:59.0,,J. Henson makes 2-pt dunk at rim (assist by O. Mayo),104,87
419,4,1:38.0,B. Rush misses 2-pt jump shot from 18 ft,,104,87
420,4,1:37.0,,Defensive rebound by J. Bayless,104,87
421,4,1:34.0,,O. Mayo makes 2-pt layup at rim (assist by J. Bayless),104,89
422,4,1:34.0,,Shooting foul by B. Rush (drawn by O. Mayo),104,89
423,4,1:34.0,,O. Mayo makes free throw 1 of 1,104,90
424,4,1:17.0,H. Barnes misses 2-pt jump shot from 17 ft,,104,90
425,4,1:16.0,,Defensive rebound by O. Mayo,104,90
426,4,1:11.0,,O. Mayo misses 3-pt jump shot from 26 ft,104,90
427,4,1:09.0,Defensive rebound by J. McAdoo,,104,90
428,4,0:59.0,S. Livingston misses 2-pt jump shot from 13 ft,,104,90
429,4,0:58.0,,Defensive rebound by T. Ennis,104,90
430,4,0:47.0,,J. Dudley makes 2-pt jump shot from 15 ft (assist by T. Ennis),104,92
431,4,0:38.0,,Violation by J. Henson (def goaltending),104,92
432,4,0:38.0,J. McAdoo makes 2-pt layup from 2 ft (assist by J. Holiday),,106,92
433,4,0:31.0,,Personal foul by S. Livingston (drawn by J. Henson),106,92
434,4,0:31.0,,J. Henson misses free throw 1 of 2,106,92
435,4,0:31.0,,Offensive rebound by Team,106,92
436,4,0:31.0,,J. Henson makes free throw 2 of 2,106,93
437,4,0:18.0,Shooting foul by J. Henson (drawn by H. Barnes),,106,93
438,4,0:18.0,H. Barnes makes 2-pt layup at rim (assist by J. Holiday),,108,93
439,4,0:18.0,H. Barnes misses free throw 1 of 1,,108,93
440,4,0:17.0,,Defensive rebound by J. Henson,108,93
441,4,0:13.0,,J. Bayless makes 2-pt layup at rim (assist by O. Mayo),108,95
