,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DALLAS_ACTION,WASHINGTON_SCORE,DALLAS_SCORE
389,4,7:07.0,Defensive rebound by D. Blair,,70,95
390,4,7:05.0,Turnover by D. Blair (lost ball; steal by R. Rondo),,70,95
391,4,6:43.0,,C. Villanueva makes 3-pt jump shot from 24 ft (assist by R. Rondo),70,98
392,4,6:29.0,A. Miller makes 2-pt layup from 1 ft,,72,98
393,4,6:06.0,,C. Villanueva misses 3-pt jump shot from 25 ft,72,98
394,4,6:05.0,Defensive rebound by K. Séraphin,,72,98
395,4,5:54.0,O. Porter misses 2-pt jump shot from 18 ft,,72,98
396,4,5:53.0,,Defensive rebound by C. Villanueva,72,98
397,4,5:36.0,,Personal foul by D. Blair (drawn by R. Rondo),72,98
398,4,5:36.0,Official timeout,,72,98
399,4,5:36.0,,A. Aminu enters the game for G. Smith,72,98
400,4,5:36.0,,D. Powell enters the game for R. Jefferson,72,98
401,4,5:36.0,,R. Rondo makes free throw 1 of 2,72,99
402,4,5:36.0,,R. Rondo makes free throw 2 of 2,72,100
403,4,5:34.0,Personal take foul by R. Rondo (drawn by A. Miller),,72,100
404,4,5:34.0,,R. Felton enters the game for R. Rondo,72,100
405,4,5:22.0,K. Séraphin makes 2-pt dunk at rim (assist by O. Porter),,74,100
406,4,5:08.0,,C. Villanueva misses 3-pt jump shot from 23 ft,74,100
407,4,5:07.0,,Offensive rebound by Team,74,100
408,4,5:02.0,,D. Powell makes 2-pt dunk at rim (assist by R. Felton),74,102
409,4,5:02.0,,Shooting foul by K. Séraphin (drawn by D. Powell),74,102
410,4,5:02.0,,D. Powell misses free throw 1 of 1,74,102
411,4,5:02.0,Defensive rebound by D. Blair,,74,102
412,4,4:54.0,O. Porter misses 2-pt jump shot from 12 ft,,74,102
413,4,4:53.0,,Defensive rebound by C. Villanueva,74,102
414,4,4:43.0,,R. Felton misses 3-pt jump shot from 24 ft,74,102
415,4,4:42.0,Defensive rebound by O. Porter,,74,102
416,4,4:32.0,D. Blair misses 2-pt hook shot from 9 ft,,74,102
417,4,4:31.0,,Defensive rebound by D. Powell,74,102
418,4,4:20.0,,D. Powell misses 2-pt jump shot from 4 ft,74,102
419,4,4:19.0,Defensive rebound by M. Webster,,74,102
420,4,4:07.0,D. Blair makes 2-pt jump shot from 6 ft (assist by K. Séraphin),,76,102
421,4,3:52.0,,A. Aminu makes 2-pt dunk at rim,76,104
422,4,3:27.0,K. Séraphin makes 2-pt jump shot from 14 ft,,78,104
423,4,3:27.0,Shooting foul by D. Powell (drawn by K. Séraphin),,78,104
424,4,3:27.0,G. Temple enters the game for M. Webster,,78,104
425,4,3:27.0,K. Séraphin makes free throw 1 of 1,,79,104
426,4,3:14.0,,R. Felton makes 2-pt jump shot from 17 ft,79,106
427,4,2:55.0,D. Blair makes 2-pt jump shot from 4 ft (assist by A. Miller),,81,106
428,4,2:45.0,,J. Barea misses 2-pt layup at rim,81,106
429,4,2:43.0,Defensive rebound by O. Porter,,81,106
430,4,2:41.0,Turnover by O. Porter (bad pass),,81,106
431,4,2:41.0,Washington full timeout,,81,106
432,4,2:21.0,,A. Aminu makes 2-pt hook shot from 3 ft (assist by J. Barea),81,108
433,4,2:04.0,D. Blair makes 2-pt jump shot from 11 ft,,83,108
434,4,1:43.0,,C. Villanueva makes 2-pt hook shot from 4 ft,83,110
435,4,1:32.0,Shooting foul by C. Villanueva (drawn by D. Blair),,83,110
436,4,1:32.0,D. Blair makes free throw 1 of 2,,84,110
437,4,1:32.0,D. Blair misses free throw 2 of 2,,84,110
438,4,1:32.0,,Defensive rebound by J. Barea,84,110
439,4,1:14.0,,R. Felton misses 2-pt jump shot from 12 ft,84,110
440,4,1:13.0,Defensive rebound by K. Séraphin,,84,110
441,4,1:07.0,O. Porter makes 3-pt jump shot from 24 ft (assist by A. Miller),,87,110
442,4,0:52.0,,C. Villanueva makes 2-pt jump shot from 23 ft,87,112
443,4,0:30.0,K. Séraphin misses 2-pt jump shot from 18 ft,,87,112
444,4,0:29.0,,Defensive rebound by Team,87,112
445,4,0:06.0,,R. Felton makes 2-pt jump shot from 2 ft,87,114
