,QUARTER,TIME_REMAINING,ORLANDO_ACTION,BOSTON_ACTION,ORLANDO_SCORE,BOSTON_SCORE
136,2,8:02.0,,J. Green misses 2-pt jump shot from 4 ft (block by K. O'Quinn),36,35
137,2,8:01.0,Defensive rebound by M. Harkless,,36,35
138,2,7:55.0,E. Fournier makes 2-pt layup from 2 ft (assist by M. Harkless),,38,35
139,2,7:48.0,,E. Turner misses 2-pt jump shot from 3 ft,38,35
140,2,7:47.0,Defensive rebound by K. O'Quinn,,38,35
141,2,7:33.0,M. Harkless makes 3-pt jump shot from 22 ft (assist by E. Fournier),,41,35
142,2,7:13.0,,Turnover by P. Pressey (bad pass; steal by E. Fournier),41,35
143,2,7:08.0,K. O'Quinn makes 2-pt dunk at rim (assist by E. Fournier),,43,35
144,2,7:08.0,,Boston full timeout,43,35
145,2,6:50.0,,J. Sullinger misses 2-pt jump shot from 10 ft,43,35
146,2,6:49.0,,Offensive rebound by T. Zeller,43,35
147,2,6:48.0,,T. Zeller misses 2-pt jump shot from 4 ft,43,35
148,2,6:47.0,Defensive rebound by M. Harkless,,43,35
149,2,6:31.0,Personal foul by E. Turner (drawn by E. Fournier),,43,35
150,2,6:31.0,,R. Rondo enters the game for P. Pressey,43,35
151,2,6:23.0,C. Frye misses 3-pt jump shot from 24 ft,,43,35
152,2,6:22.0,,Defensive rebound by R. Rondo,43,35
153,2,6:14.0,,Personal foul by C. Frye (drawn by J. Sullinger),43,35
154,2,6:14.0,T. Harris enters the game for M. Harkless,,43,35
155,2,6:14.0,V. Oladipo enters the game for E. Fournier,,43,35
156,2,6:14.0,N. Vučević enters the game for C. Frye,,43,35
157,2,6:08.0,,R. Rondo makes 2-pt jump shot from 15 ft,43,37
158,2,5:41.0,T. Harris misses 2-pt jump shot from 12 ft,,43,37
159,2,5:40.0,,Defensive rebound by R. Rondo,43,37
160,2,5:25.0,,R. Rondo misses 3-pt jump shot from 27 ft,43,37
161,2,5:24.0,Defensive rebound by K. O'Quinn,,43,37
162,2,5:11.0,N. Vučević makes 2-pt jump shot from 6 ft,,45,37
163,2,5:07.0,,Offensive foul by T. Zeller (drawn by K. O'Quinn),45,37
164,2,5:07.0,,Turnover by T. Zeller (offensive foul),45,37
165,2,4:54.0,Personal foul by T. Zeller (drawn by N. Vučević),,45,37
166,2,4:54.0,,A. Bradley enters the game for E. Turner,45,37
167,2,4:54.0,,K. Olynyk enters the game for T. Zeller,45,37
168,2,4:43.0,K. O'Quinn makes 2-pt dunk at rim (assist by E. Payton),,47,37
169,2,4:30.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by R. Rondo),47,40
170,2,4:11.0,T. Harris misses 3-pt jump shot from 25 ft,,47,40
171,2,4:10.0,,Defensive rebound by R. Rondo,47,40
172,2,4:03.0,,K. Olynyk makes 2-pt jump shot from 9 ft,47,42
173,2,3:53.0,Orlando full timeout,,47,42
174,2,3:44.0,Personal foul by R. Rondo (drawn by E. Payton),,47,42
175,2,3:30.0,K. O'Quinn misses 3-pt jump shot from 26 ft,,47,42
176,2,3:29.0,,Defensive rebound by J. Sullinger,47,42
177,2,3:17.0,,J. Green misses 3-pt jump shot from 26 ft,47,42
178,2,3:14.0,Defensive rebound by K. O'Quinn,,47,42
179,2,3:06.0,V. Oladipo makes 2-pt jump shot from 10 ft,,49,42
180,2,2:51.0,,K. Olynyk makes 3-pt jump shot from 23 ft (assist by R. Rondo),49,45
181,2,2:37.0,V. Oladipo misses 2-pt jump shot from 9 ft (block by A. Bradley),,49,45
182,2,2:36.0,,Defensive rebound by R. Rondo,49,45
183,2,2:34.0,,A. Bradley makes 2-pt layup from 1 ft (assist by R. Rondo),49,47
184,2,2:11.0,T. Harris makes 2-pt layup from 2 ft,,51,47
185,2,1:56.0,,Turnover by R. Rondo (bad pass; steal by T. Harris),51,47
186,2,1:51.0,V. Oladipo misses 2-pt layup from 2 ft,,51,47
187,2,1:50.0,,Defensive rebound by A. Bradley,51,47
188,2,1:42.0,,A. Bradley misses 3-pt jump shot from 25 ft,51,47
189,2,1:40.0,,Offensive rebound by R. Rondo,51,47
190,2,1:28.0,,J. Green makes 3-pt jump shot from 22 ft (assist by J. Sullinger),51,50
191,2,1:11.0,N. Vučević misses 2-pt layup from 2 ft,,51,50
192,2,1:10.0,,Defensive rebound by R. Rondo,51,50
193,2,1:06.0,,Boston full timeout,51,50
194,2,1:06.0,E. Fournier enters the game for E. Payton,,51,50
195,2,0:49.0,,J. Green makes 3-pt jump shot from 24 ft (assist by R. Rondo),51,53
196,2,0:36.0,T. Harris makes 2-pt jump shot from 7 ft (assist by V. Oladipo),,53,53
197,2,0:29.0,,R. Rondo makes 3-pt jump shot from 26 ft,53,56
198,2,0:05.0,Turnover by T. Harris (lost ball; steal by A. Bradley),,53,56
199,2,0:00.0,,R. Rondo misses 2-pt layup from 2 ft,53,56
200,2,0:00.0,,Offensive rebound by Team,53,56
201,3,11:42.0,N. Vučević makes 2-pt dunk at rim (assist by V. Oladipo),,55,56
202,3,11:30.0,,R. Rondo makes 2-pt layup from 3 ft,55,58
203,3,11:08.0,N. Vučević misses 2-pt jump shot from 18 ft,,55,58
204,3,11:07.0,,Defensive rebound by A. Bradley,55,58
205,3,10:49.0,,R. Rondo misses 2-pt jump shot from 18 ft,55,58
206,3,10:48.0,,Offensive rebound by T. Zeller,55,58
207,3,10:37.0,,J. Green misses 2-pt jump shot from 13 ft,55,58
208,3,10:36.0,Defensive rebound by T. Harris,,55,58
209,3,10:25.0,T. Harris makes 2-pt jump shot from 9 ft,,57,58
210,3,10:08.0,,J. Sullinger makes 2-pt jump shot from 13 ft (assist by R. Rondo),57,60
211,3,9:47.0,V. Oladipo makes 2-pt jump shot from 15 ft,,59,60
212,3,9:26.0,,J. Sullinger misses 2-pt jump shot from 14 ft,59,60
213,3,9:25.0,Defensive rebound by V. Oladipo,,59,60
214,3,9:16.0,N. Vučević misses 2-pt layup from 1 ft,,59,60
215,3,9:15.0,,Defensive rebound by T. Zeller,59,60
216,3,9:09.0,,J. Green misses 2-pt layup at rim,59,60
217,3,9:08.0,Defensive rebound by C. Frye,,59,60
218,3,8:59.0,Shooting foul by T. Zeller (drawn by C. Frye),,59,60
219,3,8:59.0,C. Frye makes free throw 1 of 2,,60,60
220,3,8:59.0,C. Frye makes free throw 2 of 2,,61,60
221,3,8:43.0,,J. Sullinger misses 2-pt jump shot from 7 ft,61,60
222,3,8:42.0,Defensive rebound by N. Vučević,,61,60
223,3,8:35.0,E. Fournier misses 2-pt layup from 1 ft,,61,60
224,3,8:34.0,,Defensive rebound by T. Zeller,61,60
225,3,8:25.0,,J. Sullinger makes 3-pt jump shot from 26 ft (assist by R. Rondo),61,63
226,3,8:15.0,Personal block foul by J. Sullinger (drawn by V. Oladipo),,61,63
227,3,8:05.0,Turnover by E. Fournier (bad pass; steal by T. Zeller),,61,63
228,3,7:55.0,,R. Rondo misses 2-pt jump shot from 17 ft,61,63
229,3,7:54.0,Defensive rebound by C. Frye,,61,63
230,3,7:54.0,Personal foul by J. Sullinger (drawn by C. Frye),,61,63
231,3,7:36.0,E. Fournier makes 2-pt dunk at rim (assist by T. Harris),,63,63
232,3,7:15.0,,J. Green makes 2-pt jump shot from 11 ft (assist by R. Rondo),63,65
233,3,6:53.0,N. Vučević misses 2-pt jump shot from 19 ft,,63,65
234,3,6:52.0,,Defensive rebound by J. Sullinger,63,65
235,3,6:45.0,,J. Sullinger misses 3-pt jump shot from 25 ft,63,65
236,3,6:43.0,,Offensive rebound by Team,63,65
237,3,6:31.0,,J. Sullinger makes 2-pt layup from 1 ft (assist by R. Rondo),63,67
238,3,6:08.0,C. Frye misses 3-pt jump shot from 25 ft,,63,67
239,3,6:07.0,,Defensive rebound by A. Bradley,63,67
240,3,5:49.0,,Personal foul by N. Vučević (drawn by T. Zeller),63,67
241,3,5:49.0,,Boston full timeout,63,67
242,3,5:43.0,,A. Bradley misses 2-pt jump shot from 19 ft,63,67
243,3,5:42.0,Defensive rebound by T. Harris,,63,67
244,3,5:19.0,T. Harris misses 3-pt jump shot from 25 ft,,63,67
245,3,5:18.0,,Defensive rebound by T. Zeller,63,67
246,3,5:09.0,,J. Green misses 3-pt jump shot from 24 ft,63,67
247,3,5:08.0,Defensive rebound by N. Vučević,,63,67
248,3,4:54.0,N. Vučević makes 2-pt dunk at rim (assist by V. Oladipo),,65,67
249,3,4:42.0,,Shooting foul by T. Harris (drawn by T. Zeller),65,67
250,3,4:42.0,,T. Zeller makes free throw 1 of 2,65,68
251,3,4:42.0,,K. Olynyk enters the game for J. Sullinger,65,68
252,3,4:42.0,B. Gordon enters the game for E. Fournier,,65,68
253,3,4:42.0,,T. Zeller makes free throw 2 of 2,65,69
254,3,4:24.0,N. Vučević misses 2-pt jump shot from 6 ft,,65,69
255,3,4:23.0,,Defensive rebound by K. Olynyk,65,69
256,3,4:13.0,,R. Rondo makes 2-pt jump shot from 19 ft,65,71
257,3,3:54.0,B. Gordon makes 2-pt jump shot from 7 ft,,67,71
258,3,3:38.0,,A. Bradley misses 2-pt layup at rim,67,71
259,3,3:37.0,Defensive rebound by N. Vučević,,67,71
260,3,3:22.0,T. Harris misses 2-pt jump shot from 3 ft,,67,71
261,3,3:21.0,,Defensive rebound by K. Olynyk,67,71
262,3,3:16.0,,J. Green makes 2-pt layup from 1 ft (assist by K. Olynyk),67,73
263,3,3:08.0,Orlando full timeout,,67,73
264,3,3:08.0,K. O'Quinn enters the game for C. Frye,,67,73
265,3,3:08.0,E. Payton enters the game for N. Vučević,,67,73
266,3,3:08.0,,E. Turner enters the game for A. Bradley,67,73
267,3,2:59.0,Turnover by V. Oladipo (bad pass; steal by J. Green),,67,73
268,3,2:53.0,,K. Olynyk misses 3-pt jump shot from 29 ft,67,73
269,3,2:52.0,Defensive rebound by T. Harris,,67,73
270,3,2:41.0,V. Oladipo misses 3-pt jump shot from 25 ft,,67,73
271,3,2:39.0,,Defensive rebound by K. Olynyk,67,73
272,3,2:33.0,,Turnover by J. Green (bad pass; steal by V. Oladipo),67,73
273,3,2:20.0,V. Oladipo misses 2-pt layup from 2 ft (block by T. Zeller),,67,73
274,3,2:19.0,Offensive rebound by Team,,67,73
275,3,2:19.0,M. Harkless enters the game for V. Oladipo,,67,73
276,3,2:19.0,,B. Bass enters the game for T. Zeller,67,73
277,3,2:11.0,B. Gordon makes 2-pt jump shot from 3 ft,,69,73
278,3,1:44.0,,Personal foul by K. O'Quinn (drawn by B. Bass),69,73
279,3,1:35.0,,Shooting foul by M. Harkless (drawn by J. Green),69,73
280,3,1:35.0,,J. Green makes free throw 1 of 2,69,74
281,3,1:35.0,,P. Pressey enters the game for R. Rondo,69,74
282,3,1:35.0,C. Frye enters the game for T. Harris,,69,74
283,3,1:35.0,,J. Green misses free throw 2 of 2,69,74
284,3,1:32.0,Defensive rebound by K. O'Quinn,,69,74
285,3,1:17.0,B. Gordon misses 2-pt layup from 2 ft (block by E. Turner),,69,74
286,3,1:16.0,,Defensive rebound by Team,69,74
287,3,0:56.0,,J. Green makes 2-pt jump shot from 8 ft,69,76
288,3,0:56.0,,Shooting foul by K. O'Quinn (drawn by J. Green),69,76
289,3,0:56.0,,J. Green makes free throw 1 of 1,69,77
290,3,0:43.0,E. Payton misses 2-pt jump shot from 4 ft (block by K. Olynyk),,69,77
291,3,0:40.0,Offensive rebound by E. Payton,,69,77
292,3,0:40.0,E. Payton makes 2-pt layup from 1 ft,,71,77
293,3,0:30.0,,P. Pressey misses 2-pt jump shot from 19 ft,71,77
294,3,0:29.0,Defensive rebound by K. O'Quinn,,71,77
295,3,0:06.0,E. Payton makes 2-pt layup from 2 ft,,73,77
296,3,0:01.0,,Shooting foul by C. Frye (drawn by P. Pressey),73,77
297,3,0:01.0,,P. Pressey misses free throw 1 of 2,73,77
298,3,0:01.0,,Offensive rebound by Team,73,77
299,3,0:01.0,,P. Pressey makes free throw 2 of 2,73,78
300,4,11:48.0,,B. Bass makes 2-pt dunk at rim (assist by E. Turner),73,80
301,4,11:32.0,C. Frye misses 2-pt jump shot from 17 ft,,73,80
302,4,11:32.0,,Defensive rebound by K. Olynyk,73,80
303,4,11:24.0,,K. Olynyk makes 2-pt dunk at rim (assist by E. Turner),73,82
304,4,11:24.0,,Shooting block foul by K. O'Quinn (drawn by K. Olynyk),73,82
305,4,11:24.0,,K. Olynyk makes free throw 1 of 1,73,83
306,4,11:12.0,E. Payton makes 2-pt layup from 2 ft,,75,83
307,4,10:57.0,,P. Pressey makes 2-pt jump shot from 19 ft,75,85
308,4,10:57.0,Orlando full timeout,,75,85
309,4,10:41.0,Turnover by B. Gordon (bad pass; steal by G. Wallace),,75,85
310,4,10:37.0,,E. Turner makes 2-pt dunk at rim (assist by P. Pressey),75,87
311,4,10:18.0,E. Payton misses 3-pt jump shot from 25 ft,,75,87
312,4,10:17.0,,Defensive rebound by E. Turner,75,87
313,4,10:07.0,,B. Bass misses 2-pt layup from 2 ft,75,87
314,4,10:07.0,Defensive rebound by Team,,75,87
315,4,9:56.0,Shooting foul by E. Turner (drawn by K. O'Quinn),,75,87
316,4,9:56.0,K. O'Quinn makes free throw 1 of 2,,76,87
317,4,9:56.0,E. Fournier enters the game for M. Harkless,,76,87
318,4,9:56.0,T. Harris enters the game for C. Frye,,76,87
319,4,9:56.0,K. O'Quinn makes free throw 2 of 2,,77,87
320,4,9:45.0,,Shooting foul by K. O'Quinn (drawn by B. Bass),77,87
321,4,9:45.0,,B. Bass makes free throw 1 of 2,77,88
322,4,9:45.0,,B. Bass makes free throw 2 of 2,77,89
323,4,9:31.0,K. O'Quinn makes 2-pt dunk at rim (assist by E. Payton),,79,89
324,4,9:17.0,,E. Turner makes 2-pt jump shot from 17 ft,79,91
325,4,8:59.0,Shooting foul by K. Olynyk (drawn by T. Harris),,79,91
326,4,8:59.0,T. Harris makes free throw 1 of 2,,80,91
327,4,8:59.0,T. Harris makes free throw 2 of 2,,81,91
328,4,8:59.0,,Loose ball foul by G. Wallace (drawn by T. Harris),81,91
329,4,8:59.0,K. O'Quinn makes free throw 1 of 1,,82,91
330,4,8:46.0,,P. Pressey misses 3-pt jump shot from 23 ft,82,91
331,4,8:45.0,Defensive rebound by T. Harris,,82,91
332,4,8:27.0,E. Fournier misses 3-pt jump shot from 26 ft,,82,91
333,4,8:27.0,,Defensive rebound by Team,82,91
334,4,8:12.0,,Turnover by E. Turner (traveling),82,91
335,4,7:57.0,T. Harris makes 2-pt jump shot from 14 ft,,84,91
336,4,7:41.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by P. Pressey),84,93
337,4,7:40.0,Orlando full timeout,,84,93
338,4,7:40.0,,A. Bradley enters the game for G. Wallace,84,93
339,4,7:40.0,V. Oladipo enters the game for K. O'Quinn,,84,93
340,4,7:40.0,N. Vučević enters the game for E. Payton,,84,93
341,4,7:28.0,B. Gordon misses 2-pt jump shot from 17 ft,,84,93
342,4,7:28.0,,Defensive rebound by E. Turner,84,93
343,4,7:23.0,,Shooting foul by T. Harris (drawn by K. Olynyk),84,93
344,4,7:23.0,,K. Olynyk misses free throw 1 of 2,84,93
345,4,7:23.0,,Offensive rebound by Team,84,93
346,4,7:23.0,,K. Olynyk misses free throw 2 of 2,84,93
347,4,7:21.0,Defensive rebound by N. Vučević,,84,93
348,4,6:58.0,V. Oladipo misses 2-pt jump shot from 9 ft,,84,93
349,4,6:57.0,,Defensive rebound by E. Turner,84,93
350,4,6:54.0,,Turnover by E. Turner (bad pass),84,93
351,4,6:36.0,E. Fournier makes 2-pt layup from 2 ft,,86,93
352,4,6:30.0,,P. Pressey makes 2-pt layup from 1 ft,86,95
353,4,6:11.0,V. Oladipo misses 2-pt layup from 2 ft (block by K. Olynyk),,86,95
354,4,6:09.0,,Defensive rebound by A. Bradley,86,95
355,4,6:03.0,,B. Bass makes 2-pt layup from 1 ft (assist by A. Bradley),86,97
356,4,5:45.0,Personal foul by E. Turner (drawn by E. Fournier),,86,97
357,4,5:45.0,Official timeout,,86,97
358,4,5:45.0,,R. Rondo enters the game for E. Turner,86,97
359,4,5:45.0,E. Payton enters the game for B. Gordon,,86,97
360,4,5:31.0,E. Fournier makes 2-pt jump shot from 17 ft,,88,97
361,4,5:17.0,,B. Bass makes 2-pt dunk at rim (assist by R. Rondo),88,99
362,4,5:02.0,Offensive foul by N. Vučević (drawn by K. Olynyk),,88,99
363,4,5:02.0,Turnover by N. Vučević (offensive foul),,88,99
364,4,4:47.0,,A. Bradley misses 2-pt jump shot from 21 ft,88,99
365,4,4:45.0,,Offensive rebound by K. Olynyk,88,99
366,4,4:33.0,,B. Bass makes 2-pt jump shot from 14 ft,88,101
367,4,4:17.0,Turnover by T. Harris (lost ball; steal by R. Rondo),,88,101
368,4,4:11.0,,P. Pressey makes 2-pt layup from 1 ft (assist by R. Rondo),88,103
369,4,4:09.0,Orlando full timeout,,88,103
370,4,3:58.0,Personal foul by A. Bradley (drawn by E. Fournier),,88,103
371,4,3:58.0,E. Fournier makes free throw 1 of 2,,89,103
372,4,3:58.0,E. Fournier misses free throw 2 of 2,,89,103
373,4,3:56.0,,Defensive rebound by A. Bradley,89,103
374,4,3:42.0,,Turnover by R. Rondo (lost ball),89,103
375,4,3:27.0,Turnover by E. Payton (bad pass; steal by P. Pressey),,89,103
376,4,3:10.0,,B. Bass misses 2-pt jump shot from 15 ft,89,103
377,4,3:09.0,Defensive rebound by N. Vučević,,89,103
378,4,2:58.0,N. Vučević misses 2-pt jump shot from 4 ft,,89,103
379,4,2:57.0,,Defensive rebound by B. Bass,89,103
380,4,2:51.0,,R. Rondo makes 2-pt layup from 2 ft,89,105
381,4,2:33.0,Turnover by T. Harris (lost ball; steal by R. Rondo),,89,105
382,4,2:21.0,,Shooting foul by T. Harris (drawn by B. Bass),89,105
383,4,2:21.0,,B. Bass makes free throw 1 of 2,89,106
384,4,2:21.0,,B. Bass makes free throw 2 of 2,89,107
