,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,CHICAGO_ACTION,CLEVELAND_SCORE,CHICAGO_SCORE
32,1,7:35.0,,Defensive rebound by P. Gasol,10,9
33,1,7:30.0,,D. Rose misses 2-pt jump shot from 18 ft,10,9
34,1,7:27.0,,Offensive rebound by Team,10,9
35,1,7:27.0,T. Thompson enters the game for A. Varejão,,10,9
36,1,7:25.0,,Turnover by D. Rose (lost ball),10,9
37,1,7:05.0,D. Waiters misses 2-pt jump shot from 16 ft,,10,9
38,1,7:04.0,Offensive rebound by D. Waiters,,10,9
39,1,6:58.0,K. Love misses 2-pt layup from 2 ft (block by J. Noah),,10,9
40,1,6:57.0,Offensive rebound by K. Love,,10,9
41,1,6:56.0,K. Love misses 2-pt layup from 1 ft (block by P. Gasol),,10,9
42,1,6:54.0,,Defensive rebound by K. Hinrich,10,9
43,1,6:51.0,,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by K. Hinrich),10,12
44,1,6:31.0,L. James makes 2-pt jump shot from 21 ft,,12,12
45,1,6:15.0,,Shooting foul by K. Irving (drawn by J. Noah),12,12
46,1,6:15.0,,J. Noah makes free throw 1 of 2,12,13
47,1,6:15.0,M. Dellavedova enters the game for K. Irving,,12,13
48,1,6:15.0,M. Miller enters the game for D. Waiters,,12,13
49,1,6:15.0,,J. Noah makes free throw 2 of 2,12,14
50,1,6:03.0,L. James makes 2-pt jump shot from 5 ft,,14,14
51,1,5:49.0,,P. Gasol misses 2-pt layup from 2 ft,14,14
52,1,5:47.0,,Offensive rebound by D. Rose,14,14
53,1,5:47.0,,D. Rose makes 2-pt layup from 1 ft,14,16
54,1,5:23.0,Personal foul by J. Noah (drawn by K. Love),,14,16
55,1,5:23.0,,Chicago full timeout,14,16
56,1,5:22.0,,T. Gibson enters the game for J. Noah,14,16
57,1,5:09.0,M. Miller misses 3-pt jump shot from 24 ft,,14,16
58,1,5:09.0,Offensive rebound by T. Thompson,,14,16
59,1,5:04.0,K. Love makes 3-pt jump shot from 24 ft (assist by T. Thompson),,17,16
60,1,4:49.0,,D. Rose makes 2-pt layup from 1 ft,17,18
61,1,4:49.0,,Shooting foul by M. Dellavedova (drawn by D. Rose),17,18
62,1,4:49.0,,D. Rose misses free throw 1 of 1,17,18
63,1,4:49.0,Defensive rebound by K. Love,,17,18
64,1,4:38.0,L. James misses 2-pt jump shot from 10 ft,,17,18
65,1,4:36.0,Offensive rebound by T. Thompson,,17,18
66,1,4:36.0,T. Thompson makes 2-pt dunk at rim,,19,18
67,1,4:23.0,,P. Gasol makes 2-pt dunk at rim (assist by M. Dunleavy),19,20
68,1,4:11.0,L. James misses 2-pt jump shot from 18 ft,,19,20
69,1,4:10.0,,Defensive rebound by P. Gasol,19,20
70,1,4:04.0,,D. Rose makes 3-pt jump shot from 25 ft,19,23
71,1,3:53.0,Cleveland full timeout,,19,23
72,1,3:53.0,,D. McDermott enters the game for K. Hinrich,19,23
73,1,3:53.0,,A. Brooks enters the game for D. Rose,19,23
74,1,3:48.0,A. Varejão enters the game for K. Love,,19,23
75,1,3:35.0,L. James makes 2-pt jump shot from 11 ft,,21,23
76,1,3:20.0,,P. Gasol makes 2-pt layup from 1 ft (assist by M. Dunleavy),21,25
77,1,3:07.0,Personal foul by M. Dunleavy (drawn by L. James),,21,25
78,1,2:52.0,L. James misses 2-pt jump shot from 14 ft,,21,25
79,1,2:51.0,Offensive rebound by A. Varejão,,21,25
80,1,2:40.0,T. Thompson misses 2-pt jump shot from 10 ft,,21,25
81,1,2:39.0,,Defensive rebound by A. Brooks,21,25
82,1,2:31.0,,T. Gibson misses 2-pt jump shot from 12 ft,21,25
83,1,2:30.0,Defensive rebound by L. James,,21,25
84,1,2:23.0,L. James misses 2-pt jump shot from 21 ft,,21,25
85,1,2:21.0,Offensive rebound by T. Thompson,,21,25
86,1,2:18.0,L. James makes 3-pt jump shot from 23 ft (assist by T. Thompson),,24,25
87,1,1:49.0,,T. Gibson makes 2-pt jump shot from 8 ft (assist by A. Brooks),24,27
88,1,1:23.0,L. James misses 2-pt layup from 2 ft,,24,27
89,1,1:21.0,Offensive rebound by T. Thompson,,24,27
90,1,1:20.0,T. Thompson makes 2-pt layup from 1 ft,,26,27
91,1,0:58.0,,Personal foul by A. Varejão (drawn by T. Gibson),26,27
92,1,0:58.0,D. Waiters enters the game for L. James,,26,27
93,1,0:44.0,,D. McDermott misses 3-pt jump shot from 26 ft,26,27
94,1,0:42.0,Defensive rebound by D. Waiters,,26,27
95,1,0:35.0,D. Waiters makes 2-pt jump shot from 18 ft,,28,27
96,1,0:20.0,,D. McDermott misses 3-pt jump shot from 24 ft,28,27
97,1,0:19.0,Defensive rebound by A. Varejão,,28,27
98,1,0:02.0,,Offensive charge foul by D. Waiters (drawn by M. Dunleavy),28,27
99,1,0:02.0,Turnover by D. Waiters (offensive foul),,28,27
100,1,0:02.0,J. Harris enters the game for D. Waiters,,28,27
101,2,11:43.0,,D. McDermott misses 3-pt jump shot from 25 ft,28,27
102,2,11:42.0,Defensive rebound by M. Miller,,28,27
103,2,11:29.0,T. Thompson makes 2-pt layup from 1 ft (assist by M. Dellavedova),,30,27
104,2,11:11.0,,Turnover by A. Brooks (bad pass),30,27
105,2,11:11.0,K. Irving enters the game for M. Miller,,30,27
106,2,10:52.0,M. Dellavedova misses 2-pt layup from 2 ft (block by D. McDermott),,30,27
107,2,10:52.0,Offensive rebound by Team,,30,27
108,2,10:49.0,K. Irving makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),,33,27
109,2,10:32.0,,T. Snell misses 3-pt jump shot from 24 ft,33,27
110,2,10:31.0,,Offensive rebound by T. Gibson,33,27
111,2,10:27.0,,T. Gibson makes 2-pt layup from 1 ft,33,29
112,2,10:12.0,K. Irving misses 3-pt jump shot from 25 ft,,33,29
113,2,10:12.0,,Defensive rebound by Team,33,29
114,2,9:59.0,,A. Brooks makes 2-pt jump shot from 5 ft,33,31
115,2,9:38.0,K. Irving makes 2-pt jump shot from 22 ft,,35,31
116,2,9:25.0,,T. Snell makes 2-pt jump shot from 5 ft (assist by A. Brooks),35,33
117,2,9:12.0,Shooting foul by A. Brooks (drawn by K. Irving),,35,33
118,2,9:12.0,K. Irving makes free throw 1 of 2,,36,33
119,2,9:12.0,K. Love enters the game for T. Thompson,,36,33
120,2,9:12.0,K. Irving makes free throw 2 of 2,,37,33
121,2,9:00.0,,A. Brooks misses 3-pt jump shot from 25 ft,37,33
122,2,8:59.0,Defensive rebound by S. Marion,,37,33
123,2,8:48.0,K. Irving misses 2-pt jump shot from 16 ft,,37,33
124,2,8:46.0,Offensive rebound by K. Love,,37,33
125,2,8:45.0,Cleveland full timeout,,37,33
126,2,8:40.0,K. Love misses 3-pt jump shot from 24 ft,,37,33
127,2,8:39.0,Offensive rebound by A. Varejão,,37,33
128,2,8:25.0,Personal foul by T. Snell (drawn by K. Love),,37,33
129,2,8:19.0,Shooting foul by N. Mirotić (drawn by K. Love),,37,33
130,2,8:19.0,K. Love misses free throw 1 of 2,,37,33
131,2,8:19.0,Offensive rebound by Team,,37,33
132,2,8:19.0,K. Love makes free throw 2 of 2,,38,33
133,2,8:05.0,,T. Gibson misses 2-pt jump shot from 5 ft,38,33
134,2,8:04.0,Defensive rebound by S. Marion,,38,33
135,2,7:54.0,K. Irving makes 2-pt layup from 2 ft,,40,33
136,2,7:49.0,,Chicago full timeout,40,33
137,2,7:49.0,,J. Noah enters the game for A. Brooks,40,33
138,2,7:49.0,,D. Rose enters the game for T. Snell,40,33
139,2,7:49.0,,K. Hinrich enters the game for N. Mirotić,40,33
140,2,7:49.0,L. James enters the game for A. Varejão,,40,33
141,2,7:49.0,T. Thompson enters the game for M. Dellavedova,,40,33
142,2,7:49.0,,M. Dunleavy enters the game for D. McDermott,40,33
143,2,7:39.0,,D. Rose misses 2-pt jump shot from 17 ft,40,33
144,2,7:38.0,Defensive rebound by T. Thompson,,40,33
145,2,7:26.0,S. Marion misses 2-pt layup from 2 ft (block by M. Dunleavy),,40,33
146,2,7:24.0,,Defensive rebound by J. Noah,40,33
147,2,7:24.0,,Turnover by J. Noah (lost ball),40,33
148,2,7:08.0,S. Marion makes 2-pt jump shot from 13 ft (assist by L. James),,42,33
149,2,6:48.0,,J. Noah misses 2-pt jump shot from 18 ft,42,33
150,2,6:48.0,Defensive rebound by Team,,42,33
151,2,6:30.0,K. Love misses 2-pt jump shot from 4 ft (block by T. Gibson),,42,33
152,2,6:30.0,,Defensive rebound by Team,42,33
153,2,6:26.0,,Shooting foul by S. Marion (drawn by D. Rose),42,33
154,2,6:26.0,,D. Rose makes free throw 1 of 2,42,34
155,2,6:26.0,,D. Rose makes free throw 2 of 2,42,35
156,2,6:16.0,L. James misses 2-pt layup from 3 ft,,42,35
157,2,6:15.0,Offensive rebound by Team,,42,35
158,2,6:10.0,K. Irving misses 2-pt jump shot from 18 ft,,42,35
159,2,6:09.0,,Defensive rebound by J. Noah,42,35
160,2,6:00.0,,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by T. Gibson),42,38
161,2,5:36.0,L. James makes 2-pt layup from 2 ft,,44,38
162,2,5:18.0,,M. Dunleavy misses 3-pt jump shot from 23 ft,44,38
163,2,5:17.0,Defensive rebound by K. Love,,44,38
164,2,5:06.0,L. James misses 2-pt layup from 2 ft,,44,38
165,2,5:05.0,,Defensive rebound by J. Noah,44,38
166,2,5:05.0,,Personal foul by T. Thompson (drawn by J. Noah),44,38
167,2,5:05.0,D. Waiters enters the game for S. Marion,,44,38
168,2,4:56.0,,D. Rose makes 2-pt layup from 2 ft,44,40
169,2,4:37.0,Shooting foul by D. Rose (drawn by K. Irving),,44,40
170,2,4:37.0,K. Irving makes free throw 1 of 2,,45,40
171,2,4:37.0,K. Irving makes free throw 2 of 2,,46,40
172,2,4:23.0,,Turnover by K. Hinrich (bad pass; steal by L. James),46,40
173,2,4:19.0,L. James makes 2-pt layup at rim,,48,40
174,2,4:06.0,,D. Rose misses 2-pt jump shot from 9 ft,48,40
175,2,4:05.0,,Offensive rebound by D. Rose,48,40
176,2,4:03.0,,D. Rose makes 2-pt layup from 2 ft,48,42
177,2,3:54.0,Personal take foul by K. Hinrich (drawn by D. Waiters),,48,42
178,2,3:54.0,D. Waiters makes free throw 1 of 2,,49,42
179,2,3:54.0,,P. Gasol enters the game for T. Gibson,49,42
180,2,3:54.0,D. Waiters makes free throw 2 of 2,,50,42
181,2,3:43.0,,M. Dunleavy misses 3-pt jump shot from 26 ft,50,42
182,2,3:41.0,Defensive rebound by K. Love,,50,42
183,2,3:30.0,T. Thompson misses 2-pt jump shot from 17 ft,,50,42
184,2,3:28.0,Offensive rebound by L. James,,50,42
185,2,3:22.0,D. Waiters misses 2-pt jump shot from 18 ft,,50,42
186,2,3:20.0,,Defensive rebound by J. Noah,50,42
187,2,3:10.0,,Turnover by M. Dunleavy (lost ball; steal by L. James),50,42
188,2,3:05.0,L. James makes 2-pt dunk at rim (assist by K. Irving),,52,42
189,2,2:45.0,,P. Gasol makes 2-pt jump shot from 19 ft (assist by D. Rose),52,44
190,2,2:38.0,Cleveland full timeout,,52,44
191,2,2:38.0,S. Marion enters the game for L. James,,52,44
192,2,2:27.0,D. Waiters makes 2-pt jump shot from 19 ft (assist by S. Marion),,54,44
193,2,2:07.0,,K. Hinrich makes 3-pt jump shot from 24 ft (assist by P. Gasol),54,47
194,2,1:54.0,Offensive foul by K. Irving (drawn by M. Dunleavy),,54,47
195,2,1:54.0,Turnover by K. Irving (offensive foul),,54,47
196,2,1:54.0,L. James enters the game for K. Irving,,54,47
197,2,1:39.0,,P. Gasol misses 2-pt layup at rim (block by T. Thompson),54,47
198,2,1:37.0,,Offensive rebound by J. Noah,54,47
199,2,1:35.0,,J. Noah misses 2-pt layup at rim,54,47
200,2,1:34.0,Defensive rebound by L. James,,54,47
201,2,1:29.0,L. James makes 2-pt jump shot from 11 ft,,56,47
202,2,1:20.0,,D. Rose makes 3-pt jump shot from 24 ft,56,50
203,2,1:00.0,S. Marion misses 2-pt layup from 1 ft,,56,50
204,2,1:00.0,Offensive rebound by T. Thompson,,56,50
205,2,1:00.0,T. Thompson misses 2-pt tip-in at rim,,56,50
206,2,0:59.0,,Defensive rebound by P. Gasol,56,50
207,2,0:53.0,,D. Rose misses 3-pt jump shot from 24 ft,56,50
208,2,0:51.0,Defensive rebound by D. Waiters,,56,50
209,2,0:41.0,K. Love misses 2-pt jump shot from 10 ft,,56,50
210,2,0:41.0,Offensive rebound by T. Thompson,,56,50
211,2,0:41.0,T. Thompson makes 2-pt tip-in from 2 ft,,58,50
212,2,0:24.0,,K. Hinrich makes 2-pt jump shot from 7 ft,58,52
213,2,0:01.0,L. James misses 2-pt jump shot from 5 ft (block by M. Dunleavy),,58,52
214,2,0:00.0,Offensive rebound by Team,,58,52
215,2,0:00.0,Turnover by Team (shot clock),,58,52
216,3,11:46.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,58,52
217,3,11:44.0,Defensive rebound by K. Love,,58,52
218,3,11:23.0,D. Waiters misses 2-pt jump shot from 12 ft,,58,52
219,3,11:22.0,,Defensive rebound by J. Noah,58,52
220,3,11:01.0,,Turnover by P. Gasol (back court),58,52
221,3,10:41.0,A. Varejão misses 2-pt layup from 1 ft (block by P. Gasol),,58,52
222,3,10:39.0,,Defensive rebound by M. Dunleavy,58,52
223,3,10:22.0,,Shooting foul by A. Varejão (drawn by P. Gasol),58,52
224,3,10:22.0,,P. Gasol makes free throw 1 of 2,58,53
225,3,10:22.0,,P. Gasol makes free throw 2 of 2,58,54
226,3,10:10.0,Shooting foul by M. Dunleavy (drawn by L. James),,58,54
227,3,10:10.0,L. James makes free throw 1 of 2,,59,54
228,3,10:10.0,L. James misses free throw 2 of 2,,59,54
229,3,10:08.0,,Defensive rebound by J. Noah,59,54
230,3,9:56.0,,J. Noah makes 2-pt jump shot from 6 ft (assist by M. Dunleavy),59,56
231,3,9:46.0,K. Irving makes 2-pt layup from 2 ft,,61,56
232,3,9:37.0,,D. Rose misses 3-pt jump shot from 26 ft,61,56
233,3,9:36.0,Defensive rebound by K. Love,,61,56
234,3,9:32.0,,Offensive charge foul by K. Irving (drawn by J. Noah),61,56
235,3,9:32.0,Turnover by K. Irving (offensive foul),,61,56
236,3,9:32.0,M. Dellavedova enters the game for K. Irving,,61,56
237,3,9:10.0,,P. Gasol misses 2-pt hook shot from 4 ft,61,56
238,3,9:09.0,Defensive rebound by A. Varejão,,61,56
239,3,9:07.0,Turnover by L. James (bad pass; steal by K. Hinrich),,61,56
240,3,8:59.0,,D. Rose misses 3-pt jump shot from 24 ft,61,56
241,3,8:58.0,,Offensive rebound by K. Hinrich,61,56
242,3,8:52.0,,K. Hinrich makes 2-pt jump shot from 20 ft (assist by J. Noah),61,58
243,3,8:34.0,K. Love misses 3-pt jump shot from 23 ft,,61,58
244,3,8:33.0,,Defensive rebound by M. Dunleavy,61,58
245,3,8:13.0,,K. Hinrich misses 2-pt jump shot from 12 ft,61,58
246,3,8:12.0,Defensive rebound by K. Love,,61,58
247,3,8:07.0,D. Waiters makes 2-pt layup at rim (assist by A. Varejão),,63,58
248,3,7:44.0,,J. Noah misses 2-pt jump shot from 4 ft (block by L. James),63,58
249,3,7:44.0,,Offensive rebound by Team,63,58
250,3,7:38.0,,M. Dunleavy misses 2-pt jump shot from 15 ft,63,58
251,3,7:37.0,Defensive rebound by K. Love,,63,58
252,3,7:34.0,L. James makes 2-pt dunk at rim (assist by K. Love),,65,58
253,3,7:32.0,,Chicago full timeout,65,58
254,3,7:14.0,,P. Gasol misses 2-pt jump shot from 15 ft,65,58
255,3,7:13.0,Defensive rebound by L. James,,65,58
256,3,6:52.0,L. James makes 2-pt jump shot from 19 ft,,67,58
257,3,6:35.0,,P. Gasol misses 2-pt hook shot from 3 ft,67,58
258,3,6:33.0,Defensive rebound by K. Love,,67,58
259,3,6:23.0,K. Love misses 2-pt jump shot from 21 ft (block by P. Gasol),,67,58
260,3,6:21.0,,Defensive rebound by D. Rose,67,58
261,3,6:09.0,,D. Rose makes 2-pt jump shot from 18 ft,67,60
262,3,5:47.0,D. Waiters misses 2-pt jump shot from 19 ft,,67,60
263,3,5:46.0,,Defensive rebound by J. Noah,67,60
264,3,5:30.0,,Turnover by D. Rose (bad pass; steal by L. James),67,60
265,3,5:20.0,D. Waiters misses 2-pt jump shot from 14 ft,,67,60
266,3,5:19.0,,Defensive rebound by M. Dunleavy,67,60
267,3,5:00.0,,J. Noah makes 2-pt jump shot from 5 ft (assist by P. Gasol),67,62
268,3,4:34.0,A. Varejão misses 2-pt jump shot from 20 ft,,67,62
269,3,4:34.0,Offensive rebound by Team,,67,62
270,3,4:34.0,Turnover by Team (shot clock),,67,62
271,3,4:34.0,S. Marion enters the game for L. James,,67,62
272,3,4:34.0,,T. Snell enters the game for K. Hinrich,67,62
273,3,4:22.0,,Turnover by M. Dunleavy (bad pass; steal by K. Love),67,62
274,3,4:14.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,67,62
275,3,4:13.0,,Defensive rebound by J. Noah,67,62
276,3,4:10.0,,Turnover by J. Noah (traveling),67,62
277,3,3:54.0,K. Love misses 2-pt layup from 1 ft (block by J. Noah),,67,62
278,3,3:53.0,Offensive rebound by S. Marion,,67,62
279,3,3:51.0,S. Marion makes 2-pt jump shot from 2 ft,,69,62
280,3,3:35.0,,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by D. Rose),69,65
281,3,3:20.0,K. Love makes 2-pt dunk at rim (assist by A. Varejão),,71,65
282,3,2:58.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by D. Rose),71,68
283,3,2:46.0,D. Waiters misses 2-pt layup from 1 ft (block by T. Snell),,71,68
284,3,2:44.0,,Defensive rebound by P. Gasol,71,68
285,3,2:39.0,,D. Rose misses 3-pt jump shot from 25 ft,71,68
286,3,2:38.0,Defensive rebound by Team,,71,68
287,3,2:38.0,Cleveland full timeout,,71,68
288,3,2:38.0,,D. McDermott enters the game for M. Dunleavy,71,68
289,3,2:38.0,,A. Brooks enters the game for J. Noah,71,68
290,3,2:38.0,,T. Gibson enters the game for D. Rose,71,68
291,3,2:21.0,Personal foul by T. Gibson (drawn by K. Love),,71,68
292,3,2:21.0,T. Thompson enters the game for A. Varejão,,71,68
293,3,2:17.0,S. Marion misses 2-pt layup from 2 ft (block by P. Gasol),,71,68
294,3,2:15.0,,Defensive rebound by P. Gasol,71,68
295,3,2:02.0,,T. Gibson misses 2-pt jump shot from 15 ft,71,68
296,3,2:01.0,Defensive rebound by K. Love,,71,68
297,3,1:47.0,K. Love makes 2-pt hook shot from 6 ft (assist by M. Dellavedova),,73,68
298,3,1:29.0,,Turnover by A. Brooks (bad pass; steal by K. Love),73,68
299,3,1:20.0,T. Thompson makes 2-pt hook shot from 5 ft,,75,68
300,3,1:07.0,,Shooting foul by M. Dellavedova (drawn by A. Brooks),75,68
301,3,1:07.0,,A. Brooks misses free throw 1 of 2,75,68
302,3,1:07.0,,Offensive rebound by Team,75,68
303,3,1:07.0,,A. Brooks makes free throw 2 of 2,75,69
304,3,0:49.0,K. Love makes 2-pt jump shot from 21 ft (assist by M. Dellavedova),,77,69
305,3,0:29.0,,P. Gasol misses 2-pt hook shot from 2 ft,77,69
306,3,0:27.0,,Offensive rebound by P. Gasol,77,69
307,3,0:26.0,,P. Gasol misses 2-pt layup at rim,77,69
308,3,0:26.0,,Offensive rebound by T. Snell,77,69
309,3,0:24.0,,T. Snell misses 2-pt layup from 2 ft (block by T. Thompson),77,69
310,3,0:22.0,Defensive rebound by Team,,77,69
311,3,0:03.0,Shooting foul by D. McDermott (drawn by D. Waiters),,77,69
312,3,0:03.0,D. Waiters misses free throw 1 of 2,,77,69
313,3,0:03.0,Offensive rebound by Team,,77,69
314,3,0:03.0,J. Harris enters the game for K. Love,,77,69
315,3,0:03.0,D. Waiters makes free throw 2 of 2,,78,69
316,3,0:00.0,,A. Brooks misses 3-pt jump shot from 41 ft,78,69
317,3,0:00.0,,Offensive rebound by Team,78,69
318,4,11:44.0,K. Irving misses 2-pt layup from 1 ft,,78,69
319,4,11:43.0,,Defensive rebound by P. Gasol,78,69
320,4,11:35.0,,T. Snell misses 2-pt layup from 1 ft,78,69
321,4,11:34.0,,Offensive rebound by T. Gibson,78,69
322,4,11:34.0,,T. Gibson makes 2-pt dunk at rim,78,71
323,4,11:17.0,T. Thompson misses 2-pt jump shot from 13 ft (block by P. Gasol),,78,71
324,4,11:15.0,Offensive rebound by T. Thompson,,78,71
325,4,11:11.0,A. Varejão misses 2-pt layup from 2 ft,,78,71
326,4,11:10.0,Offensive rebound by A. Varejão,,78,71
327,4,11:08.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,78,71
328,4,11:07.0,,Defensive rebound by Team,78,71
329,4,11:07.0,,Chicago full timeout,78,71
330,4,11:07.0,,J. Noah enters the game for T. Gibson,78,71
331,4,11:07.0,L. James enters the game for S. Marion,,78,71
332,4,10:54.0,,A. Brooks makes 3-pt jump shot from 26 ft,78,74
333,4,10:38.0,K. Irving misses 2-pt jump shot from 13 ft,,78,74
334,4,10:38.0,,Defensive rebound by Team,78,74
335,4,10:38.0,Loose ball foul by T. Thompson (drawn by J. Noah),,78,74
336,4,10:37.0,M. Miller enters the game for M. Dellavedova,,78,74
337,4,10:28.0,Violation by T. Thompson (kicked ball),,78,74
338,4,10:22.0,,A. Brooks misses 2-pt layup from 2 ft,78,74
339,4,10:22.0,,Offensive rebound by J. Noah,78,74
340,4,10:22.0,,J. Noah misses 2-pt tip-in from 1 ft,78,74
341,4,10:20.0,Defensive rebound by L. James,,78,74
342,4,10:19.0,Personal foul by J. Noah (drawn by L. James),,78,74
343,4,10:01.0,A. Varejão makes 2-pt hook shot from 5 ft,,80,74
344,4,9:44.0,,P. Gasol misses 2-pt jump shot from 4 ft,80,74
345,4,9:43.0,Defensive rebound by L. James,,80,74
346,4,9:33.0,L. James misses 2-pt layup from 2 ft (block by P. Gasol),,80,74
347,4,9:31.0,,Defensive rebound by J. Noah,80,74
348,4,9:25.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by J. Noah),80,77
349,4,9:04.0,L. James misses 3-pt jump shot from 26 ft,,80,77
350,4,9:04.0,,Defensive rebound by Team,80,77
351,4,8:52.0,,Turnover by J. Noah (traveling),80,77
352,4,8:52.0,Cleveland full timeout,,80,77
353,4,8:47.0,T. Thompson makes 2-pt layup from 2 ft,,82,77
354,4,8:28.0,,P. Gasol makes 2-pt hook shot from 1 ft (assist by T. Snell),82,79
355,4,8:09.0,K. Irving misses 2-pt jump shot from 14 ft,,82,79
356,4,8:08.0,,Defensive rebound by Team,82,79
357,4,7:55.0,,A. Brooks makes 3-pt jump shot from 25 ft (assist by P. Gasol),82,82
358,4,7:28.0,A. Varejão misses 2-pt jump shot from 19 ft,,82,82
359,4,7:27.0,,Defensive rebound by J. Noah,82,82
360,4,7:09.0,,P. Gasol misses 2-pt jump shot from 9 ft,82,82
361,4,7:08.0,Defensive rebound by L. James,,82,82
362,4,6:50.0,Turnover by L. James (bad pass; steal by A. Brooks),,82,82
363,4,6:48.0,,Personal foul by M. Miller (drawn by A. Brooks),82,82
364,4,6:48.0,K. Love enters the game for T. Thompson,,82,82
365,4,6:44.0,,A. Brooks makes 2-pt layup from 1 ft,82,84
366,4,6:33.0,L. James misses 2-pt layup from 2 ft (block by J. Noah),,82,84
367,4,6:33.0,Offensive rebound by Team,,82,84
368,4,6:30.0,L. James makes 2-pt layup from 2 ft (assist by K. Irving),,84,84
369,4,6:11.0,,P. Gasol misses 2-pt jump shot from 18 ft,84,84
370,4,6:09.0,Defensive rebound by K. Irving,,84,84
371,4,6:00.0,A. Varejão makes 2-pt jump shot from 3 ft (assist by K. Irving),,86,84
372,4,6:00.0,,Chicago full timeout,86,84
373,4,6:00.0,,T. Gibson enters the game for P. Gasol,86,84
374,4,5:48.0,,Personal foul by L. James (drawn by T. Snell),86,84
375,4,5:48.0,,K. Hinrich enters the game for A. Brooks,86,84
376,4,5:48.0,D. Waiters enters the game for A. Varejão,,86,84
377,4,5:48.0,T. Thompson enters the game for M. Miller,,86,84
378,4,5:48.0,,M. Dunleavy enters the game for D. McDermott,86,84
379,4,5:39.0,,Turnover by T. Snell (bad pass; steal by L. James),86,84
380,4,5:24.0,L. James misses 3-pt jump shot from 25 ft,,86,84
381,4,5:22.0,,Defensive rebound by M. Dunleavy,86,84
382,4,5:08.0,,K. Hinrich makes 2-pt jump shot from 21 ft (assist by T. Gibson),86,86
383,4,5:02.0,K. Irving makes 2-pt layup from 1 ft,,88,86
384,4,5:02.0,Shooting foul by T. Gibson (drawn by K. Irving),,88,86
385,4,5:02.0,K. Irving makes free throw 1 of 1,,89,86
386,4,4:47.0,,T. Snell misses 3-pt jump shot from 22 ft,89,86
387,4,4:46.0,,Offensive rebound by T. Gibson,89,86
388,4,4:45.0,,Shooting foul by K. Love (drawn by T. Snell),89,86
389,4,4:45.0,,T. Snell makes free throw 1 of 2,89,87
390,4,4:45.0,,T. Snell makes free throw 2 of 2,89,88
391,4,4:34.0,Personal foul by J. Noah (drawn by K. Love),,89,88
392,4,4:19.0,K. Love misses 3-pt jump shot from 23 ft,,89,88
