,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DETROIT_ACTION,MEMPHIS_SCORE,DETROIT_SCORE
29,1,7:41.0,,R. Jackson misses 2-pt jump shot from 19 ft,10,7
30,1,7:40.0,Defensive rebound by B. Udrih,,10,7
31,1,7:17.0,J. Green makes 3-pt jump shot from 26 ft,,13,7
32,1,7:02.0,,C. Butler misses 3-pt jump shot from 24 ft,13,7
33,1,7:01.0,Defensive rebound by M. Gasol,,13,7
34,1,6:49.0,M. Gasol misses 2-pt jump shot from 4 ft,,13,7
35,1,6:48.0,,Defensive rebound by A. Drummond,13,7
36,1,6:42.0,,R. Jackson makes 2-pt layup at rim,13,9
37,1,6:31.0,B. Udrih misses 2-pt jump shot from 7 ft,,13,9
38,1,6:30.0,,Defensive rebound by A. Drummond,13,9
39,1,6:28.0,,Turnover by R. Jackson (lost ball; steal by Z. Randolph),13,9
40,1,6:13.0,J. Green misses 2-pt jump shot from 10 ft,,13,9
41,1,6:12.0,,Defensive rebound by A. Tolliver,13,9
42,1,6:09.0,,K. Caldwell-Pope makes 2-pt dunk at rim (assist by R. Jackson),13,11
43,1,6:09.0,Memphis full timeout,,13,11
44,1,6:09.0,T. Allen enters the game for J. Green,,13,11
45,1,5:49.0,Z. Randolph makes 2-pt jump shot from 16 ft (assist by C. Lee),,15,11
46,1,5:31.0,,Turnover by K. Caldwell-Pope (bad pass; steal by Z. Randolph),15,11
47,1,5:27.0,C. Lee makes 2-pt layup at rim (assist by Z. Randolph),,17,11
48,1,5:15.0,,A. Tolliver makes 3-pt jump shot from 27 ft (assist by R. Jackson),17,14
49,1,4:58.0,C. Lee misses 2-pt jump shot from 16 ft,,17,14
50,1,4:57.0,Offensive rebound by B. Udrih,,17,14
51,1,4:46.0,Z. Randolph misses 2-pt layup at rim,,17,14
52,1,4:45.0,,Defensive rebound by C. Butler,17,14
53,1,4:38.0,,A. Tolliver misses 2-pt jump shot from 3 ft (block by M. Gasol),17,14
54,1,4:37.0,Defensive rebound by M. Gasol,,17,14
55,1,4:29.0,Z. Randolph makes 2-pt layup from 1 ft (assist by B. Udrih),,19,14
56,1,4:17.0,,A. Tolliver misses 3-pt jump shot from 26 ft,19,14
57,1,4:16.0,Defensive rebound by M. Gasol,,19,14
58,1,4:06.0,,Offensive charge foul by M. Gasol (drawn by A. Tolliver),19,14
59,1,4:06.0,Turnover by M. Gasol (offensive foul),,19,14
60,1,4:06.0,,T. Prince enters the game for C. Butler,19,14
61,1,4:06.0,N. Calathes enters the game for M. Gasol,,19,14
62,1,4:06.0,K. Koufos enters the game for B. Udrih,,19,14
63,1,3:49.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),19,16
64,1,3:25.0,T. Allen makes 2-pt layup at rim (assist by N. Calathes),,21,16
65,1,3:14.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,21,16
66,1,3:12.0,,Offensive rebound by A. Drummond,21,16
67,1,3:07.0,,Turnover by A. Drummond (bad pass; steal by N. Calathes),21,16
68,1,2:59.0,T. Allen misses 2-pt jump shot from 3 ft,,21,16
69,1,2:58.0,,Defensive rebound by A. Drummond,21,16
70,1,2:53.0,,K. Caldwell-Pope makes 2-pt dunk at rim (assist by R. Jackson),21,18
71,1,2:36.0,Personal foul by R. Jackson (drawn by N. Calathes),,21,18
72,1,2:36.0,,S. Dinwiddie enters the game for R. Jackson,21,18
73,1,2:36.0,V. Carter enters the game for C. Lee,,21,18
74,1,2:31.0,T. Allen misses 2-pt jump shot from 3 ft (block by A. Drummond),,21,18
75,1,2:31.0,Offensive rebound by Team,,21,18
76,1,2:26.0,T. Allen makes 2-pt layup at rim (assist by N. Calathes),,23,18
77,1,2:12.0,,A. Tolliver misses 2-pt hook shot from 5 ft,23,18
78,1,2:10.0,Defensive rebound by K. Koufos,,23,18
79,1,1:58.0,V. Carter makes 3-pt jump shot from 26 ft (assist by Z. Randolph),,26,18
80,1,1:47.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,26,18
81,1,1:46.0,Defensive rebound by K. Koufos,,26,18
82,1,1:38.0,N. Calathes misses 2-pt jump shot from 3 ft (block by A. Drummond),,26,18
83,1,1:38.0,Offensive rebound by Team,,26,18
84,1,1:30.0,K. Koufos misses 2-pt layup at rim,,26,18
85,1,1:29.0,,Defensive rebound by A. Tolliver,26,18
86,1,1:12.0,,A. Drummond misses 2-pt hook shot from 5 ft,26,18
87,1,1:10.0,Defensive rebound by Z. Randolph,,26,18
88,1,0:54.0,Z. Randolph makes 2-pt hook shot from 3 ft,,28,18
89,1,0:32.0,,T. Prince misses 2-pt jump shot from 13 ft,28,18
90,1,0:31.0,Defensive rebound by N. Calathes,,28,18
91,1,0:19.0,N. Calathes makes 2-pt layup at rim (assist by Z. Randolph),,30,18
92,1,0:01.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,30,18
93,1,0:00.0,,Offensive rebound by Team,30,18
94,2,11:35.0,,T. Prince makes 2-pt jump shot from 18 ft (assist by S. Dinwiddie),30,20
95,2,11:10.0,V. Carter makes 3-pt jump shot from 25 ft (assist by J. Green),,33,20
96,2,10:48.0,,S. Williams misses 3-pt jump shot from 26 ft,33,20
97,2,10:47.0,Defensive rebound by K. Koufos,,33,20
98,2,10:39.0,Shooting foul by J. Meeks (drawn by T. Allen),,33,20
99,2,10:39.0,T. Allen misses free throw 1 of 2,,33,20
100,2,10:39.0,Offensive rebound by Team,,33,20
101,2,10:39.0,T. Allen misses free throw 2 of 2,,33,20
102,2,10:38.0,,Defensive rebound by T. Prince,33,20
103,2,10:25.0,,Personal foul by N. Calathes (drawn by J. Meeks),33,20
104,2,10:07.0,,T. Prince misses 2-pt jump shot from 17 ft,33,20
105,2,10:06.0,Defensive rebound by T. Allen,,33,20
106,2,9:52.0,V. Carter misses 3-pt jump shot from 25 ft,,33,20
107,2,9:51.0,,Defensive rebound by T. Prince,33,20
108,2,9:37.0,,Shooting foul by V. Carter (drawn by J. Meeks),33,20
109,2,9:37.0,,J. Meeks misses free throw 1 of 2,33,20
110,2,9:37.0,,Offensive rebound by Team,33,20
111,2,9:37.0,,J. Meeks makes free throw 2 of 2,33,21
112,2,9:20.0,Shooting foul by S. Dinwiddie (drawn by N. Calathes),,33,21
113,2,9:20.0,N. Calathes makes free throw 1 of 2,,34,21
114,2,9:20.0,N. Calathes makes free throw 2 of 2,,35,21
115,2,9:02.0,,Turnover by S. Dinwiddie (bad pass; steal by J. Green),35,21
116,2,8:55.0,J. Green makes 2-pt dunk at rim (assist by N. Calathes),,37,21
117,2,8:46.0,,Detroit full timeout,37,21
118,2,8:46.0,M. Gasol enters the game for K. Koufos,,37,21
119,2,8:38.0,,S. Williams misses 3-pt jump shot from 26 ft,37,21
120,2,8:38.0,,Offensive rebound by Team,37,21
121,2,8:22.0,,S. Dinwiddie misses 2-pt layup from 2 ft,37,21
122,2,8:22.0,,Offensive rebound by T. Prince,37,21
123,2,8:22.0,,Shooting foul by J. Green (drawn by T. Prince),37,21
124,2,8:22.0,,T. Prince makes free throw 1 of 2,37,22
125,2,8:22.0,,T. Prince misses free throw 2 of 2,37,22
126,2,8:21.0,Defensive rebound by M. Gasol,,37,22
127,2,8:05.0,Turnover by M. Gasol (bad pass; steal by S. Williams),,37,22
128,2,7:59.0,,J. Meeks misses 3-pt jump shot from 24 ft,37,22
129,2,7:58.0,Defensive rebound by J. Green,,37,22
130,2,7:47.0,T. Allen misses 2-pt layup from 1 ft,,37,22
131,2,7:46.0,Offensive rebound by T. Allen,,37,22
132,2,7:45.0,T. Allen misses 2-pt tip-in at rim,,37,22
133,2,7:42.0,Offensive rebound by N. Calathes,,37,22
134,2,7:24.0,M. Gasol makes 2-pt jump shot from 12 ft,,39,22
135,2,7:07.0,,Turnover by J. Meeks (lost ball; steal by J. Green),39,22
136,2,7:04.0,Personal foul by S. Dinwiddie (drawn by J. Green),,39,22
137,2,7:04.0,,A. Drummond enters the game for S. Dinwiddie,39,22
138,2,7:04.0,,R. Jackson enters the game for J. Meeks,39,22
139,2,7:04.0,,K. Caldwell-Pope enters the game for J. Anthony,39,22
140,2,7:04.0,C. Lee enters the game for T. Allen,,39,22
141,2,6:53.0,M. Gasol misses 2-pt hook shot from 5 ft,,39,22
142,2,6:50.0,,Defensive rebound by T. Prince,39,22
143,2,6:48.0,,Shooting foul by V. Carter (drawn by T. Prince),39,22
144,2,6:48.0,,T. Prince makes free throw 1 of 2,39,23
145,2,6:48.0,B. Udrih enters the game for N. Calathes,,39,23
146,2,6:48.0,,T. Prince makes free throw 2 of 2,39,24
147,2,6:36.0,B. Udrih makes 2-pt layup at rim (assist by C. Lee),,41,24
148,2,6:24.0,,K. Caldwell-Pope makes 2-pt jump shot from 5 ft (assist by T. Prince),41,26
149,2,6:06.0,Shooting foul by T. Prince (drawn by V. Carter),,41,26
150,2,6:06.0,V. Carter makes free throw 1 of 2,,42,26
151,2,6:06.0,V. Carter makes free throw 2 of 2,,43,26
152,2,5:54.0,,S. Williams makes 3-pt jump shot from 22 ft (assist by R. Jackson),43,29
153,2,5:35.0,B. Udrih misses 2-pt jump shot from 19 ft,,43,29
154,2,5:34.0,,Defensive rebound by S. Williams,43,29
155,2,5:24.0,,R. Jackson misses 2-pt jump shot from 6 ft,43,29
156,2,5:22.0,,Offensive rebound by A. Drummond,43,29
157,2,5:21.0,,A. Drummond misses 2-pt layup at rim,43,29
158,2,5:18.0,,Offensive rebound by R. Jackson,43,29
159,2,5:10.0,,R. Jackson makes 3-pt jump shot from 27 ft,43,32
160,2,4:58.0,Memphis full timeout,,43,32
161,2,4:58.0,Z. Randolph enters the game for V. Carter,,43,32
162,2,4:45.0,C. Lee misses 3-pt jump shot from 26 ft,,43,32
163,2,4:44.0,,Defensive rebound by A. Drummond,43,32
164,2,4:27.0,,T. Prince misses 2-pt hook shot from 6 ft,43,32
165,2,4:27.0,Defensive rebound by Team,,43,32
166,2,4:27.0,,Loose ball foul by A. Drummond (drawn by M. Gasol),43,32
167,2,4:27.0,M. Gasol makes free throw 1 of 2,,44,32
168,2,4:27.0,M. Gasol makes free throw 2 of 2,,45,32
169,2,4:13.0,,K. Caldwell-Pope makes 2-pt dunk at rim (assist by R. Jackson),45,34
170,2,3:52.0,B. Udrih makes 3-pt jump shot from 23 ft (assist by M. Gasol),,48,34
171,2,3:29.0,,R. Jackson makes 2-pt layup at rim (assist by A. Drummond),48,36
172,2,3:15.0,Shooting foul by R. Jackson (drawn by B. Udrih),,48,36
173,2,3:15.0,B. Udrih makes free throw 1 of 2,,49,36
174,2,3:15.0,,A. Tolliver enters the game for S. Williams,49,36
175,2,3:15.0,,C. Butler enters the game for T. Prince,49,36
176,2,3:15.0,T. Allen enters the game for J. Green,,49,36
177,2,3:15.0,B. Udrih makes free throw 2 of 2,,50,36
178,2,3:03.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),50,38
179,2,2:41.0,M. Gasol misses 2-pt hook shot from 5 ft,,50,38
180,2,2:39.0,,Defensive rebound by A. Drummond,50,38
181,2,2:33.0,,R. Jackson misses 3-pt jump shot from 26 ft,50,38
182,2,2:32.0,Defensive rebound by C. Lee,,50,38
183,2,2:21.0,C. Lee misses 3-pt jump shot from 26 ft,,50,38
184,2,2:20.0,,Defensive rebound by A. Tolliver,50,38
185,2,2:11.0,,A. Tolliver misses 3-pt jump shot from 26 ft,50,38
186,2,2:11.0,Defensive rebound by Team,,50,38
187,2,2:11.0,Personal foul by A. Drummond (drawn by M. Gasol),,50,38
188,2,2:11.0,Official timeout,,50,38
189,2,2:11.0,N. Calathes enters the game for B. Udrih,,50,38
190,2,2:11.0,,J. Anthony enters the game for A. Drummond,50,38
191,2,2:11.0,M. Gasol makes free throw 1 of 2,,51,38
192,2,2:11.0,M. Gasol makes free throw 2 of 2,,52,38
193,2,1:47.0,,R. Jackson misses 3-pt jump shot from 23 ft,52,38
194,2,1:46.0,Defensive rebound by Z. Randolph,,52,38
195,2,1:21.0,N. Calathes misses 3-pt jump shot from 25 ft,,52,38
196,2,1:21.0,Offensive rebound by Team,,52,38
197,2,1:21.0,Turnover by Team (shot clock),,52,38
198,2,1:08.0,,A. Tolliver misses 3-pt jump shot from 23 ft,52,38
199,2,1:07.0,Defensive rebound by M. Gasol,,52,38
200,2,0:56.0,Z. Randolph misses 2-pt jump shot from 4 ft,,52,38
201,2,0:56.0,,Defensive rebound by A. Tolliver,52,38
202,2,0:56.0,,Personal foul by Z. Randolph (drawn by A. Tolliver),52,38
203,2,0:56.0,,A. Tolliver misses free throw 1 of 2,52,38
204,2,0:56.0,,Offensive rebound by Team,52,38
205,2,0:56.0,,S. Dinwiddie enters the game for R. Jackson,52,38
206,2,0:56.0,,A. Tolliver makes free throw 2 of 2,52,39
207,2,0:43.0,Turnover by N. Calathes (bad pass),,52,39
208,2,0:22.0,,Detroit full timeout,52,39
209,2,0:17.0,,A. Tolliver misses 2-pt jump shot from 20 ft,52,39
210,2,0:15.0,Defensive rebound by M. Gasol,,52,39
211,2,0:10.0,Memphis full timeout,,52,39
212,2,0:10.0,V. Carter enters the game for T. Allen,,52,39
213,2,0:10.0,B. Udrih enters the game for N. Calathes,,52,39
214,2,0:05.0,Z. Randolph makes 2-pt layup from 1 ft (assist by M. Gasol),,54,39
215,2,0:01.0,,S. Dinwiddie misses 2-pt jump shot from 10 ft,54,39
216,2,0:00.0,,Offensive rebound by Team,54,39
217,3,11:50.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by R. Jackson),54,41
218,3,11:32.0,J. Green misses 2-pt jump shot from 17 ft,,54,41
219,3,11:31.0,,Defensive rebound by A. Drummond,54,41
220,3,11:12.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by R. Jackson),54,44
221,3,10:49.0,J. Green misses 2-pt hook shot from 5 ft,,54,44
222,3,10:48.0,,Defensive rebound by A. Drummond,54,44
223,3,10:42.0,,K. Caldwell-Pope makes 2-pt jump shot from 21 ft (assist by R. Jackson),54,46
224,3,10:19.0,J. Green makes 2-pt hook shot from 5 ft (assist by Z. Randolph),,56,46
225,3,9:49.0,,R. Jackson misses 2-pt jump shot from 15 ft,56,46
226,3,9:48.0,,Offensive rebound by A. Drummond,56,46
227,3,9:42.0,,C. Butler makes 3-pt jump shot from 25 ft (assist by R. Jackson),56,49
228,3,9:29.0,Z. Randolph makes 2-pt layup at rim (assist by M. Gasol),,58,49
229,3,9:19.0,,A. Tolliver makes 3-pt jump shot from 27 ft (assist by R. Jackson),58,52
230,3,8:58.0,J. Green makes 3-pt jump shot from 25 ft (assist by B. Udrih),,61,52
231,3,8:47.0,,R. Jackson misses 2-pt jump shot from 5 ft (block by B. Udrih),61,52
232,3,8:46.0,Defensive rebound by B. Udrih,,61,52
233,3,8:32.0,C. Lee makes 2-pt jump shot from 18 ft,,63,52
234,3,8:19.0,,K. Caldwell-Pope makes 2-pt layup at rim,63,54
235,3,8:19.0,,Shooting foul by M. Gasol (drawn by K. Caldwell-Pope),63,54
236,3,8:19.0,,K. Caldwell-Pope makes free throw 1 of 1,63,55
237,3,8:04.0,C. Lee makes 2-pt jump shot from 18 ft (assist by M. Gasol),,65,55
238,3,7:53.0,,Personal foul by B. Udrih (drawn by R. Jackson),65,55
239,3,7:45.0,,A. Tolliver misses 3-pt jump shot from 25 ft,65,55
240,3,7:44.0,Defensive rebound by J. Green,,65,55
241,3,7:37.0,Personal foul by A. Tolliver (drawn by Z. Randolph),,65,55
242,3,7:26.0,M. Gasol misses 2-pt jump shot from 18 ft,,65,55
243,3,7:25.0,Offensive rebound by J. Green,,65,55
244,3,7:16.0,Turnover by Z. Randolph (bad pass; steal by A. Drummond),,65,55
245,3,7:07.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,65,55
246,3,7:07.0,Defensive rebound by Team,,65,55
247,3,7:07.0,,Loose ball foul by A. Drummond (drawn by M. Gasol),65,55
248,3,6:54.0,M. Gasol makes 2-pt jump shot from 17 ft (assist by B. Udrih),,67,55
249,3,6:33.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by C. Butler),67,57
250,3,6:04.0,C. Lee misses 3-pt jump shot from 26 ft,,67,57
251,3,6:03.0,Offensive rebound by M. Gasol,,67,57
252,3,5:57.0,Personal foul by C. Butler (drawn by M. Gasol),,67,57
253,3,5:57.0,,Detroit full timeout,67,57
254,3,5:57.0,T. Allen enters the game for J. Green,,67,57
255,3,5:47.0,M. Gasol makes 2-pt jump shot from 7 ft (assist by B. Udrih),,69,57
256,3,5:30.0,,R. Jackson makes 2-pt layup from 1 ft,69,59
257,3,5:14.0,B. Udrih makes 2-pt layup from 1 ft (assist by M. Gasol),,71,59
258,3,5:02.0,,Shooting foul by M. Gasol (drawn by K. Caldwell-Pope),71,59
259,3,5:02.0,,K. Caldwell-Pope makes free throw 1 of 2,71,60
260,3,5:02.0,,K. Caldwell-Pope misses free throw 2 of 2,71,60
261,3,5:01.0,Defensive rebound by Z. Randolph,,71,60
262,3,4:42.0,Z. Randolph misses 2-pt jump shot from 16 ft,,71,60
263,3,4:41.0,Offensive rebound by T. Allen,,71,60
264,3,4:40.0,T. Allen makes 2-pt layup at rim,,73,60
265,3,4:27.0,,Turnover by A. Tolliver (bad pass; steal by M. Gasol),73,60
266,3,4:15.0,Turnover by T. Allen (bad pass),,73,60
267,3,4:00.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by R. Jackson),73,63
268,3,3:25.0,C. Lee misses 2-pt jump shot from 18 ft,,73,63
269,3,3:25.0,Offensive rebound by Team,,73,63
270,3,3:25.0,Turnover by Team (shot clock),,73,63
271,3,3:25.0,N. Calathes enters the game for B. Udrih,,73,63
272,3,3:06.0,,A. Drummond misses 2-pt jump shot from 4 ft,73,63
273,3,3:05.0,Defensive rebound by M. Gasol,,73,63
274,3,2:59.0,Turnover by N. Calathes (bad pass; steal by A. Tolliver),,73,63
275,3,2:52.0,,K. Caldwell-Pope makes 2-pt layup at rim,73,65
276,3,2:27.0,Turnover by N. Calathes (offensive foul),,73,65
277,3,2:27.0,,Offensive charge foul by N. Calathes (drawn by A. Tolliver),73,65
278,3,2:27.0,Memphis full timeout,,73,65
279,3,2:27.0,V. Carter enters the game for M. Gasol,,73,65
280,3,2:27.0,K. Koufos enters the game for C. Lee,,73,65
281,3,2:11.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by R. Jackson),73,67
282,3,1:54.0,Z. Randolph misses 2-pt jump shot from 5 ft (block by A. Drummond),,73,67
283,3,1:52.0,,Defensive rebound by A. Tolliver,73,67
284,3,1:47.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft,73,70
285,3,1:25.0,Turnover by N. Calathes (traveling),,73,70
286,3,1:12.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by R. Jackson),73,73
287,3,0:59.0,Memphis full timeout,,73,73
288,3,0:52.0,V. Carter makes 3-pt jump shot from 22 ft (assist by K. Koufos),,76,73
289,3,0:38.0,,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),76,75
290,3,0:30.0,N. Calathes misses 2-pt jump shot from 5 ft,,76,75
291,3,0:29.0,Offensive rebound by Z. Randolph,,76,75
292,3,0:27.0,Z. Randolph misses 2-pt layup at rim (block by A. Drummond),,76,75
293,3,0:26.0,,Defensive rebound by C. Butler,76,75
294,3,0:18.0,,A. Tolliver misses 3-pt jump shot from 24 ft,76,75
295,3,0:17.0,,Offensive rebound by A. Drummond,76,75
296,3,0:01.0,,R. Jackson misses 2-pt jump shot from 5 ft,76,75
297,3,0:01.0,Defensive rebound by T. Allen,,76,75
298,4,11:52.0,Personal foul by S. Williams (drawn by K. Koufos),,76,75
299,4,11:42.0,T. Allen misses 2-pt layup at rim,,76,75
300,4,11:41.0,,Defensive rebound by S. Williams,76,75
301,4,11:37.0,,Personal foul by N. Calathes (drawn by S. Williams),76,75
302,4,11:20.0,,R. Jackson makes 2-pt jump shot from 18 ft,76,77
303,4,11:02.0,Turnover by T. Allen (bad pass),,76,77
304,4,11:02.0,,J. Meeks enters the game for K. Caldwell-Pope,76,77
305,4,10:48.0,,Personal foul by N. Calathes (drawn by R. Jackson),76,77
306,4,10:34.0,,Turnover by T. Prince (lost ball; steal by T. Allen),76,77
307,4,10:30.0,Shooting foul by S. Williams (drawn by J. Green),,76,77
308,4,10:30.0,J. Green makes free throw 1 of 2,,77,77
309,4,10:30.0,,S. Dinwiddie enters the game for R. Jackson,77,77
310,4,10:30.0,J. Green makes free throw 2 of 2,,78,77
311,4,10:11.0,,A. Drummond misses 2-pt hook shot from 6 ft,78,77
312,4,10:10.0,,Offensive rebound by A. Drummond,78,77
313,4,10:10.0,,Shooting foul by V. Carter (drawn by A. Drummond),78,77
314,4,10:10.0,,A. Drummond misses free throw 1 of 2,78,77
315,4,10:10.0,,Offensive rebound by Team,78,77
316,4,10:10.0,,A. Drummond makes free throw 2 of 2,78,78
317,4,9:57.0,N. Calathes misses 2-pt layup from 1 ft (block by A. Drummond),,78,78
318,4,9:55.0,Offensive rebound by K. Koufos,,78,78
319,4,9:53.0,,Offensive charge foul by K. Koufos (drawn by S. Dinwiddie),78,78
320,4,9:53.0,Turnover by K. Koufos (offensive foul),,78,78
321,4,9:29.0,,S. Dinwiddie makes 2-pt jump shot from 17 ft,78,80
322,4,9:10.0,J. Green makes 2-pt jump shot from 21 ft (assist by V. Carter),,80,80
323,4,8:54.0,,S. Williams misses 3-pt jump shot from 26 ft,80,80
324,4,8:53.0,,Offensive rebound by A. Drummond,80,80
325,4,8:53.0,,Shooting foul by K. Koufos (drawn by A. Drummond),80,80
326,4,8:53.0,Official timeout,,80,80
327,4,8:53.0,B. Udrih enters the game for N. Calathes,,80,80
328,4,8:53.0,,A. Drummond misses free throw 1 of 2,80,80
329,4,8:53.0,,Offensive rebound by Team,80,80
330,4,8:53.0,,A. Drummond makes free throw 2 of 2,80,81
331,4,8:38.0,V. Carter misses 3-pt jump shot from 25 ft,,80,81
332,4,8:37.0,,Defensive rebound by S. Dinwiddie,80,81
333,4,8:28.0,,J. Meeks misses 3-pt jump shot from 25 ft,80,81
334,4,8:27.0,Defensive rebound by V. Carter,,80,81
335,4,8:15.0,J. Green makes 2-pt layup from 1 ft (assist by B. Udrih),,82,81
336,4,7:56.0,,Turnover by T. Prince (bad pass; steal by T. Allen),82,81
337,4,7:48.0,K. Koufos makes 2-pt layup at rim (assist by B. Udrih),,84,81
338,4,7:31.0,,S. Dinwiddie makes 3-pt jump shot from 26 ft,84,84
339,4,7:14.0,J. Green misses 2-pt jump shot from 18 ft,,84,84
340,4,7:13.0,Offensive rebound by K. Koufos,,84,84
341,4,7:13.0,,J. Anthony enters the game for A. Drummond,84,84
342,4,7:08.0,V. Carter misses 2-pt jump shot from 18 ft,,84,84
343,4,7:06.0,Offensive rebound by K. Koufos,,84,84
344,4,6:49.0,V. Carter makes 3-pt jump shot from 26 ft (assist by K. Koufos),,87,84
345,4,6:35.0,,J. Meeks makes 3-pt jump shot from 26 ft (assist by S. Williams),87,87
346,4,6:35.0,,Shooting foul by V. Carter (drawn by J. Meeks),87,87
347,4,6:35.0,,J. Meeks makes free throw 1 of 1,87,88
348,4,6:17.0,T. Allen misses 2-pt layup at rim,,87,88
349,4,6:16.0,,Defensive rebound by J. Meeks,87,88
350,4,6:07.0,,S. Williams misses 3-pt jump shot from 25 ft,87,88
351,4,6:06.0,Defensive rebound by V. Carter,,87,88
352,4,5:54.0,K. Koufos misses 2-pt layup at rim,,87,88
353,4,5:53.0,,Defensive rebound by S. Dinwiddie,87,88
354,4,5:47.0,,S. Dinwiddie misses 2-pt jump shot from 5 ft,87,88
355,4,5:47.0,Defensive rebound by J. Green,,87,88
356,4,5:47.0,Turnover by J. Green (step out of bounds),,87,88
357,4,5:47.0,,Detroit full timeout,87,88
358,4,5:47.0,Technical foul by V. Carter,,87,88
359,4,5:47.0,M. Gasol enters the game for T. Allen,,87,88
360,4,5:47.0,Z. Randolph enters the game for K. Koufos,,87,88
361,4,5:47.0,,J. Meeks misses technical free throw,87,88
362,4,5:47.0,,Offensive rebound by Team,87,88
363,4,5:42.0,,S. Williams misses 2-pt jump shot from 17 ft,87,88
364,4,5:41.0,Defensive rebound by V. Carter,,87,88
365,4,5:21.0,V. Carter misses 2-pt jump shot from 7 ft,,87,88
366,4,5:21.0,Offensive rebound by Team,,87,88
367,4,5:21.0,,R. Jackson enters the game for S. Dinwiddie,87,88
368,4,5:21.0,,K. Caldwell-Pope enters the game for J. Meeks,87,88
369,4,5:09.0,J. Green makes 3-pt jump shot from 23 ft (assist by M. Gasol),,90,88
370,4,4:57.0,,R. Jackson makes 2-pt jump shot from 6 ft,90,90
371,4,4:57.0,,Shooting foul by B. Udrih (drawn by R. Jackson),90,90
372,4,4:57.0,,A. Drummond enters the game for J. Anthony,90,90
373,4,4:57.0,,A. Tolliver enters the game for S. Williams,90,90
374,4,4:57.0,T. Allen enters the game for V. Carter,,90,90
375,4,4:57.0,,R. Jackson makes free throw 1 of 1,90,91
376,4,4:38.0,Z. Randolph misses 2-pt jump shot from 4 ft,,90,91
377,4,4:36.0,,Defensive rebound by A. Tolliver,90,91
378,4,4:15.0,,T. Prince makes 2-pt jump shot from 19 ft (assist by R. Jackson),90,93
379,4,4:00.0,Offensive foul by Z. Randolph (drawn by A. Tolliver),,90,93
380,4,4:00.0,Turnover by Z. Randolph (offensive foul),,90,93
381,4,4:00.0,Violation by Team (delay of game),,90,93
