,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ATLANTA_ACTION,CHARLOTTE_SCORE,ATLANTA_SCORE
0,1,11:44.0,,D. Carroll misses 2-pt jump shot from 20 ft,0,0
1,1,11:40.0,Defensive rebound by G. Henderson,,0,0
2,1,11:30.0,M. Williams misses 2-pt jump shot from 21 ft,,0,0
3,1,11:29.0,,Defensive rebound by A. Horford,0,0
4,1,11:16.0,,Turnover by M. Muscala (traveling),0,0
5,1,10:58.0,Turnover by K. Walker (bad pass),,0,0
6,1,10:49.0,,K. Korver makes 2-pt jump shot from 15 ft (assist by D. Carroll),0,2
7,1,10:34.0,Shooting foul by D. Carroll (drawn by G. Henderson),,0,2
8,1,10:34.0,G. Henderson misses free throw 1 of 2,,0,2
9,1,10:34.0,Offensive rebound by Team,,0,2
10,1,10:34.0,G. Henderson makes free throw 2 of 2,,1,2
11,1,10:15.0,,A. Horford misses 2-pt jump shot from 8 ft (block by G. Henderson),1,2
12,1,10:13.0,,Offensive rebound by D. Carroll,1,2
13,1,10:06.0,,K. Korver misses 2-pt jump shot from 9 ft,1,2
14,1,10:05.0,,Offensive rebound by M. Muscala,1,2
15,1,10:05.0,,M. Muscala makes 2-pt tip-in at rim,1,4
16,1,9:54.0,M. Williams misses 3-pt jump shot from 24 ft,,1,4
17,1,9:53.0,,Defensive rebound by D. Carroll,1,4
18,1,9:41.0,,A. Horford misses 2-pt layup from 2 ft,1,4
19,1,9:39.0,,Offensive rebound by M. Muscala,1,4
20,1,9:28.0,,D. Carroll makes 2-pt layup from 1 ft (assist by J. Teague),1,6
21,1,9:04.0,G. Henderson misses 3-pt jump shot from 23 ft,,1,6
22,1,9:03.0,,Defensive rebound by J. Teague,1,6
23,1,8:59.0,,J. Teague misses 3-pt jump shot from 24 ft,1,6
24,1,8:56.0,Defensive rebound by K. Walker,,1,6
25,1,8:42.0,Charlotte full timeout,,1,6
26,1,8:39.0,G. Henderson misses 2-pt jump shot from 5 ft (block by A. Horford),,1,6
27,1,8:39.0,,Defensive rebound by Team,1,6
28,1,8:35.0,,Turnover by J. Teague (bad pass; steal by M. Williams),1,6
29,1,8:23.0,G. Henderson misses 2-pt layup from 1 ft,,1,6
30,1,8:22.0,Offensive rebound by B. Biyombo,,1,6
31,1,8:19.0,J. Taylor misses 3-pt jump shot from 22 ft,,1,6
32,1,8:18.0,,Defensive rebound by K. Korver,1,6
33,1,8:06.0,,A. Horford misses 2-pt jump shot from 19 ft,1,6
34,1,8:05.0,Defensive rebound by J. Taylor,,1,6
35,1,7:47.0,G. Henderson makes 2-pt jump shot from 16 ft,,3,6
36,1,7:37.0,,Turnover by J. Teague (bad pass; steal by J. Taylor),3,6
37,1,7:30.0,K. Walker makes 2-pt jump shot from 8 ft,,5,6
38,1,7:15.0,,A. Horford makes 2-pt jump shot from 20 ft (assist by J. Teague),5,8
39,1,6:51.0,M. Williams misses 3-pt jump shot from 24 ft,,5,8
40,1,6:50.0,,Defensive rebound by A. Horford,5,8
41,1,6:42.0,,Shooting foul by B. Biyombo (drawn by D. Carroll),5,8
42,1,6:42.0,,D. Carroll makes free throw 1 of 2,5,9
43,1,6:42.0,,M. Scott enters the game for M. Muscala,5,9
44,1,6:42.0,,D. Carroll misses free throw 2 of 2,5,9
45,1,6:41.0,Defensive rebound by M. Williams,,5,9
46,1,6:27.0,J. Taylor misses 3-pt jump shot from 24 ft,,5,9
47,1,6:26.0,,Defensive rebound by D. Carroll,5,9
48,1,6:03.0,G. Henderson makes 2-pt jump shot from 20 ft (assist by K. Walker),,7,9
49,1,5:51.0,,J. Teague misses 2-pt jump shot from 21 ft,7,9
50,1,5:49.0,Defensive rebound by M. Williams,,7,9
51,1,5:33.0,Turnover by K. Walker (bad pass; steal by D. Carroll),,7,9
52,1,5:23.0,,Atlanta full timeout,7,9
53,1,5:23.0,N. Vonleh enters the game for M. Williams,,7,9
54,1,5:12.0,,K. Korver misses 3-pt jump shot from 24 ft,7,9
