,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PHOENIX_ACTION,LA LAKERS_SCORE,PHOENIX_SCORE
203,2,2:58.0,J. Hill misses 2-pt jump shot from 17 ft,,46,44
204,2,2:56.0,,Defensive rebound by E. Bledsoe,46,44
205,2,2:45.0,,G. Dragić misses 3-pt jump shot from 24 ft,46,44
206,2,2:43.0,Defensive rebound by J. Hill,,46,44
207,2,2:39.0,Shooting foul by G. Dragić (drawn by E. Davis),,46,44
208,2,2:39.0,LA Lakers full timeout,,46,44
209,2,2:39.0,,I. Thomas enters the game for M. Morris,46,44
210,2,2:39.0,E. Davis makes free throw 1 of 2,,47,44
211,2,2:39.0,E. Davis makes free throw 2 of 2,,48,44
212,2,2:19.0,,P. Tucker misses 2-pt jump shot from 15 ft,48,44
213,2,2:17.0,,Offensive rebound by A. Len,48,44
214,2,2:13.0,,I. Thomas makes 2-pt jump shot from 6 ft,48,46
215,2,1:52.0,Turnover by W. Johnson (lost ball; steal by P. Tucker),,48,46
216,2,1:49.0,,Turnover by I. Thomas (bad pass; steal by J. Lin),48,46
217,2,1:44.0,W. Ellington makes 2-pt jump shot from 19 ft (assist by W. Johnson),,50,46
218,2,1:29.0,,G. Dragić makes 2-pt jump shot from 7 ft,50,48
219,2,1:09.0,J. Hill misses 2-pt jump shot from 21 ft,,50,48
220,2,1:07.0,Offensive rebound by W. Johnson,,50,48
221,2,1:05.0,Shooting block foul by P. Tucker (drawn by J. Hill),,50,48
222,2,1:05.0,J. Hill makes free throw 1 of 2,,51,48
223,2,1:05.0,J. Hill misses free throw 2 of 2,,51,48
224,2,1:04.0,,Defensive rebound by E. Bledsoe,51,48
225,2,0:53.0,,Turnover by E. Bledsoe (discontinued dribble),51,48
226,2,0:36.0,J. Lin misses 2-pt jump shot from 3 ft (block by A. Len),,51,48
227,2,0:33.0,,Defensive rebound by E. Bledsoe,51,48
228,2,0:32.0,,Personal foul by J. Lin (drawn by E. Bledsoe),51,48
229,2,0:32.0,,Phoenix full timeout,51,48
230,2,0:32.0,J. Clarkson enters the game for J. Lin,,51,48
231,2,0:30.0,,I. Thomas makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),51,51
232,2,0:08.0,J. Hill misses 2-pt jump shot from 4 ft,,51,51
233,2,0:06.0,,Defensive rebound by A. Len,51,51
234,2,0:04.0,,Turnover by A. Len (bad pass; steal by E. Davis),51,51
235,2,0:02.0,E. Davis misses 2-pt jump shot from 12 ft,,51,51
236,2,0:01.0,,Defensive rebound by P. Tucker,51,51
237,2,0:00.0,,I. Thomas misses 3-pt jump shot from 38 ft,51,51
238,2,0:00.0,,Offensive rebound by Team,51,51
239,3,11:35.0,,G. Dragić makes 2-pt jump shot from 15 ft,51,53
240,3,11:17.0,W. Johnson misses 2-pt jump shot from 11 ft (block by M. Morris),,51,53
241,3,11:15.0,,Defensive rebound by P. Tucker,51,53
242,3,11:11.0,,E. Bledsoe misses 2-pt jump shot from 19 ft (block by E. Davis),51,53
243,3,11:08.0,,Offensive rebound by E. Bledsoe,51,53
244,3,11:07.0,,A. Len makes 2-pt jump shot from 7 ft (assist by E. Bledsoe),51,55
245,3,10:44.0,W. Ellington misses 2-pt jump shot from 17 ft,,51,55
246,3,10:43.0,Offensive rebound by E. Davis,,51,55
247,3,10:41.0,E. Davis misses 2-pt layup at rim,,51,55
248,3,10:39.0,,Defensive rebound by A. Len,51,55
249,3,10:30.0,,A. Len misses 2-pt jump shot from 16 ft,51,55
250,3,10:29.0,Defensive rebound by J. Lin,,51,55
251,3,10:11.0,J. Hill makes 2-pt layup from 2 ft (assist by J. Lin),,53,55
252,3,10:11.0,Shooting foul by E. Bledsoe (drawn by J. Hill),,53,55
253,3,10:11.0,J. Hill makes free throw 1 of 1,,54,55
254,3,9:59.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by G. Dragić),54,58
255,3,9:40.0,W. Johnson makes 2-pt jump shot from 19 ft (assist by J. Hill),,56,58
256,3,9:26.0,,P. Tucker misses 3-pt jump shot from 23 ft,56,58
257,3,9:24.0,Defensive rebound by J. Hill,,56,58
258,3,9:17.0,Turnover by J. Lin (bad pass; steal by E. Bledsoe),,56,58
259,3,9:12.0,,G. Dragić makes 2-pt layup from 1 ft (assist by E. Bledsoe),56,60
260,3,8:57.0,W. Johnson makes 2-pt jump shot from 20 ft (assist by J. Lin),,58,60
261,3,8:47.0,,Turnover by G. Dragić (bad pass; steal by E. Davis),58,60
262,3,8:43.0,J. Lin makes 2-pt layup from 1 ft (assist by E. Davis),,60,60
263,3,8:23.0,,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by G. Dragić),60,63
264,3,8:08.0,Shooting block foul by M. Morris (drawn by J. Lin),,60,63
265,3,8:08.0,J. Lin misses free throw 1 of 2,,60,63
266,3,8:08.0,Offensive rebound by Team,,60,63
267,3,8:08.0,J. Lin makes free throw 2 of 2,,61,63
268,3,7:57.0,,E. Bledsoe makes 2-pt layup from 1 ft,61,65
269,3,7:40.0,W. Ellington misses 2-pt jump shot from 18 ft,,61,65
270,3,7:38.0,,Defensive rebound by M. Morris,61,65
271,3,7:21.0,,P. Tucker makes 2-pt layup from 2 ft (assist by M. Morris),61,67
272,3,7:05.0,E. Davis makes 2-pt dunk at rim (assist by J. Lin),,63,67
273,3,6:46.0,,M. Morris misses 3-pt jump shot from 24 ft,63,67
274,3,6:44.0,Defensive rebound by J. Lin,,63,67
275,3,6:38.0,Shooting foul by G. Dragić (drawn by W. Ellington),,63,67
276,3,6:38.0,W. Ellington makes free throw 1 of 2,,64,67
277,3,6:38.0,W. Ellington makes free throw 2 of 2,,65,67
278,3,6:25.0,,M. Morris makes 2-pt dunk at rim (assist by E. Bledsoe),65,69
279,3,6:09.0,J. Hill misses 2-pt jump shot from 18 ft,,65,69
280,3,6:07.0,,Defensive rebound by G. Dragić,65,69
281,3,6:02.0,,P. Tucker makes 2-pt layup from 1 ft (assist by G. Dragić),65,71
282,3,5:39.0,J. Lin misses 3-pt jump shot from 23 ft,,65,71
283,3,5:37.0,,Defensive rebound by G. Dragić,65,71
284,3,5:31.0,,M. Morris misses 2-pt layup from 2 ft,65,71
285,3,5:28.0,Defensive rebound by J. Hill,,65,71
286,3,5:22.0,Turnover by J. Hill (bad pass; steal by P. Tucker),,65,71
287,3,5:19.0,,Turnover by G. Dragić (lost ball; steal by J. Lin),65,71
288,3,5:16.0,Turnover by J. Lin (bad pass; steal by M. Morris),,65,71
289,3,5:09.0,,E. Bledsoe misses 2-pt jump shot from 18 ft,65,71
290,3,5:06.0,Defensive rebound by J. Hill,,65,71
291,3,4:52.0,E. Davis makes 2-pt dunk at rim (assist by W. Johnson),,67,71
292,3,4:45.0,,Phoenix full timeout,67,71
293,3,4:45.0,,B. Wright enters the game for A. Len,67,71
294,3,4:39.0,,M. Morris makes 2-pt jump shot from 13 ft (assist by E. Bledsoe),67,73
295,3,4:19.0,W. Johnson makes 2-pt jump shot from 19 ft (assist by J. Hill),,69,73
296,3,4:05.0,,B. Wright misses 2-pt jump shot from 7 ft,69,73
297,3,4:03.0,Defensive rebound by W. Ellington,,69,73
298,3,4:01.0,Turnover by W. Ellington (lost ball; steal by E. Bledsoe),,69,73
299,3,3:58.0,,E. Bledsoe makes 2-pt layup at rim,69,75
300,3,3:58.0,,Shooting foul by J. Hill (drawn by E. Bledsoe),69,75
301,3,3:58.0,T. Black enters the game for E. Davis,,69,75
302,3,3:58.0,C. Boozer enters the game for J. Hill,,69,75
303,3,3:58.0,,I. Thomas enters the game for G. Dragić,69,75
304,3,3:58.0,,E. Bledsoe makes free throw 1 of 1,69,76
305,3,3:44.0,J. Lin makes 2-pt layup from 2 ft,,71,76
306,3,3:25.0,,Turnover by M. Morris (lost ball),71,76
307,3,3:25.0,,M. Morris enters the game for P. Tucker,71,76
308,3,3:25.0,N. Young enters the game for W. Ellington,,71,76
309,3,3:06.0,Turnover by W. Johnson (bad pass; steal by I. Thomas),,71,76
310,3,3:03.0,,I. Thomas makes 2-pt layup from 1 ft,71,78
311,3,2:46.0,N. Young makes 2-pt jump shot from 17 ft (assist by J. Lin),,73,78
312,3,2:36.0,,Shooting foul by T. Black (drawn by E. Bledsoe),73,78
313,3,2:36.0,LA Lakers full timeout,,73,78
314,3,2:36.0,J. Clarkson enters the game for J. Lin,,73,78
315,3,2:36.0,,G. Green enters the game for M. Morris,73,78
316,3,2:36.0,,E. Bledsoe makes free throw 1 of 2,73,79
317,3,2:36.0,,E. Bledsoe misses free throw 2 of 2,73,79
318,3,2:35.0,Defensive rebound by J. Clarkson,,73,79
319,3,2:17.0,W. Johnson misses 2-pt jump shot from 22 ft,,73,79
320,3,2:15.0,,Defensive rebound by M. Morris,73,79
321,3,2:02.0,,B. Wright makes 2-pt dunk at rim (assist by I. Thomas),73,81
322,3,1:38.0,C. Boozer makes 2-pt layup at rim,,75,81
323,3,1:29.0,,Turnover by I. Thomas (back court),75,81
324,3,1:19.0,N. Young misses 2-pt jump shot from 4 ft (block by B. Wright),,75,81
325,3,1:17.0,,Defensive rebound by M. Morris,75,81
326,3,1:11.0,,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by I. Thomas),75,84
327,3,0:55.0,Turnover by T. Black (bad pass; steal by I. Thomas),,75,84
328,3,0:50.0,,Personal foul by T. Black (drawn by E. Bledsoe),75,84
329,3,0:42.0,,Shooting foul by T. Black (drawn by M. Morris),75,84
330,3,0:42.0,,M. Morris misses free throw 1 of 2,75,84
331,3,0:42.0,,Offensive rebound by Team,75,84
332,3,0:42.0,,M. Morris makes free throw 2 of 2,75,85
333,3,0:27.0,C. Boozer makes 2-pt jump shot from 17 ft (assist by J. Clarkson),,77,85
334,3,0:07.0,,I. Thomas makes 2-pt layup from 1 ft,77,87
335,3,0:03.0,Turnover by W. Johnson (bad pass; steal by I. Thomas),,77,87
336,3,0:01.0,Violation by C. Boozer (kicked ball),,77,87
337,3,0:00.0,,G. Green misses 3-pt jump shot from 23 ft,77,87
338,3,0:00.0,,Offensive rebound by Team,77,87
339,4,11:43.0,Personal foul by G. Green (drawn by T. Black),,77,87
340,4,11:32.0,J. Clarkson misses 2-pt jump shot from 9 ft,,77,87
341,4,11:30.0,,Defensive rebound by I. Thomas,77,87
342,4,11:20.0,,Turnover by I. Thomas (bad pass; steal by C. Boozer),77,87
343,4,11:18.0,Turnover by C. Boozer (kicked ball),,77,87
344,4,11:15.0,,Personal foul by C. Boozer (drawn by B. Wright),77,87
345,4,11:09.0,,G. Green makes 2-pt layup at rim,77,89
346,4,10:50.0,J. Clarkson misses 3-pt jump shot from 24 ft,,77,89
347,4,10:48.0,,Defensive rebound by G. Dragić,77,89
348,4,10:40.0,,M. Morris misses 3-pt jump shot from 25 ft,77,89
349,4,10:38.0,Defensive rebound by C. Boozer,,77,89
350,4,10:15.0,J. Clarkson makes 2-pt jump shot from 21 ft,,79,89
351,4,10:02.0,,G. Green misses 3-pt jump shot from 24 ft (block by R. Kelly),79,89
352,4,10:02.0,,Offensive rebound by Team,79,89
353,4,9:53.0,,I. Thomas makes 2-pt layup from 1 ft,79,91
354,4,9:35.0,Shooting foul by M. Morris (drawn by T. Black),,79,91
355,4,9:35.0,,Violation by Team (delay of game),79,91
356,4,9:35.0,T. Black misses free throw 1 of 2,,79,91
357,4,9:35.0,Offensive rebound by Team,,79,91
358,4,9:35.0,T. Black makes free throw 2 of 2,,80,91
359,4,9:23.0,,Shooting foul by T. Black (drawn by I. Thomas),80,91
360,4,9:23.0,,I. Thomas makes free throw 1 of 2,80,92
361,4,9:23.0,,I. Thomas makes free throw 2 of 2,80,93
362,4,9:15.0,Personal foul by I. Thomas (drawn by J. Clarkson),,80,93
363,4,9:07.0,C. Boozer misses 2-pt jump shot from 17 ft,,80,93
364,4,9:07.0,Offensive rebound by Team,,80,93
365,4,9:07.0,Personal foul by B. Wright (drawn by T. Black),,80,93
366,4,9:03.0,J. Clarkson misses 2-pt jump shot from 9 ft (block by M. Morris),,80,93
367,4,9:02.0,,Defensive rebound by B. Wright,80,93
368,4,9:02.0,,Personal foul by C. Boozer (drawn by B. Wright),80,93
369,4,8:50.0,,M. Morris misses 3-pt jump shot from 23 ft,80,93
370,4,8:47.0,,Offensive rebound by B. Wright,80,93
371,4,8:40.0,,G. Dragić misses 2-pt jump shot from 14 ft,80,93
372,4,8:38.0,,Offensive rebound by G. Dragić,80,93
373,4,8:31.0,,G. Green misses 2-pt jump shot from 15 ft,80,93
374,4,8:28.0,Defensive rebound by C. Boozer,,80,93
375,4,8:16.0,N. Young misses 2-pt jump shot from 19 ft,,80,93
376,4,8:12.0,Offensive rebound by T. Black,,80,93
377,4,8:11.0,T. Black makes 2-pt layup from 1 ft,,82,93
378,4,8:03.0,,G. Green makes 3-pt jump shot from 24 ft,82,96
379,4,7:45.0,Turnover by J. Clarkson (bad pass; steal by I. Thomas),,82,96
380,4,7:37.0,,G. Green makes 3-pt jump shot from 23 ft (assist by G. Dragić),82,99
381,4,7:36.0,LA Lakers full timeout,,82,99
382,4,7:36.0,J. Lin enters the game for J. Clarkson,,82,99
383,4,7:20.0,Personal foul by G. Dragić (drawn by N. Young),,82,99
384,4,7:20.0,N. Young misses free throw 1 of 2,,82,99
385,4,7:20.0,Offensive rebound by Team,,82,99
386,4,7:20.0,N. Young makes free throw 2 of 2,,83,99
387,4,7:11.0,,Turnover by I. Thomas (bad pass; steal by N. Young),83,99
388,4,7:11.0,Turnover by N. Young (step out of bounds),,83,99
389,4,6:58.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by G. Green),83,102
