,QUARTER,TIME_REMAINING,INDIANA_ACTION,SACRAMENTO_ACTION,INDIANA_SCORE,SACRAMENTO_SCORE
57,1,4:27.0,,D. Collison misses 2-pt layup from 2 ft (block by I. Mahinmi),11,20
58,1,4:25.0,,Offensive rebound by R. Hollins,11,20
59,1,4:25.0,,R. Hollins misses 2-pt layup from 3 ft,11,20
60,1,4:24.0,Defensive rebound by D. West,,11,20
61,1,4:11.0,C. Copeland misses 2-pt jump shot from 6 ft (block by R. Hollins),,11,20
62,1,4:09.0,Offensive rebound by C. Copeland,,11,20
63,1,4:08.0,C. Copeland misses 2-pt jump shot from 4 ft,,11,20
64,1,4:07.0,,Defensive rebound by B. McLemore,11,20
65,1,4:03.0,,B. McLemore misses 2-pt jump shot from 3 ft,11,20
66,1,4:02.0,Defensive rebound by D. West,,11,20
67,1,3:54.0,S. Hill misses 3-pt jump shot from 23 ft,,11,20
68,1,3:52.0,,Defensive rebound by J. Thompson,11,20
69,1,3:39.0,,R. Gay makes 2-pt jump shot from 10 ft (assist by R. Hollins),11,22
70,1,3:20.0,Turnover by S. Hill (lost ball; steal by D. Collison),,11,22
71,1,3:17.0,L. Scola enters the game for D. West,,11,22
72,1,3:17.0,D. Rudež enters the game for C. Copeland,,11,22
73,1,3:08.0,,Shooting foul by S. Hill (drawn by R. Gay),11,22
74,1,3:08.0,,R. Gay makes free throw 1 of 2,11,23
75,1,3:08.0,,R. Gay makes free throw 2 of 2,11,24
76,1,2:56.0,Turnover by D. Rudež (lost ball; steal by B. McLemore),,11,24
77,1,2:54.0,,Shooting foul by L. Scola (drawn by B. McLemore),11,24
78,1,2:54.0,,Sacramento full timeout,11,24
79,1,2:54.0,,B. McLemore makes free throw 1 of 2,11,25
80,1,2:54.0,,B. McLemore makes free throw 2 of 2,11,26
81,1,2:34.0,S. Hill makes 2-pt jump shot from 21 ft (assist by L. Scola),,13,26
82,1,2:22.0,,Turnover by R. Gay (lost ball; steal by D. Rudež),13,26
83,1,2:20.0,Shooting foul by R. Hollins (drawn by D. Rudež),,13,26
84,1,2:20.0,D. Rudež misses free throw 1 of 2,,13,26
85,1,2:20.0,Offensive rebound by Team,,13,26
86,1,2:20.0,,O. Casspi enters the game for B. McLemore,13,26
87,1,2:20.0,,N. Stauskas enters the game for R. Gay,13,26
88,1,2:20.0,D. Rudež makes free throw 2 of 2,,14,26
89,1,2:06.0,,D. Collison makes 2-pt layup from 1 ft,14,28
90,1,1:47.0,C. Watson makes 2-pt layup from 1 ft,,16,28
91,1,1:32.0,,D. Collison misses 2-pt jump shot from 18 ft,16,28
92,1,1:31.0,Defensive rebound by I. Mahinmi,,16,28
93,1,1:31.0,Personal foul by O. Casspi (drawn by I. Mahinmi),,16,28
94,1,1:31.0,C. Miles enters the game for S. Hill,,16,28
95,1,1:22.0,Personal foul by J. Thompson (drawn by C. Watson),,16,28
96,1,1:22.0,C. Watson makes free throw 1 of 2,,17,28
97,1,1:22.0,C. Watson makes free throw 2 of 2,,18,28
98,1,1:04.0,,Sacramento full timeout,18,28
99,1,1:04.0,,C. Landry enters the game for R. Hollins,18,28
100,1,0:58.0,,C. Landry makes 2-pt jump shot from 19 ft (assist by D. Collison),18,30
101,1,0:45.0,Turnover by C. Miles (bad pass; steal by D. Collison),,18,30
102,1,0:42.0,,D. Collison makes 2-pt layup from 2 ft,18,32
103,1,0:25.0,I. Mahinmi makes 2-pt dunk at rim,,20,32
104,1,0:03.0,,Shooting foul by L. Scola (drawn by O. Casspi),20,32
105,1,0:03.0,,O. Casspi makes free throw 1 of 2,20,33
106,1,0:03.0,,R. Sessions enters the game for D. Collison,20,33
107,1,0:03.0,C. Copeland enters the game for L. Scola,,20,33
108,1,0:03.0,,D. Williams enters the game for J. Thompson,20,33
109,1,0:03.0,,O. Casspi makes free throw 2 of 2,20,34
110,1,0:00.0,C. Watson misses 3-pt jump shot from 40 ft,,20,34
111,1,0:00.0,Offensive rebound by Team,,20,34
112,2,11:46.0,C. Watson misses 2-pt layup from 1 ft,,20,34
113,2,11:45.0,,Defensive rebound by R. Evans,20,34
114,2,11:33.0,,R. Evans misses 2-pt jump shot from 4 ft,20,34
115,2,11:32.0,Defensive rebound by L. Scola,,20,34
116,2,11:23.0,D. Rudež makes 2-pt jump shot from 19 ft (assist by C. Watson),,22,34
117,2,11:07.0,,N. Stauskas misses 3-pt jump shot from 23 ft,22,34
118,2,11:06.0,,Offensive rebound by Team,22,34
119,2,11:06.0,,Personal foul by D. Rudež (drawn by O. Casspi),22,34
120,2,11:00.0,,Shooting foul by I. Mahinmi (drawn by R. Sessions),22,34
121,2,11:00.0,,R. Sessions makes 2-pt jump shot from 7 ft (assist by R. Evans),22,36
122,2,11:00.0,,R. Sessions misses free throw 1 of 1,22,36
123,2,10:59.0,Defensive rebound by L. Scola,,22,36
124,2,10:42.0,L. Scola misses 2-pt jump shot from 7 ft,,22,36
125,2,10:41.0,,Defensive rebound by R. Sessions,22,36
126,2,10:23.0,,C. Landry misses 2-pt jump shot from 7 ft,22,36
127,2,10:23.0,,Offensive rebound by Team,22,36
128,2,10:23.0,Loose ball foul by I. Mahinmi (drawn by R. Evans),,22,36
129,2,10:19.0,,Turnover by O. Casspi (traveling),22,36
130,2,10:05.0,Shooting foul by C. Landry (drawn by L. Scola),,22,36
131,2,10:05.0,L. Scola makes free throw 1 of 2,,23,36
132,2,10:05.0,L. Scola makes free throw 2 of 2,,24,36
133,2,9:52.0,,R. Sessions misses 2-pt jump shot from 11 ft,24,36
134,2,9:51.0,Defensive rebound by I. Mahinmi,,24,36
135,2,9:39.0,C. Miles misses 2-pt jump shot from 15 ft,,24,36
136,2,9:38.0,,Defensive rebound by R. Evans,24,36
137,2,9:23.0,,O. Casspi misses 3-pt jump shot from 24 ft,24,36
138,2,9:22.0,Defensive rebound by C. Miles,,24,36
139,2,9:12.0,L. Scola misses 2-pt jump shot from 16 ft,,24,36
140,2,9:11.0,,Defensive rebound by O. Casspi,24,36
141,2,9:02.0,,N. Stauskas misses 2-pt jump shot from 17 ft (block by C. Miles),24,36
142,2,9:00.0,Defensive rebound by C. Miles,,24,36
143,2,8:58.0,Shooting foul by N. Stauskas (drawn by C. Miles),,24,36
144,2,8:58.0,Official timeout,,24,36
145,2,8:58.0,C. Miles makes free throw 1 of 2,,25,36
146,2,8:58.0,C. Miles makes free throw 2 of 2,,26,36
147,2,8:38.0,,N. Stauskas misses 3-pt jump shot from 23 ft,26,36
148,2,8:37.0,Defensive rebound by C. Miles,,26,36
149,2,8:24.0,C. Miles misses 3-pt jump shot from 24 ft,,26,36
150,2,8:22.0,Offensive rebound by L. Scola,,26,36
151,2,8:22.0,I. Mahinmi misses 2-pt tip-in from 3 ft,,26,36
152,2,8:20.0,Offensive rebound by L. Scola,,26,36
153,2,8:19.0,L. Scola makes 2-pt layup from 2 ft,,28,36
154,2,8:02.0,,Turnover by R. Evans (bad pass; steal by I. Mahinmi),28,36
155,2,7:58.0,L. Scola misses 2-pt layup from 2 ft,,28,36
156,2,7:57.0,,Defensive rebound by R. Evans,28,36
157,2,7:56.0,,Sacramento full timeout,28,36
158,2,7:56.0,,B. McLemore enters the game for N. Stauskas,28,36
159,2,7:43.0,,C. Landry makes 2-pt jump shot from 10 ft (assist by R. Sessions),28,38
160,2,7:25.0,L. Scola misses 2-pt jump shot from 19 ft,,28,38
161,2,7:24.0,,Defensive rebound by C. Landry,28,38
162,2,7:12.0,,C. Landry makes 2-pt jump shot from 15 ft,28,40
163,2,6:50.0,C. Miles makes 2-pt jump shot from 18 ft (assist by I. Mahinmi),,30,40
164,2,6:31.0,,R. Evans misses 2-pt layup from 3 ft (block by I. Mahinmi),30,40
165,2,6:30.0,Defensive rebound by I. Mahinmi,,30,40
166,2,6:24.0,D. Rudež makes 3-pt jump shot from 23 ft (assist by C. Watson),,33,40
167,2,6:09.0,,Turnover by R. Sessions (bad pass; steal by C. Miles),33,40
168,2,6:05.0,C. Miles makes 2-pt layup from 1 ft,,35,40
169,2,5:45.0,,R. Sessions misses 2-pt jump shot from 12 ft,35,40
170,2,5:45.0,,Offensive rebound by C. Landry,35,40
171,2,5:45.0,,Shooting foul by C. Watson (drawn by C. Landry),35,40
172,2,5:45.0,,C. Landry makes free throw 1 of 2,35,41
173,2,5:45.0,R. Stuckey enters the game for C. Watson,,35,41
174,2,5:45.0,R. Hibbert enters the game for I. Mahinmi,,35,41
175,2,5:45.0,,D. Collison enters the game for O. Casspi,35,41
176,2,5:45.0,,J. Thompson enters the game for R. Sessions,35,41
177,2,5:45.0,,R. Gay enters the game for R. Evans,35,41
178,2,5:45.0,,C. Landry makes free throw 2 of 2,35,42
179,2,5:28.0,D. Rudež makes 3-pt jump shot from 25 ft (assist by R. Stuckey),,38,42
180,2,5:04.0,,R. Gay misses 2-pt jump shot from 13 ft,38,42
181,2,5:03.0,,Offensive rebound by R. Gay,38,42
182,2,5:02.0,,R. Gay misses 2-pt tip-in from 2 ft,38,42
183,2,5:01.0,Defensive rebound by L. Scola,,38,42
184,2,4:56.0,L. Scola makes 2-pt layup from 2 ft (assist by R. Stuckey),,40,42
185,2,4:56.0,,Sacramento full timeout,40,42
186,2,4:40.0,,R. Gay makes 2-pt jump shot from 15 ft,40,44
187,2,4:18.0,L. Scola misses 2-pt jump shot from 6 ft,,40,44
188,2,4:17.0,,Defensive rebound by J. Thompson,40,44
189,2,3:58.0,,J. Thompson makes 2-pt jump shot from 5 ft (assist by D. Collison),40,46
190,2,3:38.0,R. Hibbert misses 2-pt jump shot from 15 ft,,40,46
191,2,3:38.0,Offensive rebound by L. Scola,,40,46
192,2,3:38.0,L. Scola makes 2-pt jump shot from 6 ft,,42,46
193,2,3:38.0,Shooting foul by C. Landry (drawn by L. Scola),,42,46
194,2,3:38.0,L. Scola makes free throw 1 of 1,,43,46
195,2,3:24.0,,D. Collison makes 2-pt jump shot from 15 ft,43,48
196,2,3:10.0,D. Rudež makes 2-pt layup from 2 ft (assist by L. Scola),,45,48
197,2,3:01.0,,Personal foul by C. Miles (drawn by B. McLemore),45,48
198,2,3:01.0,,B. McLemore makes free throw 1 of 2,45,49
199,2,3:01.0,D. West enters the game for L. Scola,,45,49
200,2,3:01.0,S. Hill enters the game for C. Miles,,45,49
201,2,3:01.0,,B. McLemore misses free throw 2 of 2,45,49
202,2,2:59.0,Defensive rebound by D. West,,45,49
203,2,2:36.0,R. Stuckey misses 2-pt jump shot from 8 ft,,45,49
204,2,2:35.0,,Defensive rebound by D. Collison,45,49
205,2,2:25.0,,D. Collison makes 2-pt jump shot from 17 ft,45,51
206,2,2:08.0,S. Hill misses 3-pt jump shot from 23 ft,,45,51
207,2,2:07.0,,Defensive rebound by D. Collison,45,51
208,2,2:01.0,,Shooting foul by R. Stuckey (drawn by D. Collison),45,51
209,2,2:01.0,,D. Collison makes free throw 1 of 2,45,52
210,2,2:01.0,C. Watson enters the game for R. Stuckey,,45,52
211,2,2:01.0,,D. Collison misses free throw 2 of 2,45,52
212,2,2:00.0,Defensive rebound by R. Hibbert,,45,52
213,2,1:37.0,S. Hill misses 3-pt jump shot from 24 ft,,45,52
214,2,1:37.0,Offensive rebound by Team,,45,52
215,2,1:37.0,Turnover by Team (shot clock),,45,52
216,2,1:25.0,,C. Landry misses 2-pt jump shot from 14 ft,45,52
217,2,1:24.0,Defensive rebound by D. Rudež,,45,52
218,2,1:09.0,R. Hibbert misses 2-pt jump shot from 11 ft,,45,52
219,2,1:09.0,,Defensive rebound by Team,45,52
220,2,0:58.0,,J. Thompson misses 2-pt jump shot from 18 ft,45,52
221,2,0:57.0,,Offensive rebound by C. Landry,45,52
222,2,0:57.0,,Shooting foul by D. West (drawn by C. Landry),45,52
223,2,0:57.0,,C. Landry makes free throw 1 of 2,45,53
224,2,0:57.0,,C. Landry makes free throw 2 of 2,45,54
225,2,0:57.0,Indiana full timeout,,45,54
226,2,0:57.0,,R. Hollins enters the game for C. Landry,45,54
227,2,0:32.0,D. West misses 2-pt jump shot from 12 ft,,45,54
228,2,0:31.0,,Defensive rebound by B. McLemore,45,54
229,2,0:11.0,,R. Gay makes 2-pt jump shot from 9 ft,45,56
230,2,0:07.0,Personal take foul by D. Collison (drawn by C. Watson),,45,56
231,2,0:00.0,C. Watson misses 3-pt jump shot from 25 ft,,45,56
232,2,0:00.0,Offensive rebound by Team,,45,56
233,3,11:40.0,R. Hibbert misses 2-pt hook shot from 10 ft,,45,56
234,3,11:40.0,,Defensive rebound by R. Hollins,45,56
235,3,11:28.0,,Turnover by D. Collison (lost ball; steal by R. Stuckey),45,56
236,3,11:27.0,Personal foul by D. Collison (drawn by S. Hill),,45,56
237,3,11:14.0,S. Hill makes 2-pt layup from 2 ft (assist by R. Hibbert),,47,56
238,3,11:01.0,,Personal foul by C. Copeland (drawn by R. Gay),47,56
239,3,10:55.0,,R. Gay makes 2-pt jump shot from 16 ft,47,58
240,3,10:40.0,Shooting foul by J. Thompson (drawn by R. Stuckey),,47,58
241,3,10:40.0,R. Stuckey makes free throw 1 of 2,,48,58
242,3,10:40.0,R. Stuckey makes free throw 2 of 2,,49,58
243,3,10:22.0,,B. McLemore makes 2-pt jump shot from 11 ft (assist by R. Gay),49,60
244,3,10:05.0,R. Hibbert makes 2-pt hook shot from 6 ft,,51,60
245,3,9:53.0,,B. McLemore misses 3-pt jump shot from 22 ft,51,60
246,3,9:53.0,Defensive rebound by R. Hibbert,,51,60
247,3,9:43.0,S. Hill misses 2-pt layup from 2 ft,,51,60
248,3,9:42.0,,Defensive rebound by D. Collison,51,60
249,3,9:34.0,,R. Gay makes 2-pt hook shot from 7 ft,51,62
250,3,9:16.0,R. Hibbert misses 2-pt jump shot from 12 ft,,51,62
251,3,9:16.0,,Defensive rebound by J. Thompson,51,62
252,3,9:09.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by D. Collison),51,65
253,3,8:48.0,R. Hibbert misses 2-pt jump shot from 6 ft,,51,65
254,3,8:48.0,,Defensive rebound by Team,51,65
255,3,8:48.0,Loose ball foul by D. West (drawn by J. Thompson),,51,65
256,3,8:35.0,,B. McLemore misses 2-pt jump shot from 7 ft,51,65
257,3,8:34.0,Defensive rebound by D. West,,51,65
258,3,8:18.0,Turnover by D. West (lost ball; steal by J. Thompson),,51,65
259,3,8:11.0,,D. Collison misses 3-pt jump shot from 23 ft,51,65
260,3,8:10.0,,Offensive rebound by R. Hollins,51,65
261,3,8:08.0,,Turnover by R. Hollins (lost ball; steal by R. Stuckey),51,65
262,3,8:05.0,Shooting foul by B. McLemore (drawn by R. Stuckey),,51,65
263,3,8:05.0,R. Stuckey makes free throw 1 of 2,,52,65
264,3,8:05.0,R. Stuckey makes free throw 2 of 2,,53,65
265,3,7:54.0,,Personal foul by C. Copeland (drawn by R. Hollins),53,65
266,3,7:47.0,,R. Gay makes 2-pt jump shot from 9 ft,53,67
267,3,7:34.0,Shooting foul by R. Hollins (drawn by S. Hill),,53,67
268,3,7:34.0,S. Hill misses free throw 1 of 2,,53,67
269,3,7:34.0,Offensive rebound by Team,,53,67
270,3,7:34.0,S. Hill makes free throw 2 of 2,,54,67
271,3,7:14.0,,D. Collison misses 2-pt jump shot from 17 ft,54,67
272,3,7:14.0,Defensive rebound by R. Stuckey,,54,67
273,3,7:08.0,C. Copeland misses 3-pt jump shot from 24 ft,,54,67
274,3,7:06.0,,Defensive rebound by J. Thompson,54,67
275,3,6:57.0,,Shooting foul by R. Hibbert (drawn by R. Hollins),54,67
276,3,6:57.0,,R. Hollins makes free throw 1 of 2,54,68
277,3,6:57.0,,R. Hollins makes free throw 2 of 2,54,69
278,3,6:37.0,R. Hibbert makes 2-pt hook shot from 5 ft (assist by C. Copeland),,56,69
279,3,6:17.0,,D. Collison misses 3-pt jump shot from 24 ft,56,69
280,3,6:15.0,,Offensive rebound by Team,56,69
281,3,6:11.0,,Personal foul by R. Stuckey (drawn by D. Collison),56,69
282,3,6:11.0,,D. Collison makes free throw 1 of 2,56,70
283,3,6:11.0,C. Watson enters the game for R. Stuckey,,56,70
284,3,6:11.0,,D. Collison makes free throw 2 of 2,56,71
285,3,5:54.0,R. Hibbert misses 2-pt jump shot from 12 ft,,56,71
286,3,5:54.0,Offensive rebound by Team,,56,71
287,3,5:54.0,Personal foul by J. Thompson (drawn by D. West),,56,71
288,3,5:54.0,,Sacramento full timeout,56,71
289,3,5:54.0,D. West makes free throw 1 of 2,,57,71
290,3,5:54.0,D. West makes free throw 2 of 2,,58,71
291,3,5:34.0,,B. McLemore misses 2-pt jump shot from 17 ft,58,71
292,3,5:34.0,,Offensive rebound by Team,58,71
293,3,5:34.0,Loose ball foul by R. Hibbert (drawn by R. Hollins),,58,71
294,3,5:34.0,,R. Hollins makes free throw 1 of 2,58,72
295,3,5:34.0,L. Allen enters the game for C. Copeland,,58,72
296,3,5:34.0,C. Miles enters the game for R. Hibbert,,58,72
297,3,5:34.0,,R. Hollins makes free throw 2 of 2,58,73
298,3,5:13.0,C. Miles misses 2-pt jump shot from 17 ft,,58,73
299,3,5:13.0,,Defensive rebound by J. Thompson,58,73
300,3,5:03.0,,Personal foul by S. Hill (drawn by R. Gay),58,73
301,3,5:03.0,,R. Gay makes free throw 1 of 2,58,74
302,3,5:03.0,,R. Gay makes free throw 2 of 2,58,75
303,3,4:50.0,D. West makes 2-pt jump shot from 15 ft (assist by S. Hill),,60,75
304,3,4:39.0,,Personal foul by S. Hill (drawn by J. Thompson),60,75
305,3,4:39.0,Indiana full timeout,,60,75
306,3,4:39.0,,J. Thompson misses free throw 1 of 2,60,75
307,3,4:39.0,,Offensive rebound by Team,60,75
308,3,4:39.0,,J. Thompson makes free throw 2 of 2,60,76
309,3,4:27.0,S. Hill makes 2-pt dunk at rim,,62,76
310,3,4:04.0,,R. Gay misses 2-pt jump shot from 14 ft,62,76
311,3,4:04.0,Defensive rebound by D. West,,62,76
312,3,3:45.0,C. Watson makes 2-pt jump shot from 12 ft (assist by S. Hill),,64,76
313,3,3:34.0,,Shooting foul by C. Miles (drawn by R. Hollins),64,76
314,3,3:34.0,,R. Hollins misses free throw 1 of 2,64,76
315,3,3:34.0,,Offensive rebound by Team,64,76
316,3,3:34.0,,R. Hollins misses free throw 2 of 2,64,76
317,3,3:33.0,Defensive rebound by C. Watson,,64,76
318,3,3:12.0,D. West makes 2-pt jump shot from 7 ft,,66,76
319,3,3:03.0,,D. Collison makes 2-pt layup from 2 ft,66,78
320,3,2:50.0,Personal foul by J. Thompson (drawn by D. West),,66,78
321,3,2:50.0,D. West makes free throw 1 of 2,,67,78
322,3,2:50.0,,C. Landry enters the game for R. Gay,67,78
323,3,2:50.0,,O. Casspi enters the game for R. Hollins,67,78
324,3,2:50.0,D. West makes free throw 2 of 2,,68,78
325,3,2:25.0,,J. Thompson misses 2-pt jump shot from 7 ft,68,78
326,3,2:24.0,Defensive rebound by L. Allen,,68,78
327,3,2:16.0,S. Hill misses 3-pt jump shot from 24 ft,,68,78
328,3,2:15.0,,Defensive rebound by J. Thompson,68,78
329,3,2:07.0,Violation by S. Hill (kicked ball),,68,78
330,3,2:07.0,,R. Evans enters the game for J. Thompson,68,78
331,3,2:07.0,L. Scola enters the game for D. West,,68,78
332,3,2:00.0,,D. Collison misses 2-pt jump shot from 19 ft,68,78
333,3,2:00.0,Defensive rebound by L. Scola,,68,78
334,3,1:43.0,S. Hill misses 2-pt jump shot from 7 ft,,68,78
335,3,1:42.0,,Defensive rebound by R. Evans,68,78
336,3,1:33.0,,Turnover by D. Collison (bad pass; steal by S. Hill),68,78
337,3,1:30.0,Personal foul by D. Collison (drawn by S. Hill),,68,78
338,3,1:30.0,S. Hill makes free throw 1 of 2,,69,78
339,3,1:30.0,,R. Sessions enters the game for D. Collison,69,78
340,3,1:30.0,S. Hill misses free throw 2 of 2,,69,78
341,3,1:29.0,,Defensive rebound by C. Landry,69,78
342,3,1:14.0,,C. Landry misses 2-pt jump shot from 6 ft,69,78
343,3,1:13.0,Defensive rebound by C. Watson,,69,78
344,3,1:06.0,C. Watson misses 3-pt jump shot from 24 ft,,69,78
345,3,1:05.0,,Defensive rebound by R. Evans,69,78
346,3,0:54.0,,O. Casspi makes 2-pt jump shot from 6 ft (assist by R. Sessions),69,80
347,3,0:37.0,L. Scola misses 2-pt jump shot from 5 ft,,69,80
348,3,0:37.0,,Defensive rebound by Team,69,80
349,3,0:37.0,Loose ball foul by L. Allen (drawn by R. Evans),,69,80
350,3,0:37.0,,R. Evans misses free throw 1 of 2,69,80
351,3,0:37.0,,Offensive rebound by Team,69,80
352,3,0:37.0,D. Rudež enters the game for S. Hill,,69,80
353,3,0:37.0,,R. Evans misses free throw 2 of 2,69,80
354,3,0:36.0,Defensive rebound by L. Scola,,69,80
355,3,0:23.0,D. Rudež misses 3-pt jump shot from 25 ft,,69,80
356,3,0:22.0,Offensive rebound by Team,,69,80
357,3,0:06.0,C. Watson makes 2-pt layup from 3 ft,,71,80
358,3,0:06.0,Shooting foul by C. Landry (drawn by C. Watson),,71,80
359,3,0:06.0,S. Hill enters the game for D. Rudež,,71,80
360,3,0:06.0,C. Watson makes free throw 1 of 1,,72,80
361,4,11:38.0,,O. Casspi makes 2-pt jump shot from 9 ft,72,82
362,4,11:16.0,C. Miles misses 3-pt jump shot from 23 ft,,72,82
363,4,11:15.0,,Defensive rebound by O. Casspi,72,82
364,4,11:11.0,,Shooting foul by C. Watson (drawn by R. Sessions),72,82
365,4,11:11.0,,R. Sessions misses free throw 1 of 2,72,82
366,4,11:11.0,,Offensive rebound by Team,72,82
367,4,11:11.0,,R. Sessions makes free throw 2 of 2,72,83
368,4,10:54.0,L. Scola makes 2-pt jump shot from 13 ft (assist by C. Miles),,74,83
369,4,10:39.0,,R. Sessions makes 2-pt jump shot from 8 ft,74,85
370,4,10:30.0,L. Scola misses 2-pt jump shot from 19 ft,,74,85
371,4,10:30.0,,Defensive rebound by Team,74,85
372,4,10:30.0,Loose ball foul by L. Allen (drawn by R. Sessions),,74,85
373,4,10:16.0,,C. Landry makes 2-pt jump shot from 18 ft,74,87
374,4,9:59.0,L. Allen makes 2-pt dunk at rim (assist by D. Rudež),,76,87
375,4,9:32.0,,B. McLemore misses 3-pt jump shot from 25 ft,76,87
376,4,9:31.0,,Offensive rebound by C. Landry,76,87
377,4,9:18.0,,Turnover by O. Casspi (lost ball; steal by L. Scola),76,87
378,4,9:08.0,C. Miles misses 3-pt jump shot from 24 ft,,76,87
379,4,9:08.0,,Defensive rebound by Team,76,87
380,4,9:08.0,Loose ball foul by L. Scola (drawn by O. Casspi),,76,87
381,4,9:01.0,,Personal foul by L. Allen (drawn by C. Landry),76,87
382,4,8:52.0,,R. Sessions misses 2-pt jump shot from 4 ft,76,87
383,4,8:51.0,,Offensive rebound by R. Evans,76,87
384,4,8:42.0,Official timeout,,76,87
385,4,8:42.0,R. Hibbert enters the game for L. Scola,,76,87
386,4,8:35.0,,C. Landry misses 2-pt jump shot from 19 ft,76,87
387,4,8:34.0,Defensive rebound by R. Hibbert,,76,87
388,4,8:13.0,C. Miles misses 2-pt jump shot from 15 ft,,76,87
389,4,8:12.0,,Defensive rebound by C. Landry,76,87
390,4,7:56.0,,O. Casspi misses 2-pt jump shot from 5 ft,76,87
391,4,7:55.0,Defensive rebound by L. Allen,,76,87
392,4,7:46.0,D. Rudež misses 3-pt jump shot from 25 ft,,76,87
393,4,7:46.0,,Defensive rebound by R. Sessions,76,87
