,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PORTLAND_ACTION,CHARLOTTE_SCORE,PORTLAND_SCORE
378,4,5:47.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by L. Aldridge),92,88
379,4,5:41.0,Charlotte full timeout,,92,88
380,4,5:32.0,A. Jefferson misses 2-pt jump shot from 17 ft,,92,88
381,4,5:31.0,,Defensive rebound by S. Blake,92,88
382,4,5:11.0,,L. Aldridge makes 2-pt jump shot from 9 ft (assist by W. Matthews),92,90
383,4,4:53.0,Shooting foul by S. Blake (drawn by K. Walker),,92,90
384,4,4:53.0,K. Walker makes free throw 1 of 2,,93,90
385,4,4:53.0,K. Walker makes free throw 2 of 2,,94,90
386,4,4:34.0,,L. Aldridge misses 2-pt jump shot from 10 ft,94,90
387,4,4:33.0,,Offensive rebound by D. Lillard,94,90
388,4,4:30.0,,W. Matthews misses 3-pt jump shot from 24 ft,94,90
389,4,4:29.0,,Offensive rebound by J. Freeland,94,90
390,4,4:25.0,,J. Freeland misses 2-pt hook shot from 4 ft,94,90
391,4,4:23.0,,Offensive rebound by L. Aldridge,94,90
392,4,4:23.0,,L. Aldridge makes 2-pt tip-in at rim,94,92
393,4,4:02.0,Shooting foul by J. Freeland (drawn by A. Jefferson),,94,92
394,4,4:02.0,A. Jefferson makes free throw 1 of 2,,95,92
395,4,4:02.0,A. Jefferson makes free throw 2 of 2,,96,92
396,4,3:49.0,,D. Lillard makes 2-pt layup from 2 ft,96,94
397,4,3:25.0,K. Walker misses 3-pt jump shot from 30 ft,,96,94
398,4,3:24.0,,Defensive rebound by L. Aldridge,96,94
399,4,3:08.0,,D. Lillard misses 2-pt jump shot from 17 ft,96,94
400,4,3:04.0,,Offensive rebound by S. Blake,96,94
401,4,3:04.0,,S. Blake makes 3-pt jump shot from 24 ft (assist by L. Aldridge),96,97
402,4,3:03.0,Charlotte full timeout,,96,97
403,4,2:41.0,L. Stephenson misses 3-pt jump shot from 23 ft,,96,97
404,4,2:41.0,,Defensive rebound by J. Freeland,96,97
405,4,2:21.0,,L. Aldridge makes 2-pt layup at rim,96,99
406,4,1:54.0,K. Walker misses 2-pt jump shot from 16 ft,,96,99
407,4,1:53.0,,Defensive rebound by L. Aldridge,96,99
408,4,1:39.0,,Shooting foul by K. Walker (drawn by J. Freeland),96,99
409,4,1:39.0,,J. Freeland makes free throw 1 of 2,96,100
410,4,1:39.0,,J. Freeland misses free throw 2 of 2,96,100
411,4,1:39.0,Defensive rebound by L. Stephenson,,96,100
412,4,1:24.0,Personal block foul by J. Freeland (drawn by G. Neal),,96,100
413,4,1:24.0,G. Neal makes free throw 1 of 2,,97,100
414,4,1:24.0,G. Neal makes free throw 2 of 2,,98,100
415,4,1:00.0,,W. Matthews misses 3-pt jump shot from 24 ft,98,100
416,4,0:59.0,Defensive rebound by K. Walker,,98,100
417,4,0:35.0,Turnover by L. Stephenson (lost ball),,98,100
418,4,0:35.0,,Portland full timeout,98,100
419,4,0:35.0,M. Kidd-Gilchrist enters the game for G. Neal,,98,100
420,4,0:18.0,,S. Blake misses 3-pt jump shot from 22 ft,98,100
421,4,0:15.0,,Offensive rebound by L. Aldridge,98,100
422,4,0:14.0,,L. Aldridge makes 2-pt layup from 1 ft,98,102
423,4,0:14.0,Charlotte full timeout,,98,102
424,4,0:14.0,M. Williams enters the game for M. Kidd-Gilchrist,,98,102
425,4,0:14.0,G. Neal enters the game for C. Zeller,,98,102
426,4,0:11.0,G. Neal makes 2-pt layup from 1 ft (assist by M. Williams),,100,102
427,4,0:11.0,,Portland full timeout,100,102
428,4,0:11.0,,C. McCollum enters the game for J. Freeland,100,102
429,4,0:11.0,M. Kidd-Gilchrist enters the game for A. Jefferson,,100,102
430,4,0:11.0,C. Zeller enters the game for G. Neal,,100,102
431,4,0:04.0,,D. Lillard misses 2-pt jump shot from 3 ft,100,102
432,4,0:04.0,Defensive rebound by M. Kidd-Gilchrist,,100,102
433,4,0:04.0,Charlotte full timeout,,100,102
434,4,0:04.0,A. Jefferson enters the game for C. Zeller,,100,102
435,4,0:04.0,G. Neal enters the game for M. Kidd-Gilchrist,,100,102
436,4,0:04.0,,J. Freeland enters the game for C. McCollum,100,102
