,QUARTER,TIME_REMAINING,INDIANA_ACTION,CHICAGO_ACTION,INDIANA_SCORE,CHICAGO_SCORE
0,1,11:38.0,R. Hibbert makes 2-pt jump shot from 11 ft (assist by D. West),,2,0
1,1,11:13.0,,T. Snell misses 2-pt jump shot from 7 ft (block by R. Hibbert),2,0
2,1,11:11.0,Defensive rebound by R. Hibbert,,2,0
3,1,11:00.0,S. Hill misses 2-pt jump shot from 3 ft (block by M. Dunleavy),,2,0
4,1,10:58.0,,Defensive rebound by M. Dunleavy,2,0
5,1,10:51.0,,T. Snell misses 3-pt jump shot from 24 ft,2,0
6,1,10:50.0,Defensive rebound by S. Hill,,2,0
7,1,10:40.0,D. West misses 2-pt jump shot from 22 ft,,2,0
8,1,10:39.0,,Defensive rebound by P. Gasol,2,0
9,1,10:22.0,,Personal foul by S. Hill (drawn by P. Gasol),2,0
10,1,10:18.0,,A. Brooks misses 3-pt jump shot from 24 ft,2,0
11,1,10:17.0,Defensive rebound by C. Miles,,2,0
12,1,10:06.0,R. Hibbert makes 2-pt jump shot from 14 ft (assist by D. West),,4,0
13,1,9:55.0,,T. Snell misses 2-pt jump shot from 15 ft,4,0
14,1,9:54.0,Defensive rebound by S. Hill,,4,0
15,1,9:49.0,C. Miles misses 3-pt jump shot from 24 ft,,4,0
16,1,9:48.0,,Defensive rebound by J. Noah,4,0
17,1,9:41.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by J. Noah),4,3
18,1,9:24.0,S. Hill misses 2-pt jump shot from 19 ft,,4,3
19,1,9:23.0,,Defensive rebound by T. Snell,4,3
20,1,9:17.0,,M. Dunleavy makes 3-pt jump shot from 23 ft (assist by A. Brooks),4,6
21,1,8:52.0,C. Miles misses 3-pt jump shot from 26 ft,,4,6
22,1,8:51.0,,Defensive rebound by T. Snell,4,6
23,1,8:46.0,,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by T. Snell),4,9
24,1,8:23.0,D. West misses 2-pt jump shot from 19 ft,,4,9
25,1,8:22.0,,Defensive rebound by P. Gasol,4,9
26,1,8:15.0,,J. Noah misses 2-pt layup from 2 ft (block by D. West),4,9
27,1,8:13.0,Defensive rebound by C. Miles,,4,9
28,1,8:10.0,C. Miles makes 2-pt dunk at rim,,6,9
29,1,7:42.0,,T. Snell misses 3-pt jump shot from 23 ft,6,9
30,1,7:41.0,Defensive rebound by C. Miles,,6,9
31,1,7:32.0,R. Hibbert misses 2-pt jump shot from 15 ft,,6,9
32,1,7:31.0,,Defensive rebound by J. Noah,6,9
33,1,7:25.0,,P. Gasol makes 2-pt jump shot from 13 ft (assist by J. Noah),6,11
34,1,7:24.0,Indiana full timeout,,6,11
35,1,7:02.0,,Violation by J. Noah (def goaltending),6,11
36,1,7:02.0,G. Hill makes 2-pt jump shot from 14 ft,,8,11
37,1,6:45.0,,Turnover by P. Gasol (bad pass; steal by S. Hill),8,11
38,1,6:31.0,G. Hill misses 3-pt jump shot from 25 ft,,8,11
39,1,6:30.0,,Defensive rebound by J. Noah,8,11
40,1,6:18.0,,P. Gasol misses 2-pt jump shot from 18 ft,8,11
41,1,6:17.0,,Offensive rebound by J. Noah,8,11
42,1,6:17.0,,J. Noah misses 2-pt layup from 2 ft (block by C. Miles),8,11
43,1,6:16.0,Defensive rebound by C. Miles,,8,11
44,1,6:01.0,Shooting foul by P. Gasol (drawn by R. Hibbert),,8,11
45,1,6:01.0,R. Hibbert makes free throw 1 of 2,,9,11
46,1,6:01.0,Technical foul by D. West,,9,11
47,1,6:01.0,,A. Brooks makes technical free throw,9,12
48,1,6:01.0,R. Hibbert makes free throw 2 of 2,,10,12
49,1,5:43.0,,M. Dunleavy misses 2-pt jump shot from 14 ft,10,12
50,1,5:42.0,Defensive rebound by C. Miles,,10,12
51,1,5:35.0,Shooting foul by M. Dunleavy (drawn by R. Hibbert),,10,12
52,1,5:35.0,R. Hibbert makes free throw 1 of 2,,11,12
53,1,5:35.0,R. Hibbert makes free throw 2 of 2,,12,12
54,1,5:25.0,,A. Brooks misses 2-pt jump shot from 10 ft,12,12
55,1,5:24.0,,Offensive rebound by A. Brooks,12,12
56,1,5:18.0,,Shooting foul by R. Hibbert (drawn by J. Noah),12,12
57,1,5:18.0,,J. Noah makes free throw 1 of 2,12,13
58,1,5:18.0,,J. Noah misses free throw 2 of 2,12,13
59,1,5:16.0,Defensive rebound by R. Hibbert,,12,13
60,1,5:02.0,C. Miles makes 3-pt jump shot from 24 ft (assist by S. Hill),,15,13
61,1,4:52.0,,A. Brooks makes 2-pt layup from 2 ft,15,15
62,1,4:36.0,Personal foul by A. Brooks (drawn by G. Hill),,15,15
63,1,4:36.0,,N. Mohammed enters the game for J. Noah,15,15
64,1,4:36.0,R. Stuckey enters the game for S. Hill,,15,15
