,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,NEW YORK_ACTION,OKLAHOMA CITY_SCORE,NEW YORK_SCORE
382,4,4:21.0,R. Westbrook misses 3-pt jump shot from 25 ft,,80,84
383,4,4:20.0,,Defensive rebound by C. Anthony,80,84
384,4,4:08.0,,Shooting foul by A. Morrow (drawn by L. Thomas),80,84
385,4,4:08.0,,L. Thomas misses free throw 1 of 2,80,84
386,4,4:08.0,,Offensive rebound by Team,80,84
387,4,4:08.0,P. Jones enters the game for A. Morrow,,80,84
388,4,4:08.0,,L. Thomas makes free throw 2 of 2,80,85
389,4,3:51.0,R. Westbrook misses 2-pt layup from 2 ft (block by L. Amundson),,80,85
390,4,3:50.0,,Defensive rebound by L. Galloway,80,85
391,4,3:36.0,,C. Anthony makes 2-pt layup from 1 ft,80,87
392,4,3:35.0,Oklahoma City full timeout,,80,87
393,4,3:35.0,A. Morrow enters the game for R. Jackson,,80,87
394,4,3:28.0,P. Jones misses 3-pt jump shot from 24 ft,,80,87
395,4,3:27.0,,Defensive rebound by Team,80,87
396,4,3:12.0,,C. Anthony makes 2-pt jump shot from 18 ft (assist by L. Amundson),80,89
397,4,2:48.0,R. Westbrook misses 3-pt jump shot from 25 ft,,80,89
398,4,2:47.0,,Defensive rebound by C. Anthony,80,89
399,4,2:35.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by L. Galloway),80,92
400,4,2:23.0,A. Morrow makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,83,92
401,4,2:09.0,,Personal foul by A. Morrow (drawn by T. Hardaway),83,92
402,4,2:09.0,R. Jackson enters the game for S. Adams,,83,92
403,4,2:06.0,,Personal foul by A. Morrow (drawn by C. Anthony),83,92
404,4,2:06.0,,C. Anthony makes free throw 1 of 2,83,93
405,4,2:06.0,,C. Anthony makes free throw 2 of 2,83,94
406,4,1:59.0,A. Morrow misses 3-pt jump shot from 25 ft,,83,94
407,4,1:58.0,,Defensive rebound by L. Thomas,83,94
408,4,1:40.0,,Turnover by T. Hardaway (bad pass; steal by R. Westbrook),83,94
409,4,1:35.0,R. Westbrook makes 2-pt dunk at rim (assist by R. Jackson),,85,94
410,4,1:35.0,,New York full timeout,85,94
411,4,1:35.0,I. Smith enters the game for P. Jones,,85,94
412,4,1:27.0,,L. Thomas misses 2-pt dunk at rim (block by R. Westbrook),85,94
413,4,1:26.0,Defensive rebound by A. Morrow,,85,94
414,4,1:21.0,Shooting foul by L. Amundson (drawn by R. Westbrook),,85,94
415,4,1:21.0,R. Westbrook makes free throw 1 of 2,,86,94
416,4,1:21.0,R. Westbrook makes free throw 2 of 2,,87,94
417,4,1:12.0,,Personal foul by R. Westbrook (drawn by L. Galloway),87,94
418,4,1:12.0,,L. Galloway makes free throw 1 of 2,87,95
419,4,1:12.0,,J. Calderón enters the game for T. Hardaway,87,95
420,4,1:12.0,,L. Galloway misses free throw 2 of 2,87,95
421,4,1:11.0,Defensive rebound by R. Jackson,,87,95
422,4,1:03.0,R. Jackson makes 3-pt jump shot from 26 ft,,90,95
423,4,1:03.0,,New York full timeout,90,95
424,4,1:03.0,,J. Smith enters the game for L. Amundson,90,95
425,4,0:47.0,,L. Thomas makes 2-pt jump shot from 14 ft (assist by J. Calderón),90,97
426,4,0:42.0,R. Westbrook misses 3-pt jump shot from 25 ft,,90,97
427,4,0:40.0,,Defensive rebound by J. Smith,90,97
428,4,0:36.0,,Personal take foul by S. Ibaka (drawn by J. Smith),90,97
429,4,0:36.0,,J. Smith misses free throw 1 of 2,90,97
430,4,0:36.0,,Offensive rebound by Team,90,97
431,4,0:36.0,,J. Smith makes free throw 2 of 2,90,98
432,4,0:34.0,Personal foul by J. Smith (drawn by R. Westbrook),,90,98
433,4,0:34.0,R. Westbrook makes free throw 1 of 2,,91,98
434,4,0:34.0,R. Westbrook makes free throw 2 of 2,,92,98
435,4,0:29.0,,Personal take foul by S. Ibaka (drawn by C. Anthony),92,98
436,4,0:29.0,,C. Anthony makes free throw 1 of 2,92,99
437,4,0:29.0,,L. Amundson enters the game for J. Smith,92,99
438,4,0:29.0,,C. Anthony makes free throw 2 of 2,92,100
439,4,0:24.0,R. Westbrook misses 3-pt jump shot from 24 ft,,92,100
440,4,0:23.0,,Defensive rebound by C. Anthony,92,100
