,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DALLAS_ACTION,BROOKLYN_SCORE,DALLAS_SCORE
385,4,5:17.0,Shooting foul by A. Stoudemire (drawn by M. Plumlee),,94,84
386,4,5:17.0,M. Plumlee misses free throw 1 of 2,,94,84
387,4,5:17.0,Offensive rebound by Team,,94,84
388,4,5:17.0,,D. Nowitzki enters the game for A. Stoudemire,94,84
389,4,5:17.0,M. Plumlee makes free throw 2 of 2,,95,84
390,4,5:04.0,,M. Ellis makes 2-pt layup from 1 ft (assist by D. Nowitzki),95,86
391,4,4:41.0,M. Plumlee misses 2-pt jump shot from 4 ft,,95,86
392,4,4:40.0,,Defensive rebound by D. Nowitzki,95,86
393,4,4:40.0,,Personal foul by M. Plumlee (drawn by D. Nowitzki),95,86
394,4,4:27.0,,M. Ellis misses 2-pt layup at rim,95,86
395,4,4:26.0,Defensive rebound by T. Young,,95,86
396,4,4:12.0,J. Johnson makes 2-pt jump shot from 6 ft,,97,86
397,4,3:46.0,,C. Villanueva makes 3-pt jump shot from 24 ft (assist by M. Ellis),97,89
398,4,3:25.0,Turnover by J. Johnson (bad pass; steal by C. Villanueva),,97,89
399,4,3:19.0,,R. Rondo misses 2-pt layup from 1 ft,97,89
400,4,3:17.0,Defensive rebound by J. Jack,,97,89
401,4,2:55.0,J. Jack misses 2-pt jump shot from 19 ft,,97,89
402,4,2:54.0,,Defensive rebound by R. Rondo,97,89
403,4,2:54.0,,Personal take foul by J. Jack (drawn by R. Rondo),97,89
404,4,2:54.0,Brooklyn full timeout,,97,89
405,4,2:37.0,,D. Nowitzki makes 2-pt jump shot from 9 ft (assist by C. Villanueva),97,91
406,4,2:37.0,,Shooting foul by M. Plumlee (drawn by D. Nowitzki),97,91
407,4,2:37.0,,D. Nowitzki makes free throw 1 of 1,97,92
408,4,2:16.0,T. Young makes 2-pt jump shot from 10 ft (assist by J. Johnson),,99,92
409,4,2:02.0,,Turnover by M. Ellis (bad pass),99,92
410,4,2:02.0,A. Anderson enters the game for M. Plumlee,,99,92
411,4,1:43.0,Offensive foul by D. Williams (drawn by R. Rondo),,99,92
412,4,1:43.0,Turnover by D. Williams (offensive foul),,99,92
413,4,1:35.0,,M. Ellis misses 2-pt layup from 2 ft,99,92
414,4,1:34.0,Defensive rebound by J. Johnson,,99,92
415,4,1:11.0,D. Williams misses 3-pt jump shot from 24 ft,,99,92
416,4,1:10.0,Offensive rebound by T. Young,,99,92
417,4,0:54.0,J. Jack makes 2-pt jump shot from 10 ft,,101,92
418,4,0:53.0,,Dallas full timeout,101,92
419,4,0:49.0,,M. Ellis makes 2-pt layup at rim,101,94
420,4,0:38.0,Personal take foul by D. Harris (drawn by D. Williams),,101,94
421,4,0:38.0,D. Williams misses free throw 1 of 2,,101,94
422,4,0:38.0,Offensive rebound by Team,,101,94
423,4,0:38.0,D. Williams makes free throw 2 of 2,,102,94
424,4,0:38.0,,Dallas full timeout,102,94
425,4,0:36.0,,C. Villanueva misses 3-pt jump shot from 26 ft,102,94
426,4,0:35.0,Defensive rebound by Team,,102,94
427,4,0:33.0,,J. Barea enters the game for D. Nowitzki,102,94
428,4,0:33.0,,R. Jefferson enters the game for C. Villanueva,102,94
429,4,0:31.0,Personal foul by D. Harris (drawn by J. Jack),,102,94
430,4,0:31.0,J. Jack makes free throw 1 of 2,,103,94
431,4,0:31.0,J. Jack makes free throw 2 of 2,,104,94
432,4,0:26.0,,M. Ellis misses 3-pt jump shot from 27 ft,104,94
433,4,0:24.0,Defensive rebound by J. Johnson,,104,94
