,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,ATLANTA_ACTION,MILWAUKEE_SCORE,ATLANTA_SCORE
0,1,11:47.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),0,2
1,1,11:25.0,J. O'Bryant makes 2-pt jump shot from 19 ft (assist by K. Marshall),,2,2
2,1,11:16.0,,P. Millsap makes 2-pt layup at rim (assist by K. Korver),2,4
3,1,11:07.0,B. Knight makes 2-pt jump shot from 19 ft,,4,4
4,1,10:52.0,,A. Horford makes 2-pt layup from 1 ft (assist by K. Korver),4,6
5,1,10:41.0,Z. Pachulia misses 2-pt jump shot from 19 ft,,4,6
6,1,10:38.0,,Defensive rebound by A. Horford,4,6
7,1,10:34.0,,K. Korver misses 3-pt jump shot from 22 ft,4,6
8,1,10:33.0,Defensive rebound by Z. Pachulia,,4,6
9,1,10:21.0,J. O'Bryant makes 2-pt jump shot from 18 ft (assist by B. Knight),,6,6
10,1,10:07.0,,P. Millsap makes 2-pt dunk at rim (assist by A. Horford),6,8
11,1,9:50.0,B. Knight misses 2-pt layup from 1 ft,,6,8
12,1,9:49.0,Offensive rebound by Z. Pachulia,,6,8
13,1,9:45.0,B. Knight misses 3-pt jump shot from 22 ft,,6,8
14,1,9:44.0,Offensive rebound by J. O'Bryant,,6,8
15,1,9:43.0,J. O'Bryant makes 2-pt layup from 2 ft,,8,8
16,1,9:39.0,,Turnover by J. Teague (bad pass),8,8
17,1,9:31.0,Turnover by B. Knight (bad pass; steal by J. Teague),,8,8
18,1,9:27.0,,J. Teague makes 2-pt dunk at rim,8,10
19,1,9:06.0,J. O'Bryant misses 2-pt jump shot from 4 ft (block by A. Horford),,8,10
20,1,9:04.0,,Defensive rebound by P. Millsap,8,10
21,1,8:58.0,,K. Korver misses 3-pt jump shot from 22 ft,8,10
22,1,8:56.0,Defensive rebound by Z. Pachulia,,8,10
23,1,8:47.0,K. Marshall makes 2-pt layup at rim,,10,10
24,1,8:34.0,,Shooting foul by G. Antetokounmpo (drawn by A. Horford),10,10
25,1,8:34.0,,A. Horford makes free throw 1 of 2,10,11
26,1,8:34.0,,A. Horford makes free throw 2 of 2,10,12
27,1,8:21.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,10,12
28,1,8:20.0,,Defensive rebound by P. Millsap,10,12
29,1,8:13.0,,Turnover by J. Teague (bad pass; steal by Z. Pachulia),10,12
30,1,8:09.0,Turnover by G. Antetokounmpo (traveling),,10,12
31,1,7:51.0,,Personal foul by Z. Pachulia (drawn by P. Millsap),10,12
32,1,7:43.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Teague),10,15
33,1,7:24.0,J. O'Bryant makes 2-pt jump shot from 20 ft (assist by Z. Pachulia),,12,15
34,1,7:07.0,,D. Carroll misses 3-pt jump shot from 24 ft,12,15
35,1,7:05.0,Defensive rebound by J. O'Bryant,,12,15
36,1,6:50.0,Turnover by G. Antetokounmpo (bad pass; steal by D. Carroll),,12,15
37,1,6:37.0,,Turnover by P. Millsap (traveling),12,15
38,1,6:25.0,K. Marshall misses 3-pt jump shot from 25 ft,,12,15
39,1,6:24.0,,Defensive rebound by P. Millsap,12,15
40,1,6:09.0,,A. Horford misses 2-pt jump shot from 18 ft,12,15
41,1,6:08.0,Defensive rebound by B. Knight,,12,15
42,1,5:57.0,Z. Pachulia misses 2-pt jump shot from 4 ft,,12,15
43,1,5:56.0,,Defensive rebound by P. Millsap,12,15
44,1,5:53.0,,Shooting foul by K. Marshall (drawn by P. Millsap),12,15
45,1,5:53.0,,Atlanta full timeout,12,15
46,1,5:53.0,,T. Sefolosha enters the game for K. Korver,12,15
47,1,5:53.0,,A. Payne enters the game for A. Horford,12,15
48,1,5:53.0,,P. Millsap misses free throw 1 of 2,12,15
49,1,5:53.0,,Offensive rebound by Team,12,15
50,1,5:53.0,,P. Millsap makes free throw 2 of 2,12,16
51,1,5:41.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Marshall),,14,16
52,1,5:22.0,,J. Teague misses 3-pt jump shot from 25 ft,14,16
53,1,5:21.0,,Offensive rebound by P. Millsap,14,16
54,1,5:18.0,,P. Millsap makes 2-pt layup at rim,14,18
55,1,4:57.0,Shooting foul by D. Carroll (drawn by G. Antetokounmpo),,14,18
56,1,4:57.0,G. Antetokounmpo misses free throw 1 of 2,,14,18
57,1,4:57.0,Offensive rebound by Team,,14,18
58,1,4:57.0,J. Dudley enters the game for J. O'Bryant,,14,18
59,1,4:57.0,G. Antetokounmpo makes free throw 2 of 2,,15,18
60,1,4:42.0,,Turnover by D. Carroll (bad pass; steal by K. Marshall),15,18
61,1,4:26.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by K. Marshall),,18,18
62,1,4:05.0,,A. Payne misses 2-pt layup from 2 ft,18,18
63,1,4:03.0,Defensive rebound by G. Antetokounmpo,,18,18
64,1,3:53.0,Personal foul by J. Teague (drawn by J. Dudley),,18,18
65,1,3:53.0,J. Henson enters the game for Z. Pachulia,,18,18
66,1,3:42.0,G. Antetokounmpo misses 2-pt jump shot from 4 ft (block by P. Millsap),,18,18
