,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,LA LAKERS_ACTION,PHILADELPHIA_SCORE,LA LAKERS_SCORE
48,1,6:05.0,J. Richardson misses 2-pt layup from 1 ft,,4,8
49,1,6:04.0,,Defensive rebound by J. Hill,4,8
50,1,5:54.0,,LA Lakers full timeout,4,8
51,1,5:54.0,,C. Boozer enters the game for J. Hill,4,8
52,1,5:54.0,,J. Lin enters the game for W. Ellington,4,8
53,1,5:54.0,J. Grant enters the game for J. Sampson,,4,8
54,1,5:40.0,,Turnover by Team (shot clock),4,8
55,1,5:40.0,R. Covington enters the game for J. Richardson,,4,8
56,1,5:15.0,I. Smith misses 2-pt jump shot from 4 ft,,4,8
57,1,5:14.0,,Defensive rebound by C. Boozer,4,8
58,1,5:03.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by C. Boozer),4,10
59,1,4:53.0,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by N. Noel),,6,10
60,1,4:39.0,,C. Boozer makes 2-pt jump shot from 16 ft (assist by J. Clarkson),6,12
61,1,4:15.0,L. Mbah a Moute makes 2-pt jump shot from 19 ft (assist by I. Smith),,8,12
62,1,4:02.0,,Offensive foul by J. Clarkson (drawn by I. Smith),8,12
63,1,4:02.0,,Turnover by J. Clarkson (offensive foul),8,12
64,1,4:02.0,I. Canaan enters the game for I. Smith,,8,12
65,1,4:02.0,,J. Brown enters the game for J. Clarkson,8,12
66,1,3:49.0,Shooting foul by W. Johnson (drawn by J. Grant),,8,12
67,1,3:49.0,J. Grant makes free throw 1 of 2,,9,12
68,1,3:49.0,J. Grant makes free throw 2 of 2,,10,12
69,1,3:29.0,,C. Boozer misses 2-pt layup from 2 ft,10,12
70,1,3:28.0,Defensive rebound by R. Covington,,10,12
71,1,3:18.0,R. Covington makes 3-pt jump shot from 25 ft (assist by L. Mbah a Moute),,13,12
72,1,2:54.0,,J. Brown makes 2-pt jump shot from 10 ft,13,14
73,1,2:26.0,R. Covington misses 2-pt layup from 1 ft,,13,14
74,1,2:22.0,,Defensive rebound by J. Lin,13,14
75,1,2:16.0,,Turnover by C. Boozer (traveling),13,14
76,1,2:16.0,Philadelphia full timeout,,13,14
77,1,2:16.0,,E. Davis enters the game for T. Black,13,14
78,1,2:16.0,T. Robinson enters the game for L. Mbah a Moute,,13,14
79,1,1:53.0,I. Canaan misses 3-pt jump shot from 25 ft,,13,14
80,1,1:53.0,,Defensive rebound by Team,13,14
81,1,1:35.0,,J. Lin makes 2-pt layup from 2 ft (assist by J. Brown),13,16
82,1,1:25.0,Shooting foul by W. Johnson (drawn by R. Covington),,13,16
83,1,1:25.0,R. Covington makes free throw 1 of 3,,14,16
84,1,1:25.0,R. Covington makes free throw 2 of 3,,15,16
85,1,1:25.0,F. Aldemir enters the game for N. Noel,,15,16
86,1,1:25.0,,R. Kelly enters the game for W. Johnson,15,16
87,1,1:25.0,R. Covington makes free throw 3 of 3,,16,16
88,1,1:17.0,,R. Kelly makes 2-pt jump shot from 14 ft (assist by E. Davis),16,18
89,1,1:04.0,F. Aldemir makes 2-pt layup from 2 ft (assist by J. Grant),,18,18
90,1,1:04.0,Shooting foul by E. Davis (drawn by F. Aldemir),,18,18
91,1,1:04.0,F. Aldemir misses free throw 1 of 1,,18,18
92,1,1:03.0,,Defensive rebound by E. Davis,18,18
93,1,0:53.0,,J. Brown misses 2-pt jump shot from 18 ft (block by J. Grant),18,18
94,1,0:51.0,Defensive rebound by T. Robinson,,18,18
95,1,0:39.0,I. Canaan misses 2-pt jump shot from 9 ft (block by C. Boozer),,18,18
96,1,0:39.0,Offensive rebound by T. Robinson,,18,18
97,1,0:39.0,T. Robinson makes 2-pt dunk at rim,,20,18
98,1,0:27.0,,Turnover by J. Lin (bad pass; steal by T. Robinson),20,18
99,1,0:04.0,I. Canaan misses 3-pt jump shot from 22 ft,,20,18
100,1,0:03.0,Offensive rebound by Team,,20,18
101,1,0:03.0,Turnover by Team (shot clock),,20,18
102,1,0:02.0,,R. Kelly misses 3-pt jump shot from 25 ft,20,18
103,1,0:00.0,,Offensive rebound by Team,20,18
104,2,11:48.0,R. Covington misses 3-pt jump shot from 25 ft,,20,18
105,2,11:47.0,Offensive rebound by T. Robinson,,20,18
106,2,11:37.0,R. Covington makes 3-pt jump shot from 24 ft (assist by J. Grant),,23,18
107,2,11:18.0,,Offensive foul by J. Lin (drawn by I. Canaan),23,18
108,2,11:18.0,,Turnover by J. Lin (offensive foul),23,18
109,2,11:05.0,J. Grant makes 3-pt jump shot from 23 ft (assist by I. Canaan),,26,18
110,2,10:51.0,,Personal foul by I. Canaan (drawn by J. Lin),26,18
111,2,10:41.0,,R. Kelly misses 3-pt jump shot from 25 ft,26,18
112,2,10:38.0,,Offensive rebound by E. Davis,26,18
113,2,10:38.0,,E. Davis misses 2-pt tip-in from 1 ft,26,18
114,2,10:36.0,Defensive rebound by J. Grant,,26,18
115,2,10:26.0,T. Robinson makes 2-pt jump shot from 5 ft,,28,18
116,2,10:18.0,,LA Lakers full timeout,28,18
117,2,10:09.0,,C. Boozer misses 2-pt layup from 2 ft (block by J. Grant),28,18
118,2,10:08.0,,Offensive rebound by E. Davis,28,18
119,2,10:04.0,,C. Boozer makes 2-pt layup from 1 ft (assist by R. Kelly),28,20
120,2,9:53.0,T. Robinson makes 2-pt layup from 1 ft (assist by I. Canaan),,30,20
121,2,9:45.0,,Offensive foul by C. Boozer (drawn by R. Covington),30,20
122,2,9:45.0,,Turnover by C. Boozer (offensive foul),30,20
123,2,9:19.0,I. Canaan misses 3-pt jump shot from 24 ft,,30,20
124,2,9:18.0,,Defensive rebound by E. Davis,30,20
125,2,9:11.0,,J. Lin makes 3-pt jump shot from 25 ft (assist by J. Brown),30,23
126,2,8:58.0,T. Robinson misses 2-pt jump shot from 18 ft,,30,23
127,2,8:57.0,,Defensive rebound by E. Davis,30,23
128,2,8:44.0,,J. Lin makes 3-pt jump shot from 24 ft (assist by J. Brown),30,26
129,2,8:33.0,Shooting foul by R. Kelly (drawn by J. Grant),,30,26
130,2,8:33.0,J. Grant misses free throw 1 of 2,,30,26
131,2,8:33.0,Offensive rebound by Team,,30,26
132,2,8:33.0,J. Grant makes free throw 2 of 2,,31,26
133,2,8:15.0,,C. Boozer makes 2-pt layup from 1 ft,31,28
134,2,8:08.0,I. Canaan misses 3-pt jump shot from 24 ft,,31,28
135,2,8:07.0,Offensive rebound by F. Aldemir,,31,28
136,2,8:02.0,T. Robinson makes 2-pt layup from 2 ft (assist by J. Grant),,33,28
137,2,7:50.0,,J. Lin misses 2-pt jump shot from 11 ft,33,28
138,2,7:48.0,Defensive rebound by T. Robinson,,33,28
139,2,7:40.0,R. Covington misses 3-pt jump shot from 25 ft,,33,28
140,2,7:37.0,Offensive rebound by I. Canaan,,33,28
141,2,7:36.0,Personal foul by J. Lin (drawn by I. Canaan),,33,28
142,2,7:36.0,J. Richardson enters the game for R. Covington,,33,28
143,2,7:36.0,H. Thompson enters the game for J. Grant,,33,28
144,2,7:36.0,,T. Black enters the game for C. Boozer,33,28
145,2,7:36.0,,J. Hill enters the game for E. Davis,33,28
146,2,7:28.0,T. Robinson makes 2-pt layup from 1 ft (assist by J. Richardson),,35,28
147,2,7:06.0,,J. Hill makes 2-pt jump shot from 14 ft,35,30
148,2,6:42.0,F. Aldemir misses 2-pt jump shot from 19 ft,,35,30
149,2,6:41.0,,Defensive rebound by J. Lin,35,30
150,2,6:34.0,,J. Brown misses 3-pt jump shot from 25 ft,35,30
151,2,6:33.0,,Offensive rebound by J. Hill,35,30
152,2,6:30.0,,J. Hill makes 2-pt layup from 1 ft,35,32
153,2,6:30.0,,Shooting foul by F. Aldemir (drawn by J. Hill),35,32
154,2,6:30.0,,W. Ellington enters the game for J. Brown,35,32
155,2,6:30.0,,J. Clarkson enters the game for J. Lin,35,32
156,2,6:30.0,L. Mbah a Moute enters the game for F. Aldemir,,35,32
157,2,6:30.0,N. Noel enters the game for T. Robinson,,35,32
158,2,6:30.0,,J. Hill misses free throw 1 of 1,35,32
159,2,6:28.0,Defensive rebound by N. Noel,,35,32
160,2,6:17.0,H. Thompson misses 2-pt jump shot from 3 ft,,35,32
161,2,6:17.0,,Defensive rebound by Team,35,32
162,2,6:03.0,,W. Ellington misses 2-pt jump shot from 6 ft,35,32
163,2,6:00.0,Defensive rebound by L. Mbah a Moute,,35,32
164,2,5:51.0,L. Mbah a Moute misses 2-pt jump shot from 19 ft,,35,32
165,2,5:49.0,,Defensive rebound by J. Clarkson,35,32
166,2,5:41.0,,J. Clarkson misses 2-pt jump shot from 19 ft,35,32
167,2,5:40.0,Defensive rebound by J. Richardson,,35,32
168,2,5:33.0,Philadelphia full timeout,,35,32
169,2,5:33.0,I. Smith enters the game for I. Canaan,,35,32
170,2,5:21.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by L. Mbah a Moute),,38,32
171,2,4:58.0,,J. Hill makes 2-pt jump shot from 9 ft,38,34
172,2,4:34.0,Turnover by I. Smith (bad pass),,38,34
173,2,4:22.0,,W. Ellington misses 2-pt jump shot from 15 ft,38,34
174,2,4:21.0,Defensive rebound by Team,,38,34
175,2,4:03.0,H. Thompson makes 2-pt jump shot from 19 ft (assist by I. Smith),,40,34
176,2,3:41.0,,R. Kelly misses 3-pt jump shot from 24 ft,40,34
177,2,3:40.0,,Offensive rebound by T. Black,40,34
178,2,3:37.0,,T. Black misses 2-pt layup from 1 ft,40,34
179,2,3:36.0,Defensive rebound by N. Noel,,40,34
180,2,3:19.0,N. Noel makes 2-pt dunk at rim (assist by I. Smith),,42,34
181,2,3:07.0,,Personal foul by L. Mbah a Moute (drawn by J. Hill),42,34
182,2,3:07.0,,W. Johnson enters the game for R. Kelly,42,34
183,2,2:58.0,,W. Ellington makes 2-pt jump shot from 19 ft (assist by J. Hill),42,36
184,2,2:45.0,Personal foul by T. Black (drawn by L. Mbah a Moute),,42,36
185,2,2:45.0,Official timeout,,42,36
186,2,2:33.0,L. Mbah a Moute makes 2-pt jump shot from 22 ft (assist by J. Richardson),,44,36
187,2,2:09.0,,W. Ellington makes 3-pt jump shot from 24 ft (assist by W. Johnson),44,39
188,2,2:00.0,I. Smith misses 2-pt jump shot from 3 ft,,44,39
189,2,1:58.0,,Defensive rebound by W. Johnson,44,39
190,2,1:45.0,,J. Clarkson misses 2-pt jump shot from 17 ft,44,39
191,2,1:44.0,Defensive rebound by N. Noel,,44,39
192,2,1:33.0,L. Mbah a Moute misses 2-pt jump shot from 18 ft,,44,39
193,2,1:31.0,,Defensive rebound by W. Johnson,44,39
194,2,1:26.0,,Turnover by J. Clarkson (bad pass; steal by L. Mbah a Moute),44,39
195,2,1:21.0,Shooting foul by W. Ellington (drawn by L. Mbah a Moute),,44,39
196,2,1:21.0,L. Mbah a Moute makes free throw 1 of 2,,45,39
197,2,1:21.0,L. Mbah a Moute misses free throw 2 of 2,,45,39
198,2,1:20.0,,Defensive rebound by W. Johnson,45,39
199,2,0:59.0,,J. Clarkson misses 2-pt jump shot from 19 ft,45,39
200,2,0:58.0,Defensive rebound by H. Thompson,,45,39
201,2,0:43.0,N. Noel makes 2-pt hook shot from 6 ft (assist by I. Smith),,47,39
202,2,0:26.0,,J. Hill makes 2-pt hook shot from 5 ft,47,41
203,2,0:04.0,J. Richardson misses 3-pt jump shot from 26 ft,,47,41
204,2,0:01.0,,Defensive rebound by J. Hill,47,41
205,3,11:45.0,J. Richardson misses 2-pt jump shot from 21 ft,,47,41
206,3,11:44.0,,Defensive rebound by J. Hill,47,41
207,3,11:21.0,,J. Clarkson misses 2-pt jump shot from 19 ft,47,41
208,3,11:20.0,Defensive rebound by J. Richardson,,47,41
209,3,11:04.0,L. Mbah a Moute misses 2-pt jump shot from 18 ft,,47,41
210,3,11:02.0,,Defensive rebound by W. Ellington,47,41
211,3,10:57.0,,Turnover by W. Johnson (bad pass; steal by L. Mbah a Moute),47,41
212,3,10:54.0,,Violation by W. Johnson (kicked ball),47,41
213,3,10:48.0,I. Smith misses 2-pt layup from 1 ft,,47,41
214,3,10:46.0,,Defensive rebound by J. Hill,47,41
215,3,10:40.0,,Shooting foul by I. Smith (drawn by J. Clarkson),47,41
216,3,10:40.0,,J. Clarkson makes free throw 1 of 2,47,42
217,3,10:40.0,,J. Clarkson makes free throw 2 of 2,47,43
218,3,10:31.0,I. Smith misses 2-pt layup from 2 ft,,47,43
219,3,10:30.0,,Defensive rebound by J. Hill,47,43
220,3,10:25.0,,J. Clarkson makes 2-pt layup from 1 ft,47,45
221,3,10:12.0,Shooting foul by T. Black (drawn by J. Sampson),,47,45
222,3,10:12.0,J. Sampson misses free throw 1 of 2,,47,45
223,3,10:12.0,Offensive rebound by Team,,47,45
224,3,10:12.0,J. Sampson makes free throw 2 of 2,,48,45
225,3,9:48.0,,W. Johnson makes 2-pt jump shot from 16 ft,48,47
226,3,9:23.0,J. Sampson misses 2-pt jump shot from 4 ft (block by T. Black),,48,47
227,3,9:22.0,Offensive rebound by Team,,48,47
228,3,9:22.0,Turnover by Team (shot clock),,48,47
229,3,9:07.0,,W. Ellington makes 2-pt jump shot from 20 ft (assist by J. Clarkson),48,49
230,3,8:52.0,Turnover by I. Smith (lost ball; steal by W. Johnson),,48,49
231,3,8:40.0,,W. Johnson makes 2-pt layup from 1 ft (assist by J. Hill),48,51
232,3,8:40.0,Philadelphia full timeout,,48,51
233,3,8:21.0,I. Smith misses 2-pt jump shot from 5 ft,,48,51
234,3,8:19.0,Offensive rebound by I. Smith,,48,51
235,3,8:16.0,I. Smith makes 2-pt layup from 1 ft,,50,51
236,3,8:02.0,,W. Johnson misses 2-pt jump shot from 20 ft,50,51
237,3,8:01.0,Defensive rebound by N. Noel,,50,51
238,3,7:45.0,I. Smith makes 2-pt layup from 1 ft,,52,51
239,3,7:45.0,Shooting foul by J. Clarkson (drawn by I. Smith),,52,51
240,3,7:45.0,I. Smith makes free throw 1 of 1,,53,51
241,3,7:25.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Hill),53,54
242,3,7:18.0,I. Smith misses 2-pt layup from 2 ft,,53,54
243,3,7:15.0,,Defensive rebound by W. Ellington,53,54
244,3,7:10.0,,Shooting foul by L. Mbah a Moute (drawn by J. Clarkson),53,54
245,3,7:10.0,,J. Clarkson makes free throw 1 of 2,53,55
246,3,7:10.0,,J. Clarkson makes free throw 2 of 2,53,56
247,3,6:59.0,J. Richardson makes 3-pt jump shot from 24 ft (assist by I. Smith),,56,56
248,3,6:43.0,,Turnover by J. Clarkson (bad pass; steal by J. Sampson),56,56
249,3,6:28.0,J. Richardson makes 2-pt jump shot from 18 ft,,58,56
250,3,6:02.0,,J. Hill misses 2-pt jump shot from 14 ft,58,56
251,3,6:00.0,,Offensive rebound by W. Johnson,58,56
252,3,5:58.0,,W. Johnson makes 2-pt layup from 1 ft,58,58
253,3,5:49.0,L. Mbah a Moute makes 3-pt jump shot from 25 ft (assist by I. Smith),,61,58
254,3,5:29.0,,T. Black misses 2-pt layup from 2 ft (block by N. Noel),61,58
255,3,5:27.0,,Offensive rebound by T. Black,61,58
256,3,5:25.0,,Turnover by T. Black (lost ball),61,58
257,3,5:25.0,Philadelphia full timeout,,61,58
258,3,5:25.0,,C. Boozer enters the game for J. Hill,61,58
259,3,5:25.0,,J. Lin enters the game for W. Ellington,61,58
260,3,5:25.0,J. Grant enters the game for J. Sampson,,61,58
261,3,5:25.0,R. Covington enters the game for N. Noel,,61,58
262,3,5:25.0,F. Aldemir enters the game for J. Richardson,,61,58
263,3,5:04.0,I. Smith misses 3-pt jump shot from 25 ft,,61,58
264,3,5:03.0,,Defensive rebound by W. Johnson,61,58
265,3,4:50.0,,J. Lin makes 2-pt layup from 1 ft,61,60
266,3,4:25.0,I. Smith misses 2-pt layup from 1 ft,,61,60
267,3,4:24.0,,Defensive rebound by C. Boozer,61,60
268,3,4:18.0,,W. Johnson makes 2-pt layup at rim (assist by J. Lin),61,62
269,3,3:54.0,Personal foul by C. Boozer (drawn by I. Smith),,61,62
270,3,3:54.0,I. Canaan enters the game for I. Smith,,61,62
271,3,3:42.0,L. Mbah a Moute makes 3-pt jump shot from 22 ft (assist by J. Grant),,64,62
272,3,3:29.0,,Personal foul by J. Grant (drawn by J. Clarkson),64,62
273,3,3:29.0,T. Robinson enters the game for L. Mbah a Moute,,64,62
274,3,3:29.0,,E. Davis enters the game for T. Black,64,62
275,3,3:21.0,,Personal foul by I. Canaan (drawn by W. Johnson),64,62
276,3,3:13.0,,J. Clarkson misses 2-pt jump shot from 16 ft,64,62
277,3,3:11.0,,Offensive rebound by J. Clarkson,64,62
278,3,3:07.0,,E. Davis makes 2-pt layup from 1 ft (assist by J. Clarkson),64,64
279,3,3:07.0,,Shooting foul by T. Robinson (drawn by E. Davis),64,64
280,3,3:07.0,,E. Davis misses free throw 1 of 1,64,64
281,3,3:06.0,Defensive rebound by F. Aldemir,,64,64
282,3,2:56.0,,J. Brown enters the game for J. Clarkson,64,64
283,3,2:47.0,R. Covington misses 2-pt jump shot from 3 ft (block by W. Johnson),,64,64
284,3,2:45.0,Offensive rebound by R. Covington,,64,64
285,3,2:42.0,R. Covington makes 2-pt layup at rim,,66,64
286,3,2:32.0,,Shooting foul by F. Aldemir (drawn by J. Lin),66,64
287,3,2:32.0,,J. Lin makes free throw 1 of 2,66,65
288,3,2:32.0,,J. Lin makes free throw 2 of 2,66,66
289,3,2:17.0,Shooting foul by C. Boozer (drawn by J. Grant),,66,66
290,3,2:17.0,J. Grant makes free throw 1 of 2,,67,66
291,3,2:17.0,J. Grant misses free throw 2 of 2,,67,66
292,3,2:16.0,,Defensive rebound by E. Davis,67,66
293,3,2:03.0,,E. Davis misses 2-pt layup from 2 ft,67,66
294,3,2:01.0,Defensive rebound by T. Robinson,,67,66
295,3,1:55.0,I. Canaan makes 3-pt jump shot from 25 ft,,70,66
296,3,1:41.0,,Personal block foul by T. Robinson (drawn by J. Lin),70,66
297,3,1:41.0,,J. Lin misses free throw 1 of 2,70,66
298,3,1:41.0,,Offensive rebound by Team,70,66
299,3,1:41.0,,J. Lin makes free throw 2 of 2,70,67
300,3,1:26.0,T. Robinson makes 2-pt layup from 1 ft,,72,67
301,3,1:17.0,,Personal foul by J. Grant (drawn by J. Lin),72,67
302,3,1:17.0,,J. Lin makes free throw 1 of 2,72,68
303,3,1:17.0,,J. Lin makes free throw 2 of 2,72,69
304,3,1:03.0,J. Grant misses 2-pt layup from 2 ft (block by J. Brown),,72,69
305,3,1:01.0,Offensive rebound by J. Grant,,72,69
306,3,1:00.0,Turnover by J. Grant (bad pass; steal by J. Lin),,72,69
307,3,0:55.0,,J. Brown makes 3-pt jump shot from 24 ft (assist by J. Lin),72,72
308,3,0:40.0,I. Canaan misses 2-pt layup from 2 ft,,72,72
309,3,0:39.0,Offensive rebound by F. Aldemir,,72,72
310,3,0:39.0,Shooting foul by J. Lin (drawn by F. Aldemir),,72,72
311,3,0:39.0,F. Aldemir makes free throw 1 of 2,,73,72
312,3,0:39.0,F. Aldemir misses free throw 2 of 2,,73,72
313,3,0:39.0,,Defensive rebound by E. Davis,73,72
314,3,0:27.0,,J. Lin makes 2-pt jump shot from 16 ft,73,74
315,3,0:05.0,I. Canaan misses 2-pt layup from 2 ft,,73,74
316,3,0:05.0,Offensive rebound by T. Robinson,,73,74
317,3,0:05.0,T. Robinson makes 2-pt tip-in from 1 ft,,75,74
318,3,0:02.0,,J. Lin misses 2-pt jump shot from 17 ft,75,74
319,3,0:00.0,Defensive rebound by T. Robinson,,75,74
320,4,11:49.0,,E. Davis makes 2-pt dunk at rim,75,76
321,4,11:29.0,N. Noel misses 2-pt jump shot from 5 ft,,75,76
322,4,11:28.0,,Defensive rebound by E. Davis,75,76
323,4,11:07.0,,J. Lin makes 2-pt jump shot from 15 ft,75,78
324,4,10:38.0,I. Canaan misses 2-pt layup from 1 ft,,75,78
325,4,10:37.0,,Defensive rebound by J. Lin,75,78
326,4,10:31.0,,R. Kelly misses 3-pt jump shot from 24 ft,75,78
327,4,10:29.0,Defensive rebound by J. Grant,,75,78
328,4,10:18.0,J. Grant makes 2-pt jump shot from 19 ft,,77,78
329,4,10:06.0,,Personal block foul by J. Grant (drawn by J. Lin),77,78
330,4,9:56.0,,Personal foul by I. Canaan (drawn by J. Lin),77,78
331,4,9:51.0,,E. Davis misses 2-pt layup from 2 ft (block by R. Covington),77,78
332,4,9:51.0,,Offensive rebound by Team,77,78
333,4,9:51.0,,Offensive foul by J. Brown (drawn by T. Robinson),77,78
334,4,9:51.0,,Turnover by J. Brown (offensive foul),77,78
335,4,9:41.0,N. Noel misses 2-pt jump shot from 3 ft (block by E. Davis),,77,78
336,4,9:39.0,,Defensive rebound by R. Kelly,77,78
337,4,9:35.0,,J. Lin makes 2-pt layup at rim (assist by R. Kelly),77,80
338,4,9:18.0,J. Grant misses 3-pt jump shot from 24 ft,,77,80
339,4,9:17.0,,Defensive rebound by E. Davis,77,80
340,4,9:09.0,,C. Boozer makes 2-pt jump shot from 5 ft (assist by J. Lin),77,82
341,4,8:58.0,Philadelphia full timeout,,77,82
342,4,8:47.0,J. Grant misses 2-pt layup from 2 ft (block by E. Davis),,77,82
343,4,8:45.0,,Defensive rebound by J. Lin,77,82
344,4,8:42.0,,E. Davis makes 2-pt layup at rim (assist by J. Lin),77,84
345,4,8:37.0,Personal foul by R. Kelly (drawn by T. Robinson),,77,84
346,4,8:37.0,F. Aldemir enters the game for N. Noel,,77,84
347,4,8:18.0,I. Canaan misses 2-pt layup from 2 ft (block by E. Davis),,77,84
348,4,8:16.0,,Defensive rebound by C. Boozer,77,84
349,4,8:05.0,,C. Boozer misses 2-pt jump shot from 3 ft,77,84
350,4,8:04.0,Defensive rebound by T. Robinson,,77,84
351,4,7:57.0,I. Canaan misses 2-pt jump shot from 15 ft,,77,84
352,4,7:56.0,Offensive rebound by Team,,77,84
353,4,7:56.0,H. Thompson enters the game for R. Covington,,77,84
354,4,7:47.0,J. Grant misses 3-pt jump shot from 23 ft,,77,84
355,4,7:46.0,,Defensive rebound by J. Lin,77,84
356,4,7:27.0,,C. Boozer misses 2-pt jump shot from 16 ft,77,84
357,4,7:25.0,,Offensive rebound by E. Davis,77,84
358,4,7:21.0,,J. Lin misses 2-pt jump shot from 5 ft,77,84
359,4,7:20.0,,Offensive rebound by J. Brown,77,84
360,4,7:13.0,,Personal foul by I. Canaan (drawn by J. Lin),77,84
361,4,7:13.0,I. Smith enters the game for I. Canaan,,77,84
362,4,7:13.0,L. Mbah a Moute enters the game for T. Robinson,,77,84
363,4,7:01.0,,J. Lin makes 2-pt jump shot from 9 ft,77,86
364,4,6:51.0,Turnover by I. Smith (lost ball),,77,86
365,4,6:34.0,,Personal foul by J. Grant (drawn by J. Lin),77,86
366,4,6:27.0,,J. Brown misses 2-pt jump shot from 6 ft,77,86
367,4,6:24.0,Defensive rebound by F. Aldemir,,77,86
368,4,6:16.0,I. Smith misses 2-pt jump shot from 3 ft,,77,86
369,4,6:13.0,Offensive rebound by F. Aldemir,,77,86
370,4,6:13.0,F. Aldemir misses 2-pt tip-in at rim,,77,86
371,4,6:11.0,,Defensive rebound by R. Kelly,77,86
372,4,6:02.0,,J. Lin misses 2-pt jump shot from 4 ft (block by F. Aldemir),77,86
373,4,6:02.0,,Offensive rebound by Team,77,86
374,4,5:54.0,,J. Lin makes 2-pt jump shot from 12 ft,77,88
375,4,5:45.0,Shooting foul by J. Lin (drawn by I. Smith),,77,88
376,4,5:45.0,Official timeout,,77,88
377,4,5:45.0,R. Covington enters the game for J. Grant,,77,88
378,4,5:45.0,N. Noel enters the game for F. Aldemir,,77,88
379,4,5:45.0,I. Smith makes free throw 1 of 2,,78,88
380,4,5:45.0,I. Smith makes free throw 2 of 2,,79,88
381,4,5:34.0,,Shooting foul by R. Covington (drawn by R. Kelly),79,88
382,4,5:34.0,,R. Kelly makes free throw 1 of 2,79,89
383,4,5:34.0,,R. Kelly makes free throw 2 of 2,79,90
384,4,5:15.0,N. Noel misses 2-pt jump shot from 16 ft,,79,90
385,4,5:14.0,,Defensive rebound by C. Boozer,79,90
386,4,4:54.0,,J. Lin makes 2-pt jump shot from 16 ft (assist by J. Brown),79,92
