,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,HOUSTON_ACTION,CHARLOTTE_SCORE,HOUSTON_SCORE
35,1,7:29.0,G. Henderson makes 2-pt jump shot from 16 ft,,11,8
36,1,7:08.0,,J. Smith misses 2-pt jump shot from 17 ft,11,8
37,1,7:07.0,Defensive rebound by B. Biyombo,,11,8
38,1,7:01.0,M. Kidd-Gilchrist misses 2-pt layup at rim,,11,8
39,1,6:58.0,,Defensive rebound by J. Harden,11,8
40,1,6:45.0,,J. Smith misses 2-pt layup from 2 ft (block by B. Biyombo),11,8
41,1,6:44.0,,Offensive rebound by D. Howard,11,8
42,1,6:43.0,,D. Howard makes 2-pt layup from 1 ft,11,10
43,1,6:43.0,,Shooting foul by B. Biyombo (drawn by D. Howard),11,10
44,1,6:43.0,J. Maxiell enters the game for B. Biyombo,,11,10
45,1,6:43.0,,D. Howard makes free throw 1 of 1,11,11
46,1,6:30.0,K. Walker makes 2-pt layup from 1 ft,,13,11
47,1,6:17.0,,Turnover by D. Howard (3 sec),13,11
48,1,6:10.0,K. Walker misses 2-pt jump shot from 17 ft (block by J. Smith),,13,11
49,1,6:08.0,,Defensive rebound by D. Howard,13,11
50,1,5:58.0,,Shooting foul by J. Maxiell (drawn by J. Smith),13,11
51,1,5:58.0,,Houston full timeout,13,11
52,1,5:58.0,,J. Smith misses free throw 1 of 2,13,11
53,1,5:58.0,,Offensive rebound by Team,13,11
54,1,5:58.0,,J. Smith misses free throw 2 of 2,13,11
55,1,5:58.0,Defensive rebound by M. Kidd-Gilchrist,,13,11
56,1,5:43.0,G. Henderson makes 2-pt jump shot from 19 ft,,15,11
57,1,5:31.0,,J. Harden misses 3-pt jump shot from 25 ft,15,11
58,1,5:30.0,Defensive rebound by C. Zeller,,15,11
59,1,5:17.0,Turnover by G. Henderson (lost ball; steal by J. Smith),,15,11
60,1,5:09.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by J. Harden),15,14
61,1,4:54.0,G. Henderson makes 2-pt jump shot from 16 ft (assist by C. Zeller),,17,14
62,1,4:40.0,,Turnover by D. Howard (3 sec),17,14
63,1,4:40.0,,D. Motiejūnas enters the game for T. Ariza,17,14
64,1,4:40.0,,C. Brewer enters the game for J. Smith,17,14
65,1,4:40.0,M. Williams enters the game for C. Zeller,,17,14
66,1,4:14.0,M. Williams misses 3-pt jump shot from 23 ft,,17,14
67,1,4:12.0,,Defensive rebound by Team,17,14
68,1,3:54.0,,D. Motiejūnas makes 2-pt hook shot from 5 ft (assist by P. Beverley),17,16
69,1,3:41.0,K. Walker misses 2-pt jump shot from 7 ft (block by P. Beverley),,17,16
70,1,3:39.0,,Defensive rebound by J. Harden,17,16
71,1,3:36.0,,C. Brewer misses 2-pt layup from 1 ft,17,16
72,1,3:35.0,,Offensive rebound by Team,17,16
73,1,3:35.0,G. Neal enters the game for G. Henderson,,17,16
74,1,3:25.0,,Shooting foul by J. Maxiell (drawn by D. Howard),17,16
75,1,3:25.0,,D. Howard misses free throw 1 of 2,17,16
76,1,3:25.0,,Offensive rebound by Team,17,16
77,1,3:25.0,,D. Howard misses free throw 2 of 2,17,16
78,1,3:25.0,Defensive rebound by M. Kidd-Gilchrist,,17,16
79,1,3:09.0,Turnover by M. Kidd-Gilchrist (lost ball; steal by J. Harden),,17,16
80,1,3:05.0,,C. Brewer makes 2-pt dunk at rim (assist by P. Beverley),17,18
81,1,2:50.0,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft,,19,18
82,1,2:28.0,,J. Harden misses 2-pt jump shot from 14 ft,19,18
83,1,2:26.0,Defensive rebound by M. Williams,,19,18
84,1,2:20.0,K. Walker makes 2-pt layup from 1 ft,,21,18
85,1,2:04.0,,J. Harden makes 3-pt jump shot from 23 ft (assist by C. Brewer),21,21
86,1,1:48.0,K. Walker misses 2-pt jump shot from 19 ft,,21,21
87,1,1:47.0,,Defensive rebound by D. Howard,21,21
88,1,1:43.0,,D. Motiejūnas makes 2-pt layup from 1 ft (assist by C. Brewer),21,23
89,1,1:31.0,Charlotte full timeout,,21,23
90,1,1:31.0,,J. Terry enters the game for D. Howard,21,23
91,1,1:31.0,,J. Dorsey enters the game for P. Beverley,21,23
92,1,1:23.0,Turnover by G. Neal (bad pass; steal by J. Dorsey),,21,23
93,1,1:06.0,,Turnover by D. Motiejūnas (lost ball; steal by M. Williams),21,23
94,1,1:02.0,G. Neal makes 2-pt layup from 2 ft,,23,23
95,1,0:39.0,,J. Harden misses 3-pt jump shot from 25 ft,23,23
96,1,0:38.0,Defensive rebound by Team,,23,23
97,1,0:38.0,,Loose ball foul by J. Dorsey (drawn by M. Kidd-Gilchrist),23,23
98,1,0:38.0,,T. Ariza enters the game for J. Harden,23,23
99,1,0:32.0,Personal foul by J. Terry (drawn by G. Neal),,23,23
100,1,0:32.0,G. Neal makes free throw 1 of 2,,24,23
101,1,0:32.0,P. Hairston enters the game for M. Kidd-Gilchrist,,24,23
102,1,0:32.0,G. Neal makes free throw 2 of 2,,25,23
103,1,0:14.0,,C. Brewer misses 2-pt jump shot from 8 ft (block by G. Neal),25,23
104,1,0:12.0,Defensive rebound by G. Neal,,25,23
105,1,0:01.0,P. Hairston misses 3-pt jump shot from 24 ft,,25,23
106,1,0:00.0,Offensive rebound by Team,,25,23
107,2,11:50.0,,Turnover by D. Motiejūnas (lost ball; steal by G. Neal),25,23
108,2,11:45.0,G. Neal makes 2-pt layup from 1 ft,,27,23
109,2,11:24.0,,J. Terry misses 2-pt layup from 2 ft,27,23
110,2,11:23.0,Defensive rebound by G. Neal,,27,23
111,2,11:15.0,G. Neal misses 2-pt jump shot from 20 ft,,27,23
112,2,11:13.0,,Defensive rebound by T. Ariza,27,23
113,2,11:05.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Terry),27,26
114,2,10:49.0,Turnover by P. Hairston (lost ball),,27,26
115,2,10:29.0,,D. Motiejūnas misses 2-pt layup from 1 ft,27,26
116,2,10:27.0,,Offensive rebound by J. Dorsey,27,26
117,2,10:24.0,,Turnover by Team (shot clock),27,26
118,2,10:11.0,G. Neal makes 2-pt jump shot from 8 ft,,29,26
119,2,9:59.0,,T. Ariza misses 3-pt jump shot from 25 ft,29,26
120,2,9:58.0,,Offensive rebound by Team,29,26
121,2,9:58.0,Loose ball foul by M. Williams (drawn by D. Motiejūnas),,29,26
122,2,9:50.0,,D. Motiejūnas misses 2-pt jump shot from 12 ft,29,26
123,2,9:49.0,Defensive rebound by Team,,29,26
124,2,9:49.0,,Loose ball foul by J. Dorsey (drawn by J. Maxiell),29,26
125,2,9:35.0,P. Hairston misses 3-pt jump shot from 23 ft,,29,26
126,2,9:34.0,,Defensive rebound by J. Dorsey,29,26
127,2,9:26.0,,J. Terry makes 2-pt layup from 4 ft,29,28
128,2,9:17.0,Shooting foul by J. Terry (drawn by B. Roberts),,29,28
129,2,9:17.0,B. Roberts makes free throw 1 of 2,,30,28
130,2,9:17.0,B. Roberts makes free throw 2 of 2,,31,28
131,2,9:00.0,,D. Motiejūnas misses 2-pt hook shot from 7 ft,31,28
132,2,8:58.0,Defensive rebound by M. Williams,,31,28
133,2,8:53.0,Turnover by B. Roberts (bad pass),,31,28
134,2,8:53.0,Official timeout,,31,28
135,2,8:53.0,C. Zeller enters the game for M. Williams,,31,28
136,2,8:38.0,,C. Brewer makes 3-pt jump shot from 23 ft (assist by T. Ariza),31,31
137,2,8:20.0,J. Maxiell misses 2-pt jump shot from 11 ft,,31,31
138,2,8:18.0,,Defensive rebound by T. Ariza,31,31
139,2,8:14.0,,C. Brewer misses 2-pt jump shot from 3 ft,31,31
140,2,8:12.0,,Offensive rebound by D. Motiejūnas,31,31
141,2,8:12.0,,D. Motiejūnas makes 2-pt hook shot from 3 ft,31,33
142,2,8:00.0,Turnover by B. Roberts (bad pass; steal by T. Ariza),,31,33
143,2,7:56.0,,Shooting foul by C. Zeller (drawn by J. Dorsey),31,33
144,2,7:56.0,,J. Dorsey misses free throw 1 of 2,31,33
145,2,7:56.0,,Offensive rebound by Team,31,33
146,2,7:56.0,,J. Dorsey makes free throw 2 of 2,31,34
147,2,7:35.0,G. Neal misses 2-pt jump shot from 9 ft,,31,34
148,2,7:32.0,,Defensive rebound by J. Dorsey,31,34
149,2,7:25.0,,C. Brewer misses 3-pt jump shot from 23 ft,31,34
150,2,7:22.0,,Offensive rebound by T. Ariza,31,34
151,2,7:19.0,,T. Ariza misses 3-pt jump shot from 25 ft,31,34
152,2,7:17.0,Defensive rebound by Team,,31,34
153,2,7:17.0,,Loose ball foul by J. Dorsey (drawn by C. Zeller),31,34
154,2,7:17.0,,D. Howard enters the game for J. Dorsey,31,34
155,2,7:01.0,B. Roberts makes 3-pt jump shot from 23 ft (assist by P. Hairston),,34,34
156,2,6:44.0,,Turnover by D. Motiejūnas (bad pass; steal by J. Maxiell),34,34
157,2,6:33.0,K. Walker enters the game for J. Maxiell,,34,34
158,2,6:33.0,B. Biyombo enters the game for G. Neal,,34,34
159,2,6:33.0,G. Henderson enters the game for P. Hairston,,34,34
160,2,6:33.0,M. Kidd-Gilchrist enters the game for B. Roberts,,34,34
161,2,6:33.0,,J. Harden enters the game for T. Ariza,34,34
162,2,6:23.0,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,,34,34
163,2,6:23.0,Offensive rebound by Team,,34,34
164,2,6:23.0,,Loose ball foul by J. Terry (drawn by B. Biyombo),34,34
165,2,6:23.0,,P. Beverley enters the game for J. Terry,34,34
166,2,6:23.0,,J. Smith enters the game for D. Motiejūnas,34,34
167,2,6:04.0,B. Biyombo misses 2-pt jump shot from 11 ft,,34,34
168,2,6:03.0,,Defensive rebound by J. Harden,34,34
169,2,5:57.0,,P. Beverley misses 3-pt jump shot from 25 ft,34,34
170,2,5:56.0,Defensive rebound by C. Zeller,,34,34
171,2,5:40.0,C. Zeller misses 2-pt jump shot from 20 ft,,34,34
172,2,5:39.0,,Defensive rebound by C. Brewer,34,34
173,2,5:27.0,,Turnover by C. Brewer (bad pass; steal by C. Zeller),34,34
174,2,5:23.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by G. Henderson),,36,34
175,2,5:10.0,,Turnover by D. Howard (lost ball),36,34
176,2,5:10.0,,Houston full timeout,36,34
177,2,5:10.0,,T. Ariza enters the game for C. Brewer,36,34
178,2,4:57.0,C. Zeller makes 2-pt layup from 2 ft (assist by K. Walker),,38,34
179,2,4:44.0,,Personal foul by M. Kidd-Gilchrist (drawn by P. Beverley),38,34
180,2,4:34.0,,P. Beverley misses 2-pt layup from 2 ft (block by B. Biyombo),38,34
181,2,4:32.0,,Offensive rebound by P. Beverley,38,34
182,2,4:29.0,,P. Beverley misses 2-pt layup from 2 ft (block by B. Biyombo),38,34
183,2,4:28.0,Defensive rebound by C. Zeller,,38,34
184,2,4:25.0,,Offensive charge foul by M. Kidd-Gilchrist (drawn by J. Harden),38,34
185,2,4:25.0,Turnover by M. Kidd-Gilchrist (offensive foul),,38,34
186,2,4:14.0,,T. Ariza misses 3-pt jump shot from 26 ft,38,34
187,2,4:13.0,Defensive rebound by M. Kidd-Gilchrist,,38,34
188,2,4:04.0,M. Kidd-Gilchrist misses 2-pt layup from 3 ft (block by J. Harden),,38,34
189,2,4:04.0,Offensive rebound by Team,,38,34
190,2,4:04.0,G. Neal enters the game for M. Kidd-Gilchrist,,38,34
191,2,4:04.0,Personal foul by T. Ariza (drawn by G. Henderson),,38,34
192,2,3:58.0,Shooting foul by D. Howard (drawn by K. Walker),,38,34
193,2,3:58.0,K. Walker makes free throw 1 of 2,,39,34
194,2,3:58.0,K. Walker makes free throw 2 of 2,,40,34
195,2,3:48.0,,J. Harden makes 2-pt layup from 1 ft,40,36
196,2,3:38.0,Personal foul by D. Howard (drawn by B. Biyombo),,40,36
197,2,3:38.0,B. Biyombo misses free throw 1 of 2,,40,36
198,2,3:38.0,Offensive rebound by Team,,40,36
199,2,3:38.0,B. Biyombo makes free throw 2 of 2,,41,36
200,2,3:19.0,,Turnover by J. Smith (lost ball; steal by K. Walker),41,36
201,2,2:59.0,Turnover by G. Neal (bad pass; steal by J. Smith),,41,36
202,2,2:51.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by P. Beverley),41,39
203,2,2:35.0,K. Walker misses 2-pt jump shot from 17 ft,,41,39
204,2,2:33.0,,Defensive rebound by D. Howard,41,39
205,2,2:28.0,,J. Smith makes 2-pt dunk at rim (assist by J. Harden),41,41
206,2,2:18.0,Charlotte full timeout,,41,41
207,2,2:18.0,M. Williams enters the game for C. Zeller,,41,41
208,2,2:18.0,J. Maxiell enters the game for B. Biyombo,,41,41
209,2,2:11.0,M. Williams misses 3-pt jump shot from 24 ft,,41,41
210,2,2:07.0,Offensive rebound by K. Walker,,41,41
211,2,2:01.0,M. Williams misses 3-pt jump shot from 25 ft,,41,41
212,2,2:00.0,,Defensive rebound by J. Smith,41,41
213,2,1:50.0,,J. Harden misses 2-pt layup from 1 ft,41,41
214,2,1:48.0,Defensive rebound by G. Neal,,41,41
215,2,1:42.0,G. Neal misses 3-pt jump shot from 24 ft,,41,41
216,2,1:40.0,Offensive rebound by J. Maxiell,,41,41
217,2,1:36.0,Turnover by G. Henderson (lost ball),,41,41
218,2,1:22.0,,Turnover by J. Harden (lost ball; steal by G. Henderson),41,41
219,2,1:18.0,G. Henderson makes 2-pt layup from 1 ft,,43,41
220,2,1:01.0,,Offensive foul by P. Beverley (drawn by G. Henderson),43,41
221,2,1:01.0,,Turnover by P. Beverley (offensive foul),43,41
222,2,0:50.0,J. Maxiell makes 2-pt jump shot from 10 ft (assist by K. Walker),,45,41
223,2,0:41.0,,J. Harden makes 3-pt jump shot from 25 ft,45,44
224,2,0:28.0,G. Henderson misses 3-pt jump shot from 24 ft,,45,44
225,2,0:26.0,,Defensive rebound by D. Howard,45,44
226,2,0:04.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by J. Smith),45,47
227,3,11:42.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by J. Harden),45,50
228,3,11:30.0,Turnover by K. Walker (bad pass; steal by J. Smith),,45,50
229,3,11:26.0,,P. Beverley makes 2-pt layup from 1 ft (assist by J. Smith),45,52
230,3,11:07.0,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,,45,52
231,3,11:06.0,,Defensive rebound by J. Smith,45,52
232,3,10:58.0,,J. Smith misses 2-pt jump shot from 6 ft (block by C. Zeller),45,52
233,3,10:58.0,,Offensive rebound by Team,45,52
234,3,10:55.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by T. Ariza),45,55
235,3,10:46.0,Offensive foul by C. Zeller (drawn by P. Beverley),,45,55
236,3,10:46.0,Turnover by C. Zeller (offensive foul),,45,55
237,3,10:40.0,,Offensive foul by D. Howard (drawn by M. Kidd-Gilchrist),45,55
238,3,10:40.0,,Turnover by D. Howard (offensive foul),45,55
239,3,10:24.0,Shooting foul by J. Harden (drawn by M. Kidd-Gilchrist),,45,55
240,3,10:24.0,M. Kidd-Gilchrist makes free throw 1 of 2,,46,55
241,3,10:24.0,M. Kidd-Gilchrist makes free throw 2 of 2,,47,55
242,3,10:11.0,,P. Beverley misses 3-pt jump shot from 24 ft,47,55
243,3,10:11.0,,Offensive rebound by Team,47,55
244,3,10:11.0,Loose ball foul by B. Biyombo (drawn by D. Howard),,47,55
245,3,9:53.0,,J. Harden makes 3-pt jump shot from 23 ft,47,58
246,3,9:29.0,C. Zeller makes 2-pt jump shot from 11 ft (assist by G. Henderson),,49,58
247,3,9:09.0,,P. Beverley misses 3-pt jump shot from 23 ft,49,58
248,3,9:05.0,,Offensive rebound by Team,49,58
249,3,8:58.0,,J. Harden misses 3-pt jump shot from 25 ft,49,58
250,3,8:57.0,Defensive rebound by C. Zeller,,49,58
251,3,8:42.0,K. Walker misses 2-pt jump shot from 10 ft,,49,58
252,3,8:40.0,,Defensive rebound by D. Howard,49,58
253,3,8:37.0,,J. Harden misses 2-pt layup from 1 ft (block by M. Kidd-Gilchrist),49,58
254,3,8:34.0,,Offensive rebound by P. Beverley,49,58
255,3,8:31.0,,T. Ariza misses 3-pt jump shot from 25 ft,49,58
256,3,8:30.0,,Offensive rebound by P. Beverley,49,58
257,3,8:22.0,,D. Howard makes 2-pt dunk at rim (assist by J. Harden),49,60
258,3,8:22.0,Charlotte full timeout,,49,60
259,3,8:10.0,Personal foul by P. Beverley (drawn by K. Walker),,49,60
260,3,7:55.0,K. Walker misses 3-pt jump shot from 24 ft,,49,60
261,3,7:53.0,,Defensive rebound by J. Harden,49,60
262,3,7:50.0,,P. Beverley misses 2-pt layup from 2 ft (block by K. Walker),49,60
263,3,7:48.0,Defensive rebound by B. Biyombo,,49,60
264,3,7:32.0,B. Biyombo makes 2-pt jump shot from 12 ft (assist by M. Kidd-Gilchrist),,51,60
265,3,7:14.0,,J. Smith misses 2-pt hook shot from 6 ft,51,60
266,3,7:12.0,Defensive rebound by B. Biyombo,,51,60
267,3,7:04.0,Shooting foul by J. Smith (drawn by B. Biyombo),,51,60
268,3,7:04.0,B. Biyombo misses free throw 1 of 2,,51,60
269,3,7:04.0,Offensive rebound by Team,,51,60
270,3,7:04.0,B. Biyombo makes free throw 2 of 2,,52,60
271,3,6:49.0,,Turnover by D. Howard (lost ball),52,60
272,3,6:25.0,Turnover by Team (shot clock),,52,60
273,3,6:03.0,,D. Howard makes 2-pt dunk at rim,52,62
274,3,5:47.0,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by C. Zeller),,54,62
275,3,5:31.0,,P. Beverley misses 3-pt jump shot from 24 ft,54,62
276,3,5:30.0,Defensive rebound by M. Kidd-Gilchrist,,54,62
277,3,5:24.0,Personal foul by T. Ariza (drawn by M. Kidd-Gilchrist),,54,62
278,3,5:24.0,M. Williams enters the game for C. Zeller,,54,62
279,3,5:24.0,,D. Motiejūnas enters the game for J. Smith,54,62
280,3,5:06.0,G. Henderson misses 2-pt jump shot from 13 ft,,54,62
281,3,5:04.0,,Defensive rebound by J. Harden,54,62
282,3,4:57.0,,J. Harden makes 3-pt jump shot from 25 ft,54,65
283,3,4:36.0,M. Kidd-Gilchrist makes 2-pt jump shot from 14 ft,,56,65
284,3,4:20.0,,Offensive foul by D. Howard (drawn by B. Biyombo),56,65
285,3,4:20.0,,Turnover by D. Howard (offensive foul),56,65
286,3,4:20.0,,C. Brewer enters the game for T. Ariza,56,65
287,3,4:20.0,G. Neal enters the game for M. Kidd-Gilchrist,,56,65
288,3,4:20.0,,J. Dorsey enters the game for D. Howard,56,65
289,3,4:04.0,G. Henderson makes 2-pt jump shot from 15 ft,,58,65
290,3,3:49.0,,P. Beverley misses 3-pt jump shot from 23 ft,58,65
291,3,3:46.0,Defensive rebound by G. Neal,,58,65
292,3,3:38.0,G. Henderson misses 2-pt jump shot from 22 ft,,58,65
293,3,3:36.0,,Defensive rebound by J. Harden,58,65
294,3,3:30.0,Violation by B. Biyombo (def goaltending),,58,65
295,3,3:30.0,,J. Harden makes 2-pt layup from 2 ft,58,67
296,3,3:12.0,G. Henderson makes 2-pt jump shot from 11 ft,,60,67
297,3,2:46.0,,P. Beverley misses 3-pt jump shot from 26 ft,60,67
298,3,2:45.0,Defensive rebound by G. Henderson,,60,67
299,3,2:22.0,G. Henderson misses 2-pt jump shot from 18 ft,,60,67
300,3,2:22.0,Offensive rebound by Team,,60,67
301,3,2:22.0,Turnover by Team (shot clock),,60,67
302,3,2:22.0,,Houston full timeout,60,67
303,3,2:22.0,,J. Terry enters the game for P. Beverley,60,67
304,3,2:22.0,J. Maxiell enters the game for B. Biyombo,,60,67
305,3,2:15.0,,Personal block foul by G. Henderson (drawn by J. Harden),60,67
306,3,2:04.0,,Shooting foul by G. Neal (drawn by J. Harden),60,67
307,3,2:04.0,,J. Harden makes free throw 1 of 2,60,68
308,3,2:04.0,,J. Harden makes free throw 2 of 2,60,69
309,3,1:45.0,K. Walker makes 3-pt jump shot from 25 ft (assist by G. Neal),,63,69
310,3,1:26.0,,J. Harden makes 2-pt jump shot from 14 ft,63,71
311,3,1:06.0,J. Maxiell makes 2-pt jump shot from 8 ft (assist by K. Walker),,65,71
312,3,0:49.0,,Shooting foul by M. Williams (drawn by D. Motiejūnas),65,71
313,3,0:49.0,,D. Motiejūnas makes free throw 1 of 2,65,72
314,3,0:49.0,,D. Motiejūnas makes free throw 2 of 2,65,73
315,3,0:37.0,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),,68,73
316,3,0:33.0,,J. Harden misses 2-pt layup from 2 ft,68,73
317,3,0:31.0,,Offensive rebound by J. Dorsey,68,73
318,3,0:10.0,,J. Harden makes 3-pt jump shot from 25 ft,68,76
319,4,11:44.0,Shooting foul by C. Brewer (drawn by G. Neal),,68,76
320,4,11:44.0,G. Neal makes free throw 1 of 3,,69,76
321,4,11:44.0,G. Neal misses free throw 2 of 3,,69,76
322,4,11:44.0,Offensive rebound by Team,,69,76
323,4,11:44.0,G. Neal makes free throw 3 of 3,,70,76
324,4,11:25.0,Offensive charge foul by J. Dorsey (drawn by J. Maxiell),,70,76
325,4,11:25.0,,Turnover by J. Dorsey (offensive foul),70,76
326,4,11:25.0,C. Zeller enters the game for M. Williams,,70,76
327,4,11:04.0,P. Hairston misses 3-pt jump shot from 26 ft,,70,76
328,4,11:03.0,Offensive rebound by Team,,70,76
329,4,11:03.0,,Loose ball foul by J. Dorsey (drawn by J. Maxiell),70,76
330,4,10:56.0,G. Neal misses 3-pt jump shot from 25 ft,,70,76
331,4,10:55.0,,Defensive rebound by C. Brewer,70,76
332,4,10:43.0,,C. Brewer misses 3-pt jump shot from 23 ft,70,76
333,4,10:42.0,Defensive rebound by B. Roberts,,70,76
334,4,10:32.0,Turnover by B. Roberts (bad pass; steal by J. Terry),,70,76
335,4,10:26.0,,T. Ariza misses 3-pt jump shot from 25 ft,70,76
336,4,10:24.0,Defensive rebound by G. Neal,,70,76
337,4,10:17.0,Turnover by G. Neal (bad pass; steal by T. Ariza),,70,76
338,4,10:14.0,,T. Ariza makes 2-pt dunk at rim,70,78
339,4,9:59.0,B. Roberts misses 2-pt jump shot from 15 ft,,70,78
340,4,9:57.0,,Defensive rebound by D. Motiejūnas,70,78
341,4,9:46.0,,D. Motiejūnas makes 2-pt hook shot from 6 ft,70,80
342,4,9:40.0,Charlotte full timeout,,70,80
343,4,9:40.0,,J. Smith enters the game for J. Dorsey,70,80
344,4,9:30.0,C. Zeller misses 2-pt layup from 3 ft (block by J. Smith),,70,80
345,4,9:30.0,,Defensive rebound by Team,70,80
346,4,9:16.0,,D. Motiejūnas misses 2-pt jump shot from 7 ft,70,80
347,4,9:14.0,Defensive rebound by J. Maxiell,,70,80
348,4,8:50.0,B. Roberts misses 2-pt jump shot from 14 ft (block by J. Terry),,70,80
349,4,8:49.0,,Defensive rebound by D. Motiejūnas,70,80
350,4,8:39.0,,D. Motiejūnas misses 2-pt jump shot from 6 ft (block by P. Hairston),70,80
351,4,8:34.0,Defensive rebound by J. Maxiell,,70,80
352,4,8:30.0,P. Hairston makes 2-pt layup from 1 ft (assist by C. Zeller),,72,80
353,4,8:13.0,,D. Motiejūnas makes 2-pt hook shot from 9 ft (assist by T. Ariza),72,82
354,4,7:54.0,J. Maxiell misses 2-pt jump shot from 3 ft (block by J. Smith),,72,82
355,4,7:52.0,,Defensive rebound by D. Motiejūnas,72,82
356,4,7:47.0,,C. Brewer misses 3-pt jump shot from 23 ft,72,82
357,4,7:46.0,Defensive rebound by C. Zeller,,72,82
358,4,7:37.0,B. Roberts misses 2-pt jump shot from 19 ft,,72,82
359,4,7:35.0,,Defensive rebound by Team,72,82
360,4,7:17.0,,D. Motiejūnas misses 2-pt jump shot from 9 ft,72,82
361,4,7:16.0,Defensive rebound by C. Zeller,,72,82
362,4,7:06.0,B. Roberts misses 3-pt jump shot from 23 ft,,72,82
363,4,7:05.0,,Defensive rebound by J. Smith,72,82
364,4,7:00.0,,J. Terry misses 2-pt jump shot from 14 ft,72,82
365,4,6:56.0,,Offensive rebound by C. Brewer,72,82
366,4,6:39.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by J. Terry),72,85
367,4,6:32.0,Charlotte full timeout,,72,85
368,4,6:32.0,B. Biyombo enters the game for J. Maxiell,,72,85
369,4,6:32.0,G. Henderson enters the game for G. Neal,,72,85
370,4,6:32.0,M. Kidd-Gilchrist enters the game for P. Hairston,,72,85
371,4,6:32.0,K. Walker enters the game for B. Roberts,,72,85
372,4,6:21.0,Personal foul by T. Ariza (drawn by C. Zeller),,72,85
373,4,6:09.0,Shooting foul by D. Motiejūnas (drawn by B. Biyombo),,72,85
374,4,6:09.0,B. Biyombo makes free throw 1 of 2,,73,85
375,4,6:09.0,B. Biyombo misses free throw 2 of 2,,73,85
376,4,6:09.0,,Defensive rebound by J. Smith,73,85
377,4,5:50.0,,D. Motiejūnas misses 2-pt hook shot from 8 ft,73,85
378,4,5:48.0,Defensive rebound by C. Zeller,,73,85
