,QUARTER,TIME_REMAINING,UTAH_ACTION,PHOENIX_ACTION,UTAH_SCORE,PHOENIX_SCORE
0,1,11:39.0,,B. Wright makes 2-pt dunk at rim (assist by E. Bledsoe),0,2
1,1,11:21.0,Turnover by G. Hayward (bad pass; steal by M. Morris),,0,2
2,1,11:15.0,,P. Tucker makes 2-pt jump shot from 5 ft,0,4
3,1,10:54.0,D. Favors makes 2-pt jump shot from 3 ft (assist by R. Hood),,2,4
4,1,10:33.0,,M. Morris makes 2-pt jump shot from 21 ft,2,6
5,1,10:08.0,,Violation by B. Wright (kicked ball),2,6
6,1,10:01.0,R. Hood misses 3-pt jump shot from 24 ft,,2,6
7,1,10:00.0,,Defensive rebound by E. Bledsoe,2,6
8,1,9:52.0,,M. Morris misses 2-pt jump shot from 3 ft (block by D. Favors),2,6
9,1,9:51.0,Defensive rebound by D. Favors,,2,6
10,1,9:41.0,D. Favors misses 2-pt jump shot from 20 ft,,2,6
11,1,9:40.0,,Defensive rebound by E. Bledsoe,2,6
12,1,9:18.0,,E. Bledsoe misses 2-pt jump shot from 7 ft,2,6
13,1,9:17.0,Defensive rebound by D. Favors,,2,6
14,1,8:58.0,D. Exum misses 2-pt layup from 1 ft (block by M. Morris),,2,6
15,1,8:57.0,,Defensive rebound by B. Wright,2,6
16,1,8:37.0,,E. Bledsoe misses 2-pt jump shot from 3 ft,2,6
17,1,8:36.0,Defensive rebound by R. Gobert,,2,6
18,1,8:21.0,Turnover by R. Gobert (bad pass),,2,6
19,1,8:07.0,,M. Morris misses 2-pt layup from 2 ft (block by R. Gobert),2,6
20,1,8:06.0,Defensive rebound by R. Hood,,2,6
21,1,8:01.0,R. Hood makes 2-pt layup from 1 ft,,4,6
22,1,7:46.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,4,6
23,1,7:45.0,Defensive rebound by R. Hood,,4,6
24,1,7:33.0,Turnover by D. Favors (step out of bounds),,4,6
25,1,7:10.0,,M. Morris misses 3-pt jump shot from 25 ft,4,6
26,1,7:09.0,Defensive rebound by G. Hayward,,4,6
27,1,6:59.0,R. Hood makes 3-pt jump shot from 25 ft (assist by G. Hayward),,7,6
28,1,6:41.0,,B. Wright misses 2-pt jump shot from 4 ft,7,6
29,1,6:40.0,Defensive rebound by D. Favors,,7,6
30,1,6:28.0,R. Hood makes 2-pt jump shot from 5 ft,,9,6
31,1,6:28.0,,Phoenix full timeout,9,6
32,1,6:28.0,,T. Warren enters the game for M. Morris,9,6
33,1,6:10.0,,P. Tucker misses 3-pt jump shot from 23 ft,9,6
34,1,6:09.0,Defensive rebound by R. Hood,,9,6
35,1,5:54.0,D. Favors misses 2-pt layup from 2 ft,,9,6
36,1,5:52.0,Offensive rebound by D. Exum,,9,6
37,1,5:49.0,G. Hayward makes 3-pt jump shot from 23 ft (assist by D. Exum),,12,6
38,1,5:30.0,,Turnover by E. Bledsoe (bad pass; steal by R. Hood),12,6
39,1,5:26.0,Shooting foul by T. Warren (drawn by R. Hood),,12,6
40,1,5:26.0,R. Hood makes free throw 1 of 2,,13,6
41,1,5:26.0,R. Hood makes free throw 2 of 2,,14,6
42,1,5:13.0,,M. Morris misses 2-pt jump shot from 20 ft,14,6
43,1,5:12.0,Defensive rebound by R. Gobert,,14,6
44,1,4:52.0,D. Exum makes 2-pt jump shot from 8 ft,,16,6
45,1,4:37.0,,B. Wright makes 2-pt hook shot from 8 ft (assist by M. Morris),16,8
46,1,4:19.0,D. Favors misses 2-pt dunk at rim,,16,8
47,1,4:17.0,,Defensive rebound by B. Wright,16,8
48,1,4:11.0,,T. Warren makes 2-pt layup from 2 ft,16,10
49,1,3:53.0,D. Exum makes 2-pt jump shot from 4 ft,,18,10
50,1,3:20.0,,M. Morris misses 2-pt jump shot from 5 ft,18,10
