,QUARTER,TIME_REMAINING,PORTLAND_ACTION,DENVER_ACTION,PORTLAND_SCORE,DENVER_SCORE
0,1,11:46.0,,K. Faried misses 2-pt jump shot from 3 ft (block by L. Aldridge),0,0
1,1,11:44.0,Defensive rebound by D. Lillard,,0,0
2,1,11:29.0,R. Lopez misses 2-pt jump shot from 15 ft,,0,0
3,1,11:27.0,,Defensive rebound by A. Afflalo,0,0
4,1,11:19.0,,A. Afflalo makes 2-pt jump shot from 12 ft,0,2
5,1,11:04.0,Turnover by R. Lopez (lost ball; steal by K. Faried),,0,2
6,1,11:01.0,,Shooting foul by A. Crabbe (drawn by K. Faried),0,2
7,1,11:01.0,,K. Faried makes free throw 1 of 2,0,3
8,1,11:01.0,,K. Faried makes free throw 2 of 2,0,4
9,1,10:45.0,R. Lopez misses 2-pt layup from 3 ft,,0,4
10,1,10:44.0,,Defensive rebound by K. Faried,0,4
11,1,10:42.0,,Shooting foul by D. Lillard (drawn by T. Lawson),0,4
12,1,10:42.0,,T. Lawson makes free throw 1 of 2,0,5
13,1,10:42.0,,T. Lawson makes free throw 2 of 2,0,6
14,1,10:23.0,R. Lopez makes 2-pt hook shot from 13 ft,,2,6
15,1,10:09.0,,Shooting foul by R. Lopez (drawn by W. Chandler),2,6
16,1,10:09.0,,W. Chandler makes free throw 1 of 2,2,7
17,1,10:09.0,,W. Chandler makes free throw 2 of 2,2,8
18,1,9:47.0,L. Aldridge misses 2-pt jump shot from 15 ft,,2,8
19,1,9:45.0,,Defensive rebound by W. Chandler,2,8
20,1,9:43.0,,Shooting foul by A. Crabbe (drawn by W. Chandler),2,8
21,1,9:43.0,,W. Chandler misses free throw 1 of 2,2,8
22,1,9:43.0,,Offensive rebound by Team,2,8
23,1,9:43.0,,W. Chandler makes free throw 2 of 2,2,9
24,1,9:25.0,Shooting foul by K. Faried (drawn by R. Lopez),,2,9
25,1,9:25.0,R. Lopez makes 2-pt hook shot from 3 ft,,4,9
26,1,9:25.0,R. Lopez makes free throw 1 of 1,,5,9
27,1,9:07.0,,W. Chandler misses 2-pt jump shot from 14 ft,5,9
28,1,9:04.0,Defensive rebound by L. Aldridge,,5,9
29,1,8:51.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by D. Lillard),,7,9
30,1,8:38.0,,K. Faried makes 2-pt jump shot from 9 ft (assist by T. Lawson),7,11
31,1,8:22.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by D. Lillard),,9,11
32,1,8:03.0,,A. Afflalo misses 2-pt jump shot from 16 ft,9,11
33,1,8:01.0,Defensive rebound by R. Lopez,,9,11
34,1,7:53.0,L. Aldridge misses 2-pt jump shot from 21 ft,,9,11
35,1,7:51.0,,Defensive rebound by W. Chandler,9,11
36,1,7:45.0,,Turnover by T. Mozgov (offensive goaltending),9,11
37,1,7:45.0,,D. Arthur enters the game for K. Faried,9,11
38,1,7:30.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by W. Matthews),,12,11
39,1,7:07.0,,T. Lawson misses 2-pt jump shot from 15 ft,12,11
40,1,7:06.0,Defensive rebound by L. Aldridge,,12,11
41,1,6:59.0,D. Lillard makes 2-pt layup from 1 ft,,14,11
42,1,6:53.0,,Denver full timeout,14,11
43,1,6:39.0,,D. Arthur makes 2-pt jump shot from 14 ft (assist by T. Lawson),14,13
44,1,6:22.0,D. Lillard misses 2-pt layup from 2 ft,,14,13
45,1,6:20.0,Offensive rebound by R. Lopez,,14,13
46,1,6:20.0,R. Lopez makes 2-pt tip-in at rim,,16,13
47,1,6:03.0,,W. Chandler misses 2-pt jump shot from 18 ft,16,13
48,1,6:01.0,Defensive rebound by W. Matthews,,16,13
49,1,5:57.0,W. Matthews makes 2-pt layup from 2 ft,,18,13
50,1,5:57.0,Shooting foul by A. Afflalo (drawn by W. Matthews),,18,13
51,1,5:57.0,W. Matthews misses free throw 1 of 1,,18,13
52,1,5:53.0,Offensive rebound by W. Matthews,,18,13
53,1,5:40.0,C. McCollum enters the game for A. Crabbe,,18,13
54,1,5:33.0,D. Lillard makes 2-pt jump shot from 10 ft (assist by C. McCollum),,20,13
55,1,5:28.0,,T. Mozgov misses 2-pt jump shot from 7 ft,20,13
56,1,5:27.0,Defensive rebound by R. Lopez,,20,13
57,1,5:23.0,C. McCollum makes 2-pt jump shot from 19 ft (assist by D. Lillard),,22,13
58,1,5:12.0,,Personal foul by C. McCollum (drawn by A. Afflalo),22,13
59,1,5:12.0,C. Kaman enters the game for R. Lopez,,22,13
60,1,5:12.0,,A. Afflalo makes free throw 1 of 2,22,14
61,1,5:12.0,,A. Afflalo makes free throw 2 of 2,22,15
62,1,4:48.0,C. McCollum misses 3-pt jump shot from 25 ft,,22,15
63,1,4:47.0,Offensive rebound by D. Lillard,,22,15
64,1,4:40.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Lillard),,25,15
65,1,4:30.0,,T. Lawson makes 2-pt layup from 1 ft,25,17
66,1,4:30.0,,Shooting foul by C. McCollum (drawn by T. Lawson),25,17
67,1,4:30.0,,R. Foye enters the game for A. Afflalo,25,17
68,1,4:30.0,,J. Hickson enters the game for T. Mozgov,25,17
69,1,4:30.0,S. Blake enters the game for D. Lillard,,25,17
70,1,4:30.0,,T. Lawson misses free throw 1 of 1,25,17
71,1,4:28.0,Defensive rebound by C. Kaman,,25,17
72,1,4:11.0,W. Matthews misses 3-pt jump shot from 24 ft,,25,17
73,1,4:09.0,,Defensive rebound by J. Hickson,25,17
74,1,3:58.0,,J. Hickson misses 2-pt layup from 1 ft,25,17
75,1,3:57.0,Defensive rebound by C. Kaman,,25,17
76,1,3:39.0,C. McCollum makes 3-pt jump shot from 23 ft (assist by W. Matthews),,28,17
77,1,3:33.0,,Denver full timeout,28,17
78,1,3:26.0,,T. Lawson makes 2-pt jump shot from 21 ft (assist by J. Hickson),28,19
79,1,3:11.0,W. Matthews misses 2-pt jump shot from 18 ft,,28,19
80,1,3:09.0,Offensive rebound by C. Kaman,,28,19
81,1,3:07.0,C. Kaman misses 2-pt layup from 1 ft (block by W. Chandler),,28,19
82,1,3:06.0,Offensive rebound by Team,,28,19
83,1,3:03.0,Shooting foul by D. Arthur (drawn by L. Aldridge),,28,19
84,1,3:03.0,L. Aldridge makes free throw 1 of 2,,29,19
85,1,3:03.0,W. Barton enters the game for W. Matthews,,29,19
86,1,3:03.0,,D. Gallinari enters the game for W. Chandler,29,19
87,1,3:03.0,L. Aldridge makes free throw 2 of 2,,30,19
88,1,2:49.0,,J. Hickson misses 2-pt layup from 1 ft (block by L. Aldridge),30,19
89,1,2:47.0,,Offensive rebound by D. Arthur,30,19
90,1,2:44.0,,D. Arthur misses 3-pt jump shot from 23 ft,30,19
91,1,2:42.0,Defensive rebound by C. Kaman,,30,19
92,1,2:40.0,Turnover by C. Kaman (bad pass; steal by D. Gallinari),,30,19
93,1,2:34.0,,T. Lawson makes 3-pt jump shot from 23 ft (assist by J. Hickson),30,22
94,1,2:13.0,S. Blake misses 3-pt jump shot from 25 ft,,30,22
95,1,2:11.0,,Defensive rebound by J. Hickson,30,22
96,1,2:04.0,,D. Arthur misses 2-pt jump shot from 4 ft (block by L. Aldridge),30,22
97,1,2:02.0,Defensive rebound by S. Blake,,30,22
98,1,1:58.0,W. Barton misses 2-pt layup at rim,,30,22
99,1,1:55.0,,Defensive rebound by D. Arthur,30,22
100,1,1:43.0,,D. Gallinari misses 2-pt layup from 2 ft (block by C. Kaman),30,22
101,1,1:40.0,,Offensive rebound by J. Hickson,30,22
102,1,1:39.0,,J. Hickson makes 2-pt dunk at rim,30,24
103,1,1:39.0,Portland full timeout,,30,24
104,1,1:25.0,C. McCollum makes 3-pt jump shot from 22 ft (assist by L. Aldridge),,33,24
105,1,1:09.0,,T. Lawson misses 2-pt layup from 2 ft (block by L. Aldridge),33,24
106,1,1:08.0,,Offensive rebound by Team,33,24
