,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MEMPHIS_ACTION,PHOENIX_SCORE,MEMPHIS_SCORE
0,1,11:40.0,,Personal foul by A. Len (drawn by M. Gasol),0,0
1,1,11:34.0,,M. Conley misses 2-pt jump shot from 13 ft,0,0
2,1,11:33.0,Defensive rebound by M. Morris,,0,0
3,1,11:10.0,M. Morris makes 2-pt jump shot from 20 ft,,2,0
4,1,10:51.0,,Z. Randolph makes 2-pt jump shot from 13 ft (assist by M. Conley),2,2
5,1,10:26.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,2,2
6,1,10:26.0,,Defensive rebound by M. Gasol,2,2
7,1,10:19.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by T. Allen),2,4
8,1,9:59.0,M. Morris misses 2-pt jump shot from 19 ft,,2,4
9,1,9:58.0,Offensive rebound by A. Len,,2,4
10,1,9:56.0,P. Tucker misses 3-pt jump shot from 25 ft,,2,4
11,1,9:53.0,,Defensive rebound by M. Conley,2,4
12,1,9:47.0,,Z. Randolph makes 2-pt jump shot from 3 ft (assist by M. Conley),2,6
13,1,9:25.0,A. Len makes 2-pt layup from 1 ft,,4,6
14,1,9:09.0,,T. Allen misses 2-pt layup from 2 ft,4,6
15,1,9:09.0,Defensive rebound by A. Len,,4,6
16,1,8:45.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,4,6
17,1,8:44.0,,Defensive rebound by M. Gasol,4,6
18,1,8:32.0,,Z. Randolph misses 2-pt layup from 3 ft,4,6
19,1,8:31.0,,Offensive rebound by Z. Randolph,4,6
20,1,8:29.0,,Z. Randolph makes 2-pt layup from 1 ft,4,8
21,1,8:18.0,G. Dragić misses 2-pt jump shot from 14 ft,,4,8
22,1,8:16.0,,Defensive rebound by Z. Randolph,4,8
23,1,8:11.0,,Personal foul by M. Morris (drawn by Z. Randolph),4,8
24,1,8:04.0,,Z. Randolph makes 2-pt jump shot from 3 ft (assist by M. Conley),4,10
25,1,7:38.0,E. Bledsoe misses 2-pt jump shot from 13 ft,,4,10
26,1,7:37.0,Offensive rebound by Team,,4,10
27,1,7:21.0,Personal foul by C. Lee (drawn by P. Tucker),,4,10
28,1,7:17.0,Turnover by M. Morris (traveling),,4,10
29,1,7:03.0,,M. Gasol misses 2-pt jump shot from 11 ft,4,10
30,1,7:02.0,Defensive rebound by P. Tucker,,4,10
31,1,6:55.0,M. Morris misses 2-pt jump shot from 6 ft (block by Z. Randolph),,4,10
32,1,6:51.0,,Defensive rebound by M. Gasol,4,10
33,1,6:40.0,,Z. Randolph makes 2-pt jump shot from 2 ft (assist by M. Conley),4,12
34,1,6:15.0,Turnover by P. Tucker (lost ball; steal by C. Lee),,4,12
35,1,6:15.0,,Personal take foul by G. Dragić (drawn by C. Lee),4,12
36,1,5:58.0,,M. Conley makes 2-pt jump shot from 10 ft,4,14
37,1,5:58.0,Phoenix full timeout,,4,14
38,1,5:49.0,E. Bledsoe misses 2-pt layup from 2 ft (block by Z. Randolph),,4,14
39,1,5:48.0,,Defensive rebound by Z. Randolph,4,14
40,1,5:27.0,,M. Gasol misses 2-pt jump shot from 12 ft,4,14
41,1,5:26.0,Defensive rebound by M. Morris,,4,14
42,1,5:18.0,P. Tucker misses 2-pt jump shot from 21 ft,,4,14
43,1,5:16.0,,Defensive rebound by Z. Randolph,4,14
44,1,4:57.0,,M. Gasol misses 2-pt jump shot from 18 ft,4,14
45,1,4:56.0,Defensive rebound by P. Tucker,,4,14
46,1,4:50.0,A. Len misses 2-pt jump shot from 12 ft,,4,14
47,1,4:48.0,,Defensive rebound by M. Conley,4,14
48,1,4:43.0,,Turnover by C. Lee (bad pass; steal by P. Tucker),4,14
49,1,4:42.0,Personal take foul by Z. Randolph (drawn by P. Tucker),,4,14
50,1,4:42.0,M. Morris enters the game for P. Tucker,,4,14
51,1,4:42.0,I. Thomas enters the game for E. Bledsoe,,4,14
52,1,4:42.0,,B. Udrih enters the game for M. Conley,4,14
53,1,4:26.0,M. Morris makes 2-pt jump shot from 17 ft,,6,14
54,1,4:14.0,,M. Gasol makes 2-pt layup from 1 ft (assist by B. Udrih),6,16
55,1,4:09.0,Turnover by I. Thomas (bad pass),,6,16
56,1,3:55.0,,T. Allen makes 2-pt jump shot from 18 ft (assist by B. Udrih),6,18
57,1,3:39.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by M. Morris),,9,18
58,1,3:26.0,Offensive charge foul by Z. Randolph (drawn by M. Morris),,9,18
59,1,3:26.0,,Turnover by Z. Randolph (offensive foul),9,18
60,1,3:26.0,M. Plumlee enters the game for A. Len,,9,18
61,1,3:12.0,M. Morris misses 2-pt jump shot from 18 ft,,9,18
62,1,3:12.0,,Defensive rebound by B. Udrih,9,18
63,1,3:01.0,,M. Gasol misses 2-pt jump shot from 6 ft,9,18
64,1,3:00.0,Defensive rebound by M. Plumlee,,9,18
65,1,2:54.0,G. Dragić makes 2-pt layup from 1 ft (assist by M. Morris),,11,18
66,1,2:47.0,,Memphis full timeout,11,18
67,1,2:47.0,,J. Leuer enters the game for T. Allen,11,18
68,1,2:47.0,,V. Carter enters the game for Z. Randolph,11,18
69,1,2:38.0,,V. Carter misses 2-pt jump shot from 10 ft,11,18
70,1,2:36.0,Defensive rebound by M. Morris,,11,18
71,1,2:33.0,G. Dragić makes 2-pt layup from 2 ft (assist by M. Morris),,13,18
72,1,2:19.0,,C. Lee misses 3-pt jump shot from 24 ft,13,18
73,1,2:19.0,Defensive rebound by G. Dragić,,13,18
74,1,2:10.0,M. Morris misses 3-pt jump shot from 24 ft,,13,18
75,1,2:10.0,,Defensive rebound by J. Leuer,13,18
76,1,2:00.0,,M. Gasol makes 2-pt layup from 2 ft (assist by J. Leuer),13,20
77,1,1:45.0,M. Morris makes 2-pt jump shot from 9 ft,,15,20
78,1,1:24.0,,C. Lee misses 2-pt jump shot from 8 ft,15,20
79,1,1:23.0,Defensive rebound by M. Plumlee,,15,20
80,1,1:17.0,G. Dragić misses 3-pt jump shot from 25 ft,,15,20
81,1,1:15.0,,Defensive rebound by J. Leuer,15,20
82,1,1:00.0,,V. Carter misses 3-pt jump shot from 24 ft,15,20
83,1,1:00.0,Defensive rebound by M. Plumlee,,15,20
84,1,0:42.0,I. Thomas misses 3-pt jump shot from 25 ft,,15,20
85,1,0:41.0,,Defensive rebound by J. Leuer,15,20
86,1,0:33.0,,Turnover by B. Udrih (bad pass),15,20
87,1,0:33.0,B. Wright enters the game for M. Morris,,15,20
88,1,0:33.0,G. Green enters the game for G. Dragić,,15,20
89,1,0:33.0,,K. Koufos enters the game for M. Gasol,15,20
