,QUARTER,TIME_REMAINING,NEW YORK_ACTION,SAN ANTONIO_ACTION,NEW YORK_SCORE,SAN ANTONIO_SCORE
42,1,5:16.0,J. Smith misses 2-pt jump shot from 14 ft,,14,11
43,1,5:15.0,,Defensive rebound by C. Joseph,14,11
44,1,4:59.0,,Turnover by A. Baynes (bad pass),14,11
45,1,4:59.0,,J. Ayres enters the game for A. Baynes,14,11
46,1,4:41.0,J. Smith makes 2-pt jump shot from 11 ft,,16,11
47,1,4:28.0,,B. Diaw makes 3-pt jump shot from 24 ft (assist by D. Green),16,14
48,1,4:14.0,,A. Daye enters the game for C. Joseph,16,14
49,1,4:04.0,S. Dalembert misses 2-pt jump shot from 16 ft,,16,14
50,1,4:03.0,,Defensive rebound by A. Daye,16,14
51,1,3:46.0,,M. Belinelli makes 2-pt jump shot from 10 ft,16,16
52,1,3:39.0,New York full timeout,,16,16
53,1,3:39.0,S. Larkin enters the game for T. Hardaway,,16,16
54,1,3:19.0,J. Smith makes 2-pt jump shot from 15 ft,,18,16
55,1,3:09.0,,Personal foul by J. Smith (drawn by B. Diaw),18,16
56,1,3:09.0,P. Prigioni enters the game for J. Calderón,,18,16
57,1,3:07.0,,Shooting foul by S. Larkin (drawn by D. Green),18,16
58,1,3:07.0,,D. Green makes free throw 1 of 3,18,17
59,1,3:07.0,,D. Green makes free throw 2 of 3,18,18
60,1,3:07.0,,D. Green makes free throw 3 of 3,18,19
61,1,2:56.0,S. Dalembert makes 2-pt layup at rim (assist by S. Larkin),,20,19
62,1,2:39.0,,B. Diaw misses 2-pt layup from 2 ft (block by S. Dalembert),20,19
63,1,2:38.0,,Offensive rebound by J. Ayres,20,19
64,1,2:38.0,,J. Ayres makes 2-pt dunk at rim,20,21
65,1,2:23.0,I. Shumpert makes 2-pt jump shot from 18 ft,,22,21
66,1,2:06.0,,Turnover by Team (back court),22,21
67,1,1:43.0,P. Prigioni misses 3-pt jump shot from 22 ft,,22,21
68,1,1:41.0,Offensive rebound by S. Dalembert,,22,21
69,1,1:41.0,S. Dalembert misses 2-pt jump shot from 6 ft,,22,21
70,1,1:40.0,,Defensive rebound by D. Green,22,21
71,1,1:33.0,,A. Daye misses 3-pt jump shot from 23 ft,22,21
72,1,1:32.0,Defensive rebound by J. Smith,,22,21
73,1,1:18.0,Turnover by I. Shumpert (traveling),,22,21
74,1,1:18.0,T. Wear enters the game for I. Shumpert,,22,21
75,1,1:04.0,,A. Daye makes 3-pt jump shot from 24 ft (assist by B. Diaw),22,24
76,1,0:51.0,J. Smith makes 2-pt jump shot from 18 ft,,24,24
77,1,0:37.0,,B. Diaw makes 2-pt layup from 1 ft,24,26
78,1,0:26.0,T. Wear makes 2-pt jump shot from 17 ft (assist by J. Smith),,26,26
79,1,0:07.0,,A. Daye makes 3-pt jump shot from 23 ft (assist by M. Belinelli),26,29
80,2,11:44.0,,D. Green misses 3-pt jump shot from 23 ft,26,29
81,2,11:43.0,Defensive rebound by T. Wear,,26,29
82,2,11:29.0,,Violation by A. Daye (kicked ball),26,29
83,2,11:13.0,A. Stoudemire makes 2-pt jump shot from 15 ft,,28,29
84,2,10:58.0,,Personal foul by T. Wear (drawn by J. Ayres),28,29
85,2,10:43.0,,D. Green misses 3-pt jump shot from 25 ft,28,29
86,2,10:42.0,Defensive rebound by Q. Acy,,28,29
87,2,10:30.0,T. Wear makes 2-pt jump shot from 9 ft (assist by S. Larkin),,30,29
88,2,10:19.0,,Shooting foul by A. Stoudemire (drawn by J. Ayres),30,29
89,2,10:19.0,Technical foul by A. Stoudemire,,30,29
90,2,10:19.0,,D. Green misses technical free throw,30,29
91,2,10:19.0,,Offensive rebound by Team,30,29
92,2,10:19.0,,J. Ayres misses free throw 1 of 2,30,29
93,2,10:19.0,,Offensive rebound by Team,30,29
94,2,10:19.0,,M. Belinelli enters the game for D. Green,30,29
95,2,10:19.0,,J. Ayres makes free throw 2 of 2,30,30
96,2,9:59.0,Turnover by P. Prigioni (lost ball; steal by J. Ayres),,30,30
97,2,9:59.0,,Personal foul by P. Prigioni (drawn by C. Joseph),30,30
98,2,9:59.0,Technical foul by P. Prigioni,,30,30
99,2,9:59.0,,M. Belinelli makes technical free throw,30,31
100,2,9:46.0,,M. Belinelli makes 2-pt jump shot from 14 ft,30,33
101,2,9:36.0,Turnover by P. Prigioni (bad pass; steal by B. Diaw),,30,33
102,2,9:22.0,,B. Diaw misses 2-pt jump shot from 17 ft,30,33
103,2,9:21.0,Defensive rebound by Q. Acy,,30,33
104,2,9:09.0,P. Prigioni misses 3-pt jump shot from 28 ft,,30,33
105,2,9:09.0,Offensive rebound by S. Larkin,,30,33
106,2,9:09.0,Shooting foul by C. Joseph (drawn by S. Larkin),,30,33
107,2,9:09.0,S. Larkin makes free throw 1 of 2,,31,33
108,2,9:09.0,S. Larkin makes free throw 2 of 2,,32,33
109,2,8:53.0,,M. Belinelli misses 2-pt jump shot from 13 ft,32,33
110,2,8:52.0,,Offensive rebound by J. Ayres,32,33
111,2,8:52.0,,J. Ayres makes 2-pt layup from 2 ft,32,35
112,2,8:36.0,Q. Acy misses 2-pt jump shot from 17 ft,,32,35
113,2,8:35.0,Offensive rebound by A. Stoudemire,,32,35
114,2,8:35.0,A. Stoudemire makes 2-pt tip-in at rim,,34,35
115,2,8:33.0,,San Antonio full timeout,34,35
116,2,8:33.0,,A. Baynes enters the game for B. Diaw,34,35
117,2,8:33.0,,M. Bonner enters the game for J. Ayres,34,35
118,2,8:25.0,,A. Daye makes 2-pt jump shot from 16 ft (assist by M. Bonner),34,37
119,2,8:04.0,P. Prigioni misses 3-pt jump shot from 27 ft,,34,37
120,2,8:03.0,,Defensive rebound by C. Joseph,34,37
121,2,7:50.0,,Personal foul by T. Wear (drawn by M. Belinelli),34,37
122,2,7:50.0,T. Hardaway enters the game for T. Wear,,34,37
123,2,7:42.0,,M. Bonner makes 2-pt jump shot from 9 ft (assist by C. Joseph),34,39
124,2,7:25.0,S. Larkin makes 2-pt layup at rim (assist by T. Hardaway),,36,39
125,2,7:06.0,,M. Belinelli misses 2-pt jump shot from 6 ft,36,39
126,2,7:04.0,,Offensive rebound by C. Joseph,36,39
127,2,7:04.0,,C. Joseph makes 2-pt layup from 1 ft,36,41
128,2,6:49.0,Turnover by A. Stoudemire (lost ball; steal by A. Daye),,36,41
129,2,6:41.0,,A. Daye makes 2-pt jump shot from 9 ft,36,43
130,2,6:10.0,Q. Acy misses 2-pt jump shot from 21 ft,,36,43
131,2,6:09.0,,Defensive rebound by A. Daye,36,43
132,2,6:00.0,,Personal foul by Q. Acy (drawn by M. Bonner),36,43
133,2,6:00.0,,M. Bonner makes free throw 1 of 2,36,44
134,2,6:00.0,J. Smith enters the game for A. Stoudemire,,36,44
135,2,6:00.0,J. Calderón enters the game for P. Prigioni,,36,44
136,2,6:00.0,,D. Green enters the game for A. Daye,36,44
137,2,6:00.0,,M. Bonner misses free throw 2 of 2,36,44
138,2,5:59.0,Defensive rebound by T. Hardaway,,36,44
139,2,5:41.0,T. Hardaway makes 2-pt layup from 2 ft (assist by S. Larkin),,38,44
140,2,5:41.0,Shooting foul by M. Bonner (drawn by T. Hardaway),,38,44
141,2,5:41.0,Official timeout,,38,44
142,2,5:41.0,S. Dalembert enters the game for Q. Acy,,38,44
143,2,5:41.0,T. Hardaway makes free throw 1 of 1,,39,44
144,2,5:28.0,,Personal block foul by J. Smith (drawn by M. Belinelli),39,44
145,2,5:28.0,,M. Belinelli makes free throw 1 of 2,39,45
146,2,5:28.0,I. Shumpert enters the game for S. Larkin,,39,45
147,2,5:28.0,,A. Daye enters the game for C. Joseph,39,45
148,2,5:28.0,,M. Belinelli makes free throw 2 of 2,39,46
149,2,5:15.0,,B. Diaw enters the game for M. Bonner,39,46
150,2,5:09.0,J. Smith makes 2-pt jump shot from 18 ft (assist by T. Hardaway),,41,46
151,2,4:49.0,,A. Daye misses 2-pt jump shot from 20 ft,41,46
152,2,4:48.0,Defensive rebound by S. Dalembert,,41,46
153,2,4:42.0,T. Hardaway misses 2-pt layup at rim (block by B. Diaw),,41,46
154,2,4:42.0,Offensive rebound by Team,,41,46
155,2,4:42.0,,Loose ball foul by M. Belinelli (drawn by J. Smith),41,46
156,2,4:23.0,Shooting foul by A. Baynes (drawn by J. Smith),,41,46
157,2,4:23.0,J. Smith makes free throw 1 of 2,,42,46
158,2,4:23.0,J. Smith makes free throw 2 of 2,,43,46
159,2,4:07.0,,D. Green makes 2-pt jump shot from 16 ft (assist by B. Diaw),43,48
160,2,4:07.0,,Violation by Team (jump ball),43,48
161,2,3:53.0,J. Smith misses 2-pt jump shot from 19 ft,,43,48
162,2,3:51.0,,Defensive rebound by D. Green,43,48
163,2,3:47.0,,B. Diaw makes 2-pt layup from 2 ft (assist by D. Green),43,50
164,2,3:32.0,Shooting foul by A. Daye (drawn by I. Shumpert),,43,50
165,2,3:32.0,I. Shumpert makes 2-pt jump shot from 16 ft,,45,50
166,2,3:32.0,I. Shumpert makes free throw 1 of 1,,46,50
167,2,3:15.0,,A. Daye misses 3-pt jump shot from 25 ft,46,50
168,2,3:14.0,,Offensive rebound by Team,46,50
169,2,3:14.0,Loose ball foul by S. Dalembert (drawn by A. Baynes),,46,50
170,2,3:14.0,,A. Baynes makes free throw 1 of 2,46,51
171,2,3:14.0,,A. Baynes makes free throw 2 of 2,46,52
172,2,2:58.0,I. Shumpert misses 2-pt layup at rim,,46,52
173,2,2:56.0,,Defensive rebound by B. Diaw,46,52
174,2,2:51.0,,M. Belinelli misses 2-pt layup at rim,46,52
175,2,2:48.0,Defensive rebound by I. Shumpert,,46,52
176,2,2:44.0,Turnover by I. Shumpert (bad pass; steal by M. Belinelli),,46,52
177,2,2:41.0,,Shooting foul by J. Smith (drawn by M. Belinelli),46,52
178,2,2:41.0,New York full timeout,,46,52
179,2,2:41.0,Q. Acy enters the game for J. Smith,,46,52
180,2,2:41.0,,C. Joseph enters the game for A. Daye,46,52
181,2,2:41.0,,M. Belinelli makes free throw 1 of 2,46,53
182,2,2:41.0,,M. Belinelli makes free throw 2 of 2,46,54
183,2,2:18.0,T. Hardaway misses 3-pt jump shot from 23 ft,,46,54
184,2,2:17.0,,Defensive rebound by A. Baynes,46,54
185,2,1:54.0,,B. Diaw misses 2-pt jump shot from 9 ft,46,54
186,2,1:53.0,,Offensive rebound by A. Baynes,46,54
187,2,1:53.0,,A. Baynes misses 2-pt tip-in from 1 ft,46,54
188,2,1:50.0,Defensive rebound by I. Shumpert,,46,54
189,2,1:44.0,Q. Acy makes 2-pt layup at rim (assist by I. Shumpert),,48,54
190,2,1:17.0,,D. Green misses 2-pt layup at rim,48,54
191,2,1:16.0,Defensive rebound by S. Dalembert,,48,54
192,2,1:16.0,Turnover by S. Dalembert (lost ball; steal by D. Green),,48,54
193,2,1:14.0,,D. Green misses 2-pt layup at rim,48,54
194,2,1:14.0,Defensive rebound by Team,,48,54
195,2,1:14.0,,Loose ball foul by A. Baynes (drawn by I. Shumpert),48,54
196,2,1:14.0,I. Shumpert makes free throw 1 of 2,,49,54
197,2,1:14.0,,J. Ayres enters the game for A. Baynes,49,54
198,2,1:14.0,A. Stoudemire enters the game for S. Dalembert,,49,54
199,2,1:14.0,I. Shumpert makes free throw 2 of 2,,50,54
200,2,0:53.0,,B. Diaw makes 2-pt jump shot from 11 ft (assist by M. Belinelli),50,56
201,2,0:42.0,Q. Acy makes 2-pt dunk at rim (assist by I. Shumpert),,52,56
202,2,0:34.0,,C. Joseph misses 2-pt jump shot from 7 ft,52,56
203,2,0:32.0,Defensive rebound by J. Calderón,,52,56
204,2,0:18.0,A. Stoudemire misses 2-pt jump shot from 13 ft,,52,56
205,2,0:16.0,,Defensive rebound by M. Belinelli,52,56
206,2,0:00.0,,M. Belinelli misses 2-pt jump shot from 15 ft,52,56
207,2,0:00.0,Defensive rebound by A. Stoudemire,,52,56
208,3,11:49.0,,Personal foul by A. Stoudemire (drawn by A. Baynes),52,56
209,3,11:41.0,,C. Joseph makes 2-pt jump shot from 9 ft,52,58
210,3,11:22.0,T. Hardaway misses 3-pt jump shot from 23 ft,,52,58
211,3,11:21.0,Offensive rebound by I. Shumpert,,52,58
212,3,11:16.0,Turnover by I. Shumpert (bad pass; steal by K. Anderson),,52,58
213,3,11:09.0,,M. Bonner makes 3-pt jump shot from 25 ft (assist by C. Joseph),52,61
214,3,11:07.0,New York full timeout,,52,61
215,3,10:54.0,J. Calderón makes 2-pt jump shot from 19 ft (assist by A. Stoudemire),,54,61
216,3,10:34.0,,Shooting foul by J. Calderón (drawn by A. Baynes),54,61
217,3,10:34.0,,A. Baynes makes free throw 1 of 2,54,62
218,3,10:34.0,,A. Baynes makes free throw 2 of 2,54,63
219,3,10:13.0,A. Stoudemire misses 2-pt jump shot from 6 ft,,54,63
220,3,10:11.0,,Defensive rebound by K. Anderson,54,63
221,3,9:54.0,,Shooting foul by A. Stoudemire (drawn by A. Baynes),54,63
222,3,9:54.0,,A. Baynes makes free throw 1 of 2,54,64
223,3,9:54.0,,A. Baynes makes free throw 2 of 2,54,65
224,3,9:30.0,I. Shumpert misses 2-pt jump shot from 8 ft,,54,65
225,3,9:29.0,Offensive rebound by I. Shumpert,,54,65
226,3,9:26.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,57,65
227,3,9:04.0,,Shooting foul by Q. Acy (drawn by A. Baynes),57,65
228,3,9:04.0,,A. Baynes makes free throw 1 of 2,57,66
229,3,9:04.0,,A. Baynes makes free throw 2 of 2,57,67
230,3,8:44.0,Shooting block foul by A. Baynes (drawn by Q. Acy),,57,67
231,3,8:44.0,Q. Acy makes free throw 1 of 2,,58,67
232,3,8:44.0,Q. Acy makes free throw 2 of 2,,59,67
233,3,8:33.0,,K. Anderson makes 3-pt jump shot from 23 ft (assist by C. Joseph),59,70
234,3,8:09.0,T. Hardaway misses 3-pt jump shot from 22 ft,,59,70
235,3,8:09.0,Offensive rebound by Team,,59,70
236,3,8:09.0,,Loose ball foul by A. Baynes (drawn by A. Stoudemire),59,70
237,3,8:09.0,,T. Splitter enters the game for A. Baynes,59,70
238,3,7:59.0,Turnover by I. Shumpert (bad pass),,59,70
239,3,7:44.0,,D. Green misses 3-pt jump shot from 24 ft,59,70
240,3,7:43.0,Defensive rebound by J. Calderón,,59,70
241,3,7:41.0,T. Hardaway makes 2-pt layup at rim (assist by J. Calderón),,61,70
242,3,7:40.0,,San Antonio full timeout,61,70
243,3,7:33.0,,Personal foul by A. Stoudemire (drawn by T. Splitter),61,70
244,3,7:33.0,,T. Splitter makes free throw 1 of 2,61,71
245,3,7:33.0,S. Dalembert enters the game for A. Stoudemire,,61,71
246,3,7:33.0,,T. Splitter misses free throw 2 of 2,61,71
247,3,7:31.0,Defensive rebound by Q. Acy,,61,71
248,3,7:18.0,J. Calderón misses 2-pt jump shot from 20 ft,,61,71
249,3,7:16.0,,Defensive rebound by K. Anderson,61,71
250,3,7:07.0,,M. Bonner makes 2-pt hook shot from 11 ft,61,73
251,3,6:44.0,T. Hardaway misses 2-pt jump shot from 19 ft,,61,73
252,3,6:43.0,,Defensive rebound by T. Splitter,61,73
253,3,6:38.0,,Shooting foul by T. Hardaway (drawn by D. Green),61,73
254,3,6:38.0,,D. Green makes free throw 1 of 3,61,74
255,3,6:38.0,,D. Green makes free throw 2 of 3,61,75
256,3,6:38.0,J. Smith enters the game for Q. Acy,,61,75
257,3,6:38.0,S. Larkin enters the game for I. Shumpert,,61,75
258,3,6:38.0,,D. Green makes free throw 3 of 3,61,76
259,3,6:25.0,S. Dalembert misses 2-pt jump shot from 11 ft,,61,76
260,3,6:23.0,Offensive rebound by S. Dalembert,,61,76
261,3,6:06.0,T. Hardaway misses 2-pt jump shot from 7 ft (block by T. Splitter),,61,76
262,3,6:04.0,Offensive rebound by T. Hardaway,,61,76
263,3,6:04.0,T. Hardaway misses 2-pt layup from 1 ft,,61,76
264,3,6:02.0,,Defensive rebound by K. Anderson,61,76
265,3,5:53.0,,T. Splitter makes 2-pt layup at rim (assist by M. Bonner),61,78
266,3,5:38.0,Turnover by S. Dalembert (3 sec),,61,78
267,3,5:38.0,,J. Ayres enters the game for T. Splitter,61,78
268,3,5:20.0,,K. Anderson misses 3-pt jump shot from 25 ft,61,78
269,3,5:20.0,Defensive rebound by Team,,61,78
270,3,5:20.0,,Loose ball foul by D. Green (drawn by S. Larkin),61,78
271,3,4:59.0,Offensive foul by S. Larkin (drawn by C. Joseph),,61,78
272,3,4:59.0,Turnover by S. Larkin (offensive foul),,61,78
273,3,4:59.0,,M. Belinelli enters the game for C. Joseph,61,78
274,3,4:59.0,,B. Diaw enters the game for M. Bonner,61,78
275,3,4:45.0,,Turnover by B. Diaw (bad pass; steal by S. Dalembert),61,78
276,3,4:34.0,Turnover by J. Smith (lost ball; steal by B. Diaw),,61,78
277,3,4:19.0,,J. Ayres makes 2-pt dunk at rim (assist by K. Anderson),61,80
278,3,4:18.0,New York full timeout,,61,80
279,3,4:18.0,P. Prigioni enters the game for T. Hardaway,,61,80
280,3,4:18.0,C. Aldrich enters the game for S. Dalembert,,61,80
281,3,3:55.0,S. Larkin misses 2-pt jump shot from 9 ft,,61,80
282,3,3:54.0,,Defensive rebound by K. Anderson,61,80
283,3,3:37.0,,M. Belinelli makes 3-pt jump shot from 25 ft,61,83
284,3,3:17.0,J. Calderón misses 2-pt jump shot from 18 ft,,61,83
285,3,3:15.0,,Defensive rebound by J. Ayres,61,83
286,3,2:53.0,,M. Belinelli makes 3-pt jump shot from 26 ft,61,86
287,3,2:34.0,C. Aldrich makes 2-pt hook shot from 8 ft (assist by J. Calderón),,63,86
288,3,2:14.0,,Offensive foul by J. Ayres (drawn by C. Aldrich),63,86
289,3,2:14.0,,Turnover by J. Ayres (offensive foul),63,86
290,3,2:14.0,T. Wear enters the game for J. Calderón,,63,86
291,3,2:14.0,,T. Splitter enters the game for J. Ayres,63,86
292,3,1:58.0,J. Smith misses 2-pt jump shot from 7 ft (block by T. Splitter),,63,86
293,3,1:58.0,Offensive rebound by Team,,63,86
294,3,1:49.0,S. Larkin makes 2-pt jump shot from 16 ft,,65,86
295,3,1:37.0,,Turnover by M. Belinelli (bad pass; steal by P. Prigioni),65,86
296,3,1:32.0,J. Smith makes 2-pt layup from 1 ft (assist by P. Prigioni),,67,86
297,3,1:13.0,,D. Green makes 2-pt layup from 1 ft (assist by K. Anderson),67,88
298,3,1:02.0,,A. Daye enters the game for K. Anderson,67,88
299,3,1:02.0,,C. Joseph enters the game for D. Green,67,88
300,3,0:56.0,J. Smith misses 2-pt jump shot from 19 ft,,67,88
301,3,0:55.0,Offensive rebound by C. Aldrich,,67,88
302,3,0:55.0,C. Aldrich makes 2-pt layup from 1 ft,,69,88
303,3,0:44.0,,B. Diaw makes 3-pt jump shot from 24 ft (assist by C. Joseph),69,91
304,3,0:32.0,C. Aldrich makes 2-pt jump shot from 8 ft (assist by P. Prigioni),,71,91
305,3,0:19.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by C. Joseph),71,94
306,3,0:00.0,Shooting foul by B. Diaw (drawn by J. Smith),,71,94
307,3,0:00.0,J. Smith makes free throw 1 of 2,,72,94
308,3,0:00.0,J. Smith makes free throw 2 of 2,,73,94
309,4,11:46.0,Turnover by C. Aldrich (bad pass; steal by M. Belinelli),,73,94
310,4,11:26.0,,T. Splitter misses 2-pt layup at rim,73,94
311,4,11:25.0,Defensive rebound by C. Aldrich,,73,94
312,4,11:25.0,,Loose ball foul by T. Splitter (drawn by C. Aldrich),73,94
313,4,11:04.0,T. Wear misses 3-pt jump shot from 25 ft,,73,94
314,4,11:03.0,,Defensive rebound by M. Belinelli,73,94
315,4,10:57.0,,Personal foul by S. Larkin (drawn by T. Splitter),73,94
316,4,10:53.0,,Personal foul by J. Smith (drawn by B. Diaw),73,94
317,4,10:53.0,,J. Ayres enters the game for T. Splitter,73,94
318,4,10:39.0,,J. Ayres makes 2-pt jump shot from 10 ft (assist by B. Diaw),73,96
319,4,10:26.0,J. Smith misses 2-pt jump shot from 9 ft,,73,96
320,4,10:25.0,,Defensive rebound by J. Ayres,73,96
321,4,10:14.0,,J. Ayres makes 2-pt layup from 1 ft (assist by B. Diaw),73,98
322,4,9:49.0,C. Aldrich misses 2-pt jump shot from 12 ft,,73,98
323,4,9:48.0,,Defensive rebound by B. Diaw,73,98
324,4,9:43.0,Q. Acy enters the game for J. Smith,,73,98
325,4,9:43.0,Violation by Q. Acy (kicked ball),,73,98
326,4,9:43.0,,D. Green enters the game for M. Belinelli,73,98
327,4,9:32.0,,Turnover by C. Joseph (lost ball),73,98
328,4,9:17.0,P. Prigioni makes 2-pt jump shot from 15 ft,,75,98
329,4,9:01.0,,A. Daye misses 2-pt jump shot from 18 ft,75,98
330,4,9:01.0,,Offensive rebound by B. Diaw,75,98
331,4,8:47.0,,C. Joseph makes 2-pt layup from 1 ft,75,100
332,4,8:34.0,P. Prigioni makes 3-pt jump shot from 29 ft (assist by T. Wear),,78,100
333,4,8:19.0,,C. Joseph misses 2-pt jump shot from 18 ft,78,100
334,4,8:18.0,Defensive rebound by S. Larkin,,78,100
335,4,8:12.0,P. Prigioni misses 3-pt jump shot from 24 ft,,78,100
336,4,8:11.0,,Defensive rebound by C. Joseph,78,100
337,4,8:03.0,,Offensive foul by B. Diaw (drawn by Q. Acy),78,100
338,4,8:03.0,,Turnover by B. Diaw (offensive foul),78,100
339,4,8:03.0,Official timeout,,78,100
340,4,8:03.0,I. Shumpert enters the game for S. Larkin,,78,100
341,4,7:37.0,P. Prigioni makes 3-pt jump shot from 24 ft (assist by I. Shumpert),,81,100
342,4,7:14.0,,A. Daye misses 2-pt jump shot from 11 ft,81,100
343,4,7:13.0,,Offensive rebound by J. Ayres,81,100
344,4,7:13.0,,Personal foul by T. Wear (drawn by J. Ayres),81,100
345,4,7:09.0,,D. Green misses 3-pt jump shot from 23 ft,81,100
346,4,7:07.0,Defensive rebound by C. Aldrich,,81,100
347,4,6:50.0,T. Wear makes 2-pt jump shot from 10 ft (assist by C. Aldrich),,83,100
348,4,6:34.0,,Shooting foul by Q. Acy (drawn by C. Joseph),83,100
349,4,6:34.0,,C. Joseph misses free throw 1 of 2,83,100
350,4,6:34.0,,Offensive rebound by Team,83,100
351,4,6:34.0,,M. Belinelli enters the game for D. Green,83,100
352,4,6:34.0,,K. Anderson enters the game for A. Daye,83,100
353,4,6:34.0,,C. Joseph makes free throw 2 of 2,83,101
354,4,6:13.0,C. Aldrich misses 2-pt hook shot from 9 ft,,83,101
355,4,6:12.0,,Defensive rebound by J. Ayres,83,101
356,4,5:54.0,,B. Diaw misses 2-pt jump shot from 8 ft,83,101
357,4,5:53.0,Defensive rebound by C. Aldrich,,83,101
358,4,5:35.0,Shooting foul by J. Ayres (drawn by C. Aldrich),,83,101
359,4,5:35.0,,San Antonio full timeout,83,101
360,4,5:35.0,T. Hardaway enters the game for P. Prigioni,,83,101
361,4,5:35.0,,T. Splitter enters the game for J. Ayres,83,101
362,4,5:35.0,,M. Bonner enters the game for B. Diaw,83,101
363,4,5:35.0,C. Aldrich makes free throw 1 of 2,,84,101
364,4,5:35.0,C. Aldrich makes free throw 2 of 2,,85,101
365,4,5:13.0,,M. Bonner makes 2-pt jump shot from 9 ft (assist by M. Belinelli),85,103
366,4,4:56.0,T. Hardaway misses 2-pt jump shot from 18 ft,,85,103
367,4,4:55.0,Offensive rebound by T. Wear,,85,103
368,4,4:43.0,I. Shumpert misses 3-pt jump shot from 24 ft,,85,103
369,4,4:42.0,,Defensive rebound by M. Belinelli,85,103
370,4,4:26.0,,M. Belinelli misses 2-pt jump shot from 19 ft,85,103
371,4,4:25.0,Defensive rebound by Q. Acy,,85,103
372,4,4:14.0,,Offensive charge foul by C. Aldrich (drawn by T. Splitter),85,103
373,4,4:14.0,Turnover by C. Aldrich (offensive foul),,85,103
374,4,4:14.0,S. Larkin enters the game for Q. Acy,,85,103
375,4,4:08.0,,Turnover by T. Splitter (bad pass),85,103
376,4,3:57.0,T. Wear misses 2-pt jump shot from 20 ft,,85,103
377,4,3:56.0,Offensive rebound by I. Shumpert,,85,103
378,4,3:45.0,C. Aldrich makes 2-pt hook shot from 5 ft (assist by I. Shumpert),,87,103
379,4,3:28.0,,M. Belinelli makes 2-pt layup from 2 ft (assist by T. Splitter),87,105
380,4,3:25.0,Turnover by C. Aldrich (inbound),,87,105
381,4,3:25.0,,A. Baynes enters the game for T. Splitter,87,105
382,4,3:11.0,,Turnover by A. Baynes (lost ball; steal by C. Aldrich),87,105
