,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CHARLOTTE_ACTION,MINNESOTA_SCORE,CHARLOTTE_SCORE
53,1,3:50.0,Personal foul by M. Kidd-Gilchrist (drawn by A. Wiggins),,10,16
54,1,3:50.0,,A. Jefferson enters the game for B. Biyombo,10,16
55,1,3:44.0,Shooting foul by M. Kidd-Gilchrist (drawn by A. Wiggins),,10,16
56,1,3:44.0,A. Wiggins misses free throw 1 of 2,,10,16
57,1,3:44.0,Offensive rebound by Team,,10,16
58,1,3:44.0,C. Budinger enters the game for R. Hummel,,10,16
59,1,3:44.0,,P. Hairston enters the game for M. Kidd-Gilchrist,10,16
60,1,3:44.0,A. Wiggins makes free throw 2 of 2,,11,16
61,1,3:20.0,,L. Stephenson misses 2-pt jump shot from 17 ft,11,16
62,1,3:19.0,Defensive rebound by G. Dieng,,11,16
63,1,3:14.0,Turnover by G. Dieng (traveling),,11,16
64,1,3:01.0,,B. Roberts misses 2-pt jump shot from 19 ft,11,16
65,1,3:00.0,Defensive rebound by G. Dieng,,11,16
66,1,2:50.0,T. Young makes 2-pt layup from 1 ft (assist by M. Williams),,13,16
67,1,2:33.0,,A. Jefferson misses 2-pt layup from 2 ft,13,16
68,1,2:32.0,Defensive rebound by G. Dieng,,13,16
69,1,2:19.0,M. Williams misses 2-pt jump shot from 14 ft,,13,16
70,1,2:18.0,Offensive rebound by G. Dieng,,13,16
71,1,2:18.0,G. Dieng misses 2-pt tip-in at rim,,13,16
72,1,2:18.0,,Defensive rebound by A. Jefferson,13,16
73,1,2:18.0,,Personal foul by A. Wiggins (drawn by L. Stephenson),13,16
74,1,2:18.0,,Charlotte full timeout,13,16
75,1,2:18.0,A. Bennett enters the game for G. Dieng,,13,16
76,1,2:18.0,,G. Neal enters the game for B. Roberts,13,16
77,1,2:01.0,,L. Stephenson misses 2-pt jump shot from 7 ft,13,16
78,1,1:59.0,,Offensive rebound by A. Jefferson,13,16
79,1,1:59.0,,A. Jefferson misses 2-pt jump shot from 8 ft,13,16
80,1,1:56.0,Defensive rebound by A. Bennett,,13,16
81,1,1:40.0,A. Wiggins misses 2-pt jump shot from 6 ft,,13,16
82,1,1:39.0,,Defensive rebound by M. Williams,13,16
83,1,1:30.0,,Turnover by G. Neal (bad pass),13,16
84,1,1:20.0,Shooting foul by L. Stephenson (drawn by A. Wiggins),,13,16
85,1,1:20.0,A. Wiggins makes free throw 1 of 2,,14,16
86,1,1:20.0,Z. LaVine enters the game for M. Williams,,14,16
87,1,1:20.0,A. Wiggins makes free throw 2 of 2,,15,16
88,1,1:06.0,,P. Hairston misses 3-pt jump shot from 26 ft,15,16
89,1,1:05.0,Defensive rebound by C. Budinger,,15,16
90,1,0:56.0,Shooting foul by P. Hairston (drawn by A. Wiggins),,15,16
91,1,0:56.0,A. Wiggins makes free throw 1 of 2,,16,16
92,1,0:56.0,A. Wiggins makes free throw 2 of 2,,17,16
93,1,0:43.0,,A. Jefferson makes 2-pt layup at rim (assist by L. Stephenson),17,18
94,1,0:28.0,Z. LaVine makes 2-pt jump shot from 19 ft,,19,18
95,1,0:09.0,,Shooting foul by A. Bennett (drawn by L. Stephenson),19,18
96,1,0:09.0,,L. Stephenson makes free throw 1 of 2,19,19
97,1,0:09.0,,L. Stephenson makes free throw 2 of 2,19,20
98,1,0:05.0,Personal foul by L. Stephenson (drawn by Z. LaVine),,19,20
99,1,0:05.0,Z. LaVine makes free throw 1 of 2,,20,20
100,1,0:05.0,Z. LaVine misses free throw 2 of 2,,20,20
101,1,0:05.0,,Defensive rebound by M. Williams,20,20
102,1,0:01.0,,P. Hairston makes 3-pt jump shot from 25 ft (assist by G. Neal),20,23
103,2,11:41.0,Turnover by T. Young (lost ball; steal by G. Neal),,20,23
104,2,11:32.0,,G. Neal makes 2-pt jump shot from 18 ft,20,25
105,2,11:08.0,T. Young misses 2-pt layup from 2 ft,,20,25
106,2,11:06.0,,Defensive rebound by L. Stephenson,20,25
107,2,11:02.0,,Turnover by L. Stephenson (bad pass; steal by T. Young),20,25
108,2,11:00.0,Personal foul by P. Hairston (drawn by T. Young),,20,25
109,2,10:54.0,C. Budinger misses 2-pt jump shot from 20 ft,,20,25
110,2,10:53.0,,Defensive rebound by M. Williams,20,25
111,2,10:47.0,,G. Neal makes 3-pt jump shot from 24 ft,20,28
112,2,10:46.0,Minnesota full timeout,,20,28
113,2,10:46.0,M. Williams enters the game for T. Young,,20,28
114,2,10:46.0,G. Dieng enters the game for Z. LaVine,,20,28
115,2,10:30.0,R. Hummel misses 2-pt jump shot from 14 ft,,20,28
116,2,10:28.0,,Defensive rebound by M. Williams,20,28
117,2,10:17.0,,G. Neal misses 2-pt layup at rim,20,28
118,2,10:16.0,Defensive rebound by A. Bennett,,20,28
119,2,10:09.0,M. Williams misses 2-pt layup from 1 ft,,20,28
120,2,10:08.0,,Defensive rebound by M. Williams,20,28
121,2,10:02.0,,L. Stephenson misses 2-pt layup from 1 ft (block by G. Dieng),20,28
122,2,9:57.0,,Offensive rebound by A. Jefferson,20,28
123,2,9:57.0,,A. Jefferson misses 2-pt layup from 1 ft (block by G. Dieng),20,28
124,2,9:54.0,,Offensive rebound by M. Williams,20,28
125,2,9:39.0,,L. Stephenson misses 3-pt jump shot from 26 ft,20,28
126,2,9:37.0,Defensive rebound by M. Williams,,20,28
127,2,9:24.0,M. Williams misses 3-pt jump shot from 25 ft,,20,28
128,2,9:23.0,,Defensive rebound by L. Stephenson,20,28
129,2,9:08.0,,P. Hairston makes 2-pt layup at rim (assist by M. Williams),20,30
130,2,8:54.0,M. Williams misses 3-pt jump shot from 25 ft,,20,30
131,2,8:53.0,,Defensive rebound by L. Stephenson,20,30
132,2,8:42.0,,P. Hairston makes 3-pt jump shot from 29 ft (assist by L. Stephenson),20,33
133,2,8:41.0,Minnesota full timeout,,20,33
134,2,8:29.0,Turnover by A. Bennett (bad pass; steal by M. Williams),,20,33
135,2,8:17.0,,A. Jefferson makes 2-pt jump shot from 7 ft,20,35
136,2,8:03.0,M. Williams makes 2-pt jump shot from 16 ft,,22,35
137,2,7:40.0,,G. Neal makes 3-pt jump shot from 25 ft,22,38
138,2,7:23.0,,M. Kidd-Gilchrist enters the game for P. Hairston,22,38
139,2,7:23.0,A. Wiggins enters the game for C. Budinger,,22,38
140,2,7:22.0,,C. Zeller enters the game for M. Williams,22,38
141,2,7:13.0,A. Wiggins misses 2-pt jump shot from 20 ft,,22,38
142,2,7:13.0,,Defensive rebound by Team,22,38
143,2,6:55.0,,A. Jefferson misses 2-pt hook shot from 9 ft,22,38
144,2,6:55.0,,Offensive rebound by Team,22,38
145,2,6:55.0,Loose ball foul by A. Bennett (drawn by C. Zeller),,22,38
146,2,6:55.0,,G. Henderson enters the game for L. Stephenson,22,38
147,2,6:55.0,,B. Biyombo enters the game for A. Jefferson,22,38
148,2,6:55.0,T. Young enters the game for A. Bennett,,22,38
149,2,6:49.0,,G. Neal makes 2-pt jump shot from 15 ft,22,40
150,2,6:28.0,M. Williams misses 2-pt jump shot from 20 ft,,22,40
151,2,6:26.0,,Defensive rebound by C. Zeller,22,40
152,2,6:18.0,,G. Neal misses 2-pt jump shot from 20 ft,22,40
153,2,6:16.0,Defensive rebound by G. Dieng,,22,40
154,2,6:08.0,A. Wiggins misses 2-pt jump shot from 4 ft,,22,40
155,2,6:07.0,,Defensive rebound by G. Neal,22,40
156,2,6:00.0,,C. Zeller misses 2-pt layup from 1 ft,22,40
157,2,5:59.0,Defensive rebound by A. Wiggins,,22,40
158,2,5:55.0,T. Young makes 2-pt dunk at rim (assist by A. Wiggins),,24,40
159,2,5:35.0,,Shooting foul by T. Young (drawn by B. Biyombo),24,40
160,2,5:35.0,Official timeout,,24,40
161,2,5:35.0,,B. Roberts enters the game for G. Neal,24,40
162,2,5:35.0,,B. Biyombo misses free throw 1 of 2,24,40
163,2,5:35.0,,Offensive rebound by Team,24,40
164,2,5:35.0,,B. Biyombo misses free throw 2 of 2,24,40
165,2,5:34.0,Defensive rebound by T. Young,,24,40
166,2,5:12.0,G. Dieng misses 2-pt jump shot from 6 ft,,24,40
167,2,5:11.0,,Defensive rebound by M. Kidd-Gilchrist,24,40
168,2,5:03.0,,G. Henderson misses 2-pt jump shot from 14 ft,24,40
169,2,5:02.0,Defensive rebound by R. Hummel,,24,40
170,2,4:53.0,Personal foul by G. Henderson (drawn by A. Wiggins),,24,40
171,2,4:45.0,Turnover by A. Wiggins (bad pass; steal by B. Roberts),,24,40
172,2,4:35.0,,Shooting foul by R. Hummel (drawn by G. Henderson),24,40
173,2,4:35.0,,G. Henderson makes free throw 1 of 2,24,41
174,2,4:35.0,,G. Henderson makes free throw 2 of 2,24,42
175,2,4:27.0,Personal foul by B. Biyombo (drawn by T. Young),,24,42
176,2,4:16.0,A. Wiggins misses 2-pt layup from 2 ft,,24,42
177,2,4:16.0,,Defensive rebound by Team,24,42
178,2,4:16.0,Loose ball foul by A. Wiggins (drawn by B. Biyombo),,24,42
179,2,3:55.0,,B. Roberts misses 3-pt jump shot from 23 ft,24,42
180,2,3:55.0,,Offensive rebound by Team,24,42
181,2,3:55.0,M. Raduljica enters the game for G. Dieng,,24,42
182,2,3:52.0,,Personal foul by M. Raduljica (drawn by B. Biyombo),24,42
183,2,3:52.0,,B. Biyombo misses free throw 1 of 2,24,42
184,2,3:52.0,,Offensive rebound by Team,24,42
185,2,3:52.0,G. Dieng enters the game for M. Raduljica,,24,42
186,2,3:52.0,,M. Williams enters the game for C. Zeller,24,42
187,2,3:52.0,,B. Biyombo makes free throw 2 of 2,24,43
188,2,3:32.0,T. Young makes 2-pt jump shot from 7 ft,,26,43
189,2,3:19.0,,M. Williams misses 3-pt jump shot from 26 ft,26,43
190,2,3:17.0,,Offensive rebound by B. Biyombo,26,43
191,2,3:14.0,,B. Biyombo makes 2-pt layup at rim,26,45
192,2,3:02.0,Turnover by G. Dieng (offensive foul),,26,45
193,2,3:02.0,Offensive foul by G. Dieng (drawn by B. Biyombo),,26,45
194,2,2:49.0,,G. Henderson misses 2-pt jump shot from 11 ft,26,45
195,2,2:46.0,Defensive rebound by R. Hummel,,26,45
196,2,2:36.0,M. Williams misses 3-pt jump shot from 25 ft,,26,45
197,2,2:34.0,,Defensive rebound by B. Biyombo,26,45
198,2,2:26.0,,B. Roberts misses 3-pt jump shot from 26 ft,26,45
199,2,2:24.0,,Offensive rebound by M. Kidd-Gilchrist,26,45
200,2,2:20.0,,G. Henderson misses 3-pt jump shot from 25 ft,26,45
201,2,2:19.0,,Offensive rebound by Team,26,45
202,2,2:19.0,,Charlotte full timeout,26,45
203,2,2:19.0,,A. Jefferson enters the game for M. Kidd-Gilchrist,26,45
204,2,2:19.0,,P. Hairston enters the game for B. Biyombo,26,45
205,2,2:10.0,,P. Hairston misses 3-pt jump shot from 27 ft,26,45
206,2,2:09.0,Defensive rebound by M. Williams,,26,45
207,2,1:50.0,G. Dieng misses 2-pt jump shot from 15 ft,,26,45
208,2,1:49.0,,Defensive rebound by M. Williams,26,45
209,2,1:33.0,,M. Williams makes 2-pt layup at rim (assist by A. Jefferson),26,47
210,2,1:17.0,,Violation by G. Henderson (def goaltending),26,47
211,2,1:17.0,A. Wiggins makes 2-pt layup from 2 ft,,28,47
212,2,1:01.0,,A. Jefferson misses 2-pt hook shot from 8 ft,28,47
213,2,1:00.0,Defensive rebound by R. Hummel,,28,47
214,2,0:51.0,A. Wiggins misses 3-pt jump shot from 25 ft,,28,47
215,2,0:49.0,,Defensive rebound by Team,28,47
216,2,0:42.0,,G. Henderson makes 3-pt jump shot from 23 ft (assist by B. Roberts),28,50
217,2,0:31.0,M. Williams misses 2-pt jump shot from 13 ft,,28,50
218,2,0:31.0,Offensive rebound by Team,,28,50
219,2,0:07.0,G. Dieng makes 2-pt layup from 2 ft (assist by M. Williams),,30,50
220,2,0:01.0,,B. Roberts misses 2-pt jump shot from 3 ft,30,50
221,2,0:01.0,Defensive rebound by Team,,30,50
222,2,0:01.0,,Loose ball foul by A. Jefferson (drawn by G. Dieng),30,50
223,2,0:00.0,G. Dieng makes 3-pt jump shot from 33 ft (assist by T. Young),,33,50
224,3,11:43.0,T. Young misses 2-pt jump shot from 11 ft,,33,50
225,3,11:42.0,Offensive rebound by G. Dieng,,33,50
226,3,11:35.0,A. Wiggins misses 3-pt jump shot from 25 ft,,33,50
227,3,11:34.0,,Defensive rebound by Team,33,50
228,3,11:14.0,,Shooting foul by M. Williams (drawn by B. Roberts),33,50
229,3,11:14.0,,B. Roberts makes free throw 1 of 2,33,51
230,3,11:14.0,,B. Roberts makes free throw 2 of 2,33,52
231,3,10:52.0,G. Dieng misses 2-pt hook shot from 6 ft,,33,52
232,3,10:51.0,,Defensive rebound by C. Zeller,33,52
233,3,10:44.0,,G. Henderson misses 2-pt jump shot from 15 ft,33,52
234,3,10:42.0,Defensive rebound by A. Wiggins,,33,52
235,3,10:38.0,T. Young misses 2-pt layup from 1 ft,,33,52
236,3,10:35.0,,Defensive rebound by B. Biyombo,33,52
237,3,10:22.0,Violation by G. Dieng (kicked ball),,33,52
238,3,10:14.0,,C. Zeller misses 2-pt jump shot from 20 ft,33,52
239,3,10:13.0,Defensive rebound by G. Dieng,,33,52
240,3,9:58.0,T. Young makes 2-pt layup from 1 ft (assist by R. Hummel),,35,52
241,3,9:53.0,,Personal foul by R. Hummel (drawn by G. Henderson),35,52
242,3,9:46.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 6 ft,35,52
243,3,9:45.0,,Offensive rebound by B. Biyombo,35,52
244,3,9:45.0,,B. Biyombo makes 2-pt layup from 1 ft,35,54
245,3,9:45.0,,Shooting foul by R. Hummel (drawn by B. Biyombo),35,54
246,3,9:45.0,,B. Biyombo makes free throw 1 of 1,35,55
247,3,9:33.0,T. Young makes 2-pt layup from 1 ft,,37,55
248,3,9:20.0,,G. Henderson makes 2-pt jump shot from 13 ft (assist by C. Zeller),37,57
249,3,9:02.0,T. Young misses 2-pt jump shot from 17 ft,,37,57
250,3,9:01.0,,Defensive rebound by G. Henderson,37,57
251,3,8:44.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by C. Zeller),37,59
252,3,8:20.0,M. Williams makes 2-pt jump shot from 11 ft (assist by T. Young),,39,59
253,3,8:07.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 16 ft (assist by B. Roberts),39,61
254,3,8:06.0,Minnesota full timeout,,39,61
255,3,8:06.0,Z. LaVine enters the game for R. Hummel,,39,61
256,3,8:06.0,A. Bennett enters the game for G. Dieng,,39,61
257,3,7:56.0,A. Bennett misses 2-pt jump shot from 20 ft,,39,61
258,3,7:55.0,,Defensive rebound by C. Zeller,39,61
259,3,7:44.0,,B. Roberts makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),39,64
260,3,7:24.0,Turnover by T. Young (lost ball; steal by C. Zeller),,39,64
261,3,7:21.0,,Shooting foul by M. Williams (drawn by G. Henderson),39,64
262,3,7:21.0,,G. Henderson makes free throw 1 of 2,39,65
263,3,7:21.0,,G. Henderson makes free throw 2 of 2,39,66
264,3,7:01.0,A. Bennett makes 2-pt jump shot from 8 ft (assist by M. Williams),,41,66
265,3,6:41.0,,G. Henderson makes 3-pt jump shot from 23 ft (assist by B. Roberts),41,69
266,3,6:18.0,Shooting foul by C. Zeller (drawn by T. Young),,41,69
267,3,6:18.0,T. Young makes free throw 1 of 2,,42,69
268,3,6:18.0,T. Young makes free throw 2 of 2,,43,69
269,3,6:05.0,,Turnover by G. Henderson (lost ball; steal by T. Young),43,69
270,3,6:00.0,Z. LaVine misses 2-pt layup from 2 ft (block by B. Biyombo),,43,69
271,3,6:00.0,Offensive rebound by Team,,43,69
272,3,5:53.0,Inbound foul by B. Roberts,,43,69
273,3,5:53.0,M. Williams makes free throw 1 of 2,,44,69
274,3,5:53.0,M. Williams makes free throw 2 of 2,,45,69
275,3,5:33.0,,G. Henderson makes 3-pt jump shot from 25 ft (assist by C. Zeller),45,72
276,3,5:06.0,A. Wiggins misses 2-pt jump shot from 16 ft,,45,72
277,3,5:04.0,,Defensive rebound by G. Henderson,45,72
278,3,4:47.0,,Turnover by C. Zeller (lost ball; steal by T. Young),45,72
279,3,4:43.0,Turnover by T. Young (lost ball; steal by C. Zeller),,45,72
280,3,4:24.0,,C. Zeller misses 2-pt jump shot from 19 ft,45,72
281,3,4:23.0,Defensive rebound by A. Bennett,,45,72
282,3,4:16.0,Offensive foul by A. Bennett (drawn by B. Roberts),,45,72
283,3,4:16.0,Turnover by A. Bennett (offensive foul),,45,72
284,3,4:16.0,,M. Williams enters the game for C. Zeller,45,72
285,3,4:16.0,,L. Stephenson enters the game for G. Henderson,45,72
286,3,4:16.0,T. Daniels enters the game for M. Williams,,45,72
287,3,3:57.0,,B. Roberts makes 2-pt layup from 2 ft,45,74
288,3,3:37.0,Z. LaVine misses 3-pt jump shot from 25 ft,,45,74
289,3,3:35.0,,Defensive rebound by M. Williams,45,74
290,3,3:26.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 15 ft (block by A. Wiggins),45,74
291,3,3:24.0,,Offensive rebound by M. Kidd-Gilchrist,45,74
292,3,3:19.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by B. Roberts),45,76
293,3,3:01.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by A. Bennett),,48,76
294,3,2:42.0,,Turnover by L. Stephenson (lost ball; steal by Z. LaVine),48,76
295,3,2:36.0,T. Young misses 2-pt layup at rim,,48,76
296,3,2:34.0,,Defensive rebound by M. Williams,48,76
297,3,2:25.0,,B. Roberts makes 2-pt jump shot from 19 ft,48,78
298,3,1:57.0,T. Young misses 2-pt jump shot from 16 ft,,48,78
299,3,1:56.0,Offensive rebound by A. Bennett,,48,78
300,3,1:50.0,Shooting foul by L. Stephenson (drawn by T. Young),,48,78
301,3,1:50.0,,Charlotte full timeout,48,78
302,3,1:50.0,,A. Jefferson enters the game for M. Kidd-Gilchrist,48,78
303,3,1:50.0,,P. Hairston enters the game for B. Biyombo,48,78
304,3,1:50.0,T. Young makes free throw 1 of 2,,49,78
305,3,1:50.0,T. Young makes free throw 2 of 2,,50,78
306,3,1:34.0,,A. Jefferson makes 2-pt jump shot from 5 ft (assist by L. Stephenson),50,80
307,3,1:21.0,A. Wiggins misses 3-pt jump shot from 26 ft,,50,80
308,3,1:19.0,Offensive rebound by T. Young,,50,80
309,3,1:19.0,T. Young makes 2-pt dunk at rim,,52,80
310,3,1:00.0,,P. Hairston misses 2-pt jump shot from 22 ft,52,80
311,3,0:56.0,Defensive rebound by T. Young,,52,80
312,3,0:46.0,A. Wiggins misses 2-pt layup from 1 ft,,52,80
313,3,0:44.0,,Defensive rebound by P. Hairston,52,80
314,3,0:34.0,,B. Roberts makes 3-pt jump shot from 26 ft (assist by L. Stephenson),52,83
315,3,0:24.0,Turnover by T. Daniels (bad pass),,52,83
316,3,0:24.0,G. Dieng enters the game for T. Young,,52,83
317,3,0:24.0,C. Budinger enters the game for A. Wiggins,,52,83
318,3,0:05.0,,L. Stephenson misses 2-pt layup from 1 ft (block by G. Dieng),52,83
319,3,0:05.0,,Offensive rebound by Team,52,83
320,3,0:01.0,,B. Roberts misses 2-pt jump shot from 17 ft,52,83
321,3,0:00.0,,Offensive rebound by P. Hairston,52,83
322,3,0:00.0,,P. Hairston misses 2-pt jump shot from 6 ft,52,83
323,3,0:00.0,,Offensive rebound by Team,52,83
324,4,11:41.0,,A. Jefferson makes 2-pt jump shot from 16 ft (assist by L. Stephenson),52,85
325,4,11:29.0,C. Budinger misses 2-pt jump shot from 17 ft,,52,85
326,4,11:25.0,Offensive rebound by T. Daniels,,52,85
327,4,11:25.0,T. Daniels makes 2-pt jump shot from 5 ft,,54,85
328,4,11:03.0,,L. Stephenson makes 2-pt layup at rim,54,87
329,4,10:46.0,G. Dieng misses 2-pt hook shot from 6 ft,,54,87
330,4,10:44.0,,Defensive rebound by P. Hairston,54,87
331,4,10:22.0,,G. Neal misses 2-pt jump shot from 6 ft (block by Z. LaVine),54,87
332,4,10:22.0,,Offensive rebound by Team,54,87
333,4,10:22.0,,Turnover by Team (shot clock),54,87
334,4,10:07.0,T. Daniels misses 3-pt jump shot from 26 ft,,54,87
335,4,10:05.0,Offensive rebound by A. Bennett,,54,87
336,4,10:05.0,A. Bennett makes 2-pt dunk at rim,,56,87
337,4,9:52.0,,Offensive foul by P. Hairston (drawn by T. Daniels),56,87
338,4,9:52.0,,Turnover by P. Hairston (offensive foul),56,87
339,4,9:39.0,A. Bennett makes 3-pt jump shot from 23 ft (assist by T. Daniels),,59,87
340,4,9:39.0,,Charlotte full timeout,59,87
341,4,9:14.0,,L. Stephenson misses 3-pt jump shot from 25 ft,59,87
342,4,9:13.0,Defensive rebound by Team,,59,87
343,4,8:56.0,G. Dieng misses 2-pt jump shot from 11 ft,,59,87
344,4,8:52.0,,Defensive rebound by M. Williams,59,87
345,4,8:44.0,,P. Hairston makes 3-pt jump shot from 23 ft (assist by L. Stephenson),59,90
346,4,8:26.0,A. Bennett misses 3-pt jump shot from 26 ft,,59,90
347,4,8:25.0,,Defensive rebound by P. Hairston,59,90
348,4,8:08.0,,M. Williams misses 3-pt jump shot from 23 ft,59,90
349,4,8:07.0,Defensive rebound by C. Budinger,,59,90
350,4,8:01.0,Turnover by Z. LaVine (bad pass),,59,90
351,4,7:53.0,,Personal foul by A. Bennett (drawn by L. Stephenson),59,90
352,4,7:51.0,,Personal foul by T. Daniels (drawn by L. Stephenson),59,90
353,4,7:46.0,,Shooting foul by T. Daniels (drawn by L. Stephenson),59,90
354,4,7:46.0,,L. Stephenson makes free throw 1 of 2,59,91
355,4,7:46.0,Minnesota full timeout,,59,91
356,4,7:46.0,A. Wiggins enters the game for T. Daniels,,59,91
357,4,7:46.0,,L. Stephenson makes free throw 2 of 2,59,92
358,4,7:34.0,C. Budinger makes 3-pt jump shot from 23 ft (assist by Z. LaVine),,62,92
359,4,7:18.0,Violation by G. Dieng (def goaltending),,62,92
360,4,7:18.0,,L. Stephenson makes 2-pt layup from 1 ft,62,94
361,4,7:09.0,G. Dieng makes 2-pt dunk at rim (assist by Z. LaVine),,64,94
362,4,7:02.0,,Turnover by M. Williams (bad pass; steal by A. Wiggins),64,94
363,4,6:56.0,A. Wiggins misses 3-pt jump shot from 23 ft,,64,94
364,4,6:55.0,Offensive rebound by A. Bennett,,64,94
365,4,6:55.0,A. Bennett makes 2-pt layup at rim,,66,94
366,4,6:55.0,Shooting foul by M. Williams (drawn by A. Bennett),,66,94
367,4,6:55.0,,J. Taylor enters the game for P. Hairston,66,94
368,4,6:55.0,T. Daniels enters the game for A. Wiggins,,66,94
369,4,6:55.0,A. Bennett misses free throw 1 of 1,,66,94
370,4,6:54.0,,Defensive rebound by A. Jefferson,66,94
371,4,6:46.0,,J. Taylor makes 2-pt jump shot from 21 ft (assist by G. Neal),66,96
372,4,6:35.0,Turnover by Z. LaVine (bad pass; steal by M. Williams),,66,96
373,4,6:34.0,,Personal foul by A. Bennett (drawn by M. Williams),66,96
374,4,6:29.0,,G. Neal makes 2-pt jump shot from 18 ft,66,98
375,4,6:17.0,Turnover by G. Dieng (lost ball; steal by M. Williams),,66,98
376,4,6:03.0,,N. Vonleh enters the game for M. Williams,66,98
377,4,5:59.0,,G. Neal misses 2-pt layup from 1 ft (block by G. Dieng),66,98
378,4,5:57.0,Defensive rebound by Z. LaVine,,66,98
379,4,5:52.0,Turnover by C. Budinger (bad pass; steal by A. Jefferson),,66,98
380,4,5:46.0,,G. Neal misses 2-pt jump shot from 17 ft,66,98
381,4,5:43.0,Defensive rebound by A. Bennett,,66,98
