,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MIAMI_ACTION,CHARLOTTE_SCORE,MIAMI_SCORE
63,1,3:21.0,Offensive charge foul by S. Brown (drawn by G. Neal),,16,16
64,1,3:21.0,,Turnover by S. Brown (offensive foul),16,16
65,1,3:21.0,,J. Ennis enters the game for S. Brown,16,16
66,1,3:03.0,G. Neal misses 2-pt layup at rim,,16,16
67,1,3:02.0,,Defensive rebound by J. Ennis,16,16
68,1,2:59.0,,Shooting foul by C. Zeller (drawn by J. Ennis),16,16
69,1,2:59.0,,Miami full timeout,16,16
70,1,2:59.0,,U. Haslem enters the game for C. Andersen,16,16
71,1,2:59.0,,J. Ennis makes free throw 1 of 2,16,17
72,1,2:59.0,,J. Ennis makes free throw 2 of 2,16,18
73,1,2:40.0,B. Roberts misses 3-pt jump shot from 23 ft,,16,18
74,1,2:39.0,,Defensive rebound by U. Haslem,16,18
75,1,2:26.0,,M. Chalmers makes 2-pt jump shot from 3 ft,16,20
76,1,2:14.0,Turnover by G. Neal (traveling),,16,20
77,1,1:55.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by M. Chalmers),16,23
78,1,1:37.0,A. Jefferson makes 2-pt jump shot from 6 ft,,18,23
79,1,1:21.0,,U. Haslem misses 2-pt jump shot from 16 ft,18,23
80,1,1:20.0,Defensive rebound by K. Walker,,18,23
81,1,1:12.0,K. Walker makes 2-pt layup from 1 ft,,20,23
82,1,0:54.0,,S. Napier misses 3-pt jump shot from 24 ft,20,23
83,1,0:53.0,Defensive rebound by K. Walker,,20,23
84,1,0:39.0,A. Jefferson makes 2-pt layup from 2 ft (assist by K. Walker),,22,23
85,1,0:18.0,,S. Napier misses 2-pt jump shot from 22 ft,22,23
86,1,0:17.0,Defensive rebound by A. Jefferson,,22,23
87,1,0:00.0,B. Roberts misses 3-pt jump shot from 24 ft,,22,23
88,1,0:00.0,Offensive rebound by Team,,22,23
89,2,11:36.0,C. Zeller makes 2-pt jump shot from 12 ft,,24,23
90,2,11:21.0,,L. Deng enters the game for S. Napier,24,23
91,2,11:14.0,,J. McRoberts misses 2-pt hook shot from 5 ft,24,23
92,2,11:13.0,Defensive rebound by L. Stephenson,,24,23
93,2,11:11.0,Turnover by L. Stephenson (dbl dribble),,24,23
94,2,10:56.0,,U. Haslem makes 2-pt jump shot from 3 ft (assist by M. Chalmers),24,25
95,2,10:41.0,C. Zeller makes 2-pt layup from 1 ft (assist by L. Stephenson),,26,25
96,2,10:19.0,,L. Deng makes 2-pt jump shot from 18 ft (assist by J. McRoberts),26,27
97,2,10:07.0,G. Neal makes 2-pt jump shot from 19 ft (assist by L. Stephenson),,28,27
98,2,9:49.0,,J. McRoberts misses 3-pt jump shot from 24 ft,28,27
99,2,9:48.0,,Offensive rebound by L. Deng,28,27
100,2,9:41.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by M. Chalmers),28,30
101,2,9:24.0,G. Neal misses 2-pt jump shot from 20 ft,,28,30
102,2,9:23.0,,Defensive rebound by U. Haslem,28,30
103,2,9:09.0,,U. Haslem makes 2-pt jump shot from 17 ft (assist by L. Deng),28,32
104,2,9:00.0,Charlotte full timeout,,28,32
105,2,8:43.0,C. Zeller makes 2-pt layup from 1 ft,,30,32
106,2,8:18.0,,Turnover by J. McRoberts (bad pass; steal by C. Zeller),30,32
107,2,8:09.0,Personal foul by J. McRoberts (drawn by B. Roberts),,30,32
108,2,7:57.0,G. Neal misses 2-pt jump shot from 19 ft,,30,32
109,2,7:56.0,,Defensive rebound by L. Deng,30,32
110,2,7:45.0,,L. Deng makes 3-pt jump shot from 25 ft (assist by M. Chalmers),30,35
111,2,7:28.0,C. Zeller makes 2-pt jump shot from 8 ft (assist by B. Roberts),,32,35
112,2,7:04.0,,J. McRoberts misses 2-pt jump shot from 19 ft,32,35
113,2,7:03.0,,Offensive rebound by J. Ennis,32,35
114,2,7:03.0,,Shooting foul by L. Stephenson (drawn by L. Deng),32,35
115,2,7:03.0,,L. Deng makes free throw 1 of 2,32,36
116,2,7:03.0,,C. Bosh enters the game for J. McRoberts,32,36
117,2,7:03.0,,S. Williams enters the game for U. Haslem,32,36
118,2,7:03.0,,S. Napier enters the game for M. Chalmers,32,36
119,2,7:03.0,,L. Deng misses free throw 2 of 2,32,36
120,2,7:02.0,Defensive rebound by L. Stephenson,,32,36
121,2,6:48.0,C. Zeller misses 2-pt layup from 2 ft,,32,36
122,2,6:47.0,,Defensive rebound by C. Bosh,32,36
123,2,6:40.0,,Turnover by C. Bosh (traveling),32,36
124,2,6:31.0,L. Stephenson makes 2-pt jump shot from 16 ft,,34,36
125,2,6:31.0,Shooting foul by S. Williams (drawn by L. Stephenson),,34,36
126,2,6:31.0,L. Stephenson misses free throw 1 of 1,,34,36
127,2,6:30.0,,Defensive rebound by L. Deng,34,36
128,2,6:17.0,,S. Williams makes 3-pt jump shot from 24 ft (assist by S. Napier),34,39
129,2,6:01.0,L. Stephenson makes 2-pt jump shot from 14 ft,,36,39
130,2,5:43.0,,C. Bosh misses 2-pt hook shot from 7 ft,36,39
131,2,5:42.0,,Offensive rebound by C. Bosh,36,39
132,2,5:41.0,,C. Bosh makes 2-pt hook shot from 4 ft,36,41
133,2,5:23.0,B. Roberts misses 2-pt jump shot from 8 ft,,36,41
134,2,5:22.0,Offensive rebound by Team,,36,41
135,2,5:22.0,,Loose ball foul by J. Ennis (drawn by B. Biyombo),36,41
136,2,5:22.0,Official timeout,,36,41
137,2,5:22.0,K. Walker enters the game for G. Neal,,36,41
138,2,5:22.0,A. Jefferson enters the game for B. Roberts,,36,41
139,2,5:22.0,M. Williams enters the game for B. Biyombo,,36,41
140,2,5:14.0,K. Walker misses 3-pt jump shot from 24 ft,,36,41
141,2,5:13.0,,Defensive rebound by C. Bosh,36,41
142,2,4:56.0,,C. Bosh makes 2-pt layup from 2 ft,36,43
143,2,4:39.0,M. Williams misses 3-pt jump shot from 23 ft,,36,43
144,2,4:38.0,Offensive rebound by A. Jefferson,,36,43
145,2,4:29.0,L. Stephenson misses 3-pt jump shot from 25 ft,,36,43
146,2,4:28.0,Offensive rebound by K. Walker,,36,43
147,2,4:21.0,K. Walker misses 2-pt jump shot from 18 ft,,36,43
148,2,4:20.0,Offensive rebound by K. Walker,,36,43
149,2,4:18.0,L. Stephenson makes 2-pt layup from 2 ft,,38,43
150,2,4:18.0,Shooting foul by S. Williams (drawn by L. Stephenson),,38,43
151,2,4:18.0,,J. McRoberts enters the game for S. Williams,38,43
152,2,4:18.0,L. Stephenson makes free throw 1 of 1,,39,43
153,2,4:00.0,,L. Deng makes 2-pt jump shot from 17 ft,39,45
154,2,3:48.0,Personal foul by C. Bosh (drawn by A. Jefferson),,39,45
155,2,3:48.0,A. Jefferson makes free throw 1 of 2,,40,45
156,2,3:48.0,,S. Brown enters the game for J. Ennis,40,45
157,2,3:48.0,,M. Chalmers enters the game for L. Deng,40,45
158,2,3:48.0,A. Jefferson makes free throw 2 of 2,,41,45
159,2,3:32.0,,C. Bosh makes 2-pt layup at rim,41,47
160,2,3:19.0,Turnover by L. Stephenson (lost ball),,41,47
161,2,3:19.0,G. Henderson enters the game for C. Zeller,,41,47
162,2,2:59.0,,C. Bosh makes 3-pt jump shot from 25 ft (assist by M. Chalmers),41,50
163,2,2:32.0,L. Stephenson makes 3-pt jump shot from 24 ft (assist by K. Walker),,44,50
164,2,2:11.0,,Turnover by C. Bosh (lost ball; steal by G. Henderson),44,50
165,2,2:00.0,A. Jefferson misses 2-pt layup from 2 ft,,44,50
166,2,1:59.0,,Defensive rebound by C. Bosh,44,50
167,2,1:44.0,,Personal foul by L. Stephenson (drawn by C. Bosh),44,50
168,2,1:44.0,,Miami full timeout,44,50
169,2,1:44.0,G. Neal enters the game for L. Stephenson,,44,50
170,2,1:44.0,,L. Deng enters the game for S. Brown,44,50
171,2,1:31.0,,C. Bosh misses 2-pt jump shot from 12 ft,44,50
172,2,1:30.0,Defensive rebound by A. Jefferson,,44,50
173,2,1:13.0,A. Jefferson misses 2-pt jump shot from 6 ft,,44,50
174,2,1:12.0,Offensive rebound by A. Jefferson,,44,50
175,2,1:11.0,A. Jefferson misses 2-pt tip-in at rim,,44,50
176,2,1:10.0,,Defensive rebound by J. McRoberts,44,50
177,2,0:54.0,,L. Deng misses 2-pt jump shot from 8 ft,44,50
178,2,0:53.0,Defensive rebound by K. Walker,,44,50
179,2,0:39.0,G. Henderson misses 2-pt jump shot from 17 ft,,44,50
180,2,0:38.0,,Defensive rebound by M. Chalmers,44,50
181,2,0:24.0,,J. McRoberts makes 3-pt jump shot from 24 ft (assist by M. Chalmers),44,53
182,2,0:05.0,K. Walker misses 3-pt jump shot from 25 ft,,44,53
183,2,0:04.0,,Defensive rebound by J. McRoberts,44,53
184,3,11:34.0,L. Stephenson misses 3-pt jump shot from 25 ft,,44,53
185,3,11:33.0,,Defensive rebound by C. Bosh,44,53
186,3,11:22.0,,Turnover by S. Brown (bad pass; steal by K. Walker),44,53
187,3,11:19.0,Shooting foul by S. Brown (drawn by L. Stephenson),,44,53
188,3,11:19.0,L. Stephenson misses free throw 1 of 2,,44,53
189,3,11:19.0,Offensive rebound by Team,,44,53
190,3,11:19.0,L. Stephenson makes free throw 2 of 2,,45,53
191,3,10:59.0,,Turnover by S. Brown (lost ball; steal by A. Jefferson),45,53
192,3,10:50.0,A. Jefferson makes 2-pt hook shot from 5 ft (assist by K. Walker),,47,53
193,3,10:50.0,Shooting foul by M. Chalmers (drawn by A. Jefferson),,47,53
194,3,10:50.0,A. Jefferson makes free throw 1 of 1,,48,53
195,3,10:34.0,,Turnover by M. Chalmers (bad pass; steal by K. Walker),48,53
196,3,10:27.0,M. Williams makes 3-pt jump shot from 24 ft (assist by L. Stephenson),,51,53
197,3,10:27.0,,Miami full timeout,51,53
198,3,10:14.0,,C. Bosh makes 2-pt jump shot from 13 ft (assist by M. Chalmers),51,55
199,3,10:02.0,A. Jefferson misses 2-pt jump shot from 5 ft (block by S. Williams),,51,55
200,3,10:01.0,,Defensive rebound by S. Williams,51,55
201,3,9:40.0,,C. Bosh misses 2-pt jump shot from 15 ft,51,55
202,3,9:39.0,Defensive rebound by L. Stephenson,,51,55
203,3,9:24.0,L. Stephenson makes 2-pt jump shot from 18 ft,,53,55
204,3,9:08.0,,S. Williams misses 3-pt jump shot from 23 ft,53,55
205,3,9:07.0,Defensive rebound by A. Jefferson,,53,55
206,3,8:57.0,A. Jefferson makes 2-pt layup from 1 ft (assist by M. Williams),,55,55
207,3,8:37.0,,S. Williams makes 2-pt jump shot from 17 ft (assist by L. Deng),55,57
208,3,8:13.0,L. Stephenson makes 2-pt jump shot from 18 ft,,57,57
209,3,7:52.0,,C. Bosh misses 2-pt layup from 2 ft,57,57
210,3,7:51.0,Defensive rebound by L. Stephenson,,57,57
211,3,7:36.0,L. Stephenson misses 3-pt jump shot from 24 ft,,57,57
212,3,7:35.0,,Defensive rebound by S. Williams,57,57
213,3,7:25.0,,Personal foul by L. Stephenson (drawn by L. Deng),57,57
214,3,7:12.0,,S. Brown misses 2-pt layup from 2 ft,57,57
215,3,7:11.0,Defensive rebound by A. Jefferson,,57,57
216,3,7:11.0,Personal foul by S. Brown (drawn by K. Walker),,57,57
217,3,7:11.0,,S. Napier enters the game for M. Chalmers,57,57
218,3,6:51.0,K. Walker makes 3-pt jump shot from 23 ft (assist by L. Stephenson),,60,57
219,3,6:30.0,,C. Bosh makes 2-pt jump shot from 16 ft,60,59
220,3,6:09.0,A. Jefferson misses 2-pt jump shot from 18 ft,,60,59
221,3,6:08.0,,Defensive rebound by L. Deng,60,59
222,3,6:08.0,Personal foul by S. Brown (drawn by L. Stephenson),,60,59
223,3,6:08.0,,Personal foul by L. Stephenson,60,59
224,3,6:08.0,,J. Ennis enters the game for S. Brown,60,59
225,3,6:08.0,G. Neal enters the game for L. Stephenson,,60,59
226,3,5:58.0,,C. Bosh misses 2-pt jump shot from 17 ft,60,59
227,3,5:57.0,Defensive rebound by K. Walker,,60,59
228,3,5:38.0,A. Jefferson misses 2-pt jump shot from 7 ft,,60,59
229,3,5:37.0,,Defensive rebound by L. Deng,60,59
230,3,5:37.0,,Personal foul by M. Williams (drawn by L. Deng),60,59
231,3,5:37.0,C. Zeller enters the game for M. Williams,,60,59
232,3,5:20.0,,L. Deng makes 2-pt jump shot from 18 ft,60,61
233,3,5:07.0,K. Walker misses 3-pt jump shot from 24 ft,,60,61
234,3,5:06.0,,Defensive rebound by L. Deng,60,61
235,3,4:49.0,,S. Williams misses 3-pt jump shot from 22 ft,60,61
236,3,4:48.0,Defensive rebound by K. Walker,,60,61
237,3,4:31.0,A. Jefferson makes 2-pt hook shot from 8 ft (assist by C. Zeller),,62,61
238,3,4:15.0,,J. McRoberts enters the game for S. Williams,62,61
239,3,4:04.0,,S. Napier makes 3-pt jump shot from 23 ft (assist by C. Bosh),62,64
240,3,3:48.0,Shooting foul by J. Ennis (drawn by K. Walker),,62,64
241,3,3:48.0,K. Walker makes free throw 1 of 2,,63,64
242,3,3:48.0,,U. Haslem enters the game for C. Bosh,63,64
243,3,3:48.0,B. Biyombo enters the game for A. Jefferson,,63,64
244,3,3:48.0,K. Walker makes free throw 2 of 2,,64,64
245,3,3:36.0,,S. Napier makes 3-pt jump shot from 24 ft,64,67
246,3,3:20.0,K. Walker makes 2-pt jump shot from 14 ft (assist by G. Henderson),,66,67
247,3,3:01.0,,Turnover by J. Ennis (bad pass; steal by B. Biyombo),66,67
248,3,2:54.0,Personal foul by S. Napier (drawn by C. Zeller),,66,67
249,3,2:54.0,Charlotte full timeout,,66,67
250,3,2:54.0,M. Williams enters the game for G. Henderson,,66,67
251,3,2:54.0,,M. Chalmers enters the game for L. Deng,66,67
252,3,2:54.0,C. Zeller makes free throw 1 of 2,,67,67
253,3,2:54.0,C. Zeller makes free throw 2 of 2,,68,67
254,3,2:30.0,,S. Napier misses 2-pt jump shot from 8 ft (block by C. Zeller),68,67
255,3,2:29.0,,Offensive rebound by Team,68,67
256,3,2:29.0,,Turnover by Team (shot clock),68,67
257,3,2:18.0,Turnover by K. Walker (bad pass; steal by M. Chalmers),,68,67
258,3,1:58.0,,M. Chalmers misses 3-pt jump shot from 24 ft,68,67
259,3,1:57.0,Defensive rebound by Team,,68,67
260,3,1:41.0,Offensive foul by B. Biyombo (drawn by M. Chalmers),,68,67
261,3,1:41.0,Turnover by B. Biyombo (offensive foul),,68,67
262,3,1:27.0,,S. Napier misses 2-pt jump shot from 20 ft,68,67
263,3,1:26.0,Defensive rebound by M. Williams,,68,67
264,3,1:13.0,K. Walker makes 2-pt jump shot from 16 ft,,70,67
265,3,0:59.0,,Turnover by S. Napier (bad pass; steal by K. Walker),70,67
266,3,0:53.0,M. Williams makes 2-pt layup from 2 ft (assist by C. Zeller),,72,67
267,3,0:31.0,,J. McRoberts misses 3-pt jump shot from 25 ft,72,67
268,3,0:30.0,Defensive rebound by M. Williams,,72,67
269,3,0:07.0,K. Walker misses 2-pt jump shot from 17 ft,,72,67
270,3,0:06.0,,Defensive rebound by J. McRoberts,72,67
271,3,0:01.0,,M. Chalmers misses 3-pt jump shot from 25 ft,72,67
272,3,0:00.0,,Offensive rebound by Team,72,67
273,4,11:38.0,,Personal foul by G. Neal (drawn by M. Chalmers),72,67
274,4,11:38.0,,M. Chalmers makes free throw 1 of 2,72,68
275,4,11:38.0,,M. Chalmers makes free throw 2 of 2,72,69
276,4,11:24.0,B. Roberts misses 3-pt jump shot from 25 ft,,72,69
277,4,11:23.0,,Defensive rebound by C. Bosh,72,69
278,4,11:03.0,,C. Bosh misses 2-pt jump shot from 22 ft,72,69
279,4,11:02.0,Defensive rebound by B. Roberts,,72,69
280,4,10:58.0,G. Neal makes 2-pt layup from 2 ft,,74,69
281,4,10:58.0,Shooting foul by L. Deng (drawn by G. Neal),,74,69
282,4,10:58.0,G. Neal makes free throw 1 of 1,,75,69
283,4,10:46.0,,L. Deng makes 2-pt layup from 2 ft (assist by S. Napier),75,71
284,4,10:46.0,,Shooting foul by G. Neal (drawn by L. Deng),75,71
285,4,10:46.0,,L. Deng makes free throw 1 of 1,75,72
286,4,10:35.0,G. Neal makes 3-pt jump shot from 25 ft (assist by B. Roberts),,78,72
287,4,10:25.0,,Personal foul by C. Zeller (drawn by C. Bosh),78,72
288,4,10:16.0,,Turnover by C. Bosh (traveling),78,72
289,4,10:03.0,G. Neal misses 2-pt jump shot from 18 ft,,78,72
290,4,10:02.0,,Defensive rebound by Team,78,72
291,4,9:49.0,,Personal block foul by C. Zeller (drawn by C. Bosh),78,72
292,4,9:49.0,L. Stephenson enters the game for M. Williams,,78,72
293,4,9:41.0,,Turnover by M. Chalmers (bad pass),78,72
294,4,9:25.0,Turnover by B. Biyombo (3 sec),,78,72
295,4,9:06.0,,M. Chalmers makes 3-pt jump shot from 24 ft (assist by U. Haslem),78,75
296,4,8:51.0,Official timeout,,78,75
297,4,8:51.0,A. Jefferson enters the game for B. Biyombo,,78,75
298,4,8:46.0,G. Neal misses 2-pt jump shot from 12 ft,,78,75
299,4,8:45.0,,Defensive rebound by U. Haslem,78,75
300,4,8:25.0,,M. Chalmers misses 3-pt jump shot from 25 ft,78,75
301,4,8:24.0,Defensive rebound by A. Jefferson,,78,75
302,4,8:06.0,C. Zeller misses 2-pt layup from 2 ft (block by C. Bosh),,78,75
303,4,8:05.0,,Defensive rebound by M. Chalmers,78,75
304,4,7:53.0,,C. Bosh misses 3-pt jump shot from 24 ft,78,75
305,4,7:52.0,Defensive rebound by G. Neal,,78,75
306,4,7:43.0,G. Neal makes 3-pt jump shot from 25 ft,,81,75
307,4,7:28.0,,Personal foul by L. Stephenson (drawn by L. Deng),81,75
308,4,7:28.0,,L. Deng makes free throw 1 of 2,81,76
309,4,7:28.0,,S. Williams enters the game for U. Haslem,81,76
310,4,7:28.0,,L. Deng makes free throw 2 of 2,81,77
311,4,7:17.0,A. Jefferson makes 2-pt layup from 1 ft (assist by C. Zeller),,83,77
312,4,6:55.0,,C. Bosh misses 2-pt hook shot from 8 ft,83,77
313,4,6:54.0,Defensive rebound by A. Jefferson,,83,77
314,4,6:42.0,B. Roberts makes 2-pt jump shot from 11 ft,,85,77
315,4,6:42.0,,Miami full timeout,85,77
316,4,6:26.0,,Personal foul by G. Neal (drawn by M. Chalmers),85,77
317,4,6:26.0,,M. Chalmers makes free throw 1 of 2,85,78
318,4,6:26.0,K. Walker enters the game for B. Roberts,,85,78
319,4,6:26.0,,M. Chalmers makes free throw 2 of 2,85,79
320,4,6:13.0,Shooting foul by L. Deng (drawn by C. Zeller),,85,79
321,4,6:13.0,C. Zeller makes free throw 1 of 2,,86,79
322,4,6:13.0,C. Zeller misses free throw 2 of 2,,86,79
323,4,6:12.0,,Defensive rebound by C. Bosh,86,79
324,4,5:55.0,,C. Bosh makes 3-pt jump shot from 25 ft (assist by S. Napier),86,82
325,4,5:44.0,Turnover by L. Stephenson (bad pass; steal by S. Napier),,86,82
326,4,5:42.0,,Personal foul by K. Walker (drawn by S. Napier),86,82
327,4,5:42.0,,S. Napier makes free throw 1 of 2,86,83
328,4,5:42.0,,S. Napier makes free throw 2 of 2,86,84
329,4,5:25.0,Turnover by G. Neal (bad pass),,86,84
330,4,5:12.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by M. Chalmers),86,87
331,4,5:12.0,Charlotte full timeout,,86,87
332,4,4:45.0,L. Stephenson makes 2-pt jump shot from 11 ft,,88,87
333,4,4:30.0,,Shooting foul by G. Neal (drawn by M. Chalmers),88,87
334,4,4:30.0,,M. Chalmers makes free throw 1 of 2,88,88
335,4,4:30.0,,M. Chalmers makes free throw 2 of 2,88,89
336,4,4:12.0,L. Stephenson misses 2-pt jump shot from 20 ft,,88,89
337,4,4:11.0,,Defensive rebound by M. Chalmers,88,89
338,4,4:00.0,,C. Bosh misses 3-pt jump shot from 23 ft,88,89
339,4,3:59.0,Defensive rebound by C. Zeller,,88,89
340,4,3:40.0,C. Zeller misses 2-pt dunk at rim (block by S. Williams),,88,89
341,4,3:39.0,,Defensive rebound by C. Bosh,88,89
342,4,3:22.0,,Shooting foul by G. Neal (drawn by M. Chalmers),88,89
343,4,3:22.0,,M. Chalmers makes free throw 1 of 2,88,90
344,4,3:22.0,,M. Chalmers makes free throw 2 of 2,88,91
345,4,3:05.0,K. Walker makes 3-pt jump shot from 24 ft,,91,91
346,4,2:54.0,,Turnover by S. Napier (step out of bounds),91,91
347,4,2:31.0,G. Neal makes 2-pt jump shot from 18 ft,,93,91
348,4,2:31.0,,Miami full timeout,93,91
349,4,2:19.0,,L. Deng misses 2-pt jump shot from 2 ft,93,91
350,4,2:18.0,Defensive rebound by A. Jefferson,,93,91
351,4,1:57.0,G. Neal misses 2-pt jump shot from 17 ft,,93,91
352,4,1:56.0,,Defensive rebound by C. Bosh,93,91
353,4,1:37.0,,L. Deng misses 3-pt jump shot from 23 ft,93,91
354,4,1:36.0,Defensive rebound by C. Zeller,,93,91
355,4,1:17.0,A. Jefferson misses 2-pt jump shot from 8 ft,,93,91
356,4,1:16.0,,Defensive rebound by M. Chalmers,93,91
357,4,1:11.0,,Shooting block foul by K. Walker (drawn by M. Chalmers),93,91
358,4,1:11.0,Violation by Team (delay of game),,93,91
359,4,1:11.0,,M. Chalmers misses free throw 1 of 2,93,91
360,4,1:11.0,,Offensive rebound by Team,93,91
361,4,1:11.0,,M. Chalmers makes free throw 2 of 2,93,92
362,4,1:02.0,K. Walker misses 2-pt layup from 2 ft (block by L. Deng),,93,92
363,4,1:01.0,Offensive rebound by Team,,93,92
364,4,0:48.0,Turnover by K. Walker (traveling),,93,92
365,4,0:48.0,M. Williams enters the game for A. Jefferson,,93,92
366,4,0:31.0,,C. Bosh makes 2-pt jump shot from 12 ft,93,94
367,4,0:31.0,Charlotte full timeout,,93,94
368,4,0:31.0,A. Jefferson enters the game for C. Zeller,,93,94
369,4,0:26.0,K. Walker misses 2-pt jump shot from 7 ft,,93,94
370,4,0:25.0,,Defensive rebound by L. Deng,93,94
371,4,0:15.0,,Turnover by M. Chalmers (lost ball; steal by L. Stephenson),93,94
372,4,0:14.0,Charlotte full timeout,,93,94
373,4,0:03.0,K. Walker misses 2-pt jump shot from 12 ft,,93,94
374,4,0:02.0,Offensive rebound by A. Jefferson,,93,94
375,4,0:02.0,A. Jefferson misses 2-pt tip-in at rim,,93,94
376,4,0:00.0,Offensive rebound by Team,,93,94
