,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DETROIT_ACTION,SACRAMENTO_SCORE,DETROIT_SCORE
30,1,8:28.0,Shooting foul by A. Drummond (drawn by J. Thompson),,8,4
31,1,8:28.0,J. Thompson makes free throw 1 of 1,,9,4
32,1,8:23.0,,Detroit full timeout,9,4
33,1,8:13.0,,A. Drummond misses 2-pt hook shot from 9 ft,9,4
34,1,8:11.0,Defensive rebound by D. Cousins,,9,4
35,1,8:03.0,B. McLemore misses 3-pt jump shot from 23 ft,,9,4
36,1,8:02.0,,Defensive rebound by G. Monroe,9,4
37,1,7:52.0,,Shooting foul by D. Collison (drawn by G. Monroe),9,4
38,1,7:52.0,,G. Monroe makes free throw 1 of 2,9,5
39,1,7:52.0,R. McCallum enters the game for D. Collison,,9,5
40,1,7:52.0,,G. Monroe makes free throw 2 of 2,9,6
41,1,7:32.0,D. Cousins makes 2-pt dunk at rim,,11,6
42,1,7:19.0,,B. Jennings makes 2-pt jump shot from 20 ft,11,8
43,1,7:01.0,D. Cousins misses 2-pt jump shot from 18 ft,,11,8
44,1,7:00.0,Offensive rebound by Team,,11,8
45,1,6:54.0,R. Gay misses 2-pt layup from 1 ft,,11,8
46,1,6:53.0,,Defensive rebound by A. Drummond,11,8
47,1,6:40.0,,G. Monroe misses 2-pt layup at rim (block by J. Thompson),11,8
48,1,6:39.0,Defensive rebound by J. Thompson,,11,8
49,1,6:21.0,R. Gay misses 2-pt jump shot from 7 ft,,11,8
50,1,6:20.0,,Defensive rebound by K. Caldwell-Pope,11,8
51,1,6:08.0,,G. Monroe misses 2-pt jump shot from 3 ft,11,8
52,1,6:07.0,Defensive rebound by R. Gay,,11,8
53,1,5:56.0,J. Thompson misses 2-pt jump shot from 17 ft,,11,8
54,1,5:55.0,,Defensive rebound by A. Drummond,11,8
55,1,5:45.0,,K. Singler misses 3-pt jump shot from 26 ft,11,8
56,1,5:44.0,Defensive rebound by J. Thompson,,11,8
57,1,5:21.0,R. Gay misses 2-pt layup from 1 ft,,11,8
58,1,5:19.0,,Defensive rebound by A. Drummond,11,8
59,1,5:13.0,,K. Singler makes 3-pt jump shot from 24 ft (assist by B. Jennings),11,11
60,1,5:07.0,Sacramento full timeout,,11,11
61,1,5:04.0,Personal foul by A. Drummond (drawn by D. Cousins),,11,11
62,1,5:04.0,,J. Jerebko enters the game for A. Drummond,11,11
63,1,5:04.0,D. Williams enters the game for J. Thompson,,11,11
64,1,4:56.0,R. Gay misses 3-pt jump shot from 23 ft,,11,11
65,1,4:55.0,,Defensive rebound by G. Monroe,11,11
66,1,4:45.0,,B. Jennings makes 2-pt jump shot from 20 ft,11,13
67,1,4:23.0,Turnover by D. Cousins (bad pass; steal by K. Caldwell-Pope),,11,13
68,1,4:19.0,,K. Caldwell-Pope makes 2-pt dunk at rim,11,15
69,1,3:54.0,D. Cousins misses 2-pt layup from 1 ft,,11,15
70,1,3:53.0,,Defensive rebound by J. Jerebko,11,15
71,1,3:43.0,,J. Jerebko misses 3-pt jump shot from 26 ft,11,15
72,1,3:42.0,Defensive rebound by R. Gay,,11,15
73,1,3:32.0,D. Williams misses 3-pt jump shot from 26 ft,,11,15
74,1,3:31.0,,Defensive rebound by K. Caldwell-Pope,11,15
75,1,3:25.0,,B. Jennings misses 2-pt layup at rim,11,15
76,1,3:23.0,,Offensive rebound by G. Monroe,11,15
77,1,3:23.0,,G. Monroe makes 2-pt layup at rim,11,17
78,1,3:23.0,,Technical foul by B. Jennings,11,17
79,1,3:23.0,D. Cousins makes technical free throw,,12,17
80,1,3:03.0,R. McCallum makes 2-pt layup at rim,,14,17
81,1,2:53.0,,B. Jennings makes 2-pt jump shot from 6 ft,14,19
82,1,2:53.0,,Shooting foul by R. McCallum (drawn by B. Jennings),14,19
83,1,2:53.0,,J. Meeks enters the game for K. Caldwell-Pope,14,19
84,1,2:53.0,,B. Jennings makes free throw 1 of 1,14,20
85,1,2:30.0,D. Williams makes 2-pt layup from 1 ft (assist by D. Cousins),,16,20
86,1,2:19.0,,B. Jennings misses 3-pt jump shot from 24 ft,16,20
87,1,2:18.0,Defensive rebound by R. Gay,,16,20
88,1,2:13.0,Turnover by R. Gay (bad pass; steal by B. Jennings),,16,20
89,1,2:05.0,,G. Monroe makes 2-pt layup at rim (assist by J. Jerebko),16,22
90,1,1:53.0,Personal foul by B. Jennings (drawn by R. McCallum),,16,22
91,1,1:53.0,N. Stauskas enters the game for R. Gay,,16,22
92,1,1:53.0,J. Thompson enters the game for D. Cousins,,16,22
93,1,1:53.0,,D. Augustin enters the game for B. Jennings,16,22
94,1,1:42.0,J. Thompson makes 2-pt hook shot from 6 ft (assist by N. Stauskas),,18,22
95,1,1:32.0,,J. Meeks misses 2-pt layup from 1 ft,18,22
96,1,1:29.0,Defensive rebound by J. Thompson,,18,22
97,1,1:24.0,R. McCallum makes 2-pt layup at rim,,20,22
98,1,1:05.0,,K. Singler misses 2-pt jump shot from 19 ft,20,22
99,1,1:04.0,Defensive rebound by N. Stauskas,,20,22
100,1,0:59.0,J. Thompson makes 2-pt dunk at rim (assist by N. Stauskas),,22,22
101,1,0:50.0,,J. Meeks misses 2-pt layup from 1 ft (block by J. Thompson),22,22
102,1,0:48.0,,Offensive rebound by G. Monroe,22,22
103,1,0:44.0,,G. Monroe misses 2-pt jump shot from 4 ft,22,22
104,1,0:42.0,Defensive rebound by J. Thompson,,22,22
105,1,0:38.0,R. McCallum misses 2-pt jump shot from 3 ft,,22,22
106,1,0:37.0,,Defensive rebound by K. Singler,22,22
107,1,0:26.0,,D. Augustin makes 2-pt layup from 1 ft,22,24
108,1,0:01.0,B. McLemore misses 3-pt jump shot from 23 ft,,22,24
109,1,0:01.0,,Defensive rebound by D. Augustin,22,24
110,2,11:45.0,N. Stauskas misses 2-pt jump shot from 6 ft,,22,24
111,2,11:44.0,,Defensive rebound by C. Butler,22,24
112,2,11:28.0,,A. Drummond misses 2-pt hook shot from 4 ft,22,24
113,2,11:26.0,Defensive rebound by D. Williams,,22,24
114,2,11:16.0,D. Williams makes 2-pt jump shot from 17 ft,,24,24
115,2,11:02.0,,A. Drummond makes 2-pt dunk at rim (assist by D. Augustin),24,26
116,2,10:44.0,Turnover by C. Landry (lost ball; steal by J. Jerebko),,24,26
117,2,10:41.0,,J. Meeks makes 2-pt layup from 1 ft (assist by C. Butler),24,28
118,2,10:41.0,,Shooting foul by N. Stauskas (drawn by J. Meeks),24,28
119,2,10:41.0,D. Cousins enters the game for J. Thompson,,24,28
120,2,10:41.0,,J. Meeks makes free throw 1 of 1,24,29
121,2,10:25.0,Shooting foul by A. Drummond (drawn by C. Landry),,24,29
122,2,10:25.0,C. Landry makes free throw 1 of 2,,25,29
123,2,10:25.0,,J. Anthony enters the game for A. Drummond,25,29
124,2,10:25.0,C. Landry makes free throw 2 of 2,,26,29
125,2,10:11.0,,J. Meeks misses 2-pt jump shot from 6 ft,26,29
126,2,10:09.0,Defensive rebound by R. McCallum,,26,29
127,2,9:55.0,Personal foul by J. Meeks (drawn by D. Cousins),,26,29
128,2,9:41.0,D. Williams misses 2-pt jump shot from 3 ft,,26,29
129,2,9:41.0,Offensive rebound by C. Landry,,26,29
130,2,9:41.0,Turnover by Team (shot clock),,26,29
131,2,9:22.0,Offensive charge foul by J. Jerebko (drawn by D. Cousins),,26,29
132,2,9:22.0,,Turnover by J. Jerebko (offensive foul),26,29
133,2,9:10.0,Turnover by D. Cousins (lost ball),,26,29
134,2,9:02.0,,Offensive foul by J. Jerebko (drawn by D. Cousins),26,29
135,2,9:02.0,,Turnover by J. Jerebko (offensive foul),26,29
136,2,8:42.0,Shooting foul by J. Anthony (drawn by D. Cousins),,26,29
137,2,8:42.0,Official timeout,,26,29
138,2,8:42.0,D. Cousins makes free throw 1 of 2,,27,29
139,2,8:42.0,D. Cousins misses free throw 2 of 2,,27,29
140,2,8:41.0,,Defensive rebound by J. Anthony,27,29
141,2,8:27.0,,J. Meeks makes 3-pt jump shot from 25 ft (assist by D. Augustin),27,32
142,2,8:11.0,Shooting foul by J. Jerebko (drawn by D. Cousins),,27,32
143,2,8:11.0,,Technical foul by J. Jerebko,27,32
144,2,8:11.0,D. Cousins makes technical free throw,,28,32
145,2,8:11.0,D. Cousins misses free throw 1 of 2,,28,32
146,2,8:11.0,Offensive rebound by Team,,28,32
147,2,8:11.0,,A. Tolliver enters the game for J. Jerebko,28,32
148,2,8:11.0,D. Cousins makes free throw 2 of 2,,29,32
149,2,7:57.0,,J. Anthony makes 2-pt jump shot from 9 ft (assist by A. Tolliver),29,34
150,2,7:43.0,R. McCallum makes 2-pt jump shot from 5 ft,,31,34
151,2,7:29.0,,J. Meeks makes 2-pt dunk at rim (assist by A. Tolliver),31,36
152,2,7:18.0,Turnover by D. Cousins (traveling),,31,36
153,2,7:18.0,D. Collison enters the game for N. Stauskas,,31,36
154,2,7:18.0,B. McLemore enters the game for R. McCallum,,31,36
155,2,7:07.0,,D. Augustin makes 2-pt jump shot from 6 ft,31,38
156,2,6:41.0,D. Williams misses 3-pt jump shot from 25 ft,,31,38
157,2,6:40.0,,Defensive rebound by D. Augustin,31,38
158,2,6:33.0,,C. Butler misses 3-pt jump shot from 25 ft,31,38
159,2,6:32.0,Defensive rebound by D. Collison,,31,38
160,2,6:22.0,D. Cousins misses 2-pt jump shot from 21 ft,,31,38
161,2,6:21.0,,Defensive rebound by A. Tolliver,31,38
162,2,6:12.0,,D. Augustin misses 2-pt jump shot from 22 ft,31,38
163,2,6:11.0,Defensive rebound by D. Collison,,31,38
164,2,6:02.0,Turnover by D. Cousins (bad pass),,31,38
165,2,6:02.0,R. Gay enters the game for D. Williams,,31,38
166,2,5:41.0,,A. Tolliver makes 3-pt jump shot from 22 ft (assist by C. Butler),31,41
167,2,5:22.0,Personal foul by A. Tolliver (drawn by D. Cousins),,31,41
168,2,5:22.0,,Detroit full timeout,31,41
169,2,5:22.0,D. Cousins makes free throw 1 of 2,,32,41
170,2,5:22.0,D. Cousins makes free throw 2 of 2,,33,41
171,2,4:58.0,,A. Tolliver misses 3-pt jump shot from 26 ft,33,41
172,2,4:57.0,Defensive rebound by D. Collison,,33,41
173,2,4:40.0,D. Cousins misses 2-pt hook shot from 4 ft,,33,41
174,2,4:39.0,,Defensive rebound by J. Meeks,33,41
175,2,4:30.0,,A. Tolliver misses 3-pt jump shot from 23 ft,33,41
176,2,4:29.0,Defensive rebound by D. Cousins,,33,41
177,2,4:13.0,C. Landry misses 2-pt jump shot from 6 ft,,33,41
178,2,4:11.0,,Defensive rebound by J. Meeks,33,41
179,2,4:02.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by J. Meeks),33,44
180,2,3:42.0,B. McLemore makes 2-pt layup at rim (assist by R. Gay),,35,44
181,2,3:30.0,,Turnover by D. Augustin (bad pass; steal by D. Cousins),35,44
182,2,3:27.0,Personal foul by J. Meeks (drawn by B. McLemore),,35,44
183,2,3:27.0,B. McLemore makes free throw 1 of 2,,36,44
184,2,3:27.0,,G. Monroe enters the game for J. Meeks,36,44
185,2,3:27.0,,B. Jennings enters the game for D. Augustin,36,44
186,2,3:27.0,,K. Caldwell-Pope enters the game for J. Anthony,36,44
187,2,3:27.0,J. Thompson enters the game for C. Landry,,36,44
188,2,3:27.0,B. McLemore makes free throw 2 of 2,,37,44
189,2,3:20.0,,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by B. Jennings),37,47
190,2,3:06.0,B. McLemore misses 2-pt hook shot from 5 ft,,37,47
191,2,3:04.0,,Defensive rebound by G. Monroe,37,47
192,2,2:57.0,,C. Butler misses 3-pt jump shot from 26 ft,37,47
193,2,2:56.0,,Offensive rebound by G. Monroe,37,47
194,2,2:53.0,,Personal foul by B. McLemore (drawn by C. Butler),37,47
195,2,2:53.0,Sacramento full timeout,,37,47
196,2,2:53.0,,C. Butler makes free throw 1 of 3,37,48
197,2,2:53.0,,C. Butler makes free throw 2 of 3,37,49
198,2,2:53.0,,C. Butler makes free throw 3 of 3,37,50
199,2,2:36.0,R. Gay misses 3-pt jump shot from 26 ft,,37,50
200,2,2:35.0,Offensive rebound by D. Cousins,,37,50
201,2,2:31.0,D. Cousins misses 2-pt jump shot from 4 ft,,37,50
202,2,2:30.0,,Defensive rebound by A. Tolliver,37,50
203,2,2:20.0,,B. Jennings makes 3-pt jump shot from 27 ft,37,53
204,2,2:04.0,D. Cousins makes 2-pt layup from 1 ft (assist by D. Collison),,39,53
205,2,2:04.0,Shooting foul by C. Butler (drawn by D. Cousins),,39,53
206,2,2:04.0,D. Cousins misses free throw 1 of 1,,39,53
207,2,2:03.0,,Defensive rebound by A. Tolliver,39,53
208,2,1:44.0,,B. Jennings makes 2-pt jump shot from 17 ft,39,55
209,2,1:29.0,Turnover by D. Collison (lost ball; steal by B. Jennings),,39,55
210,2,1:23.0,,B. Jennings misses 3-pt jump shot from 27 ft,39,55
211,2,1:21.0,,Offensive rebound by A. Tolliver,39,55
212,2,1:15.0,,Turnover by B. Jennings (bad pass; steal by B. McLemore),39,55
213,2,1:11.0,B. McLemore makes 2-pt layup at rim,,41,55
214,2,1:11.0,Shooting foul by A. Tolliver (drawn by B. McLemore),,41,55
215,2,1:11.0,R. McCallum enters the game for D. Collison,,41,55
216,2,1:11.0,,J. Anthony enters the game for A. Tolliver,41,55
217,2,1:11.0,B. McLemore makes free throw 1 of 1,,42,55
218,2,0:59.0,,Turnover by K. Caldwell-Pope (bad pass; steal by R. McCallum),42,55
219,2,0:56.0,R. McCallum makes 2-pt layup from 1 ft,,44,55
220,2,0:35.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,44,55
221,2,0:34.0,Defensive rebound by D. Cousins,,44,55
222,2,0:17.0,R. Gay makes 2-pt hook shot from 8 ft (assist by D. Cousins),,46,55
223,2,0:09.0,,Detroit full timeout,46,55
224,2,0:09.0,D. Williams enters the game for D. Cousins,,46,55
225,2,0:09.0,,J. Meeks enters the game for G. Monroe,46,55
226,2,0:06.0,,Personal take foul by R. McCallum (drawn by B. Jennings),46,55
227,2,0:01.0,,B. Jennings misses 2-pt jump shot from 11 ft,46,55
228,2,0:00.0,,Offensive rebound by Team,46,55
229,3,11:43.0,Shooting foul by K. Singler (drawn by D. Collison),,46,55
230,3,11:43.0,D. Collison makes free throw 1 of 3,,47,55
231,3,11:43.0,D. Collison makes free throw 2 of 3,,48,55
232,3,11:43.0,D. Collison makes free throw 3 of 3,,49,55
233,3,11:30.0,,Shooting foul by J. Thompson (drawn by G. Monroe),49,55
234,3,11:30.0,,G. Monroe misses free throw 1 of 2,49,55
235,3,11:30.0,,Offensive rebound by Team,49,55
236,3,11:30.0,,G. Monroe misses free throw 2 of 2,49,55
237,3,11:29.0,Defensive rebound by D. Cousins,,49,55
238,3,11:12.0,R. Gay misses 2-pt jump shot from 21 ft,,49,55
239,3,11:10.0,Offensive rebound by D. Cousins,,49,55
240,3,11:00.0,B. McLemore misses 2-pt jump shot from 18 ft,,49,55
241,3,10:59.0,,Defensive rebound by G. Monroe,49,55
242,3,10:53.0,,K. Singler misses 2-pt jump shot from 3 ft (block by D. Cousins),49,55
243,3,10:51.0,Defensive rebound by Team,,49,55
244,3,10:44.0,J. Thompson makes 2-pt jump shot from 21 ft (assist by B. McLemore),,51,55
245,3,10:42.0,Violation by Team (delay of game),,51,55
246,3,10:19.0,,A. Drummond makes 2-pt hook shot from 4 ft (assist by K. Singler),51,57
247,3,10:08.0,D. Collison makes 2-pt layup at rim,,53,57
248,3,9:52.0,,K. Caldwell-Pope makes 2-pt jump shot from 19 ft,53,59
249,3,9:42.0,Shooting foul by B. Jennings (drawn by D. Collison),,53,59
250,3,9:42.0,D. Collison misses free throw 1 of 2,,53,59
251,3,9:42.0,Offensive rebound by Team,,53,59
252,3,9:42.0,D. Collison makes free throw 2 of 2,,54,59
253,3,9:31.0,,B. Jennings makes 3-pt jump shot from 27 ft,54,62
254,3,9:07.0,D. Collison makes 3-pt jump shot from 23 ft (assist by B. McLemore),,57,62
255,3,8:49.0,,A. Drummond misses 2-pt jump shot from 7 ft,57,62
256,3,8:48.0,Defensive rebound by D. Cousins,,57,62
257,3,8:40.0,R. Gay misses 2-pt jump shot from 5 ft,,57,62
258,3,8:39.0,,Defensive rebound by A. Drummond,57,62
259,3,8:27.0,,B. Jennings makes 2-pt jump shot from 13 ft,57,64
260,3,8:07.0,D. Cousins makes 2-pt layup from 1 ft (assist by B. McLemore),,59,64
261,3,7:53.0,,B. Jennings misses 2-pt jump shot from 4 ft,59,64
262,3,7:52.0,Defensive rebound by D. Collison,,59,64
263,3,7:47.0,B. McLemore misses 3-pt jump shot from 23 ft (block by K. Caldwell-Pope),,59,64
264,3,7:45.0,,Defensive rebound by A. Drummond,59,64
265,3,7:34.0,,K. Singler misses 3-pt jump shot from 23 ft,59,64
266,3,7:32.0,Defensive rebound by D. Cousins,,59,64
267,3,7:26.0,D. Collison misses 2-pt jump shot from 5 ft,,59,64
268,3,7:25.0,,Defensive rebound by A. Drummond,59,64
269,3,7:16.0,,G. Monroe makes 2-pt jump shot from 18 ft (assist by B. Jennings),59,66
270,3,6:49.0,D. Cousins misses 3-pt jump shot from 24 ft,,59,66
271,3,6:48.0,,Defensive rebound by K. Caldwell-Pope,59,66
272,3,6:40.0,,A. Drummond makes 2-pt layup from 1 ft (assist by B. Jennings),59,68
273,3,6:40.0,Sacramento full timeout,,59,68
274,3,6:21.0,D. Cousins misses 2-pt jump shot from 19 ft,,59,68
275,3,6:20.0,,Defensive rebound by A. Drummond,59,68
276,3,6:14.0,,B. Jennings makes 2-pt layup at rim (assist by A. Drummond),59,70
277,3,6:05.0,R. Gay makes 2-pt layup from 1 ft (assist by B. McLemore),,61,70
278,3,5:47.0,,G. Monroe makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),61,72
279,3,5:30.0,Turnover by R. Gay (bad pass; steal by G. Monroe),,61,72
280,3,5:25.0,,Turnover by B. Jennings (bad pass; steal by D. Collison),61,72
281,3,5:14.0,B. McLemore misses 3-pt jump shot from 22 ft,,61,72
282,3,5:13.0,Offensive rebound by D. Cousins,,61,72
283,3,5:08.0,D. Cousins misses 2-pt layup from 1 ft (block by A. Drummond),,61,72
284,3,5:07.0,,Defensive rebound by B. Jennings,61,72
285,3,5:03.0,,Turnover by K. Singler (bad pass; steal by D. Collison),61,72
286,3,4:58.0,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),,63,72
287,3,4:33.0,,K. Singler misses 2-pt jump shot from 16 ft,63,72
288,3,4:33.0,,Offensive rebound by Team,63,72
289,3,4:33.0,,J. Jerebko enters the game for A. Drummond,63,72
290,3,4:24.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,63,72
291,3,4:23.0,Defensive rebound by J. Thompson,,63,72
292,3,4:18.0,Shooting foul by K. Caldwell-Pope (drawn by D. Collison),,63,72
293,3,4:18.0,D. Collison makes free throw 1 of 2,,64,72
294,3,4:18.0,D. Williams enters the game for D. Cousins,,64,72
295,3,4:18.0,,C. Butler enters the game for K. Singler,64,72
296,3,4:18.0,D. Collison misses free throw 2 of 2,,64,72
297,3,4:17.0,,Defensive rebound by G. Monroe,64,72
298,3,4:05.0,,B. Jennings misses 3-pt jump shot from 25 ft,64,72
299,3,4:04.0,Defensive rebound by J. Thompson,,64,72
300,3,3:58.0,Turnover by B. McLemore (traveling),,64,72
301,3,3:41.0,,G. Monroe makes 2-pt hook shot from 7 ft,64,74
302,3,3:27.0,D. Williams makes 2-pt layup at rim,,66,74
303,3,3:27.0,Shooting foul by K. Caldwell-Pope (drawn by D. Williams),,66,74
304,3,3:27.0,D. Williams misses free throw 1 of 1,,66,74
305,3,3:26.0,,Defensive rebound by G. Monroe,66,74
306,3,3:06.0,,Turnover by J. Jerebko (bad pass; steal by D. Collison),66,74
307,3,2:59.0,D. Williams makes 2-pt dunk at rim (assist by R. Gay),,68,74
308,3,2:59.0,,Detroit full timeout,68,74
309,3,2:59.0,,J. Meeks enters the game for K. Caldwell-Pope,68,74
310,3,2:59.0,C. Landry enters the game for J. Thompson,,68,74
311,3,2:37.0,,B. Jennings makes 2-pt jump shot from 20 ft,68,76
312,3,2:21.0,R. Gay makes 2-pt jump shot from 10 ft,,70,76
313,3,2:03.0,,G. Monroe makes 2-pt hook shot from 4 ft,70,78
314,3,1:48.0,R. Gay makes 2-pt jump shot from 15 ft,,72,78
315,3,1:26.0,,C. Butler misses 3-pt jump shot from 27 ft,72,78
316,3,1:23.0,Defensive rebound by C. Landry,,72,78
317,3,1:23.0,Turnover by D. Collison (traveling),,72,78
318,3,1:04.0,,Turnover by G. Monroe (bad pass; steal by R. Gay),72,78
319,3,1:04.0,Personal foul by C. Butler (drawn by R. Gay),,72,78
320,3,1:04.0,R. Gay makes free throw 1 of 2,,73,78
321,3,1:04.0,R. Gay makes free throw 2 of 2,,74,78
322,3,0:52.0,,J. Meeks misses 2-pt jump shot from 17 ft,74,78
323,3,0:51.0,Defensive rebound by D. Williams,,74,78
324,3,0:43.0,D. Williams makes 2-pt layup at rim (assist by D. Collison),,76,78
325,3,0:43.0,Shooting foul by G. Monroe (drawn by D. Williams),,76,78
326,3,0:43.0,D. Williams makes free throw 1 of 1,,77,78
327,3,0:32.0,,B. Jennings makes 2-pt layup at rim,77,80
328,3,0:32.0,,Shooting foul by D. Collison (drawn by B. Jennings),77,80
329,3,0:32.0,,B. Jennings makes free throw 1 of 1,77,81
330,3,0:20.0,D. Williams misses 2-pt layup at rim,,77,81
331,3,0:18.0,Offensive rebound by C. Landry,,77,81
332,3,0:18.0,Personal foul by C. Butler (drawn by C. Landry),,77,81
333,3,0:18.0,C. Landry misses free throw 1 of 2,,77,81
334,3,0:18.0,Offensive rebound by Team,,77,81
335,3,0:18.0,R. McCallum enters the game for D. Collison,,77,81
336,3,0:18.0,,A. Drummond enters the game for G. Monroe,77,81
337,3,0:18.0,C. Landry makes free throw 2 of 2,,78,81
338,3,0:01.0,,B. Jennings makes 3-pt jump shot from 25 ft,78,84
339,4,11:44.0,,Turnover by D. Augustin (bad pass; steal by D. Cousins),78,84
340,4,11:20.0,R. McCallum makes 2-pt jump shot from 19 ft,,80,84
341,4,11:06.0,,J. Jerebko misses 2-pt jump shot from 19 ft,80,84
342,4,11:05.0,,Offensive rebound by A. Drummond,80,84
343,4,11:02.0,,A. Drummond makes 2-pt layup at rim,80,86
344,4,10:41.0,B. McLemore misses 2-pt jump shot from 19 ft,,80,86
345,4,10:40.0,,Defensive rebound by J. Jerebko,80,86
346,4,10:22.0,,J. Meeks misses 2-pt layup from 1 ft,80,86
347,4,10:20.0,Defensive rebound by D. Cousins,,80,86
348,4,10:13.0,B. McLemore misses 3-pt jump shot from 23 ft,,80,86
349,4,10:12.0,,Defensive rebound by C. Butler,80,86
350,4,9:54.0,,D. Augustin makes 2-pt jump shot from 6 ft,80,88
351,4,9:34.0,Personal foul by A. Drummond (drawn by D. Cousins),,80,88
352,4,9:34.0,N. Stauskas enters the game for C. Landry,,80,88
353,4,9:25.0,D. Cousins makes 2-pt layup at rim (assist by R. McCallum),,82,88
354,4,9:12.0,,Personal foul by D. Cousins (drawn by A. Drummond),82,88
355,4,9:03.0,,D. Augustin misses 2-pt jump shot from 16 ft,82,88
356,4,9:02.0,Defensive rebound by D. Cousins,,82,88
357,4,8:52.0,D. Cousins misses 2-pt jump shot from 19 ft,,82,88
358,4,8:51.0,,Defensive rebound by D. Augustin,82,88
359,4,8:44.0,,J. Meeks misses 3-pt jump shot from 23 ft,82,88
360,4,8:42.0,,Offensive rebound by A. Drummond,82,88
361,4,8:41.0,,Shooting foul by B. McLemore (drawn by A. Drummond),82,88
362,4,8:41.0,Official timeout,,82,88
363,4,8:41.0,,A. Drummond makes free throw 1 of 2,82,89
364,4,8:41.0,,A. Drummond misses free throw 2 of 2,82,89
365,4,8:40.0,Defensive rebound by D. Cousins,,82,89
366,4,8:27.0,D. Cousins misses 2-pt jump shot from 20 ft,,82,89
367,4,8:26.0,,Defensive rebound by J. Meeks,82,89
368,4,8:03.0,,J. Meeks misses 3-pt jump shot from 26 ft,82,89
369,4,8:02.0,Defensive rebound by N. Stauskas,,82,89
370,4,7:50.0,Shooting foul by J. Meeks (drawn by D. Williams),,82,89
371,4,7:50.0,D. Williams makes free throw 1 of 2,,83,89
372,4,7:50.0,D. Collison enters the game for R. McCallum,,83,89
373,4,7:50.0,D. Williams misses free throw 2 of 2,,83,89
374,4,7:49.0,,Defensive rebound by Team,83,89
375,4,7:47.0,Loose ball foul by D. Cousins (drawn by A. Drummond),,83,89
376,4,7:47.0,R. Gay enters the game for B. McLemore,,83,89
377,4,7:31.0,,J. Jerebko makes 3-pt jump shot from 26 ft (assist by D. Augustin),83,92
378,4,7:15.0,D. Collison makes 2-pt layup at rim,,85,92
379,4,6:59.0,,D. Augustin misses 3-pt jump shot from 26 ft,85,92
380,4,6:58.0,,Offensive rebound by Team,85,92
381,4,6:43.0,,C. Butler makes 2-pt jump shot from 18 ft (assist by D. Augustin),85,94
382,4,6:23.0,R. Gay misses 2-pt jump shot from 12 ft,,85,94
383,4,6:22.0,,Defensive rebound by A. Drummond,85,94
384,4,6:16.0,,C. Butler makes 3-pt jump shot from 25 ft (assist by D. Augustin),85,97
385,4,6:14.0,Sacramento full timeout,,85,97
386,4,5:56.0,D. Collison makes 3-pt jump shot from 22 ft (assist by D. Williams),,88,97
