,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CHARLOTTE_ACTION,NEW YORK_SCORE,CHARLOTTE_SCORE
0,1,11:37.0,L. Thomas misses 2-pt hook shot from 6 ft,,0,0
1,1,11:35.0,,Defensive rebound by C. Zeller,0,0
2,1,11:19.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 7 ft,0,0
3,1,11:18.0,Defensive rebound by L. Amundson,,0,0
4,1,11:11.0,L. Galloway misses 2-pt jump shot from 17 ft,,0,0
5,1,11:10.0,,Defensive rebound by M. Kidd-Gilchrist,0,0
6,1,11:03.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by J. Smith),0,0
7,1,11:03.0,,Offensive rebound by Team,0,0
8,1,11:00.0,,B. Roberts misses 2-pt jump shot from 20 ft,0,0
9,1,10:58.0,,Offensive rebound by B. Biyombo,0,0
10,1,10:39.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 3 ft (block by L. Thomas),0,0
11,1,10:37.0,Defensive rebound by L. Thomas,,0,0
12,1,10:24.0,L. Galloway makes 2-pt jump shot from 18 ft (assist by L. Amundson),,2,0
13,1,10:06.0,,G. Henderson misses 2-pt jump shot from 17 ft,2,0
14,1,10:05.0,Defensive rebound by Team,,2,0
15,1,10:05.0,,Loose ball foul by C. Zeller (drawn by L. Galloway),2,0
16,1,9:48.0,L. Thomas makes 2-pt jump shot from 16 ft (assist by L. Galloway),,4,0
17,1,9:26.0,,B. Biyombo misses 2-pt layup from 1 ft (block by L. Amundson),4,0
18,1,9:24.0,Defensive rebound by L. Galloway,,4,0
19,1,9:20.0,L. Galloway misses 2-pt layup from 2 ft (block by C. Zeller),,4,0
20,1,9:17.0,,Defensive rebound by M. Kidd-Gilchrist,4,0
21,1,9:05.0,,Turnover by B. Roberts (bad pass),4,0
22,1,8:45.0,Turnover by L. Thomas (lost ball; steal by G. Henderson),,4,0
23,1,8:42.0,,G. Henderson misses 2-pt layup from 1 ft (block by T. Hardaway),4,0
24,1,8:42.0,,Offensive rebound by Team,4,0
25,1,8:29.0,Offensive charge foul by G. Henderson (drawn by L. Galloway),,4,0
26,1,8:29.0,,Turnover by G. Henderson (offensive foul),4,0
27,1,8:19.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by L. Thomas),,7,0
28,1,7:57.0,,G. Henderson misses 2-pt layup from 1 ft,7,0
29,1,7:53.0,,Offensive rebound by B. Biyombo,7,0
30,1,7:53.0,,B. Biyombo misses 2-pt hook shot from 5 ft,7,0
31,1,7:50.0,Defensive rebound by T. Hardaway,,7,0
32,1,7:44.0,L. Amundson makes 2-pt jump shot from 17 ft (assist by T. Hardaway),,9,0
33,1,7:39.0,,Charlotte full timeout,9,0
34,1,7:32.0,,C. Zeller makes 2-pt jump shot from 19 ft (assist by G. Henderson),9,2
35,1,7:20.0,Shooting foul by B. Biyombo (drawn by L. Amundson),,9,2
36,1,7:20.0,L. Amundson misses free throw 1 of 2,,9,2
37,1,7:20.0,Offensive rebound by Team,,9,2
38,1,7:20.0,L. Amundson makes free throw 2 of 2,,10,2
39,1,6:57.0,,G. Henderson makes 2-pt jump shot from 11 ft,10,4
40,1,6:38.0,L. Thomas makes 2-pt jump shot from 9 ft (assist by T. Hardaway),,12,4
