,QUARTER,TIME_REMAINING,DETROIT_ACTION,UTAH_ACTION,DETROIT_SCORE,UTAH_SCORE
93,1,0:46.0,Defensive rebound by J. Meeks,,17,18
94,1,0:44.0,Shooting foul by T. Burke (drawn by J. Meeks),,17,18
95,1,0:44.0,J. Meeks makes free throw 1 of 2,,18,18
96,1,0:44.0,J. Meeks misses free throw 2 of 2,,18,18
97,1,0:44.0,,Defensive rebound by R. Gobert,18,18
98,1,0:31.0,,J. Ingles misses 2-pt layup from 2 ft,18,18
99,1,0:30.0,,Offensive rebound by R. Gobert,18,18
100,1,0:30.0,,R. Gobert misses 2-pt layup from 1 ft,18,18
101,1,0:27.0,Defensive rebound by T. Prince,,18,18
102,1,0:15.0,J. Anthony misses 2-pt jump shot from 4 ft,,18,18
103,1,0:13.0,,Defensive rebound by R. Gobert,18,18
104,1,0:04.0,,E. Millsap misses 3-pt jump shot from 24 ft,18,18
105,1,0:01.0,,Offensive rebound by T. Booker,18,18
106,2,11:43.0,A. Tolliver misses 3-pt jump shot from 25 ft,,18,18
107,2,11:42.0,,Defensive rebound by J. Ingles,18,18
108,2,11:20.0,,Turnover by T. Booker (lost ball; steal by J. Meeks),18,18
109,2,11:10.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,21,18
110,2,10:51.0,,J. Ingles misses 3-pt jump shot from 22 ft,21,18
111,2,10:50.0,,Offensive rebound by T. Booker,21,18
112,2,10:47.0,,T. Booker makes 2-pt layup from 1 ft,21,20
113,2,10:35.0,Shooting foul by T. Burke (drawn by S. Dinwiddie),,21,20
114,2,10:35.0,S. Dinwiddie misses free throw 1 of 3,,21,20
115,2,10:35.0,Offensive rebound by Team,,21,20
116,2,10:35.0,S. Dinwiddie makes free throw 2 of 3,,22,20
117,2,10:35.0,S. Dinwiddie makes free throw 3 of 3,,23,20
118,2,10:22.0,,D. Favors makes 2-pt jump shot from 13 ft,23,22
119,2,10:06.0,A. Tolliver misses 3-pt jump shot from 24 ft,,23,22
120,2,10:04.0,Offensive rebound by J. Anthony,,23,22
121,2,10:01.0,J. Anthony misses 2-pt jump shot from 7 ft,,23,22
122,2,9:59.0,,Defensive rebound by R. Hood,23,22
123,2,9:53.0,,T. Burke makes 2-pt jump shot from 8 ft,23,24
124,2,9:53.0,,Shooting foul by S. Dinwiddie (drawn by T. Burke),23,24
125,2,9:53.0,,T. Burke makes free throw 1 of 1,23,25
126,2,9:40.0,J. Meeks misses 2-pt jump shot from 23 ft,,23,25
127,2,9:38.0,,Defensive rebound by T. Booker,23,25
128,2,9:30.0,,R. Hood misses 2-pt layup from 1 ft,23,25
129,2,9:29.0,Defensive rebound by J. Meeks,,23,25
130,2,9:25.0,S. Dinwiddie makes 2-pt layup from 2 ft (assist by J. Meeks),,25,25
131,2,9:25.0,Violation by Team (delay of game),,25,25
132,2,9:06.0,,Turnover by D. Favors (lost ball; steal by S. Dinwiddie),25,25
133,2,8:58.0,T. Prince misses 2-pt jump shot from 18 ft,,25,25
134,2,8:56.0,Offensive rebound by A. Tolliver,,25,25
135,2,8:53.0,J. Meeks makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,28,25
136,2,8:53.0,,Utah full timeout,28,25
137,2,8:53.0,,D. Exum enters the game for T. Burke,28,25
138,2,8:29.0,,J. Ingles misses 2-pt jump shot from 21 ft,28,25
139,2,8:28.0,Defensive rebound by T. Prince,,28,25
140,2,8:07.0,T. Prince misses 2-pt jump shot from 22 ft,,28,25
141,2,8:06.0,,Defensive rebound by J. Ingles,28,25
142,2,7:47.0,,R. Hood makes 2-pt layup from 2 ft,28,27
143,2,7:30.0,J. Anthony makes 2-pt jump shot from 3 ft (assist by J. Meeks),,30,27
144,2,7:30.0,Shooting foul by T. Booker (drawn by J. Anthony),,30,27
145,2,7:30.0,,R. Gobert enters the game for T. Booker,30,27
146,2,7:30.0,K. Caldwell-Pope enters the game for T. Prince,,30,27
147,2,7:30.0,J. Anthony misses free throw 1 of 1,,30,27
148,2,7:28.0,Offensive rebound by K. Caldwell-Pope,,30,27
149,2,7:09.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,33,27
150,2,6:47.0,,D. Favors misses 2-pt layup from 1 ft (block by J. Anthony),33,27
151,2,6:46.0,,Offensive rebound by D. Favors,33,27
152,2,6:46.0,,Shooting foul by A. Tolliver (drawn by D. Favors),33,27
153,2,6:46.0,,D. Favors makes free throw 1 of 2,33,28
154,2,6:46.0,G. Monroe enters the game for J. Anthony,,33,28
155,2,6:46.0,R. Jackson enters the game for S. Dinwiddie,,33,28
156,2,6:46.0,,G. Hayward enters the game for J. Ingles,33,28
157,2,6:46.0,,D. Favors makes free throw 2 of 2,33,29
158,2,6:30.0,A. Tolliver misses 3-pt jump shot from 23 ft,,33,29
159,2,6:29.0,,Defensive rebound by R. Gobert,33,29
160,2,6:17.0,,R. Gobert makes 2-pt dunk at rim (assist by D. Exum),33,31
161,2,6:10.0,Detroit full timeout,,33,31
162,2,6:10.0,,E. Millsap enters the game for R. Hood,33,31
163,2,6:10.0,,J. Ingles enters the game for D. Favors,33,31
164,2,6:00.0,Personal foul by D. Exum (drawn by A. Tolliver),,33,31
165,2,5:50.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,33,31
166,2,5:47.0,Offensive rebound by G. Monroe,,33,31
167,2,5:47.0,G. Monroe makes 2-pt layup from 2 ft,,35,31
168,2,5:33.0,,J. Ingles misses 3-pt jump shot from 23 ft,35,31
169,2,5:31.0,Defensive rebound by R. Jackson,,35,31
170,2,5:19.0,R. Jackson makes 2-pt jump shot from 16 ft,,37,31
171,2,5:07.0,,Personal foul by A. Tolliver (drawn by E. Millsap),37,31
172,2,4:55.0,,D. Exum makes 3-pt jump shot from 25 ft,37,34
173,2,4:31.0,R. Jackson misses 2-pt jump shot from 3 ft (block by R. Gobert),,37,34
174,2,4:30.0,,Defensive rebound by J. Ingles,37,34
175,2,4:25.0,,Personal foul by A. Tolliver (drawn by G. Hayward),37,34
176,2,4:25.0,,R. Hood enters the game for E. Millsap,37,34
177,2,4:25.0,T. Prince enters the game for A. Tolliver,,37,34
178,2,4:16.0,,R. Hood makes 3-pt jump shot from 22 ft (assist by J. Ingles),37,37
179,2,3:58.0,G. Monroe makes 2-pt hook shot from 7 ft (assist by T. Prince),,39,37
180,2,3:58.0,Shooting foul by R. Gobert (drawn by G. Monroe),,39,37
181,2,3:58.0,G. Monroe makes free throw 1 of 1,,40,37
182,2,3:49.0,,Turnover by G. Hayward (step out of bounds),40,37
183,2,3:49.0,,Violation by Team (delay of game),40,37
184,2,3:32.0,Turnover by R. Jackson (traveling),,40,37
185,2,3:21.0,,Turnover by J. Ingles (bad pass; steal by K. Caldwell-Pope),40,37
186,2,3:17.0,Turnover by K. Caldwell-Pope (bad pass; steal by G. Hayward),,40,37
187,2,3:14.0,,G. Hayward makes 2-pt layup from 3 ft (assist by D. Exum),40,39
188,2,2:57.0,J. Meeks misses 2-pt jump shot from 6 ft,,40,39
189,2,2:55.0,,Defensive rebound by R. Gobert,40,39
190,2,2:44.0,,D. Exum makes 3-pt jump shot from 22 ft (assist by J. Ingles),40,42
191,2,2:36.0,Detroit full timeout,,40,42
192,2,2:36.0,Official timeout,,40,42
193,2,2:36.0,,D. Favors enters the game for J. Ingles,40,42
194,2,2:25.0,G. Monroe misses 2-pt jump shot from 6 ft (block by R. Gobert),,40,42
195,2,2:23.0,,Defensive rebound by G. Hayward,40,42
196,2,2:10.0,,Turnover by D. Exum (bad pass; steal by J. Meeks),40,42
197,2,2:05.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,40,42
198,2,2:03.0,,Defensive rebound by R. Hood,40,42
199,2,1:51.0,,D. Favors makes 2-pt hook shot from 5 ft,40,44
200,2,1:40.0,Personal foul by R. Hood (drawn by J. Meeks),,40,44
201,2,1:40.0,J. Meeks makes free throw 1 of 2,,41,44
202,2,1:40.0,,J. Ingles enters the game for R. Hood,41,44
203,2,1:40.0,A. Drummond enters the game for T. Prince,,41,44
204,2,1:40.0,J. Meeks makes free throw 2 of 2,,42,44
205,2,1:27.0,,Shooting foul by K. Caldwell-Pope (drawn by G. Hayward),42,44
206,2,1:27.0,,G. Hayward makes free throw 1 of 2,42,45
207,2,1:27.0,,G. Hayward misses free throw 2 of 2,42,45
208,2,1:25.0,Defensive rebound by G. Monroe,,42,45
209,2,1:06.0,Turnover by G. Monroe (lost ball; steal by D. Favors),,42,45
210,2,1:00.0,,D. Favors makes 2-pt layup from 1 ft (assist by J. Ingles),42,47
211,2,0:45.0,A. Drummond misses 2-pt hook shot from 6 ft,,42,47
212,2,0:44.0,Offensive rebound by Team,,42,47
213,2,0:32.0,Shooting foul by D. Favors (drawn by G. Monroe),,42,47
214,2,0:32.0,G. Monroe makes free throw 1 of 2,,43,47
215,2,0:32.0,J. Anthony enters the game for A. Drummond,,43,47
216,2,0:32.0,,T. Booker enters the game for D. Favors,43,47
217,2,0:32.0,G. Monroe misses free throw 2 of 2,,43,47
218,2,0:31.0,,Defensive rebound by D. Exum,43,47
219,2,0:18.0,,T. Booker makes 2-pt layup from 2 ft (assist by J. Ingles),43,49
220,2,0:04.0,R. Jackson misses 3-pt jump shot from 24 ft,,43,49
221,2,0:03.0,,Defensive rebound by R. Gobert,43,49
222,3,11:39.0,G. Monroe misses 2-pt layup from 4 ft (block by D. Favors),,43,49
223,3,11:39.0,Offensive rebound by Team,,43,49
224,3,11:34.0,G. Monroe misses 2-pt jump shot from 16 ft,,43,49
225,3,11:32.0,Offensive rebound by C. Butler,,43,49
226,3,11:30.0,Turnover by C. Butler (bad pass; steal by R. Gobert),,43,49
227,3,11:13.0,,D. Favors makes 2-pt dunk at rim,43,51
228,3,11:01.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,43,51
229,3,11:00.0,Offensive rebound by Team,,43,51
230,3,11:00.0,Detroit full timeout,,43,51
231,3,10:54.0,G. Monroe misses 2-pt jump shot from 3 ft (block by D. Favors),,43,51
232,3,10:51.0,Offensive rebound by J. Anthony,,43,51
233,3,10:46.0,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,,43,51
234,3,10:45.0,,Defensive rebound by R. Gobert,43,51
235,3,10:27.0,,R. Hood misses 2-pt layup from 3 ft,43,51
236,3,10:26.0,Defensive rebound by G. Monroe,,43,51
237,3,10:20.0,Turnover by R. Jackson (lost ball; steal by R. Hood),,43,51
238,3,10:09.0,,Turnover by D. Exum (bad pass; steal by K. Caldwell-Pope),43,51
239,3,10:02.0,,Violation by G. Hayward (kicked ball),43,51
240,3,9:49.0,C. Butler misses 2-pt jump shot from 18 ft,,43,51
241,3,9:48.0,,Defensive rebound by G. Hayward,43,51
242,3,9:42.0,,Turnover by G. Hayward (traveling),43,51
243,3,9:26.0,R. Jackson makes 3-pt jump shot from 24 ft,,46,51
244,3,9:01.0,,D. Exum misses 3-pt jump shot from 24 ft,46,51
245,3,9:00.0,Defensive rebound by C. Butler,,46,51
246,3,8:44.0,R. Jackson misses 2-pt jump shot from 21 ft,,46,51
247,3,8:43.0,,Defensive rebound by R. Hood,46,51
248,3,8:37.0,,Personal foul by K. Caldwell-Pope (drawn by D. Favors),46,51
249,3,8:19.0,,G. Hayward misses 2-pt jump shot from 12 ft,46,51
250,3,8:17.0,Defensive rebound by R. Jackson,,46,51
251,3,8:06.0,J. Anthony makes 2-pt layup from 2 ft (assist by G. Monroe),,48,51
252,3,7:44.0,,Shooting foul by J. Anthony (drawn by D. Favors),48,51
253,3,7:44.0,,D. Favors makes free throw 1 of 2,48,52
254,3,7:44.0,,D. Favors makes free throw 2 of 2,48,53
255,3,7:28.0,Turnover by G. Monroe (back court),,48,53
256,3,7:12.0,,Shooting foul by J. Anthony (drawn by G. Hayward),48,53
257,3,7:12.0,,G. Hayward makes free throw 1 of 2,48,54
258,3,7:12.0,,G. Hayward makes free throw 2 of 2,48,55
259,3,6:58.0,Shooting foul by D. Favors (drawn by K. Caldwell-Pope),,48,55
260,3,6:58.0,K. Caldwell-Pope misses free throw 1 of 2,,48,55
261,3,6:58.0,Offensive rebound by Team,,48,55
262,3,6:58.0,A. Tolliver enters the game for J. Anthony,,48,55
263,3,6:58.0,K. Caldwell-Pope makes free throw 2 of 2,,49,55
264,3,6:45.0,,Turnover by G. Hayward (lost ball),49,55
265,3,6:20.0,Turnover by Team (shot clock),,49,55
266,3,6:20.0,,T. Burke enters the game for D. Exum,49,55
267,3,6:02.0,,D. Favors misses 2-pt jump shot from 16 ft,49,55
268,3,6:01.0,Defensive rebound by R. Jackson,,49,55
269,3,5:54.0,A. Tolliver misses 3-pt jump shot from 24 ft,,49,55
270,3,5:52.0,,Defensive rebound by R. Hood,49,55
271,3,5:46.0,,T. Burke misses 3-pt jump shot from 24 ft,49,55
272,3,5:42.0,Defensive rebound by G. Monroe,,49,55
273,3,5:36.0,R. Jackson misses 3-pt jump shot from 24 ft,,49,55
274,3,5:33.0,,Defensive rebound by R. Gobert,49,55
275,3,5:27.0,,Utah full timeout,49,55
276,3,5:27.0,J. Meeks enters the game for C. Butler,,49,55
277,3,5:27.0,,T. Booker enters the game for D. Favors,49,55
278,3,5:18.0,,R. Hood misses 2-pt jump shot from 14 ft,49,55
279,3,5:17.0,Defensive rebound by K. Caldwell-Pope,,49,55
280,3,5:03.0,J. Meeks misses 2-pt jump shot from 22 ft,,49,55
281,3,5:01.0,,Defensive rebound by G. Hayward,49,55
282,3,4:48.0,,T. Booker misses 2-pt jump shot from 10 ft,49,55
283,3,4:47.0,,Offensive rebound by R. Gobert,49,55
284,3,4:45.0,,R. Gobert makes 2-pt layup from 2 ft,49,57
285,3,4:31.0,Personal foul by R. Hood (drawn by J. Meeks),,49,57
286,3,4:31.0,,E. Millsap enters the game for R. Hood,49,57
287,3,4:17.0,Shooting foul by E. Millsap (drawn by A. Tolliver),,49,57
288,3,4:17.0,A. Tolliver makes free throw 1 of 2,,50,57
289,3,4:17.0,T. Prince enters the game for K. Caldwell-Pope,,50,57
290,3,4:17.0,A. Tolliver makes free throw 2 of 2,,51,57
291,3,3:53.0,,E. Millsap misses 2-pt jump shot from 15 ft,51,57
292,3,3:50.0,,Offensive rebound by T. Booker,51,57
293,3,3:48.0,,T. Booker misses 2-pt layup from 2 ft,51,57
294,3,3:46.0,,Offensive rebound by R. Gobert,51,57
295,3,3:46.0,,R. Gobert misses 2-pt tip-in from 2 ft,51,57
296,3,3:46.0,,Offensive rebound by R. Gobert,51,57
297,3,3:46.0,,R. Gobert misses 2-pt hook shot from 2 ft,51,57
298,3,3:44.0,Defensive rebound by T. Prince,,51,57
299,3,3:22.0,G. Monroe makes 2-pt layup from 2 ft,,53,57
300,3,3:04.0,,T. Booker makes 2-pt layup from 2 ft,53,59
301,3,2:37.0,J. Meeks misses 3-pt jump shot from 24 ft,,53,59
302,3,2:35.0,Offensive rebound by T. Prince,,53,59
303,3,2:25.0,R. Jackson misses 2-pt layup from 2 ft (block by T. Booker),,53,59
304,3,2:23.0,,Defensive rebound by T. Booker,53,59
305,3,2:16.0,,Personal foul by J. Meeks (drawn by E. Millsap),53,59
306,3,2:16.0,J. Anthony enters the game for G. Monroe,,53,59
307,3,2:16.0,S. Dinwiddie enters the game for R. Jackson,,53,59
308,3,2:16.0,,J. Ingles enters the game for G. Hayward,53,59
309,3,2:01.0,,T. Burke misses 2-pt jump shot from 18 ft,53,59
310,3,1:59.0,Defensive rebound by T. Prince,,53,59
311,3,1:47.0,Turnover by T. Prince (lost ball; steal by J. Ingles),,53,59
312,3,1:32.0,,T. Booker misses 2-pt hook shot from 4 ft,53,59
313,3,1:31.0,Defensive rebound by T. Prince,,53,59
314,3,1:25.0,J. Meeks misses 2-pt layup from 1 ft,,53,59
315,3,1:23.0,,Defensive rebound by R. Gobert,53,59
316,3,1:06.0,,Turnover by T. Burke (lost ball; steal by J. Meeks),53,59
317,3,1:06.0,Personal foul by T. Burke (drawn by T. Prince),,53,59
318,3,0:57.0,J. Anthony makes 2-pt jump shot from 10 ft (assist by S. Dinwiddie),,55,59
319,3,0:37.0,,R. Gobert makes 2-pt layup from 1 ft (assist by E. Millsap),55,61
320,3,0:17.0,J. Anthony misses 2-pt jump shot from 6 ft,,55,61
321,3,0:16.0,,Defensive rebound by T. Booker,55,61
322,3,0:01.0,,Shooting foul by S. Dinwiddie (drawn by T. Burke),55,61
323,3,0:01.0,,T. Burke misses free throw 1 of 2,55,61
324,3,0:01.0,,Offensive rebound by Team,55,61
325,3,0:01.0,,T. Burke makes free throw 2 of 2,55,62
326,4,11:47.0,,D. Favors makes 2-pt jump shot from 12 ft (assist by T. Burke),55,64
327,4,11:20.0,T. Prince makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,58,64
328,4,11:05.0,,T. Burke misses 2-pt jump shot from 15 ft,58,64
329,4,11:03.0,Defensive rebound by T. Prince,,58,64
330,4,10:44.0,S. Dinwiddie makes 2-pt jump shot from 19 ft,,60,64
331,4,10:17.0,,J. Ingles misses 3-pt jump shot from 23 ft,60,64
332,4,10:17.0,,Offensive rebound by Team,60,64
333,4,10:17.0,,Turnover by Team (shot clock),60,64
334,4,10:07.0,Shooting foul by E. Millsap (drawn by J. Meeks),,60,64
335,4,10:07.0,J. Meeks makes free throw 1 of 2,,61,64
336,4,10:07.0,J. Meeks makes free throw 2 of 2,,62,64
337,4,9:47.0,,D. Favors misses 2-pt jump shot from 9 ft,62,64
338,4,9:46.0,Defensive rebound by A. Tolliver,,62,64
339,4,9:29.0,A. Tolliver misses 2-pt layup from 2 ft,,62,64
340,4,9:28.0,Offensive rebound by J. Anthony,,62,64
341,4,9:27.0,J. Anthony misses 2-pt layup from 2 ft (block by D. Favors),,62,64
342,4,9:15.0,,Defensive rebound by J. Ingles,62,64
343,4,9:15.0,,J. Ingles misses 2-pt jump shot from 19 ft,62,64
344,4,9:12.0,Defensive rebound by T. Prince,,62,64
345,4,9:09.0,S. Dinwiddie misses 2-pt jump shot from 3 ft (block by T. Booker),,62,64
346,4,9:07.0,Offensive rebound by T. Prince,,62,64
347,4,9:04.0,A. Tolliver misses 3-pt jump shot from 24 ft,,62,64
348,4,9:02.0,Offensive rebound by J. Anthony,,62,64
349,4,8:57.0,J. Anthony makes 2-pt layup from 1 ft,,64,64
350,4,8:51.0,,Shooting foul by J. Anthony (drawn by D. Favors),64,64
351,4,8:51.0,Official timeout,,64,64
352,4,8:51.0,,R. Hood enters the game for E. Millsap,64,64
353,4,8:51.0,,G. Hayward enters the game for J. Ingles,64,64
354,4,8:51.0,,D. Exum enters the game for T. Burke,64,64
355,4,8:51.0,,D. Favors makes free throw 1 of 2,64,65
356,4,8:51.0,,D. Favors misses free throw 2 of 2,64,65
357,4,8:50.0,Defensive rebound by J. Anthony,,64,65
358,4,8:36.0,J. Anthony makes 2-pt dunk at rim (assist by T. Prince),,66,65
359,4,8:13.0,,D. Favors makes 2-pt jump shot from 5 ft,66,67
360,4,7:48.0,T. Prince makes 3-pt jump shot from 24 ft (assist by J. Meeks),,69,67
361,4,7:31.0,,Shooting foul by J. Anthony (drawn by D. Favors),69,67
362,4,7:31.0,,D. Favors makes free throw 1 of 2,69,68
363,4,7:31.0,,R. Gobert enters the game for T. Booker,69,68
364,4,7:31.0,G. Monroe enters the game for A. Tolliver,,69,68
365,4,7:31.0,,D. Favors makes free throw 2 of 2,69,69
366,4,7:25.0,Personal foul by G. Hayward (drawn by T. Prince),,69,69
367,4,7:17.0,T. Prince makes 2-pt jump shot from 23 ft (assist by J. Meeks),,71,69
368,4,6:55.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by D. Exum),71,72
369,4,6:26.0,J. Meeks misses 2-pt jump shot from 21 ft,,71,72
370,4,6:24.0,,Defensive rebound by R. Hood,71,72
371,4,6:11.0,,D. Exum makes 2-pt jump shot from 6 ft,71,74
372,4,6:10.0,Detroit full timeout,,71,74
373,4,6:10.0,A. Tolliver enters the game for J. Anthony,,71,74
374,4,6:10.0,R. Jackson enters the game for S. Dinwiddie,,71,74
375,4,5:50.0,Turnover by R. Jackson (bad pass; steal by R. Hood),,71,74
376,4,5:36.0,,D. Favors makes 2-pt layup from 2 ft,71,76
377,4,5:36.0,,Shooting foul by G. Monroe (drawn by D. Favors),71,76
378,4,5:36.0,,D. Favors misses free throw 1 of 1,71,76
379,4,5:35.0,Defensive rebound by G. Monroe,,71,76
380,4,5:19.0,Turnover by J. Meeks (bad pass; steal by R. Hood),,71,76
381,4,5:15.0,,R. Hood makes 2-pt layup from 1 ft (assist by D. Exum),71,78
382,4,4:49.0,R. Jackson makes 3-pt jump shot from 30 ft,,74,78
383,4,4:32.0,,Turnover by R. Gobert (traveling),74,78
384,4,4:32.0,K. Caldwell-Pope enters the game for T. Prince,,74,78
385,4,4:32.0,Detroit full timeout,,74,78
386,4,4:32.0,S. Dinwiddie enters the game for R. Jackson,,74,78
387,4,4:12.0,S. Dinwiddie misses 2-pt jump shot from 20 ft,,74,78
388,4,4:11.0,,Defensive rebound by G. Hayward,74,78
389,4,3:57.0,,Turnover by G. Hayward (bad pass; steal by S. Dinwiddie),74,78
