,QUARTER,TIME_REMAINING,DENVER_ACTION,BOSTON_ACTION,DENVER_SCORE,BOSTON_SCORE
0,1,11:52.0,Turnover by A. Afflalo (lost ball; steal by E. Turner),,0,0
1,1,11:37.0,,A. Bradley misses 2-pt jump shot from 21 ft,0,0
2,1,11:36.0,Defensive rebound by K. Faried,,0,0
3,1,11:19.0,Turnover by J. Nurkić (bad pass; steal by E. Turner),,0,0
4,1,11:15.0,,Turnover by E. Turner (lost ball; steal by W. Chandler),0,0
5,1,11:14.0,Personal foul by E. Turner (drawn by W. Chandler),,0,0
6,1,11:04.0,A. Afflalo misses 2-pt jump shot from 3 ft,,0,0
7,1,11:03.0,,Defensive rebound by M. Smart,0,0
8,1,10:57.0,,M. Smart makes 2-pt jump shot from 18 ft,0,2
9,1,10:35.0,T. Lawson misses 3-pt jump shot from 25 ft,,0,2
10,1,10:34.0,,Defensive rebound by T. Zeller,0,2
11,1,10:20.0,,B. Bass misses 2-pt jump shot from 15 ft,0,2
12,1,10:19.0,Defensive rebound by J. Nurkić,,0,2
13,1,10:06.0,A. Afflalo makes 3-pt jump shot from 25 ft (assist by T. Lawson),,3,2
14,1,9:46.0,,A. Bradley makes 2-pt jump shot from 17 ft (assist by B. Bass),3,4
15,1,9:32.0,A. Afflalo makes 2-pt jump shot from 11 ft (assist by T. Lawson),,5,4
16,1,9:13.0,,B. Bass misses 2-pt jump shot from 19 ft,5,4
17,1,9:12.0,Defensive rebound by J. Nurkić,,5,4
18,1,8:57.0,J. Nurkić makes 2-pt hook shot from 4 ft,,7,4
19,1,8:44.0,,E. Turner makes 2-pt jump shot from 17 ft,7,6
20,1,8:37.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by T. Lawson),,10,6
21,1,8:15.0,,T. Zeller makes 2-pt hook shot from 7 ft,10,8
22,1,8:02.0,J. Nurkić misses 2-pt jump shot from 4 ft,,10,8
23,1,8:01.0,,Defensive rebound by E. Turner,10,8
24,1,7:59.0,Violation by K. Faried (def goaltending),,10,8
25,1,7:59.0,,A. Bradley makes 2-pt jump shot from 3 ft (assist by E. Turner),10,10
26,1,7:49.0,Shooting foul by B. Bass (drawn by K. Faried),,10,10
27,1,7:49.0,K. Faried makes free throw 1 of 2,,11,10
28,1,7:49.0,K. Faried makes free throw 2 of 2,,12,10
29,1,7:26.0,,Turnover by A. Bradley (lost ball; steal by J. Nurkić),12,10
30,1,7:21.0,T. Lawson makes 2-pt layup from 2 ft (assist by J. Nurkić),,14,10
31,1,7:03.0,,Turnover by A. Bradley (lost ball; steal by A. Afflalo),14,10
32,1,7:00.0,J. Nurkić makes 2-pt dunk at rim (assist by A. Afflalo),,16,10
33,1,7:00.0,,Boston full timeout,16,10
34,1,6:50.0,,Personal foul by J. Nurkić (drawn by T. Zeller),16,10
35,1,6:46.0,Violation by T. Lawson (kicked ball),,16,10
36,1,6:32.0,,T. Zeller misses 2-pt layup from 2 ft,16,10
37,1,6:31.0,Defensive rebound by K. Faried,,16,10
38,1,6:25.0,K. Faried misses 2-pt layup from 2 ft,,16,10
39,1,6:24.0,Offensive rebound by J. Nurkić,,16,10
40,1,6:24.0,J. Nurkić makes 2-pt tip-in at rim,,18,10
41,1,6:04.0,,E. Turner makes 3-pt jump shot from 24 ft (assist by M. Smart),18,13
42,1,5:40.0,W. Chandler misses 2-pt jump shot from 10 ft,,18,13
43,1,5:38.0,,Defensive rebound by B. Bass,18,13
44,1,5:30.0,,B. Bass makes 2-pt jump shot from 17 ft (assist by E. Turner),18,15
45,1,5:18.0,Shooting foul by A. Bradley (drawn by K. Faried),,18,15
46,1,5:18.0,K. Faried makes free throw 1 of 2,,19,15
47,1,5:18.0,,J. Crowder enters the game for M. Smart,19,15
48,1,5:18.0,K. Faried makes free throw 2 of 2,,20,15
49,1,5:05.0,,A. Bradley makes 2-pt jump shot from 18 ft (assist by E. Turner),20,17
50,1,4:46.0,J. Nurkić misses 2-pt layup from 2 ft,,20,17
51,1,4:45.0,,Defensive rebound by J. Crowder,20,17
52,1,4:37.0,,B. Bass makes 2-pt jump shot from 18 ft (assist by J. Crowder),20,19
53,1,4:11.0,T. Lawson misses 2-pt layup from 2 ft,,20,19
54,1,4:10.0,,Defensive rebound by T. Zeller,20,19
55,1,4:02.0,,E. Turner misses 3-pt jump shot from 23 ft,20,19
56,1,3:59.0,,Offensive rebound by Team,20,19
57,1,3:52.0,,B. Bass misses 2-pt jump shot from 18 ft,20,19
58,1,3:51.0,Defensive rebound by A. Afflalo,,20,19
59,1,3:47.0,Turnover by K. Faried (offensive foul),,20,19
60,1,3:47.0,Offensive foul by K. Faried (drawn by B. Bass),,20,19
61,1,3:36.0,,A. Bradley misses 3-pt jump shot from 25 ft,20,19
62,1,3:35.0,Defensive rebound by K. Faried,,20,19
63,1,3:21.0,A. Afflalo misses 3-pt jump shot from 25 ft,,20,19
64,1,3:20.0,Offensive rebound by K. Faried,,20,19
65,1,3:19.0,K. Faried makes 2-pt layup from 1 ft,,22,19
66,1,3:19.0,Shooting foul by J. Crowder (drawn by K. Faried),,22,19
67,1,3:19.0,K. Faried makes free throw 1 of 1,,23,19
68,1,2:59.0,,Turnover by T. Zeller (bad pass; steal by A. Afflalo),23,19
69,1,2:55.0,A. Afflalo misses 2-pt layup at rim,,23,19
70,1,2:53.0,Offensive rebound by A. Afflalo,,23,19
71,1,2:53.0,Shooting foul by E. Turner (drawn by A. Afflalo),,23,19
72,1,2:53.0,Denver full timeout,,23,19
73,1,2:53.0,,M. Thornton enters the game for B. Bass,23,19
74,1,2:53.0,A. Afflalo makes free throw 1 of 2,,24,19
75,1,2:53.0,A. Afflalo makes free throw 2 of 2,,25,19
76,1,2:37.0,,E. Turner misses 2-pt layup from 1 ft (block by J. Nurkić),25,19
77,1,2:36.0,,Offensive rebound by Team,25,19
78,1,2:30.0,,J. Crowder misses 3-pt jump shot from 24 ft,25,19
79,1,2:28.0,,Offensive rebound by A. Bradley,25,19
80,1,2:17.0,,T. Zeller makes 2-pt hook shot from 6 ft (assist by J. Crowder),25,21
81,1,1:58.0,Turnover by J. Nurkić (lost ball; steal by M. Thornton),,25,21
82,1,1:53.0,,Turnover by E. Turner (bad pass; steal by T. Lawson),25,21
83,1,1:47.0,K. Faried makes 2-pt layup at rim (assist by J. Nurkić),,27,21
84,1,1:34.0,,J. Crowder misses 2-pt jump shot from 20 ft,27,21
85,1,1:33.0,Defensive rebound by W. Chandler,,27,21
86,1,1:25.0,Turnover by W. Chandler (bad pass),,27,21
87,1,1:25.0,J. Hickson enters the game for J. Nurkić,,27,21
88,1,1:25.0,,M. Smart enters the game for E. Turner,27,21
89,1,1:25.0,,J. Young enters the game for A. Bradley,27,21
90,1,1:25.0,D. Arthur enters the game for K. Faried,,27,21
91,1,1:10.0,,T. Zeller makes 2-pt layup from 1 ft (assist by J. Crowder),27,23
92,1,0:59.0,Turnover by T. Lawson (lost ball; steal by J. Crowder),,27,23
93,1,0:56.0,,Turnover by J. Crowder (bad pass; steal by D. Arthur),27,23
94,1,0:49.0,T. Lawson makes 2-pt layup from 1 ft,,29,23
95,1,0:33.0,,T. Zeller misses 2-pt hook shot from 7 ft,29,23
96,1,0:31.0,Defensive rebound by D. Arthur,,29,23
97,1,0:11.0,J. Hickson misses 2-pt jump shot from 8 ft,,29,23
98,1,0:10.0,,Defensive rebound by J. Crowder,29,23
99,1,0:04.0,,M. Thornton makes 3-pt jump shot from 22 ft (assist by J. Young),29,26
100,1,0:01.0,D. Arthur misses 3-pt jump shot from 46 ft,,29,26
101,1,0:00.0,Offensive rebound by Team,,29,26
102,2,11:45.0,,J. Sullinger misses 2-pt jump shot from 9 ft,29,26
103,2,11:44.0,Defensive rebound by D. Gallinari,,29,26
104,2,11:26.0,Turnover by G. Harris (bad pass; steal by M. Thornton),,29,26
105,2,11:10.0,,J. Sullinger misses 2-pt hook shot from 7 ft,29,26
106,2,11:09.0,Defensive rebound by D. Arthur,,29,26
107,2,11:02.0,Shooting foul by J. Sullinger (drawn by J. Hickson),,29,26
108,2,11:02.0,J. Hickson misses free throw 1 of 2,,29,26
109,2,11:02.0,Offensive rebound by Team,,29,26
110,2,11:02.0,J. Hickson makes free throw 2 of 2,,30,26
111,2,10:43.0,,J. Young makes 3-pt jump shot from 23 ft,30,29
112,2,10:31.0,,Violation by M. Smart (kicked ball),30,29
113,2,10:30.0,Turnover by D. Gallinari (bad pass; steal by M. Smart),,30,29
114,2,10:26.0,,J. Young makes 2-pt dunk at rim (assist by M. Smart),30,31
115,2,10:07.0,Shooting foul by J. Young (drawn by T. Lawson),,30,31
116,2,10:07.0,T. Lawson makes free throw 1 of 2,,31,31
117,2,10:07.0,T. Lawson makes free throw 2 of 2,,32,31
118,2,9:53.0,,J. Young misses 2-pt jump shot from 21 ft,32,31
119,2,9:51.0,,Offensive rebound by J. Young,32,31
120,2,9:43.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by M. Smart),32,34
121,2,9:27.0,J. Hickson makes 2-pt jump shot from 14 ft,,34,34
122,2,9:11.0,,M. Thornton misses 2-pt jump shot from 20 ft,34,34
123,2,9:10.0,Defensive rebound by D. Arthur,,34,34
124,2,8:59.0,J. Hickson misses 2-pt jump shot from 7 ft,,34,34
125,2,8:58.0,,Defensive rebound by J. Crowder,34,34
126,2,8:39.0,,J. Sullinger misses 3-pt jump shot from 25 ft,34,34
127,2,8:35.0,Defensive rebound by D. Gallinari,,34,34
128,2,8:26.0,J. Hickson misses 2-pt layup from 1 ft (block by J. Crowder),,34,34
129,2,8:24.0,,Defensive rebound by M. Smart,34,34
130,2,8:19.0,,M. Thornton makes 3-pt jump shot from 24 ft (assist by J. Young),34,37
131,2,8:19.0,Denver full timeout,,34,37
132,2,8:19.0,Technical foul by Team,,34,37
133,2,8:19.0,E. Green enters the game for T. Lawson,,34,37
134,2,8:19.0,,M. Thornton makes technical free throw,34,38
135,2,8:05.0,E. Green makes 2-pt jump shot from 18 ft,,36,38
136,2,7:50.0,,Shooting block foul by D. Arthur (drawn by J. Sullinger),36,38
137,2,7:50.0,,J. Sullinger misses free throw 1 of 2,36,38
138,2,7:50.0,,Offensive rebound by Team,36,38
139,2,7:50.0,,J. Sullinger misses free throw 2 of 2,36,38
140,2,7:47.0,Defensive rebound by J. Hickson,,36,38
141,2,7:33.0,D. Arthur makes 2-pt jump shot from 16 ft,,38,38
142,2,7:18.0,,J. Crowder makes 2-pt layup from 2 ft (assist by J. Sullinger),38,40
143,2,6:59.0,Personal foul by J. Crowder (drawn by J. Hickson),,38,40
144,2,6:53.0,E. Green misses 2-pt jump shot from 16 ft,,38,40
145,2,6:52.0,,Defensive rebound by J. Sullinger,38,40
146,2,6:44.0,,J. Crowder misses 2-pt jump shot from 11 ft,38,40
147,2,6:42.0,,Offensive rebound by J. Sullinger,38,40
148,2,6:42.0,,J. Sullinger misses 2-pt tip-in from 1 ft,38,40
149,2,6:41.0,,Offensive rebound by J. Sullinger,38,40
150,2,6:41.0,,J. Sullinger misses 2-pt tip-in from 1 ft,38,40
151,2,6:39.0,,Offensive rebound by M. Thornton,38,40
152,2,6:39.0,,M. Thornton makes 2-pt jump shot from 7 ft,38,42
153,2,6:29.0,Personal foul by M. Smart (drawn by D. Arthur),,38,42
154,2,6:29.0,A. Afflalo enters the game for J. Hickson,,38,42
155,2,6:29.0,J. Nurkić enters the game for G. Harris,,38,42
156,2,6:14.0,D. Arthur misses 2-pt jump shot from 17 ft,,38,42
157,2,6:13.0,Offensive rebound by J. Nurkić,,38,42
158,2,6:12.0,Shooting foul by M. Thornton (drawn by J. Nurkić),,38,42
159,2,6:12.0,J. Nurkić makes free throw 1 of 2,,39,42
160,2,6:12.0,J. Nurkić makes free throw 2 of 2,,40,42
161,2,6:01.0,,Turnover by M. Smart (lost ball),40,42
162,2,5:50.0,D. Arthur misses 3-pt jump shot from 23 ft,,40,42
163,2,5:49.0,,Defensive rebound by M. Thornton,40,42
164,2,5:37.0,,M. Thornton makes 3-pt jump shot from 24 ft (assist by M. Smart),40,45
165,2,5:16.0,E. Green misses 2-pt jump shot from 19 ft,,40,45
166,2,5:15.0,,Defensive rebound by J. Crowder,40,45
167,2,5:00.0,,M. Thornton misses 2-pt jump shot from 19 ft,40,45
168,2,4:59.0,Defensive rebound by J. Nurkić,,40,45
169,2,4:49.0,D. Gallinari misses 3-pt jump shot from 23 ft,,40,45
170,2,4:48.0,,Defensive rebound by J. Sullinger,40,45
171,2,4:39.0,,J. Young makes 3-pt jump shot from 24 ft (assist by J. Sullinger),40,48
172,2,4:38.0,Denver full timeout,,40,48
173,2,4:38.0,Official timeout,,40,48
174,2,4:38.0,,A. Bradley enters the game for J. Crowder,40,48
175,2,4:38.0,,E. Turner enters the game for M. Thornton,40,48
176,2,4:38.0,T. Lawson enters the game for D. Arthur,,40,48
177,2,4:38.0,W. Chandler enters the game for D. Gallinari,,40,48
178,2,4:38.0,K. Faried enters the game for E. Green,,40,48
179,2,4:31.0,Personal foul by M. Smart (drawn by J. Nurkić),,40,48
180,2,4:31.0,J. Nurkić makes free throw 1 of 2,,41,48
181,2,4:31.0,J. Nurkić makes free throw 2 of 2,,42,48
182,2,4:23.0,,Personal foul by J. Nurkić (drawn by M. Smart),42,48
183,2,4:10.0,,J. Sullinger makes 2-pt jump shot from 6 ft (assist by J. Young),42,50
184,2,3:45.0,W. Chandler misses 3-pt jump shot from 27 ft,,42,50
185,2,3:44.0,Offensive rebound by J. Nurkić,,42,50
186,2,3:43.0,Personal foul by J. Sullinger (drawn by J. Nurkić),,42,50
187,2,3:43.0,J. Nurkić makes free throw 1 of 2,,43,50
188,2,3:43.0,J. Nurkić makes free throw 2 of 2,,44,50
189,2,3:32.0,,J. Sullinger makes 2-pt jump shot from 20 ft (assist by M. Smart),44,52
190,2,3:20.0,W. Chandler misses 3-pt jump shot from 24 ft (block by A. Bradley),,44,52
191,2,3:19.0,,Defensive rebound by A. Bradley,44,52
192,2,3:08.0,,J. Sullinger makes 3-pt jump shot from 25 ft (assist by E. Turner),44,55
193,2,2:48.0,A. Afflalo makes 3-pt jump shot from 22 ft (assist by W. Chandler),,47,55
194,2,2:33.0,,E. Turner misses 2-pt dunk at rim,47,55
195,2,2:32.0,Defensive rebound by W. Chandler,,47,55
196,2,2:24.0,A. Afflalo misses 3-pt jump shot from 22 ft,,47,55
197,2,2:23.0,,Defensive rebound by E. Turner,47,55
198,2,2:16.0,,A. Bradley makes 2-pt jump shot from 11 ft,47,57
199,2,2:05.0,Turnover by T. Lawson (bad pass; steal by M. Smart),,47,57
200,2,2:04.0,,Personal foul by A. Afflalo (drawn by M. Smart),47,57
201,2,2:04.0,,Boston full timeout,47,57
202,2,2:04.0,,B. Bass enters the game for J. Young,47,57
203,2,2:04.0,D. Arthur enters the game for J. Nurkić,,47,57
204,2,1:47.0,,Turnover by A. Bradley (lost ball),47,57
205,2,1:47.0,,T. Zeller enters the game for J. Sullinger,47,57
206,2,1:25.0,T. Lawson makes 2-pt jump shot from 15 ft,,49,57
207,2,1:01.0,,A. Bradley misses 2-pt jump shot from 22 ft,49,57
208,2,1:00.0,Defensive rebound by K. Faried,,49,57
209,2,0:52.0,A. Afflalo misses 3-pt jump shot from 24 ft,,49,57
210,2,0:49.0,,Defensive rebound by A. Bradley,49,57
211,2,0:43.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by E. Turner),49,60
212,2,0:36.0,Offensive foul by D. Arthur (drawn by M. Smart),,49,60
213,2,0:36.0,Turnover by D. Arthur (offensive foul),,49,60
214,2,0:27.0,,Shooting foul by K. Faried (drawn by T. Zeller),49,60
215,2,0:27.0,,T. Zeller makes free throw 1 of 2,49,61
216,2,0:27.0,,T. Zeller misses free throw 2 of 2,49,61
217,2,0:27.0,Defensive rebound by A. Afflalo,,49,61
218,2,0:05.0,D. Arthur misses 2-pt jump shot from 17 ft,,49,61
219,2,0:04.0,Offensive rebound by W. Chandler,,49,61
220,2,0:03.0,W. Chandler makes 2-pt layup at rim,,51,61
221,2,0:03.0,,Boston full timeout,51,61
222,2,0:03.0,,J. Sullinger enters the game for E. Turner,51,61
223,2,0:03.0,,J. Young enters the game for B. Bass,51,61
224,2,0:03.0,,P. Pressey enters the game for T. Zeller,51,61
225,3,11:44.0,,T. Zeller makes 2-pt layup from 1 ft (assist by E. Turner),51,63
226,3,11:25.0,J. Nurkić misses 2-pt hook shot from 5 ft,,51,63
227,3,11:24.0,,Defensive rebound by E. Turner,51,63
228,3,11:11.0,,E. Turner misses 2-pt jump shot from 16 ft,51,63
229,3,11:10.0,Defensive rebound by J. Nurkić,,51,63
230,3,10:57.0,K. Faried makes 2-pt jump shot from 5 ft (assist by W. Chandler),,53,63
231,3,10:36.0,,M. Smart misses 3-pt jump shot from 25 ft,53,63
232,3,10:34.0,Defensive rebound by W. Chandler,,53,63
233,3,10:18.0,A. Afflalo misses 3-pt jump shot from 23 ft,,53,63
234,3,10:17.0,,Defensive rebound by M. Smart,53,63
235,3,10:05.0,,A. Bradley makes 2-pt jump shot from 16 ft,53,65
236,3,9:46.0,K. Faried makes 2-pt jump shot from 5 ft (assist by A. Afflalo),,55,65
237,3,9:27.0,,B. Bass misses 2-pt jump shot from 14 ft,55,65
238,3,9:26.0,Defensive rebound by T. Lawson,,55,65
239,3,9:14.0,K. Faried misses 2-pt jump shot from 6 ft,,55,65
240,3,9:13.0,,Defensive rebound by T. Zeller,55,65
241,3,8:53.0,,Personal foul by W. Chandler (drawn by E. Turner),55,65
242,3,8:39.0,,T. Zeller misses 2-pt hook shot from 10 ft,55,65
243,3,8:38.0,Defensive rebound by K. Faried,,55,65
244,3,8:29.0,T. Lawson makes 2-pt jump shot from 12 ft,,57,65
245,3,8:15.0,,B. Bass misses 2-pt jump shot from 4 ft (block by J. Nurkić),57,65
246,3,8:12.0,,Offensive rebound by B. Bass,57,65
247,3,8:11.0,,B. Bass misses 2-pt layup from 1 ft,57,65
248,3,8:10.0,,Offensive rebound by T. Zeller,57,65
249,3,8:09.0,,T. Zeller misses 2-pt layup from 1 ft (block by J. Nurkić),57,65
250,3,8:09.0,Defensive rebound by Team,,57,65
251,3,7:53.0,A. Afflalo misses 2-pt jump shot from 6 ft (block by E. Turner),,57,65
252,3,7:52.0,,Defensive rebound by M. Smart,57,65
253,3,7:50.0,,B. Bass misses 2-pt layup at rim,57,65
254,3,7:49.0,,Offensive rebound by B. Bass,57,65
255,3,7:48.0,,B. Bass makes 2-pt layup from 2 ft,57,67
256,3,7:48.0,,Shooting foul by W. Chandler (drawn by B. Bass),57,67
257,3,7:48.0,,B. Bass makes free throw 1 of 1,57,68
258,3,7:38.0,T. Lawson makes 2-pt layup from 2 ft,,59,68
259,3,7:23.0,,B. Bass misses 2-pt layup from 2 ft,59,68
260,3,7:21.0,Defensive rebound by K. Faried,,59,68
261,3,7:14.0,T. Lawson misses 2-pt jump shot from 14 ft,,59,68
262,3,7:13.0,,Defensive rebound by T. Zeller,59,68
263,3,7:07.0,,E. Turner misses 2-pt dunk at rim,59,68
264,3,7:06.0,,Offensive rebound by M. Smart,59,68
265,3,7:05.0,,M. Smart makes 2-pt layup at rim,59,70
266,3,6:45.0,J. Nurkić makes 2-pt dunk at rim (assist by A. Afflalo),,61,70
267,3,6:24.0,,Turnover by T. Zeller (lost ball),61,70
268,3,6:24.0,D. Arthur enters the game for J. Nurkić,,61,70
269,3,6:18.0,T. Lawson misses 2-pt jump shot from 17 ft,,61,70
270,3,6:16.0,Offensive rebound by D. Arthur,,61,70
271,3,6:15.0,D. Arthur misses 2-pt layup at rim,,61,70
272,3,6:14.0,,Defensive rebound by Team,61,70
