,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MINNESOTA_ACTION,MILWAUKEE_SCORE,MINNESOTA_SCORE
139,2,8:21.0,J. Dudley makes free throw 1 of 1,,37,33
140,2,8:02.0,,S. Muhammad makes 2-pt dunk at rim (assist by A. Wiggins),37,35
141,2,7:46.0,K. Middleton misses 2-pt layup at rim,,37,35
142,2,7:45.0,Offensive rebound by E. İlyasova,,37,35
143,2,7:44.0,E. İlyasova misses 2-pt layup from 1 ft (block by A. Bennett),,37,35
144,2,7:42.0,,Defensive rebound by A. Wiggins,37,35
145,2,7:39.0,,S. Muhammad makes 2-pt dunk at rim (assist by C. Brewer),37,37
146,2,7:24.0,E. İlyasova makes 2-pt jump shot from 22 ft (assist by K. Middleton),,39,37
147,2,7:05.0,,A. Bennett makes 2-pt jump shot from 19 ft (assist by A. Wiggins),39,39
148,2,6:47.0,E. İlyasova makes 2-pt jump shot from 16 ft (assist by J. Bayless),,41,39
149,2,6:33.0,,A. Wiggins misses 2-pt jump shot from 13 ft,41,39
150,2,6:31.0,Defensive rebound by J. Bayless,,41,39
151,2,6:20.0,J. Bayless misses 2-pt jump shot from 20 ft,,41,39
152,2,6:19.0,,Defensive rebound by A. Bennett,41,39
153,2,6:11.0,,Turnover by C. Brewer (lost ball; steal by J. Bayless),41,39
154,2,6:06.0,J. Dudley makes 2-pt layup at rim (assist by J. Bayless),,43,39
155,2,5:50.0,,Turnover by A. Wiggins (lost ball; steal by J. Bayless),43,39
156,2,5:49.0,Personal foul by A. Wiggins (drawn by J. Bayless),,43,39
157,2,5:49.0,,Minnesota full timeout,43,39
158,2,5:49.0,,T. Young enters the game for R. Hummel,43,39
159,2,5:49.0,,Z. LaVine enters the game for S. Muhammad,43,39
160,2,5:49.0,L. Sanders enters the game for Z. Pachulia,,43,39
161,2,5:49.0,,G. Dieng enters the game for A. Bennett,43,39
162,2,5:41.0,E. İlyasova misses 2-pt jump shot from 13 ft,,43,39
163,2,5:37.0,,Defensive rebound by A. Wiggins,43,39
164,2,5:28.0,,T. Young misses 2-pt hook shot from 9 ft,43,39
165,2,5:27.0,Defensive rebound by L. Sanders,,43,39
166,2,5:15.0,E. İlyasova makes 2-pt jump shot from 13 ft (assist by J. Bayless),,45,39
167,2,5:00.0,,Personal foul by E. İlyasova (drawn by T. Young),45,39
168,2,5:00.0,J. Parker enters the game for J. Dudley,,45,39
169,2,5:00.0,G. Antetokounmpo enters the game for E. İlyasova,,45,39
170,2,4:57.0,,C. Brewer makes 2-pt jump shot from 8 ft,45,41
171,2,4:42.0,Turnover by J. Bayless (bad pass; steal by G. Dieng),,45,41
172,2,4:38.0,,C. Brewer makes 2-pt layup at rim,45,43
173,2,4:25.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by G. Dieng),,45,43
174,2,4:24.0,,Defensive rebound by C. Brewer,45,43
175,2,4:18.0,,T. Young misses 2-pt layup at rim,45,43
176,2,4:16.0,Defensive rebound by J. Parker,,45,43
177,2,4:10.0,K. Middleton makes 2-pt layup at rim (assist by G. Antetokounmpo),,47,43
178,2,3:48.0,,T. Young misses 2-pt jump shot from 14 ft,47,43
179,2,3:48.0,,Offensive rebound by Team,47,43
180,2,3:48.0,Loose ball foul by L. Sanders (drawn by G. Dieng),,47,43
181,2,3:48.0,B. Knight enters the game for J. Bayless,,47,43
182,2,3:43.0,,Z. LaVine misses 2-pt layup from 2 ft (block by L. Sanders),47,43
183,2,3:42.0,,Offensive rebound by Team,47,43
184,2,3:39.0,,Shooting foul by K. Middleton (drawn by A. Wiggins),47,43
185,2,3:39.0,,A. Wiggins misses free throw 1 of 2,47,43
186,2,3:39.0,,Offensive rebound by Team,47,43
187,2,3:39.0,O. Mayo enters the game for K. Middleton,,47,43
188,2,3:39.0,,A. Wiggins makes free throw 2 of 2,47,44
189,2,3:28.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Parker),,49,44
190,2,3:08.0,,A. Wiggins makes 2-pt jump shot from 9 ft (assist by T. Young),49,46
191,2,2:49.0,Turnover by L. Sanders (bad pass; steal by C. Brewer),,49,46
192,2,2:45.0,,Turnover by C. Brewer (bad pass; steal by L. Sanders),49,46
193,2,2:38.0,O. Mayo misses 3-pt jump shot from 25 ft,,49,46
194,2,2:36.0,Offensive rebound by G. Antetokounmpo,,49,46
195,2,2:34.0,G. Antetokounmpo makes 2-pt layup at rim,,51,46
196,2,2:07.0,,Z. LaVine misses 3-pt jump shot from 24 ft,51,46
197,2,2:06.0,,Offensive rebound by G. Dieng,51,46
198,2,2:00.0,,C. Brewer misses 3-pt jump shot from 24 ft,51,46
199,2,1:59.0,Defensive rebound by Team,,51,46
200,2,1:59.0,Milwaukee full timeout,,51,46
201,2,1:45.0,J. Parker misses 2-pt jump shot from 17 ft,,51,46
202,2,1:44.0,,Defensive rebound by C. Brewer,51,46
203,2,1:24.0,,Turnover by T. Young (bad pass; steal by J. Parker),51,46
204,2,1:15.0,G. Antetokounmpo misses 2-pt jump shot from 5 ft,,51,46
205,2,1:13.0,Offensive rebound by Team,,51,46
206,2,0:59.0,B. Knight misses 3-pt jump shot from 25 ft,,51,46
207,2,0:55.0,,Defensive rebound by G. Dieng,51,46
208,2,0:47.0,,A. Wiggins misses 2-pt jump shot from 6 ft,51,46
209,2,0:46.0,,Offensive rebound by A. Wiggins,51,46
210,2,0:37.0,,Shooting foul by L. Sanders (drawn by C. Brewer),51,46
211,2,0:37.0,,C. Brewer misses free throw 1 of 2,51,46
212,2,0:37.0,,Offensive rebound by Team,51,46
213,2,0:37.0,Z. Pachulia enters the game for L. Sanders,,51,46
214,2,0:37.0,,C. Brewer makes free throw 2 of 2,51,47
215,2,0:20.0,B. Knight misses 2-pt jump shot from 19 ft,,51,47
216,2,0:18.0,,Defensive rebound by C. Brewer,51,47
217,2,0:04.0,,Turnover by A. Wiggins (step out of bounds),51,47
218,2,0:04.0,,C. Budinger enters the game for Z. LaVine,51,47
219,2,0:00.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,51,47
220,2,0:00.0,Offensive rebound by Team,,51,47
221,3,11:41.0,,T. Young misses 2-pt jump shot from 8 ft,51,47
222,3,11:40.0,Defensive rebound by L. Sanders,,51,47
223,3,11:20.0,B. Knight misses 2-pt layup from 1 ft,,51,47
224,3,11:16.0,Offensive rebound by B. Knight,,51,47
225,3,11:09.0,L. Sanders makes 2-pt layup from 1 ft (assist by J. Parker),,53,47
226,3,10:50.0,,C. Brewer misses 2-pt jump shot from 20 ft,53,47
227,3,10:49.0,Defensive rebound by L. Sanders,,53,47
228,3,10:29.0,Turnover by O. Mayo (bad pass; steal by Z. LaVine),,53,47
229,3,10:21.0,,A. Wiggins makes 3-pt jump shot from 24 ft (assist by Z. LaVine),53,50
230,3,10:10.0,G. Antetokounmpo misses 2-pt jump shot from 3 ft,,53,50
231,3,10:09.0,,Defensive rebound by Team,53,50
232,3,9:58.0,,Shooting foul by G. Antetokounmpo (drawn by C. Brewer),53,50
233,3,9:58.0,,C. Brewer misses free throw 1 of 2,53,50
234,3,9:58.0,,Offensive rebound by Team,53,50
235,3,9:58.0,,C. Brewer makes free throw 2 of 2,53,51
236,3,9:41.0,G. Antetokounmpo makes 2-pt jump shot from 20 ft (assist by B. Knight),,55,51
237,3,9:23.0,,Z. LaVine makes 2-pt jump shot from 19 ft,55,53
238,3,9:09.0,Turnover by G. Antetokounmpo (bad pass; steal by Z. LaVine),,55,53
239,3,9:08.0,,Personal foul by B. Knight (drawn by Z. LaVine),55,53
240,3,8:58.0,,Shooting foul by O. Mayo (drawn by A. Wiggins),55,53
241,3,8:58.0,Technical foul by O. Mayo,,55,53
242,3,8:58.0,,Z. LaVine misses technical free throw,55,53
243,3,8:58.0,,Offensive rebound by Team,55,53
244,3,8:58.0,,A. Wiggins makes free throw 1 of 2,55,54
245,3,8:58.0,,A. Wiggins misses free throw 2 of 2,55,54
246,3,8:58.0,Defensive rebound by Team,,55,54
247,3,8:49.0,O. Mayo misses 2-pt jump shot from 7 ft,,55,54
248,3,8:48.0,Offensive rebound by O. Mayo,,55,54
249,3,8:46.0,Turnover by O. Mayo (bad pass),,55,54
250,3,8:35.0,,T. Young makes 2-pt layup from 1 ft (assist by Z. LaVine),55,56
251,3,8:17.0,Turnover by L. Sanders (bad pass; steal by C. Brewer),,55,56
252,3,8:13.0,,C. Brewer makes 2-pt dunk at rim,55,58
253,3,8:10.0,Milwaukee full timeout,,55,58
254,3,8:10.0,E. İlyasova enters the game for G. Antetokounmpo,,55,58
255,3,8:10.0,J. Dudley enters the game for J. Parker,,55,58
256,3,8:10.0,Z. Pachulia enters the game for L. Sanders,,55,58
257,3,8:10.0,K. Middleton enters the game for O. Mayo,,55,58
258,3,8:10.0,J. Bayless enters the game for B. Knight,,55,58
259,3,7:54.0,E. İlyasova misses 2-pt jump shot from 20 ft,,55,58
260,3,7:53.0,,Defensive rebound by T. Young,55,58
261,3,7:34.0,,Turnover by T. Young (lost ball; steal by Z. Pachulia),55,58
262,3,7:19.0,K. Middleton makes 2-pt layup from 1 ft,,57,58
263,3,7:06.0,,Shooting foul by E. İlyasova (drawn by Z. LaVine),57,58
264,3,7:06.0,,Z. LaVine makes free throw 1 of 2,57,59
265,3,7:06.0,,Z. LaVine makes free throw 2 of 2,57,60
266,3,6:56.0,Shooting foul by A. Wiggins (drawn by Z. Pachulia),,57,60
267,3,6:56.0,Z. Pachulia makes free throw 1 of 2,,58,60
268,3,6:56.0,Z. Pachulia makes free throw 2 of 2,,59,60
269,3,6:37.0,,C. Brewer misses 2-pt jump shot from 17 ft,59,60
270,3,6:36.0,Defensive rebound by K. Middleton,,59,60
271,3,6:26.0,Shooting foul by Z. LaVine (drawn by K. Middleton),,59,60
272,3,6:26.0,K. Middleton makes free throw 1 of 2,,60,60
273,3,6:26.0,,S. Muhammad enters the game for Z. LaVine,60,60
274,3,6:26.0,K. Middleton makes free throw 2 of 2,,61,60
275,3,6:16.0,,Personal foul by J. Bayless (drawn by C. Brewer),61,60
276,3,6:16.0,,A. Bennett enters the game for T. Young,61,60
277,3,6:16.0,,C. Brewer makes free throw 1 of 2,61,61
278,3,6:16.0,,C. Brewer misses free throw 2 of 2,61,61
279,3,6:16.0,Defensive rebound by E. İlyasova,,61,61
280,3,6:05.0,E. İlyasova misses 3-pt jump shot from 24 ft,,61,61
281,3,6:04.0,,Defensive rebound by A. Wiggins,61,61
282,3,5:58.0,,S. Muhammad misses 2-pt jump shot from 6 ft,61,61
283,3,5:57.0,Defensive rebound by E. İlyasova,,61,61
284,3,5:47.0,E. İlyasova makes 2-pt layup from 1 ft,,63,61
285,3,5:28.0,,A. Bennett makes 2-pt jump shot from 17 ft,63,63
286,3,5:14.0,E. İlyasova misses 3-pt jump shot from 24 ft,,63,63
287,3,5:13.0,Offensive rebound by K. Middleton,,63,63
288,3,5:00.0,E. İlyasova misses 2-pt layup from 2 ft,,63,63
289,3,5:00.0,,Defensive rebound by Team,63,63
290,3,4:52.0,,Turnover by C. Brewer (bad pass; steal by Z. Pachulia),63,63
291,3,4:48.0,Turnover by Z. Pachulia (bad pass; steal by A. Bennett),,63,63
292,3,4:45.0,,Shooting block foul by J. Bayless (drawn by S. Muhammad),63,63
293,3,4:45.0,,S. Muhammad misses free throw 1 of 2,63,63
294,3,4:45.0,,Offensive rebound by Team,63,63
295,3,4:45.0,,S. Muhammad makes free throw 2 of 2,63,64
296,3,4:22.0,K. Middleton misses 2-pt jump shot from 18 ft (block by A. Wiggins),,63,64
297,3,4:22.0,Offensive rebound by K. Middleton,,63,64
298,3,4:22.0,Turnover by Team (shot clock),,63,64
299,3,4:05.0,,A. Bennett misses 2-pt jump shot from 19 ft,63,64
300,3,4:04.0,,Offensive rebound by G. Dieng,63,64
301,3,3:58.0,,A. Bennett misses 2-pt jump shot from 18 ft,63,64
302,3,3:57.0,Defensive rebound by E. İlyasova,,63,64
303,3,3:42.0,J. Bayless makes 2-pt jump shot from 21 ft,,65,64
304,3,3:25.0,,Minnesota full timeout,65,64
305,3,3:25.0,B. Knight enters the game for E. İlyasova,,65,64
306,3,3:25.0,J. Parker enters the game for J. Bayless,,65,64
307,3,3:25.0,,Turnover by C. Brewer (step out of bounds),65,64
308,3,3:14.0,J. Parker misses 2-pt jump shot from 4 ft (block by G. Dieng),,65,64
309,3,3:12.0,,Defensive rebound by A. Wiggins,65,64
310,3,3:09.0,,C. Brewer makes 2-pt dunk at rim (assist by A. Wiggins),65,66
311,3,2:51.0,J. Parker misses 2-pt jump shot from 8 ft (block by A. Wiggins),,65,66
312,3,2:51.0,Offensive rebound by Team,,65,66
313,3,2:49.0,K. Middleton makes 3-pt jump shot from 23 ft (assist by J. Dudley),,68,66
314,3,2:24.0,,C. Brewer misses 3-pt jump shot from 23 ft,68,66
315,3,2:22.0,,Offensive rebound by A. Bennett,68,66
316,3,2:22.0,,A. Bennett makes 2-pt dunk at rim,68,68
317,3,2:15.0,,C. Budinger enters the game for A. Wiggins,68,68
318,3,2:06.0,Personal foul by A. Bennett (drawn by J. Parker),,68,68
319,3,1:56.0,Z. Pachulia misses 2-pt layup from 1 ft,,68,68
320,3,1:55.0,,Defensive rebound by A. Bennett,68,68
321,3,1:36.0,,Turnover by C. Brewer (bad pass),68,68
322,3,1:28.0,B. Knight makes 2-pt jump shot from 21 ft,,70,68
323,3,1:08.0,,Turnover by C. Brewer (bad pass; steal by J. Dudley),70,68
324,3,1:03.0,J. Parker makes 2-pt layup from 1 ft (assist by B. Knight),,72,68
325,3,0:57.0,Offensive charge foul by C. Brewer (drawn by K. Middleton),,72,68
326,3,0:57.0,,Turnover by C. Brewer (offensive foul),72,68
327,3,0:51.0,Personal foul by C. Brewer (drawn by B. Knight),,72,68
328,3,0:51.0,,Z. LaVine enters the game for C. Brewer,72,68
329,3,0:40.0,B. Knight misses 2-pt jump shot from 13 ft,,72,68
330,3,0:39.0,,Defensive rebound by C. Budinger,72,68
331,3,0:27.0,,C. Budinger misses 3-pt jump shot from 25 ft,72,68
332,3,0:26.0,Defensive rebound by J. Dudley,,72,68
333,3,0:07.0,Turnover by B. Knight (lost ball; steal by G. Dieng),,72,68
334,3,0:04.0,,G. Dieng makes flagrant free throw 1 of 2,72,69
335,3,0:04.0,,G. Dieng makes flagrant free throw 2 of 2,72,70
336,3,0:02.0,,A. Bennett misses 2-pt jump shot from 12 ft (block by J. Parker),72,70
337,3,0:00.0,,Offensive rebound by Team,72,70
338,4,11:54.0,Turnover by O. Mayo (lost ball),,72,70
339,4,11:40.0,,S. Muhammad makes 2-pt jump shot from 7 ft,72,72
340,4,11:21.0,J. Parker misses 2-pt jump shot from 7 ft,,72,72
341,4,11:19.0,Offensive rebound by L. Sanders,,72,72
342,4,11:17.0,L. Sanders makes 2-pt dunk at rim,,74,72
343,4,10:59.0,,Z. LaVine misses 2-pt jump shot from 15 ft,74,72
344,4,10:58.0,,Offensive rebound by Team,74,72
345,4,10:54.0,,S. Muhammad misses 2-pt jump shot from 21 ft,74,72
346,4,10:53.0,Defensive rebound by O. Mayo,,74,72
347,4,10:30.0,B. Knight misses 2-pt jump shot from 19 ft,,74,72
348,4,10:29.0,,Defensive rebound by A. Bennett,74,72
349,4,10:21.0,,S. Muhammad misses 2-pt layup from 2 ft (block by L. Sanders),74,72
350,4,10:19.0,Defensive rebound by B. Knight,,74,72
351,4,10:13.0,J. Parker misses 2-pt jump shot from 3 ft (block by A. Bennett),,74,72
352,4,10:11.0,,Defensive rebound by C. Budinger,74,72
353,4,10:08.0,,Shooting foul by O. Mayo (drawn by C. Budinger),74,72
354,4,10:08.0,,C. Budinger makes free throw 1 of 2,74,73
355,4,10:08.0,,R. Hummel enters the game for G. Dieng,74,73
356,4,10:08.0,,C. Budinger makes free throw 2 of 2,74,74
357,4,9:58.0,L. Sanders makes 2-pt dunk at rim (assist by O. Mayo),,76,74
358,4,9:58.0,Shooting foul by R. Hummel (drawn by L. Sanders),,76,74
359,4,9:58.0,L. Sanders makes free throw 1 of 1,,77,74
360,4,9:46.0,,S. Muhammad makes 2-pt dunk at rim (assist by R. Hummel),77,76
361,4,9:27.0,O. Mayo makes 2-pt jump shot from 22 ft (assist by L. Sanders),,79,76
362,4,9:14.0,,Z. LaVine makes 2-pt jump shot from 22 ft,79,78
363,4,8:57.0,J. Parker makes 2-pt dunk at rim (assist by O. Mayo),,81,78
364,4,8:57.0,Shooting foul by R. Hummel (drawn by J. Parker),,81,78
365,4,8:57.0,Milwaukee full timeout,,81,78
366,4,8:57.0,J. Parker makes free throw 1 of 1,,82,78
367,4,8:44.0,,C. Budinger misses 3-pt jump shot from 22 ft,82,78
368,4,8:43.0,Defensive rebound by G. Antetokounmpo,,82,78
369,4,8:36.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,82,78
370,4,8:35.0,Offensive rebound by G. Antetokounmpo,,82,78
371,4,8:32.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,84,78
372,4,8:12.0,,C. Brewer enters the game for S. Muhammad,84,78
373,4,8:12.0,,A. Wiggins enters the game for C. Budinger,84,78
374,4,8:12.0,,T. Young enters the game for A. Bennett,84,78
375,4,8:08.0,,Z. LaVine makes 2-pt jump shot from 19 ft (assist by T. Young),84,80
376,4,7:53.0,Personal foul by R. Hummel (drawn by G. Antetokounmpo),,84,80
377,4,7:43.0,O. Mayo misses 2-pt jump shot from 16 ft,,84,80
378,4,7:42.0,,Defensive rebound by Z. LaVine,84,80
