,QUARTER,TIME_REMAINING,CHICAGO_ACTION,LA LAKERS_ACTION,CHICAGO_SCORE,LA LAKERS_SCORE
389,4,2:58.0,Defensive rebound by T. Gibson,,87,92
390,4,2:53.0,Turnover by D. Rose (lost ball; steal by J. Clarkson),,87,92
391,4,2:40.0,,Personal foul by T. Gibson (drawn by J. Hill),87,92
392,4,2:40.0,,LA Lakers full timeout,87,92
393,4,2:40.0,J. Noah enters the game for T. Gibson,,87,92
394,4,2:40.0,,J. Hill misses free throw 1 of 2,87,92
395,4,2:40.0,,Offensive rebound by Team,87,92
396,4,2:40.0,,J. Hill makes free throw 2 of 2,87,93
397,4,2:30.0,D. Rose misses 2-pt layup from 1 ft,,87,93
398,4,2:30.0,,Defensive rebound by Team,87,93
399,4,2:08.0,,J. Clarkson makes 2-pt jump shot from 8 ft,87,95
400,4,2:08.0,,Shooting foul by J. Noah (drawn by J. Clarkson),87,95
401,4,2:08.0,A. Brooks enters the game for D. Rose,,87,95
402,4,2:08.0,,J. Clarkson makes free throw 1 of 1,87,96
403,4,2:01.0,A. Brooks misses 2-pt jump shot from 7 ft,,87,96
404,4,1:59.0,Offensive rebound by A. Brooks,,87,96
405,4,1:51.0,J. Butler makes 2-pt jump shot from 5 ft (assist by J. Noah),,89,96
406,4,1:29.0,,J. Hill makes 2-pt jump shot from 16 ft,89,98
407,4,1:29.0,Chicago full timeout,,89,98
408,4,1:29.0,D. Rose enters the game for K. Hinrich,,89,98
409,4,1:21.0,Shooting foul by J. Hill (drawn by J. Butler),,89,98
410,4,1:21.0,J. Butler makes free throw 1 of 2,,90,98
411,4,1:21.0,J. Butler makes free throw 2 of 2,,91,98
412,4,1:05.0,,Turnover by J. Hill (lost ball; steal by A. Brooks),91,98
413,4,0:59.0,J. Butler makes 3-pt jump shot from 25 ft (assist by J. Noah),,94,98
414,4,0:53.0,,LA Lakers full timeout,94,98
415,4,0:47.0,,Turnover by J. Clarkson (lost ball; steal by J. Butler),94,98
416,4,0:44.0,J. Butler makes 2-pt dunk at rim (assist by A. Brooks),,96,98
417,4,0:22.0,,J. Clarkson misses 2-pt jump shot from 6 ft,96,98
418,4,0:21.0,Defensive rebound by J. Noah,,96,98
419,4,0:12.0,D. Rose misses 2-pt layup from 1 ft,,96,98
420,4,0:11.0,Offensive rebound by P. Gasol,,96,98
421,4,0:11.0,P. Gasol makes 2-pt tip-in from 1 ft,,98,98
422,4,0:11.0,,LA Lakers full timeout,98,98
423,4,0:11.0,K. Hinrich enters the game for A. Brooks,,98,98
424,4,0:11.0,,R. Kelly enters the game for R. Sacre,98,98
425,4,0:02.0,,J. Hill misses 2-pt jump shot from 6 ft,98,98
426,4,0:00.0,,Offensive rebound by Team,98,98
427,1OT,4:42.0,D. Rose makes 3-pt jump shot from 24 ft (assist by P. Gasol),,101,98
428,1OT,4:09.0,,J. Clarkson misses 2-pt jump shot from 3 ft (block by P. Gasol),101,98
429,1OT,4:08.0,Defensive rebound by J. Butler,,101,98
430,1OT,4:01.0,D. Rose misses 3-pt jump shot from 25 ft,,101,98
431,1OT,4:00.0,,Defensive rebound by R. Sacre,101,98
432,1OT,3:44.0,,J. Hill misses 2-pt layup from 2 ft,101,98
433,1OT,3:44.0,,Offensive rebound by R. Sacre,101,98
434,1OT,3:44.0,,Shooting foul by J. Butler (drawn by R. Sacre),101,98
435,1OT,3:44.0,,R. Sacre makes free throw 1 of 2,101,99
436,1OT,3:44.0,,R. Sacre makes free throw 2 of 2,101,100
437,1OT,3:34.0,P. Gasol makes 2-pt jump shot from 18 ft (assist by D. Rose),,103,100
438,1OT,3:13.0,,W. Johnson misses 2-pt jump shot from 19 ft,103,100
439,1OT,3:12.0,Defensive rebound by Team,,103,100
440,1OT,2:57.0,A. Brooks misses 3-pt jump shot from 28 ft,,103,100
441,1OT,2:52.0,Offensive rebound by J. Butler,,103,100
442,1OT,2:47.0,P. Gasol makes 2-pt layup from 2 ft (assist by J. Noah),,105,100
443,1OT,2:30.0,,J. Clarkson misses 2-pt jump shot from 17 ft,105,100
444,1OT,2:29.0,Defensive rebound by D. Rose,,105,100
445,1OT,2:23.0,D. Rose misses 2-pt jump shot from 12 ft,,105,100
446,1OT,2:23.0,Offensive rebound by Team,,105,100
447,1OT,2:23.0,,Loose ball foul by R. Sacre (drawn by J. Noah),105,100
448,1OT,2:16.0,Turnover by D. Rose (step out of bounds),,105,100
449,1OT,2:01.0,,Shooting foul by A. Brooks (drawn by J. Clarkson),105,100
450,1OT,2:01.0,,J. Clarkson makes free throw 1 of 2,105,101
451,1OT,2:01.0,,J. Clarkson makes free throw 2 of 2,105,102
452,1OT,1:43.0,J. Noah misses 2-pt jump shot from 18 ft,,105,102
453,1OT,1:42.0,,Defensive rebound by J. Hill,105,102
454,1OT,1:29.0,,W. Ellington misses 2-pt jump shot from 19 ft,105,102
455,1OT,1:28.0,Defensive rebound by J. Noah,,105,102
456,1OT,1:06.0,A. Brooks misses 2-pt jump shot from 13 ft,,105,102
457,1OT,1:02.0,Offensive rebound by J. Noah,,105,102
458,1OT,0:57.0,Turnover by Team (back court),,105,102
459,1OT,0:57.0,,LA Lakers full timeout,105,102
460,1OT,0:57.0,K. Hinrich enters the game for A. Brooks,,105,102
461,1OT,0:51.0,,W. Ellington makes 2-pt layup at rim,105,104
462,1OT,0:35.0,Shooting foul by R. Sacre (drawn by P. Gasol),,105,104
463,1OT,0:35.0,P. Gasol misses free throw 1 of 2,,105,104
464,1OT,0:35.0,Offensive rebound by Team,,105,104
465,1OT,0:35.0,P. Gasol makes free throw 2 of 2,,106,104
466,1OT,0:21.0,,W. Ellington misses 2-pt layup from 2 ft (block by J. Noah),106,104
467,1OT,0:21.0,,Offensive rebound by Team,106,104
468,1OT,0:21.0,,LA Lakers full timeout,106,104
469,1OT,0:16.0,,J. Hill makes 2-pt jump shot from 19 ft (assist by W. Ellington),106,106
470,1OT,0:16.0,Chicago full timeout,,106,106
471,1OT,0:16.0,A. Brooks enters the game for K. Hinrich,,106,106
472,1OT,0:01.0,D. Rose misses 2-pt jump shot from 19 ft,,106,106
473,1OT,0:00.0,,Defensive rebound by J. Hill,106,106
474,2OT,4:41.0,,W. Ellington makes 2-pt jump shot from 17 ft (assist by J. Hill),106,108
475,2OT,4:15.0,A. Brooks misses 2-pt layup from 2 ft (block by J. Clarkson),,106,108
476,2OT,4:15.0,Offensive rebound by Team,,106,108
477,2OT,4:15.0,Turnover by Team (shot clock),,106,108
478,2OT,4:00.0,,W. Ellington makes 2-pt layup from 1 ft (assist by R. Sacre),106,110
479,2OT,3:43.0,J. Butler misses 3-pt jump shot from 22 ft,,106,110
480,2OT,3:41.0,Offensive rebound by P. Gasol,,106,110
481,2OT,3:39.0,P. Gasol makes 2-pt layup at rim,,108,110
482,2OT,3:19.0,,J. Clarkson makes 2-pt jump shot from 18 ft (assist by R. Sacre),108,112
483,2OT,2:56.0,D. Rose misses 3-pt jump shot from 25 ft,,108,112
484,2OT,2:56.0,Offensive rebound by Team,,108,112
485,2OT,2:56.0,,Loose ball foul by R. Sacre (drawn by J. Noah),108,112
486,2OT,2:56.0,,C. Boozer enters the game for R. Sacre,108,112
487,2OT,2:46.0,Shooting foul by W. Ellington (drawn by P. Gasol),,108,112
488,2OT,2:46.0,P. Gasol misses free throw 1 of 2,,108,112
489,2OT,2:46.0,Offensive rebound by Team,,108,112
490,2OT,2:46.0,K. Hinrich enters the game for A. Brooks,,108,112
491,2OT,2:46.0,P. Gasol makes free throw 2 of 2,,109,112
492,2OT,2:20.0,,W. Ellington misses 3-pt jump shot from 24 ft,109,112
493,2OT,2:18.0,Defensive rebound by J. Noah,,109,112
494,2OT,2:12.0,D. Rose misses 2-pt layup from 1 ft (block by J. Hill),,109,112
495,2OT,2:11.0,,Defensive rebound by W. Johnson,109,112
496,2OT,1:53.0,,J. Hill makes 2-pt jump shot from 17 ft (assist by C. Boozer),109,114
497,2OT,1:53.0,Chicago full timeout,,109,114
498,2OT,1:53.0,A. Brooks enters the game for K. Hinrich,,109,114
499,2OT,1:48.0,Shooting foul by W. Johnson (drawn by J. Butler),,109,114
500,2OT,1:48.0,J. Butler makes free throw 1 of 2,,110,114
501,2OT,1:48.0,K. Hinrich enters the game for A. Brooks,,110,114
502,2OT,1:48.0,J. Butler makes free throw 2 of 2,,111,114
503,2OT,1:32.0,,W. Johnson makes 2-pt hook shot from 1 ft,111,116
504,2OT,1:20.0,A. Brooks enters the game for K. Hinrich,,111,116
505,2OT,1:13.0,D. Rose misses 2-pt jump shot from 8 ft,,111,116
506,2OT,1:12.0,,Defensive rebound by W. Johnson,111,116
507,2OT,0:53.0,,W. Johnson misses 2-pt jump shot from 17 ft,111,116
508,2OT,0:52.0,Defensive rebound by P. Gasol,,111,116
509,2OT,0:43.0,A. Brooks misses 3-pt jump shot from 24 ft,,111,116
510,2OT,0:41.0,,Defensive rebound by J. Hill,111,116
511,2OT,0:36.0,,Personal take foul by J. Noah (drawn by J. Clarkson),111,116
512,2OT,0:36.0,T. Snell enters the game for J. Butler,,111,116
513,2OT,0:33.0,,Personal foul by A. Brooks (drawn by J. Clarkson),111,116
514,2OT,0:33.0,,J. Clarkson makes free throw 1 of 2,111,117
515,2OT,0:33.0,,J. Clarkson makes free throw 2 of 2,111,118
516,2OT,0:33.0,Chicago full timeout,,111,118
517,2OT,0:27.0,T. Snell misses 3-pt jump shot from 24 ft,,111,118
518,2OT,0:26.0,,Defensive rebound by W. Ellington,111,118
519,2OT,0:24.0,,Personal take foul by P. Gasol (drawn by W. Ellington),111,118
520,2OT,0:24.0,,W. Ellington makes free throw 1 of 2,111,119
521,2OT,0:24.0,E. Moore enters the game for D. Rose,,111,119
522,2OT,0:24.0,,W. Ellington makes free throw 2 of 2,111,120
523,2OT,0:20.0,A. Brooks makes 3-pt jump shot from 25 ft,,114,120
524,2OT,0:14.0,,Personal take foul by A. Brooks (drawn by W. Johnson),114,120
525,2OT,0:14.0,,W. Johnson makes free throw 1 of 2,114,121
526,2OT,0:14.0,,W. Johnson misses free throw 2 of 2,114,121
527,2OT,0:14.0,Defensive rebound by J. Noah,,114,121
528,2OT,0:08.0,T. Snell makes 2-pt layup from 2 ft (assist by J. Noah),,116,121
529,2OT,0:05.0,,Personal take foul by P. Gasol (drawn by W. Ellington),116,121
530,2OT,0:05.0,,W. Ellington makes free throw 1 of 2,116,122
531,2OT,0:05.0,Technical foul by A. Brooks,,116,122
532,2OT,0:05.0,D. McDermott enters the game for A. Brooks,,116,122
533,2OT,0:05.0,,J. Hill misses technical free throw,116,122
534,2OT,0:05.0,,Offensive rebound by Team,116,122
535,2OT,0:05.0,,W. Ellington makes free throw 2 of 2,116,123
536,2OT,0:01.0,E. Moore makes 2-pt jump shot from 9 ft,,118,123
