,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,LA CLIPPERS_ACTION,SAN ANTONIO_SCORE,LA CLIPPERS_SCORE
70,1,3:04.0,B. Diaw enters the game for T. Duncan,,19,18
71,1,2:46.0,,Turnover by C. Paul (traveling),19,18
72,1,2:32.0,Turnover by K. Leonard (bad pass; steal by C. Paul),,19,18
73,1,2:17.0,,S. Hawes misses 2-pt jump shot from 10 ft,19,18
74,1,2:13.0,Defensive rebound by M. Ginóbili,,19,18
75,1,2:08.0,K. Leonard misses 3-pt jump shot from 27 ft,,19,18
76,1,2:07.0,,Defensive rebound by D. Jordan,19,18
77,1,1:58.0,,J. Crawford misses 2-pt jump shot from 15 ft,19,18
78,1,1:57.0,Defensive rebound by T. Parker,,19,18
79,1,1:47.0,T. Parker misses 2-pt jump shot from 12 ft,,19,18
80,1,1:46.0,,Defensive rebound by C. Paul,19,18
81,1,1:34.0,,S. Hawes makes 2-pt hook shot from 6 ft (assist by C. Paul),19,20
82,1,1:22.0,T. Splitter makes 2-pt layup from 2 ft (assist by T. Parker),,21,20
83,1,1:03.0,,M. Barnes makes 2-pt layup from 2 ft (assist by S. Hawes),21,22
84,1,1:03.0,,Shooting foul by M. Ginóbili (drawn by M. Barnes),21,22
85,1,1:03.0,,G. Davis enters the game for S. Hawes,21,22
86,1,1:03.0,P. Mills enters the game for T. Parker,,21,22
87,1,1:03.0,M. Belinelli enters the game for K. Leonard,,21,22
88,1,1:03.0,,M. Barnes makes free throw 1 of 1,21,23
89,1,0:47.0,Turnover by P. Mills (lost ball),,21,23
90,1,0:47.0,,H. Türkoğlu enters the game for M. Barnes,21,23
91,1,0:34.0,,D. Jordan makes 2-pt layup from 2 ft (assist by C. Paul),21,25
92,1,0:27.0,,J. Redick enters the game for D. Jordan,21,25
93,1,0:23.0,M. Ginóbili makes 3-pt jump shot from 27 ft (assist by M. Belinelli),,24,25
94,1,0:01.0,,J. Crawford makes 2-pt jump shot from 18 ft,24,27
95,1,0:01.0,P. Mills misses 3-pt jump shot from 59 ft,,24,27
96,1,0:00.0,Offensive rebound by Team,,24,27
97,2,11:40.0,P. Mills misses 3-pt jump shot from 22 ft,,24,27
98,2,11:39.0,,Defensive rebound by H. Türkoğlu,24,27
99,2,11:16.0,,J. Crawford misses 3-pt jump shot from 28 ft,24,27
100,2,11:15.0,,Offensive rebound by G. Davis,24,27
101,2,11:07.0,,H. Türkoğlu misses 3-pt jump shot from 24 ft,24,27
102,2,11:06.0,Defensive rebound by P. Mills,,24,27
103,2,10:41.0,B. Diaw makes 3-pt jump shot from 27 ft,,27,27
104,2,10:19.0,,Shooting foul by B. Diaw (drawn by G. Davis),27,27
105,2,10:19.0,,G. Davis misses free throw 1 of 2,27,27
106,2,10:19.0,,Offensive rebound by Team,27,27
107,2,10:19.0,,G. Davis misses free throw 2 of 2,27,27
108,2,10:18.0,Defensive rebound by B. Diaw,,27,27
109,2,10:10.0,Turnover by T. Splitter (step out of bounds),,27,27
110,2,9:52.0,,H. Türkoğlu misses 2-pt jump shot from 16 ft,27,27
111,2,9:50.0,Defensive rebound by B. Diaw,,27,27
112,2,9:43.0,Turnover by M. Belinelli (bad pass; steal by G. Davis),,27,27
113,2,9:30.0,,J. Redick makes 2-pt jump shot from 6 ft (assist by J. Crawford),27,29
114,2,9:21.0,M. Belinelli makes 3-pt jump shot from 23 ft (assist by M. Ginóbili),,30,29
115,2,9:08.0,,Shooting foul by P. Mills (drawn by H. Türkoğlu),30,29
116,2,9:08.0,,H. Türkoğlu makes free throw 1 of 2,30,30
117,2,9:08.0,K. Leonard enters the game for M. Ginóbili,,30,30
118,2,9:08.0,,H. Türkoğlu makes free throw 2 of 2,30,31
119,2,8:51.0,K. Leonard misses 3-pt jump shot from 25 ft,,30,31
120,2,8:50.0,,Defensive rebound by S. Hawes,30,31
121,2,8:45.0,,Turnover by G. Davis (lost ball),30,31
122,2,8:45.0,Official timeout,,30,31
123,2,8:45.0,A. Baynes enters the game for T. Splitter,,30,31
124,2,8:28.0,K. Leonard makes 2-pt jump shot from 12 ft,,32,31
125,2,8:05.0,,G. Davis makes 2-pt layup from 1 ft (assist by J. Crawford),32,33
126,2,7:57.0,Turnover by B. Diaw (step out of bounds),,32,33
127,2,7:57.0,,M. Barnes enters the game for S. Hawes,32,33
128,2,7:43.0,,G. Davis makes 2-pt layup from 2 ft (assist by J. Crawford),32,35
129,2,7:23.0,A. Baynes makes 2-pt hook shot from 4 ft (assist by K. Leonard),,34,35
130,2,7:03.0,,G. Davis misses 2-pt layup from 2 ft,34,35
131,2,7:01.0,,Offensive rebound by M. Barnes,34,35
132,2,7:01.0,,M. Barnes makes 2-pt tip-in from 1 ft,34,37
133,2,6:50.0,B. Diaw misses 2-pt jump shot from 9 ft,,34,37
134,2,6:47.0,,Defensive rebound by G. Davis,34,37
135,2,6:42.0,,Shooting block foul by M. Belinelli,34,37
136,2,6:42.0,,G. Davis makes free throw 1 of 2,34,38
137,2,6:42.0,T. Parker enters the game for P. Mills,,34,38
138,2,6:42.0,T. Duncan enters the game for B. Diaw,,34,38
139,2,6:42.0,,D. Jordan enters the game for H. Türkoğlu,34,38
140,2,6:42.0,,C. Paul enters the game for J. Crawford,34,38
141,2,6:42.0,,G. Davis misses free throw 2 of 2,34,38
142,2,6:42.0,Defensive rebound by K. Leonard,,34,38
143,2,6:27.0,A. Baynes misses 2-pt jump shot from 20 ft,,34,38
144,2,6:26.0,,Defensive rebound by M. Barnes,34,38
145,2,6:14.0,,C. Paul misses 2-pt jump shot from 19 ft,34,38
146,2,6:13.0,Defensive rebound by T. Duncan,,34,38
147,2,6:08.0,Personal foul by G. Davis (drawn by K. Leonard),,34,38
148,2,6:08.0,,S. Hawes enters the game for G. Davis,34,38
149,2,6:08.0,San Antonio full timeout,,34,38
150,2,6:02.0,M. Belinelli misses 3-pt jump shot from 23 ft,,34,38
151,2,6:00.0,,Defensive rebound by J. Redick,34,38
152,2,5:54.0,,Shooting foul by K. Leonard (drawn by D. Jordan),34,38
153,2,5:54.0,,D. Jordan misses free throw 1 of 2,34,38
154,2,5:54.0,,Offensive rebound by Team,34,38
155,2,5:54.0,,D. Jordan misses free throw 2 of 2,34,38
156,2,5:52.0,Defensive rebound by K. Leonard,,34,38
157,2,5:43.0,K. Leonard misses 3-pt jump shot from 25 ft,,34,38
158,2,5:42.0,,Defensive rebound by D. Jordan,34,38
159,2,5:33.0,,J. Redick misses 2-pt jump shot from 15 ft,34,38
160,2,5:32.0,Defensive rebound by T. Parker,,34,38
161,2,5:10.0,T. Parker makes 3-pt jump shot from 26 ft (assist by K. Leonard),,37,38
162,2,4:50.0,,S. Hawes makes 2-pt hook shot from 8 ft (assist by C. Paul),37,40
163,2,4:35.0,A. Baynes misses 2-pt jump shot from 4 ft (block by S. Hawes),,37,40
164,2,4:33.0,,Defensive rebound by C. Paul,37,40
165,2,4:27.0,,C. Paul misses 3-pt jump shot from 25 ft,37,40
166,2,4:26.0,Defensive rebound by M. Belinelli,,37,40
167,2,4:16.0,T. Parker misses 3-pt jump shot from 23 ft,,37,40
168,2,4:15.0,Offensive rebound by K. Leonard,,37,40
169,2,4:09.0,M. Belinelli makes 2-pt jump shot from 19 ft (assist by K. Leonard),,39,40
170,2,3:56.0,,LA Clippers full timeout,39,40
171,2,3:56.0,,J. Crawford enters the game for J. Redick,39,40
172,2,3:56.0,D. Green enters the game for K. Leonard,,39,40
173,2,3:54.0,,Personal take foul by M. Belinelli (drawn by D. Jordan),39,40
174,2,3:54.0,,D. Jordan misses free throw 1 of 2,39,40
175,2,3:54.0,,Offensive rebound by Team,39,40
176,2,3:54.0,,D. Jordan makes free throw 2 of 2,39,41
177,2,3:37.0,T. Parker makes 2-pt jump shot from 20 ft,,41,41
178,2,3:26.0,,J. Crawford makes 3-pt jump shot from 26 ft (assist by C. Paul),41,44
179,2,3:11.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by T. Parker),,44,44
180,2,3:07.0,,Personal take foul by D. Green (drawn by D. Jordan),44,44
181,2,3:07.0,,D. Jordan makes free throw 1 of 2,44,45
182,2,3:07.0,,D. Jordan misses free throw 2 of 2,44,45
183,2,3:06.0,Defensive rebound by T. Duncan,,44,45
184,2,2:47.0,D. Green makes 3-pt jump shot from 26 ft (assist by M. Belinelli),,47,45
185,2,2:43.0,,Personal take foul by M. Belinelli (drawn by D. Jordan),47,45
186,2,2:43.0,,D. Jordan misses free throw 1 of 2,47,45
187,2,2:43.0,,Offensive rebound by Team,47,45
188,2,2:43.0,,J. Redick enters the game for M. Barnes,47,45
189,2,2:43.0,,D. Jordan misses free throw 2 of 2,47,45
190,2,2:42.0,Defensive rebound by A. Baynes,,47,45
191,2,2:19.0,Turnover by Team (shot clock),,47,45
192,2,2:17.0,,Personal take foul by T. Parker (drawn by D. Jordan),47,45
193,2,2:17.0,,D. Jordan misses free throw 1 of 2,47,45
194,2,2:17.0,,Offensive rebound by Team,47,45
195,2,2:17.0,,D. Jordan makes free throw 2 of 2,47,46
196,2,2:03.0,T. Parker makes 2-pt jump shot from 3 ft,,49,46
197,2,1:51.0,,Shooting block foul by T. Duncan (drawn by D. Jordan),49,46
198,2,1:51.0,,D. Jordan makes free throw 1 of 2,49,47
199,2,1:51.0,,D. Jordan misses free throw 2 of 2,49,47
200,2,1:49.0,Defensive rebound by T. Duncan,,49,47
201,2,1:42.0,T. Parker makes 2-pt layup from 3 ft,,51,47
202,2,1:36.0,,Personal take foul by D. Green (drawn by D. Jordan),51,47
203,2,1:36.0,,D. Jordan misses free throw 1 of 2,51,47
204,2,1:36.0,,Offensive rebound by Team,51,47
205,2,1:36.0,,D. Jordan misses free throw 2 of 2,51,47
206,2,1:33.0,Defensive rebound by T. Duncan,,51,47
207,2,1:22.0,Shooting foul by C. Paul (drawn by T. Parker),,51,47
208,2,1:22.0,T. Parker makes free throw 1 of 2,,52,47
209,2,1:22.0,M. Ginóbili enters the game for M. Belinelli,,52,47
210,2,1:22.0,,H. Türkoğlu enters the game for D. Jordan,52,47
211,2,1:22.0,B. Diaw enters the game for A. Baynes,,52,47
212,2,1:22.0,T. Parker makes free throw 2 of 2,,53,47
213,2,1:10.0,,S. Hawes makes 2-pt dunk at rim (assist by C. Paul),53,49
214,2,0:54.0,Turnover by M. Ginóbili (bad pass; steal by S. Hawes),,53,49
215,2,0:49.0,,J. Crawford makes 2-pt jump shot from 4 ft,53,51
216,2,0:33.0,T. Parker misses 2-pt jump shot from 14 ft,,53,51
217,2,0:31.0,,Defensive rebound by C. Paul,53,51
218,2,0:29.0,,Personal foul by B. Diaw (drawn by C. Paul),53,51
219,2,0:29.0,,C. Paul misses free throw 1 of 2,53,51
220,2,0:29.0,,Offensive rebound by Team,53,51
221,2,0:29.0,,D. Jordan enters the game for H. Türkoğlu,53,51
222,2,0:29.0,M. Belinelli enters the game for B. Diaw,,53,51
223,2,0:29.0,,M. Barnes enters the game for S. Hawes,53,51
224,2,0:29.0,,C. Paul makes free throw 2 of 2,53,52
225,2,0:11.0,T. Duncan makes 2-pt dunk at rim (assist by T. Parker),,55,52
226,2,0:11.0,,LA Clippers full timeout,55,52
227,2,0:11.0,,S. Hawes enters the game for D. Jordan,55,52
228,2,0:11.0,K. Leonard enters the game for M. Belinelli,,55,52
229,2,0:02.0,,C. Paul misses 2-pt jump shot from 14 ft,55,52
230,2,0:00.0,,Offensive rebound by Team,55,52
231,3,11:40.0,Shooting foul by D. Jordan (drawn by K. Leonard),,55,52
232,3,11:40.0,K. Leonard makes free throw 1 of 2,,56,52
233,3,11:40.0,K. Leonard makes free throw 2 of 2,,57,52
234,3,11:27.0,,C. Paul makes 2-pt jump shot from 19 ft,57,54
235,3,11:15.0,A. Baynes makes 2-pt dunk at rim (assist by T. Parker),,59,54
236,3,10:56.0,,Turnover by S. Hawes (lost ball),59,54
237,3,10:36.0,Turnover by D. Green (lost ball),,59,54
238,3,10:27.0,,M. Barnes misses 2-pt layup from 2 ft,59,54
239,3,10:26.0,Defensive rebound by T. Duncan,,59,54
240,3,10:21.0,Shooting foul by S. Hawes (drawn by T. Duncan),,59,54
241,3,10:21.0,T. Duncan makes free throw 1 of 2,,60,54
242,3,10:21.0,T. Duncan makes free throw 2 of 2,,61,54
243,3,10:10.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Redick),61,56
244,3,9:48.0,A. Baynes makes 2-pt dunk at rim (assist by T. Parker),,63,56
245,3,9:28.0,,Turnover by J. Redick (bad pass; steal by T. Parker),63,56
246,3,9:25.0,Personal take foul by C. Paul (drawn by T. Parker),,63,56
247,3,9:20.0,Shooting foul by S. Hawes (drawn by T. Parker),,63,56
248,3,9:20.0,T. Parker makes free throw 1 of 2,,64,56
249,3,9:20.0,T. Parker makes free throw 2 of 2,,65,56
250,3,9:08.0,,C. Paul makes 2-pt layup from 2 ft,65,58
251,3,8:53.0,T. Parker makes 2-pt jump shot from 19 ft (assist by T. Duncan),,67,58
252,3,8:38.0,,S. Hawes misses 3-pt jump shot from 25 ft,67,58
253,3,8:37.0,,Offensive rebound by M. Barnes,67,58
254,3,8:35.0,,J. Redick misses 3-pt jump shot from 28 ft,67,58
255,3,8:33.0,Defensive rebound by K. Leonard,,67,58
256,3,8:26.0,Shooting foul by M. Barnes (drawn by K. Leonard),,67,58
257,3,8:26.0,K. Leonard misses free throw 1 of 2,,67,58
258,3,8:26.0,Offensive rebound by Team,,67,58
259,3,8:26.0,K. Leonard misses free throw 2 of 2,,67,58
260,3,8:24.0,,Defensive rebound by D. Jordan,67,58
261,3,8:07.0,,J. Redick misses 3-pt jump shot from 26 ft,67,58
262,3,8:06.0,Defensive rebound by D. Green,,67,58
263,3,7:51.0,Turnover by K. Leonard (traveling),,67,58
264,3,7:43.0,,C. Paul makes 2-pt jump shot from 8 ft,67,60
265,3,7:43.0,San Antonio full timeout,,67,60
266,3,7:27.0,Shooting foul by D. Jordan (drawn by T. Duncan),,67,60
267,3,7:27.0,T. Duncan makes free throw 1 of 2,,68,60
268,3,7:27.0,T. Duncan makes free throw 2 of 2,,69,60
269,3,7:12.0,,D. Jordan makes 2-pt dunk at rim (assist by S. Hawes),69,62
270,3,6:50.0,D. Green makes 2-pt layup from 2 ft (assist by T. Parker),,71,62
271,3,6:31.0,,C. Paul makes 3-pt jump shot from 27 ft,71,65
272,3,6:20.0,T. Duncan makes 2-pt layup from 2 ft (assist by T. Parker),,73,65
273,3,6:20.0,Shooting foul by S. Hawes (drawn by T. Duncan),,73,65
274,3,6:20.0,,G. Davis enters the game for S. Hawes,73,65
275,3,6:20.0,T. Duncan makes free throw 1 of 1,,74,65
276,3,6:11.0,,J. Redick misses 2-pt jump shot from 15 ft,74,65
277,3,6:10.0,,Offensive rebound by G. Davis,74,65
278,3,6:06.0,,C. Paul misses 3-pt jump shot from 25 ft,74,65
279,3,6:04.0,Defensive rebound by Team,,74,65
280,3,6:03.0,,J. Crawford enters the game for M. Barnes,74,65
281,3,6:03.0,M. Ginóbili enters the game for K. Leonard,,74,65
282,3,5:50.0,T. Duncan misses 2-pt layup from 2 ft,,74,65
283,3,5:47.0,,Defensive rebound by D. Jordan,74,65
284,3,5:42.0,,J. Crawford makes 3-pt jump shot from 22 ft (assist by J. Redick),74,68
285,3,5:21.0,T. Parker misses 2-pt jump shot from 17 ft,,74,68
286,3,5:18.0,,Defensive rebound by J. Redick,74,68
287,3,5:13.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by J. Crawford),74,71
288,3,4:56.0,Personal foul by G. Davis (drawn by A. Baynes),,74,71
289,3,4:56.0,A. Baynes makes free throw 1 of 2,,75,71
290,3,4:56.0,M. Belinelli enters the game for D. Green,,75,71
291,3,4:56.0,A. Baynes makes free throw 2 of 2,,76,71
292,3,4:49.0,,Personal foul by T. Parker (drawn by D. Jordan),76,71
293,3,4:44.0,,J. Crawford makes 3-pt jump shot from 26 ft (assist by C. Paul),76,74
294,3,4:29.0,San Antonio full timeout,,76,74
295,3,4:22.0,T. Parker misses 2-pt jump shot from 20 ft,,76,74
296,3,4:21.0,,Defensive rebound by J. Redick,76,74
297,3,4:10.0,,G. Davis makes 2-pt layup from 3 ft (assist by J. Crawford),76,76
298,3,4:10.0,,Shooting block foul by A. Baynes (drawn by G. Davis),76,76
299,3,4:10.0,T. Splitter enters the game for A. Baynes,,76,76
300,3,4:10.0,P. Mills enters the game for T. Parker,,76,76
301,3,4:10.0,,G. Davis makes free throw 1 of 1,76,77
302,3,3:53.0,P. Mills misses 2-pt jump shot from 19 ft,,76,77
303,3,3:53.0,,Defensive rebound by C. Paul,76,77
304,3,3:49.0,,Turnover by C. Paul (offensive foul),76,77
305,3,3:49.0,Offensive charge foul by C. Paul (drawn by P. Mills),,76,77
306,3,3:36.0,Turnover by M. Ginóbili (bad pass; steal by D. Jordan),,76,77
307,3,3:32.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),76,79
308,3,3:22.0,Personal foul by G. Davis (drawn by T. Splitter),,76,79
309,3,3:22.0,T. Splitter makes free throw 1 of 2,,77,79
310,3,3:22.0,T. Splitter makes free throw 2 of 2,,78,79
311,3,3:12.0,,J. Redick misses 2-pt layup from 2 ft,78,79
312,3,3:11.0,,Offensive rebound by G. Davis,78,79
313,3,3:11.0,,LA Clippers full timeout,78,79
314,3,3:11.0,B. Diaw enters the game for T. Duncan,,78,79
315,3,2:56.0,,Personal foul by M. Ginóbili (drawn by J. Crawford),78,79
316,3,2:51.0,,J. Crawford makes 3-pt jump shot from 26 ft (assist by C. Paul),78,82
317,3,2:36.0,M. Belinelli misses 2-pt jump shot from 20 ft,,78,82
318,3,2:35.0,Offensive rebound by T. Splitter,,78,82
319,3,2:34.0,Shooting foul by D. Jordan (drawn by T. Splitter),,78,82
320,3,2:34.0,T. Splitter makes free throw 1 of 2,,79,82
321,3,2:34.0,T. Splitter makes free throw 2 of 2,,80,82
322,3,2:22.0,,Turnover by C. Paul (bad pass; steal by P. Mills),80,82
323,3,2:16.0,T. Splitter makes 2-pt layup from 2 ft (assist by M. Ginóbili),,82,82
324,3,2:16.0,Shooting foul by G. Davis (drawn by T. Splitter),,82,82
325,3,2:16.0,T. Splitter makes free throw 1 of 1,,83,82
326,3,2:09.0,,J. Crawford misses 2-pt layup from 2 ft,83,82
327,3,2:03.0,,Offensive rebound by D. Jordan,83,82
328,3,2:03.0,,D. Jordan makes 2-pt tip-in from 2 ft,83,84
329,3,1:47.0,P. Mills makes 2-pt jump shot from 7 ft (assist by M. Ginóbili),,85,84
330,3,1:22.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),85,86
331,3,1:07.0,P. Mills misses 3-pt jump shot from 26 ft,,85,86
332,3,1:06.0,,Defensive rebound by D. Jordan,85,86
333,3,0:49.0,,G. Davis makes 2-pt jump shot from 3 ft (assist by C. Paul),85,88
334,3,0:32.0,T. Splitter misses 2-pt layup from 4 ft (block by G. Davis),,85,88
335,3,0:32.0,Offensive rebound by Team,,85,88
336,3,0:32.0,,M. Barnes enters the game for C. Paul,85,88
337,3,0:32.0,,S. Hawes enters the game for G. Davis,85,88
338,3,0:30.0,M. Ginóbili makes 3-pt jump shot from 26 ft (assist by T. Splitter),,88,88
339,3,0:09.0,,J. Crawford misses 2-pt jump shot from 21 ft,88,88
340,3,0:08.0,,Offensive rebound by D. Jordan,88,88
341,3,0:07.0,,D. Jordan misses 2-pt layup from 2 ft,88,88
342,3,0:06.0,,Offensive rebound by D. Jordan,88,88
343,3,0:06.0,,D. Jordan makes 2-pt layup from 1 ft,88,90
344,3,0:01.0,P. Mills misses 3-pt jump shot from 25 ft (block by J. Crawford),,88,90
345,3,0:00.0,Offensive rebound by Team,,88,90
346,4,11:40.0,,M. Barnes makes 2-pt dunk at rim (assist by C. Paul),88,92
347,4,11:20.0,P. Mills misses 3-pt jump shot from 26 ft,,88,92
348,4,11:19.0,,Defensive rebound by M. Barnes,88,92
349,4,11:12.0,,Turnover by J. Crawford (bad pass; steal by T. Splitter),88,92
350,4,11:06.0,Turnover by P. Mills (bad pass; steal by J. Crawford),,88,92
351,4,10:59.0,,J. Crawford misses 2-pt layup from 3 ft,88,92
352,4,10:58.0,Defensive rebound by B. Diaw,,88,92
353,4,10:56.0,Turnover by B. Diaw (lost ball; steal by M. Barnes),,88,92
354,4,10:56.0,K. Leonard enters the game for M. Belinelli,,88,92
355,4,10:42.0,,C. Paul misses 2-pt jump shot from 17 ft,88,92
356,4,10:41.0,Defensive rebound by K. Leonard,,88,92
357,4,10:28.0,K. Leonard misses 2-pt layup from 2 ft,,88,92
358,4,10:27.0,Offensive rebound by K. Leonard,,88,92
359,4,10:13.0,M. Ginóbili makes 3-pt jump shot from 28 ft (assist by K. Leonard),,91,92
360,4,9:58.0,,Shooting foul by M. Ginóbili (drawn by J. Crawford),91,92
361,4,9:58.0,,J. Crawford misses free throw 1 of 3,91,92
362,4,9:58.0,,Offensive rebound by Team,91,92
363,4,9:58.0,,J. Crawford makes free throw 2 of 3,91,93
364,4,9:58.0,,J. Redick enters the game for C. Paul,91,93
365,4,9:58.0,,J. Crawford makes free throw 3 of 3,91,94
366,4,9:49.0,T. Splitter makes 2-pt layup from 2 ft (assist by M. Ginóbili),,93,94
367,4,9:49.0,Shooting block foul by S. Hawes (drawn by T. Splitter),,93,94
368,4,9:49.0,D. Green enters the game for P. Mills,,93,94
369,4,9:49.0,T. Splitter misses free throw 1 of 1,,93,94
370,4,9:48.0,,Defensive rebound by D. Jordan,93,94
371,4,9:33.0,,Shooting foul by T. Splitter (drawn by S. Hawes),93,94
372,4,9:33.0,,S. Hawes misses free throw 1 of 2,93,94
373,4,9:33.0,,Offensive rebound by Team,93,94
374,4,9:33.0,,S. Hawes makes free throw 2 of 2,93,95
375,4,9:21.0,Turnover by M. Ginóbili (bad pass; steal by M. Barnes),,93,95
376,4,9:14.0,,Personal foul by D. Green (drawn by J. Crawford),93,95
377,4,9:14.0,T. Parker enters the game for M. Ginóbili,,93,95
378,4,9:11.0,,J. Crawford misses 3-pt jump shot from 24 ft,93,95
379,4,9:10.0,Defensive rebound by D. Green,,93,95
380,4,8:47.0,B. Diaw misses 2-pt jump shot from 15 ft,,93,95
381,4,8:44.0,,Defensive rebound by D. Jordan,93,95
382,4,8:43.0,,M. Barnes makes 2-pt layup from 3 ft,93,97
383,4,8:43.0,,Shooting foul by B. Diaw (drawn by M. Barnes),93,97
384,4,8:43.0,Official timeout,,93,97
