,QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
86,1,2:09.0,,Violation by M. Ginóbili (kicked ball),24,32
87,1,1:55.0,W. Barton misses 2-pt layup from 1 ft,,24,32
88,1,1:54.0,,Defensive rebound by M. Belinelli,24,32
89,1,1:47.0,G. Harris enters the game for T. Lawson,,24,32
90,1,1:47.0,,T. Splitter enters the game for A. Baynes,24,32
91,1,1:43.0,,M. Ginóbili misses 2-pt layup from 1 ft,24,32
92,1,1:42.0,Defensive rebound by D. Arthur,,24,32
93,1,1:26.0,W. Barton misses 3-pt jump shot from 22 ft,,24,32
94,1,1:24.0,,Defensive rebound by P. Mills,24,32
95,1,1:17.0,,P. Mills misses 3-pt jump shot from 24 ft,24,32
96,1,1:16.0,Defensive rebound by J. Hickson,,24,32
97,1,1:03.0,J. Nelson makes 2-pt jump shot from 19 ft,,26,32
98,1,0:57.0,,Personal foul by D. Arthur (drawn by T. Splitter),26,32
99,1,0:43.0,,P. Mills misses 2-pt jump shot from 17 ft,26,32
100,1,0:42.0,Defensive rebound by J. Hickson,,26,32
101,1,0:29.0,Shooting foul by M. Ginóbili (drawn by J. Hickson),,26,32
102,1,0:29.0,J. Hickson makes free throw 1 of 2,,27,32
103,1,0:29.0,,M. Bonner enters the game for B. Diaw,27,32
104,1,0:29.0,J. Hickson misses free throw 2 of 2,,27,32
105,1,0:28.0,,Defensive rebound by M. Belinelli,27,32
106,1,0:05.0,,Turnover by M. Bonner (lost ball; steal by J. Nelson),27,32
107,1,0:01.0,J. Hickson makes 2-pt dunk at rim (assist by J. Nelson),,29,32
108,1,0:00.0,,M. Belinelli misses 3-pt jump shot from 63 ft,29,32
109,1,0:00.0,,Offensive rebound by Team,29,32
110,2,11:46.0,Turnover by J. Hickson (3 sec),,29,32
111,2,11:37.0,,Turnover by T. Splitter (bad pass; steal by G. Harris),29,32
112,2,11:33.0,G. Harris makes 2-pt dunk at rim (assist by W. Barton),,31,32
113,2,11:14.0,,P. Mills misses 3-pt jump shot from 24 ft,31,32
114,2,11:10.0,Defensive rebound by J. Hickson,,31,32
115,2,11:03.0,J. Nelson misses 2-pt layup at rim,,31,32
116,2,11:01.0,Offensive rebound by J. Hickson,,31,32
117,2,11:01.0,J. Hickson makes 2-pt dunk at rim,,33,32
118,2,10:44.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by M. Belinelli),33,35
119,2,10:23.0,J. Hickson makes 2-pt jump shot from 4 ft (assist by D. Arthur),,35,35
120,2,10:16.0,,Turnover by M. Ginóbili (bad pass),35,35
121,2,10:16.0,,D. Green enters the game for M. Ginóbili,35,35
122,2,10:07.0,J. Nelson makes 2-pt layup from 1 ft,,37,35
123,2,9:47.0,,P. Mills misses 3-pt jump shot from 24 ft,37,35
124,2,9:47.0,Defensive rebound by Team,,37,35
125,2,9:32.0,Turnover by D. Arthur (bad pass; steal by P. Mills),,37,35
126,2,9:26.0,,M. Belinelli misses 2-pt layup from 1 ft,37,35
127,2,9:24.0,,Offensive rebound by M. Belinelli,37,35
128,2,9:21.0,,T. Splitter makes 2-pt layup at rim (assist by M. Belinelli),37,37
129,2,9:21.0,,Shooting foul by J. Hickson (drawn by T. Splitter),37,37
130,2,9:21.0,,T. Splitter makes free throw 1 of 1,37,38
131,2,9:10.0,D. Arthur misses 2-pt jump shot from 14 ft,,37,38
132,2,9:10.0,Offensive rebound by Team,,37,38
133,2,9:10.0,,Loose ball foul by T. Splitter (drawn by J. Hickson),37,38
134,2,9:10.0,K. Faried enters the game for J. Hickson,,37,38
135,2,9:01.0,J. Nelson makes 2-pt jump shot from 15 ft,,39,38
136,2,8:37.0,,P. Mills makes 2-pt jump shot from 16 ft (assist by D. Green),39,40
137,2,8:33.0,Official timeout,,39,40
138,2,8:33.0,,T. Parker enters the game for T. Splitter,39,40
139,2,8:33.0,,K. Leonard enters the game for M. Belinelli,39,40
140,2,8:33.0,,B. Diaw enters the game for P. Mills,39,40
141,2,8:33.0,,T. Duncan enters the game for M. Bonner,39,40
142,2,8:24.0,Turnover by J. Nelson (bad pass; steal by D. Green),,39,40
143,2,8:16.0,,K. Leonard makes 2-pt layup at rim,39,42
144,2,8:05.0,Turnover by W. Barton (bad pass; steal by T. Parker),,39,42
145,2,7:44.0,,K. Leonard misses 3-pt jump shot from 25 ft,39,42
146,2,7:43.0,Defensive rebound by G. Harris,,39,42
147,2,7:26.0,J. Nelson makes 3-pt jump shot from 25 ft,,42,42
148,2,7:11.0,,T. Duncan makes 2-pt jump shot from 6 ft,42,44
149,2,6:54.0,K. Faried makes 2-pt jump shot from 11 ft (assist by J. Nelson),,44,44
150,2,6:37.0,,K. Leonard makes 2-pt jump shot from 16 ft,44,46
151,2,6:20.0,J. Nelson misses 2-pt jump shot from 10 ft,,44,46
152,2,6:19.0,,Defensive rebound by B. Diaw,44,46
153,2,6:15.0,,Personal foul by J. Nelson (drawn by K. Leonard),44,46
154,2,6:15.0,Denver full timeout,,44,46
155,2,6:15.0,D. Gallinari enters the game for J. Nelson,,44,46
156,2,6:15.0,R. Foye enters the game for W. Barton,,44,46
157,2,6:15.0,T. Lawson enters the game for D. Arthur,,44,46
158,2,6:15.0,W. Chandler enters the game for G. Harris,,44,46
159,2,5:59.0,,K. Leonard misses 2-pt jump shot from 13 ft,44,46
160,2,5:57.0,Defensive rebound by D. Gallinari,,44,46
161,2,5:37.0,T. Lawson misses 2-pt jump shot from 17 ft,,44,46
162,2,5:35.0,,Defensive rebound by D. Green,44,46
163,2,5:23.0,,D. Green misses 3-pt jump shot from 24 ft,44,46
164,2,5:22.0,Defensive rebound by W. Chandler,,44,46
165,2,5:03.0,W. Chandler misses 3-pt jump shot from 24 ft,,44,46
166,2,5:02.0,,Defensive rebound by K. Leonard,44,46
167,2,4:56.0,,K. Leonard makes 2-pt jump shot from 18 ft,44,48
168,2,4:34.0,K. Faried misses 2-pt jump shot from 3 ft (block by K. Leonard),,44,48
169,2,4:32.0,,Defensive rebound by D. Green,44,48
170,2,4:21.0,,Shooting foul by R. Foye (drawn by T. Duncan),44,48
171,2,4:21.0,,T. Duncan misses free throw 1 of 2,44,48
172,2,4:21.0,,Offensive rebound by Team,44,48
173,2,4:21.0,,M. Ginóbili enters the game for D. Green,44,48
174,2,4:21.0,,T. Duncan makes free throw 2 of 2,44,49
175,2,4:04.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by W. Chandler),,47,49
176,2,4:04.0,Technical foul by J. Nelson,,47,49
177,2,4:04.0,,T. Parker misses technical free throw,47,49
178,2,4:04.0,,Offensive rebound by Team,47,49
179,2,3:51.0,,T. Parker makes 2-pt jump shot from 18 ft (assist by K. Leonard),47,51
180,2,3:42.0,Shooting foul by T. Duncan (drawn by T. Lawson),,47,51
181,2,3:42.0,T. Lawson makes free throw 1 of 2,,48,51
182,2,3:42.0,T. Lawson makes free throw 2 of 2,,49,51
183,2,3:27.0,,T. Duncan misses 2-pt jump shot from 6 ft,49,51
184,2,3:25.0,Defensive rebound by K. Faried,,49,51
185,2,3:23.0,Shooting block foul by M. Ginóbili (drawn by T. Lawson),,49,51
186,2,3:23.0,T. Lawson makes free throw 1 of 2,,50,51
187,2,3:23.0,,M. Belinelli enters the game for M. Ginóbili,50,51
188,2,3:23.0,T. Lawson makes free throw 2 of 2,,51,51
189,2,3:01.0,,K. Leonard makes 2-pt jump shot from 7 ft,51,53
190,2,2:38.0,Turnover by R. Foye (lost ball; steal by B. Diaw),,51,53
191,2,2:37.0,,Turnover by B. Diaw (lost ball; steal by K. Faried),51,53
192,2,2:36.0,K. Faried makes 2-pt layup at rim,,53,53
193,2,2:36.0,Shooting foul by T. Duncan (drawn by K. Faried),,53,53
194,2,2:36.0,,San Antonio full timeout,53,53
195,2,2:36.0,K. Faried misses free throw 1 of 1,,53,53
196,2,2:34.0,,Defensive rebound by B. Diaw,53,53
197,2,2:11.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by T. Duncan),53,56
198,2,1:46.0,W. Chandler makes 2-pt layup from 1 ft,,55,56
199,2,1:24.0,,B. Diaw makes 2-pt layup at rim (assist by T. Parker),55,58
200,2,1:07.0,T. Lawson misses 2-pt jump shot from 15 ft,,55,58
201,2,1:06.0,,Defensive rebound by Team,55,58
202,2,0:55.0,,T. Duncan makes 2-pt layup from 1 ft (assist by K. Leonard),55,60
203,2,0:55.0,,Shooting foul by R. Foye (drawn by T. Duncan),55,60
204,2,0:55.0,,D. Green enters the game for B. Diaw,55,60
205,2,0:55.0,W. Barton enters the game for R. Foye,,55,60
206,2,0:55.0,,T. Duncan makes free throw 1 of 1,55,61
207,2,0:37.0,W. Chandler misses 2-pt jump shot from 7 ft (block by T. Duncan),,55,61
208,2,0:36.0,Offensive rebound by W. Chandler,,55,61
209,2,0:36.0,W. Chandler makes 2-pt layup at rim,,57,61
210,2,0:28.0,,T. Parker makes 2-pt layup at rim,57,63
211,2,0:26.0,Denver full timeout,,57,63
212,2,0:09.0,D. Gallinari misses 3-pt jump shot from 24 ft (block by K. Leonard),,57,63
213,2,0:08.0,Offensive rebound by K. Faried,,57,63
214,2,0:08.0,K. Faried makes 2-pt layup at rim,,59,63
215,2,0:08.0,Shooting foul by T. Duncan (drawn by K. Faried),,59,63
216,2,0:08.0,J. Lauvergne enters the game for T. Lawson,,59,63
217,2,0:08.0,K. Faried makes free throw 1 of 1,,60,63
218,2,0:01.0,,T. Duncan makes 2-pt layup at rim (assist by T. Parker),60,65
219,3,11:38.0,K. Faried misses 2-pt layup from 2 ft (block by D. Green),,60,65
220,3,11:36.0,,Defensive rebound by T. Splitter,60,65
221,3,11:30.0,,T. Parker makes 2-pt jump shot from 10 ft,60,67
222,3,11:18.0,Personal foul by K. Leonard (drawn by T. Lawson),,60,67
223,3,11:04.0,W. Chandler makes 2-pt jump shot from 7 ft (assist by T. Lawson),,62,67
224,3,10:49.0,,T. Duncan misses 2-pt jump shot from 18 ft,62,67
225,3,10:47.0,Defensive rebound by W. Chandler,,62,67
226,3,10:40.0,D. Gallinari misses 2-pt jump shot from 8 ft,,62,67
227,3,10:39.0,Offensive rebound by K. Faried,,62,67
228,3,10:31.0,T. Lawson misses 2-pt jump shot from 7 ft,,62,67
229,3,10:30.0,,Defensive rebound by T. Splitter,62,67
230,3,10:26.0,,Turnover by K. Leonard (offensive foul),62,67
231,3,10:26.0,Offensive charge foul by K. Leonard (drawn by D. Gallinari),,62,67
232,3,10:08.0,R. Foye misses 2-pt layup from 1 ft,,62,67
233,3,10:07.0,,Defensive rebound by K. Leonard,62,67
234,3,10:00.0,,Turnover by K. Leonard (bad pass; steal by D. Gallinari),62,67
235,3,9:55.0,D. Gallinari makes 2-pt layup from 1 ft,,64,67
236,3,9:55.0,,San Antonio full timeout,64,67
237,3,9:33.0,,D. Green makes 2-pt jump shot from 11 ft (assist by T. Parker),64,69
238,3,9:13.0,W. Chandler makes 2-pt jump shot from 15 ft,,66,69
239,3,9:02.0,,T. Splitter makes 2-pt dunk at rim (assist by T. Parker),66,71
240,3,8:43.0,Turnover by W. Chandler (bad pass; steal by T. Parker),,66,71
241,3,8:37.0,,K. Leonard makes 2-pt dunk at rim (assist by T. Parker),66,73
242,3,8:10.0,R. Foye makes 3-pt jump shot from 23 ft (assist by T. Lawson),,69,73
243,3,8:03.0,,Personal foul by D. Gallinari (drawn by T. Duncan),69,73
244,3,7:50.0,,K. Leonard misses 2-pt jump shot from 9 ft,69,73
245,3,7:50.0,Defensive rebound by W. Chandler,,69,73
246,3,7:50.0,Personal foul by T. Duncan (drawn by W. Chandler),,69,73
247,3,7:50.0,,B. Diaw enters the game for T. Splitter,69,73
248,3,7:37.0,W. Chandler misses 2-pt jump shot from 18 ft,,69,73
249,3,7:36.0,,Defensive rebound by K. Leonard,69,73
250,3,7:23.0,,D. Green misses 3-pt jump shot from 22 ft,69,73
251,3,7:21.0,Defensive rebound by K. Faried,,69,73
252,3,7:16.0,Shooting foul by B. Diaw (drawn by K. Faried),,69,73
253,3,7:16.0,K. Faried makes free throw 1 of 2,,70,73
254,3,7:16.0,,T. Splitter enters the game for T. Duncan,70,73
255,3,7:16.0,K. Faried misses free throw 2 of 2,,70,73
256,3,7:15.0,,Defensive rebound by K. Leonard,70,73
257,3,7:04.0,,B. Diaw makes 2-pt layup at rim (assist by D. Green),70,75
258,3,7:04.0,,Shooting foul by D. Gallinari (drawn by B. Diaw),70,75
259,3,7:04.0,,B. Diaw makes free throw 1 of 1,70,76
260,3,6:55.0,Shooting foul by T. Splitter (drawn by K. Faried),,70,76
261,3,6:55.0,K. Faried misses free throw 1 of 2,,70,76
262,3,6:55.0,Offensive rebound by Team,,70,76
263,3,6:55.0,K. Faried misses free throw 2 of 2,,70,76
264,3,6:53.0,,Defensive rebound by K. Leonard,70,76
265,3,6:31.0,,B. Diaw misses 3-pt jump shot from 27 ft,70,76
266,3,6:29.0,,Offensive rebound by T. Splitter,70,76
267,3,6:29.0,,Personal foul by R. Foye (drawn by T. Splitter),70,76
268,3,6:29.0,W. Barton enters the game for R. Foye,,70,76
269,3,6:21.0,,T. Parker makes 2-pt layup at rim,70,78
270,3,6:09.0,T. Lawson misses 3-pt jump shot from 25 ft,,70,78
271,3,6:08.0,,Defensive rebound by T. Splitter,70,78
272,3,5:53.0,,T. Parker misses 2-pt jump shot from 4 ft (block by W. Barton),70,78
273,3,5:52.0,Defensive rebound by W. Barton,,70,78
274,3,5:48.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by T. Lawson),,73,78
275,3,5:32.0,,D. Green misses 3-pt jump shot from 24 ft,73,78
276,3,5:31.0,Defensive rebound by D. Gallinari,,73,78
277,3,5:22.0,Personal block foul by T. Parker (drawn by W. Chandler),,73,78
278,3,5:22.0,W. Chandler makes free throw 1 of 2,,74,78
279,3,5:22.0,W. Chandler makes free throw 2 of 2,,75,78
280,3,5:08.0,,D. Green makes 3-pt jump shot from 25 ft (assist by T. Parker),75,81
281,3,4:49.0,W. Barton misses 2-pt jump shot from 6 ft,,75,81
282,3,4:48.0,,Defensive rebound by T. Splitter,75,81
283,3,4:42.0,,Personal foul by W. Barton (drawn by K. Leonard),75,81
284,3,4:42.0,,A. Baynes enters the game for T. Splitter,75,81
285,3,4:42.0,J. Hickson enters the game for K. Faried,,75,81
286,3,4:42.0,J. Nelson enters the game for T. Lawson,,75,81
287,3,4:42.0,,M. Ginóbili enters the game for D. Green,75,81
288,3,4:42.0,D. Arthur enters the game for W. Chandler,,75,81
289,3,4:39.0,,A. Baynes misses 2-pt layup at rim (block by J. Nelson),75,81
290,3,4:38.0,,Offensive rebound by Team,75,81
291,3,4:31.0,,B. Diaw makes 2-pt jump shot from 13 ft,75,83
292,3,4:07.0,W. Barton misses 3-pt jump shot from 24 ft,,75,83
293,3,4:06.0,,Defensive rebound by A. Baynes,75,83
294,3,4:00.0,,K. Leonard makes 2-pt jump shot from 17 ft (assist by M. Ginóbili),75,85
295,3,3:58.0,Denver full timeout,,75,85
296,3,3:39.0,D. Arthur misses 2-pt jump shot from 15 ft,,75,85
297,3,3:38.0,,Defensive rebound by T. Parker,75,85
298,3,3:21.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,75,85
299,3,3:21.0,Defensive rebound by Team,,75,85
300,3,3:08.0,W. Barton makes 2-pt layup at rim,,77,85
301,3,2:51.0,,K. Leonard misses 3-pt jump shot from 23 ft,77,85
302,3,2:49.0,,Offensive rebound by M. Ginóbili,77,85
303,3,2:47.0,,Turnover by M. Ginóbili (bad pass; steal by J. Hickson),77,85
304,3,2:42.0,Turnover by W. Barton (lost ball),,77,85
305,3,2:18.0,,K. Leonard misses 3-pt jump shot from 23 ft,77,85
306,3,2:16.0,Defensive rebound by J. Hickson,,77,85
307,3,2:09.0,Shooting block foul by A. Baynes (drawn by J. Hickson),,77,85
308,3,2:09.0,J. Hickson misses free throw 1 of 2,,77,85
309,3,2:09.0,Offensive rebound by Team,,77,85
310,3,2:09.0,W. Chandler enters the game for D. Gallinari,,77,85
311,3,2:09.0,,D. Green enters the game for K. Leonard,77,85
312,3,2:09.0,J. Hickson misses free throw 2 of 2,,77,85
313,3,2:08.0,,Defensive rebound by A. Baynes,77,85
314,3,1:53.0,,Personal foul by W. Chandler (drawn by M. Ginóbili),77,85
315,3,1:53.0,,M. Ginóbili misses free throw 1 of 2,77,85
316,3,1:53.0,,Offensive rebound by Team,77,85
317,3,1:53.0,,M. Ginóbili makes free throw 2 of 2,77,86
318,3,1:40.0,J. Nelson makes 2-pt layup from 2 ft,,79,86
319,3,1:19.0,,Shooting foul by D. Arthur (drawn by A. Baynes),79,86
320,3,1:19.0,,A. Baynes makes free throw 1 of 2,79,87
321,3,1:19.0,,A. Baynes makes free throw 2 of 2,79,88
322,3,0:56.0,J. Nelson makes 2-pt layup from 2 ft,,81,88
323,3,0:42.0,,Shooting foul by W. Barton (drawn by T. Parker),81,88
324,3,0:42.0,,T. Parker makes free throw 1 of 2,81,89
325,3,0:42.0,,T. Parker makes free throw 2 of 2,81,90
326,3,0:28.0,W. Chandler makes 2-pt jump shot from 15 ft (assist by W. Barton),,83,90
327,3,0:06.0,,T. Parker misses 2-pt layup at rim,83,90
328,3,0:04.0,Defensive rebound by W. Barton,,83,90
329,3,0:00.0,W. Barton misses 2-pt jump shot from 9 ft,,83,90
330,3,0:00.0,Offensive rebound by Team,,83,90
331,4,11:46.0,,D. Green misses 3-pt jump shot from 25 ft,83,90
332,4,11:45.0,Defensive rebound by W. Chandler,,83,90
333,4,11:32.0,J. Nelson misses 3-pt jump shot from 24 ft,,83,90
334,4,11:31.0,,Defensive rebound by T. Splitter,83,90
335,4,11:18.0,,C. Joseph makes 2-pt layup at rim (assist by D. Green),83,92
336,4,10:58.0,W. Barton makes 2-pt jump shot from 17 ft,,85,92
337,4,10:39.0,,M. Ginóbili misses 3-pt jump shot from 22 ft,85,92
338,4,10:38.0,Defensive rebound by J. Nelson,,85,92
339,4,10:33.0,Personal foul by C. Joseph (drawn by W. Barton),,85,92
340,4,10:23.0,J. Hickson makes 2-pt layup at rim (assist by J. Nelson),,87,92
341,4,10:07.0,,Shooting foul by J. Nelson (drawn by T. Splitter),87,92
342,4,10:07.0,,T. Splitter makes free throw 1 of 2,87,93
343,4,10:07.0,,K. Leonard enters the game for B. Diaw,87,93
344,4,10:07.0,,T. Splitter makes free throw 2 of 2,87,94
345,4,9:50.0,J. Nelson misses 2-pt jump shot from 19 ft,,87,94
346,4,9:49.0,,Defensive rebound by K. Leonard,87,94
347,4,9:33.0,,Shooting foul by J. Nelson (drawn by C. Joseph),87,94
348,4,9:33.0,,C. Joseph misses free throw 1 of 2,87,94
349,4,9:33.0,,Offensive rebound by Team,87,94
350,4,9:33.0,T. Lawson enters the game for J. Nelson,,87,94
351,4,9:33.0,,C. Joseph makes free throw 2 of 2,87,95
352,4,9:22.0,W. Chandler misses 3-pt jump shot from 25 ft,,87,95
353,4,9:21.0,,Defensive rebound by C. Joseph,87,95
354,4,9:16.0,,D. Green misses 2-pt layup from 2 ft,87,95
355,4,9:14.0,Defensive rebound by W. Chandler,,87,95
356,4,9:13.0,Turnover by W. Chandler (traveling),,87,95
357,4,9:13.0,K. Faried enters the game for D. Arthur,,87,95
358,4,8:59.0,,K. Leonard misses 3-pt jump shot from 22 ft,87,95
359,4,8:58.0,Defensive rebound by J. Hickson,,87,95
360,4,8:51.0,K. Faried makes 2-pt jump shot from 4 ft (assist by T. Lawson),,89,95
361,4,8:32.0,,Personal foul by T. Lawson (drawn by M. Ginóbili),89,95
362,4,8:32.0,Official timeout,,89,95
363,4,8:30.0,,Personal foul by W. Chandler (drawn by M. Ginóbili),89,95
364,4,8:19.0,,T. Splitter misses 2-pt layup from 1 ft (block by J. Hickson),89,95
365,4,8:17.0,Defensive rebound by K. Faried,,89,95
366,4,8:12.0,J. Hickson makes 2-pt dunk at rim (assist by K. Faried),,91,95
367,4,8:02.0,,Shooting foul by J. Hickson (drawn by K. Leonard),91,95
368,4,8:02.0,,K. Leonard makes free throw 1 of 2,91,96
369,4,8:02.0,,T. Parker enters the game for C. Joseph,91,96
370,4,8:02.0,,T. Duncan enters the game for T. Splitter,91,96
371,4,8:02.0,,M. Belinelli enters the game for M. Ginóbili,91,96
372,4,8:02.0,,K. Leonard makes free throw 2 of 2,91,97
373,4,7:48.0,Personal block foul by D. Green (drawn by K. Faried),,91,97
374,4,7:48.0,,A. Baynes enters the game for D. Green,91,97
375,4,7:43.0,Turnover by K. Faried (lost ball; steal by M. Belinelli),,91,97
376,4,7:37.0,,T. Parker makes 2-pt layup at rim,91,99
377,4,7:19.0,T. Lawson makes 2-pt jump shot from 14 ft,,93,99
378,4,7:07.0,,Turnover by T. Parker (bad pass; steal by W. Barton),93,99
379,4,6:58.0,T. Lawson makes 3-pt jump shot from 24 ft,,96,99
380,4,6:58.0,,San Antonio full timeout,96,99
381,4,6:46.0,,Shooting foul by W. Chandler (drawn by K. Leonard),96,99
382,4,6:46.0,,K. Leonard makes free throw 1 of 2,96,100
383,4,6:46.0,,K. Leonard makes free throw 2 of 2,96,101
384,4,6:25.0,T. Lawson makes 2-pt layup from 1 ft,,98,101
385,4,6:10.0,,Shooting foul by T. Lawson (drawn by T. Parker),98,101
386,4,6:10.0,,T. Parker makes free throw 1 of 2,98,102
