,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,HOUSTON_ACTION,SAN ANTONIO_SCORE,HOUSTON_SCORE
386,4,8:05.0,Turnover by T. Duncan (offensive foul),,89,85
387,4,8:05.0,D. Green enters the game for M. Belinelli,,89,85
388,4,8:05.0,,J. Harden enters the game for D. Howard,89,85
389,4,7:57.0,,Turnover by P. Prigioni (bad pass; steal by P. Mills),89,85
390,4,7:55.0,Offensive foul by P. Mills (drawn by C. Brewer),,89,85
391,4,7:55.0,Turnover by P. Mills (offensive foul),,89,85
392,4,7:53.0,,Personal take foul by B. Diaw (drawn by J. Smith),89,85
393,4,7:53.0,,J. Smith makes free throw 1 of 2,89,86
394,4,7:53.0,,J. Smith makes free throw 2 of 2,89,87
395,4,7:36.0,B. Diaw makes 2-pt layup from 1 ft (assist by P. Mills),,91,87
396,4,7:28.0,,Personal take foul by D. Green (drawn by J. Smith),91,87
397,4,7:28.0,,J. Smith makes free throw 1 of 2,91,88
398,4,7:28.0,,J. Smith makes free throw 2 of 2,91,89
399,4,7:19.0,Personal foul by P. Prigioni (drawn by P. Mills),,91,89
400,4,7:19.0,P. Mills makes free throw 1 of 2,,92,89
401,4,7:19.0,P. Mills misses free throw 2 of 2,,92,89
402,4,7:19.0,,Defensive rebound by J. Harden,92,89
403,4,7:18.0,Loose ball foul by B. Diaw (drawn by J. Smith),,92,89
404,4,7:18.0,,J. Smith misses free throw 1 of 2,92,89
405,4,7:18.0,,Offensive rebound by Team,92,89
406,4,7:18.0,,J. Smith makes free throw 2 of 2,92,90
407,4,7:08.0,Turnover by P. Mills (lost ball; steal by P. Prigioni),,92,90
408,4,7:03.0,,J. Smith makes 2-pt dunk at rim (assist by P. Prigioni),92,92
409,4,6:52.0,D. Green misses 3-pt jump shot from 23 ft,,92,92
410,4,6:50.0,,Defensive rebound by J. Smith,92,92
411,4,6:46.0,,C. Brewer misses 2-pt jump shot from 4 ft,92,92
412,4,6:44.0,Defensive rebound by P. Mills,,92,92
413,4,6:39.0,T. Duncan makes 2-pt dunk at rim (assist by K. Leonard),,94,92
414,4,6:34.0,,Personal take foul by P. Mills (drawn by J. Smith),94,92
415,4,6:34.0,,J. Smith misses free throw 1 of 2,94,92
416,4,6:34.0,,Offensive rebound by Team,94,92
417,4,6:34.0,T. Parker enters the game for P. Mills,,94,92
418,4,6:34.0,,J. Terry enters the game for P. Prigioni,94,92
419,4,6:34.0,,J. Smith makes free throw 2 of 2,94,93
420,4,6:15.0,B. Diaw misses 2-pt jump shot from 5 ft,,94,93
421,4,6:14.0,,Defensive rebound by T. Ariza,94,93
422,4,6:12.0,,Personal take foul by D. Green (drawn by J. Smith),94,93
423,4,6:12.0,,J. Smith misses free throw 1 of 2,94,93
424,4,6:12.0,,Offensive rebound by Team,94,93
425,4,6:12.0,,J. Smith misses free throw 2 of 2,94,93
426,4,6:12.0,Defensive rebound by K. Leonard,,94,93
427,4,5:52.0,K. Leonard makes 2-pt jump shot from 21 ft (assist by D. Green),,96,93
428,4,5:42.0,,Personal take foul by D. Green (drawn by J. Smith),96,93
