,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MIAMI_ACTION,HOUSTON_SCORE,MIAMI_SCORE
391,4,5:38.0,,D. Wade misses 2-pt jump shot from 16 ft,93,86
392,4,5:37.0,Defensive rebound by D. Howard,,93,86
393,4,5:21.0,J. Harden misses 2-pt layup at rim,,93,86
394,4,5:20.0,Offensive rebound by J. Harden,,93,86
395,4,5:19.0,J. Harden makes 2-pt tip-in at rim,,95,86
396,4,5:19.0,,Miami full timeout,95,86
397,4,5:06.0,,M. Chalmers misses 2-pt layup from 2 ft,95,86
398,4,5:05.0,Defensive rebound by J. Harden,,95,86
399,4,4:42.0,T. Ariza makes 3-pt jump shot from 23 ft,,98,86
400,4,4:20.0,,M. Chalmers misses 3-pt jump shot from 24 ft,98,86
401,4,4:19.0,Defensive rebound by K. Papanikolaou,,98,86
402,4,3:54.0,D. Howard misses 2-pt hook shot from 5 ft,,98,86
403,4,3:53.0,,Defensive rebound by S. Napier,98,86
404,4,3:49.0,,S. Napier misses 2-pt hook shot from 4 ft (block by J. Harden),98,86
405,4,3:48.0,Defensive rebound by J. Harden,,98,86
406,4,3:44.0,P. Beverley makes 2-pt layup from 1 ft (assist by J. Harden),,100,86
407,4,3:43.0,,Miami full timeout,100,86
408,4,3:31.0,,Turnover by D. Wade (lost ball; steal by T. Ariza),100,86
409,4,3:25.0,T. Ariza makes 3-pt jump shot from 24 ft,,103,86
410,4,3:04.0,,Shooting foul by D. Howard (drawn by C. Bosh),103,86
411,4,3:04.0,,C. Bosh makes free throw 1 of 2,103,87
412,4,3:04.0,,J. Ennis enters the game for D. Wade,103,87
413,4,3:04.0,,C. Bosh misses free throw 2 of 2,103,87
414,4,3:03.0,Defensive rebound by J. Harden,,103,87
415,4,2:42.0,K. Papanikolaou misses 3-pt jump shot from 26 ft,,103,87
416,4,2:41.0,,Defensive rebound by Team,103,87
417,4,2:41.0,,S. Williams enters the game for C. Bosh,103,87
418,4,2:26.0,,M. Chalmers misses 3-pt jump shot from 23 ft,103,87
419,4,2:25.0,Defensive rebound by D. Howard,,103,87
420,4,2:06.0,Turnover by J. Harden (bad pass),,103,87
421,4,2:06.0,,A. Dawkins enters the game for M. Chalmers,103,87
422,4,1:52.0,,J. Ennis misses 2-pt layup from 1 ft,103,87
423,4,1:51.0,Defensive rebound by T. Ariza,,103,87
424,4,1:27.0,K. Papanikolaou makes 3-pt jump shot from 24 ft (assist by J. Harden),,106,87
425,4,1:14.0,,S. Williams makes 2-pt jump shot from 20 ft,106,89
426,4,0:55.0,T. Ariza misses 3-pt jump shot from 24 ft,,106,89
427,4,0:54.0,Offensive rebound by P. Beverley,,106,89
428,4,0:46.0,D. Howard makes 2-pt layup at rim (assist by T. Ariza),,108,89
429,4,0:35.0,,A. Dawkins misses 3-pt jump shot from 24 ft,108,89
430,4,0:34.0,Defensive rebound by P. Beverley,,108,89
431,4,0:23.0,P. Beverley misses 3-pt jump shot from 23 ft,,108,89
432,4,0:22.0,,Defensive rebound by S. Williams,108,89
433,4,0:22.0,,Personal foul by J. Harden (drawn by S. Williams),108,89
434,4,0:22.0,,S. Williams makes free throw 1 of 2,108,90
435,4,0:22.0,D. Motiejūnas enters the game for T. Ariza,,108,90
436,4,0:22.0,I. Canaan enters the game for D. Howard,,108,90
437,4,0:22.0,T. Daniels enters the game for J. Harden,,108,90
438,4,0:22.0,J. Terry enters the game for P. Beverley,,108,90
439,4,0:22.0,,S. Williams makes free throw 2 of 2,108,91
