,QUARTER,TIME_REMAINING,DALLAS_ACTION,NEW YORK_ACTION,DALLAS_SCORE,NEW YORK_SCORE
84,1,0:24.0,,Offensive rebound by A. Stoudemire,36,22
85,1,0:24.0,,A. Stoudemire misses 2-pt tip-in from 2 ft,36,22
86,1,0:23.0,,Offensive rebound by Team,36,22
87,1,0:23.0,A. Aminu enters the game for C. Parsons,,36,22
88,1,0:23.0,,T. Hardaway enters the game for J. Smith,36,22
89,1,0:23.0,J. Crowder enters the game for M. Ellis,,36,22
90,1,0:03.0,,T. Hardaway makes 2-pt layup from 1 ft,36,24
91,2,11:50.0,Personal foul by C. Anthony (drawn by D. Harris),,36,24
92,2,11:50.0,T. Chandler enters the game for B. Wright,,36,24
93,2,11:48.0,Turnover by A. Aminu (lost ball; steal by S. Larkin),,36,24
94,2,11:42.0,,S. Larkin makes 2-pt layup at rim,36,26
95,2,11:35.0,Personal foul by S. Larkin (drawn by J. Barea),,36,26
96,2,11:20.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,36,26
97,2,11:19.0,Offensive rebound by A. Aminu,,36,26
98,2,11:19.0,A. Aminu misses 2-pt tip-in from 2 ft,,36,26
99,2,11:18.0,Offensive rebound by A. Aminu,,36,26
100,2,11:16.0,Turnover by A. Aminu (lost ball; steal by P. Prigioni),,36,26
101,2,11:08.0,,Shooting foul by A. Aminu (drawn by T. Hardaway),36,26
102,2,11:08.0,,T. Hardaway makes free throw 1 of 2,36,27
103,2,11:08.0,,T. Hardaway makes free throw 2 of 2,36,28
104,2,10:54.0,Turnover by D. Harris (lost ball; steal by P. Prigioni),,36,28
105,2,10:49.0,,T. Hardaway makes 2-pt dunk at rim (assist by P. Prigioni),36,30
106,2,10:37.0,A. Aminu misses 3-pt jump shot from 22 ft,,36,30
107,2,10:36.0,,Defensive rebound by A. Stoudemire,36,30
108,2,10:20.0,,C. Anthony makes 2-pt layup from 1 ft,36,32
109,2,10:19.0,Dallas full timeout,,36,32
110,2,10:02.0,Turnover by D. Nowitzki (lost ball),,36,32
111,2,9:46.0,,T. Hardaway misses 3-pt jump shot from 23 ft,36,32
112,2,9:45.0,,Offensive rebound by S. Larkin,36,32
113,2,9:45.0,,S. Larkin misses 2-pt tip-in from 2 ft,36,32
114,2,9:44.0,Defensive rebound by T. Chandler,,36,32
115,2,9:32.0,J. Barea makes 2-pt jump shot from 4 ft,,38,32
116,2,9:18.0,,Shooting foul by T. Chandler (drawn by A. Stoudemire),38,32
117,2,9:18.0,,A. Stoudemire makes free throw 1 of 2,38,33
118,2,9:18.0,J. Nelson enters the game for J. Barea,,38,33
119,2,9:18.0,B. Wright enters the game for T. Chandler,,38,33
120,2,9:18.0,,A. Stoudemire makes free throw 2 of 2,38,34
121,2,9:10.0,Personal foul by A. Stoudemire (drawn by D. Harris),,38,34
122,2,9:01.0,J. Nelson misses 3-pt jump shot from 24 ft,,38,34
123,2,9:00.0,,Defensive rebound by Team,38,34
124,2,8:52.0,,T. Hardaway misses 2-pt layup from 1 ft,38,34
125,2,8:51.0,Defensive rebound by D. Nowitzki,,38,34
126,2,8:34.0,B. Wright makes 2-pt layup from 1 ft (assist by D. Nowitzki),,40,34
127,2,8:23.0,,Turnover by C. Anthony (lost ball; steal by A. Aminu),40,34
128,2,8:14.0,A. Aminu makes 2-pt layup at rim,,42,34
129,2,8:10.0,,New York full timeout,42,34
130,2,8:10.0,T. Chandler enters the game for D. Nowitzki,,42,34
131,2,8:10.0,C. Parsons enters the game for D. Harris,,42,34
132,2,8:10.0,M. Ellis enters the game for B. Wright,,42,34
133,2,8:10.0,,S. Dalembert enters the game for A. Stoudemire,42,34
134,2,8:10.0,,J. Calderón enters the game for S. Larkin,42,34
135,2,8:10.0,,J. Smith enters the game for P. Prigioni,42,34
136,2,7:59.0,,C. Anthony misses 2-pt jump shot from 11 ft,42,34
137,2,7:58.0,Defensive rebound by C. Parsons,,42,34
138,2,7:39.0,C. Parsons misses 2-pt layup at rim,,42,34
139,2,7:38.0,Offensive rebound by Team,,42,34
140,2,7:32.0,C. Parsons misses 3-pt jump shot from 22 ft,,42,34
141,2,7:31.0,,Defensive rebound by J. Calderón,42,34
142,2,7:08.0,,T. Hardaway misses 3-pt jump shot from 24 ft,42,34
143,2,7:07.0,,Offensive rebound by J. Smith,42,34
144,2,6:59.0,,T. Hardaway misses 2-pt layup from 1 ft,42,34
145,2,6:58.0,Defensive rebound by C. Parsons,,42,34
146,2,6:50.0,M. Ellis misses 2-pt jump shot from 20 ft,,42,34
147,2,6:49.0,,Defensive rebound by J. Smith,42,34
148,2,6:41.0,,C. Anthony misses 3-pt jump shot from 25 ft,42,34
149,2,6:40.0,Defensive rebound by J. Nelson,,42,34
150,2,6:34.0,C. Parsons misses 3-pt jump shot from 23 ft,,42,34
151,2,6:33.0,,Defensive rebound by S. Dalembert,42,34
152,2,6:32.0,,Personal foul by T. Chandler (drawn by S. Dalembert),42,34
153,2,6:17.0,,Personal foul by J. Nelson (drawn by J. Calderón),42,34
154,2,6:17.0,B. Wright enters the game for T. Chandler,,42,34
155,2,6:17.0,R. Jefferson enters the game for A. Aminu,,42,34
156,2,6:10.0,,Turnover by J. Smith (lost ball; steal by R. Jefferson),42,34
157,2,6:04.0,C. Parsons misses 2-pt jump shot from 15 ft,,42,34
158,2,6:03.0,,Defensive rebound by J. Smith,42,34
159,2,5:53.0,,C. Anthony misses 2-pt jump shot from 12 ft,42,34
160,2,5:51.0,,Offensive rebound by S. Dalembert,42,34
161,2,5:50.0,,Turnover by S. Dalembert (lost ball; steal by C. Parsons),42,34
162,2,5:45.0,C. Parsons makes 2-pt layup from 2 ft,,44,34
163,2,5:25.0,,C. Anthony makes 2-pt layup from 1 ft,44,36
164,2,5:07.0,R. Jefferson makes 3-pt jump shot from 22 ft (assist by J. Nelson),,47,36
165,2,4:51.0,,Turnover by J. Smith (lost ball; steal by M. Ellis),47,36
166,2,4:47.0,M. Ellis misses 2-pt layup from 1 ft (block by C. Anthony),,47,36
167,2,4:46.0,Offensive rebound by Team,,47,36
168,2,4:33.0,Personal foul by T. Hardaway (drawn by M. Ellis),,47,36
169,2,4:33.0,,A. Stoudemire enters the game for S. Dalembert,47,36
170,2,4:33.0,,Q. Acy enters the game for J. Smith,47,36
171,2,4:22.0,Turnover by J. Nelson (bad pass),,47,36
172,2,4:03.0,,T. Hardaway misses 2-pt jump shot from 21 ft,47,36
173,2,4:01.0,Defensive rebound by Team,,47,36
174,2,3:48.0,B. Wright misses 2-pt hook shot from 4 ft,,47,36
175,2,3:47.0,Offensive rebound by J. Nelson,,47,36
176,2,3:39.0,C. Parsons misses 2-pt layup from 1 ft (block by A. Stoudemire),,47,36
177,2,3:38.0,,Defensive rebound by T. Hardaway,47,36
178,2,3:34.0,,Shooting foul by R. Jefferson (drawn by T. Hardaway),47,36
179,2,3:34.0,,T. Hardaway makes free throw 1 of 2,47,37
180,2,3:34.0,D. Nowitzki enters the game for C. Parsons,,47,37
181,2,3:34.0,T. Chandler enters the game for B. Wright,,47,37
182,2,3:34.0,,T. Hardaway makes free throw 2 of 2,47,38
183,2,3:21.0,M. Ellis makes 2-pt jump shot from 5 ft,,49,38
184,2,3:06.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by A. Stoudemire),49,40
185,2,2:58.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,49,40
186,2,2:56.0,,Defensive rebound by T. Hardaway,49,40
187,2,2:38.0,,A. Stoudemire makes 2-pt jump shot from 3 ft,49,42
188,2,2:37.0,Dallas full timeout,,49,42
189,2,2:37.0,Official timeout,,49,42
190,2,2:37.0,,S. Larkin enters the game for Q. Acy,49,42
191,2,2:18.0,J. Nelson makes 3-pt jump shot from 23 ft (assist by M. Ellis),,52,42
192,2,2:00.0,,C. Anthony misses 2-pt jump shot from 19 ft,52,42
193,2,1:59.0,Defensive rebound by T. Chandler,,52,42
194,2,1:53.0,Turnover by J. Nelson (lost ball),,52,42
195,2,1:39.0,,A. Stoudemire makes 2-pt layup from 1 ft (assist by C. Anthony),52,44
196,2,1:30.0,T. Chandler misses 2-pt layup from 3 ft,,52,44
197,2,1:29.0,,Defensive rebound by S. Larkin,52,44
198,2,1:10.0,,A. Stoudemire misses 2-pt hook shot from 3 ft,52,44
199,2,1:09.0,Defensive rebound by D. Nowitzki,,52,44
200,2,0:56.0,M. Ellis misses 3-pt jump shot from 24 ft,,52,44
201,2,0:54.0,Offensive rebound by T. Chandler,,52,44
202,2,0:52.0,M. Ellis makes 2-pt layup from 1 ft (assist by T. Chandler),,54,44
203,2,0:36.0,,C. Anthony misses 2-pt jump shot from 16 ft,54,44
204,2,0:35.0,Defensive rebound by D. Nowitzki,,54,44
205,2,0:15.0,R. Jefferson misses 3-pt jump shot from 24 ft,,54,44
206,2,0:14.0,Offensive rebound by T. Chandler,,54,44
207,2,0:01.0,M. Ellis misses 2-pt layup from 1 ft (block by A. Stoudemire),,54,44
208,2,0:00.0,Offensive rebound by Team,,54,44
209,3,11:43.0,M. Ellis misses 2-pt jump shot from 18 ft,,54,44
210,3,11:42.0,Offensive rebound by T. Chandler,,54,44
211,3,11:37.0,D. Nowitzki misses 3-pt jump shot from 23 ft,,54,44
212,3,11:36.0,,Defensive rebound by J. Calderón,54,44
213,3,11:15.0,,A. Stoudemire makes 2-pt hook shot from 4 ft (assist by J. Calderón),54,46
214,3,11:03.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,54,46
215,3,11:02.0,,Defensive rebound by A. Stoudemire,54,46
216,3,10:48.0,,C. Anthony misses 2-pt jump shot from 10 ft,54,46
217,3,10:47.0,Defensive rebound by D. Nowitzki,,54,46
218,3,10:38.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,54,46
219,3,10:36.0,,Defensive rebound by Team,54,46
220,3,10:21.0,,T. Hardaway misses 3-pt jump shot from 25 ft,54,46
221,3,10:20.0,,Offensive rebound by C. Anthony,54,46
222,3,10:18.0,,Shooting foul by C. Parsons (drawn by C. Anthony),54,46
223,3,10:18.0,,C. Anthony makes free throw 1 of 2,54,47
224,3,10:18.0,,C. Anthony misses free throw 2 of 2,54,47
225,3,10:18.0,Defensive rebound by T. Chandler,,54,47
226,3,10:08.0,Personal foul by A. Stoudemire (drawn by C. Parsons),,54,47
227,3,9:58.0,M. Ellis misses 2-pt jump shot from 3 ft,,54,47
228,3,9:57.0,,Defensive rebound by J. Calderón,54,47
229,3,9:50.0,,Personal foul by D. Nowitzki (drawn by A. Stoudemire),54,47
230,3,9:39.0,,C. Anthony misses 3-pt jump shot from 25 ft,54,47
231,3,9:38.0,Defensive rebound by D. Nowitzki,,54,47
232,3,9:28.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by M. Ellis),,57,47
233,3,9:03.0,,S. Larkin makes 3-pt jump shot from 26 ft (assist by C. Anthony),57,50
234,3,8:45.0,M. Ellis makes 2-pt jump shot from 16 ft,,59,50
235,3,8:32.0,,T. Hardaway misses 2-pt jump shot from 19 ft,59,50
236,3,8:31.0,,Offensive rebound by C. Anthony,59,50
237,3,8:27.0,,C. Anthony makes 2-pt layup from 1 ft,59,52
238,3,8:08.0,M. Ellis misses 3-pt jump shot from 25 ft,,59,52
239,3,8:07.0,,Defensive rebound by T. Hardaway,59,52
240,3,7:53.0,,S. Larkin misses 2-pt layup from 1 ft,59,52
241,3,7:52.0,Defensive rebound by T. Chandler,,59,52
242,3,7:46.0,T. Chandler makes 2-pt dunk at rim (assist by C. Parsons),,61,52
243,3,7:45.0,,New York full timeout,61,52
244,3,7:45.0,A. Aminu enters the game for D. Nowitzki,,61,52
245,3,7:23.0,,A. Stoudemire misses 2-pt jump shot from 14 ft,61,52
246,3,7:22.0,Defensive rebound by T. Chandler,,61,52
247,3,7:05.0,C. Parsons misses 3-pt jump shot from 25 ft,,61,52
248,3,7:04.0,,Defensive rebound by C. Anthony,61,52
249,3,6:56.0,,C. Anthony makes 2-pt jump shot from 20 ft,61,54
250,3,6:40.0,M. Ellis misses 2-pt layup from 1 ft,,61,54
251,3,6:39.0,Offensive rebound by Team,,61,54
252,3,6:39.0,,Loose ball foul by A. Stoudemire (drawn by M. Ellis),61,54
253,3,6:19.0,A. Aminu makes 3-pt jump shot from 22 ft (assist by M. Ellis),,64,54
254,3,5:54.0,,J. Calderón misses 3-pt jump shot from 22 ft,64,54
255,3,5:53.0,Defensive rebound by T. Chandler,,64,54
256,3,5:45.0,M. Ellis makes 2-pt layup at rim,,66,54
257,3,5:22.0,,J. Calderón makes 3-pt jump shot from 24 ft (assist by A. Stoudemire),66,57
258,3,5:11.0,Personal foul by S. Larkin (drawn by C. Parsons),,66,57
259,3,5:11.0,,P. Prigioni enters the game for T. Hardaway,66,57
260,3,5:11.0,,J. Smith enters the game for A. Stoudemire,66,57
261,3,4:58.0,M. Ellis makes 2-pt jump shot from 20 ft,,68,57
262,3,4:43.0,,C. Anthony makes 2-pt jump shot from 10 ft (assist by S. Larkin),68,59
263,3,4:33.0,C. Parsons makes 3-pt jump shot from 24 ft (assist by J. Nelson),,71,59
264,3,4:21.0,,Shooting foul by A. Aminu (drawn by C. Anthony),71,59
265,3,4:21.0,,C. Anthony misses free throw 1 of 2,71,59
266,3,4:21.0,,Offensive rebound by Team,71,59
267,3,4:21.0,D. Nowitzki enters the game for C. Parsons,,71,59
268,3,4:21.0,B. Wright enters the game for T. Chandler,,71,59
269,3,4:21.0,D. Harris enters the game for J. Nelson,,71,59
270,3,4:21.0,,C. Anthony makes free throw 2 of 2,71,60
271,3,4:14.0,Turnover by M. Ellis (lost ball; steal by S. Larkin),,71,60
272,3,4:13.0,,Personal foul by M. Ellis (drawn by S. Larkin),71,60
273,3,3:58.0,,J. Smith makes 2-pt jump shot from 15 ft (assist by P. Prigioni),71,62
274,3,3:49.0,Turnover by M. Ellis (lost ball; steal by C. Anthony),,71,62
275,3,3:43.0,,J. Calderón misses 3-pt jump shot from 29 ft,71,62
276,3,3:42.0,Defensive rebound by D. Harris,,71,62
277,3,3:29.0,D. Harris makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),,74,62
278,3,3:17.0,,C. Anthony makes 2-pt jump shot from 13 ft,74,64
279,3,3:08.0,Dallas full timeout,,74,64
280,3,3:08.0,,Q. Acy enters the game for S. Larkin,74,64
281,3,2:50.0,A. Aminu makes 2-pt layup at rim (assist by D. Nowitzki),,76,64
282,3,2:36.0,,C. Anthony makes 2-pt jump shot from 16 ft (assist by P. Prigioni),76,66
283,3,2:25.0,Turnover by D. Harris (bad pass),,76,66
284,3,2:25.0,J. Barea enters the game for M. Ellis,,76,66
285,3,2:05.0,,J. Calderón misses 3-pt jump shot from 25 ft,76,66
286,3,2:04.0,,Offensive rebound by Q. Acy,76,66
287,3,2:01.0,,Turnover by Q. Acy (lost ball; steal by D. Nowitzki),76,66
288,3,1:45.0,J. Barea makes 2-pt layup at rim (assist by D. Nowitzki),,78,66
289,3,1:22.0,,C. Anthony misses 2-pt jump shot from 22 ft,78,66
290,3,1:21.0,Defensive rebound by D. Harris,,78,66
291,3,1:15.0,Shooting foul by P. Prigioni (drawn by D. Nowitzki),,78,66
292,3,1:15.0,D. Nowitzki makes free throw 1 of 3,,79,66
293,3,1:15.0,D. Nowitzki makes free throw 2 of 3,,80,66
294,3,1:15.0,D. Nowitzki makes free throw 3 of 3,,81,66
295,3,1:03.0,,J. Calderón misses 3-pt jump shot from 25 ft,81,66
296,3,1:02.0,Defensive rebound by Team,,81,66
297,3,0:53.0,J. Barea misses 2-pt jump shot from 10 ft,,81,66
298,3,0:52.0,,Defensive rebound by J. Calderón,81,66
299,3,0:35.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by P. Prigioni),81,68
300,3,0:20.0,Turnover by D. Nowitzki (lost ball; steal by C. Anthony),,81,68
301,3,0:01.0,,P. Prigioni misses 3-pt jump shot from 23 ft,81,68
302,3,0:00.0,,Offensive rebound by Team,81,68
303,4,11:40.0,,T. Hardaway misses 3-pt jump shot from 23 ft,81,68
304,4,11:39.0,,Offensive rebound by J. Smith,81,68
305,4,11:20.0,,J. Smith misses 2-pt jump shot from 14 ft,81,68
306,4,11:19.0,,Offensive rebound by Team,81,68
307,4,11:09.0,,Q. Acy makes 2-pt jump shot from 12 ft (assist by P. Prigioni),81,70
308,4,10:56.0,A. Aminu misses 3-pt jump shot from 24 ft,,81,70
309,4,10:55.0,Offensive rebound by J. Barea,,81,70
310,4,10:42.0,R. Jefferson misses 3-pt jump shot from 25 ft,,81,70
311,4,10:41.0,,Defensive rebound by Q. Acy,81,70
312,4,10:25.0,,J. Smith misses 2-pt hook shot from 5 ft (block by B. Wright),81,70
313,4,10:24.0,Defensive rebound by D. Harris,,81,70
314,4,10:19.0,B. Wright makes 2-pt dunk at rim (assist by D. Harris),,83,70
315,4,10:18.0,Violation by Team (delay of game),,83,70
316,4,10:01.0,,P. Prigioni makes 3-pt jump shot from 27 ft (assist by S. Larkin),83,73
317,4,9:45.0,R. Jefferson misses 2-pt layup from 2 ft,,83,73
318,4,9:44.0,Offensive rebound by R. Jefferson,,83,73
319,4,9:42.0,J. Barea makes 3-pt jump shot from 24 ft (assist by R. Jefferson),,86,73
320,4,9:41.0,,New York full timeout,86,73
321,4,9:41.0,T. Chandler enters the game for B. Wright,,86,73
322,4,9:41.0,,A. Stoudemire enters the game for J. Smith,86,73
323,4,9:25.0,,T. Hardaway makes 2-pt layup from 2 ft,86,75
324,4,9:17.0,J. Barea makes 3-pt jump shot from 24 ft (assist by D. Harris),,89,75
325,4,9:07.0,,Personal foul by T. Chandler (drawn by P. Prigioni),89,75
326,4,9:07.0,,C. Anthony enters the game for Q. Acy,89,75
327,4,8:58.0,,T. Hardaway misses 3-pt jump shot from 22 ft,89,75
328,4,8:57.0,Defensive rebound by T. Chandler,,89,75
329,4,8:41.0,D. Harris misses 3-pt jump shot from 26 ft,,89,75
330,4,8:40.0,,Defensive rebound by T. Hardaway,89,75
331,4,8:33.0,,Personal foul by A. Aminu (drawn by C. Anthony),89,75
332,4,8:33.0,Official timeout,,89,75
333,4,8:16.0,,Turnover by Team (shot clock),89,75
334,4,7:53.0,D. Harris makes 3-pt jump shot from 25 ft (assist by R. Jefferson),,92,75
335,4,7:34.0,,Personal foul by T. Chandler (drawn by A. Stoudemire),92,75
336,4,7:34.0,M. Ellis enters the game for D. Harris,,92,75
337,4,7:34.0,,J. Calderón enters the game for P. Prigioni,92,75
338,4,7:34.0,B. Wright enters the game for T. Chandler,,92,75
339,4,7:28.0,,Personal foul by B. Wright (drawn by A. Stoudemire),92,75
340,4,7:27.0,,Turnover by T. Hardaway (bad pass; steal by A. Aminu),92,75
341,4,7:14.0,Turnover by B. Wright (lost ball; steal by C. Anthony),,92,75
342,4,6:55.0,,A. Stoudemire misses 2-pt jump shot from 7 ft,92,75
343,4,6:54.0,Defensive rebound by A. Aminu,,92,75
344,4,6:36.0,B. Wright makes 2-pt hook shot from 5 ft (assist by J. Barea),,94,75
345,4,6:19.0,,C. Anthony makes 2-pt jump shot from 16 ft,94,77
346,4,5:54.0,R. Jefferson makes 3-pt jump shot from 24 ft (assist by J. Barea),,97,77
347,4,5:36.0,,C. Anthony misses 2-pt jump shot from 8 ft,97,77
348,4,5:35.0,Defensive rebound by B. Wright,,97,77
349,4,5:26.0,B. Wright makes 2-pt dunk at rim (assist by J. Barea),,99,77
350,4,5:25.0,,New York full timeout,99,77
351,4,5:25.0,J. Crowder enters the game for A. Aminu,,99,77
352,4,5:25.0,,J. Smith enters the game for C. Anthony,99,77
353,4,5:25.0,,P. Prigioni enters the game for A. Stoudemire,99,77
354,4,5:25.0,,T. Wear enters the game for T. Hardaway,99,77
355,4,5:25.0,,Q. Acy enters the game for S. Larkin,99,77
356,4,5:07.0,,T. Wear misses 2-pt jump shot from 14 ft,99,77
357,4,5:06.0,Defensive rebound by R. Jefferson,,99,77
358,4,4:54.0,R. Jefferson makes 2-pt jump shot from 18 ft,,101,77
359,4,4:54.0,Shooting foul by T. Wear (drawn by R. Jefferson),,101,77
360,4,4:54.0,A. Aminu enters the game for M. Ellis,,101,77
361,4,4:54.0,G. Smith enters the game for B. Wright,,101,77
362,4,4:54.0,R. Jefferson makes free throw 1 of 1,,102,77
363,4,4:39.0,,J. Smith misses 2-pt jump shot from 19 ft,102,77
364,4,4:38.0,Defensive rebound by J. Crowder,,102,77
365,4,4:35.0,Turnover by J. Crowder (bad pass; steal by P. Prigioni),,102,77
366,4,4:26.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by P. Prigioni),102,79
367,4,4:05.0,Turnover by A. Aminu (lost ball),,102,79
368,4,4:05.0,C. Villanueva enters the game for R. Jefferson,,102,79
369,4,3:51.0,,Q. Acy misses 2-pt layup from 2 ft (block by A. Aminu),102,79
370,4,3:49.0,,Offensive rebound by P. Prigioni,102,79
371,4,3:38.0,,T. Wear makes 2-pt jump shot from 6 ft (assist by P. Prigioni),102,81
372,4,3:24.0,Personal foul by T. Wear (drawn by A. Aminu),,102,81
373,4,3:15.0,G. Smith makes 2-pt layup from 2 ft (assist by J. Barea),,104,81
374,4,2:56.0,,T. Wear misses 2-pt jump shot from 13 ft,104,81
375,4,2:55.0,Defensive rebound by A. Aminu,,104,81
376,4,2:48.0,Turnover by J. Crowder (bad pass; steal by P. Prigioni),,104,81
