,QUARTER,TIME_REMAINING,HOUSTON_ACTION,INDIANA_ACTION,HOUSTON_SCORE,INDIANA_SCORE
391,4,4:41.0,,R. Hibbert makes 2-pt tip-in at rim,96,84
392,4,4:26.0,Offensive foul by J. Dorsey (drawn by C. Watson),,96,84
393,4,4:26.0,Turnover by J. Dorsey (offensive foul),,96,84
394,4,4:26.0,J. Smith enters the game for J. Dorsey,,96,84
395,4,4:14.0,,Personal foul by P. Prigioni (drawn by D. West),96,84
396,4,4:14.0,,D. West makes free throw 1 of 2,96,85
397,4,4:14.0,,D. West misses free throw 2 of 2,96,85
398,4,4:14.0,Defensive rebound by T. Ariza,,96,85
399,4,3:54.0,Shooting foul by G. Hill (drawn by J. Harden),,96,85
400,4,3:54.0,J. Harden makes free throw 1 of 2,,97,85
401,4,3:54.0,J. Harden makes free throw 2 of 2,,98,85
402,4,3:36.0,,C. Watson makes 3-pt jump shot from 27 ft,98,88
403,4,3:09.0,,Offensive charge foul by J. Harden (drawn by C. Watson),98,88
404,4,3:09.0,Turnover by J. Harden (offensive foul),,98,88
405,4,3:05.0,,Personal foul by D. Motiejūnas (drawn by R. Hibbert),98,88
406,4,3:05.0,,R. Hibbert makes free throw 1 of 2,98,89
407,4,3:05.0,Houston full timeout,,98,89
408,4,3:05.0,,R. Hibbert makes free throw 2 of 2,98,90
409,4,2:40.0,J. Smith makes 3-pt jump shot from 26 ft (assist by J. Harden),,101,90
410,4,2:21.0,,D. West makes 2-pt jump shot from 6 ft,101,92
411,4,2:05.0,Turnover by J. Smith (bad pass),,101,92
412,4,1:55.0,,D. West misses 2-pt jump shot from 18 ft,101,92
413,4,1:54.0,Defensive rebound by T. Ariza,,101,92
414,4,1:38.0,J. Smith misses 3-pt jump shot from 23 ft,,101,92
415,4,1:37.0,,Defensive rebound by C. Miles,101,92
416,4,1:29.0,,C. Miles misses 3-pt jump shot from 25 ft,101,92
417,4,1:28.0,,Offensive rebound by R. Hibbert,101,92
418,4,1:19.0,,C. Watson makes 2-pt jump shot from 21 ft (assist by D. West),101,94
419,4,0:56.0,J. Harden makes 2-pt jump shot from 17 ft,,103,94
420,4,0:56.0,,Indiana full timeout,103,94
421,4,0:56.0,,D. Rudež enters the game for R. Hibbert,103,94
422,4,0:56.0,C. Brewer enters the game for D. Motiejūnas,,103,94
423,4,0:51.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by D. West),103,97
424,4,0:36.0,Personal foul by G. Hill (drawn by J. Harden),,103,97
425,4,0:36.0,J. Harden misses free throw 1 of 2,,103,97
426,4,0:36.0,Offensive rebound by Team,,103,97
427,4,0:36.0,J. Harden makes free throw 2 of 2,,104,97
428,4,0:36.0,,Indiana full timeout,104,97
429,4,0:30.0,,C. Miles misses 3-pt jump shot from 26 ft,104,97
430,4,0:29.0,Defensive rebound by T. Ariza,,104,97
431,4,0:27.0,Personal take foul by G. Hill (drawn by T. Ariza),,104,97
432,4,0:27.0,T. Ariza makes free throw 1 of 2,,105,97
433,4,0:27.0,T. Ariza makes free throw 2 of 2,,106,97
434,4,0:22.0,,C. Watson makes 3-pt jump shot from 27 ft,106,100
435,4,0:21.0,Personal take foul by D. West (drawn by J. Harden),,106,100
436,4,0:21.0,J. Harden makes free throw 1 of 2,,107,100
437,4,0:21.0,J. Harden makes free throw 2 of 2,,108,100
438,4,0:17.0,,C. Miles misses 3-pt jump shot from 29 ft,108,100
439,4,0:14.0,Defensive rebound by Team,,108,100
440,4,0:14.0,Personal take foul by D. Rudež (drawn by C. Brewer),,108,100
441,4,0:14.0,C. Brewer makes free throw 1 of 2,,109,100
442,4,0:14.0,C. Brewer makes free throw 2 of 2,,110,100
443,4,0:09.0,,G. Hill misses 3-pt jump shot from 29 ft,110,100
444,4,0:08.0,Defensive rebound by J. Smith,,110,100
