,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,OKLAHOMA CITY_ACTION,CHARLOTTE_SCORE,OKLAHOMA CITY_SCORE
380,4,9:22.0,,Defensive rebound by K. Perkins,63,87
381,4,9:12.0,,K. Perkins misses 2-pt jump shot from 5 ft,63,87
382,4,9:11.0,Defensive rebound by B. Roberts,,63,87
383,4,9:05.0,Offensive foul by M. Williams (drawn by J. Lamb),,63,87
384,4,9:05.0,Turnover by M. Williams (offensive foul),,63,87
385,4,9:05.0,J. Taylor enters the game for G. Neal,,63,87
386,4,8:44.0,,R. Jackson misses 2-pt jump shot from 16 ft,63,87
387,4,8:43.0,Defensive rebound by M. Williams,,63,87
388,4,8:32.0,P. Hairston misses 3-pt jump shot from 25 ft,,63,87
389,4,8:31.0,Offensive rebound by J. Taylor,,63,87
390,4,8:27.0,B. Roberts misses 3-pt jump shot from 25 ft,,63,87
391,4,8:26.0,,Defensive rebound by A. Morrow,63,87
392,4,8:15.0,,N. Collison misses 3-pt jump shot from 22 ft,63,87
393,4,8:14.0,Defensive rebound by B. Biyombo,,63,87
394,4,8:07.0,J. Maxiell enters the game for M. Williams,,63,87
395,4,8:07.0,Turnover by B. Roberts (lost ball; steal by N. Collison),,63,87
396,4,7:57.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by J. Lamb),63,90
397,4,7:56.0,Charlotte full timeout,,63,90
398,4,7:56.0,,I. Smith enters the game for R. Jackson,63,90
399,4,7:56.0,,G. Jerrett enters the game for N. Collison,63,90
400,4,7:43.0,B. Biyombo misses 2-pt jump shot from 9 ft (block by K. Perkins),,63,90
401,4,7:42.0,,Defensive rebound by A. Morrow,63,90
402,4,7:34.0,,G. Jerrett misses 3-pt jump shot from 24 ft,63,90
403,4,7:33.0,Defensive rebound by B. Biyombo,,63,90
404,4,7:22.0,Turnover by B. Biyombo (bad pass),,63,90
405,4,7:22.0,N. Vonleh enters the game for B. Biyombo,,63,90
406,4,7:14.0,,I. Smith misses 2-pt layup from 1 ft,63,90
407,4,7:13.0,Defensive rebound by N. Vonleh,,63,90
408,4,7:08.0,Personal foul by K. Perkins (drawn by B. Roberts),,63,90
409,4,6:59.0,J. Taylor makes 2-pt layup from 1 ft (assist by J. Maxiell),,65,90
410,4,6:44.0,,I. Smith makes 2-pt layup at rim,65,92
411,4,6:26.0,J. Maxiell misses 2-pt jump shot from 14 ft,,65,92
412,4,6:25.0,Offensive rebound by N. Vonleh,,65,92
413,4,6:19.0,B. Roberts misses 3-pt jump shot from 24 ft,,65,92
414,4,6:18.0,Offensive rebound by J. Taylor,,65,92
415,4,6:10.0,P. Hairston misses 3-pt jump shot from 24 ft,,65,92
416,4,6:09.0,,Defensive rebound by J. Lamb,65,92
417,4,5:51.0,,Shooting foul by J. Taylor (drawn by J. Lamb),65,92
418,4,5:51.0,,J. Lamb makes free throw 1 of 2,65,93
419,4,5:51.0,,J. Lamb makes free throw 2 of 2,65,94
420,4,5:39.0,J. Maxiell misses 2-pt hook shot from 4 ft,,65,94
421,4,5:38.0,,Defensive rebound by K. Perkins,65,94
422,4,5:29.0,,K. Perkins makes 2-pt jump shot from 9 ft (assist by I. Smith),65,96
423,4,5:08.0,N. Vonleh misses 3-pt jump shot from 24 ft,,65,96
424,4,5:07.0,,Defensive rebound by K. Perkins,65,96
425,4,4:56.0,,J. Lamb misses 3-pt jump shot from 25 ft,65,96
426,4,4:55.0,Defensive rebound by J. Maxiell,,65,96
427,4,4:52.0,Personal take foul by A. Morrow (drawn by J. Taylor),,65,96
428,4,4:52.0,,L. Thomas enters the game for K. Perkins,65,96
429,4,4:34.0,B. Roberts makes 2-pt layup from 3 ft,,67,96
430,4,4:18.0,,Turnover by J. Lamb (bad pass; steal by P. Hairston),67,96
431,4,4:05.0,J. Taylor misses 2-pt jump shot from 11 ft,,67,96
432,4,4:05.0,Offensive rebound by Team,,67,96
433,4,3:57.0,Shooting foul by A. Morrow (drawn by J. Taylor),,67,96
434,4,3:57.0,J. Taylor misses free throw 1 of 2,,67,96
435,4,3:57.0,Offensive rebound by Team,,67,96
436,4,3:57.0,J. Taylor makes free throw 2 of 2,,68,96
437,4,3:39.0,,L. Thomas makes 2-pt jump shot from 14 ft (assist by J. Lamb),68,98
438,4,3:28.0,Shooting foul by G. Jerrett (drawn by B. Roberts),,68,98
439,4,3:28.0,B. Roberts makes free throw 1 of 2,,69,98
440,4,3:28.0,,P. Jones enters the game for A. Morrow,69,98
441,4,3:28.0,B. Roberts makes free throw 2 of 2,,70,98
442,4,3:15.0,,L. Thomas misses 2-pt jump shot from 18 ft,70,98
443,4,3:14.0,,Offensive rebound by G. Jerrett,70,98
444,4,3:04.0,,J. Lamb misses 3-pt jump shot from 24 ft,70,98
445,4,3:04.0,Defensive rebound by J. Taylor,,70,98
446,4,2:49.0,J. Taylor misses 2-pt layup from 2 ft (block by G. Jerrett),,70,98
447,4,2:48.0,,Defensive rebound by L. Thomas,70,98
448,4,2:36.0,,L. Thomas misses 2-pt jump shot from 12 ft,70,98
449,4,2:35.0,Defensive rebound by B. Roberts,,70,98
450,4,2:27.0,Personal block foul by G. Jerrett (drawn by B. Roberts),,70,98
451,4,2:27.0,Official timeout,,70,98
452,4,2:27.0,B. Roberts makes free throw 1 of 2,,71,98
453,4,2:27.0,B. Roberts makes free throw 2 of 2,,72,98
454,4,2:15.0,,G. Jerrett misses 3-pt jump shot from 24 ft,72,98
455,4,2:14.0,Defensive rebound by N. Vonleh,,72,98
456,4,1:54.0,J. Taylor misses 3-pt jump shot from 24 ft,,72,98
457,4,1:53.0,Offensive rebound by J. Maxiell,,72,98
458,4,1:53.0,Shooting foul by L. Thomas (drawn by J. Maxiell),,72,98
459,4,1:53.0,J. Maxiell misses free throw 1 of 2,,72,98
460,4,1:53.0,Offensive rebound by Team,,72,98
461,4,1:53.0,J. Maxiell makes free throw 2 of 2,,73,98
462,4,1:32.0,,G. Jerrett misses 3-pt jump shot from 24 ft,73,98
463,4,1:32.0,Defensive rebound by P. Hairston,,73,98
464,4,1:21.0,Turnover by B. Roberts (bad pass; steal by L. Thomas),,73,98
465,4,1:04.0,,G. Jerrett misses 3-pt jump shot from 22 ft,73,98
466,4,1:03.0,Defensive rebound by J. Maxiell,,73,98
467,4,0:51.0,N. Vonleh makes 2-pt jump shot from 17 ft,,75,98
468,4,0:37.0,,G. Jerrett misses 3-pt jump shot from 24 ft,75,98
469,4,0:36.0,Defensive rebound by J. Taylor,,75,98
470,4,0:24.0,J. Taylor misses 3-pt jump shot from 23 ft,,75,98
471,4,0:23.0,,Defensive rebound by G. Jerrett,75,98
