,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
135,2,8:27.0,,Turnover by W. Chandler (step out of bounds),26,27
136,2,8:27.0,Official timeout,,26,27
137,2,8:27.0,,T. Lawson enters the game for G. Harris,26,27
138,2,8:27.0,T. Duncan enters the game for B. Diaw,,26,27
139,2,8:27.0,T. Splitter enters the game for A. Baynes,,26,27
140,2,8:14.0,Turnover by C. Joseph (bad pass; steal by D. Arthur),,26,27
141,2,8:09.0,,N. Robinson misses 2-pt jump shot from 3 ft,26,27
142,2,8:07.0,Defensive rebound by K. Leonard,,26,27
143,2,8:02.0,Personal foul by J. Nurkić (drawn by K. Leonard),,26,27
144,2,7:47.0,T. Duncan misses 2-pt hook shot from 7 ft,,26,27
145,2,7:46.0,,Defensive rebound by D. Arthur,26,27
146,2,7:30.0,,J. Nurkić misses 2-pt jump shot from 5 ft (block by T. Duncan),26,27
147,2,7:28.0,Defensive rebound by C. Joseph,,26,27
148,2,7:24.0,C. Joseph makes 2-pt layup from 2 ft,,28,27
149,2,7:04.0,,T. Lawson makes 2-pt jump shot from 14 ft,28,29
150,2,6:40.0,Personal foul by N. Robinson (drawn by K. Leonard),,28,29
151,2,6:40.0,K. Leonard makes free throw 1 of 2,,29,29
152,2,6:40.0,,J. Hickson enters the game for D. Arthur,29,29
153,2,6:40.0,,A. Afflalo enters the game for J. Nurkić,29,29
154,2,6:40.0,,T. Mozgov enters the game for N. Robinson,29,29
155,2,6:40.0,K. Leonard makes free throw 2 of 2,,30,29
156,2,6:23.0,,T. Mozgov misses 2-pt layup from 1 ft (block by K. Leonard),30,29
157,2,6:21.0,Defensive rebound by T. Duncan,,30,29
158,2,6:11.0,K. Leonard misses 2-pt jump shot from 18 ft,,30,29
159,2,6:09.0,,Defensive rebound by T. Mozgov,30,29
160,2,6:00.0,,T. Mozgov misses 2-pt jump shot from 14 ft,30,29
161,2,5:59.0,Defensive rebound by Team,,30,29
162,2,5:59.0,,Loose ball foul by J. Hickson (drawn by T. Splitter),30,29
163,2,5:59.0,,Denver full timeout,30,29
164,2,5:59.0,T. Splitter makes free throw 1 of 2,,31,29
165,2,5:59.0,T. Splitter misses free throw 2 of 2,,31,29
166,2,5:57.0,Offensive rebound by T. Duncan,,31,29
167,2,5:43.0,T. Splitter makes 2-pt layup from 2 ft (assist by K. Leonard),,33,29
168,2,5:31.0,,Turnover by A. Afflalo (bad pass; steal by D. Green),33,29
169,2,5:26.0,C. Joseph makes 2-pt layup at rim (assist by D. Green),,35,29
170,2,5:26.0,,Denver full timeout,35,29
171,2,5:13.0,,T. Lawson misses 2-pt jump shot from 21 ft,35,29
172,2,5:12.0,Defensive rebound by D. Green,,35,29
173,2,5:02.0,T. Duncan misses 2-pt jump shot from 16 ft,,35,29
174,2,5:01.0,,Defensive rebound by J. Hickson,35,29
175,2,4:56.0,Violation by C. Joseph (kicked ball),,35,29
176,2,4:47.0,,T. Mozgov misses 2-pt jump shot from 19 ft,35,29
177,2,4:46.0,Defensive rebound by D. Green,,35,29
178,2,4:32.0,T. Duncan misses 2-pt jump shot from 6 ft (block by J. Hickson),,35,29
179,2,4:30.0,,Defensive rebound by A. Afflalo,35,29
180,2,4:28.0,,A. Afflalo misses 2-pt layup from 1 ft (block by K. Leonard),35,29
181,2,4:27.0,,Offensive rebound by Team,35,29
182,2,4:27.0,,D. Arthur enters the game for T. Mozgov,35,29
183,2,4:05.0,,T. Lawson misses 2-pt jump shot from 18 ft,35,29
184,2,4:04.0,,Offensive rebound by J. Hickson,35,29
185,2,4:02.0,,Turnover by J. Hickson (bad pass; steal by D. Green),35,29
186,2,3:45.0,T. Duncan makes 2-pt layup from 1 ft (assist by D. Green),,37,29
187,2,3:20.0,,D. Arthur misses 2-pt jump shot from 14 ft,37,29
188,2,3:19.0,Defensive rebound by K. Leonard,,37,29
189,2,3:09.0,T. Splitter makes 2-pt hook shot from 7 ft (assist by K. Leonard),,39,29
190,2,3:03.0,,Denver full timeout,39,29
191,2,3:03.0,M. Bonner enters the game for T. Splitter,,39,29
192,2,3:03.0,M. Ginóbili enters the game for D. Green,,39,29
193,2,3:03.0,M. Belinelli enters the game for K. Leonard,,39,29
194,2,3:02.0,,Loose ball foul by T. Lawson (drawn by M. Ginóbili),39,29
195,2,3:02.0,,Turnover by T. Lawson (offensive foul),39,29
196,2,3:02.0,San Antonio full timeout,,39,29
197,2,3:02.0,,N. Robinson enters the game for T. Lawson,39,29
198,2,3:02.0,M. Ginóbili makes free throw 1 of 2,,40,29
199,2,3:02.0,M. Ginóbili makes free throw 2 of 2,,41,29
200,2,2:41.0,,W. Chandler makes 2-pt layup from 2 ft,41,31
201,2,2:18.0,M. Bonner misses 2-pt jump shot from 4 ft,,41,31
202,2,2:16.0,,Defensive rebound by J. Hickson,41,31
203,2,2:02.0,,A. Afflalo misses 2-pt jump shot from 7 ft (block by C. Joseph),41,31
204,2,1:59.0,Defensive rebound by T. Duncan,,41,31
205,2,1:56.0,Turnover by T. Duncan (bad pass; steal by W. Chandler),,41,31
206,2,1:52.0,,W. Chandler makes 3-pt jump shot from 25 ft,41,34
207,2,1:25.0,T. Duncan misses 2-pt jump shot from 10 ft,,41,34
208,2,1:23.0,,Defensive rebound by J. Hickson,41,34
209,2,1:08.0,,Turnover by N. Robinson (discontinued dribble),41,34
210,2,0:54.0,Shooting foul by W. Chandler (drawn by T. Duncan),,41,34
211,2,0:54.0,T. Duncan misses free throw 1 of 2,,41,34
212,2,0:54.0,Offensive rebound by Team,,41,34
213,2,0:54.0,D. Green enters the game for M. Belinelli,,41,34
214,2,0:54.0,T. Duncan makes free throw 2 of 2,,42,34
215,2,0:43.0,,N. Robinson misses 2-pt layup from 2 ft,42,34
216,2,0:42.0,Defensive rebound by T. Duncan,,42,34
217,2,0:33.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,42,34
218,2,0:30.0,Offensive rebound by T. Duncan,,42,34
219,2,0:09.0,C. Joseph makes 3-pt jump shot from 22 ft (assist by T. Duncan),,45,34
220,2,0:05.0,,Personal take foul by M. Bonner (drawn by N. Robinson),45,34
221,2,0:01.0,,N. Robinson misses 3-pt jump shot from 25 ft,45,34
222,2,0:00.0,,Offensive rebound by Team,45,34
223,3,11:54.0,T. Splitter makes 2-pt layup from 2 ft (assist by K. Leonard),,47,34
224,3,11:36.0,,T. Mozgov makes 2-pt jump shot from 20 ft (assist by N. Robinson),47,36
225,3,11:19.0,K. Leonard makes 2-pt layup from 2 ft (assist by T. Splitter),,49,36
226,3,10:53.0,,J. Hickson misses 2-pt jump shot from 12 ft,49,36
227,3,10:51.0,Defensive rebound by T. Duncan,,49,36
228,3,10:47.0,T. Splitter misses 2-pt layup from 1 ft,,49,36
229,3,10:45.0,,Defensive rebound by T. Mozgov,49,36
230,3,10:29.0,,T. Mozgov makes 2-pt layup from 1 ft (assist by N. Robinson),49,38
231,3,10:29.0,,Shooting foul by T. Splitter (drawn by T. Mozgov),49,38
232,3,10:29.0,,J. Nurkić enters the game for J. Hickson,49,38
233,3,10:29.0,,T. Mozgov misses free throw 1 of 1,49,38
234,3,10:28.0,Defensive rebound by T. Splitter,,49,38
235,3,10:05.0,Shooting foul by J. Nurkić (drawn by T. Duncan),,49,38
236,3,10:05.0,T. Duncan makes free throw 1 of 2,,50,38
237,3,10:05.0,T. Duncan makes free throw 2 of 2,,51,38
238,3,9:47.0,,A. Afflalo misses 2-pt jump shot from 14 ft,51,38
239,3,9:45.0,Defensive rebound by T. Duncan,,51,38
240,3,9:25.0,K. Leonard misses 3-pt jump shot from 23 ft,,51,38
241,3,9:24.0,,Defensive rebound by A. Afflalo,51,38
242,3,9:10.0,,J. Nurkić misses 2-pt hook shot from 3 ft,51,38
243,3,9:09.0,Defensive rebound by T. Splitter,,51,38
244,3,9:05.0,Personal foul by A. Afflalo (drawn by C. Joseph),,51,38
245,3,9:05.0,,T. Lawson enters the game for N. Robinson,51,38
246,3,8:56.0,T. Duncan misses 2-pt jump shot from 16 ft (block by T. Mozgov),,51,38
247,3,8:53.0,Offensive rebound by C. Joseph,,51,38
248,3,8:48.0,C. Joseph misses 2-pt jump shot from 19 ft,,51,38
249,3,8:46.0,,Defensive rebound by T. Mozgov,51,38
250,3,8:28.0,,Turnover by A. Afflalo (bad pass),51,38
251,3,8:09.0,D. Green makes 2-pt jump shot from 17 ft (assist by C. Joseph),,53,38
252,3,7:56.0,Offensive charge foul by J. Nurkić (drawn by T. Splitter),,53,38
253,3,7:56.0,,Turnover by J. Nurkić (offensive foul),53,38
254,3,7:56.0,A. Baynes enters the game for T. Splitter,,53,38
255,3,7:39.0,K. Leonard makes 2-pt jump shot from 17 ft,,55,38
256,3,7:34.0,,Denver full timeout,55,38
257,3,7:34.0,,D. Arthur enters the game for J. Nurkić,55,38
258,3,7:34.0,M. Bonner enters the game for A. Baynes,,55,38
259,3,7:15.0,,A. Afflalo makes 3-pt jump shot from 24 ft (assist by T. Lawson),55,41
260,3,6:53.0,K. Leonard misses 3-pt jump shot from 24 ft,,55,41
261,3,6:50.0,,Defensive rebound by A. Afflalo,55,41
262,3,6:41.0,,D. Arthur misses 2-pt jump shot from 21 ft,55,41
263,3,6:41.0,,Offensive rebound by Team,55,41
264,3,6:30.0,,Shooting foul by M. Bonner (drawn by T. Mozgov),55,41
265,3,6:30.0,,T. Mozgov makes free throw 1 of 2,55,42
266,3,6:30.0,M. Ginóbili enters the game for C. Joseph,,55,42
267,3,6:30.0,,T. Mozgov makes free throw 2 of 2,55,43
268,3,6:17.0,M. Bonner makes 3-pt jump shot from 24 ft (assist by T. Duncan),,58,43
269,3,5:49.0,,A. Afflalo makes 3-pt jump shot from 22 ft (assist by W. Chandler),58,46
270,3,5:44.0,San Antonio full timeout,,58,46
271,3,5:32.0,T. Duncan misses 2-pt jump shot from 8 ft,,58,46
272,3,5:30.0,Offensive rebound by T. Duncan,,58,46
273,3,5:16.0,M. Ginóbili misses 2-pt jump shot from 6 ft,,58,46
274,3,5:15.0,,Defensive rebound by T. Mozgov,58,46
275,3,5:09.0,,Shooting foul by M. Bonner (drawn by T. Lawson),58,46
276,3,5:09.0,,T. Lawson misses free throw 1 of 2,58,46
277,3,5:09.0,,Offensive rebound by Team,58,46
278,3,5:09.0,,T. Lawson misses free throw 2 of 2,58,46
279,3,5:09.0,Defensive rebound by K. Leonard,,58,46
280,3,4:55.0,T. Duncan makes 2-pt layup from 2 ft (assist by M. Ginóbili),,60,46
281,3,4:34.0,,W. Chandler misses 2-pt layup at rim (block by K. Leonard),60,46
282,3,4:33.0,,Offensive rebound by T. Mozgov,60,46
283,3,4:31.0,,T. Mozgov misses 2-pt layup from 1 ft (block by K. Leonard),60,46
284,3,4:28.0,Defensive rebound by D. Green,,60,46
285,3,4:25.0,K. Leonard makes 2-pt dunk at rim (assist by M. Ginóbili),,62,46
286,3,4:06.0,,Personal foul by M. Ginóbili (drawn by T. Lawson),62,46
287,3,4:06.0,T. Splitter enters the game for T. Duncan,,62,46
288,3,3:55.0,,W. Chandler makes 3-pt jump shot from 26 ft (assist by T. Lawson),62,49
289,3,3:38.0,T. Splitter misses 2-pt jump shot from 1 ft,,62,49
290,3,3:37.0,Offensive rebound by T. Splitter,,62,49
291,3,3:37.0,T. Splitter makes 2-pt tip-in from 1 ft,,64,49
292,3,3:24.0,,T. Mozgov makes 2-pt layup from 1 ft (assist by T. Lawson),64,51
293,3,3:24.0,,Shooting block foul by T. Splitter (drawn by T. Mozgov),64,51
294,3,3:24.0,M. Belinelli enters the game for K. Leonard,,64,51
295,3,3:24.0,,T. Mozgov makes free throw 1 of 1,64,52
296,3,3:11.0,Personal foul by D. Arthur (drawn by T. Splitter),,64,52
297,3,3:09.0,M. Ginóbili makes 2-pt layup from 1 ft (assist by T. Splitter),,66,52
298,3,3:09.0,Shooting foul by A. Afflalo (drawn by M. Ginóbili),,66,52
299,3,3:09.0,,G. Harris enters the game for W. Chandler,66,52
300,3,3:09.0,M. Ginóbili makes free throw 1 of 1,,67,52
301,3,2:55.0,,A. Afflalo makes 2-pt jump shot from 17 ft (assist by D. Arthur),67,54
302,3,2:42.0,M. Bonner misses 3-pt jump shot from 26 ft,,67,54
303,3,2:40.0,,Defensive rebound by T. Mozgov,67,54
304,3,2:32.0,,D. Arthur makes 3-pt jump shot from 26 ft (assist by T. Lawson),67,57
305,3,2:09.0,M. Ginóbili misses 2-pt jump shot from 5 ft,,67,57
306,3,2:08.0,,Defensive rebound by T. Mozgov,67,57
307,3,2:02.0,K. Leonard enters the game for D. Green,,67,57
308,3,1:53.0,,Turnover by G. Harris (lost ball),67,57
309,3,1:38.0,Turnover by M. Ginóbili (bad pass; steal by D. Arthur),,67,57
310,3,1:32.0,,D. Arthur misses 2-pt layup from 1 ft,67,57
311,3,1:30.0,,Offensive rebound by T. Mozgov,67,57
312,3,1:30.0,,T. Mozgov makes 2-pt tip-in from 1 ft,67,59
313,3,1:26.0,Turnover by M. Ginóbili (bad pass; steal by T. Lawson),,67,59
314,3,1:23.0,,D. Arthur misses 2-pt dunk at rim (block by T. Splitter),67,59
315,3,1:22.0,,Offensive rebound by A. Afflalo,67,59
316,3,1:21.0,,Turnover by A. Afflalo (bad pass),67,59
317,3,1:21.0,A. Baynes enters the game for T. Splitter,,67,59
318,3,1:01.0,M. Belinelli makes 2-pt jump shot from 8 ft (assist by M. Ginóbili),,69,59
319,3,0:52.0,Offensive charge foul by T. Lawson (drawn by M. Ginóbili),,69,59
320,3,0:52.0,,Turnover by T. Lawson (offensive foul),69,59
321,3,0:31.0,M. Ginóbili makes 2-pt layup from 1 ft,,71,59
322,3,0:17.0,,Shooting block foul by A. Baynes (drawn by T. Lawson),71,59
323,3,0:17.0,,T. Lawson makes free throw 1 of 2,71,60
324,3,0:17.0,,A. Gee enters the game for T. Mozgov,71,60
325,3,0:17.0,,T. Lawson makes free throw 2 of 2,71,61
326,3,0:02.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,71,61
327,3,0:01.0,Offensive rebound by K. Leonard,,71,61
328,4,11:47.0,,Shooting foul by K. Leonard (drawn by A. Afflalo),71,61
329,4,11:47.0,,A. Afflalo makes free throw 1 of 2,71,62
330,4,11:47.0,,A. Afflalo makes free throw 2 of 2,71,63
331,4,11:26.0,Turnover by B. Diaw (bad pass; steal by G. Harris),,71,63
332,4,11:21.0,,Turnover by A. Gee (lost ball; steal by K. Leonard),71,63
333,4,11:10.0,K. Leonard makes 2-pt jump shot from 10 ft (assist by M. Ginóbili),,73,63
334,4,10:57.0,,T. Lawson misses 2-pt layup from 1 ft,73,63
335,4,10:56.0,Defensive rebound by B. Diaw,,73,63
336,4,10:37.0,Shooting foul by A. Gee (drawn by M. Belinelli),,73,63
337,4,10:37.0,M. Belinelli misses free throw 1 of 2,,73,63
338,4,10:37.0,Offensive rebound by Team,,73,63
339,4,10:37.0,C. Joseph enters the game for M. Ginóbili,,73,63
340,4,10:37.0,M. Belinelli makes free throw 2 of 2,,74,63
341,4,10:27.0,,Personal foul by C. Joseph (drawn by A. Afflalo),74,63
342,4,10:13.0,,A. Afflalo makes 2-pt jump shot from 18 ft,74,65
343,4,9:56.0,D. Green misses 3-pt jump shot from 24 ft,,74,65
344,4,9:55.0,,Defensive rebound by T. Lawson,74,65
345,4,9:43.0,,Shooting foul by D. Green (drawn by A. Gee),74,65
346,4,9:43.0,,A. Gee makes free throw 1 of 2,74,66
347,4,9:43.0,,N. Robinson enters the game for G. Harris,74,66
348,4,9:43.0,,A. Gee misses free throw 2 of 2,74,66
349,4,9:41.0,,Offensive rebound by N. Robinson,74,66
350,4,9:35.0,,T. Lawson misses 2-pt dunk from 1 ft,74,66
351,4,9:33.0,Defensive rebound by M. Belinelli,,74,66
352,4,9:31.0,Shooting foul by W. Chandler (drawn by B. Diaw),,74,66
353,4,9:31.0,B. Diaw makes free throw 1 of 2,,75,66
354,4,9:31.0,B. Diaw makes free throw 2 of 2,,76,66
355,4,9:22.0,,N. Robinson misses 3-pt jump shot from 26 ft,76,66
356,4,9:20.0,Defensive rebound by D. Green,,76,66
357,4,9:03.0,Personal foul by N. Robinson (drawn by M. Belinelli),,76,66
358,4,9:03.0,San Antonio full timeout,,76,66
359,4,8:54.0,D. Green misses 3-pt jump shot from 23 ft,,76,66
360,4,8:53.0,,Defensive rebound by W. Chandler,76,66
361,4,8:34.0,,W. Chandler makes 2-pt jump shot from 6 ft,76,68
362,4,8:13.0,K. Leonard misses 2-pt jump shot from 15 ft,,76,68
363,4,8:11.0,,Defensive rebound by N. Robinson,76,68
364,4,8:03.0,,N. Robinson misses 3-pt jump shot from 25 ft,76,68
365,4,8:02.0,Defensive rebound by D. Green,,76,68
366,4,7:49.0,Personal foul by A. Gee (drawn by B. Diaw),,76,68
367,4,7:49.0,T. Duncan enters the game for B. Diaw,,76,68
368,4,7:49.0,,J. Nurkić enters the game for W. Chandler,76,68
369,4,7:43.0,,Violation by T. Lawson (kicked ball),76,68
370,4,7:43.0,B. Diaw enters the game for K. Leonard,,76,68
371,4,7:38.0,M. Belinelli misses 2-pt layup from 1 ft,,76,68
372,4,7:38.0,Offensive rebound by Team,,76,68
373,4,7:31.0,Turnover by T. Duncan (lost ball; steal by A. Gee),,76,68
374,4,7:25.0,,A. Gee makes 2-pt layup at rim (assist by A. Afflalo),76,70
375,4,7:09.0,Personal foul by A. Gee (drawn by B. Diaw),,76,70
376,4,7:09.0,B. Diaw misses free throw 1 of 2,,76,70
377,4,7:09.0,Offensive rebound by Team,,76,70
378,4,7:09.0,B. Diaw makes free throw 2 of 2,,77,70
379,4,6:45.0,,Turnover by A. Afflalo (bad pass; steal by B. Diaw),77,70
380,4,6:38.0,M. Belinelli misses 3-pt jump shot from 24 ft,,77,70
