,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,NEW YORK_ACTION,WASHINGTON_SCORE,NEW YORK_SCORE
0,1,11:37.0,,A. Stoudemire misses 2-pt layup at rim,0,0
1,1,11:36.0,Defensive rebound by J. Wall,,0,0
2,1,11:19.0,M. Gortat makes 2-pt layup from 1 ft (assist by P. Pierce),,2,0
3,1,11:04.0,,A. Stoudemire makes 2-pt jump shot from 19 ft (assist by T. Hardaway),2,2
4,1,10:43.0,N. Hilário makes 2-pt layup from 1 ft,,4,2
5,1,10:43.0,Shooting foul by S. Dalembert (drawn by N. Hilário),,4,2
6,1,10:43.0,N. Hilário misses free throw 1 of 1,,4,2
7,1,10:43.0,,Defensive rebound by A. Stoudemire,4,2
8,1,10:21.0,,T. Hardaway misses 2-pt jump shot from 21 ft,4,2
9,1,10:20.0,Defensive rebound by P. Pierce,,4,2
10,1,10:12.0,J. Wall makes 2-pt layup from 1 ft,,6,2
11,1,9:54.0,,C. Anthony misses 3-pt jump shot from 23 ft,6,2
12,1,9:53.0,Defensive rebound by M. Gortat,,6,2
13,1,9:45.0,P. Pierce makes 3-pt jump shot from 24 ft (assist by J. Wall),,9,2
14,1,9:44.0,,New York full timeout,9,2
15,1,9:29.0,,Turnover by C. Anthony (bad pass; steal by M. Gortat),9,2
16,1,9:13.0,M. Gortat misses 2-pt jump shot from 14 ft,,9,2
17,1,9:12.0,,Defensive rebound by S. Dalembert,9,2
18,1,8:52.0,,S. Dalembert misses 2-pt jump shot from 11 ft,9,2
19,1,8:51.0,Defensive rebound by M. Gortat,,9,2
20,1,8:36.0,J. Wall makes 2-pt jump shot from 4 ft,,11,2
21,1,8:25.0,,S. Dalembert makes 2-pt hook shot from 7 ft (assist by J. Calderón),11,4
22,1,8:14.0,B. Beal misses 2-pt jump shot from 5 ft (block by T. Hardaway),,11,4
23,1,8:13.0,Offensive rebound by B. Beal,,11,4
24,1,8:12.0,B. Beal misses 2-pt layup from 1 ft,,11,4
25,1,8:11.0,,Defensive rebound by S. Dalembert,11,4
26,1,7:59.0,,Personal foul by B. Beal (drawn by A. Stoudemire),11,4
27,1,7:59.0,,P. Prigioni enters the game for T. Hardaway,11,4
28,1,7:59.0,,J. Smith enters the game for A. Stoudemire,11,4
29,1,7:56.0,,Shooting foul by N. Hilário (drawn by J. Calderón),11,4
30,1,7:56.0,,J. Calderón makes free throw 1 of 2,11,5
31,1,7:56.0,,J. Calderón makes free throw 2 of 2,11,6
32,1,7:37.0,N. Hilário makes 2-pt layup from 1 ft,,13,6
33,1,7:28.0,,C. Anthony misses 2-pt jump shot from 19 ft,13,6
34,1,7:27.0,Defensive rebound by B. Beal,,13,6
35,1,7:21.0,N. Hilário makes 2-pt layup at rim (assist by B. Beal),,15,6
36,1,7:02.0,,J. Calderón misses 2-pt layup from 2 ft,15,6
37,1,7:01.0,Defensive rebound by N. Hilário,,15,6
38,1,6:54.0,Turnover by J. Wall (step out of bounds),,15,6
39,1,6:41.0,,J. Calderón misses 3-pt jump shot from 25 ft,15,6
40,1,6:40.0,Defensive rebound by P. Pierce,,15,6
41,1,6:33.0,Personal foul by P. Prigioni (drawn by M. Gortat),,15,6
42,1,6:25.0,B. Beal misses 2-pt jump shot from 22 ft,,15,6
43,1,6:24.0,Offensive rebound by M. Gortat,,15,6
44,1,6:22.0,M. Gortat misses 2-pt layup at rim,,15,6
45,1,6:21.0,,Defensive rebound by S. Dalembert,15,6
46,1,6:15.0,,C. Anthony makes 2-pt layup from 2 ft,15,8
47,1,6:00.0,J. Wall makes 3-pt jump shot from 25 ft,,18,8
48,1,5:51.0,,C. Anthony makes 2-pt layup from 1 ft (assist by P. Prigioni),18,10
49,1,5:51.0,,Shooting foul by P. Pierce (drawn by C. Anthony),18,10
50,1,5:51.0,K. Humphries enters the game for N. Hilário,,18,10
51,1,5:51.0,,C. Aldrich enters the game for S. Dalembert,18,10
52,1,5:51.0,,C. Anthony makes free throw 1 of 1,18,11
53,1,5:25.0,J. Wall misses 2-pt jump shot from 13 ft,,18,11
54,1,5:24.0,,Defensive rebound by P. Prigioni,18,11
55,1,5:19.0,,Shooting foul by P. Pierce (drawn by C. Anthony),18,11
56,1,5:19.0,,C. Anthony makes free throw 1 of 2,18,12
57,1,5:19.0,R. Butler enters the game for P. Pierce,,18,12
58,1,5:19.0,,C. Anthony makes free throw 2 of 2,18,13
59,1,5:02.0,K. Humphries makes 2-pt jump shot from 20 ft (assist by J. Wall),,20,13
60,1,4:40.0,,C. Anthony makes 2-pt jump shot from 11 ft (assist by P. Prigioni),20,15
61,1,4:23.0,R. Butler makes 3-pt jump shot from 22 ft (assist by J. Wall),,23,15
62,1,4:10.0,,J. Smith misses 2-pt jump shot from 19 ft,23,15
63,1,4:09.0,Defensive rebound by M. Gortat,,23,15
64,1,3:57.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,25,15
65,1,3:37.0,,C. Anthony makes 2-pt jump shot from 17 ft,25,17
66,1,3:13.0,R. Butler misses 3-pt jump shot from 25 ft,,25,17
67,1,3:12.0,Offensive rebound by R. Butler,,25,17
68,1,3:08.0,K. Humphries makes 2-pt jump shot from 19 ft (assist by R. Butler),,27,17
69,1,2:59.0,,J. Calderón misses 3-pt jump shot from 22 ft,27,17
70,1,2:58.0,Defensive rebound by K. Humphries,,27,17
71,1,2:55.0,Personal foul by P. Prigioni (drawn by J. Wall),,27,17
72,1,2:55.0,Washington full timeout,,27,17
73,1,2:55.0,,T. Hardaway enters the game for J. Calderón,27,17
74,1,2:55.0,,S. Larkin enters the game for C. Aldrich,27,17
75,1,2:45.0,Turnover by B. Beal (bad pass; steal by J. Smith),,27,17
76,1,2:29.0,,Shooting foul by K. Humphries (drawn by C. Anthony),27,17
77,1,2:29.0,,C. Anthony makes free throw 1 of 2,27,18
78,1,2:29.0,O. Porter enters the game for B. Beal,,27,18
79,1,2:29.0,,C. Anthony misses free throw 2 of 2,27,18
80,1,2:28.0,,Offensive rebound by J. Smith,27,18
81,1,2:10.0,,C. Anthony misses 2-pt jump shot from 16 ft,27,18
82,1,2:09.0,Defensive rebound by M. Gortat,,27,18
83,1,2:00.0,K. Humphries makes 2-pt layup at rim (assist by J. Wall),,29,18
84,1,1:48.0,,C. Anthony misses 2-pt layup at rim,29,18
85,1,1:47.0,Defensive rebound by M. Gortat,,29,18
86,1,1:36.0,R. Butler misses 3-pt jump shot from 22 ft,,29,18
87,1,1:35.0,Offensive rebound by R. Butler,,29,18
88,1,1:30.0,O. Porter misses 2-pt layup from 3 ft (block by J. Smith),,29,18
89,1,1:29.0,,Defensive rebound by S. Larkin,29,18
90,1,1:24.0,,T. Hardaway misses 3-pt jump shot from 23 ft,29,18
91,1,1:23.0,Defensive rebound by J. Wall,,29,18
92,1,1:09.0,J. Wall makes 2-pt layup from 1 ft,,31,18
93,1,0:51.0,,T. Hardaway misses 2-pt layup from 3 ft (block by M. Gortat),31,18
94,1,0:50.0,,Offensive rebound by Team,31,18
95,1,0:50.0,K. Séraphin enters the game for M. Gortat,,31,18
96,1,0:50.0,,Q. Acy enters the game for C. Anthony,31,18
97,1,0:50.0,,A. Stoudemire enters the game for J. Smith,31,18
98,1,0:48.0,,P. Prigioni makes 2-pt jump shot from 16 ft (assist by T. Hardaway),31,20
99,1,0:29.0,Turnover by J. Wall (bad pass; steal by S. Larkin),,31,20
100,1,0:26.0,,Offensive foul by T. Hardaway (drawn by J. Wall),31,20
101,1,0:26.0,,Turnover by T. Hardaway (offensive foul),31,20
102,1,0:26.0,P. Pierce enters the game for K. Séraphin,,31,20
103,1,0:05.0,R. Butler makes 3-pt jump shot from 23 ft (assist by J. Wall),,34,20
104,1,0:00.0,,S. Larkin makes 3-pt jump shot from 24 ft,34,23
105,2,11:37.0,K. Séraphin makes 2-pt jump shot from 10 ft,,36,23
106,2,11:09.0,,T. Hardaway misses 3-pt jump shot from 26 ft,36,23
107,2,11:04.0,Defensive rebound by Team,,36,23
108,2,10:50.0,O. Porter misses 2-pt jump shot from 7 ft,,36,23
109,2,10:49.0,,Defensive rebound by A. Stoudemire,36,23
110,2,10:30.0,,S. Larkin makes 2-pt jump shot from 20 ft,36,25
111,2,10:09.0,K. Séraphin misses 2-pt jump shot from 5 ft,,36,25
112,2,10:08.0,Offensive rebound by R. Butler,,36,25
113,2,10:07.0,R. Butler makes 2-pt layup from 1 ft,,38,25
