,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CHICAGO_ACTION,HOUSTON_SCORE,CHICAGO_SCORE
90,1,0:35.0,,Offensive rebound by T. Gibson,33,30
91,1,0:35.0,,T. Gibson makes 2-pt tip-in from 3 ft,33,32
92,1,0:26.0,J. Smith misses 3-pt jump shot from 25 ft,,33,32
93,1,0:25.0,,Defensive rebound by T. Gibson,33,32
94,1,0:05.0,,A. Brooks misses 2-pt layup from 1 ft,33,32
95,1,0:04.0,,Offensive rebound by P. Gasol,33,32
96,1,0:04.0,,P. Gasol misses 2-pt tip-in from 1 ft,33,32
97,1,0:03.0,,Offensive rebound by P. Gasol,33,32
98,1,0:03.0,,P. Gasol makes 2-pt layup from 1 ft,33,34
99,1,0:00.0,J. Harden misses 2-pt jump shot from 23 ft (block by J. Butler),,33,34
100,1,0:00.0,Offensive rebound by Team,,33,34
101,2,11:46.0,D. Howard misses 2-pt jump shot from 9 ft,,33,34
102,2,11:45.0,,Defensive rebound by J. Butler,33,34
103,2,11:35.0,,J. Butler makes 2-pt dunk at rim (assist by A. Brooks),33,36
104,2,11:14.0,Turnover by J. Terry (bad pass),,33,36
105,2,10:54.0,,J. Noah misses 2-pt layup from 2 ft,33,36
106,2,10:53.0,Defensive rebound by D. Howard,,33,36
107,2,10:46.0,Turnover by C. Brewer (bad pass; steal by J. Butler),,33,36
108,2,10:46.0,,Personal foul by J. Terry (drawn by J. Butler),33,36
109,2,10:46.0,,E. Moore enters the game for J. Butler,33,36
110,2,10:41.0,,J. Noah makes 2-pt layup from 1 ft (assist by A. Brooks),33,38
111,2,10:22.0,J. Smith misses 2-pt layup from 1 ft,,33,38
112,2,10:21.0,Offensive rebound by D. Howard,,33,38
113,2,10:21.0,D. Howard makes 2-pt tip-in from 2 ft,,35,38
114,2,10:10.0,,A. Brooks makes 2-pt jump shot from 18 ft,35,40
115,2,10:00.0,J. Terry makes 2-pt jump shot from 7 ft,,37,40
116,2,10:00.0,Shooting foul by A. Brooks (drawn by J. Terry),,37,40
117,2,10:00.0,J. Terry misses free throw 1 of 1,,37,40
118,2,9:58.0,,Defensive rebound by J. Noah,37,40
119,2,9:47.0,,E. Moore misses 3-pt jump shot from 22 ft,37,40
120,2,9:46.0,Defensive rebound by D. Howard,,37,40
121,2,9:40.0,J. Smith makes 2-pt layup from 2 ft,,39,40
122,2,9:33.0,,Turnover by A. Brooks (bad pass),39,40
123,2,9:21.0,J. Smith makes 2-pt jump shot from 17 ft,,41,40
124,2,9:03.0,,Turnover by T. Gibson (lost ball; steal by J. Smith),41,40
125,2,8:57.0,J. Smith makes 2-pt layup from 2 ft (assist by J. Terry),,43,40
126,2,8:38.0,,T. Gibson misses 2-pt jump shot from 15 ft,43,40
127,2,8:37.0,Defensive rebound by C. Brewer,,43,40
128,2,8:33.0,Personal foul by A. Brooks (drawn by C. Brewer),,43,40
129,2,8:33.0,Houston full timeout,,43,40
130,2,8:33.0,,D. Rose enters the game for E. Moore,43,40
131,2,8:22.0,Turnover by D. Howard (bad pass; steal by D. Rose),,43,40
132,2,8:10.0,,D. Rose makes 2-pt layup from 2 ft (assist by T. Gibson),43,42
133,2,8:01.0,C. Brewer makes 3-pt jump shot from 22 ft (assist by J. Terry),,46,42
134,2,7:48.0,,D. Rose makes 2-pt layup at rim,46,44
135,2,7:33.0,D. Howard misses 2-pt jump shot from 12 ft,,46,44
136,2,7:32.0,,Defensive rebound by T. Gibson,46,44
137,2,7:28.0,,D. Rose makes 2-pt layup from 1 ft (assist by T. Gibson),46,46
138,2,7:09.0,J. Smith misses 2-pt jump shot from 8 ft,,46,46
139,2,7:09.0,Offensive rebound by Team,,46,46
140,2,7:09.0,Personal foul by J. Noah (drawn by D. Howard),,46,46
141,2,7:09.0,P. Beverley enters the game for J. Terry,,46,46
142,2,7:09.0,J. Harden enters the game for K. Papanikolaou,,46,46
143,2,7:09.0,,J. Butler enters the game for A. Brooks,46,46
144,2,7:00.0,C. Brewer misses 3-pt jump shot from 24 ft,,46,46
145,2,6:58.0,Offensive rebound by D. Howard,,46,46
146,2,6:58.0,D. Howard misses 2-pt tip-in from 1 ft,,46,46
147,2,6:57.0,,Defensive rebound by T. Gibson,46,46
148,2,6:46.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by T. Gibson),46,48
149,2,6:35.0,Turnover by J. Smith (bad pass; steal by J. Noah),,46,48
150,2,6:17.0,,D. Rose makes 2-pt jump shot from 15 ft (assist by J. Noah),46,50
151,2,6:01.0,J. Harden misses 2-pt jump shot from 6 ft,,46,50
152,2,6:00.0,,Defensive rebound by J. Noah,46,50
153,2,5:50.0,,D. Rose misses 3-pt jump shot from 24 ft,46,50
154,2,5:49.0,,Offensive rebound by J. Noah,46,50
155,2,5:44.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by T. Gibson),46,52
156,2,5:42.0,Houston full timeout,,46,52
157,2,5:42.0,T. Ariza enters the game for J. Smith,,46,52
158,2,5:42.0,D. Motiejūnas enters the game for C. Brewer,,46,52
159,2,5:29.0,J. Harden makes 3-pt jump shot from 24 ft (assist by T. Ariza),,49,52
160,2,5:08.0,,N. Mirotić misses 3-pt jump shot from 24 ft,49,52
161,2,5:07.0,,Offensive rebound by T. Gibson,49,52
162,2,4:59.0,,N. Mirotić makes 2-pt layup from 2 ft,49,54
163,2,4:40.0,D. Howard makes 2-pt hook shot from 2 ft,,51,54
164,2,4:20.0,,N. Mirotić makes 2-pt jump shot from 21 ft (assist by J. Noah),51,56
165,2,3:59.0,T. Ariza misses 3-pt jump shot from 22 ft,,51,56
166,2,3:59.0,,Defensive rebound by Team,51,56
167,2,3:59.0,Loose ball foul by P. Beverley (drawn by T. Gibson),,51,56
168,2,3:59.0,,P. Gasol enters the game for J. Noah,51,56
169,2,3:49.0,,D. Rose misses 2-pt layup from 1 ft,51,56
170,2,3:48.0,Defensive rebound by D. Howard,,51,56
171,2,3:43.0,P. Beverley makes 2-pt jump shot from 7 ft,,53,56
172,2,3:26.0,,Turnover by N. Mirotić (bad pass; steal by T. Ariza),53,56
173,2,3:20.0,J. Harden makes 3-pt jump shot from 26 ft (assist by P. Beverley),,56,56
174,2,3:01.0,,J. Butler misses 2-pt layup from 2 ft,56,56
175,2,2:59.0,,Offensive rebound by T. Gibson,56,56
176,2,2:59.0,,T. Gibson makes 2-pt dunk at rim,56,58
177,2,2:45.0,T. Ariza makes 2-pt layup from 1 ft (assist by D. Motiejūnas),,58,58
178,2,2:31.0,,Turnover by D. Rose (bad pass),58,58
179,2,2:31.0,,Chicago full timeout,58,58
180,2,2:31.0,,K. Hinrich enters the game for N. Mirotić,58,58
181,2,2:19.0,Turnover by D. Motiejūnas (bad pass),,58,58
182,2,1:54.0,,T. Gibson misses 2-pt jump shot from 14 ft,58,58
183,2,1:53.0,Defensive rebound by D. Motiejūnas,,58,58
184,2,1:37.0,D. Howard misses 2-pt layup from 2 ft (block by P. Gasol),,58,58
185,2,1:36.0,,Defensive rebound by J. Butler,58,58
186,2,1:23.0,,Turnover by P. Gasol (lost ball; steal by J. Harden),58,58
187,2,1:18.0,J. Harden makes 2-pt layup from 1 ft,,60,58
188,2,1:02.0,,Turnover by K. Hinrich (bad pass; steal by T. Ariza),60,58
189,2,0:55.0,D. Motiejūnas misses 2-pt layup from 2 ft,,60,58
190,2,0:54.0,,Defensive rebound by J. Butler,60,58
191,2,0:53.0,,Personal foul by P. Beverley (drawn by J. Butler),60,58
192,2,0:51.0,,Personal foul by D. Motiejūnas (drawn by D. Rose),60,58
193,2,0:51.0,,D. Rose makes free throw 1 of 2,60,59
194,2,0:51.0,J. Smith enters the game for D. Motiejūnas,,60,59
195,2,0:51.0,,D. Rose makes free throw 2 of 2,60,60
196,2,0:39.0,P. Beverley makes 2-pt layup from 2 ft,,62,60
197,2,0:27.0,,P. Gasol makes 2-pt jump shot from 18 ft (assist by D. Rose),62,62
198,2,0:05.0,J. Harden misses 2-pt jump shot from 21 ft,,62,62
199,2,0:03.0,Offensive rebound by J. Smith,,62,62
200,2,0:00.0,J. Smith misses 2-pt layup from 2 ft,,62,62
201,2,0:00.0,,Defensive rebound by P. Gasol,62,62
202,3,11:48.0,T. Ariza misses 2-pt layup from 2 ft (block by P. Gasol),,62,62
203,3,11:47.0,Offensive rebound by T. Ariza,,62,62
204,3,11:45.0,T. Ariza misses 2-pt layup at rim (block by J. Noah),,62,62
205,3,11:44.0,,Defensive rebound by P. Gasol,62,62
206,3,11:28.0,,J. Butler misses 2-pt jump shot from 6 ft (block by J. Harden),62,62
207,3,11:25.0,Defensive rebound by D. Howard,,62,62
208,3,11:18.0,J. Harden misses 2-pt layup from 1 ft (block by J. Noah),,62,62
209,3,11:18.0,Offensive rebound by Team,,62,62
210,3,11:15.0,P. Beverley misses 2-pt jump shot from 11 ft,,62,62
211,3,11:13.0,,Defensive rebound by J. Noah,62,62
212,3,11:00.0,,P. Gasol misses 2-pt jump shot from 17 ft,62,62
213,3,11:00.0,,Offensive rebound by Team,62,62
214,3,11:00.0,Loose ball foul by T. Ariza (drawn by J. Noah),,62,62
215,3,10:46.0,,Turnover by P. Gasol (bad pass; steal by T. Ariza),62,62
216,3,10:41.0,Turnover by T. Ariza (bad pass; steal by J. Butler),,62,62
217,3,10:34.0,,Shooting foul by D. Howard (drawn by J. Butler),62,62
218,3,10:34.0,,J. Butler makes free throw 1 of 2,62,63
219,3,10:34.0,,J. Butler misses free throw 2 of 2,62,63
220,3,10:32.0,Defensive rebound by D. Howard,,62,63
221,3,10:08.0,J. Harden misses 3-pt jump shot from 24 ft,,62,63
222,3,10:07.0,Offensive rebound by D. Howard,,62,63
223,3,9:58.0,D. Howard makes 2-pt layup from 1 ft,,64,63
224,3,9:38.0,,K. Hinrich misses 3-pt jump shot from 23 ft (block by J. Harden),64,63
225,3,9:36.0,Defensive rebound by T. Ariza,,64,63
226,3,9:34.0,D. Motiejūnas makes 2-pt layup from 2 ft (assist by T. Ariza),,66,63
227,3,9:17.0,,J. Butler misses 2-pt jump shot from 18 ft (block by T. Ariza),66,63
228,3,9:14.0,Defensive rebound by T. Ariza,,66,63
229,3,9:11.0,D. Motiejūnas makes 2-pt layup from 1 ft (assist by T. Ariza),,68,63
230,3,8:51.0,,J. Butler makes 2-pt jump shot from 18 ft (assist by K. Hinrich),68,65
231,3,8:27.0,D. Motiejūnas makes 2-pt jump shot from 10 ft,,70,65
232,3,8:12.0,,K. Hinrich makes 2-pt jump shot from 22 ft (assist by D. Rose),70,67
233,3,7:55.0,D. Motiejūnas misses 2-pt jump shot from 4 ft,,70,67
234,3,7:55.0,,Defensive rebound by Team,70,67
235,3,7:41.0,,P. Gasol misses 2-pt layup from 1 ft,70,67
236,3,7:40.0,,Offensive rebound by Team,70,67
237,3,7:31.0,,Personal foul by T. Ariza (drawn by J. Butler),70,67
238,3,7:21.0,,K. Hinrich misses 3-pt jump shot from 23 ft,70,67
239,3,7:20.0,Defensive rebound by D. Howard,,70,67
240,3,7:15.0,J. Harden misses 2-pt layup from 1 ft,,70,67
241,3,7:14.0,Offensive rebound by D. Motiejūnas,,70,67
242,3,7:11.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by D. Motiejūnas),,73,67
243,3,6:55.0,,D. Rose misses 3-pt jump shot from 25 ft,73,67
244,3,6:54.0,Defensive rebound by T. Ariza,,73,67
245,3,6:42.0,D. Motiejūnas makes 2-pt jump shot from 9 ft (assist by P. Beverley),,75,67
246,3,6:42.0,,Chicago full timeout,75,67
247,3,6:28.0,,J. Butler misses 2-pt jump shot from 4 ft (block by D. Motiejūnas),75,67
248,3,6:26.0,,Offensive rebound by D. Rose,75,67
249,3,6:23.0,,J. Butler makes 3-pt jump shot from 23 ft (assist by D. Rose),75,70
250,3,6:02.0,P. Beverley misses 2-pt jump shot from 10 ft,,75,70
251,3,6:01.0,,Defensive rebound by J. Noah,75,70
252,3,5:57.0,,Shooting foul by P. Beverley (drawn by D. Rose),75,70
253,3,5:57.0,,D. Rose makes free throw 1 of 2,75,71
254,3,5:57.0,,D. Rose makes free throw 2 of 2,75,72
255,3,5:43.0,T. Ariza misses 2-pt layup from 1 ft (block by J. Noah),,75,72
256,3,5:41.0,,Defensive rebound by P. Gasol,75,72
257,3,5:36.0,,K. Hinrich makes 2-pt layup from 2 ft,75,74
258,3,5:36.0,,Shooting foul by D. Motiejūnas (drawn by K. Hinrich),75,74
259,3,5:36.0,J. Smith enters the game for D. Motiejūnas,,75,74
260,3,5:36.0,,K. Hinrich makes free throw 1 of 1,75,75
261,3,5:17.0,J. Harden misses 2-pt jump shot from 17 ft,,75,75
262,3,5:16.0,,Defensive rebound by J. Noah,75,75
263,3,5:05.0,,P. Gasol misses 2-pt jump shot from 14 ft,75,75
264,3,5:04.0,Defensive rebound by J. Harden,,75,75
265,3,4:59.0,Personal foul by P. Gasol (drawn by D. Howard),,75,75
266,3,4:59.0,C. Brewer enters the game for T. Ariza,,75,75
267,3,4:44.0,Turnover by J. Smith (bad pass; steal by K. Hinrich),,75,75
268,3,4:41.0,,Turnover by K. Hinrich (bad pass; steal by P. Beverley),75,75
269,3,4:26.0,Turnover by D. Howard (lost ball; steal by J. Noah),,75,75
270,3,4:17.0,,D. Rose misses 3-pt jump shot from 25 ft,75,75
271,3,4:16.0,,Offensive rebound by P. Gasol,75,75
272,3,4:14.0,,D. Rose makes 3-pt jump shot from 25 ft (assist by P. Gasol),75,78
273,3,3:52.0,J. Harden misses 3-pt jump shot from 24 ft,,75,78
274,3,3:51.0,Offensive rebound by P. Beverley,,75,78
275,3,3:47.0,J. Smith misses 2-pt layup from 2 ft,,75,78
276,3,3:45.0,Offensive rebound by J. Smith,,75,78
277,3,3:45.0,J. Smith makes 2-pt layup from 1 ft,,77,78
278,3,3:33.0,,Turnover by D. Rose (lost ball),77,78
279,3,3:33.0,,A. Brooks enters the game for D. Rose,77,78
280,3,3:33.0,J. Terry enters the game for P. Beverley,,77,78
281,3,3:19.0,J. Smith misses 2-pt layup from 2 ft,,77,78
282,3,3:18.0,Offensive rebound by J. Smith,,77,78
283,3,3:18.0,J. Smith makes 2-pt layup from 2 ft,,79,78
284,3,3:02.0,,Offensive foul by J. Noah (drawn by C. Brewer),79,78
285,3,3:02.0,,Turnover by J. Noah (offensive foul),79,78
286,3,3:02.0,,T. Gibson enters the game for J. Noah,79,78
287,3,3:02.0,,N. Mirotić enters the game for K. Hinrich,79,78
288,3,2:46.0,J. Harden misses 2-pt layup from 1 ft,,79,78
289,3,2:45.0,,Defensive rebound by N. Mirotić,79,78
290,3,2:30.0,Houston full timeout,,79,78
291,3,2:26.0,,J. Butler makes 2-pt jump shot from 10 ft (assist by A. Brooks),79,80
292,3,2:09.0,Turnover by J. Harden (bad pass; steal by A. Brooks),,79,80
293,3,2:00.0,,Shooting foul by C. Brewer (drawn by P. Gasol),79,80
294,3,2:00.0,,P. Gasol makes free throw 1 of 2,79,81
295,3,2:00.0,,P. Gasol makes free throw 2 of 2,79,82
296,3,1:41.0,D. Howard misses 2-pt layup from 3 ft,,79,82
297,3,1:39.0,Offensive rebound by J. Smith,,79,82
298,3,1:37.0,D. Howard makes 2-pt layup from 2 ft (assist by J. Smith),,81,82
299,3,1:18.0,,Personal foul by J. Smith (drawn by T. Gibson),81,82
300,3,1:18.0,,T. Gibson makes free throw 1 of 2,81,83
301,3,1:18.0,,T. Gibson misses free throw 2 of 2,81,83
302,3,1:18.0,Defensive rebound by Team,,81,83
303,3,1:18.0,,Loose ball foul by N. Mirotić (drawn by D. Howard),81,83
304,3,1:02.0,J. Smith makes 2-pt jump shot from 19 ft (assist by D. Howard),,83,83
305,3,0:43.0,,Turnover by T. Gibson (lost ball; steal by J. Smith),83,83
306,3,0:38.0,J. Terry makes 3-pt jump shot from 23 ft (assist by J. Harden),,86,83
307,3,0:19.0,,P. Gasol misses 2-pt layup from 2 ft,86,83
308,3,0:18.0,Defensive rebound by D. Howard,,86,83
309,3,0:14.0,,Technical foul by Team,86,83
310,3,0:14.0,J. Harden makes technical free throw,,87,83
311,3,0:14.0,T. Ariza enters the game for D. Howard,,87,83
312,3,0:02.0,J. Smith makes 2-pt layup from 2 ft (assist by J. Harden),,89,83
313,3,0:00.0,,A. Brooks misses 3-pt jump shot from 40 ft,89,83
314,3,0:00.0,,Offensive rebound by Team,89,83
315,4,11:42.0,,J. Butler misses 3-pt jump shot from 25 ft (block by T. Ariza),89,83
316,4,11:42.0,Defensive rebound by Team,,89,83
317,4,11:25.0,D. Howard misses 2-pt jump shot from 3 ft (block by J. Noah),,89,83
318,4,11:25.0,Offensive rebound by Team,,89,83
319,4,11:19.0,J. Smith misses 3-pt jump shot from 25 ft,,89,83
320,4,11:18.0,,Defensive rebound by N. Mirotić,89,83
321,4,11:07.0,,N. Mirotić misses 2-pt jump shot from 14 ft,89,83
322,4,11:04.0,,Offensive rebound by N. Mirotić,89,83
323,4,11:04.0,,N. Mirotić makes 2-pt dunk at rim,89,85
324,4,10:48.0,Turnover by J. Smith (bad pass; steal by T. Gibson),,89,85
325,4,10:41.0,,Shooting foul by T. Ariza (drawn by J. Butler),89,85
326,4,10:41.0,,J. Butler makes free throw 1 of 3,89,86
327,4,10:41.0,,J. Butler makes free throw 2 of 3,89,87
328,4,10:41.0,,J. Butler makes free throw 3 of 3,89,88
329,4,10:28.0,C. Brewer misses 2-pt layup from 3 ft (block by N. Mirotić),,89,88
330,4,10:27.0,Offensive rebound by Team,,89,88
331,4,10:24.0,,Offensive charge foul by D. Howard (drawn by J. Noah),89,88
332,4,10:24.0,Turnover by D. Howard (offensive foul),,89,88
333,4,10:12.0,,J. Butler misses 2-pt jump shot from 15 ft,89,88
334,4,10:11.0,Defensive rebound by T. Ariza,,89,88
335,4,10:03.0,J. Smith makes 2-pt jump shot from 21 ft (assist by J. Terry),,91,88
336,4,9:46.0,,N. Mirotić misses 3-pt jump shot from 23 ft,91,88
337,4,9:45.0,Defensive rebound by J. Smith,,91,88
338,4,9:38.0,J. Terry makes 3-pt jump shot from 26 ft (assist by C. Brewer),,94,88
339,4,9:20.0,,Turnover by A. Brooks (lost ball; steal by J. Smith),94,88
340,4,9:06.0,C. Brewer misses 3-pt jump shot from 23 ft,,94,88
341,4,9:04.0,,Defensive rebound by J. Butler,94,88
342,4,9:04.0,,Personal foul by J. Terry (drawn by J. Butler),94,88
343,4,9:04.0,,D. Rose enters the game for A. Brooks,94,88
344,4,9:00.0,,Turnover by J. Noah (lost ball),94,88
345,4,8:50.0,C. Brewer makes 2-pt layup from 1 ft (assist by J. Smith),,96,88
346,4,8:41.0,,Chicago full timeout,96,88
347,4,8:41.0,,K. Hinrich enters the game for J. Butler,96,88
348,4,8:35.0,,D. Rose makes 2-pt jump shot from 13 ft (assist by K. Hinrich),96,90
349,4,8:15.0,J. Smith misses 2-pt jump shot from 12 ft,,96,90
350,4,8:15.0,Offensive rebound by Team,,96,90
351,4,8:15.0,,Loose ball foul by N. Mirotić (drawn by D. Howard),96,90
352,4,8:15.0,D. Motiejūnas enters the game for D. Howard,,96,90
353,4,8:05.0,Turnover by J. Terry (bad pass; steal by D. Rose),,96,90
354,4,8:02.0,,Turnover by J. Noah (bad pass),96,90
355,4,7:43.0,D. Motiejūnas makes 2-pt hook shot from 5 ft,,98,90
356,4,7:28.0,,J. Noah misses 2-pt layup from 2 ft,98,90
357,4,7:27.0,,Offensive rebound by N. Mirotić,98,90
358,4,7:27.0,,N. Mirotić makes 2-pt dunk at rim,98,92
359,4,7:10.0,Personal foul by J. Noah (drawn by D. Motiejūnas),,98,92
360,4,7:10.0,J. Harden enters the game for C. Brewer,,98,92
361,4,6:59.0,D. Motiejūnas misses 3-pt jump shot from 25 ft,,98,92
362,4,6:58.0,,Defensive rebound by D. Rose,98,92
363,4,6:52.0,,K. Hinrich makes 3-pt jump shot from 23 ft (assist by D. Rose),98,95
364,4,6:31.0,T. Ariza misses 3-pt jump shot from 24 ft,,98,95
365,4,6:30.0,,Defensive rebound by D. Rose,98,95
366,4,6:22.0,Offensive charge foul by T. Gibson (drawn by D. Motiejūnas),,98,95
367,4,6:22.0,,Turnover by T. Gibson (offensive foul),98,95
368,4,6:22.0,,P. Gasol enters the game for J. Noah,98,95
369,4,6:22.0,P. Beverley enters the game for J. Smith,,98,95
370,4,6:22.0,D. Howard enters the game for J. Terry,,98,95
371,4,6:05.0,P. Beverley makes 2-pt jump shot from 8 ft,,100,95
372,4,5:51.0,,D. Rose misses 2-pt jump shot from 11 ft,100,95
373,4,5:50.0,Defensive rebound by T. Ariza,,100,95
374,4,5:42.0,Personal foul by K. Hinrich (drawn by J. Harden),,100,95
375,4,5:42.0,Houston full timeout,,100,95
376,4,5:42.0,,J. Butler enters the game for K. Hinrich,100,95
377,4,5:26.0,T. Ariza misses 2-pt layup from 2 ft,,100,95
378,4,5:25.0,,Defensive rebound by P. Gasol,100,95
379,4,5:10.0,,Turnover by J. Butler (bad pass; steal by D. Motiejūnas),100,95
