,QUARTER,TIME_REMAINING,UTAH_ACTION,MILWAUKEE_ACTION,UTAH_SCORE,MILWAUKEE_SCORE
379,4,4:12.0,E. Freedom makes 2-pt layup from 1 ft (assist by G. Hayward),,95,91
380,4,4:12.0,Shooting foul by G. Antetokounmpo (drawn by E. Freedom),,95,91
381,4,4:12.0,,K. Middleton enters the game for O. Mayo,95,91
382,4,4:12.0,,Z. Pachulia enters the game for J. Henson,95,91
383,4,4:12.0,E. Freedom makes free throw 1 of 1,,96,91
384,4,3:50.0,,K. Middleton misses 2-pt jump shot from 15 ft,96,91
385,4,3:49.0,,Offensive rebound by Z. Pachulia,96,91
386,4,3:47.0,,Turnover by Z. Pachulia (bad pass; steal by G. Hayward),96,91
387,4,3:47.0,Personal foul by B. Knight (drawn by G. Hayward),,96,91
388,4,3:47.0,G. Hayward misses free throw 1 of 2,,96,91
389,4,3:47.0,Offensive rebound by Team,,96,91
390,4,3:47.0,G. Hayward makes free throw 2 of 2,,97,91
391,4,3:29.0,,Z. Pachulia misses 2-pt hook shot from 1 ft,97,91
392,4,3:27.0,Defensive rebound by J. Ingles,,97,91
393,4,3:10.0,G. Hayward makes 2-pt layup at rim,,99,91
394,4,3:09.0,,Milwaukee full timeout,99,91
395,4,2:56.0,,Shooting block foul by E. Freedom (drawn by J. Dudley),99,91
396,4,2:56.0,,J. Dudley makes free throw 1 of 2,99,92
397,4,2:56.0,,J. Dudley misses free throw 2 of 2,99,92
398,4,2:55.0,Defensive rebound by T. Booker,,99,92
399,4,2:36.0,Personal foul by K. Middleton (drawn by G. Hayward),,99,92
400,4,2:36.0,G. Hayward makes free throw 1 of 2,,100,92
401,4,2:36.0,G. Hayward makes free throw 2 of 2,,101,92
402,4,2:21.0,,Z. Pachulia makes 2-pt layup at rim (assist by G. Antetokounmpo),101,94
403,4,2:03.0,E. Freedom misses 3-pt jump shot from 22 ft,,101,94
404,4,2:02.0,,Defensive rebound by G. Antetokounmpo,101,94
405,4,1:58.0,,G. Antetokounmpo makes 2-pt dunk at rim,101,96
406,4,1:40.0,Turnover by G. Hayward (bad pass),,101,96
407,4,1:40.0,R. Gobert enters the game for E. Freedom,,101,96
408,4,1:29.0,,J. Dudley makes 3-pt jump shot from 23 ft (assist by B. Knight),101,99
409,4,1:29.0,Utah full timeout,,101,99
410,4,1:22.0,Turnover by G. Hayward (step out of bounds),,101,99
411,4,1:08.0,,G. Antetokounmpo misses 3-pt jump shot from 22 ft,101,99
412,4,1:07.0,Defensive rebound by G. Hayward,,101,99
413,4,0:51.0,T. Booker misses 3-pt jump shot from 27 ft,,101,99
414,4,0:50.0,,Defensive rebound by J. Dudley,101,99
415,4,0:44.0,,B. Knight misses 2-pt layup at rim,101,99
416,4,0:42.0,Defensive rebound by R. Gobert,,101,99
417,4,0:20.0,D. Exum misses 3-pt jump shot from 24 ft,,101,99
418,4,0:18.0,,Defensive rebound by B. Knight,101,99
419,4,0:08.0,,J. Dudley misses 3-pt jump shot from 25 ft,101,99
420,4,0:07.0,,Offensive rebound by Team,101,99
421,4,0:07.0,,O. Mayo enters the game for J. Dudley,101,99
422,4,0:03.0,,B. Knight misses 2-pt jump shot from 19 ft,101,99
423,4,0:01.0,,Offensive rebound by Z. Pachulia,101,99
424,4,0:01.0,,Z. Pachulia misses 2-pt tip-in from 1 ft,101,99
425,4,0:00.0,Defensive rebound by J. Ingles,,101,99
