,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,HOUSTON_ACTION,LA LAKERS_SCORE,HOUSTON_SCORE
40,1,6:29.0,C. Boozer makes 2-pt layup at rim (assist by K. Bryant),,12,9
41,1,6:16.0,,K. Papanikolaou makes 2-pt layup from 2 ft,12,11
42,1,6:06.0,E. Davis enters the game for J. Hill,,12,11
43,1,6:06.0,N. Young enters the game for W. Johnson,,12,11
44,1,6:06.0,,J. Dorsey enters the game for T. Black,12,11
45,1,5:57.0,N. Young misses 3-pt jump shot from 23 ft,,12,11
46,1,5:56.0,,Defensive rebound by Team,12,11
47,1,5:56.0,Loose ball foul by C. Boozer (drawn by T. Ariza),,12,11
48,1,5:56.0,,Houston full timeout,12,11
49,1,5:38.0,,K. Papanikolaou misses 3-pt jump shot from 24 ft,12,11
50,1,5:37.0,Defensive rebound by E. Davis,,12,11
51,1,5:27.0,E. Davis misses 2-pt layup at rim,,12,11
52,1,5:26.0,Offensive rebound by C. Boozer,,12,11
53,1,5:25.0,C. Boozer makes 2-pt hook shot from 5 ft,,14,11
54,1,5:07.0,,Turnover by P. Beverley (bad pass; steal by J. Lin),14,11
55,1,5:00.0,Personal foul by K. Papanikolaou (drawn by C. Boozer),,14,11
56,1,4:45.0,C. Boozer misses 2-pt jump shot from 6 ft (block by J. Harden),,14,11
57,1,4:44.0,,Defensive rebound by P. Beverley,14,11
58,1,4:27.0,,J. Dorsey misses 2-pt layup at rim,14,11
59,1,4:26.0,Defensive rebound by C. Boozer,,14,11
60,1,4:21.0,N. Young misses 2-pt layup from 1 ft,,14,11
61,1,4:19.0,,Defensive rebound by J. Dorsey,14,11
62,1,4:11.0,,K. Papanikolaou makes 3-pt jump shot from 23 ft (assist by J. Harden),14,14
63,1,3:50.0,K. Bryant misses 3-pt jump shot from 23 ft,,14,14
64,1,3:50.0,Offensive rebound by E. Davis,,14,14
65,1,3:46.0,Turnover by J. Lin (bad pass; steal by P. Beverley),,14,14
66,1,3:42.0,,Shooting foul by J. Lin (drawn by P. Beverley),14,14
67,1,3:42.0,,P. Beverley misses free throw 1 of 2,14,14
68,1,3:42.0,,Offensive rebound by Team,14,14
69,1,3:42.0,R. Price enters the game for J. Lin,,14,14
70,1,3:42.0,,F. García enters the game for T. Ariza,14,14
71,1,3:42.0,,P. Beverley misses free throw 2 of 2,14,14
72,1,3:42.0,Defensive rebound by C. Boozer,,14,14
73,1,3:30.0,C. Boozer misses 2-pt jump shot from 16 ft,,14,14
74,1,3:28.0,Offensive rebound by E. Davis,,14,14
75,1,3:27.0,,Violation by J. Dorsey (def goaltending),14,14
76,1,3:27.0,E. Davis makes 2-pt hook shot from 2 ft,,16,14
77,1,3:05.0,,J. Dorsey misses 2-pt dunk at rim (block by E. Davis),16,14
78,1,3:04.0,Defensive rebound by K. Bryant,,16,14
79,1,2:54.0,C. Boozer makes 2-pt layup at rim (assist by K. Bryant),,18,14
80,1,2:38.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by K. Papanikolaou),18,17
81,1,2:12.0,K. Bryant misses 2-pt jump shot from 13 ft,,18,17
82,1,2:11.0,,Defensive rebound by J. Harden,18,17
83,1,2:05.0,,J. Harden misses 2-pt layup at rim,18,17
84,1,2:04.0,Defensive rebound by C. Boozer,,18,17
85,1,1:59.0,LA Lakers full timeout,,18,17
86,1,1:59.0,R. Sacre enters the game for C. Boozer,,18,17
87,1,1:59.0,,J. Terry enters the game for J. Harden,18,17
88,1,1:59.0,,T. Ariza enters the game for P. Beverley,18,17
89,1,1:59.0,,T. Black enters the game for J. Dorsey,18,17
90,1,1:45.0,K. Bryant misses 2-pt jump shot from 9 ft,,18,17
91,1,1:44.0,,Defensive rebound by J. Terry,18,17
92,1,1:37.0,,F. García makes 3-pt jump shot from 24 ft (assist by T. Ariza),18,20
93,1,1:15.0,N. Young makes 3-pt jump shot from 24 ft (assist by R. Price),,21,20
94,1,0:55.0,,K. Papanikolaou makes 3-pt jump shot from 22 ft (assist by F. García),21,23
95,1,0:44.0,Personal foul by T. Black (drawn by R. Sacre),,21,23
96,1,0:38.0,Turnover by K. Bryant (lost ball),,21,23
97,1,0:30.0,,T. Ariza misses 3-pt jump shot from 25 ft,21,23
98,1,0:28.0,Defensive rebound by E. Davis,,21,23
99,1,0:08.0,N. Young misses 3-pt jump shot from 25 ft,,21,23
100,1,0:07.0,,Defensive rebound by T. Ariza,21,23
101,1,0:00.0,,F. García misses 3-pt jump shot from 23 ft,21,23
102,1,0:00.0,,Offensive rebound by Team,21,23
103,2,11:44.0,,K. Papanikolaou makes 3-pt jump shot from 24 ft (assist by J. Terry),21,26
104,2,11:28.0,N. Young makes 2-pt jump shot from 18 ft,,23,26
105,2,11:09.0,,T. Ariza misses 3-pt jump shot from 24 ft,23,26
106,2,11:08.0,Defensive rebound by N. Young,,23,26
107,2,10:58.0,R. Sacre misses 2-pt jump shot from 14 ft,,23,26
108,2,10:57.0,,Defensive rebound by K. Papanikolaou,23,26
109,2,10:51.0,,Turnover by K. Papanikolaou (bad pass),23,26
110,2,10:37.0,Turnover by R. Price (lost ball; steal by F. García),,23,26
111,2,10:34.0,,Turnover by F. García (bad pass; steal by N. Young),23,26
112,2,10:17.0,N. Young misses 3-pt jump shot from 23 ft,,23,26
113,2,10:15.0,Offensive rebound by E. Davis,,23,26
114,2,10:10.0,R. Price makes 3-pt jump shot from 24 ft (assist by E. Davis),,26,26
115,2,9:56.0,,Shooting foul by R. Sacre (drawn by T. Ariza),26,26
116,2,9:56.0,,T. Ariza makes free throw 1 of 2,26,27
117,2,9:56.0,,D. Motiejūnas enters the game for K. Papanikolaou,26,27
118,2,9:56.0,J. Hill enters the game for E. Davis,,26,27
119,2,9:56.0,,J. Harden enters the game for F. García,26,27
120,2,9:56.0,,T. Ariza makes free throw 2 of 2,26,28
121,2,9:45.0,W. Johnson misses 2-pt jump shot from 20 ft,,26,28
122,2,9:44.0,,Defensive rebound by T. Black,26,28
123,2,9:39.0,,Turnover by J. Terry (lost ball; steal by R. Price),26,28
124,2,9:39.0,Personal foul by J. Terry (drawn by R. Price),,26,28
125,2,9:26.0,J. Hill makes 2-pt layup at rim,,28,28
126,2,9:15.0,,T. Ariza misses 2-pt jump shot from 19 ft,28,28
127,2,9:14.0,Defensive rebound by R. Price,,28,28
128,2,9:08.0,Turnover by R. Price (lost ball; steal by T. Ariza),,28,28
129,2,9:08.0,,Personal foul by R. Price (drawn by J. Harden),28,28
130,2,8:57.0,,Turnover by D. Motiejūnas (lost ball; steal by W. Johnson),28,28
131,2,8:53.0,R. Price makes 2-pt layup at rim (assist by W. Johnson),,30,28
132,2,8:33.0,,D. Motiejūnas makes 2-pt dunk at rim (assist by T. Black),30,30
133,2,8:20.0,R. Price misses 3-pt jump shot from 24 ft,,30,30
134,2,8:19.0,,Defensive rebound by D. Motiejūnas,30,30
135,2,8:04.0,,T. Ariza misses 3-pt jump shot from 23 ft,30,30
136,2,8:01.0,,Offensive rebound by Team,30,30
137,2,8:01.0,Official timeout,,30,30
138,2,8:01.0,,P. Beverley enters the game for J. Terry,30,30
139,2,7:54.0,,Turnover by D. Motiejūnas (bad pass; steal by N. Young),30,30
140,2,7:37.0,J. Hill misses 2-pt layup from 2 ft,,30,30
141,2,7:36.0,,Defensive rebound by J. Harden,30,30
142,2,7:24.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by J. Harden),30,33
143,2,7:12.0,R. Sacre makes 2-pt jump shot from 5 ft,,32,33
144,2,7:02.0,,Shooting foul by R. Sacre (drawn by P. Beverley),32,33
145,2,7:02.0,,P. Beverley makes free throw 1 of 2,32,34
146,2,7:02.0,C. Boozer enters the game for N. Young,,32,34
147,2,7:02.0,J. Lin enters the game for R. Price,,32,34
148,2,7:02.0,K. Bryant enters the game for R. Sacre,,32,34
149,2,7:02.0,,P. Beverley makes free throw 2 of 2,32,35
150,2,6:48.0,J. Hill makes 2-pt jump shot from 17 ft (assist by J. Lin),,34,35
151,2,6:37.0,,T. Ariza makes 3-pt jump shot from 22 ft (assist by J. Harden),34,38
152,2,6:21.0,K. Bryant makes 2-pt layup at rim (assist by J. Lin),,36,38
153,2,6:11.0,,P. Beverley misses 2-pt layup at rim (block by J. Lin),36,38
154,2,6:10.0,Defensive rebound by Team,,36,38
155,2,5:52.0,J. Lin misses 2-pt jump shot from 20 ft,,36,38
156,2,5:51.0,Offensive rebound by W. Johnson,,36,38
157,2,5:48.0,J. Hill makes 2-pt jump shot from 6 ft (assist by W. Johnson),,38,38
158,2,5:38.0,,Shooting foul by W. Johnson (drawn by J. Harden),38,38
159,2,5:38.0,,Houston full timeout,38,38
160,2,5:38.0,,K. Papanikolaou enters the game for T. Black,38,38
161,2,5:38.0,,J. Harden makes free throw 1 of 2,38,39
162,2,5:38.0,,J. Harden makes free throw 2 of 2,38,40
163,2,5:24.0,K. Bryant makes 2-pt jump shot from 16 ft,,40,40
164,2,5:09.0,,D. Motiejūnas misses 2-pt hook shot from 5 ft,40,40
165,2,5:08.0,Defensive rebound by K. Bryant,,40,40
166,2,5:00.0,W. Johnson misses 3-pt jump shot from 22 ft,,40,40
167,2,4:59.0,,Defensive rebound by J. Harden,40,40
168,2,4:54.0,,Turnover by J. Harden (bad pass),40,40
169,2,4:36.0,K. Bryant makes 2-pt jump shot from 17 ft,,42,40
170,2,4:10.0,,P. Beverley misses 3-pt jump shot from 23 ft,42,40
171,2,4:09.0,Defensive rebound by C. Boozer,,42,40
172,2,4:02.0,C. Boozer makes 2-pt layup from 1 ft (assist by K. Bryant),,44,40
173,2,4:02.0,Shooting foul by J. Harden (drawn by C. Boozer),,44,40
174,2,4:02.0,,T. Black enters the game for D. Motiejūnas,44,40
175,2,4:02.0,C. Boozer makes free throw 1 of 1,,45,40
176,2,3:45.0,,T. Black makes 2-pt layup at rim (assist by T. Ariza),45,42
177,2,3:24.0,W. Johnson misses 2-pt layup at rim,,45,42
178,2,3:23.0,,Defensive rebound by T. Black,45,42
179,2,3:18.0,,J. Harden makes 2-pt layup at rim (assist by P. Beverley),45,44
180,2,3:10.0,Personal foul by J. Harden (drawn by J. Lin),,45,44
181,2,3:10.0,,J. Terry enters the game for J. Harden,45,44
182,2,2:58.0,J. Lin misses 2-pt jump shot from 7 ft (block by P. Beverley),,45,44
183,2,2:56.0,,Defensive rebound by T. Black,45,44
184,2,2:55.0,Violation by W. Johnson (kicked ball),,45,44
185,2,2:55.0,LA Lakers full timeout,,45,44
186,2,2:43.0,,K. Papanikolaou makes 3-pt jump shot from 24 ft (assist by T. Ariza),45,47
187,2,2:19.0,K. Bryant makes 2-pt jump shot from 11 ft,,47,47
188,2,2:07.0,,Turnover by J. Terry (bad pass; steal by J. Hill),47,47
189,2,1:48.0,J. Hill misses 2-pt jump shot from 16 ft,,47,47
190,2,1:47.0,,Defensive rebound by P. Beverley,47,47
191,2,1:38.0,,K. Papanikolaou misses 2-pt layup at rim,47,47
192,2,1:37.0,Defensive rebound by C. Boozer,,47,47
193,2,1:32.0,Turnover by C. Boozer (traveling),,47,47
194,2,1:32.0,,J. Harden enters the game for P. Beverley,47,47
195,2,1:13.0,,J. Terry makes 2-pt jump shot from 16 ft (assist by J. Harden),47,49
196,2,0:56.0,Turnover by K. Bryant (bad pass; steal by T. Ariza),,47,49
197,2,0:52.0,,Shooting foul by C. Boozer (drawn by K. Papanikolaou),47,49
198,2,0:52.0,,K. Papanikolaou makes free throw 1 of 2,47,50
199,2,0:52.0,,K. Papanikolaou makes free throw 2 of 2,47,51
200,2,0:39.0,Turnover by J. Lin (bad pass; steal by K. Papanikolaou),,47,51
201,2,0:32.0,,T. Ariza misses 3-pt jump shot from 25 ft,47,51
202,2,0:30.0,,Offensive rebound by T. Black,47,51
203,2,0:29.0,,T. Black misses 2-pt tip-in at rim,47,51
204,2,0:28.0,Defensive rebound by C. Boozer,,47,51
205,2,0:15.0,Personal foul by T. Ariza (drawn by K. Bryant),,47,51
206,2,0:04.0,K. Bryant makes 2-pt layup from 1 ft,,49,51
207,2,0:00.0,,J. Terry misses 3-pt jump shot from 27 ft,49,51
208,2,0:00.0,,Offensive rebound by Team,49,51
209,3,11:45.0,,P. Beverley makes 2-pt jump shot from 18 ft,49,53
210,3,11:19.0,C. Boozer misses 2-pt jump shot from 6 ft,,49,53
211,3,11:19.0,Offensive rebound by Team,,49,53
212,3,11:10.0,K. Bryant makes 2-pt jump shot from 18 ft,,51,53
213,3,10:50.0,,P. Beverley misses 2-pt jump shot from 14 ft,51,53
214,3,10:49.0,Defensive rebound by J. Hill,,51,53
215,3,10:47.0,Offensive foul by J. Lin (drawn by T. Ariza),,51,53
216,3,10:47.0,Turnover by J. Lin (offensive foul),,51,53
217,3,10:33.0,,T. Black misses 2-pt jump shot from 4 ft (block by J. Hill),51,53
218,3,10:32.0,Defensive rebound by C. Boozer,,51,53
219,3,10:22.0,J. Lin misses 2-pt jump shot from 4 ft (block by P. Beverley),,51,53
220,3,10:21.0,,Defensive rebound by T. Ariza,51,53
221,3,10:16.0,,J. Harden makes 2-pt layup at rim,51,55
222,3,9:58.0,Shooting foul by D. Motiejūnas (drawn by C. Boozer),,51,55
223,3,9:58.0,C. Boozer makes free throw 1 of 2,,52,55
224,3,9:58.0,C. Boozer misses free throw 2 of 2,,52,55
225,3,9:58.0,,Defensive rebound by T. Ariza,52,55
226,3,9:42.0,,D. Motiejūnas makes 3-pt jump shot from 24 ft (assist by J. Harden),52,58
227,3,9:30.0,Personal foul by P. Beverley (drawn by J. Lin),,52,58
228,3,9:20.0,Turnover by K. Bryant (lost ball),,52,58
229,3,9:08.0,,D. Motiejūnas misses 2-pt hook shot from 6 ft,52,58
230,3,9:07.0,Defensive rebound by C. Boozer,,52,58
231,3,8:59.0,K. Bryant misses 2-pt jump shot from 14 ft,,52,58
232,3,8:58.0,,Defensive rebound by D. Motiejūnas,52,58
233,3,8:43.0,,J. Harden misses 2-pt jump shot from 8 ft,52,58
234,3,8:43.0,Defensive rebound by J. Hill,,52,58
235,3,8:35.0,W. Johnson makes 2-pt layup from 1 ft (assist by J. Lin),,54,58
236,3,8:18.0,,D. Motiejūnas misses 3-pt jump shot from 22 ft,54,58
237,3,8:17.0,Defensive rebound by C. Boozer,,54,58
238,3,8:00.0,C. Boozer misses 2-pt jump shot from 15 ft,,54,58
239,3,7:58.0,,Defensive rebound by D. Motiejūnas,54,58
240,3,7:50.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),54,61
241,3,7:32.0,K. Bryant misses 2-pt jump shot from 19 ft,,54,61
242,3,7:31.0,,Defensive rebound by T. Ariza,54,61
243,3,7:26.0,,Shooting foul by W. Johnson (drawn by J. Harden),54,61
244,3,7:26.0,,J. Harden makes free throw 1 of 2,54,62
245,3,7:26.0,E. Davis enters the game for C. Boozer,,54,62
246,3,7:26.0,,K. Papanikolaou enters the game for D. Motiejūnas,54,62
247,3,7:26.0,,J. Harden misses free throw 2 of 2,54,62
248,3,7:26.0,Defensive rebound by J. Hill,,54,62
249,3,7:07.0,J. Hill makes 2-pt jump shot from 17 ft (assist by K. Bryant),,56,62
250,3,6:46.0,,P. Beverley makes 2-pt jump shot from 21 ft,56,64
251,3,6:28.0,J. Hill makes 2-pt jump shot from 21 ft (assist by K. Bryant),,58,64
252,3,6:16.0,,P. Beverley misses 3-pt jump shot from 24 ft,58,64
253,3,6:15.0,Defensive rebound by E. Davis,,58,64
254,3,5:59.0,J. Hill makes 2-pt jump shot from 18 ft (assist by K. Bryant),,60,64
255,3,5:45.0,,J. Harden makes 3-pt jump shot from 25 ft,60,67
256,3,5:22.0,K. Bryant misses 2-pt jump shot from 17 ft,,60,67
257,3,5:22.0,Offensive rebound by Team,,60,67
258,3,5:22.0,,Loose ball foul by K. Papanikolaou (drawn by E. Davis),60,67
259,3,5:22.0,,Houston full timeout,60,67
260,3,5:22.0,,J. Dorsey enters the game for T. Black,60,67
261,3,5:22.0,N. Young enters the game for J. Lin,,60,67
262,3,5:11.0,K. Bryant makes 2-pt jump shot from 18 ft,,62,67
263,3,4:50.0,,Personal foul by N. Young (drawn by T. Ariza),62,67
264,3,4:40.0,,Shooting foul by E. Davis (drawn by J. Dorsey),62,67
265,3,4:40.0,,J. Dorsey makes free throw 1 of 2,62,68
266,3,4:40.0,,J. Terry enters the game for P. Beverley,62,68
267,3,4:40.0,,J. Dorsey misses free throw 2 of 2,62,68
268,3,4:38.0,Defensive rebound by Team,,62,68
269,3,4:22.0,J. Hill misses 2-pt jump shot from 16 ft,,62,68
270,3,4:20.0,Offensive rebound by W. Johnson,,62,68
271,3,4:13.0,K. Bryant misses 3-pt jump shot from 24 ft,,62,68
272,3,4:12.0,,Defensive rebound by T. Ariza,62,68
273,3,4:06.0,,Shooting foul by N. Young (drawn by J. Harden),62,68
274,3,4:06.0,,J. Harden makes free throw 1 of 2,62,69
275,3,4:06.0,,F. García enters the game for T. Ariza,62,69
276,3,4:06.0,,J. Harden makes free throw 2 of 2,62,70
277,3,3:46.0,N. Young makes 3-pt jump shot from 25 ft,,65,70
278,3,3:26.0,,F. García misses 3-pt jump shot from 23 ft,65,70
279,3,3:25.0,Defensive rebound by J. Hill,,65,70
280,3,3:13.0,N. Young misses 2-pt jump shot from 5 ft (block by J. Terry),,65,70
281,3,3:11.0,Offensive rebound by J. Hill,,65,70
282,3,3:08.0,K. Bryant misses 2-pt layup from 1 ft,,65,70
283,3,3:05.0,,Defensive rebound by K. Papanikolaou,65,70
284,3,2:52.0,,F. García misses 3-pt jump shot from 23 ft,65,70
285,3,2:51.0,,Offensive rebound by J. Dorsey,65,70
286,3,2:46.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by J. Dorsey),65,73
287,3,2:14.0,K. Bryant misses 3-pt jump shot from 49 ft,,65,73
288,3,2:14.0,Offensive rebound by Team,,65,73
289,3,2:14.0,Turnover by Team (shot clock),,65,73
290,3,2:14.0,LA Lakers full timeout,,65,73
291,3,2:14.0,R. Price enters the game for J. Hill,,65,73
292,3,2:03.0,,J. Terry misses 3-pt jump shot from 24 ft,65,73
293,3,2:01.0,,Offensive rebound by J. Dorsey,65,73
294,3,1:55.0,,J. Harden makes 2-pt jump shot from 15 ft (assist by J. Terry),65,75
295,3,1:38.0,K. Bryant misses 2-pt jump shot from 9 ft,,65,75
296,3,1:37.0,Offensive rebound by E. Davis,,65,75
297,3,1:36.0,E. Davis misses 2-pt tip-in at rim,,65,75
298,3,1:35.0,,Defensive rebound by F. García,65,75
299,3,1:35.0,,Turnover by F. García (discontinued dribble),65,75
300,3,1:35.0,,P. Beverley enters the game for J. Harden,65,75
301,3,1:24.0,K. Bryant misses 2-pt layup from 2 ft (block by J. Dorsey),,65,75
302,3,1:23.0,Offensive rebound by Team,,65,75
303,3,1:22.0,Shooting foul by J. Dorsey (drawn by K. Bryant),,65,75
304,3,1:22.0,K. Bryant makes free throw 1 of 2,,66,75
305,3,1:22.0,K. Bryant makes free throw 2 of 2,,67,75
306,3,1:03.0,,J. Dorsey misses 2-pt layup from 2 ft,67,75
307,3,1:02.0,Defensive rebound by K. Bryant,,67,75
308,3,1:02.0,Personal foul by J. Dorsey (drawn by K. Bryant),,67,75
309,3,1:02.0,K. Bryant misses free throw 1 of 2,,67,75
310,3,1:02.0,Offensive rebound by Team,,67,75
311,3,1:02.0,J. Lin enters the game for W. Johnson,,67,75
312,3,1:02.0,K. Bryant makes free throw 2 of 2,,68,75
313,3,0:44.0,Offensive charge foul by K. Papanikolaou (drawn by R. Price),,68,75
314,3,0:44.0,,Turnover by K. Papanikolaou (offensive foul),68,75
315,3,0:31.0,K. Bryant misses 3-pt jump shot from 25 ft,,68,75
316,3,0:30.0,Offensive rebound by E. Davis,,68,75
317,3,0:28.0,E. Davis makes 2-pt layup at rim,,70,75
318,3,0:28.0,Shooting foul by J. Dorsey (drawn by E. Davis),,70,75
319,3,0:28.0,,J. Harden enters the game for J. Dorsey,70,75
320,3,0:28.0,E. Davis misses free throw 1 of 1,,70,75
321,3,0:28.0,,Defensive rebound by P. Beverley,70,75
322,3,0:02.0,,J. Harden misses 2-pt jump shot from 23 ft,70,75
323,3,0:01.0,Defensive rebound by E. Davis,,70,75
324,4,11:45.0,N. Young makes 2-pt jump shot from 18 ft,,72,75
325,4,11:22.0,,K. Papanikolaou misses 3-pt jump shot from 24 ft,72,75
326,4,11:20.0,,Offensive rebound by P. Beverley,72,75
327,4,11:08.0,,Personal foul by N. Young (drawn by F. García),72,75
328,4,11:05.0,,P. Beverley misses 2-pt layup at rim,72,75
329,4,11:04.0,Defensive rebound by Team,,72,75
330,4,10:53.0,N. Young misses 3-pt jump shot from 24 ft (block by F. García),,72,75
331,4,10:50.0,,Defensive rebound by K. Papanikolaou,72,75
332,4,10:46.0,,J. Terry misses 3-pt jump shot from 24 ft,72,75
333,4,10:45.0,Defensive rebound by N. Young,,72,75
334,4,10:39.0,Personal foul by F. García (drawn by J. Lin),,72,75
335,4,10:39.0,,T. Ariza enters the game for F. García,72,75
336,4,10:31.0,J. Lin misses 2-pt layup at rim,,72,75
337,4,10:30.0,Offensive rebound by E. Davis,,72,75
338,4,10:30.0,E. Davis makes 2-pt tip-in at rim,,74,75
339,4,10:17.0,,T. Black enters the game for D. Motiejūnas,74,75
340,4,10:05.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by K. Papanikolaou),74,78
341,4,9:46.0,C. Boozer misses 2-pt jump shot from 16 ft,,74,78
342,4,9:44.0,,Defensive rebound by T. Ariza,74,78
343,4,9:27.0,,T. Ariza misses 2-pt jump shot from 14 ft,74,78
344,4,9:26.0,Defensive rebound by E. Davis,,74,78
345,4,9:09.0,C. Boozer misses 2-pt jump shot from 13 ft,,74,78
346,4,9:06.0,,Defensive rebound by Team,74,78
347,4,9:06.0,J. Hill enters the game for E. Davis,,74,78
348,4,8:52.0,,J. Terry misses 2-pt jump shot from 6 ft,74,78
349,4,8:51.0,Defensive rebound by J. Hill,,74,78
350,4,8:36.0,C. Boozer misses 2-pt jump shot from 3 ft,,74,78
351,4,8:35.0,,Defensive rebound by T. Black,74,78
352,4,8:31.0,,J. Terry makes 3-pt jump shot from 24 ft (assist by P. Beverley),74,81
353,4,8:30.0,LA Lakers full timeout,,74,81
354,4,8:30.0,,J. Harden enters the game for K. Papanikolaou,74,81
355,4,8:30.0,,D. Motiejūnas enters the game for J. Terry,74,81
356,4,8:30.0,K. Bryant enters the game for J. Lin,,74,81
357,4,8:14.0,Shooting foul by T. Black (drawn by J. Hill),,74,81
358,4,8:14.0,J. Hill makes free throw 1 of 2,,75,81
359,4,8:14.0,J. Hill makes free throw 2 of 2,,76,81
360,4,8:01.0,,Turnover by J. Harden (bad pass),76,81
361,4,7:48.0,N. Young makes 2-pt jump shot from 21 ft,,78,81
362,4,7:45.0,Technical foul by N. Young,,78,81
363,4,7:45.0,,J. Harden misses technical free throw,78,81
364,4,7:45.0,,Offensive rebound by Team,78,81
365,4,7:24.0,,P. Beverley misses 3-pt jump shot from 24 ft,78,81
366,4,7:23.0,Defensive rebound by Team,,78,81
367,4,7:23.0,,Loose ball foul by D. Motiejūnas (drawn by C. Boozer),78,81
368,4,7:23.0,W. Johnson enters the game for R. Price,,78,81
369,4,7:05.0,K. Bryant misses 2-pt jump shot from 11 ft,,78,81
370,4,7:04.0,Offensive rebound by Team,,78,81
371,4,6:54.0,J. Hill makes 2-pt layup at rim,,80,81
372,4,6:39.0,,P. Beverley misses 3-pt jump shot from 23 ft,80,81
373,4,6:36.0,,Offensive rebound by T. Black,80,81
374,4,6:32.0,,T. Ariza misses 3-pt jump shot from 23 ft,80,81
375,4,6:30.0,Defensive rebound by N. Young,,80,81
376,4,6:29.0,Personal foul by P. Beverley (drawn by N. Young),,80,81
377,4,6:29.0,,J. Terry enters the game for P. Beverley,80,81
378,4,6:29.0,,K. Papanikolaou enters the game for D. Motiejūnas,80,81
379,4,6:19.0,N. Young makes 2-pt layup from 1 ft (assist by K. Bryant),,82,81
380,4,6:09.0,,Shooting foul by C. Boozer (drawn by J. Harden),82,81
381,4,6:09.0,,J. Harden makes free throw 1 of 2,82,82
382,4,6:09.0,,J. Harden makes free throw 2 of 2,82,83
383,4,5:58.0,N. Young misses 3-pt jump shot from 24 ft,,82,83
384,4,5:57.0,,Defensive rebound by J. Harden,82,83
385,4,5:50.0,,Turnover by J. Harden (lost ball),82,83
386,4,5:50.0,Official timeout,,82,83
387,4,5:36.0,C. Boozer misses 2-pt jump shot from 15 ft,,82,83
388,4,5:35.0,,Defensive rebound by Team,82,83
389,4,5:35.0,Loose ball foul by J. Hill (drawn by K. Papanikolaou),,82,83
390,4,5:12.0,,J. Harden makes 2-pt jump shot from 6 ft,82,85
391,4,5:12.0,,Shooting foul by J. Hill (drawn by J. Harden),82,85
