,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,NEW ORLEANS_ACTION,GOLDEN STATE_SCORE,NEW ORLEANS_SCORE
83,1,0:54.0,,J. Holiday makes 2-pt jump shot from 4 ft,25,26
84,1,0:48.0,S. Curry misses 3-pt jump shot from 28 ft,,25,26
85,1,0:46.0,,Defensive rebound by A. Davis,25,26
86,1,0:26.0,,J. Holiday misses 2-pt jump shot from 20 ft,25,26
87,1,0:24.0,,Offensive rebound by R. Anderson,25,26
88,1,0:06.0,,N. Cole misses 3-pt jump shot from 26 ft,25,26
89,1,0:04.0,Defensive rebound by F. Ezeli,,25,26
90,1,0:00.0,A. Iguodala misses 3-pt jump shot from 46 ft,,25,26
91,1,0:00.0,Offensive rebound by Team,,25,26
92,2,11:45.0,,R. Anderson makes 2-pt dunk at rim (assist by J. Holiday),25,28
93,2,11:28.0,S. Livingston misses 2-pt jump shot from 15 ft,,25,28
94,2,11:26.0,,Defensive rebound by D. Cunningham,25,28
95,2,11:08.0,,N. Cole makes 3-pt jump shot from 26 ft (assist by J. Holiday),25,31
96,2,10:57.0,Personal block foul by D. Cunningham (drawn by A. Iguodala),,25,31
97,2,10:45.0,K. Thompson misses 2-pt jump shot from 15 ft,,25,31
98,2,10:44.0,,Defensive rebound by D. Cunningham,25,31
99,2,10:38.0,,N. Cole makes 2-pt jump shot from 5 ft,25,33
100,2,10:26.0,K. Thompson misses 3-pt jump shot from 27 ft,,25,33
101,2,10:23.0,,Defensive rebound by A. Davis,25,33
102,2,10:13.0,,J. Holiday makes 2-pt jump shot from 14 ft,25,35
103,2,10:11.0,Golden State full timeout,,25,35
104,2,9:57.0,Turnover by D. Green (bad pass; steal by A. Davis),,25,35
105,2,9:50.0,,D. Cunningham makes 2-pt jump shot from 22 ft (assist by R. Anderson),25,37
106,2,9:34.0,M. Speights misses 2-pt jump shot from 4 ft (block by D. Cunningham),,25,37
107,2,9:32.0,,Defensive rebound by D. Cunningham,25,37
108,2,9:26.0,,N. Cole makes 2-pt layup from 2 ft,25,39
109,2,9:20.0,Personal foul by J. Holiday (drawn by S. Livingston),,25,39
110,2,9:15.0,D. Green makes 2-pt dunk at rim (assist by K. Thompson),,27,39
111,2,8:54.0,,J. Holiday misses 2-pt jump shot from 16 ft,27,39
112,2,8:53.0,,Offensive rebound by R. Anderson,27,39
113,2,8:53.0,,R. Anderson misses 2-pt tip-in from 1 ft,27,39
114,2,8:52.0,Defensive rebound by D. Green,,27,39
115,2,8:44.0,A. Iguodala misses 3-pt jump shot from 24 ft,,27,39
116,2,8:43.0,,Defensive rebound by A. Davis,27,39
117,2,8:32.0,,A. Davis misses 2-pt layup from 3 ft,27,39
118,2,8:30.0,,Offensive rebound by J. Holiday,27,39
119,2,8:28.0,,Q. Pondexter enters the game for A. Davis,27,39
120,2,8:28.0,,E. Gordon enters the game for J. Holiday,27,39
121,2,8:19.0,,N. Cole misses 2-pt jump shot from 23 ft,27,39
122,2,8:18.0,Defensive rebound by S. Livingston,,27,39
123,2,8:16.0,S. Livingston makes 2-pt layup from 2 ft,,29,39
124,2,8:16.0,Shooting foul by D. Cunningham (drawn by S. Livingston),,29,39
125,2,8:16.0,S. Livingston makes free throw 1 of 1,,30,39
126,2,8:01.0,,R. Anderson makes 3-pt jump shot from 26 ft (assist by E. Gordon),30,42
127,2,7:49.0,M. Speights makes 2-pt hook shot from 4 ft,,32,42
128,2,7:30.0,,R. Anderson makes 2-pt jump shot from 19 ft (assist by E. Gordon),32,44
129,2,7:20.0,,Offensive charge foul by M. Speights (drawn by R. Anderson),32,44
130,2,7:20.0,Turnover by M. Speights (offensive foul),,32,44
131,2,7:20.0,H. Barnes enters the game for M. Speights,,32,44
132,2,7:08.0,,Turnover by R. Anderson (offensive foul),32,44
133,2,7:08.0,,Offensive foul by R. Anderson (drawn by D. Green),32,44
134,2,7:08.0,S. Curry enters the game for A. Iguodala,,32,44
135,2,7:08.0,,T. Evans enters the game for D. Cunningham,32,44
136,2,6:53.0,S. Curry makes 2-pt layup from 3 ft,,34,44
137,2,6:32.0,,R. Anderson makes 2-pt layup from 2 ft (assist by E. Gordon),34,46
138,2,6:21.0,K. Thompson misses 3-pt jump shot from 23 ft,,34,46
139,2,6:18.0,Offensive rebound by H. Barnes,,34,46
140,2,6:18.0,Shooting foul by Q. Pondexter (drawn by H. Barnes),,34,46
141,2,6:18.0,H. Barnes makes free throw 1 of 2,,35,46
142,2,6:18.0,H. Barnes makes free throw 2 of 2,,36,46
143,2,6:02.0,,R. Anderson makes 2-pt jump shot from 17 ft,36,48
144,2,5:54.0,Shooting foul by R. Anderson (drawn by S. Curry),,36,48
145,2,5:54.0,Official timeout,,36,48
146,2,5:54.0,,A. Davis enters the game for Q. Pondexter,36,48
147,2,5:54.0,A. Bogut enters the game for H. Barnes,,36,48
148,2,5:54.0,S. Curry makes free throw 1 of 3,,37,48
149,2,5:54.0,S. Curry misses free throw 2 of 3,,37,48
150,2,5:54.0,Offensive rebound by Team,,37,48
151,2,5:54.0,S. Curry makes free throw 3 of 3,,38,48
152,2,5:42.0,,Personal foul by A. Bogut (drawn by A. Davis),38,48
153,2,5:27.0,,R. Anderson misses 3-pt jump shot from 28 ft,38,48
154,2,5:27.0,,Offensive rebound by Team,38,48
155,2,5:27.0,,Turnover by Team (shot clock),38,48
156,2,5:13.0,D. Green misses 3-pt jump shot from 27 ft,,38,48
157,2,5:12.0,,Defensive rebound by T. Evans,38,48
158,2,5:08.0,,A. Davis makes 2-pt dunk at rim (assist by T. Evans),38,50
159,2,4:48.0,K. Thompson misses 2-pt layup from 2 ft,,38,50
160,2,4:46.0,Offensive rebound by K. Thompson,,38,50
161,2,4:46.0,K. Thompson misses 2-pt tip-in from 3 ft,,38,50
162,2,4:42.0,,Defensive rebound by E. Gordon,38,50
163,2,4:35.0,,A. Davis makes 2-pt jump shot from 12 ft (assist by T. Evans),38,52
164,2,4:17.0,Turnover by K. Thompson (lost ball; steal by E. Gordon),,38,52
165,2,4:13.0,,N. Cole makes 2-pt layup from 2 ft (assist by T. Evans),38,54
166,2,4:11.0,Golden State full timeout,,38,54
167,2,4:11.0,,Ö. Aşık enters the game for R. Anderson,38,54
168,2,3:49.0,S. Curry misses 2-pt layup from 2 ft,,38,54
169,2,3:49.0,,Defensive rebound by Team,38,54
170,2,3:39.0,,Offensive foul by Ö. Aşık (drawn by K. Thompson),38,54
171,2,3:39.0,,Turnover by Ö. Aşık (offensive foul),38,54
172,2,3:39.0,A. Iguodala enters the game for S. Livingston,,38,54
173,2,3:28.0,K. Thompson misses 2-pt jump shot from 10 ft (block by E. Gordon),,38,54
174,2,3:27.0,Offensive rebound by D. Green,,38,54
175,2,3:27.0,D. Green makes 2-pt layup from 2 ft,,40,54
176,2,3:03.0,,N. Cole misses 3-pt jump shot from 23 ft,40,54
177,2,3:02.0,Defensive rebound by D. Green,,40,54
178,2,2:44.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,43,54
179,2,2:24.0,,T. Evans makes 3-pt jump shot from 26 ft (assist by A. Davis),43,57
180,2,1:55.0,S. Curry misses 2-pt jump shot from 16 ft,,43,57
181,2,1:53.0,,Defensive rebound by A. Davis,43,57
182,2,1:46.0,,T. Evans makes 2-pt layup from 2 ft,43,59
183,2,1:40.0,A. Iguodala makes 2-pt layup from 2 ft (assist by S. Curry),,45,59
184,2,1:40.0,Shooting foul by T. Evans (drawn by A. Iguodala),,45,59
185,2,1:40.0,A. Iguodala misses free throw 1 of 1,,45,59
186,2,1:40.0,,Defensive rebound by Team,45,59
187,2,1:25.0,,T. Evans makes 2-pt jump shot from 4 ft,45,61
188,2,1:07.0,K. Thompson makes 2-pt jump shot from 12 ft,,47,61
189,2,0:50.0,,A. Davis misses 2-pt hook shot from 10 ft,47,61
190,2,0:47.0,Defensive rebound by A. Iguodala,,47,61
191,2,0:43.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,50,61
192,2,0:23.0,,N. Cole makes 2-pt layup from 3 ft,50,63
193,2,0:02.0,S. Curry misses 2-pt jump shot from 10 ft,,50,63
194,2,0:02.0,Offensive rebound by A. Bogut,,50,63
195,2,0:02.0,A. Bogut makes 2-pt tip-in from 2 ft,,52,63
196,3,11:46.0,,Personal foul by S. Curry (drawn by E. Gordon),52,63
197,3,11:33.0,,T. Evans misses 2-pt jump shot from 20 ft,52,63
198,3,11:32.0,Defensive rebound by D. Green,,52,63
199,3,11:20.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,55,63
200,3,10:53.0,,T. Evans misses 3-pt jump shot from 25 ft,55,63
201,3,10:52.0,Defensive rebound by D. Green,,55,63
202,3,10:42.0,K. Thompson misses 3-pt jump shot from 25 ft,,55,63
203,3,10:41.0,,Defensive rebound by A. Davis,55,63
204,3,10:30.0,,Shooting foul by D. Green (drawn by Q. Pondexter),55,63
205,3,10:30.0,,Q. Pondexter makes free throw 1 of 2,55,64
206,3,10:30.0,,Q. Pondexter makes free throw 2 of 2,55,65
207,3,10:11.0,D. Green misses 2-pt jump shot from 4 ft,,55,65
208,3,10:10.0,,Defensive rebound by Ö. Aşık,55,65
209,3,9:52.0,,Q. Pondexter makes 2-pt jump shot from 4 ft,55,67
210,3,9:44.0,S. Curry misses 3-pt jump shot from 26 ft,,55,67
211,3,9:43.0,,Defensive rebound by T. Evans,55,67
212,3,9:24.0,,Offensive foul by A. Davis (drawn by H. Barnes),55,67
213,3,9:24.0,,Turnover by A. Davis (offensive foul),55,67
214,3,9:03.0,Shooting foul by Q. Pondexter (drawn by S. Curry),,55,67
215,3,9:03.0,S. Curry makes free throw 1 of 2,,56,67
216,3,9:03.0,,Technical foul by Q. Pondexter,56,67
217,3,9:03.0,S. Curry makes technical free throw,,57,67
218,3,9:03.0,S. Curry makes free throw 2 of 2,,58,67
219,3,8:47.0,,Turnover by T. Evans (bad pass; steal by D. Green),58,67
220,3,8:37.0,S. Curry misses 3-pt jump shot from 25 ft,,58,67
221,3,8:35.0,,Defensive rebound by Team,58,67
222,3,8:35.0,,New Orleans full timeout,58,67
223,3,8:17.0,,E. Gordon misses 2-pt jump shot from 4 ft,58,67
224,3,8:17.0,,Offensive rebound by E. Gordon,58,67
225,3,8:16.0,,E. Gordon misses 2-pt layup from 4 ft,58,67
226,3,8:15.0,,Offensive rebound by Ö. Aşık,58,67
227,3,8:13.0,,Ö. Aşık misses 2-pt layup from 2 ft (block by H. Barnes),58,67
228,3,8:12.0,Defensive rebound by H. Barnes,,58,67
229,3,8:04.0,Turnover by S. Curry (lost ball; steal by A. Davis),,58,67
230,3,7:53.0,,A. Davis makes 2-pt jump shot from 11 ft,58,69
231,3,7:29.0,H. Barnes misses 2-pt jump shot from 10 ft,,58,69
232,3,7:28.0,,Defensive rebound by A. Davis,58,69
233,3,7:15.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by T. Evans),58,71
234,3,6:49.0,H. Barnes misses 2-pt layup from 2 ft,,58,71
235,3,6:43.0,,Defensive rebound by E. Gordon,58,71
236,3,6:34.0,,E. Gordon misses 3-pt jump shot from 26 ft,58,71
237,3,6:33.0,,Offensive rebound by Q. Pondexter,58,71
238,3,6:19.0,,Shooting foul by K. Thompson (drawn by A. Davis),58,71
239,3,6:19.0,,A. Davis makes free throw 1 of 2,58,72
240,3,6:19.0,,A. Davis makes free throw 2 of 2,58,73
241,3,6:03.0,H. Barnes misses 2-pt jump shot from 16 ft,,58,73
242,3,6:02.0,,Defensive rebound by Ö. Aşık,58,73
243,3,5:58.0,,Shooting foul by S. Curry (drawn by E. Gordon),58,73
244,3,5:58.0,,E. Gordon misses free throw 1 of 2,58,73
245,3,5:58.0,,Offensive rebound by Team,58,73
246,3,5:58.0,A. Iguodala enters the game for H. Barnes,,58,73
247,3,5:58.0,,E. Gordon makes free throw 2 of 2,58,74
248,3,5:43.0,S. Curry misses 2-pt layup from 3 ft (block by A. Davis),,58,74
249,3,5:42.0,,Defensive rebound by Ö. Aşık,58,74
250,3,5:41.0,,Personal foul by D. Green (drawn by Ö. Aşık),58,74
251,3,5:41.0,,Ö. Aşık misses free throw 1 of 2,58,74
252,3,5:41.0,,Offensive rebound by Team,58,74
253,3,5:41.0,M. Speights enters the game for D. Green,,58,74
254,3,5:41.0,,Ö. Aşık makes free throw 2 of 2,58,75
255,3,5:27.0,Turnover by K. Thompson (bad pass; steal by Ö. Aşık),,58,75
256,3,5:21.0,,T. Evans makes 2-pt layup from 2 ft (assist by E. Gordon),58,77
257,3,5:19.0,Golden State full timeout,,58,77
258,3,5:19.0,,R. Anderson enters the game for Ö. Aşık,58,77
259,3,5:19.0,H. Barnes enters the game for A. Bogut,,58,77
260,3,5:03.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by A. Iguodala),,60,77
261,3,5:03.0,Shooting foul by R. Anderson (drawn by K. Thompson),,60,77
262,3,5:03.0,K. Thompson makes free throw 1 of 1,,61,77
263,3,4:46.0,,A. Davis misses 2-pt jump shot from 7 ft,61,77
264,3,4:45.0,Defensive rebound by M. Speights,,61,77
265,3,4:34.0,M. Speights misses 2-pt layup from 2 ft (block by A. Davis),,61,77
266,3,4:33.0,Offensive rebound by M. Speights,,61,77
267,3,4:32.0,M. Speights misses 2-pt layup from 1 ft (block by A. Davis),,61,77
268,3,4:31.0,,Defensive rebound by A. Davis,61,77
269,3,4:23.0,,Turnover by T. Evans (offensive foul),61,77
270,3,4:23.0,Offensive charge foul by T. Evans (drawn by M. Speights),,61,77
271,3,4:07.0,A. Iguodala misses 3-pt jump shot from 26 ft,,61,77
272,3,4:05.0,Offensive rebound by H. Barnes,,61,77
273,3,4:01.0,S. Curry makes 3-pt jump shot from 25 ft (assist by H. Barnes),,64,77
274,3,3:36.0,,R. Anderson makes 2-pt jump shot from 15 ft (assist by T. Evans),64,79
275,3,3:24.0,M. Speights misses 2-pt jump shot from 21 ft,,64,79
276,3,3:23.0,,Defensive rebound by Q. Pondexter,64,79
277,3,3:12.0,,R. Anderson misses 2-pt jump shot from 21 ft,64,79
278,3,3:11.0,Defensive rebound by S. Curry,,64,79
279,3,3:05.0,S. Curry makes 3-pt jump shot from 25 ft,,67,79
280,3,2:49.0,,Personal foul by M. Speights (drawn by A. Davis),67,79
281,3,2:49.0,,A. Davis makes free throw 1 of 2,67,80
282,3,2:49.0,,N. Cole enters the game for E. Gordon,67,80
283,3,2:49.0,L. Barbosa enters the game for K. Thompson,,67,80
284,3,2:49.0,,J. Holiday enters the game for T. Evans,67,80
285,3,2:49.0,,D. Cunningham enters the game for Q. Pondexter,67,80
286,3,2:49.0,,A. Davis makes free throw 2 of 2,67,81
287,3,2:27.0,A. Iguodala misses 2-pt jump shot from 18 ft,,67,81
288,3,2:27.0,,Defensive rebound by Team,67,81
289,3,2:27.0,Loose ball foul by M. Speights (drawn by R. Anderson),,67,81
290,3,2:27.0,,R. Anderson makes free throw 1 of 2,67,82
291,3,2:27.0,,R. Anderson makes free throw 2 of 2,67,83
292,3,2:16.0,S. Curry misses 3-pt jump shot from 26 ft,,67,83
293,3,2:15.0,,Defensive rebound by A. Davis,67,83
294,3,2:10.0,Offensive charge foul by N. Cole (drawn by S. Curry),,67,83
295,3,2:10.0,,Turnover by N. Cole (offensive foul),67,83
296,3,1:53.0,M. Speights misses 2-pt dunk at rim (block by D. Cunningham),,67,83
297,3,1:53.0,,Defensive rebound by Team,67,83
298,3,1:38.0,,Shooting block foul by M. Speights (drawn by J. Holiday),67,83
299,3,1:38.0,,J. Holiday makes free throw 1 of 2,67,84
300,3,1:38.0,,J. Holiday makes free throw 2 of 2,67,85
301,3,1:22.0,A. Iguodala misses 3-pt jump shot from 23 ft,,67,85
302,3,1:20.0,Offensive rebound by S. Curry,,67,85
303,3,1:17.0,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),,69,85
304,3,1:17.0,,New Orleans full timeout,69,85
305,3,1:03.0,,J. Holiday makes 2-pt jump shot from 20 ft (assist by A. Davis),69,87
306,3,0:46.0,Turnover by S. Curry (bad pass),,69,87
307,3,0:32.0,,A. Davis misses 2-pt jump shot from 14 ft (block by M. Speights),69,87
308,3,0:30.0,Defensive rebound by S. Curry,,69,87
309,3,0:28.0,L. Barbosa misses 2-pt layup from 3 ft,,69,87
310,3,0:28.0,Offensive rebound by M. Speights,,69,87
311,3,0:28.0,M. Speights misses 2-pt layup from 3 ft (block by J. Holiday),,69,87
312,3,0:26.0,,Defensive rebound by D. Cunningham,69,87
313,3,0:12.0,,D. Cunningham makes 2-pt dunk at rim (assist by R. Anderson),69,89
314,3,0:02.0,S. Curry misses 3-pt jump shot from 26 ft,,69,89
315,3,0:00.0,,Defensive rebound by A. Davis,69,89
316,4,11:46.0,K. Thompson misses 3-pt jump shot from 25 ft,,69,89
317,4,11:44.0,Offensive rebound by D. Green,,69,89
318,4,11:40.0,L. Barbosa makes 2-pt layup from 2 ft (assist by D. Green),,71,89
319,4,11:26.0,,A. Davis misses 2-pt dunk at rim,71,89
320,4,11:23.0,Defensive rebound by D. Green,,71,89
321,4,11:17.0,L. Barbosa makes 2-pt jump shot from 21 ft (assist by A. Iguodala),,73,89
322,4,10:59.0,,Turnover by J. Holiday (bad pass; steal by D. Green),73,89
323,4,10:38.0,A. Iguodala misses 3-pt jump shot from 23 ft,,73,89
324,4,10:37.0,,Defensive rebound by D. Cunningham,73,89
325,4,10:18.0,,D. Cunningham makes 2-pt jump shot from 16 ft (assist by J. Holiday),73,91
326,4,10:02.0,L. Barbosa misses 2-pt jump shot from 7 ft,,73,91
327,4,10:01.0,,Defensive rebound by A. Davis,73,91
328,4,9:44.0,,Turnover by R. Anderson (bad pass),73,91
329,4,9:44.0,,Q. Pondexter enters the game for A. Davis,73,91
330,4,9:27.0,S. Livingston makes 2-pt layup from 2 ft (assist by A. Iguodala),,75,91
331,4,9:04.0,,R. Anderson makes 2-pt jump shot from 20 ft (assist by Q. Pondexter),75,93
332,4,8:48.0,Shooting foul by N. Cole (drawn by L. Barbosa),,75,93
333,4,8:48.0,Official timeout,,75,93
334,4,8:48.0,L. Barbosa makes free throw 1 of 2,,76,93
335,4,8:48.0,L. Barbosa makes free throw 2 of 2,,77,93
336,4,8:23.0,,Q. Pondexter makes 2-pt layup from 2 ft (assist by J. Holiday),77,95
337,4,8:01.0,S. Livingston makes 2-pt jump shot from 12 ft,,79,95
338,4,7:43.0,,Shooting foul by A. Iguodala (drawn by R. Anderson),79,95
339,4,7:43.0,,R. Anderson makes free throw 1 of 2,79,96
340,4,7:43.0,S. Curry enters the game for L. Barbosa,,79,96
341,4,7:43.0,,T. Evans enters the game for J. Holiday,79,96
342,4,7:43.0,,R. Anderson makes free throw 2 of 2,79,97
343,4,7:25.0,Shooting foul by Q. Pondexter (drawn by K. Thompson),,79,97
344,4,7:25.0,K. Thompson misses free throw 1 of 2,,79,97
345,4,7:25.0,Offensive rebound by Team,,79,97
346,4,7:25.0,H. Barnes enters the game for A. Iguodala,,79,97
347,4,7:25.0,K. Thompson makes free throw 2 of 2,,80,97
348,4,7:11.0,,Q. Pondexter misses 2-pt jump shot from 4 ft,80,97
349,4,7:09.0,Defensive rebound by K. Thompson,,80,97
350,4,7:01.0,D. Green misses 2-pt layup from 2 ft,,80,97
351,4,7:00.0,Offensive rebound by H. Barnes,,80,97
352,4,7:00.0,H. Barnes makes 2-pt dunk at rim,,82,97
353,4,6:37.0,,R. Anderson makes 2-pt jump shot from 16 ft,82,99
354,4,6:22.0,S. Livingston misses 2-pt layup from 2 ft,,82,99
355,4,6:21.0,Offensive rebound by S. Livingston,,82,99
356,4,6:21.0,S. Livingston makes 2-pt dunk from 2 ft,,84,99
357,4,6:01.0,,R. Anderson makes 2-pt jump shot from 16 ft,84,101
358,4,5:50.0,S. Curry makes 2-pt jump shot from 19 ft,,86,101
359,4,5:35.0,,T. Evans misses 2-pt jump shot from 3 ft (block by K. Thompson),86,101
360,4,5:33.0,Defensive rebound by D. Green,,86,101
361,4,5:33.0,Shooting foul by N. Cole (drawn by S. Curry),,86,101
362,4,5:33.0,,New Orleans full timeout,86,101
363,4,5:33.0,,A. Davis enters the game for D. Cunningham,86,101
364,4,5:33.0,S. Curry makes free throw 1 of 2,,87,101
365,4,5:33.0,S. Curry makes free throw 2 of 2,,88,101
366,4,5:19.0,,Turnover by T. Evans (bad pass; steal by H. Barnes),88,101
367,4,5:15.0,S. Curry misses 3-pt jump shot from 25 ft,,88,101
368,4,5:13.0,,Defensive rebound by N. Cole,88,101
369,4,5:10.0,,N. Cole makes 2-pt dunk at rim,88,103
370,4,4:53.0,S. Livingston makes 2-pt jump shot from 8 ft,,90,103
371,4,4:41.0,,Turnover by N. Cole (bad pass; steal by D. Green),90,103
372,4,4:40.0,Shooting foul by N. Cole (drawn by D. Green),,90,103
373,4,4:40.0,D. Green misses free throw 1 of 2,,90,103
374,4,4:40.0,Offensive rebound by Team,,90,103
375,4,4:40.0,,E. Gordon enters the game for N. Cole,90,103
376,4,4:40.0,D. Green makes free throw 2 of 2,,91,103
377,4,4:22.0,,T. Evans misses 3-pt jump shot from 27 ft,91,103
378,4,4:21.0,,Offensive rebound by Q. Pondexter,91,103
379,4,4:21.0,,Personal foul by S. Livingston (drawn by Q. Pondexter),91,103
380,4,4:09.0,,A. Davis misses 2-pt jump shot from 16 ft (block by D. Green),91,103
381,4,4:07.0,,Offensive rebound by R. Anderson,91,103
382,4,4:05.0,,R. Anderson misses 2-pt layup from 1 ft (block by K. Thompson),91,103
383,4,4:03.0,Defensive rebound by K. Thompson,,91,103
