,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,HOUSTON_ACTION,WASHINGTON_SCORE,HOUSTON_SCORE
82,1,2:12.0,J. Wall misses 2-pt jump shot from 17 ft,,20,17
83,1,2:09.0,,Defensive rebound by P. Beverley,20,17
84,1,2:01.0,,J. Dorsey makes 2-pt layup from 1 ft (assist by J. Harden),20,19
85,1,1:48.0,R. Butler makes 3-pt jump shot from 23 ft (assist by K. Humphries),,23,19
86,1,1:32.0,,J. Smith misses 2-pt jump shot from 5 ft,23,19
87,1,1:31.0,Defensive rebound by K. Humphries,,23,19
88,1,1:27.0,Shooting foul by P. Beverley (drawn by J. Wall),,23,19
89,1,1:27.0,J. Wall misses free throw 1 of 2,,23,19
90,1,1:27.0,Offensive rebound by Team,,23,19
91,1,1:27.0,,J. Terry enters the game for P. Beverley,23,19
92,1,1:27.0,O. Porter enters the game for B. Beal,,23,19
93,1,1:27.0,J. Wall makes free throw 2 of 2,,24,19
94,1,1:17.0,,Shooting foul by K. Humphries (drawn by J. Smith),24,19
95,1,1:17.0,,J. Smith makes free throw 1 of 2,24,20
96,1,1:17.0,D. Gooden enters the game for K. Humphries,,24,20
97,1,1:17.0,,J. Smith misses free throw 2 of 2,24,20
98,1,1:17.0,Defensive rebound by K. Séraphin,,24,20
99,1,1:05.0,J. Wall misses 2-pt jump shot from 19 ft,,24,20
100,1,1:04.0,,Defensive rebound by J. Smith,24,20
101,1,0:59.0,,C. Brewer makes 3-pt jump shot from 23 ft (assist by J. Terry),24,23
102,1,0:44.0,D. Gooden misses 2-pt jump shot from 21 ft,,24,23
103,1,0:43.0,,Defensive rebound by J. Harden,24,23
104,1,0:34.0,,J. Harden makes 2-pt layup from 1 ft,24,25
105,1,0:29.0,J. Wall misses 3-pt jump shot from 24 ft,,24,25
106,1,0:26.0,,Defensive rebound by J. Dorsey,24,25
107,1,0:02.0,,J. Harden makes 2-pt jump shot from 20 ft,24,27
108,1,0:01.0,Turnover by D. Gooden (bad pass; steal by J. Smith),,24,27
109,1,0:00.0,,J. Smith misses 3-pt jump shot from 25 ft,24,27
110,1,0:00.0,,Offensive rebound by Team,24,27
111,2,11:45.0,,J. Smith misses 2-pt hook shot from 8 ft,24,27
112,2,11:43.0,Defensive rebound by A. Miller,,24,27
113,2,11:33.0,Turnover by D. Gooden (bad pass; steal by T. Ariza),,24,27
114,2,11:30.0,,T. Ariza makes 2-pt layup from 1 ft,24,29
115,2,11:07.0,K. Séraphin makes 2-pt layup from 3 ft (assist by A. Miller),,26,29
116,2,10:42.0,,J. Terry misses 2-pt jump shot from 16 ft,26,29
117,2,10:42.0,,Offensive rebound by Team,26,29
118,2,10:42.0,Loose ball foul by O. Porter (drawn by J. Dorsey),,26,29
119,2,10:30.0,,J. Terry makes 2-pt jump shot from 5 ft,26,31
120,2,10:16.0,K. Séraphin misses 2-pt hook shot from 7 ft,,26,31
121,2,10:14.0,,Defensive rebound by J. Smith,26,31
122,2,10:10.0,,Shooting foul by K. Séraphin (drawn by J. Smith),26,31
123,2,10:10.0,,J. Smith misses free throw 1 of 2,26,31
124,2,10:10.0,,Offensive rebound by Team,26,31
125,2,10:10.0,,J. Smith misses free throw 2 of 2,26,31
126,2,10:10.0,Defensive rebound by D. Gooden,,26,31
127,2,9:45.0,Turnover by Team (shot clock),,26,31
128,2,9:36.0,,T. Ariza misses 2-pt jump shot from 12 ft,26,31
129,2,9:34.0,Defensive rebound by K. Séraphin,,26,31
130,2,9:32.0,Turnover by K. Séraphin (lost ball),,26,31
131,2,9:15.0,,Turnover by J. Dorsey (3 sec),26,31
132,2,8:53.0,D. Gooden misses 2-pt jump shot from 10 ft,,26,31
133,2,8:51.0,,Defensive rebound by J. Terry,26,31
134,2,8:41.0,,T. Ariza misses 2-pt jump shot from 17 ft,26,31
135,2,8:39.0,,Offensive rebound by J. Dorsey,26,31
136,2,8:37.0,,C. Brewer misses 3-pt jump shot from 24 ft,26,31
137,2,8:35.0,Defensive rebound by K. Séraphin,,26,31
138,2,8:26.0,R. Butler makes 3-pt jump shot from 23 ft (assist by A. Miller),,29,31
139,2,8:19.0,,C. Brewer misses 2-pt jump shot from 6 ft,29,31
140,2,8:17.0,Defensive rebound by R. Butler,,29,31
141,2,8:02.0,Turnover by R. Butler (lost ball; steal by J. Terry),,29,31
142,2,7:58.0,,T. Ariza makes 2-pt dunk at rim (assist by C. Brewer),29,33
143,2,7:47.0,Washington full timeout,,29,33
144,2,7:47.0,N. Hilário enters the game for D. Gooden,,29,33
145,2,7:37.0,A. Miller makes 2-pt jump shot from 13 ft,,31,33
146,2,7:25.0,,C. Brewer makes 2-pt jump shot from 19 ft (assist by J. Terry),31,35
147,2,6:58.0,R. Butler misses 2-pt jump shot from 19 ft,,31,35
148,2,6:57.0,,Defensive rebound by T. Ariza,31,35
149,2,6:53.0,,C. Brewer makes 2-pt layup from 1 ft (assist by T. Ariza),31,37
150,2,6:29.0,K. Séraphin misses 2-pt hook shot from 8 ft,,31,37
151,2,6:27.0,,Defensive rebound by J. Smith,31,37
152,2,6:22.0,,C. Brewer misses 3-pt jump shot from 24 ft,31,37
153,2,6:21.0,Defensive rebound by O. Porter,,31,37
154,2,6:09.0,K. Séraphin misses 2-pt hook shot from 8 ft,,31,37
155,2,6:07.0,Offensive rebound by Team,,31,37
156,2,6:07.0,J. Wall enters the game for O. Porter,,31,37
157,2,6:07.0,B. Beal enters the game for A. Miller,,31,37
158,2,6:07.0,,P. Beverley enters the game for J. Terry,31,37
159,2,6:01.0,Turnover by J. Wall (bad pass; steal by J. Dorsey),,31,37
160,2,5:48.0,,Turnover by J. Dorsey (bad pass; steal by N. Hilário),31,37
161,2,5:44.0,Washington full timeout,,31,37
162,2,5:44.0,,D. Howard enters the game for C. Brewer,31,37
163,2,5:44.0,,J. Harden enters the game for J. Dorsey,31,37
164,2,5:41.0,Personal foul by J. Harden (drawn by B. Beal),,31,37
165,2,5:30.0,B. Beal misses 2-pt jump shot from 9 ft,,31,37
166,2,5:28.0,,Defensive rebound by J. Harden,31,37
167,2,5:17.0,,Shooting foul by K. Séraphin (drawn by D. Howard),31,37
168,2,5:17.0,,D. Howard misses free throw 1 of 2,31,37
169,2,5:17.0,,Offensive rebound by Team,31,37
170,2,5:17.0,M. Gortat enters the game for K. Séraphin,,31,37
171,2,5:17.0,P. Pierce enters the game for R. Butler,,31,37
172,2,5:17.0,,D. Howard makes free throw 2 of 2,31,38
173,2,5:06.0,P. Pierce makes 2-pt layup from 1 ft (assist by J. Wall),,33,38
174,2,4:52.0,,J. Harden misses 3-pt jump shot from 25 ft,33,38
175,2,4:50.0,,Offensive rebound by P. Beverley,33,38
176,2,4:46.0,,P. Beverley makes 2-pt layup from 2 ft,33,40
177,2,4:22.0,M. Gortat misses 2-pt jump shot from 11 ft,,33,40
178,2,4:20.0,,Defensive rebound by D. Howard,33,40
179,2,3:57.0,,Turnover by Team (shot clock),33,40
180,2,3:57.0,,D. Motiejūnas enters the game for J. Smith,33,40
181,2,3:42.0,P. Pierce makes 2-pt layup from 2 ft,,35,40
182,2,3:42.0,Shooting foul by D. Howard (drawn by P. Pierce),,35,40
183,2,3:42.0,P. Pierce makes free throw 1 of 1,,36,40
184,2,3:22.0,,Turnover by J. Harden (lost ball),36,40
185,2,3:16.0,J. Wall misses 2-pt jump shot from 19 ft,,36,40
186,2,3:14.0,,Defensive rebound by D. Motiejūnas,36,40
187,2,3:00.0,,P. Beverley misses 3-pt jump shot from 23 ft,36,40
188,2,2:59.0,Defensive rebound by P. Pierce,,36,40
189,2,2:49.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,38,40
190,2,2:44.0,,Houston full timeout,38,40
191,2,2:39.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by D. Motiejūnas),38,43
192,2,2:15.0,J. Wall misses 2-pt jump shot from 1 ft,,38,43
193,2,2:14.0,Offensive rebound by J. Wall,,38,43
194,2,2:14.0,J. Wall makes 2-pt tip-in from 1 ft,,40,43
195,2,2:00.0,,Turnover by J. Harden (bad pass; steal by B. Beal),40,43
196,2,1:54.0,J. Wall misses 2-pt layup from 2 ft,,40,43
197,2,1:52.0,,Defensive rebound by D. Motiejūnas,40,43
198,2,1:49.0,,J. Harden makes 2-pt layup from 2 ft (assist by P. Beverley),40,45
199,2,1:24.0,B. Beal makes 3-pt jump shot from 25 ft,,43,45
200,2,0:58.0,,T. Ariza misses 3-pt jump shot from 24 ft,43,45
201,2,0:57.0,Defensive rebound by M. Gortat,,43,45
202,2,0:48.0,P. Pierce misses 3-pt jump shot from 23 ft,,43,45
203,2,0:46.0,Offensive rebound by B. Beal,,43,45
204,2,0:43.0,B. Beal makes 3-pt jump shot from 23 ft,,46,45
205,2,0:28.0,,J. Harden misses 3-pt jump shot from 25 ft,46,45
206,2,0:25.0,Defensive rebound by J. Wall,,46,45
207,2,0:01.0,N. Hilário misses 3-pt jump shot from 23 ft,,46,45
208,2,0:01.0,Offensive rebound by Team,,46,45
209,2,0:01.0,Turnover by Team (3 sec),,46,45
210,2,0:01.0,,Houston full timeout,46,45
211,2,0:01.0,,J. Terry enters the game for D. Motiejūnas,46,45
212,2,0:01.0,K. Humphries enters the game for N. Hilário,,46,45
213,3,11:37.0,,Turnover by P. Beverley (bad pass; steal by P. Pierce),46,45
214,3,11:21.0,M. Gortat misses 2-pt hook shot from 5 ft,,46,45
215,3,11:19.0,Offensive rebound by N. Hilário,,46,45
216,3,11:17.0,N. Hilário makes 2-pt layup at rim,,48,45
217,3,10:59.0,,D. Howard makes 2-pt hook shot from 8 ft,48,47
218,3,10:43.0,P. Pierce makes 2-pt jump shot from 17 ft (assist by J. Wall),,50,47
219,3,10:31.0,,Turnover by T. Ariza (lost ball; steal by J. Wall),50,47
220,3,10:26.0,J. Wall makes 2-pt dunk at rim,,52,47
221,3,10:08.0,,D. Howard misses 2-pt jump shot from 6 ft (block by M. Gortat),52,47
222,3,10:06.0,Defensive rebound by P. Pierce,,52,47
223,3,10:01.0,B. Beal misses 3-pt jump shot from 25 ft,,52,47
224,3,9:59.0,Offensive rebound by M. Gortat,,52,47
225,3,9:57.0,Turnover by M. Gortat (traveling),,52,47
226,3,9:43.0,,Turnover by J. Smith (bad pass; steal by N. Hilário),52,47
227,3,9:30.0,Shooting foul by T. Ariza (drawn by M. Gortat),,52,47
228,3,9:30.0,M. Gortat misses free throw 1 of 2,,52,47
229,3,9:30.0,Offensive rebound by Team,,52,47
230,3,9:30.0,M. Gortat makes free throw 2 of 2,,53,47
231,3,9:07.0,,J. Smith misses 2-pt layup from 5 ft,53,47
232,3,9:07.0,,Offensive rebound by Team,53,47
233,3,9:07.0,Loose ball foul by N. Hilário (drawn by D. Howard),,53,47
234,3,8:47.0,,Turnover by J. Smith (lost ball; steal by J. Wall),53,47
235,3,8:42.0,P. Pierce makes 2-pt layup from 1 ft (assist by J. Wall),,55,47
236,3,8:42.0,,Houston full timeout,55,47
237,3,8:33.0,,Personal foul by M. Gortat (drawn by D. Howard),55,47
238,3,8:24.0,,Turnover by D. Howard (lost ball),55,47
239,3,8:09.0,Turnover by J. Wall (bad pass; steal by J. Harden),,55,47
240,3,8:02.0,,J. Harden misses 2-pt jump shot from 4 ft,55,47
241,3,8:00.0,,Offensive rebound by J. Harden,55,47
242,3,7:56.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by J. Harden),55,50
243,3,7:34.0,Shooting foul by T. Ariza (drawn by P. Pierce),,55,50
244,3,7:34.0,P. Pierce makes free throw 1 of 3,,56,50
245,3,7:34.0,P. Pierce makes free throw 2 of 3,,57,50
246,3,7:34.0,P. Pierce makes free throw 3 of 3,,58,50
247,3,7:15.0,,D. Howard misses 2-pt hook shot from 6 ft,58,50
248,3,7:14.0,,Offensive rebound by J. Smith,58,50
249,3,7:13.0,,J. Smith makes 2-pt layup from 1 ft,58,52
250,3,6:56.0,N. Hilário makes 2-pt jump shot from 18 ft (assist by J. Wall),,60,52
251,3,6:41.0,,Shooting foul by P. Pierce (drawn by J. Harden),60,52
252,3,6:41.0,,J. Harden makes free throw 1 of 2,60,53
253,3,6:41.0,,J. Harden misses free throw 2 of 2,60,53
254,3,6:41.0,Defensive rebound by M. Gortat,,60,53
255,3,6:30.0,P. Pierce makes 2-pt layup from 1 ft (assist by B. Beal),,62,53
256,3,6:17.0,,J. Harden misses 2-pt jump shot from 16 ft,62,53
257,3,6:15.0,Defensive rebound by P. Pierce,,62,53
258,3,6:09.0,P. Pierce makes 2-pt jump shot from 8 ft,,64,53
259,3,6:09.0,,Houston full timeout,64,53
260,3,6:09.0,,C. Brewer enters the game for T. Ariza,64,53
261,3,6:09.0,,D. Motiejūnas enters the game for J. Smith,64,53
262,3,5:50.0,,P. Beverley misses 3-pt jump shot from 25 ft,64,53
263,3,5:49.0,Defensive rebound by J. Wall,,64,53
264,3,5:48.0,Personal foul by P. Beverley (drawn by J. Wall),,64,53
265,3,5:48.0,K. Humphries enters the game for N. Hilário,,64,53
266,3,5:36.0,J. Wall makes 2-pt jump shot from 11 ft,,66,53
267,3,5:20.0,,Personal foul by K. Humphries (drawn by D. Motiejūnas),66,53
268,3,5:06.0,,D. Motiejūnas misses 3-pt jump shot from 23 ft,66,53
269,3,5:05.0,Defensive rebound by B. Beal,,66,53
270,3,4:45.0,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),,69,53
271,3,4:26.0,,Turnover by D. Motiejūnas (lost ball; steal by P. Pierce),69,53
272,3,4:22.0,J. Wall makes 2-pt layup from 2 ft,,71,53
273,3,4:08.0,,Shooting foul by B. Beal (drawn by J. Harden),71,53
274,3,4:08.0,,J. Harden makes free throw 1 of 2,71,54
275,3,4:08.0,,J. Terry enters the game for P. Beverley,71,54
276,3,4:08.0,,J. Dorsey enters the game for D. Howard,71,54
277,3,4:08.0,,J. Harden makes free throw 2 of 2,71,55
278,3,3:47.0,K. Humphries misses 2-pt jump shot from 13 ft,,71,55
279,3,3:45.0,,Defensive rebound by J. Harden,71,55
280,3,3:38.0,,J. Harden makes 2-pt layup from 1 ft,71,57
281,3,3:16.0,,Offensive charge foul by K. Humphries (drawn by D. Motiejūnas),71,57
282,3,3:16.0,Turnover by K. Humphries (offensive foul),,71,57
283,3,3:16.0,R. Butler enters the game for P. Pierce,,71,57
284,3,3:16.0,D. Gooden enters the game for K. Humphries,,71,57
285,3,3:05.0,,J. Harden misses 3-pt jump shot from 25 ft,71,57
286,3,3:03.0,,Offensive rebound by D. Motiejūnas,71,57
287,3,2:55.0,,J. Dorsey makes 2-pt dunk at rim (assist by D. Motiejūnas),71,59
288,3,2:54.0,Washington full timeout,,71,59
289,3,2:41.0,Shooting foul by J. Dorsey (drawn by B. Beal),,71,59
290,3,2:41.0,B. Beal makes free throw 1 of 2,,72,59
291,3,2:41.0,B. Beal makes free throw 2 of 2,,73,59
292,3,2:20.0,,D. Motiejūnas makes 2-pt layup from 2 ft (assist by C. Brewer),73,61
293,3,2:02.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,76,61
294,3,1:50.0,,J. Harden misses 2-pt layup from 3 ft,76,61
295,3,1:47.0,,Offensive rebound by Team,76,61
296,3,1:35.0,,J. Terry makes 2-pt jump shot from 15 ft,76,63
297,3,1:17.0,Turnover by B. Beal (lost ball; steal by D. Motiejūnas),,76,63
298,3,1:16.0,,Personal foul by B. Beal (drawn by D. Motiejūnas),76,63
299,3,1:16.0,,D. Motiejūnas misses free throw 1 of 2,76,63
300,3,1:16.0,,Offensive rebound by Team,76,63
301,3,1:16.0,,D. Motiejūnas makes free throw 2 of 2,76,64
302,3,1:02.0,B. Beal misses 3-pt jump shot from 25 ft,,76,64
303,3,1:01.0,,Defensive rebound by J. Dorsey,76,64
304,3,0:55.0,,C. Brewer misses 2-pt jump shot from 8 ft,76,64
305,3,0:52.0,Defensive rebound by M. Gortat,,76,64
306,3,0:51.0,Turnover by M. Gortat (bad pass; steal by J. Dorsey),,76,64
307,3,0:48.0,,C. Brewer misses 2-pt layup from 2 ft (block by M. Gortat),76,64
308,3,0:48.0,Defensive rebound by M. Gortat,,76,64
309,3,0:48.0,Turnover by M. Gortat (bad pass; steal by J. Dorsey),,76,64
310,3,0:48.0,,Personal foul by D. Gooden (drawn by J. Dorsey),76,64
311,3,0:48.0,,J. Dorsey makes free throw 1 of 2,76,65
312,3,0:48.0,A. Miller enters the game for J. Wall,,76,65
313,3,0:48.0,K. Séraphin enters the game for M. Gortat,,76,65
314,3,0:48.0,Violation by B. Beal (lane),,76,65
315,3,0:48.0,,J. Dorsey misses free throw 2 of 2,76,65
316,3,0:48.0,Defensive rebound by B. Beal,,76,65
317,3,0:46.0,Personal foul by C. Brewer (drawn by B. Beal),,76,65
318,3,0:46.0,B. Beal makes free throw 1 of 2,,77,65
319,3,0:46.0,B. Beal makes free throw 2 of 2,,78,65
320,3,0:35.0,,Shooting foul by D. Gooden (drawn by J. Harden),78,65
321,3,0:35.0,,J. Harden makes free throw 1 of 2,78,66
322,3,0:35.0,,J. Harden makes free throw 2 of 2,78,67
323,3,0:24.0,Turnover by B. Beal (lost ball; steal by C. Brewer),,78,67
324,3,0:05.0,,J. Harden misses 3-pt jump shot from 25 ft,78,67
325,3,0:03.0,Defensive rebound by K. Séraphin,,78,67
326,4,11:42.0,K. Humphries misses 2-pt jump shot from 18 ft,,78,67
327,4,11:41.0,,Defensive rebound by T. Ariza,78,67
328,4,11:26.0,,C. Brewer misses 2-pt layup from 2 ft,78,67
329,4,11:24.0,,Offensive rebound by T. Ariza,78,67
330,4,11:13.0,,D. Motiejūnas misses 2-pt hook shot from 7 ft,78,67
331,4,11:10.0,,Offensive rebound by J. Dorsey,78,67
332,4,11:08.0,,C. Brewer misses 3-pt jump shot from 25 ft,78,67
333,4,11:08.0,Defensive rebound by Team,,78,67
334,4,11:08.0,,Loose ball foul by D. Motiejūnas (drawn by K. Humphries),78,67
335,4,10:58.0,R. Butler misses 2-pt jump shot from 8 ft,,78,67
336,4,10:56.0,,Defensive rebound by D. Motiejūnas,78,67
337,4,10:45.0,,T. Ariza makes 2-pt layup from 1 ft,78,69
338,4,10:22.0,K. Humphries misses 2-pt hook shot from 4 ft,,78,69
339,4,10:20.0,Offensive rebound by K. Séraphin,,78,69
340,4,10:18.0,,Offensive charge foul by K. Séraphin (drawn by D. Motiejūnas),78,69
341,4,10:18.0,Turnover by K. Séraphin (offensive foul),,78,69
342,4,10:08.0,,C. Brewer makes 2-pt layup from 1 ft (assist by J. Terry),78,71
343,4,9:47.0,Shooting foul by J. Dorsey (drawn by K. Séraphin),,78,71
344,4,9:47.0,K. Séraphin makes free throw 1 of 2,,79,71
345,4,9:47.0,K. Séraphin makes free throw 2 of 2,,80,71
346,4,9:38.0,,Offensive foul by J. Dorsey (drawn by K. Séraphin),80,71
347,4,9:38.0,,Turnover by J. Dorsey (offensive foul),80,71
348,4,9:25.0,R. Butler makes 2-pt jump shot from 19 ft (assist by K. Humphries),,82,71
349,4,9:11.0,,J. Terry makes 2-pt jump shot from 9 ft,82,73
350,4,8:56.0,A. Miller misses 2-pt jump shot from 7 ft (block by C. Brewer),,82,73
351,4,8:54.0,,Defensive rebound by J. Dorsey,82,73
352,4,8:41.0,,C. Brewer misses 2-pt jump shot from 18 ft,82,73
353,4,8:39.0,,Offensive rebound by J. Dorsey,82,73
354,4,8:37.0,,Shooting foul by K. Séraphin (drawn by C. Brewer),82,73
355,4,8:37.0,,Houston full timeout,82,73
356,4,8:37.0,B. Beal enters the game for O. Porter,,82,73
357,4,8:37.0,,C. Brewer makes free throw 1 of 2,82,74
358,4,8:37.0,,C. Brewer makes free throw 2 of 2,82,75
359,4,8:13.0,K. Humphries misses 2-pt jump shot from 21 ft,,82,75
360,4,8:12.0,Offensive rebound by A. Miller,,82,75
361,4,8:12.0,A. Miller makes 2-pt layup from 1 ft,,84,75
362,4,7:59.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Terry),84,78
363,4,7:47.0,B. Beal misses 2-pt jump shot from 7 ft,,84,78
364,4,7:46.0,,Defensive rebound by Team,84,78
365,4,7:36.0,,T. Ariza misses 3-pt jump shot from 25 ft,84,78
366,4,7:35.0,Defensive rebound by Team,,84,78
367,4,7:35.0,J. Wall enters the game for A. Miller,,84,78
368,4,7:35.0,M. Gortat enters the game for K. Séraphin,,84,78
369,4,7:18.0,Turnover by J. Wall (bad pass; steal by D. Motiejūnas),,84,78
370,4,7:09.0,,T. Ariza misses 3-pt jump shot from 23 ft,84,78
371,4,7:07.0,,Offensive rebound by D. Motiejūnas,84,78
372,4,6:55.0,,Shooting foul by M. Gortat (drawn by C. Brewer),84,78
373,4,6:55.0,,C. Brewer misses free throw 1 of 2,84,78
374,4,6:55.0,,Offensive rebound by Team,84,78
375,4,6:55.0,P. Pierce enters the game for R. Butler,,84,78
376,4,6:55.0,,C. Brewer makes free throw 2 of 2,84,79
377,4,6:43.0,B. Beal misses 3-pt jump shot from 25 ft,,84,79
378,4,6:42.0,,Defensive rebound by J. Terry,84,79
379,4,6:21.0,,C. Brewer makes 3-pt jump shot from 24 ft (assist by D. Motiejūnas),84,82
380,4,5:54.0,K. Humphries misses 2-pt jump shot from 21 ft,,84,82
381,4,5:54.0,Offensive rebound by Team,,84,82
382,4,5:54.0,Turnover by Team (shot clock),,84,82
383,4,5:54.0,,Houston full timeout,84,82
384,4,5:54.0,,D. Howard enters the game for J. Dorsey,84,82
385,4,5:54.0,,J. Harden enters the game for D. Motiejūnas,84,82
386,4,5:54.0,N. Hilário enters the game for K. Humphries,,84,82
387,4,5:32.0,N. Hilário misses 2-pt jump shot from 18 ft,,84,82
388,4,5:31.0,,Defensive rebound by Team,84,82
389,4,5:07.0,,J. Harden makes 2-pt jump shot from 11 ft,84,84
