,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,SACRAMENTO_ACTION,CHARLOTTE_SCORE,SACRAMENTO_SCORE
373,4,6:24.0,,A. Miller misses 2-pt layup from 2 ft,77,87
374,4,6:23.0,Defensive rebound by M. Kidd-Gilchrist,,77,87
375,4,6:19.0,M. Kidd-Gilchrist makes 2-pt jump shot from 3 ft,,79,87
376,4,6:19.0,,Violation by D. Williams (def goaltending),79,87
377,4,5:56.0,,D. Williams misses 3-pt jump shot from 23 ft,79,87
378,4,5:56.0,Defensive rebound by M. Williams,,79,87
379,4,5:34.0,M. Williams misses 3-pt jump shot from 24 ft,,79,87
380,4,5:33.0,,Defensive rebound by J. Thompson,79,87
381,4,5:15.0,,Turnover by R. Gay (lost ball; steal by A. Jefferson),79,87
382,4,5:11.0,Turnover by M. Kidd-Gilchrist (lost ball),,79,87
383,4,5:11.0,,Sacramento full timeout,79,87
384,4,5:11.0,,O. Casspi enters the game for B. McLemore,79,87
385,4,5:11.0,K. Walker enters the game for L. Stephenson,,79,87
386,4,5:00.0,,Turnover by A. Miller (bad pass; steal by M. Kidd-Gilchrist),79,87
387,4,4:57.0,,Violation by R. Gay (def goaltending),79,87
388,4,4:57.0,M. Kidd-Gilchrist makes 2-pt layup from 2 ft,,81,87
389,4,4:36.0,,J. Thompson makes 2-pt jump shot from 7 ft (assist by O. Casspi),81,89
390,4,4:12.0,A. Jefferson misses 2-pt jump shot from 19 ft,,81,89
391,4,4:11.0,,Defensive rebound by Team,81,89
392,4,4:11.0,Loose ball foul by M. Williams (drawn by R. Gay),,81,89
393,4,4:11.0,,R. Gay misses free throw 1 of 2,81,89
394,4,4:11.0,,Offensive rebound by Team,81,89
395,4,4:11.0,,R. Gay makes free throw 2 of 2,81,90
396,4,3:54.0,A. Jefferson misses 2-pt jump shot from 12 ft,,81,90
397,4,3:54.0,,Defensive rebound by O. Casspi,81,90
398,4,3:37.0,,Shooting foul by M. Williams (drawn by D. Williams),81,90
399,4,3:37.0,,D. Williams makes free throw 1 of 2,81,91
400,4,3:37.0,,D. Williams makes free throw 2 of 2,81,92
401,4,3:19.0,M. Williams misses 3-pt jump shot from 24 ft,,81,92
402,4,3:18.0,Offensive rebound by M. Kidd-Gilchrist,,81,92
403,4,3:13.0,K. Walker misses 3-pt jump shot from 24 ft,,81,92
404,4,3:12.0,,Defensive rebound by A. Miller,81,92
405,4,2:50.0,,A. Miller makes 2-pt jump shot from 19 ft (assist by O. Casspi),81,94
406,4,2:40.0,K. Walker makes 2-pt jump shot from 8 ft,,83,94
407,4,2:40.0,Shooting foul by D. Williams (drawn by K. Walker),,83,94
408,4,2:40.0,Charlotte full timeout,,83,94
409,4,2:40.0,K. Walker makes free throw 1 of 1,,84,94
410,4,2:17.0,,Turnover by A. Miller (bad pass; steal by M. Williams),84,94
411,4,2:10.0,M. Williams makes 2-pt jump shot from 18 ft,,86,94
412,4,1:52.0,,R. Gay misses 2-pt jump shot from 16 ft,86,94
413,4,1:51.0,,Offensive rebound by R. Gay,86,94
414,4,1:32.0,,J. Thompson makes 2-pt jump shot from 5 ft (assist by A. Miller),86,96
415,4,1:19.0,A. Jefferson misses 2-pt jump shot from 18 ft,,86,96
416,4,1:19.0,,Defensive rebound by Team,86,96
417,4,1:07.0,,J. Thompson misses 2-pt jump shot from 6 ft,86,96
418,4,1:06.0,Defensive rebound by M. Kidd-Gilchrist,,86,96
419,4,1:02.0,K. Walker makes 2-pt layup from 2 ft (assist by M. Williams),,88,96
420,4,0:44.0,,R. Gay misses 2-pt jump shot from 18 ft,88,96
421,4,0:42.0,Defensive rebound by K. Walker,,88,96
422,4,0:38.0,Turnover by K. Walker (bad pass),,88,96
423,4,0:29.0,,Personal take foul by M. Kidd-Gilchrist (drawn by O. Casspi),88,96
424,4,0:29.0,,O. Casspi misses free throw 1 of 2,88,96
425,4,0:29.0,,Offensive rebound by Team,88,96
426,4,0:29.0,,O. Casspi makes free throw 2 of 2,88,97
427,4,0:29.0,Charlotte full timeout,,88,97
428,4,0:29.0,G. Henderson enters the game for M. Kidd-Gilchrist,,88,97
429,4,0:26.0,M. Williams makes 3-pt jump shot from 25 ft (assist by M. Williams),,91,97
430,4,0:25.0,,Sacramento full timeout,91,97
431,4,0:25.0,,R. McCallum enters the game for J. Thompson,91,97
432,4,0:25.0,M. Kidd-Gilchrist enters the game for A. Jefferson,,91,97
433,4,0:25.0,C. Zeller enters the game for M. Williams,,91,97
434,4,0:25.0,,Sacramento full timeout,91,97
435,4,0:21.0,,Turnover by O. Casspi (bad pass; steal by K. Walker),91,97
436,4,0:13.0,G. Henderson misses 3-pt jump shot from 26 ft,,91,97
437,4,0:12.0,,Defensive rebound by D. Williams,91,97
438,4,0:12.0,,Personal take foul by K. Walker (drawn by D. Williams),91,97
439,4,0:12.0,,D. Williams makes free throw 1 of 2,91,98
440,4,0:12.0,,D. Williams makes free throw 2 of 2,91,99
441,4,0:12.0,Charlotte full timeout,,91,99
442,4,0:12.0,M. Williams enters the game for M. Kidd-Gilchrist,,91,99
443,4,0:12.0,A. Jefferson enters the game for C. Zeller,,91,99
444,4,0:09.0,K. Walker misses 3-pt jump shot from 23 ft,,91,99
445,4,0:08.0,,Defensive rebound by R. Gay,91,99
446,4,0:05.0,,Personal take foul by M. Williams (drawn by R. Gay),91,99
447,4,0:05.0,,R. Gay makes free throw 1 of 2,91,100
448,4,0:05.0,,R. Gay makes free throw 2 of 2,91,101
