,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
88,1,1:24.0,Defensive rebound by A. Anderson,,30,16
89,1,1:03.0,J. Jack makes 2-pt jump shot from 14 ft,,32,16
90,1,0:41.0,,R. Covington misses 2-pt jump shot from 3 ft,32,16
91,1,0:39.0,Defensive rebound by M. Teletović,,32,16
92,1,0:32.0,Turnover by M. Teletović (traveling),,32,16
93,1,0:22.0,,B. Davies makes 2-pt jump shot from 13 ft (assist by M. Carter-Williams),32,18
94,1,0:22.0,,Shooting foul by B. Lopez (drawn by B. Davies),32,18
95,1,0:22.0,B. Bogdanović enters the game for B. Lopez,,32,18
96,1,0:22.0,,B. Davies makes free throw 1 of 1,32,19
97,1,0:02.0,J. Jack misses 3-pt jump shot from 26 ft,,32,19
98,1,0:00.0,Offensive rebound by Team,,32,19
99,2,11:36.0,J. Jack misses 2-pt jump shot from 16 ft,,32,19
100,2,11:33.0,,Defensive rebound by R. Covington,32,19
101,2,11:25.0,,B. Davies misses 3-pt jump shot from 25 ft,32,19
102,2,11:24.0,Defensive rebound by K. Garnett,,32,19
103,2,11:06.0,K. Garnett misses 2-pt jump shot from 3 ft,,32,19
104,2,11:04.0,,Defensive rebound by H. Thompson,32,19
105,2,10:58.0,,M. Carter-Williams misses 2-pt jump shot from 17 ft,32,19
106,2,10:56.0,Defensive rebound by B. Bogdanović,,32,19
107,2,10:48.0,Personal foul by M. Carter-Williams (drawn by J. Jack),,32,19
108,2,10:48.0,,N. Noel enters the game for B. Davies,32,19
109,2,10:48.0,,K. McDaniels enters the game for L. Mbah a Moute,32,19
110,2,10:47.0,Turnover by A. Anderson (bad pass; steal by N. Noel),,32,19
111,2,10:42.0,,Turnover by N. Noel (bad pass; steal by M. Teletović),32,19
112,2,10:37.0,J. Jack makes 2-pt jump shot from 19 ft (assist by M. Teletović),,34,19
113,2,10:23.0,,R. Covington misses 3-pt jump shot from 26 ft,34,19
114,2,10:19.0,,Offensive rebound by M. Carter-Williams,34,19
115,2,10:16.0,,Philadelphia full timeout,34,19
116,2,10:07.0,,K. McDaniels misses 2-pt jump shot from 10 ft,34,19
117,2,10:06.0,Defensive rebound by K. Garnett,,34,19
118,2,9:43.0,J. Jack misses 3-pt jump shot from 26 ft (block by H. Thompson),,34,19
119,2,9:40.0,,Defensive rebound by N. Noel,34,19
120,2,9:33.0,,Personal foul by J. Jack (drawn by N. Noel),34,19
121,2,9:33.0,,H. Sims enters the game for H. Thompson,34,19
122,2,9:25.0,,N. Noel misses 2-pt jump shot from 5 ft,34,19
123,2,9:23.0,Defensive rebound by K. Garnett,,34,19
124,2,9:16.0,K. Garnett makes 2-pt dunk at rim (assist by J. Jack),,36,19
125,2,8:57.0,,R. Covington misses 2-pt jump shot from 10 ft,36,19
126,2,8:55.0,Defensive rebound by K. Garnett,,36,19
127,2,8:50.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by J. Jack),,39,19
128,2,8:21.0,,Turnover by K. McDaniels (offensive goaltending),39,19
129,2,8:21.0,,T. Wroten enters the game for R. Covington,39,19
130,2,8:04.0,K. Garnett misses 2-pt jump shot from 11 ft,,39,19
131,2,8:01.0,,Defensive rebound by H. Sims,39,19
132,2,7:47.0,,H. Sims misses 2-pt jump shot from 4 ft (block by K. Garnett),39,19
133,2,7:45.0,Defensive rebound by A. Anderson,,39,19
134,2,7:33.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,39,19
135,2,7:32.0,,Defensive rebound by M. Carter-Williams,39,19
136,2,7:29.0,,T. Wroten makes 2-pt layup at rim (assist by M. Carter-Williams),39,21
137,2,7:18.0,Turnover by J. Jack (lost ball; steal by T. Wroten),,39,21
138,2,7:14.0,,K. McDaniels makes 2-pt dunk at rim (assist by M. Carter-Williams),39,23
139,2,7:08.0,Brooklyn full timeout,,39,23
140,2,7:08.0,,H. Thompson enters the game for M. Carter-Williams,39,23
141,2,7:08.0,J. Johnson enters the game for A. Anderson,,39,23
142,2,7:08.0,B. Lopez enters the game for M. Teletović,,39,23
143,2,7:08.0,D. Williams enters the game for B. Bogdanović,,39,23
144,2,6:53.0,B. Lopez makes 2-pt layup from 2 ft (assist by K. Garnett),,41,23
145,2,6:40.0,,N. Noel misses 2-pt jump shot from 16 ft,41,23
146,2,6:38.0,,Offensive rebound by H. Thompson,41,23
147,2,6:30.0,,Shooting foul by J. Johnson (drawn by T. Wroten),41,23
148,2,6:30.0,,T. Wroten makes free throw 1 of 2,41,24
149,2,6:30.0,,T. Wroten misses free throw 2 of 2,41,24
150,2,6:28.0,Defensive rebound by J. Jack,,41,24
151,2,6:14.0,Shooting foul by N. Noel (drawn by K. Garnett),,41,24
152,2,6:14.0,K. Garnett makes free throw 1 of 2,,42,24
153,2,6:14.0,K. Garnett makes free throw 2 of 2,,43,24
154,2,6:00.0,,Turnover by T. Wroten (bad pass; steal by K. Garnett),43,24
155,2,5:57.0,Turnover by K. Garnett (bad pass; steal by N. Noel),,43,24
156,2,5:47.0,,T. Wroten makes 2-pt layup from 1 ft,43,26
157,2,5:34.0,Turnover by B. Lopez (bad pass),,43,26
158,2,5:16.0,,H. Sims makes 2-pt hook shot from 3 ft,43,28
159,2,5:07.0,Shooting foul by H. Thompson (drawn by B. Lopez),,43,28
160,2,5:07.0,B. Lopez misses free throw 1 of 2,,43,28
161,2,5:07.0,Offensive rebound by Team,,43,28
162,2,5:07.0,M. Teletović enters the game for K. Garnett,,43,28
163,2,5:07.0,B. Lopez misses free throw 2 of 2,,43,28
164,2,5:06.0,Offensive rebound by M. Teletović,,43,28
165,2,4:57.0,Turnover by B. Lopez (lost ball; steal by N. Noel),,43,28
166,2,4:45.0,,Turnover by T. Wroten (step out of bounds),43,28
167,2,4:33.0,D. Williams misses 2-pt jump shot from 11 ft,,43,28
168,2,4:32.0,,Defensive rebound by K. McDaniels,43,28
169,2,4:24.0,,Shooting foul by B. Lopez (drawn by K. McDaniels),43,28
170,2,4:24.0,,K. McDaniels makes free throw 1 of 2,43,29
171,2,4:24.0,,K. McDaniels makes free throw 2 of 2,43,30
172,2,4:10.0,B. Lopez makes 2-pt hook shot from 8 ft,,45,30
173,2,3:57.0,,Personal foul by J. Johnson (drawn by H. Thompson),45,30
174,2,3:57.0,A. Anderson enters the game for J. Johnson,,45,30
175,2,3:47.0,,H. Sims makes 2-pt layup from 2 ft (assist by T. Wroten),45,32
176,2,3:27.0,A. Anderson makes 2-pt jump shot from 7 ft (assist by D. Williams),,47,32
177,2,3:06.0,,K. McDaniels misses 2-pt layup from 2 ft (block by D. Williams),47,32
178,2,3:03.0,,Offensive rebound by K. McDaniels,47,32
179,2,3:01.0,,K. McDaniels misses 2-pt jump shot from 12 ft,47,32
180,2,2:59.0,Defensive rebound by J. Jack,,47,32
181,2,2:48.0,Turnover by A. Anderson (bad pass; steal by H. Sims),,47,32
182,2,2:40.0,,T. Wroten misses 2-pt jump shot from 5 ft,47,32
183,2,2:39.0,Defensive rebound by D. Williams,,47,32
184,2,2:29.0,D. Williams misses 3-pt jump shot from 27 ft,,47,32
185,2,2:27.0,,Defensive rebound by N. Noel,47,32
186,2,2:12.0,,H. Sims makes 2-pt jump shot from 13 ft (assist by T. Wroten),47,34
187,2,1:54.0,D. Williams misses 2-pt layup from 2 ft,,47,34
188,2,1:53.0,,Defensive rebound by H. Sims,47,34
189,2,1:47.0,,T. Wroten misses 2-pt jump shot from 7 ft,47,34
190,2,1:44.0,Defensive rebound by M. Teletović,,47,34
191,2,1:40.0,J. Jack misses 2-pt layup from 1 ft,,47,34
192,2,1:38.0,,Defensive rebound by N. Noel,47,34
193,2,1:34.0,,T. Wroten misses 2-pt jump shot from 3 ft,47,34
194,2,1:32.0,,Offensive rebound by K. McDaniels,47,34
195,2,1:32.0,,K. McDaniels makes 2-pt dunk at rim,47,36
196,2,1:24.0,Brooklyn full timeout,,47,36
197,2,1:24.0,Official timeout,,47,36
198,2,1:24.0,,R. Covington enters the game for N. Noel,47,36
199,2,1:24.0,,M. Carter-Williams enters the game for K. McDaniels,47,36
200,2,1:24.0,M. Plumlee enters the game for B. Lopez,,47,36
201,2,1:14.0,M. Plumlee makes 2-pt layup from 1 ft (assist by M. Teletović),,49,36
202,2,1:00.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by T. Wroten),49,39
203,2,0:49.0,M. Teletović misses 3-pt jump shot from 25 ft,,49,39
204,2,0:47.0,,Defensive rebound by M. Carter-Williams,49,39
205,2,0:37.0,,Turnover by T. Wroten (bad pass),49,39
206,2,0:24.0,M. Teletović misses 3-pt jump shot from 25 ft,,49,39
207,2,0:21.0,,Defensive rebound by M. Carter-Williams,49,39
208,2,0:03.0,,H. Sims makes 2-pt layup from 1 ft (assist by T. Wroten),49,41
209,2,0:00.0,J. Jack misses 3-pt jump shot from 34 ft,,49,41
210,2,0:00.0,Offensive rebound by Team,,49,41
211,3,11:43.0,J. Johnson misses 2-pt jump shot from 3 ft,,49,41
212,3,11:41.0,,Defensive rebound by H. Sims,49,41
213,3,11:17.0,,L. Mbah a Moute misses 3-pt jump shot from 24 ft,49,41
214,3,11:15.0,Defensive rebound by K. Garnett,,49,41
215,3,11:01.0,D. Williams misses 3-pt jump shot from 24 ft,,49,41
216,3,10:59.0,,Defensive rebound by T. Wroten,49,41
217,3,10:52.0,,H. Sims misses 2-pt jump shot from 12 ft,49,41
218,3,10:50.0,Defensive rebound by B. Lopez,,49,41
219,3,10:36.0,B. Lopez makes 2-pt jump shot from 7 ft,,51,41
220,3,10:18.0,,H. Sims misses 2-pt jump shot from 5 ft,51,41
221,3,10:17.0,Defensive rebound by D. Williams,,51,41
222,3,10:09.0,J. Johnson makes 3-pt jump shot from 27 ft (assist by D. Williams),,54,41
223,3,9:56.0,,M. Carter-Williams misses 2-pt jump shot from 8 ft,54,41
224,3,9:54.0,Defensive rebound by K. Garnett,,54,41
225,3,9:40.0,J. Johnson makes 2-pt jump shot from 9 ft,,56,41
226,3,9:22.0,,T. Wroten misses 2-pt layup from 2 ft,56,41
227,3,9:21.0,Defensive rebound by B. Lopez,,56,41
228,3,9:15.0,B. Bogdanović misses 2-pt jump shot from 18 ft (block by M. Carter-Williams),,56,41
229,3,9:13.0,,Defensive rebound by M. Carter-Williams,56,41
230,3,9:03.0,,Turnover by M. Carter-Williams (bad pass),56,41
231,3,8:58.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Williams),,58,41
232,3,8:58.0,,Philadelphia full timeout,58,41
233,3,8:58.0,,K. McDaniels enters the game for M. Carter-Williams,58,41
234,3,8:38.0,,K. McDaniels makes 3-pt jump shot from 23 ft (assist by T. Wroten),58,44
235,3,8:25.0,Personal foul by H. Sims (drawn by B. Lopez),,58,44
236,3,8:16.0,J. Johnson misses 2-pt layup at rim,,58,44
237,3,8:14.0,,Defensive rebound by L. Mbah a Moute,58,44
238,3,8:08.0,,H. Sims makes 2-pt dunk at rim (assist by L. Mbah a Moute),58,46
239,3,7:50.0,K. Garnett makes 2-pt jump shot from 7 ft (assist by D. Williams),,60,46
240,3,7:29.0,,Turnover by H. Sims (bad pass; steal by K. Garnett),60,46
241,3,7:20.0,B. Lopez misses 2-pt layup from 1 ft,,60,46
242,3,7:18.0,,Defensive rebound by H. Sims,60,46
243,3,7:13.0,,T. Wroten makes 2-pt layup from 1 ft,60,48
244,3,7:04.0,Offensive foul by B. Lopez (drawn by T. Wroten),,60,48
245,3,7:04.0,Turnover by B. Lopez (offensive foul),,60,48
246,3,7:04.0,,B. Davies enters the game for N. Noel,60,48
247,3,6:57.0,,Shooting foul by D. Williams (drawn by T. Wroten),60,48
248,3,6:57.0,,T. Wroten makes free throw 1 of 2,60,49
249,3,6:57.0,,T. Wroten makes free throw 2 of 2,60,50
250,3,6:50.0,Personal foul by T. Wroten (drawn by K. Garnett),,60,50
251,3,6:42.0,B. Lopez makes 2-pt jump shot from 17 ft (assist by D. Williams),,62,50
252,3,6:25.0,,H. Sims misses 2-pt jump shot from 19 ft,62,50
253,3,6:24.0,,Offensive rebound by B. Davies,62,50
254,3,6:11.0,,L. Mbah a Moute makes 2-pt jump shot from 17 ft (assist by B. Davies),62,52
255,3,5:55.0,,Violation by K. McDaniels (def goaltending),62,52
256,3,5:55.0,B. Lopez makes 2-pt jump shot from 4 ft (assist by D. Williams),,64,52
257,3,5:41.0,,K. McDaniels misses 3-pt jump shot from 25 ft,64,52
258,3,5:39.0,Defensive rebound by D. Williams,,64,52
259,3,5:23.0,J. Johnson misses 2-pt jump shot from 13 ft,,64,52
260,3,5:21.0,,Defensive rebound by K. McDaniels,64,52
261,3,5:17.0,,Personal foul by B. Bogdanović (drawn by K. McDaniels),64,52
262,3,5:17.0,M. Teletović enters the game for K. Garnett,,64,52
263,3,5:08.0,,T. Wroten misses 2-pt jump shot from 17 ft,64,52
264,3,5:07.0,,Offensive rebound by K. McDaniels,64,52
265,3,4:58.0,,H. Sims misses 2-pt layup from 2 ft (block by B. Lopez),64,52
266,3,4:56.0,Defensive rebound by D. Williams,,64,52
267,3,4:45.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Johnson),,67,52
268,3,4:27.0,,L. Mbah a Moute misses 2-pt jump shot from 3 ft,67,52
269,3,4:26.0,,Offensive rebound by H. Sims,67,52
270,3,4:24.0,,H. Sims makes 2-pt layup from 1 ft,67,54
271,3,4:13.0,Turnover by D. Williams (bad pass; steal by H. Sims),,67,54
272,3,4:08.0,,K. McDaniels makes 2-pt dunk at rim (assist by T. Wroten),67,56
273,3,4:06.0,Brooklyn full timeout,,67,56
274,3,4:06.0,,N. Noel enters the game for L. Mbah a Moute,67,56
275,3,4:06.0,,H. Thompson enters the game for H. Sims,67,56
276,3,4:06.0,A. Anderson enters the game for B. Lopez,,67,56
277,3,4:06.0,J. Jordan enters the game for B. Bogdanović,,67,56
278,3,3:47.0,M. Teletović misses 3-pt jump shot from 25 ft,,67,56
279,3,3:45.0,Offensive rebound by J. Jordan,,67,56
280,3,3:45.0,J. Jordan misses 2-pt layup from 1 ft (block by K. McDaniels),,67,56
281,3,3:43.0,,Defensive rebound by H. Thompson,67,56
282,3,3:34.0,,B. Davies makes 2-pt jump shot from 14 ft (assist by T. Wroten),67,58
283,3,3:13.0,M. Teletović misses 2-pt layup from 2 ft (block by B. Davies),,67,58
284,3,3:13.0,Offensive rebound by Team,,67,58
285,3,3:08.0,A. Anderson misses 2-pt jump shot from 14 ft,,67,58
286,3,3:08.0,Offensive rebound by Team,,67,58
287,3,3:08.0,Personal foul by H. Thompson (drawn by M. Teletović),,67,58
288,3,3:00.0,Turnover by M. Teletović (lost ball; steal by B. Davies),,67,58
289,3,2:56.0,,T. Wroten makes 2-pt layup from 1 ft (assist by K. McDaniels),67,60
290,3,2:38.0,M. Teletović misses 3-pt jump shot from 25 ft,,67,60
291,3,2:36.0,,Defensive rebound by N. Noel,67,60
292,3,2:21.0,,T. Wroten misses 3-pt jump shot from 26 ft,67,60
293,3,2:19.0,,Offensive rebound by B. Davies,67,60
294,3,2:08.0,,T. Wroten misses 2-pt jump shot from 4 ft (block by J. Jordan),67,60
295,3,2:05.0,,Offensive rebound by B. Davies,67,60
296,3,2:05.0,,B. Davies misses 3-pt jump shot from 25 ft,67,60
297,3,2:05.0,Defensive rebound by Team,,67,60
298,3,1:52.0,Turnover by A. Anderson (lost ball),,67,60
299,3,1:40.0,Offensive charge foul by T. Wroten (drawn by A. Anderson),,67,60
300,3,1:40.0,,Turnover by T. Wroten (offensive foul),67,60
301,3,1:25.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by D. Williams),,70,60
302,3,1:19.0,,Offensive foul by T. Wroten (drawn by D. Williams),70,60
303,3,1:19.0,,Turnover by T. Wroten (offensive foul),70,60
304,3,1:09.0,Turnover by D. Williams (bad pass),,70,60
305,3,1:01.0,,Shooting foul by J. Jordan (drawn by N. Noel),70,60
306,3,1:01.0,,N. Noel makes free throw 1 of 2,70,61
307,3,1:01.0,,N. Noel makes free throw 2 of 2,70,62
308,3,0:41.0,J. Johnson makes 2-pt jump shot from 17 ft,,72,62
309,3,0:36.0,,H. Thompson makes 3-pt jump shot from 24 ft (assist by T. Wroten),72,65
310,3,0:20.0,Turnover by J. Johnson (lost ball; steal by B. Davies),,72,65
311,3,0:19.0,,Personal foul by J. Johnson (drawn by B. Davies),72,65
312,3,0:19.0,B. Bogdanović enters the game for J. Johnson,,72,65
313,3,0:19.0,,B. Davies makes free throw 1 of 2,72,66
314,3,0:19.0,,M. Carter-Williams enters the game for T. Wroten,72,66
315,3,0:19.0,J. Jack enters the game for A. Anderson,,72,66
316,3,0:19.0,,L. Mbah a Moute enters the game for H. Thompson,72,66
317,3,0:19.0,,B. Davies makes free throw 2 of 2,72,67
318,3,0:07.0,Personal foul by M. Carter-Williams (drawn by D. Williams),,72,67
319,3,0:04.0,M. Teletović misses 2-pt jump shot from 5 ft,,72,67
320,3,0:02.0,,Defensive rebound by L. Mbah a Moute,72,67
321,3,0:00.0,,L. Mbah a Moute misses 3-pt jump shot from 50 ft,72,67
322,3,0:00.0,,Offensive rebound by Team,72,67
323,4,11:45.0,,M. Carter-Williams makes 3-pt jump shot from 25 ft (assist by H. Thompson),72,70
324,4,11:28.0,,Violation by N. Noel (kicked ball),72,70
325,4,11:26.0,Personal foul by M. Carter-Williams (drawn by J. Jack),,72,70
326,4,11:16.0,Offensive foul by B. Lopez (drawn by B. Davies),,72,70
327,4,11:16.0,Turnover by B. Lopez (offensive foul),,72,70
328,4,11:09.0,,Personal foul by J. Jack (drawn by M. Carter-Williams),72,70
329,4,11:00.0,,N. Noel makes 2-pt dunk at rim (assist by B. Davies),72,72
330,4,10:41.0,Turnover by A. Anderson (bad pass),,72,72
331,4,10:41.0,K. Garnett enters the game for B. Lopez,,72,72
332,4,10:25.0,,N. Noel makes 2-pt dunk at rim (assist by M. Carter-Williams),72,74
333,4,10:21.0,Brooklyn full timeout,,72,74
334,4,10:10.0,Shooting foul by M. Carter-Williams (drawn by A. Anderson),,72,74
335,4,10:10.0,A. Anderson makes free throw 1 of 2,,73,74
336,4,10:10.0,A. Anderson makes free throw 2 of 2,,74,74
337,4,9:52.0,,M. Carter-Williams misses 2-pt layup from 1 ft,74,74
338,4,9:50.0,Defensive rebound by M. Teletović,,74,74
339,4,9:40.0,M. Teletović makes 2-pt layup from 1 ft,,76,74
340,4,9:26.0,,M. Carter-Williams misses 2-pt layup from 1 ft,76,74
341,4,9:26.0,Defensive rebound by K. Garnett,,76,74
342,4,9:26.0,Personal foul by B. Davies (drawn by K. Garnett),,76,74
343,4,9:05.0,M. Teletović misses 2-pt layup from 1 ft (block by N. Noel),,76,74
344,4,9:03.0,,Defensive rebound by H. Thompson,76,74
345,4,8:50.0,,B. Davies misses 2-pt jump shot from 3 ft,76,74
346,4,8:47.0,,Offensive rebound by B. Davies,76,74
347,4,8:47.0,,K. McDaniels makes 2-pt tip-in from 1 ft,76,76
348,4,8:35.0,Personal foul by N. Noel (drawn by J. Jack),,76,76
349,4,8:29.0,A. Anderson makes 3-pt jump shot from 22 ft (assist by J. Jack),,79,76
350,4,8:10.0,,H. Thompson makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),79,79
351,4,7:50.0,A. Anderson makes 2-pt jump shot from 12 ft,,81,79
352,4,7:33.0,,B. Davies misses 2-pt jump shot from 16 ft,81,79
353,4,7:32.0,Defensive rebound by M. Teletović,,81,79
354,4,7:25.0,Offensive foul by K. Garnett (drawn by N. Noel),,81,79
355,4,7:25.0,Turnover by K. Garnett (offensive foul),,81,79
356,4,7:25.0,,T. Wroten enters the game for B. Davies,81,79
357,4,7:24.0,D. Williams enters the game for J. Jack,,81,79
358,4,7:22.0,J. Johnson enters the game for B. Bogdanović,,81,79
359,4,6:59.0,,Turnover by M. Carter-Williams (lost ball; steal by A. Anderson),81,79
360,4,6:49.0,M. Teletović misses 3-pt jump shot from 26 ft,,81,79
361,4,6:47.0,Offensive rebound by D. Williams,,81,79
362,4,6:44.0,A. Anderson misses 3-pt jump shot from 24 ft,,81,79
363,4,6:44.0,Offensive rebound by Team,,81,79
364,4,6:44.0,Personal foul by K. McDaniels (drawn by M. Teletović),,81,79
365,4,6:44.0,M. Teletović makes free throw 1 of 2,,82,79
366,4,6:44.0,M. Teletović misses free throw 2 of 2,,82,79
367,4,6:29.0,,Defensive rebound by K. McDaniels,82,79
368,4,6:29.0,,K. McDaniels makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),82,82
369,4,6:14.0,A. Anderson makes 2-pt layup from 1 ft (assist by D. Williams),,84,82
370,4,6:14.0,Shooting foul by M. Carter-Williams (drawn by A. Anderson),,84,82
371,4,6:14.0,,H. Sims enters the game for H. Thompson,84,82
372,4,6:14.0,,L. Mbah a Moute enters the game for M. Carter-Williams,84,82
373,4,6:14.0,A. Anderson makes free throw 1 of 1,,85,82
374,4,6:14.0,,Philadelphia full timeout,85,82
375,4,5:50.0,,T. Wroten misses 3-pt jump shot from 25 ft,85,82
376,4,5:48.0,Defensive rebound by A. Anderson,,85,82
